
[00:00:00.000 --> 00:00:03.400]   [MUSIC PLAYING]
[00:02:26.960 --> 00:02:29.960]   in the little bit of time I did spend on it was ethics
[00:02:29.960 --> 00:02:31.320]   and cognitive science.
[00:02:31.320 --> 00:02:34.520]   And it's kind of really amazing that it's now come back around,
[00:02:34.520 --> 00:02:37.120]   and those are actually genuinely useful things
[00:02:37.120 --> 00:02:39.240]   to know about, which I never thought would happen.
[00:02:39.240 --> 00:02:43.120]   A lot of-- yeah, a lot of relevant conversations there.
[00:02:43.120 --> 00:02:45.440]   So you were a consultant for a while,
[00:02:45.440 --> 00:02:48.000]   and then in the magical month of June 1989,
[00:02:48.000 --> 00:02:50.920]   you founded both Optimal Decisions and Fastmail,
[00:02:50.920 --> 00:02:52.920]   which I also briefly used, so thank you for that.
[00:02:52.920 --> 00:02:55.680]   Good for you, yeah, 'cause I had read the statistics,
[00:02:55.680 --> 00:02:58.600]   which is that, like, 90% or something of small businesses
[00:02:58.600 --> 00:03:01.440]   fail, so I thought if I start two businesses,
[00:03:01.440 --> 00:03:02.760]   I have a higher chance.
[00:03:02.760 --> 00:03:04.160]   In hindsight, I was thinking it was
[00:03:04.160 --> 00:03:06.600]   some kind of stochastic thing I didn't have control over,
[00:03:06.600 --> 00:03:10.640]   but it's a bit odd, but anyway.
[00:03:10.640 --> 00:03:12.760]   And then you were president and chief scientist
[00:03:12.760 --> 00:03:19.440]   at Kaggle, which obviously is the composition platform
[00:03:19.440 --> 00:03:23.240]   of machine learning, and then Analytic,
[00:03:23.240 --> 00:03:25.520]   where you were working on using deep learning
[00:03:25.520 --> 00:03:28.000]   to improve medical diagnostics and clinical decisions.
[00:03:28.000 --> 00:03:29.280]   Yeah, I was actually the first company
[00:03:29.280 --> 00:03:30.800]   to use deep learning in medicine,
[00:03:30.800 --> 00:03:33.200]   so I kind of founded the field.
[00:03:33.200 --> 00:03:36.680]   And even now, that's still, like, a pretty early phase.
[00:03:36.680 --> 00:03:40.560]   And I actually heard you on your new podcast with Tanish,
[00:03:40.560 --> 00:03:43.480]   where you went very, very deep into the stuff,
[00:03:43.480 --> 00:03:44.720]   the kind of work that he's doing,
[00:03:44.720 --> 00:03:47.320]   such a young prodigy at his age.
[00:03:47.320 --> 00:03:51.080]   Maybe he's too old to be called a prodigy now, ex-prodigy.
[00:03:51.080 --> 00:03:53.480]   No, I think he still counts.
[00:03:53.480 --> 00:03:55.720]   And anyway, just to round out the bio,
[00:03:55.720 --> 00:03:58.200]   you have a lot more other credentials, obviously,
[00:03:58.200 --> 00:04:01.080]   but most recently, you started Fast.ai,
[00:04:01.080 --> 00:04:03.720]   which is still, I guess, your primary identity
[00:04:03.720 --> 00:04:05.280]   with Rachel Thomas.
[00:04:05.280 --> 00:04:06.120]   So welcome. Yeah, she's my wife.
[00:04:06.120 --> 00:04:06.960]   Thanks. Thank you.
[00:04:06.960 --> 00:04:09.720]   Yeah, doing a lot of public service there
[00:04:09.720 --> 00:04:11.480]   with, like, getting people involved in AI.
[00:04:11.480 --> 00:04:15.520]   And I can't imagine a better way to describe it than Fast.ai.
[00:04:15.520 --> 00:04:18.160]   Fast.ai is, you teach people from nothing
[00:04:18.160 --> 00:04:19.440]   to stable diffusion in, you know,
[00:04:19.440 --> 00:04:22.200]   seven weeks or something, and that's amazing.
[00:04:22.200 --> 00:04:24.480]   Yeah, yeah, I mean, it's funny, you know,
[00:04:24.480 --> 00:04:27.320]   when we started that, what was that, like, 2016 or something,
[00:04:27.320 --> 00:04:29.160]   the idea that deep learning was something
[00:04:29.160 --> 00:04:30.840]   that you could make more accessible
[00:04:30.840 --> 00:04:32.960]   was generally considered stupid.
[00:04:32.960 --> 00:04:36.320]   Like, everybody knew that deep learning
[00:04:36.320 --> 00:04:38.040]   was a thing that you got a math
[00:04:38.040 --> 00:04:40.080]   or a computer science PhD, you know,
[00:04:40.080 --> 00:04:41.520]   those one of five labs
[00:04:41.520 --> 00:04:44.160]   that could give you the appropriate skills.
[00:04:44.160 --> 00:04:48.320]   Then you would join, yeah, basically,
[00:04:48.320 --> 00:04:49.560]   from one of those labs,
[00:04:49.560 --> 00:04:52.800]   you might be able to write some papers.
[00:04:52.800 --> 00:04:54.400]   So yeah, the idea that normal people
[00:04:54.400 --> 00:04:58.280]   could use that technology to do good work
[00:04:58.280 --> 00:05:03.040]   was considered kind of ridiculous when we started it.
[00:05:03.040 --> 00:05:04.600]   And we weren't sure if it was possible either,
[00:05:04.600 --> 00:05:06.560]   but we kind of felt like we had to give it a go
[00:05:06.560 --> 00:05:08.720]   'cause the alternative was we were pretty sure
[00:05:08.720 --> 00:05:12.320]   that deep learning was on its way to becoming,
[00:05:12.320 --> 00:05:15.480]   you know, the most or one of the most, you know,
[00:05:15.480 --> 00:05:18.600]   important technologies in human history.
[00:05:18.600 --> 00:05:20.480]   And if the only people that could use it
[00:05:20.480 --> 00:05:23.080]   were a handful of computer science PhDs,
[00:05:23.080 --> 00:05:25.560]   that seemed like, A, a big waste,
[00:05:25.560 --> 00:05:28.200]   and B, kind of dangerous.
[00:05:28.200 --> 00:05:29.160]   - Yep.
[00:05:29.160 --> 00:05:32.320]   And, you know, well, I just wanted to know one thing
[00:05:32.320 --> 00:05:33.760]   on your bio that at Kaggle,
[00:05:33.760 --> 00:05:37.800]   you were also the top rank participant in both 2010 and 2011.
[00:05:37.800 --> 00:05:40.960]   So sometimes you see a lot of founders running companies
[00:05:40.960 --> 00:05:42.640]   that are not really in touch with the problem,
[00:05:42.640 --> 00:05:45.040]   but you were clearly building something
[00:05:45.040 --> 00:05:48.120]   that you knew a lot about, which is awesome.
[00:05:48.120 --> 00:05:50.400]   And even, yeah, talking about deep learning,
[00:05:50.400 --> 00:05:53.480]   you created, published a paper on ULMFIT,
[00:05:53.480 --> 00:05:56.760]   which was kind of the predecessor to multitask learning
[00:05:56.760 --> 00:05:58.280]   and a lot of the groundwork
[00:05:58.280 --> 00:06:00.320]   that then went to into Transformers.
[00:06:00.320 --> 00:06:01.880]   I read back on the paper
[00:06:01.880 --> 00:06:04.960]   and you turned this model of AWD LSTM,
[00:06:04.960 --> 00:06:06.880]   which, I mean, I did the math
[00:06:06.880 --> 00:06:10.080]   and it was like 24 to 33 million parameters,
[00:06:10.080 --> 00:06:12.520]   depending on what training data set you use.
[00:06:12.520 --> 00:06:14.800]   Today, that's kind of like not even small,
[00:06:14.800 --> 00:06:15.960]   it's like super small.
[00:06:15.960 --> 00:06:20.560]   What were some of the kind of like contrarian takes
[00:06:20.560 --> 00:06:21.840]   that you had at the time,
[00:06:21.840 --> 00:06:23.960]   and maybe set the stage a little bit
[00:06:23.960 --> 00:06:25.960]   for the rest of the audience
[00:06:25.960 --> 00:06:29.080]   on what was kind of like the state of the art,
[00:06:29.080 --> 00:06:30.480]   so to speak, at the time,
[00:06:30.480 --> 00:06:32.360]   and what people were working towards?
[00:06:32.360 --> 00:06:34.760]   - Yeah, the whole thing was a contrarian take.
[00:06:34.760 --> 00:06:39.720]   Okay, so we started Fast.ai, my wife and I,
[00:06:39.720 --> 00:06:41.760]   and we, yeah, so we're trying to think,
[00:06:41.760 --> 00:06:43.160]   okay, how do we make it more accessible?
[00:06:43.160 --> 00:06:46.480]   So when we started thinking about it,
[00:06:46.480 --> 00:06:48.240]   it was probably 2015, and then 2016,
[00:06:48.240 --> 00:06:49.520]   we started doing something about it.
[00:06:49.520 --> 00:06:50.760]   Why is it inaccessible?
[00:06:50.760 --> 00:06:54.480]   Okay, well, A, no one knows how to do it
[00:06:54.480 --> 00:06:56.720]   other than a few number of people.
[00:06:56.720 --> 00:06:58.400]   And then when we'd ask those few number of people,
[00:06:58.400 --> 00:07:00.200]   well, how do you actually get good results?
[00:07:00.200 --> 00:07:02.400]   They would say like, oh, it's like,
[00:07:02.400 --> 00:07:04.240]   you know, a box of tricks that aren't published.
[00:07:04.240 --> 00:07:08.160]   So you have to join one of the labs and learn the tricks.
[00:07:08.160 --> 00:07:10.200]   So a bunch of unpublished tricks,
[00:07:10.200 --> 00:07:13.480]   not much software around,
[00:07:13.480 --> 00:07:17.320]   but thankfully there was Theano and wrappers,
[00:07:17.320 --> 00:07:19.240]   and particularly Lasagna, the wrapper.
[00:07:19.240 --> 00:07:23.080]   But yeah, not much software around,
[00:07:23.080 --> 00:07:25.120]   not much in the way of data sets,
[00:07:27.720 --> 00:07:30.480]   very hard to get started in terms of the compute,
[00:07:30.480 --> 00:07:32.280]   like how do you get that set up?
[00:07:32.280 --> 00:07:36.680]   So, you know, everything was kind of inaccessible.
[00:07:36.680 --> 00:07:41.560]   And, you know, as we started looking into it,
[00:07:41.560 --> 00:07:45.680]   we had a key insight, which was like, you know what?
[00:07:45.680 --> 00:07:50.000]   Most of the compute and data for image recognition,
[00:07:50.000 --> 00:07:53.280]   for example, we don't need to do it.
[00:07:53.280 --> 00:07:55.600]   You know, there's this thing which nobody knows about,
[00:07:55.600 --> 00:07:58.920]   nobody talks about called transfer learning,
[00:07:58.920 --> 00:08:00.560]   where you take somebody else's model,
[00:08:00.560 --> 00:08:04.840]   where they already figured out like how to detect edges
[00:08:04.840 --> 00:08:07.800]   and gradients and corners and text and whatever else.
[00:08:07.800 --> 00:08:11.120]   And then you can fine tune it to do the thing you wanna do.
[00:08:11.120 --> 00:08:12.600]   And we thought that's the key,
[00:08:12.600 --> 00:08:16.440]   that's the key to becoming more accessible
[00:08:16.440 --> 00:08:19.080]   in terms of compute and data requirements.
[00:08:19.080 --> 00:08:21.360]   So when we started Fast.ai,
[00:08:21.360 --> 00:08:23.640]   we focused from day one on transfer learning,
[00:08:23.640 --> 00:08:26.080]   lesson one, in fact, was transfer learning,
[00:08:26.080 --> 00:08:27.400]   literally lesson one.
[00:08:27.400 --> 00:08:30.280]   It was something not normally even mentioned in,
[00:08:30.280 --> 00:08:32.680]   I mean, there wasn't much in the way of courses.
[00:08:32.680 --> 00:08:39.720]   You know, really the courses out there were PhD programs
[00:08:39.720 --> 00:08:41.720]   that had happened to have recorded their lessons.
[00:08:41.720 --> 00:08:43.600]   They would rarely mention it at all.
[00:08:43.600 --> 00:08:46.840]   We wanted to show how to do four things
[00:08:46.840 --> 00:08:49.920]   that seemed really useful, you know, work with vision,
[00:08:49.920 --> 00:08:52.720]   work with tables of data,
[00:08:52.720 --> 00:08:54.880]   work with kind of recommendation systems
[00:08:54.880 --> 00:08:56.760]   and collaborative filtering and work with text.
[00:08:56.760 --> 00:08:59.240]   'Cause we felt like those four kind of modalities
[00:08:59.240 --> 00:09:01.840]   covered a lot of the stuff that, you know,
[00:09:01.840 --> 00:09:04.480]   are useful in real life.
[00:09:04.480 --> 00:09:06.600]   And no one was doing anything much useful with text.
[00:09:06.600 --> 00:09:08.840]   Everybody was talking about word2vec, you know,
[00:09:08.840 --> 00:09:13.840]   like king plus queen minus woman and blah, blah, blah.
[00:09:13.840 --> 00:09:18.600]   It was like cool experiments,
[00:09:18.600 --> 00:09:20.720]   but nobody's doing anything like useful with it.
[00:09:20.720 --> 00:09:25.280]   NLP was all like lemmatization and stop words
[00:09:25.280 --> 00:09:29.640]   and topic models and bigrams and SVMs.
[00:09:29.640 --> 00:09:33.440]   And it was really academic and not practical.
[00:09:33.440 --> 00:09:36.880]   But yeah, I mean, to be honest,
[00:09:36.880 --> 00:09:39.360]   I've been thinking about this crazy idea
[00:09:39.360 --> 00:09:42.320]   for nearly 30 years,
[00:09:42.320 --> 00:09:45.200]   since I had done cognitive science at university,
[00:09:45.200 --> 00:09:46.240]   where we talked a lot
[00:09:46.240 --> 00:09:49.920]   about the CELS Chinese Room Experiment.
[00:09:49.920 --> 00:09:51.000]   This idea of like,
[00:09:51.000 --> 00:09:53.760]   what if there was somebody that could kind of like,
[00:09:53.760 --> 00:09:56.920]   knew all of the symbolic manipulations required
[00:09:56.920 --> 00:10:00.240]   to answer questions in Chinese,
[00:10:00.240 --> 00:10:01.920]   but they didn't speak Chinese.
[00:10:01.920 --> 00:10:03.680]   And they were kind of inside a room
[00:10:03.680 --> 00:10:06.960]   with no other way to talk to the outside world
[00:10:06.960 --> 00:10:08.480]   other than taking in slips of paper
[00:10:08.480 --> 00:10:09.760]   with Chinese written on them.
[00:10:09.760 --> 00:10:11.000]   And then they do all their rules
[00:10:11.000 --> 00:10:13.760]   and then they pass back a piece of paper with Chinese back.
[00:10:13.760 --> 00:10:16.760]   And this room with a person in
[00:10:16.760 --> 00:10:19.120]   is actually fantastically good at answering any question
[00:10:19.120 --> 00:10:21.280]   you give them written in Chinese.
[00:10:21.280 --> 00:10:24.720]   You know, do they understand Chinese?
[00:10:24.720 --> 00:10:26.520]   And is this, you know,
[00:10:26.520 --> 00:10:29.880]   something that's intelligently working with Chinese?
[00:10:29.880 --> 00:10:32.840]   Ever since that time, I'd say the most thought,
[00:10:32.840 --> 00:10:34.400]   to me, the most thoughtful
[00:10:34.400 --> 00:10:37.560]   and compelling philosophical response is yes.
[00:10:37.560 --> 00:10:41.720]   You know, intuitively it feels like no,
[00:10:41.720 --> 00:10:43.760]   because that's just because we can't imagine
[00:10:43.760 --> 00:10:45.720]   such a large kind of system.
[00:10:45.720 --> 00:10:49.320]   But, you know, if it looks like a duck
[00:10:49.320 --> 00:10:51.760]   and acts like a duck, it's a duck, you know,
[00:10:51.760 --> 00:10:54.040]   or to all intents and purposes.
[00:10:54.040 --> 00:10:55.200]   And so I always kind of thought, you know,
[00:10:55.200 --> 00:10:58.120]   so this is basically a kind of analysis
[00:10:58.120 --> 00:11:00.600]   of the limits of text.
[00:11:00.600 --> 00:11:01.440]   And I kind of felt like,
[00:11:01.440 --> 00:11:04.520]   yeah, if something could ingest enough text
[00:11:04.520 --> 00:11:09.240]   and could use the patterns it saw
[00:11:09.240 --> 00:11:13.040]   to then generate text in response to text,
[00:11:13.040 --> 00:11:18.240]   it could appear to be intelligent.
[00:11:18.240 --> 00:11:21.120]   You know, whether that means it is intelligent or not
[00:11:21.120 --> 00:11:22.280]   is a different discussion
[00:11:22.280 --> 00:11:23.960]   and not one I find very interesting.
[00:11:23.960 --> 00:11:25.880]   Yeah, and then when I came across neural nets
[00:11:25.880 --> 00:11:27.680]   when I was about 20,
[00:11:27.680 --> 00:11:28.520]   you know, what I learned
[00:11:28.520 --> 00:11:30.680]   about the universal approximation theorem and stuff.
[00:11:30.680 --> 00:11:31.720]   And I started thinking like,
[00:11:31.720 --> 00:11:33.400]   oh, I wonder if like a neural net
[00:11:33.400 --> 00:11:35.360]   could ever get big enough,
[00:11:35.360 --> 00:11:40.360]   take in enough data to be a Chinese room experiment.
[00:11:40.360 --> 00:11:41.880]   You know, with that background
[00:11:41.880 --> 00:11:44.880]   and this kind of like interest in transfer learning,
[00:11:44.880 --> 00:11:47.400]   you know, I'd been thinking about this thing
[00:11:47.400 --> 00:11:48.840]   for kind of 30 years and I thought like,
[00:11:48.840 --> 00:11:51.160]   oh, I wonder if we're there yet, you know,
[00:11:51.160 --> 00:11:53.600]   'cause we have a lot of text.
[00:11:53.600 --> 00:11:56.320]   Like I can literally download Wikipedia,
[00:11:56.320 --> 00:11:58.320]   which is a lot of text.
[00:11:58.320 --> 00:11:59.280]   And I thought, you know,
[00:11:59.280 --> 00:12:03.840]   how would something learn to kind of answer questions
[00:12:03.840 --> 00:12:05.680]   or, you know, respond to text?
[00:12:05.680 --> 00:12:08.160]   And I thought, well, what if we used a language model?
[00:12:08.160 --> 00:12:10.280]   So language models are already a thing, you know,
[00:12:10.280 --> 00:12:11.880]   they were not a popular or well-known thing,
[00:12:11.880 --> 00:12:12.720]   but they were a thing.
[00:12:12.720 --> 00:12:14.240]   But language models exist to this idea
[00:12:14.240 --> 00:12:17.240]   that you could train a model to fill in the gaps,
[00:12:17.240 --> 00:12:18.960]   or actually in those days it wasn't fill in the gaps,
[00:12:18.960 --> 00:12:20.760]   it was finish a string.
[00:12:20.760 --> 00:12:24.640]   And in fact, Andrej Karpathy did his fantastic RNN
[00:12:24.640 --> 00:12:27.520]   demonstration from this at a similar time
[00:12:27.520 --> 00:12:32.160]   where he showed like you can have it ingest Shakespeare
[00:12:32.160 --> 00:12:34.120]   and it will generate something that
[00:12:34.120 --> 00:12:35.600]   looks a bit like Shakespeare.
[00:12:35.600 --> 00:12:39.840]   I thought, okay, so if I do this at a much bigger scale,
[00:12:39.840 --> 00:12:41.680]   using all of Wikipedia,
[00:12:41.680 --> 00:12:45.120]   what would it need to be able to do
[00:12:45.120 --> 00:12:49.560]   to finish a sentence in Wikipedia effectively,
[00:12:49.560 --> 00:12:52.560]   to do it quite accurately quite often?
[00:12:52.560 --> 00:12:54.120]   I thought, geez, it would actually have to know
[00:12:54.120 --> 00:12:55.480]   a lot about the world.
[00:12:55.480 --> 00:12:57.000]   You know, it'd have to know that there is a world
[00:12:57.000 --> 00:12:58.160]   and that there are objects
[00:12:58.160 --> 00:13:00.520]   and that objects relate to each other through time
[00:13:00.520 --> 00:13:02.560]   and cause each other to react in ways
[00:13:02.560 --> 00:13:04.560]   and that causes precede effects
[00:13:04.560 --> 00:13:09.000]   and that when there are animals and there are people
[00:13:09.000 --> 00:13:12.320]   and that people can be in certain positions
[00:13:12.320 --> 00:13:13.680]   during certain timeframes.
[00:13:13.680 --> 00:13:15.440]   And then you could, you know, all that together,
[00:13:15.440 --> 00:13:17.800]   you can then finish a sentence like,
[00:13:17.800 --> 00:13:22.080]   this was signed into law in 2016 by US President X
[00:13:22.080 --> 00:13:24.480]   and it would fill in the name, you know?
[00:13:24.480 --> 00:13:27.120]   So that's why I tried to create a,
[00:13:27.120 --> 00:13:30.320]   what in those days was considered a big language model,
[00:13:30.320 --> 00:13:32.000]   trained on the entirety on Wikipedia,
[00:13:32.000 --> 00:13:33.920]   which is, that was, you know, a bit unheard of.
[00:13:33.920 --> 00:13:35.440]   And my interest was not in,
[00:13:35.440 --> 00:13:38.640]   you know, just having a language model,
[00:13:38.640 --> 00:13:40.480]   my interest was in like,
[00:13:40.480 --> 00:13:45.480]   what latent capabilities would such a system have
[00:13:45.480 --> 00:13:50.760]   that would allow it to finish those kinds of sentences?
[00:13:50.760 --> 00:13:53.920]   Because I was pretty sure,
[00:13:53.920 --> 00:13:56.040]   based on our work with Transfer Learning and Vision,
[00:13:56.040 --> 00:13:59.640]   that I could then suck out those latent capabilities
[00:13:59.640 --> 00:14:01.560]   by transfer learning, you know,
[00:14:01.560 --> 00:14:04.200]   by fine-tuning it on a task data set or whatever.
[00:14:04.200 --> 00:14:06.400]   So we generated this three-step system.
[00:14:06.400 --> 00:14:09.560]   So step one was train a language model on a big corpus,
[00:14:09.560 --> 00:14:12.760]   step two was fine-tune a language model
[00:14:12.760 --> 00:14:14.400]   on a more curated corpus,
[00:14:14.400 --> 00:14:18.280]   and step three was further fine-tune that model on a task.
[00:14:18.280 --> 00:14:21.000]   And of course that's what everybody still does today, right?
[00:14:21.000 --> 00:14:22.840]   That's what ChatGPT is.
[00:14:22.840 --> 00:14:26.880]   And so the first time I tried it,
[00:14:26.880 --> 00:14:29.360]   within hours, I had a new state-of-the-art
[00:14:29.360 --> 00:14:31.480]   academic result on IMDb.
[00:14:31.480 --> 00:14:34.120]   And I was like, "Holy shit, it does work."
[00:14:34.120 --> 00:14:37.840]   And so you asked, to what degree was this kind of like
[00:14:37.840 --> 00:14:40.480]   pushing against the, you know, established wisdom?
[00:14:40.480 --> 00:14:41.400]   You know, every way.
[00:14:41.400 --> 00:14:43.680]   Like the reason it took me so long to try it
[00:14:43.680 --> 00:14:47.280]   was 'cause I asked all my friends in NLP
[00:14:47.280 --> 00:14:49.760]   if this could work, and everybody said, "No,
[00:14:49.760 --> 00:14:51.040]   it definitely won't work."
[00:14:51.040 --> 00:14:52.080]   It wasn't like, "Oh, maybe."
[00:14:52.080 --> 00:14:55.280]   Everybody was like, "It definitely won't work.
[00:14:55.280 --> 00:14:57.960]   NLP is much more complicated than vision.
[00:14:57.960 --> 00:15:00.800]   Language is a much more vastly complicated domain."
[00:15:00.800 --> 00:15:01.760]   You know, and you've got problems
[00:15:01.760 --> 00:15:03.000]   like the grounding problem.
[00:15:03.000 --> 00:15:05.080]   We know from like philosophy and theory of mind
[00:15:05.080 --> 00:15:07.320]   that it's actually impossible for it to work.
[00:15:07.320 --> 00:15:10.680]   So yeah, so don't waste your time.
[00:15:10.680 --> 00:15:12.400]   - Jeremy, had people not tried
[00:15:12.400 --> 00:15:14.880]   because it was like too complicated
[00:15:14.880 --> 00:15:17.160]   to actually get the data and like set up the training?
[00:15:17.160 --> 00:15:19.720]   Or like, were people just lazy and kind of like,
[00:15:19.720 --> 00:15:20.560]   "Hey, this is just not gonna work."
[00:15:20.560 --> 00:15:22.080]   - No, I mean, it wasn't lazy.
[00:15:22.080 --> 00:15:24.760]   So like, so the person I thought at that time who,
[00:15:24.760 --> 00:15:26.440]   there were two people I thought at that time actually
[00:15:26.440 --> 00:15:28.120]   who were the strongest at language models
[00:15:28.120 --> 00:15:31.760]   were Stephen Merrity and Alec Radford.
[00:15:31.760 --> 00:15:34.640]   And at the time I didn't know Alec,
[00:15:34.640 --> 00:15:37.040]   but I, after we had both,
[00:15:37.040 --> 00:15:39.960]   after I'd released ULMFIT and he had released GPT,
[00:15:39.960 --> 00:15:43.960]   I organized a chat for both of us
[00:15:43.960 --> 00:15:46.160]   with Kate Metz of the New York Times,
[00:15:46.160 --> 00:15:47.880]   and Kate Metz answered, sorry,
[00:15:47.880 --> 00:15:49.520]   and Alec answered this question for Kate,
[00:15:49.520 --> 00:15:53.720]   and Kate was like, "So how did, you know, GPT come about?"
[00:15:53.720 --> 00:15:55.920]   And he said, "Well, I was pretty sure
[00:15:55.920 --> 00:15:59.440]   "that pre-training on a general large corpus wouldn't work,
[00:15:59.440 --> 00:16:01.240]   "so I hadn't tried it.
[00:16:01.240 --> 00:16:05.520]   "And then I read ULMFIT and turns out it did work.
[00:16:05.520 --> 00:16:08.360]   "And so I did it, you know, bigger
[00:16:08.360 --> 00:16:09.520]   "and it worked even better."
[00:16:09.520 --> 00:16:11.000]   And similar with Stephen, you know,
[00:16:11.000 --> 00:16:12.200]   I asked Stephen Merrity, like,
[00:16:12.200 --> 00:16:15.320]   "Why don't we just find, you know,
[00:16:15.320 --> 00:16:17.640]   "take your AWD, ASTLM and like train it
[00:16:17.640 --> 00:16:19.280]   "on all of Wikipedia and fine tune it?"
[00:16:19.280 --> 00:16:20.680]   And he was kind of like,
[00:16:20.680 --> 00:16:23.600]   "I don't think that's gonna really fly."
[00:16:23.600 --> 00:16:25.000]   Like two years before,
[00:16:25.000 --> 00:16:29.840]   I did a very popular talk at KDD, the conference,
[00:16:29.840 --> 00:16:33.760]   where everybody in NLP was in the audience.
[00:16:33.760 --> 00:16:36.600]   I recognized half the faces, you know,
[00:16:36.600 --> 00:16:37.800]   and I told them all this,
[00:16:37.800 --> 00:16:40.400]   I'm sure transfer learning is the key.
[00:16:40.400 --> 00:16:44.080]   I'm sure ImageNet, you know,
[00:16:44.080 --> 00:16:47.040]   is gonna be an NLP thing as well.
[00:16:47.040 --> 00:16:50.320]   And, you know, everybody was interested
[00:16:50.320 --> 00:16:53.120]   and people asked me questions afterwards.
[00:16:53.760 --> 00:16:55.720]   But just, yeah, nobody followed up
[00:16:55.720 --> 00:16:59.560]   because everybody knew that it didn't work.
[00:16:59.560 --> 00:17:05.440]   I mean, even like, so we were scooped a little bit
[00:17:05.440 --> 00:17:08.480]   by Dai and Lee, Kwok Lee at Google.
[00:17:08.480 --> 00:17:11.880]   They had already, I didn't even realize this,
[00:17:11.880 --> 00:17:12.720]   which is a bit embarrassing.
[00:17:12.720 --> 00:17:15.840]   They had already done a large language model
[00:17:15.840 --> 00:17:17.560]   and fine tuned it.
[00:17:17.560 --> 00:17:21.720]   But again, they didn't create a general purpose
[00:17:21.720 --> 00:17:23.600]   large language model on a general purpose corpus.
[00:17:23.600 --> 00:17:28.280]   They only ever tested a domain specific corpus.
[00:17:28.280 --> 00:17:30.760]   And I haven't spoken to Kwok actually about that,
