
[00:00:00.000 --> 00:00:04.000]   (music)
[00:06:31.000 --> 00:06:45.000]   The key that I had never seen before when I was reading this text was that it's a quotation from Isaiah 8, 12, and 13.
[00:06:45.000 --> 00:06:56.000]   So, here's what Peter read in Isaiah that was so relevant to his situation that he adapted it in this context.
[00:06:56.000 --> 00:06:59.000]   Here's what Isaiah 8, 12 says.
[00:06:59.000 --> 00:07:11.000]   "Do not call conspiracy all that this people calls conspiracy, and do not fear what they fear, nor be in dread."
[00:07:11.000 --> 00:07:23.000]   In the Septuagint, in the Greek Old Testament, those last words are the exact words that Peter uses for not to be afraid or troubled by your persecutors.
[00:07:23.000 --> 00:07:25.000]   That's a direct quote there.
[00:07:25.000 --> 00:07:32.000]   In verse 13 in Isaiah 8, "But the Lord of hosts, him you shall honor as holy."
[00:07:32.000 --> 00:07:37.000]   Same word, hagiosate, in the Greek Old Testament, sanctify.
[00:07:37.000 --> 00:07:44.000]   Sanctify the Lord, Yahweh, not Jesus, but Yahweh, which he's going to apply to Jesus.
[00:07:44.000 --> 00:07:53.000]   Let him be your fear, let him be your dread, and he will become a sanctuary for you.
[00:07:53.000 --> 00:08:01.000]   Now, Peter takes these words, "Do not fear what they fear, nor be in dread," and he quotes them in verse 14.
[00:08:01.000 --> 00:08:07.000]   "Have no fear of these vaunted persecutors around you."
[00:08:07.000 --> 00:08:16.000]   And then he sees that the solution that Isaiah gives to fearing man is a holy fear of God.
[00:08:16.000 --> 00:08:23.000]   Honor the Lord as holy, let him be your fear, let him be your dread.
[00:08:23.000 --> 00:08:32.000]   And in place of honoring the Lord Yahweh as holy, Peter says, "Honor the Lord Christ as holy."
[00:08:32.000 --> 00:08:36.000]   This is what the New Testament writers do repeatedly.
[00:08:36.000 --> 00:08:45.000]   Christ becomes the fulfillment, the incarnation of Yahweh, and what was true of Yahweh then is true of Christ now.
[00:08:45.000 --> 00:08:55.000]   And by implication, let him be, let Christ be your fear, and let Christ be your dread as you regard him as holy.
[00:08:55.000 --> 00:09:03.000]   Now, that may seem a very odd way to combat the fear of man, replace it with the fear of God.
[00:09:03.000 --> 00:09:12.000]   But the next phrase in Isaiah 8:14 just blew me away then, still does, it explains how this works.
[00:09:12.000 --> 00:09:21.000]   It says, "Let him be your fear, let him be your dread, and he will become a sanctuary."
[00:09:21.000 --> 00:09:37.000]   Amazing. That's amazing. God becomes a safe, hope-filled sanctuary from his own wrath, from our enemies, when he becomes our dread.
[00:09:37.000 --> 00:09:40.000]   Now, how does that work? I think it works like this.
[00:09:40.000 --> 00:09:54.000]   When it becomes more fearful, more dreadful to us to dishonor God by trusting, by failing to trust his promises,
[00:09:54.000 --> 00:10:05.000]   when that's more dreadful to us than being persecuted by our enemies, then those very promises of God become a sanctuary for us.
[00:10:05.000 --> 00:10:07.000]   They become our hope.
[00:10:07.000 --> 00:10:19.000]   So now the words, "In your hearts, honor Christ the Lord as holy," include the meaning, "Let him be your fear, let him be your dread, not your persecutors,
[00:10:19.000 --> 00:10:26.000]   and he will become your sanctuary, your solid place of hope."
[00:10:26.000 --> 00:10:38.000]   So both the words "in front" then, of verse 15, and "afterwards," behind, get their meaning from the meat in the middle of the sandwich.
[00:10:38.000 --> 00:10:48.000]   The bread on top, the words "in front," say, "Don't be afraid of your persecutors," and the meat in the middle explains,
[00:10:48.000 --> 00:10:57.000]   "Because when you honor Christ as holy," that is, when you dread distrusting Christ more than you dread your enemies,
[00:10:57.000 --> 00:11:02.000]   "he will be a hope-filled sanctuary for you, and you don't need to be afraid."
[00:11:02.000 --> 00:11:08.000]   And then the bread, the slice of bread that's on the bottom of the sandwich, the words "following," that say,
[00:11:08.000 --> 00:11:16.000]   "Always be ready to give a reason for your hope," is explained again by the meat in the middle of the sandwich.
[00:11:16.000 --> 00:11:24.000]   When we honor Christ as holy, when we dread distrusting him more than we dread our adversaries,
[00:11:24.000 --> 00:11:29.000]   he is a reason for our hope that we can give to anybody.
[00:11:29.000 --> 00:11:42.000]   I've never forgotten, Tony, I've never forgotten that key from Isaiah 8, 12, "Don't let men be your dread, let God be your dread,"
[00:11:42.000 --> 00:11:46.000]   which at first sounds, "Well, that's not a happy solution."
[00:11:46.000 --> 00:11:57.000]   Oh, but it is. Dreading, distrusting God. Dreading, distrusting God turns into a sanctuary.
[00:11:57.000 --> 00:12:06.000]   He becomes a sanctuary. He will become your reason for hope, and he will become the ground of your fearlessness before your adversaries.
[00:12:06.000 --> 00:12:16.000]   Amazing. And of course, we have access to that very sermon from October 19, 1980, preached by 34-year-old John Piper, 42 years ago.
[00:12:16.000 --> 00:12:22.000]   I'll pull a clip from it, and as we ask the question, "What's the big deal with fearing man anyways?"
[00:12:22.000 --> 00:12:26.000]   That's next time. We'll revisit that sermon. Thank you for joining us today.
[00:12:26.000 --> 00:12:30.000]   You can ask a question of your own, search our growing archive, or subscribe to the podcast.
[00:12:30.000 --> 00:12:36.000]   All at DesiringGod.org/AskPastorJohn.
[00:12:36.000 --> 00:12:39.000]   I'm Tony Reinke. We'll see you on Wednesday.
[00:12:39.000 --> 00:12:42.000]   (Silence)
[00:12:42.000 --> 00:12:45.000]   (Silence)
[00:12:45.000 --> 00:12:55.000]   [BLANK_AUDIO]

