
[00:00:00.000 --> 00:00:04.880]   [intro music]
[00:02:52.720 --> 00:02:54.440]   Brian De Palma was in their circle.
[00:02:54.440 --> 00:02:58.800]   So it's this big group of directors, and they all knew each other.
[00:02:58.800 --> 00:03:03.400]   In that circle, Lucas was considered a hotshot.
[00:03:03.400 --> 00:03:08.760]   So he had this great animated student short that won a bunch of awards and put him on
[00:03:08.760 --> 00:03:09.760]   the map.
[00:03:09.760 --> 00:03:11.560]   Like, wow, Lucas is the guy that he's the auteur.
[00:03:11.560 --> 00:03:13.080]   He's the guy with the vision.
[00:03:13.080 --> 00:03:17.360]   And then he did the student version of THX, which also blew people away.
[00:03:17.360 --> 00:03:20.160]   So I think people didn't realize that about Lucas.
[00:03:20.160 --> 00:03:26.040]   Coppola really was trying to get Lucas to direct Apocalypse Now.
[00:03:26.040 --> 00:03:29.120]   But Lucas decided to do Star Wars instead, basically.
[00:03:29.120 --> 00:03:31.920]   So he was considered like the artistic guy.
[00:03:31.920 --> 00:03:34.560]   So that's kind of interesting.
[00:03:34.560 --> 00:03:39.240]   The other thing I found out about Lucas is, like these other guys, timing is important.
[00:03:39.240 --> 00:03:45.140]   Him and Spielberg came up just as the movie industry was changing, just as they were leaving
[00:03:45.140 --> 00:03:46.640]   the studio system.
[00:03:46.640 --> 00:03:53.160]   So Coppola's first movie was Finnegan's Rainbow, which was a classic studio soundstage movie.
[00:03:53.160 --> 00:03:54.400]   Then he did The Godfather.
[00:03:54.400 --> 00:03:57.880]   So it was like right as they were transitioning away from the studio system.
[00:03:57.880 --> 00:04:02.320]   And they invented this idea of the blockbuster, where you could have a movie that appealed
[00:04:02.320 --> 00:04:06.440]   to all these different age groups and could be in 3,000 theaters and make all this money.
[00:04:06.440 --> 00:04:09.120]   And so their timing was right.
[00:04:09.120 --> 00:04:11.160]   They were talented.
[00:04:11.160 --> 00:04:19.520]   And Lucas, even more so than Spielberg, had a relentless go-big ambition.
[00:04:19.520 --> 00:04:23.560]   So if he was going to do a movie, just like a student movie, he was going to do THX student
[00:04:23.560 --> 00:04:29.560]   movie, he was going to find a way to get access to an abandoned military base and push the
[00:04:29.560 --> 00:04:32.440]   setting, push the technology.
[00:04:32.440 --> 00:04:36.520]   He was going to make a movie where you're going to say, "Wow, this is a lot bigger than
[00:04:36.520 --> 00:04:39.240]   I thought someone with that budget could do."
[00:04:39.240 --> 00:04:42.320]   And that was the approach that made Star Wars big.
[00:04:42.320 --> 00:04:44.920]   He was like, "We're going to invent new technology for the special effects.
[00:04:44.920 --> 00:04:47.960]   It's going to be bigger than anyone's ever seen."
[00:04:47.960 --> 00:04:52.000]   Clearly James Cameron picked up that torch from Lucas after the fact.
[00:04:52.000 --> 00:04:56.520]   So anyways, that's what I learned about Lucas, is this guy was incredibly talented, incredibly
[00:04:56.520 --> 00:04:57.520]   ambitious.
[00:04:57.520 --> 00:05:02.200]   He was going to do everything bigger than anyone had ever done it before, and really,
[00:05:02.200 --> 00:05:03.200]   really focused.
[00:05:03.200 --> 00:05:04.200]   Also, very rich.
[00:05:04.200 --> 00:05:05.200]   I don't know if you know that.
[00:05:05.200 --> 00:05:06.200]   Yeah, he's like a billionaire, isn't he?
[00:05:06.200 --> 00:05:07.200]   Yeah, he's a billionaire.
[00:05:07.200 --> 00:05:08.200]   Were you a Star Wars guy, Jesse?
[00:05:08.200 --> 00:05:09.200]   I've seen some of the movies, not all of them.
[00:05:09.200 --> 00:05:10.200]   Probably not as much as you are.
[00:05:10.200 --> 00:05:11.200]   Is Lucas and Spielberg friends?
[00:05:11.200 --> 00:05:12.200]   Yeah, yeah, they were friends.
[00:05:12.200 --> 00:05:13.200]   They all knew each other.
[00:05:13.200 --> 00:05:14.200]   And they were going back and forth.
[00:05:14.200 --> 00:05:15.200]   It's hard to overestimate how much money they were making.
[00:05:15.200 --> 00:05:16.200]   And I think that's what made Star Wars so popular.
[00:05:16.200 --> 00:05:17.200]   I think that's what made it so popular.
[00:05:17.200 --> 00:05:18.200]   I think that's what made it so popular.
[00:05:18.200 --> 00:05:19.200]   I think that's what made it so popular.
[00:05:19.200 --> 00:05:20.200]   I think that's what made it so popular.
[00:05:20.200 --> 00:05:46.160]   I think that's what made it so popular.
[00:05:46.160 --> 00:06:04.040]   I think that's what made it so popular.
[00:06:04.040 --> 00:06:33.080]   I think that's what made it so popular.
[00:06:33.080 --> 00:07:00.560]   I think that's what made it so popular.
[00:07:00.560 --> 00:07:28.040]   I think that's what made it so popular.
[00:07:28.040 --> 00:07:55.520]   I think that's what made it so popular.
[00:07:55.520 --> 00:08:23.720]   I think that's what made it so popular.
[00:08:23.720 --> 00:08:52.240]   I think that's what made it so popular.
[00:08:52.240 --> 00:09:21.080]   I think that's what made it so popular.
[00:09:21.080 --> 00:09:23.080]   I think that's what made it so popular.
[00:09:23.080 --> 00:09:25.080]   I think that's what made it so popular.
[00:09:25.080 --> 00:09:27.080]   I think that's what made it so popular.
[00:09:27.080 --> 00:09:29.080]   I think that's what made it so popular.
[00:09:29.080 --> 00:09:31.080]   I think that's what made it so popular.
[00:09:31.080 --> 00:09:33.080]   I think that's what made it so popular.
[00:09:33.080 --> 00:09:35.080]   I think that's what made it so popular.
[00:09:35.080 --> 00:09:37.080]   I think that's what made it so popular.
[00:09:37.080 --> 00:09:39.080]   I think that's what made it so popular.
[00:09:39.080 --> 00:09:41.080]   I think that's what made it so popular.
[00:09:41.080 --> 00:09:43.080]   I think that's what made it so popular.
[00:09:43.080 --> 00:09:45.080]   I think that's what made it so popular.
[00:09:45.080 --> 00:09:47.080]   I think that's what made it so popular.
[00:09:47.080 --> 00:09:49.080]   I think that's what made it so popular.
[00:09:49.080 --> 00:09:51.080]   I think that's what made it so popular.
[00:09:51.080 --> 00:09:53.080]   I think that's what made it so popular.
[00:09:53.080 --> 00:09:55.080]   I think that's what made it so popular.
[00:09:55.080 --> 00:09:57.080]   I think that's what made it so popular.
[00:09:57.080 --> 00:09:59.080]   I think that's what made it so popular.
[00:09:59.080 --> 00:10:01.080]   I think that's what made it so popular.
[00:10:01.080 --> 00:10:03.080]   I think that's what made it so popular.
[00:10:03.080 --> 00:10:05.080]   I think that's what made it so popular.
[00:10:05.080 --> 00:10:07.080]   I think that's what made it so popular.
[00:10:07.080 --> 00:10:09.080]   I think that's what made it so popular.
[00:10:09.080 --> 00:10:11.080]   I think that's what made it so popular.
[00:10:11.080 --> 00:10:13.080]   I think that's what made it so popular.
[00:10:13.080 --> 00:10:15.080]   I think that's what made it so popular.
[00:10:15.080 --> 00:10:17.080]   I think that's what made it so popular.
[00:10:17.080 --> 00:10:19.080]   I think that's what made it so popular.
[00:10:19.080 --> 00:10:21.080]   I think that's what made it so popular.
[00:10:21.080 --> 00:10:23.080]   I think that's what made it so popular.
[00:10:23.080 --> 00:10:25.080]   I think that's what made it so popular.
[00:10:25.080 --> 00:10:27.080]   I think that's what made it so popular.
[00:10:27.080 --> 00:10:29.080]   I think that's what made it so popular.
[00:10:29.080 --> 00:10:31.080]   I think that's what made it so popular.
[00:10:31.080 --> 00:10:33.080]   I think that's what made it so popular.
[00:10:33.080 --> 00:10:35.080]   I think that's what made it so popular.
[00:10:35.080 --> 00:10:37.080]   I think that's what made it so popular.
[00:10:37.080 --> 00:10:39.080]   I think that's what made it so popular.
[00:10:39.080 --> 00:10:41.080]   I think that's what made it so popular.
[00:10:41.080 --> 00:10:43.080]   I think that's what made it so popular.
[00:10:43.080 --> 00:10:45.080]   I think that's what made it so popular.
[00:10:45.080 --> 00:10:47.080]   I think that's what made it so popular.
[00:10:47.080 --> 00:10:49.080]   I think that's what made it so popular.
[00:10:49.080 --> 00:10:51.080]   I think that's what made it so popular.
[00:10:51.080 --> 00:10:53.080]   I think that's what made it so popular.
[00:10:53.080 --> 00:10:55.080]   I think that's what made it so popular.
[00:10:55.080 --> 00:10:57.080]   I think that's what made it so popular.
[00:10:57.080 --> 00:10:59.080]   I think that's what made it so popular.
[00:10:59.080 --> 00:11:01.080]   I think that's what made it so popular.
[00:11:01.080 --> 00:11:03.080]   I think that's what made it so popular.
[00:11:03.080 --> 00:11:05.080]   I think that's what made it so popular.
[00:11:05.080 --> 00:11:07.080]   I think that's what made it so popular.
[00:11:07.080 --> 00:11:09.080]   I think that's what made it so popular.
[00:11:09.080 --> 00:11:11.080]   I think that's what made it so popular.
[00:11:11.080 --> 00:11:13.080]   I think that's what made it so popular.
[00:11:13.080 --> 00:11:15.080]   I think that's what made it so popular.
[00:11:15.080 --> 00:11:17.080]   I think that's what made it so popular.
[00:11:17.080 --> 00:11:19.080]   I think that's what made it so popular.
[00:11:19.080 --> 00:11:21.080]   I think that's what made it so popular.
[00:11:21.080 --> 00:11:23.080]   I think that's what made it so popular.
[00:11:23.080 --> 00:11:25.080]   I think that's what made it so popular.
[00:11:25.080 --> 00:11:27.080]   I think that's what made it so popular.
[00:11:27.080 --> 00:11:29.080]   I think that's what made it so popular.
[00:11:29.080 --> 00:11:31.080]   I think that's what made it so popular.
[00:11:31.080 --> 00:11:33.080]   I think that's what made it so popular.
[00:11:33.080 --> 00:11:35.080]   I think that's what made it so popular.
[00:11:35.080 --> 00:11:37.080]   I think that's what made it so popular.
[00:11:37.080 --> 00:11:39.080]   I think that's what made it so popular.
[00:11:39.080 --> 00:11:41.080]   I think that's what made it so popular.
[00:11:41.080 --> 00:11:43.080]   I think that's what made it so popular.
[00:11:43.080 --> 00:11:45.080]   I think that's what made it so popular.
[00:11:45.080 --> 00:11:47.080]   I think that's what made it so popular.
[00:11:47.080 --> 00:11:49.080]   I think that's what made it so popular.
[00:11:49.080 --> 00:11:51.080]   I think that's what made it so popular.
[00:11:51.080 --> 00:11:53.080]   I think that's what made it so popular.
[00:11:53.080 --> 00:11:55.080]   I think that's what made it so popular.
[00:11:55.080 --> 00:11:57.080]   I think that's what made it so popular.
[00:11:57.080 --> 00:11:59.080]   I think that's what made it so popular.
[00:11:59.080 --> 00:12:01.080]   I think that's what made it so popular.
[00:12:01.080 --> 00:12:03.080]   I think that's what made it so popular.
[00:12:03.080 --> 00:12:05.080]   I think that's what made it so popular.
[00:12:05.080 --> 00:12:07.080]   I think that's what made it so popular.
[00:12:07.080 --> 00:12:09.080]   I think that's what made it so popular.
[00:12:09.080 --> 00:12:11.080]   I think that's what made it so popular.
[00:12:11.080 --> 00:12:13.080]   I think that's what made it so popular.
[00:12:13.080 --> 00:12:15.080]   I think that's what made it so popular.
[00:12:15.080 --> 00:12:17.080]   I think that's what made it so popular.
[00:12:17.080 --> 00:12:19.080]   I think that's what made it so popular.
[00:12:19.080 --> 00:12:21.080]   I think that's what made it so popular.
[00:12:21.080 --> 00:12:23.080]   I think that's what made it so popular.
[00:12:23.080 --> 00:12:25.080]   I think that's what made it so popular.
[00:12:25.080 --> 00:12:27.080]   I think that's what made it so popular.
[00:12:27.080 --> 00:12:29.080]   I think that's what made it so popular.
[00:12:29.080 --> 00:12:31.080]   I think that's what made it so popular.
[00:12:31.080 --> 00:12:33.080]   I think that's what made it so popular.
[00:12:33.080 --> 00:12:35.080]   I think that's what made it so popular.
[00:12:35.080 --> 00:12:37.080]   I think that's what made it so popular.
[00:12:37.080 --> 00:12:39.080]   I think that's what made it so popular.
[00:12:39.080 --> 00:12:41.080]   I think that's what made it so popular.
[00:12:41.080 --> 00:12:43.080]   I think that's what made it so popular.
[00:12:43.080 --> 00:12:45.080]   I think that's what made it so popular.
[00:12:45.080 --> 00:12:47.080]   I think that's what made it so popular.
[00:12:47.080 --> 00:12:49.080]   I think that's what made it so popular.
[00:12:49.080 --> 00:12:51.080]   I think that's what made it so popular.
[00:12:51.080 --> 00:12:53.080]   I think that's what made it so popular.
[00:12:53.080 --> 00:12:55.080]   I think that's what made it so popular.
[00:12:55.080 --> 00:12:57.080]   I think that's what made it so popular.
[00:12:57.080 --> 00:12:59.080]   I think that's what made it so popular.
[00:12:59.080 --> 00:13:01.080]   I think that's what made it so popular.
[00:13:01.080 --> 00:13:03.080]   I think that's what made it so popular.
[00:13:03.080 --> 00:13:05.080]   I think that's what made it so popular.
[00:13:05.080 --> 00:13:07.080]   I think that's what made it so popular.
[00:13:07.080 --> 00:13:09.080]   I think that's what made it so popular.
[00:13:09.080 --> 00:13:11.080]   I think that's what made it so popular.
[00:13:11.080 --> 00:13:13.080]   I think that's what made it so popular.
[00:13:13.080 --> 00:13:15.080]   I think that's what made it so popular.
[00:13:15.080 --> 00:13:17.080]   I think that's what made it so popular.
[00:13:17.080 --> 00:13:19.080]   I think that's what made it so popular.
[00:13:19.080 --> 00:13:21.080]   I think that's what made it so popular.
[00:13:21.080 --> 00:13:23.080]   I think that's what made it so popular.
[00:13:23.080 --> 00:13:25.080]   I think that's what made it so popular.
[00:13:25.080 --> 00:13:27.080]   I think that's what made it so popular.
[00:13:27.080 --> 00:13:29.080]   I think that's what made it so popular.
[00:13:29.080 --> 00:13:31.080]   I think that's what made it so popular.
[00:13:31.080 --> 00:13:33.080]   I think that's what made it so popular.
[00:13:33.080 --> 00:13:35.080]   I think that's what made it so popular.
[00:13:35.080 --> 00:13:37.080]   I think that's what made it so popular.
[00:13:37.080 --> 00:13:39.080]   I think that's what made it so popular.
[00:13:39.080 --> 00:13:41.080]   I think that's what made it so popular.
[00:13:41.080 --> 00:13:43.080]   I think that's what made it so popular.
[00:13:43.080 --> 00:13:45.080]   I think that's what made it so popular.
[00:13:45.080 --> 00:13:47.080]   I think that's what made it so popular.
[00:13:47.080 --> 00:13:49.080]   I think that's what made it so popular.
[00:13:49.080 --> 00:13:51.080]   I think that's what made it so popular.
[00:13:51.080 --> 00:13:53.080]   I think that's what made it so popular.
[00:13:53.080 --> 00:13:55.080]   I think that's what made it so popular.
[00:13:55.080 --> 00:13:57.080]   I think that's what made it so popular.
[00:13:57.080 --> 00:13:59.080]   I think that's what made it so popular.
[00:13:59.080 --> 00:14:01.080]   I think that's what made it so popular.
[00:14:01.080 --> 00:14:03.080]   I think that's what made it so popular.
[00:14:03.080 --> 00:14:05.080]   I think that's what made it so popular.
[00:14:05.080 --> 00:14:07.080]   I think that's what made it so popular.
[00:14:07.080 --> 00:14:09.080]   I think that's what made it so popular.
[00:14:09.080 --> 00:14:11.080]   I think that's what made it so popular.
[00:14:11.080 --> 00:14:13.080]   I think that's what made it so popular.
[00:14:13.080 --> 00:14:15.080]   I think that's what made it so popular.
[00:14:15.080 --> 00:14:17.080]   I think that's what made it so popular.
[00:14:17.080 --> 00:14:19.080]   I think that's what made it so popular.
[00:14:19.080 --> 00:14:21.080]   I think that's what made it so popular.
[00:14:21.080 --> 00:14:23.080]   I think that's what made it so popular.
[00:14:23.080 --> 00:14:25.080]   I think that's what made it so popular.
[00:14:25.080 --> 00:14:27.080]   I think that's what made it so popular.
[00:14:27.080 --> 00:14:29.080]   I think that's what made it so popular.
[00:14:29.080 --> 00:14:31.080]   I think that's what made it so popular.
[00:14:31.080 --> 00:14:33.080]   I think that's what made it so popular.
[00:14:33.080 --> 00:14:35.080]   I think that's what made it so popular.
[00:14:35.080 --> 00:14:37.080]   I think that's what made it so popular.
[00:14:37.080 --> 00:14:39.080]   I think that's what made it so popular.
[00:14:39.080 --> 00:14:41.080]   I think that's what made it so popular.
[00:14:41.080 --> 00:14:43.080]   I think that's what made it so popular.
[00:14:43.080 --> 00:14:45.080]   I think that's what made it so popular.
[00:14:45.080 --> 00:14:47.080]   I think that's what made it so popular.
[00:14:47.080 --> 00:14:49.080]   I think that's what made it so popular.
[00:14:49.080 --> 00:14:51.080]   I think that's what made it so popular.
[00:14:51.080 --> 00:14:53.080]   I think that's what made it so popular.
[00:14:53.080 --> 00:14:55.080]   I think that's what made it so popular.
[00:14:55.080 --> 00:14:57.080]   I think that's what made it so popular.
[00:14:57.080 --> 00:14:59.080]   I love that idea of having land with a name.
[00:14:59.080 --> 00:15:01.080]   I love that idea of having land with a name.
[00:15:01.080 --> 00:15:03.080]   I think this one's called Goose Hill.
[00:15:03.080 --> 00:15:05.080]   I think this one's called Goose Hill.
[00:15:05.080 --> 00:15:07.080]   I think this one's called Goose Hill.
[00:15:07.080 --> 00:15:09.080]   I think this one's called Goose Hill.
[00:15:09.080 --> 00:15:11.080]   I think this one's called Goose Hill.
[00:15:11.080 --> 00:15:13.080]   I think this one's called Goose Hill.
[00:15:13.080 --> 00:15:15.080]   I think this one's called Goose Hill.
[00:15:15.080 --> 00:15:17.080]   I think this one's called Goose Hill.
[00:15:17.080 --> 00:15:19.080]   I think this one's called Goose Hill.
[00:15:19.080 --> 00:15:21.080]   I think this one's called Goose Hill.
[00:15:21.080 --> 00:15:23.080]   I think this one's called Goose Hill.
[00:15:23.080 --> 00:15:25.080]   I think this one's called Goose Hill.
[00:15:25.080 --> 00:15:27.080]   I think this one's called Goose Hill.
[00:15:27.080 --> 00:15:29.080]   I think this one's called Goose Hill.
[00:15:29.080 --> 00:15:31.080]   I think this one's called Goose Hill.
[00:15:31.080 --> 00:15:33.080]   I think this one's called Goose Hill.
[00:15:33.080 --> 00:15:35.080]   I think this one's called Goose Hill.
[00:15:35.080 --> 00:15:37.080]   I think this one's called Goose Hill.
[00:15:37.080 --> 00:15:39.080]   I think this one's called Goose Hill.
[00:15:39.080 --> 00:15:41.080]   I think this one's called Goose Hill.
[00:15:41.080 --> 00:15:43.080]   I think this one's called Goose Hill.
[00:15:43.080 --> 00:15:45.080]   I think this one's called Goose Hill.
[00:15:45.080 --> 00:15:47.080]   I think this one's called Goose Hill.
[00:15:47.080 --> 00:15:49.080]   I think this one's called Goose Hill.
[00:15:49.080 --> 00:15:51.080]   I think this one's called Goose Hill.
[00:15:51.080 --> 00:15:53.080]   I think this one's called Goose Hill.
[00:15:53.080 --> 00:15:55.080]   I think this one's called Goose Hill.
[00:15:55.080 --> 00:15:57.080]   I think this one's called Goose Hill.
[00:15:57.080 --> 00:15:59.080]   I think this one's called Goose Hill.
[00:15:59.080 --> 00:16:01.080]   I think this one's called Goose Hill.
[00:16:01.080 --> 00:16:03.080]   I think this one's called Goose Hill.
[00:16:03.080 --> 00:16:05.080]   I think this one's called Goose Hill.
[00:16:05.080 --> 00:16:07.080]   I think this one's called Goose Hill.
[00:16:07.080 --> 00:16:09.080]   I think this one's called Goose Hill.
[00:16:09.080 --> 00:16:11.080]   I think this one's called Goose Hill.
[00:16:11.080 --> 00:16:13.080]   I think this one's called Goose Hill.
[00:16:13.080 --> 00:16:15.080]   I think this one's called Goose Hill.
[00:16:15.080 --> 00:16:17.080]   I think this one's called Goose Hill.
[00:16:17.080 --> 00:16:19.080]   I think this one's called Goose Hill.
[00:16:19.080 --> 00:16:21.080]   I think this one's called Goose Hill.
[00:16:21.080 --> 00:16:23.080]   - Well, somewhere there, hopefully you'd have a writing shed
[00:16:23.080 --> 00:16:25.080]   so that wouldn't get burned down,
[00:16:25.080 --> 00:16:27.080]   so you could just escape to there.
[00:16:27.080 --> 00:16:29.080]   - Yeah. Well, that is my dream, is I want a writing shed,
[00:16:29.080 --> 00:16:31.080]   and I don't have room for a writing shed.
[00:16:31.080 --> 00:16:33.080]   and I don't have room for a writing shed.
[00:16:33.080 --> 00:16:35.080]   It is a dream of mine, so I need...
[00:16:35.080 --> 00:16:37.080]   I was having this conversation.
[00:16:37.080 --> 00:16:39.080]   For real, I was having this conversation
[00:16:39.080 --> 00:16:41.080]   with two different people in the last month,
[00:16:41.080 --> 00:16:43.080]   writers, who have a getaway plot.
[00:16:43.080 --> 00:16:45.080]   writers, who have a getaway plot.
[00:16:45.080 --> 00:16:47.080]   It's kind of an interesting model.
[00:16:47.080 --> 00:16:49.080]   A place they go...
[00:16:49.080 --> 00:16:51.080]   It's not like a large cultivated land,
[00:16:51.080 --> 00:16:53.080]   and it's not nice, it's quiet.
[00:16:53.080 --> 00:16:55.080]   and it's not nice, it's quiet.
[00:16:55.080 --> 00:16:57.080]   And they have a place to write.
[00:16:57.080 --> 00:16:59.080]   So I have a writer I was talking to who lives
[00:16:59.080 --> 00:17:01.080]   right outside New York City in a town that's kind of like Tacoma Park,
[00:17:01.080 --> 00:17:03.080]   and about 90 minutes up 87,
[00:17:03.080 --> 00:17:05.080]   he has some land,
[00:17:05.080 --> 00:17:07.080]   I guess that'd be like the southern Cascades.
[00:17:07.080 --> 00:17:09.080]   There's a little writing shed.
[00:17:09.080 --> 00:17:11.080]   And then another guy,
[00:17:11.080 --> 00:17:13.080]   a good friend of mine,
[00:17:13.080 --> 00:17:15.080]   was telling me,
[00:17:15.080 --> 00:17:17.080]   he lives in Chicago, in the city in a row house,
[00:17:17.080 --> 00:17:19.080]   and they just bought a plot
[00:17:19.080 --> 00:17:21.080]   that is
[00:17:21.080 --> 00:17:23.080]   four or five acres,
[00:17:23.080 --> 00:17:25.080]   near one of the... I don't know what the Great Lake is,
[00:17:25.080 --> 00:17:27.080]   near there, but whatever that is, Lake Michigan.
[00:17:27.080 --> 00:17:29.080]   It's not on the water, it's one lot in
[00:17:29.080 --> 00:17:31.080]   from the water. And it has like an old barn,
[00:17:31.080 --> 00:17:33.080]   and they're planting an orchard on it,
[00:17:33.080 --> 00:17:35.080]   and they can get there in 90 minutes as well.
[00:17:35.080 --> 00:17:37.080]   And he's building, he was showing me these plans,
[00:17:37.080 --> 00:17:39.080]   like a fireman
[00:17:39.080 --> 00:17:41.080]   forest fire watch tower.
[00:17:41.080 --> 00:17:43.080]   You know, like you would build,
[00:17:43.080 --> 00:17:45.080]   they used to build to look for forest fires,
[00:17:45.080 --> 00:17:47.080]   and at the top of this tower,
[00:17:47.080 --> 00:17:49.080]   so it's like an elevated gazebo.
[00:17:49.080 --> 00:17:51.080]   And that's where he's going to do his deep work,
[00:17:51.080 --> 00:17:53.080]   because you can see the lake.
[00:17:53.080 --> 00:17:55.080]   How does he get up there? Does he take an elevator?
[00:17:55.080 --> 00:17:57.080]   It could be a ladder.
[00:17:57.080 --> 00:17:59.080]   It's like icy up there.
[00:17:59.080 --> 00:18:01.080]   Well, you know, a little bit of danger gets the heart going.
[00:18:01.080 --> 00:18:03.080]   So I'm excited about that. So I don't know,
[00:18:03.080 --> 00:18:05.080]   maybe this is, I like this notion of having a getaway
[00:18:05.080 --> 00:18:07.080]   plot, that it's not super
[00:18:07.080 --> 00:18:09.080]   hard to maintain, you don't need like a really big house,
[00:18:09.080 --> 00:18:11.080]   but the key to a getaway plot
[00:18:11.080 --> 00:18:13.080]   is, I think it has to be
[00:18:13.080 --> 00:18:15.080]   non-trivially
[00:18:15.080 --> 00:18:17.080]   sub two hours away.
[00:18:17.080 --> 00:18:19.080]   If it's two hours or more,
[00:18:19.080 --> 00:18:21.080]   you can't go and write for a day
[00:18:21.080 --> 00:18:23.080]   and come back.
[00:18:23.080 --> 00:18:25.080]   Yeah, I see that. Two quick points.
[00:18:25.080 --> 00:18:27.080]   I, there's
[00:18:27.080 --> 00:18:29.080]   no doubt in my mind that you'll find something like that.
[00:18:29.080 --> 00:18:31.080]   I've been listening to your stuff for a long time, and I
[00:18:31.080 --> 00:18:33.080]   think you'll find it eventually, because you talk
[00:18:33.080 --> 00:18:35.080]   about it a lot. And then,
[00:18:35.080 --> 00:18:37.080]   secondly, in terms of self-help books,
[00:18:37.080 --> 00:18:39.080]   I was listening
[00:18:39.080 --> 00:18:41.080]   to Ferris' podcast recently, and
[00:18:41.080 --> 00:18:43.080]   he quoted you on giving him a
[00:18:43.080 --> 00:18:45.080]   suggestion for the self-help book
[00:18:45.080 --> 00:18:47.080]   that he read when he wasn't even
[00:18:47.080 --> 00:18:49.080]   going to read new books. So that was kind
[00:18:49.080 --> 00:18:51.080]   of cool. I just listened to that recently. Yeah,
[00:18:51.080 --> 00:18:53.080]   that's a good book. So it's Oliver Berkman's
[00:18:53.080 --> 00:18:55.080]   book, "4,000 Weeks."
[00:18:55.080 --> 00:18:57.080]   I talked about it, I
[00:18:57.080 --> 00:18:59.080]   told Tim about it, and then Tim
[00:18:59.080 --> 00:19:01.080]   read it, and then Tim did the thing that I
[00:19:01.080 --> 00:19:03.080]   think every publisher
