
[00:00:00.000 --> 00:00:05.800]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:03:48.400 --> 00:03:54.500]   How can I possibly explain that what I do with my time and what I do for money are completely different things?
[00:03:54.500 --> 00:03:59.800]   That I work less than four hours per week and make more per month than I used to make in a year?
[00:03:59.800 --> 00:04:02.800]   For the first time, I'm going to tell you the real story.
[00:04:02.800 --> 00:04:08.000]   It involves a quiet subculture of people called the new rich.
[00:04:08.000 --> 00:04:12.500]   What does an igloo-dwelling millionaire do that a cubicle dweller doesn't?
[00:04:12.500 --> 00:04:14.800]   Follow an uncommon set of rules.
[00:04:14.800 --> 00:04:20.500]   How does a lifelong blue-chip employee escape to travel the world for a month without his boss even noticing?
[00:04:20.500 --> 00:04:23.100]   He uses technology to hide the fact.
[00:04:23.100 --> 00:04:24.600]   Gold is getting old.
[00:04:24.600 --> 00:04:31.300]   The new rich, NR, are those who abandon the deferred life plan and create luxury lifestyles in the present,
[00:04:31.300 --> 00:04:36.800]   using the currency of the new rich, time and mobility.
[00:04:36.800 --> 00:04:43.200]   This is an art and a science we will refer to as lifestyle design, LD.
[00:04:43.200 --> 00:04:48.700]   I've spent the last three years traveling among those who live in worlds currently beyond your imagination.
[00:04:48.700 --> 00:04:52.300]   Rather than hating reality, I'll show you how to bend it to your will.
[00:04:52.300 --> 00:04:54.000]   It's easier than it sounds.
[00:04:54.000 --> 00:05:02.200]   My journey from grossly overworked and severely underpaid office worker to member of the NR is at once stranger than fiction.
[00:05:02.200 --> 00:05:06.200]   And now that I've deciphered the code, simple to duplicate.
[00:05:06.200 --> 00:05:08.100]   There is a recipe.
[00:05:08.100 --> 00:05:10.100]   Life doesn't have to be so hard.
[00:05:10.100 --> 00:05:11.300]   It really doesn't.
[00:05:11.300 --> 00:05:16.500]   Most people, my past self included, have spent too much time convincing themselves that life has to be hard.
[00:05:16.500 --> 00:05:21.500]   A resignation to nine-to-five drudgery in exchange for, sometimes, relaxing weekends
[00:05:21.500 --> 00:05:25.000]   and the occasional keep it short or get fired vacation.
[00:05:25.000 --> 00:05:29.100]   The truth, at least the truth I live and will share in this book, is quite different.
[00:05:29.100 --> 00:05:33.000]   From leveraging currency differences to outsourcing your life and disappearing,
[00:05:33.000 --> 00:05:39.600]   I'll show you how a small underground uses economic sleight of hand to do what most consider impossible.
[00:05:39.600 --> 00:05:44.200]   If you've picked up this book, chances are that you don't want to sit behind a desk until you're 62.
[00:05:44.200 --> 00:05:48.400]   Whether your dream is escaping the rat race, real-life fantasy travel, long-term wandering,
[00:05:48.400 --> 00:05:51.600]   setting world records, or simply a dramatic career change,
[00:05:51.600 --> 00:05:56.100]   this book will give you all the tools you need to make it a reality in the here and now,
[00:05:56.100 --> 00:05:59.600]   instead of in the oft-elusive retirement.
[00:05:59.600 --> 00:06:04.400]   There is a way to get the rewards for a life of hard work without waiting until the end.
[00:06:04.400 --> 00:06:07.900]   How? Begins with a simple distinction most people miss.
[00:06:07.900 --> 00:06:10.300]   One I missed for 25 years.
[00:06:10.300 --> 00:06:16.700]   And, dear audience, please pay attention, because these are the two paragraphs that I want to focus on.
[00:06:16.700 --> 00:06:21.000]   People don't want to be millionaires.
[00:06:21.000 --> 00:06:25.200]   They want to experience what they believe only millions can buy.
[00:06:25.200 --> 00:06:29.200]   Ski chalets, butlers, and exotic travel often enter the picture.
[00:06:29.200 --> 00:06:32.900]   Perhaps rubbing cocoa butter on your belly in a hammock while you listen to waves
[00:06:32.900 --> 00:06:37.300]   rhythmically lapping against the deck of your thatched-roof bungalow.
[00:06:37.300 --> 00:06:38.700]   Sounds nice.
[00:06:38.700 --> 00:06:42.500]   A million dollars in the bank isn't the fantasy.
[00:06:42.500 --> 00:06:47.400]   The fantasy is the lifestyle of complete freedom it supposedly allows.
[00:06:47.400 --> 00:06:53.300]   The question is then, how can one achieve the millionaire lifestyle of complete freedom
[00:06:53.300 --> 00:06:59.400]   without first having one million dollars?
[00:06:59.400 --> 00:07:01.600]   I first read those books,
[00:07:01.600 --> 00:07:05.800]   excuse me, I first read those words in the year 2007,
[00:07:05.800 --> 00:07:10.400]   sitting in a comfortable chair in Barnes & Noble bookstore in downtown West Palm Beach.
[00:07:10.400 --> 00:07:13.500]   Bookstore is now gone, as many bookstores are.
[00:07:13.500 --> 00:07:16.000]   I was browsing through the bookstore during college,
[00:07:16.000 --> 00:07:22.000]   and I stumbled across this book called "The Four-Hour Workweek" by author Tim Ferriss.
[00:07:22.000 --> 00:07:23.900]   And I found it before it got big.
[00:07:23.900 --> 00:07:27.300]   I found it right when it had hit the shelves, and I found the title so attractive.
[00:07:27.300 --> 00:07:29.500]   I immediately opened up, read the introduction,
[00:07:29.500 --> 00:07:34.000]   and for what I would assume are fairly obvious reasons, was hooked.
[00:07:34.000 --> 00:07:38.500]   Ferriss is a phenomenal writer, and his hooks are fantastic.
[00:07:38.500 --> 00:07:45.300]   And this hook of living like a millionaire without having to be a millionaire
[00:07:45.300 --> 00:07:51.100]   was something that immediately made sense to me as the goal worth pursuing.
[00:07:51.100 --> 00:07:57.300]   After all, if I can live like a millionaire within the next few years,
[00:07:57.300 --> 00:08:00.600]   then why waste 30 or 40 years becoming a millionaire?
[00:08:00.600 --> 00:08:05.300]   What's the point? Why not just simply live like a millionaire?
[00:08:05.300 --> 00:08:10.900]   Well, it's a few years later now. I guess technically 16 was I record this podcast.
[00:08:10.900 --> 00:08:18.900]   And I've realized that while there's an element of this that I do like and do practice,
[00:08:18.900 --> 00:08:21.300]   there's also a great danger.
[00:08:21.300 --> 00:08:27.000]   The great danger is that if you get accustomed to living like a millionaire,
[00:08:27.000 --> 00:08:32.000]   and you lose your motivation to be a millionaire,
[00:08:32.000 --> 00:08:41.000]   you will never in fact become a millionaire because you did not become a millionaire.
[00:08:41.000 --> 00:08:45.200]   Instead, you became somebody who thinks that they're cheating the system
[00:08:45.200 --> 00:08:52.200]   and living like a millionaire, and you never become a millionaire.
[00:08:52.200 --> 00:08:56.100]   One theme that has been very popular through all of my formative years
[00:08:56.100 --> 00:08:59.500]   has been the theme of hacking life.
[00:08:59.500 --> 00:09:02.800]   I used to read a website and blog called Life Hacker.
[00:09:02.800 --> 00:09:05.300]   This came out of computer culture with the word hacking,
[00:09:05.300 --> 00:09:10.400]   meaning somebody who could go into a system and break all the rules and get in.
[00:09:10.400 --> 00:09:12.600]   And then it became something that was applied to life.
[00:09:12.600 --> 00:09:16.800]   We want to find little life hacks, which basically means clever little tricks
[00:09:16.800 --> 00:09:19.600]   that give you a little bit more bang for your buck.
[00:09:19.600 --> 00:09:22.200]   But this was so omnipresent in my formative years
[00:09:22.200 --> 00:09:24.800]   that I kind of absorbed that this is obviously the right way to do it.
[00:09:24.800 --> 00:09:26.100]   We should look for hacks.
[00:09:26.100 --> 00:09:30.800]   We should look for ways to do things the fastest way possible.
[00:09:30.800 --> 00:09:34.000]   And Tim Ferriss is perhaps the paragon of this.
[00:09:34.000 --> 00:09:38.600]   He would write blog articles about how to learn a language in a tiny number of hours,
[00:09:38.600 --> 00:09:44.100]   how to accomplish this extraordinary feat of life in a very short period of time.
[00:09:44.100 --> 00:09:47.800]   He had a whole TV show that was dedicated to demonstrating
[00:09:47.800 --> 00:09:51.000]   how he was able to deconstruct certain activities
[00:09:51.000 --> 00:09:55.200]   and show people how to accomplish those things faster and better.
[00:09:55.200 --> 00:09:58.300]   And to be clear, by the way, I hold no grudge against Tim Ferriss.
[00:09:58.300 --> 00:10:00.500]   I admire him enormously.
[00:10:00.500 --> 00:10:05.500]   We all of us go out in the world and share our message and our ideas.
[00:10:05.500 --> 00:10:09.300]   And I would bet that today if Tim was going to go and write the four-hour work,
[00:10:09.300 --> 00:10:10.800]   he would probably write it very differently.
[00:10:10.800 --> 00:10:12.300]   That's what we do.
[00:10:12.300 --> 00:10:15.700]   And I like Tim. He's a very smart guy, very useful, etc.
[00:10:15.700 --> 00:10:19.700]   But this concept of hacking was so pervasive in my life.
[00:10:19.700 --> 00:10:25.900]   And I didn't hear a voice of saying, "Hey, there's actually good reasons to do the opposite."
[00:10:25.900 --> 00:10:35.800]   There's actually good reasons to do things the long, laborious, difficult way.
[00:10:35.800 --> 00:10:41.100]   I first began to realize this when I started thinking about my own children.
[00:10:41.100 --> 00:10:47.800]   As a homeschooling father, I think an excessive amount,
[00:10:47.800 --> 00:10:52.500]   an inordinate amount, way too much about some of these topics.
[00:10:52.500 --> 00:10:56.400]   I'm always looking for ideas. I'm looking for authors.
[00:10:56.400 --> 00:10:58.100]   I read books nonstop about it.
[00:10:58.100 --> 00:11:02.500]   I argue with anybody I can find with an opinion who's willing to defend that opinion.
[00:11:02.500 --> 00:11:04.200]   I take it home. I think about what they said.
[00:11:04.200 --> 00:11:08.300]   And I construct my counterarguments and refine and adapt my philosophy, etc.
[00:11:08.300 --> 00:11:10.300]   And I've been doing this for years.
[00:11:10.300 --> 00:11:20.700]   One of the things that I realized in thinking about education was the futility of hacking education.
[00:11:20.700 --> 00:11:29.900]   Now, there are probably times and places in which hacking school is a good idea.
[00:11:29.900 --> 00:11:35.800]   Some months ago, I talked about getting a college degree fast, easy, and cheap.
[00:11:35.800 --> 00:11:37.400]   And that's worthwhile.
[00:11:37.400 --> 00:11:40.700]   If you need a college degree, recognize you can go get one fast, easy, and cheap.
[00:11:40.700 --> 00:11:47.400]   Probably anybody of reasonable academic competence who recognizes that his life is hindered by not having a college degree
[00:11:47.400 --> 00:11:52.800]   could get one within a year using some of the strategies that I've outlined and discussed elsewhere.
[00:11:52.800 --> 00:12:06.400]   But one thing that has always been clear to me is that all you're doing in that instance is printing yourself a degree, a diploma.
[00:12:06.400 --> 00:12:10.800]   You're hacking the system so that you have a degree and a diploma.
[00:12:10.800 --> 00:12:16.000]   And that can be useful because it may be a credential that opens something else up to you.
[00:12:16.000 --> 00:12:24.700]   But what that does not give you is what many people actually want, which is the education.
[00:12:24.700 --> 00:12:35.600]   And it's rather crazy that we live in a world in which we would ever make the choice to pursue the degree or the diploma rather than the education.
[00:12:35.600 --> 00:12:45.700]   And as I thought a lot about child training, child raising, education, you know, what's the principle of school, how do you know you're well-educated, etc.,
[00:12:45.700 --> 00:12:57.200]   I came to the conclusion that in every area, you're better off pursuing the long, difficult path that results in your actually being genuinely,
[00:12:57.200 --> 00:13:05.500]   thoroughly educated rather than being somebody who is well-credentialed, somebody who hacked the system.
[00:13:05.500 --> 00:13:16.200]   Now, my own education was not a total hack, but I've often reflected back and wished that I had done the harder work.
[00:13:16.200 --> 00:13:19.500]   I did well in school myself, past high school, no problem.
[00:13:19.500 --> 00:13:23.100]   I remember my GPA, but I was usually in the top of my class.
[00:13:23.100 --> 00:13:26.900]   Not the very top, didn't work that hard, but I was in the top ranks.
[00:13:26.900 --> 00:13:34.800]   Did okay in college, depending on the year and how much I partied versus how much I actually studied.
[00:13:34.800 --> 00:13:38.700]   But when I thought back, I wished that I had done it.
[00:13:38.700 --> 00:13:45.300]   I wished that, and I still wish, I wish I had read all the textbooks I was given.
[00:13:45.300 --> 00:13:47.700]   I wish I had done all the homework.
[00:13:47.700 --> 00:13:52.500]   I wish I had done more than I was assigned to do or required to do.
[00:13:52.500 --> 00:13:56.700]   Where I most noticed this myself was my senior year of college.
[00:13:56.700 --> 00:14:04.300]   The only year of my own schooling that I ever actually did all the work was my senior year of college.
[00:14:04.300 --> 00:14:07.400]   That was because it was a year of intense personal growth for me.
[00:14:07.400 --> 00:14:09.600]   At the time, I was determined to get out of debt.
[00:14:09.600 --> 00:14:13.500]   I decided I wanted to pay off all my student loans before I graduated from college.
[00:14:13.500 --> 00:14:20.000]   I was doing my senior year of capstone courses, the hardest courses, and I was also working 40 hours a week.
[00:14:20.000 --> 00:14:26.300]   And the only way that I was able to make that work was to sit down with a calendar, chart out all of my classes.
[00:14:26.300 --> 00:14:32.000]   It took 19 credit hours of class, and my work times, because I had to submit them to my boss.
[00:14:32.000 --> 00:14:34.700]   Here's the time that I'm going to be working in order to make this work.
[00:14:34.700 --> 00:14:39.100]   And in order to do that, I also had to put homework times and study times onto my calendar.
[00:14:39.100 --> 00:14:40.800]   And I gave myself a little bit of free time.
[00:14:40.800 --> 00:14:43.900]   As I recall, I think I had two or three hours on Saturday evening.
[00:14:43.900 --> 00:14:47.700]   I had Sunday morning free, and then I had till about two o'clock on Sunday afternoon.
[00:14:47.700 --> 00:14:50.900]   That was when I started doing homework, was two o'clock on Sunday afternoon.
[00:14:50.900 --> 00:14:58.100]   And during my entire senior year, because I actually had a schedule that had homework time, and I was committed to it, I was motivated for it,
[00:14:58.100 --> 00:15:01.500]   I actually started doing all of the readings for class.
[00:15:01.500 --> 00:15:03.000]   I read my textbooks.
[00:15:03.000 --> 00:15:05.400]   I was prepared every single time.
[00:15:05.400 --> 00:15:11.800]   And I had the most incredible year of college that I had ever had.
[00:15:11.800 --> 00:15:13.700]   It changed everything.
[00:15:13.700 --> 00:15:20.300]   Not only was college immediately easy, never had to study for a test, because I just did the readings and just went and take the test,
[00:15:20.300 --> 00:15:23.900]   but I learned an enormous amount.
[00:15:23.900 --> 00:15:28.500]   The most amazing thing to me as a young man was that my teachers all of a sudden became very smart.
[00:15:28.500 --> 00:15:36.400]   Previously, I had been very critical of my teachers, and I remember that in my senior year, when I came to class prepared,
[00:15:36.400 --> 00:15:42.800]   and I knew what was going to be discussed, all of a sudden my teachers got a lot smarter, and I gained a lot more from the classes.
[00:15:42.800 --> 00:15:49.800]   And I got straight A's, not even an A-minus across the board, summer, fall, and spring of my graduating year of college.
[00:15:49.800 --> 00:15:54.400]   And it made me reflect back, and I thought, "Why did I waste so much time?
[00:15:54.400 --> 00:15:57.600]   Why did I just get by getting the grades that I needed to get a diploma?
[00:15:57.600 --> 00:15:59.000]   Why didn't I actually study?
[00:15:59.000 --> 00:16:02.200]   Why didn't I actually learn this stuff?"
[00:16:02.200 --> 00:16:06.900]   And to this day, I look back, and don't worry, I'm not about to cry.
[00:16:06.900 --> 00:16:08.700]   It's just reality.
[00:16:08.700 --> 00:16:13.900]   You look back, and you think, "Man, if only I'd actually learned it when I had the time.
[00:16:13.900 --> 00:16:16.200]   If only I'd done it."
[00:16:16.200 --> 00:16:20.200]   Now, let's move to finance.
[00:16:20.200 --> 00:16:26.600]   I think the same exact thing happens in finance, and I see it happening all around.
[00:16:26.600 --> 00:16:43.100]   I realized myself that by focusing on short-term wins, on living rich now, being a part of the new rich, frequently what happens is you don't lay the groundwork for an enduring level of wealth.
[00:16:43.100 --> 00:16:48.700]   Another example from the book, "The Four-Hour Workweek."
[00:16:48.700 --> 00:16:55.000]   In a later part of the book, Tim Ferriss teaches people how to do what he calls "dreamlining."
[00:16:55.000 --> 00:17:03.600]   And dreamlining involves you laying out your dream ideal lifestyle, and then putting in place a budget for it.
[00:17:03.600 --> 00:17:09.000]   And if I went back through my old journals, I could find my own dreamlines of that time.
[00:17:09.000 --> 00:17:16.600]   And Ferriss, being a young man and writing to what ended up being a lot of young men, was very consumeristic in his examples.
[00:17:16.600 --> 00:17:21.400]   He talked about how you don't have to be a millionaire to have a really great car.
[00:17:21.400 --> 00:17:23.500]   You can just determine the cost of these.
[00:17:23.500 --> 00:17:31.700]   So from this chapter on dreamlining, where you define your goals, then you lay out your dreams, etc.
[00:17:31.700 --> 00:17:40.200]   And then you determine the costs of these dreams, and you calculate your target monthly income, your TMI, based upon your timelines.
[00:17:40.200 --> 00:17:41.800]   Here's his words.
[00:17:41.800 --> 00:17:49.100]   "If financeable, what is the cost per month for each of the four dreams—rent, mortgage, payment plan, installments, etc.?
[00:17:49.100 --> 00:17:57.900]   Start thinking of income and expense in terms of monthly cash flow, dollars in and dollars out, instead of grand totals.
[00:17:57.900 --> 00:18:01.300]   Things often cost much, much less than expected.
[00:18:01.300 --> 00:18:11.300]   For example, a Lamborghini Gallardo Spyder, fresh off the showroom floor at $260,000, can be had for $2,897.80 per month.
[00:18:11.300 --> 00:18:20.800]   I found my personal favorite, an Aston Martin DB9 with a thousand miles on it through eBay for $136,000, $2,003.10 per month.
[00:18:20.800 --> 00:18:22.500]   How about a round-the-world trip?
[00:18:22.500 --> 00:18:29.500]   Los Angeles to Tokyo, Singapore, Bangkok, Delhi, or Bombay, London, Frankfurt, Los Angeles for $1,399.
[00:18:29.500 --> 00:18:32.500]   For some of these costs, the tools and tricks later in the chapter will help.
[00:18:32.500 --> 00:18:36.400]   Last, calculate your target monthly income for realizing these dreamlines.
[00:18:36.400 --> 00:18:40.200]   And you lay out your income and figure out what's the total.
[00:18:40.200 --> 00:18:51.800]   And then he says this, "Chances are that the figure is lower than expected, and it often decreases over time as you trade more and more having for once in a lifetime doing."
[00:18:51.800 --> 00:18:58.300]   Now, I thought that was a really good way to handle life at the time.
[00:18:58.300 --> 00:19:01.100]   And I pursued that in many, many regards.
[00:19:01.100 --> 00:19:05.900]   And I've lived well, and I'm grateful for living well because I made the best use of those years of my life.
[00:19:05.900 --> 00:19:09.400]   But here's the thing that I only realized later.
[00:19:09.400 --> 00:19:20.400]   If you pursue dreamlining and you go out and—you can hear he was talking about buying a Lamborghini, but let's just say you go out and you rent a Lamborghini, to make my point clear.
[00:19:20.400 --> 00:19:25.100]   You may be able to afford the monthly rental payments, or lease payments, or whatever it is.
[00:19:25.100 --> 00:19:29.200]   But at the end of it, you're left with nothing.
[00:19:29.200 --> 00:19:32.800]   If you bought the car, you're left with an old, worn-out car that's not worth much.
[00:19:32.800 --> 00:19:38.800]   If you rented it, you're left with nothing, except the memories and the pictures and the experiences you had.
[00:19:38.800 --> 00:19:50.000]   But if you went out and became wealthy first, you went out and became a multimillionaire, and then as a result, you bought yourself the car that you wanted.
[00:19:50.000 --> 00:19:55.700]   At the end, when that car is dusty and old and dilapidated, you're still a millionaire.
[00:19:55.700 --> 00:19:59.900]   And you can go buy another one or anything else that you want.
[00:19:59.900 --> 00:20:04.100]   Sounds obvious when you say it, but here's what I later learned.
[00:20:04.100 --> 00:20:17.800]   Sometimes, the things that you do to pursue the Lamborghini lease payment on a target monthly income, results in you're not doing the things that you need to do to become a multimillionaire.
[00:20:17.800 --> 00:20:21.100]   Not always. Perhaps there are many people who can do both.
[00:20:21.100 --> 00:20:24.500]   I've tried to do both, and I've learned to do both.
[00:20:24.500 --> 00:20:34.200]   But if you have to choose between them, don't choose the instant gratification. Choose the hard path.
[00:20:34.200 --> 00:20:49.400]   If you focus on becoming, in its fullest essence, the kind of person that you want to be, and if you focus on becoming the kind of person who has the dreams and the goals and the ambitions that you have,
[00:20:49.400 --> 00:20:54.200]   then it becomes easy for the rest of time.
[00:20:54.200 --> 00:21:05.900]   Whereas if you play at being that person, you're basically, in many cases, dooming yourself to a lifetime of want.
[00:21:05.900 --> 00:21:09.500]   Let me give a different example.
[00:21:09.500 --> 00:21:15.100]   Also, when I was in college, I read a book called The Game by Neil Strauss.
[00:21:15.100 --> 00:21:20.200]   Neil Strauss is a very enjoyable author to read. He wrote this book called The Game.
[00:21:20.200 --> 00:21:32.900]   The Game was a story of his experience of becoming a so-called "pickup artist."
[00:21:32.900 --> 00:21:45.700]   A pickup artist is defined as a man who goes out and interacts with lots of women with the goal of picking them up, engaging in normally a sexual relationship, may or may not be some romantic relationship involved.
[00:21:45.700 --> 00:22:02.800]   But the ideal or the vision or the dream that is shared about somebody who is a successful pickup artist is a man who has a lot of women, many sexual partners, and has it easily without a lot of commitment, etc., and is constantly accumulating more and more sexual partners.
[00:22:02.800 --> 00:22:13.100]   I was super interested in this. I read The Game. I read other books. I bought courses and whatnot. I was interested. I learned about all the things about how to become a pickup artist.
[00:22:13.100 --> 00:22:21.000]   As I was reading it, one of the things that I noticed is that there were a lot of tactics and techniques that were being taught.
[00:22:21.000 --> 00:22:29.400]   Teaching tactics and techniques is not always wrong, but let me give a few examples from the world of pickup artistry.
[00:22:29.400 --> 00:22:39.300]   As pickup artists at the time, I have no idea. I have not followed this space. I have no idea what the pickup artists today are teaching. This is almost 15 years ago, 20 years ago.
[00:22:39.300 --> 00:22:44.600]   But at the time, one of the things that was super common is they would talk about how you approach a woman.
[00:22:44.600 --> 00:22:52.400]   The thing that became very famous, because it really angered women when they would write about it, was what they would call at the time the "neg," the neg short for negative.
[00:22:52.400 --> 00:23:07.600]   Basically, it was a technique that a man would use to throw a woman off her balance a little bit by engaging in a somewhat gentle insult when she wasn't the kind of woman who was used to being insulted or used to feeling self-conscious.
[00:23:07.600 --> 00:23:15.500]   In theory, this was supposed to open up the opportunity to make them, I can't remember, open up a conversation or whatever it wound up being.
[00:23:15.500 --> 00:23:27.200]   I always think of this as like a technique. This is one of those things that you can practice. How can you give a backhanded compliment that actually turns out to be negative in order to throw a woman off of her balance a little bit?
[00:23:27.200 --> 00:23:34.800]   In hindsight, I look at this and I say, "What a stupid way to live. What a stupid way to interact with life.
[00:23:34.800 --> 00:23:45.800]   To be a guy who's not successful with women and then go out and try to accumulate a set of tactics and techniques and then exercise those tactics and techniques."
[00:23:45.800 --> 00:23:54.000]   Now, I should hasten to mention that it's not all stupid. For example, one of the classic things of pickup artistry is that you have to approach a lot of women.
[00:23:54.000 --> 00:23:58.800]   A lot of times, the guys who are struggling in this area are those who lack self-confidence.
[00:23:58.800 --> 00:24:04.300]   Over time, you build self-confidence and it can lead to you becoming a more confident person.
[00:24:04.300 --> 00:24:09.400]   But there's another way. The other way is you could just simply ignore women.
[00:24:09.400 --> 00:24:22.700]   You could build yourself into the kind of man that women want to be with and then you don't need much technique at all as long as you're the kind of person that women want to be with because you become the guy that they want to be with.
[00:24:22.700 --> 00:24:25.900]   And then you don't have to bother with any tactics or techniques.
[00:24:25.900 --> 00:24:37.400]   And this is true in so many areas of life. And as I've developed my work here at Radical Personal Finance over the years, I realized this is what annoys me about what I used to be into with finance.
[00:24:37.400 --> 00:24:44.700]   Is that by looking and focusing for the tip or the technique or the little thing, you wind up missing out on the big picture.
[00:24:44.700 --> 00:24:52.500]   And in reality, I feel often like frustrated. It's like, "Joshua, why do you talk so much about making more money or meaning income?
[00:24:52.500 --> 00:24:57.700]   Why do you talk so much about savings rates and whatnot?" Well, it's because that's what we need to spend 80% of our time on.
[00:24:57.700 --> 00:25:04.300]   And we need to not look for the technique or the tactic, the super mega backdoor Roth IRA or any of that stuff.
[00:25:04.300 --> 00:25:11.300]   We need to focus on first, you're becoming the kind of guy who can have the money to fully fund a mega backdoor Roth IRA.
[00:25:11.300 --> 00:25:14.800]   But I used to be obsessed with the tips and the techniques and the tactics.
[00:25:14.800 --> 00:25:23.100]   And then I realized that if you just do the hard work, everything's simple. If you just make $400,000 a year, everything is simple.
[00:25:23.100 --> 00:25:35.600]   How do you make $400,000 a year? Well, if you develop highly valuable skills in the marketplace and you do it the hard way by building those skills, learning them, exercising them, having a proven game plan and track record, etc.,
[00:25:35.600 --> 00:25:44.700]   then you become a guy who's worth $400,000. And once you're worth $400,000 genuinely in the marketplace, then you're kind of worth that forever.
[00:25:44.700 --> 00:25:52.400]   And then your financial problems are solved. So I don't mean to sound insulting or something, but I just look back and I think of my foolishness.
[00:25:52.400 --> 00:25:59.600]   How did I not see that? Why did I not understand that the hard way is actually the better way?
[00:25:59.600 --> 00:26:10.600]   If I reflect back, getting things fast and easy in many cases actually kept me from doing the real work that was necessary.
[00:26:10.600 --> 00:26:21.600]   Let me use another few examples to put this into more of current day focus. I've watched, super interesting to me, over the last, I would say, two years,
[00:26:21.600 --> 00:26:32.400]   we have developed a language around the brain chemical of dopamine. People talk about doing a dopamine detox. People talk about having a dopamine addiction.
[00:26:32.400 --> 00:26:39.200]   And I'm no brain scientist. I'm happy to concede that this is a perfectly useful way of going through life.
