
[00:00:00.040 --> 00:00:07.460]  stoppable let with
[00:02:58.060 --> 00:02:58.060]   It's a good thing that chat GPT is doing this?
[00:02:58.060 --> 00:02:58.060]   It's a good thing that chat GPT is doing this?
[00:02:58.060 --> 00:02:58.060]   It's a good thing that chat GPT is doing this?
[00:02:58.060 --> 00:02:58.060]   It's a good thing that chat GPT is doing this?
[00:02:58.060 --> 00:02:58.060]   It's a good thing that chat GPT is doing this?
[00:02:58.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:28.080]   It's a good thing that chat GPT is doing this?
[00:03:28.080 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.100 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.100 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.100 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.100 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.100 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.100 --> 00:03:58.100]   It's a good thing that chat GPT is doing this?
[00:03:58.120 --> 00:04:28.120]   We can compute the answer to that question,
[00:04:28.120 --> 00:04:28.120]   We can compute the answer to that question,
[00:04:28.120 --> 00:04:28.120]   We can compute the answer to that question,
[00:04:28.120 --> 00:04:28.120]   We can do it in a sort of reliable way that's the best one can do, given what the expertise that our civilization has accumulated. It's a very it's a much more sort of labor intensive on the side of kind of being creating kind of the computational system to do that. Obviously the in the kind of the chat GPT world, it's like take things which were produced for quite other purposes than just the fact that we're doing this.
[00:04:28.120 --> 00:04:28.120]   It's a good thing that chat GPT is doing this?
[00:04:28.120 --> 00:04:28.120]   It's a good thing that chat GPT is doing this?
[00:04:28.120 --> 00:04:28.120]   It's a good thing that chat GPT is doing this?
[00:04:28.120 --> 00:04:28.120]   It's a good thing that chat GPT is doing this?
[00:04:28.140 --> 00:04:58.140]  ,
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:04:58.140]   It's a good thing that chat GPT is doing this?
[00:04:58.140 --> 00:05:28.160]  ,
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.160 --> 00:05:28.160]   It's a good thing that chat GPT is doing this?
[00:05:28.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:05:58.180]   It's a good thing that chat GPT is doing this?
[00:05:58.180 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.200 --> 00:06:28.200]   It's a good thing that chat GPT is doing this?
[00:06:28.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:06:58.220]   It's a good thing that chat GPT is doing this?
[00:06:58.220 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this?
[00:07:28.240 --> 00:07:28.240]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:28.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.260 --> 00:07:58.260]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:07:58.300 --> 00:08:28.280]   And it's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:28.280 --> 00:08:28.280]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:28.280 --> 00:08:28.280]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:28.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.300 --> 00:08:58.300]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:08:58.340 --> 00:09:28.320]  ,
[00:09:28.320 --> 00:09:28.320]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:28.320 --> 00:09:28.320]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:28.320 --> 00:09:28.320]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:28.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.340 --> 00:09:58.340]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:09:58.380 --> 00:10:28.360]  ,
[00:10:28.360 --> 00:10:28.360]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:28.360 --> 00:10:28.360]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:28.360 --> 00:10:28.360]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:28.360 --> 00:10:28.360]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:28.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.380 --> 00:10:58.380]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:10:58.420 --> 00:11:28.400]  ,
[00:11:28.400 --> 00:11:28.400]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:28.400 --> 00:11:28.400]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:28.400 --> 00:11:28.400]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:28.400 --> 00:11:28.400]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:28.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.420 --> 00:11:58.420]   It's a good thing that chat GPT is doing this? It's a good thing that chat GPT is doing this?
[00:11:58.460 --> 00:12:28.440]   in the future of kind of everything
[00:12:28.480 --> 00:12:38.320]   Combat sur
[00:12:38.320 --> 00:12:42.600]   Meaning I,arr, peek,
[00:13:55.140 --> 00:13:55.140]   We have no way to reduce that computation.
[00:13:55.140 --> 00:13:55.140]   We have no way to reduce that computation.
[00:13:55.140 --> 00:13:55.140]  obed, we know how the universe works. Well, the problem is the universe can figure out what it's going to do. It does those 10 to the 100 steps. But for us to work out what it's going to do, we have no way to reduce that computation.
[00:13:55.160 --> 00:14:24.040]   The only way to do the computation, to see the result of the computation is to do it. And if we're operating within the universe, we're kind of, there's no opportunity to do that because the universe is doing it as fast as the universe can do it. And that's what's happening.
[00:14:24.040 --> 00:14:24.040]   So what we're trying to do, and a lot of the story of science and a lot of other kinds of things, is finding pockets of reducibility. That is, you could have a situation where everything in the world is full of computational reducibility. We never know what's going to happen next.
[00:14:24.080 --> 00:14:34.180]   resolve...
[00:14:34.180 --> 00:14:48.260]   Image�
[00:14:48.260 --> 00:14:51.580]   in, I, I,,,,,,,,,, let's Idest leurs matches beg reflex loh Thor provide заяв Advance survivep movements her is find the long time. *T. . . . . . . . . . . . . . . . . . . . . . . . . . , . . . . . . . . .拿 . heart-- din but listen or�'t� i--eee were Chest le實 nice end bear Cada KELLA show around in in torment is still valores من deárias di\ drank�ri�台灣 sorcer manifest like not � I've Santi gainsson shack sorage gaanBoyST however, and Processing, and publicly el Leonardo, and, I'm, and,
[00:14:51.640 --> 00:15:18.560]   head, but there are little, little patches, little places where you can jump ahead a bit. And I think, you know, we can talk about for this project and so on, but I think the thing we realize is we kind of exist in a slice of all the possible computational irreducibility in the universe. We exist in a slice where there's a reasonable amount of predictability. And in a sense, as we try and construct these kind of higher levels of, of abstraction, symbolic representations and so on, what we're doing is we're finding these lumps of reducibility.
[00:15:19.240 --> 00:15:29.120]   shell
[00:15:29.120 --> 00:15:29.360]   Split hear, acho
[00:15:29.360 --> 00:15:32.660]   200
[00:16:07.400 --> 00:16:07.400]   and
[00:16:07.400 --> 00:16:07.400]   and
[00:16:31.540 --> 00:16:41.620]   thank
[00:16:41.620 --> 00:16:59.100]  , anos I was be,,,,, or
[00:17:00.300 --> 00:17:10.040]   Santa
[00:17:10.040 --> 00:17:11.440]  , or
[00:17:11.440 --> 00:17:28.420]   I I gee sees teach er gain
[00:17:29.220 --> 00:17:58.140]  legalness. The nature of observers, the fact that we are computationally bounded observers. We don't get to follow all those little pieces of computational irreducibility to stuff. What is out there in the world into our minds requires that we are looking at things that are reducible. We are compressing and we're we're extracting just some essence, some kind of symbolic essence of what's the detail of what's going on in the world that together with one other condition that at first seems sort of trivial.
[00:17:58.140 --> 00:17:58.140]   The nature of observers, the fact that we are computationally bounded observers. We don't get to follow all those little pieces of computational irreducibility to stuff what is out there in the world into our minds requires that we are looking at things that are reducible. We are compressing and we're extracting just some essence, some kind of symbolic essence of what's the detail of what's going on in the world that together with one other condition that at first seems sort of trivial, but it's not.
[00:17:58.180 --> 00:18:10.060]   talk
[00:18:10.060 --> 00:18:27.000]   g. I just le
[00:18:28.200 --> 00:18:58.180]  박y. If you wanted to have a fluid with a bunch of molecules in it, if those molecules weren't interacting, you wouldn't have this fluid that would pour and do all these kinds of things. It would just be sort of a free-floating collection of molecules. So similar it is with space, but the fact that space is kind of knitted together is a consequence of all this activity in space. And the fact that kind of what we consist of sort of this series of, you know, we're continually being rewritten. And the question is, why is it the case that we
[00:18:58.180 --> 00:18:58.180]   Корner
[00:18:58.180 --> 00:18:58.180]   We're continually being rewritten. And the question is, why is it the case that we
[00:18:58.180 --> 00:18:58.180]   We're continually being rewritten. And the question is, why is it the case that we
[00:18:58.180 --> 00:18:58.180]   We're continually being rewritten. And the question is, why is it the case that we
[00:18:58.180 --> 00:18:58.180]   We're continually being rewritten. And the question is, why is it the case that we
[00:18:58.220 --> 00:19:08.280]   and
[00:19:08.280 --> 00:19:26.240]   wenn vice,,, ID C I is in,
[00:19:27.480 --> 00:19:34.980]   didnt want to say, but I think it's critical to the way we humans typically operate is that we have a single thread of experience.
[00:19:34.980 --> 00:19:47.660]   You know, if you, if you imagine sort of a mind where you have, you know, maybe that's what's happening in various kinds of minds that aren't working the same way other minds work is that you're splitting into multiple threads of experience.
[00:19:47.660 --> 00:19:56.700]   It's also, it's also something where, you know, when you look at, I don't know, quantum mechanics, for example, in the insides of quantum mechanics, it's splitting into
[00:19:56.700 --> 00:19:56.700]   many threads of experience.
[00:19:56.700 --> 00:19:56.700]   It's splitting into many threads of experience.
[00:19:56.700 --> 00:19:56.700]   It's splitting into many threads of experience.
[00:19:56.700 --> 00:19:56.700]   It's splitting into many threads of experience.
[00:19:56.700 --> 00:19:56.700]   It's splitting into many threads of experience.
[00:19:56.700 --> 00:19:56.700]   It's splitting into many threads of experience.
[00:19:56.700 --> 00:19:56.880]   It's splitting into many threads of experience.
[00:19:56.880 --> 00:19:56.920]   It's splitting into many threads of experience.
[00:19:56.960 --> 00:20:11.540]   a
[00:21:54.400 --> 00:21:58.420]   So, you know, we know, we have an idea what is a general computational system.
[00:21:58.420 --> 00:22:01.520]   We think about Turing machines, we think about other models of computation.
[00:22:01.520 --> 00:22:05.080]   There's a question, what is the general model of an observer?
[00:22:05.080 --> 00:22:10.060]   And there's kind of observers like us, which is kind of the observers we're interested
[00:22:10.060 --> 00:22:11.060]   in.
[00:22:11.060 --> 00:22:14.280]   You know, we could imagine an alien observer that deals with computational irreducibility
[00:22:14.280 --> 00:22:19.100]   and it has a mind that's utterly different from ours and completely incoherent with what
[00:22:19.100 --> 00:22:20.320]   we're like.
[00:22:20.320 --> 00:22:24.380]   But the fact is that, you know, if we are talking about observers like us, you know,
[00:22:24.380 --> 00:22:24.380]   and we're talking about observers like us, you know, we could imagine an alien observer
[00:22:54.400 --> 00:22:54.400]  ,
[00:22:54.400 --> 00:22:54.400]  ,
[00:23:04.480 --> 00:23:24.420]   Let me give an example of a, you know, you have a gas, it's got a bunch of molecules bouncing around and the thing you're measuring about the gas is its pressure. And the only thing you as an observer care about is pressure. And that means you have a piston on the side of this box and the piston is being pushed by the gas. And there are many, many different ways that molecules can hit that piston. But all that matters is the kind of aggregate of all those molecular impacts, because that's what determines pressure. So there's a huge number of different configurations that are involved in the system.
[00:23:24.460 --> 00:23:54.440]  ,
[00:23:54.440 --> 00:23:54.440]   A lot of people are saying, well, I don't know what to do with this, but I'm going to have to figure out how to do with this.
[00:23:54.440 --> 00:23:54.440]   There are a lot of people who say, well, I don't know what to do with this, but I'm going to have to figure out how to do with this, but I'm going to have to figure out how to do with this, but I'm going to have to figure out how to do with this, but I'm going to have to figure out how to do with this, but I'm going to have to figure out how to do with this, but I'm going to figure out how to do with this, but I'm going to figure out how to do with this.
[00:23:54.480 --> 00:24:05.200]   getting
[00:24:05.200 --> 00:24:22.560]   and weigh
[00:24:22.900 --> 00:24:51.280]   archaic molecules but there is some tiny tiny probability that the molecules will arrange themselves in some really funky way and that just measuring that average isn't going to the main point. Yeah. By the way an awful lot of science is very confused about this because you know you look at you look at papers and people are really keen they draw this curve and they have these you know these bars on the curve and things it's just this curve and it's this one thing and it's supposed to represent some system that has all kinds
[00:24:51.300 --> 00:25:19.700]  , you know,
[00:25:19.700 --> 00:25:19.780]   you know,
[00:25:19.820 --> 00:25:31.000]   100
[00:25:31.000 --> 00:25:33.500]   think. I en
[00:25:33.500 --> 00:25:47.700]   갑
[00:25:48.220 --> 00:26:16.160]   didnt know what I was doing. I had to start with a hexagonal arrangement of water molecules. It starts off growing as a hexagonal plate. And then what happens is. It's a plate. Oh, versus the sea. Well, no, no, but it's it's much more than that. I mean, snowflakes are fluffy. You know, typical snowflakes have little little dendritic arm. Okay, yeah. And what actually happens is it's kind of kind of cool because you can make these very simple discrete models with cellular automata and things that that figure this out.
[00:26:16.600 --> 00:26:44.980]  ,
[00:26:44.980 --> 00:26:44.980]   It's a
[00:26:45.000 --> 00:27:13.880]   and it's a
[00:27:13.900 --> 00:27:42.880]  ,
[00:27:42.880 --> 00:27:43.440]   a little bit of a
[00:27:43.440 --> 00:27:43.480]  ,
[00:27:43.480 --> 00:27:43.880]   and it's a little bit of a
[00:27:43.880 --> 00:28:13.900]   a little bit of a,
[00:28:13.900 --> 00:28:13.900]   it's a little bit of a,
[00:28:13.900 --> 00:28:13.920]   a little bit of a,
[00:28:13.960 --> 00:28:42.580]   help
[00:29:12.320 --> 00:29:12.320]   and
[00:31:07.840 --> 00:31:09.120]   So you want to answer all possible questions about the system, you'd have to have the whole system because you might care about this particular molecule, where did it go? And you know your model which is some big abstraction of that has nothing to say about that. So you know one of the things that's often confusing in science is people will have "I've got a model" somebody says. Somebody else will say "I don't believe in your model because it doesn't capture the feature of the system that I care about." You know there's always this controversy about you know is it a correct model? Well no model is except for the actual system itself.
[00:31:09.120 --> 00:31:09.120]   Well no model is except for the actual system itself. Well no model is except for the actual system itself.
[00:31:09.120 --> 00:31:09.120]   Well no model is except for the actual system itself.
[00:31:09.120 --> 00:31:09.120]   Well no model is except for the actual system itself.
[00:31:09.120 --> 00:31:09.120]   Well no model is except for the actual system itself.
[00:31:09.120 --> 00:31:09.120]   Well no model is except for the actual system itself.
[00:31:09.160 --> 00:31:19.660]   at
[00:31:19.660 --> 00:31:20.480]   lleg only우
[00:31:20.480 --> 00:31:37.920]   regarder near as I I I backend work, and,,,,,,,,, , Hait G collagenład 911
[00:32:37.560 --> 00:32:37.560]   - I think we're gonna have a thing about, you know, data about movies, let's say we could be describing every individual pixel in every movie and so on. But that's not what we're doing. We're trying to come up with a model that's as simple as possible.
[00:33:07.060 --> 00:33:36.520]  ,,,,,,,,,,, , Hait G
[00:33:37.060 --> 00:34:06.000]   geraal
[00:34:06.000 --> 00:34:06.000]   - I think we're trying to come up with a model that's as simple as possible. And that's kind of our goal is to have as much as possible about the world that can be computed in a reasonable way, so to speak, be able to be sort of captured by this kind of computational language. That's kind of the goal. And I think for us humans, the main thing that's important is, as we formalize what we're talking about, it gives us a way of kind of building a structure where we can sort of build this tower of consequences of things. So if we're just saying,
[00:34:06.000 --> 00:34:06.000]   well,
[00:34:06.120 --> 00:34:35.480]  ,
[00:34:35.520 --> 00:35:04.960]  ,
[00:35:04.960 --> 00:35:05.120]   can you talk about this dance between natural language and wolfram language? So there's this gigantic thing we call the internet where people post memes and diary type thoughts and very important sounding articles and all of that that that makes up the training data set for GPT. And then there's wolfram language. How can you map from the natural language of the internet to the internet?
[00:35:05.120 --> 00:35:05.120]   Well,
[00:35:05.120 --> 00:35:05.120]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:05.120 --> 00:35:05.120]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:05.120 --> 00:35:05.120]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:05.140 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language and wolfram language? Well,
[00:35:34.760 --> 00:35:34.760]   can you talk about this dance between natural language and wolfram language and wolfram language and wolfram language? Well,
[00:35:34.800 --> 00:35:36.600]   bell
[00:35:36.600 --> 00:35:45.680]   in,'re,
[00:35:45.680 --> 00:36:03.240]   just test. And,
[00:36:03.600 --> 00:36:13.040]   pass
[00:36:13.040 --> 00:36:16.500]   catch. con lot're stuff end ou
[00:37:03.400 --> 00:37:03.400]   We've got to a very high success rate of the little fragments of natural language that people put in. You know, questions, math calculations, chemistry calculations, whatever it is. You know, we do very well at the moment.
[00:37:03.400 --> 00:37:03.400]  ,
[00:37:03.400 --> 00:37:03.400]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, questions, math calculations, chemistry calculations, whatever it is. You know, we do very well at the moment.
