
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:09:38.520 --> 00:09:40.600]   - I like that, home-centered, home-seated.
[00:09:40.600 --> 00:09:43.840]   Home-seated education because it's not centered on the home.
[00:09:43.840 --> 00:09:45.320]   It's just seated there.
[00:09:45.320 --> 00:09:47.200]   - Exactly, a lot of people think,
[00:09:47.200 --> 00:09:48.920]   oh, homeschoolers, they're so odd.
[00:09:48.920 --> 00:09:50.320]   They never leave their home
[00:09:50.320 --> 00:09:52.760]   and everything has to be controlled by their parent.
[00:09:52.760 --> 00:09:55.200]   It's all inside the four walls of their home.
[00:09:55.200 --> 00:09:57.880]   And that's rare.
[00:09:57.880 --> 00:10:00.420]   In most cases, we are out.
[00:10:00.420 --> 00:10:01.560]   We are doing things.
[00:10:01.560 --> 00:10:04.260]   We are availing ourselves of opportunities.
[00:10:04.260 --> 00:10:07.040]   Home-seated or home-centered, yes.
[00:10:07.040 --> 00:10:10.160]   But school at home, that's the worst.
[00:10:10.160 --> 00:10:11.840]   - Well, school schooling's the worst.
[00:10:11.840 --> 00:10:12.680]   - Well, that's true.
[00:10:12.680 --> 00:10:13.680]   I give you that.
[00:10:13.680 --> 00:10:14.520]   I give you that.
[00:10:14.520 --> 00:10:16.560]   - But there's an explanation for why people think
[00:10:16.560 --> 00:10:17.760]   that homeschoolers are weirdos.
[00:10:17.760 --> 00:10:20.120]   And we should excuse them for that
[00:10:20.120 --> 00:10:21.920]   'cause they just don't know.
[00:10:21.920 --> 00:10:24.620]   - Right, they probably not met any real homeschoolers.
[00:10:24.620 --> 00:10:26.900]   - And you've been doing this for a while, right?
[00:10:26.900 --> 00:10:29.560]   So you remember probably when homeschoolers
[00:10:29.560 --> 00:10:31.560]   were all weird, they were all weirdos.
[00:10:31.560 --> 00:10:33.680]   Like, a lot of them were weirdos.
[00:10:33.680 --> 00:10:35.140]   - Okay, I will tell you.
[00:10:35.140 --> 00:10:37.680]   I'll tell you, my 30-year-old daughter,
[00:10:37.680 --> 00:10:41.600]   she's 30 now, or she's, actually, she turns 30 tomorrow.
[00:10:41.600 --> 00:10:45.400]   When she was young, we homeschooled her the whole way,
[00:10:45.400 --> 00:10:50.400]   she would describe people that she met in the early days.
[00:10:50.400 --> 00:10:53.720]   She would find out that they went to public school
[00:10:53.720 --> 00:10:55.860]   or they went to private school or they were homeschooled.
[00:10:55.860 --> 00:10:57.040]   And then she would look at me
[00:10:57.040 --> 00:10:59.540]   and she would tip her head down and she would say,
[00:10:59.540 --> 00:11:03.580]   but they are painfully homeschooled.
[00:11:03.580 --> 00:11:05.720]   And she meant they were awkward.
[00:11:05.720 --> 00:11:08.040]   They were socially awkward.
[00:11:08.040 --> 00:11:12.480]   - Right, but that's because back in the day,
[00:11:12.480 --> 00:11:15.880]   and we'll go back, let's go back 40 years, right?
[00:11:15.880 --> 00:11:17.260]   Before you started.
[00:11:17.260 --> 00:11:22.680]   Back then, you were a pioneer when you chose
[00:11:22.680 --> 00:11:26.600]   to not avail yourself of the government schools.
[00:11:26.600 --> 00:11:29.340]   Either you were extremely religious,
[00:11:29.340 --> 00:11:31.400]   which comes with its own things,
[00:11:31.400 --> 00:11:33.840]   which we don't have to get into, right?
[00:11:33.840 --> 00:11:38.840]   Or your child was so much of a misfit,
[00:11:38.840 --> 00:11:40.560]   they couldn't get along.
[00:11:40.560 --> 00:11:42.460]   And so it was your last resort.
[00:11:42.460 --> 00:11:47.460]   It was your only resort was to keep them out of the bullying
[00:11:47.460 --> 00:11:50.080]   and the mistreatment that the school would provide
[00:11:50.080 --> 00:11:52.880]   because your child was so misaligned
[00:11:52.880 --> 00:11:55.880]   with whatever social cues were happening in the school.
[00:11:55.880 --> 00:11:59.980]   And so they were weirdos when they were homeschooled.
[00:11:59.980 --> 00:12:01.980]   But those days have changed, man.
[00:12:01.980 --> 00:12:05.100]   And now if you're homeschooled, you're part of the cool kids
[00:12:05.100 --> 00:12:07.420]   because it's the misfits that go to school.
[00:12:07.420 --> 00:12:09.640]   It's the kids who think that they can defecate
[00:12:09.640 --> 00:12:12.700]   in a litter box because they believe themselves to be cats.
[00:12:12.700 --> 00:12:16.060]   And I'm sure you've seen the meme.
[00:12:16.060 --> 00:12:19.260]   There are several of them, but it's like,
[00:12:19.260 --> 00:12:21.540]   why do you homeschool your kids?
[00:12:21.540 --> 00:12:23.980]   Your kids are gonna be weirdos.
[00:12:23.980 --> 00:12:25.260]   And then the next frame is,
[00:12:25.260 --> 00:12:28.040]   yeah, your kid goes to school and thinks that he's a cat.
[00:12:28.040 --> 00:12:30.440]   - Right, exactly, exactly.
[00:12:30.440 --> 00:12:32.620]   That is very true.
[00:12:32.620 --> 00:12:37.620]   And now I had a friend just the other day who said
[00:12:37.620 --> 00:12:39.780]   that she was out with her children.
[00:12:39.780 --> 00:12:42.860]   And when somebody found out
[00:12:42.860 --> 00:12:44.180]   that her children were homeschooled,
[00:12:44.180 --> 00:12:46.060]   they said, really, they're homeschooled?
[00:12:46.060 --> 00:12:47.660]   They're so normal.
[00:12:47.660 --> 00:12:49.900]   And what she meant by that was
[00:12:49.900 --> 00:12:54.140]   they act like regular teenagers
[00:12:54.140 --> 00:12:55.980]   and they are able to converse,
[00:12:55.980 --> 00:12:58.780]   which actually in point of fact is not normal
[00:12:58.780 --> 00:13:02.660]   for a lot of teenagers who are used to only interacting
[00:13:02.660 --> 00:13:04.140]   with people their own age.
[00:13:04.140 --> 00:13:05.660]   - Well, they say, well,
[00:13:05.660 --> 00:13:07.900]   how are your kids gonna get socialized in school?
[00:13:07.900 --> 00:13:09.380]   And I go, but in school,
[00:13:09.380 --> 00:13:11.040]   they're taught that they have to sit at the desk
[00:13:11.040 --> 00:13:12.940]   and shut up and not talk to people.
[00:13:12.940 --> 00:13:15.540]   Where do you think they're getting socialized?
[00:13:15.540 --> 00:13:18.360]   And define socialized, like, what do you mean by that?
[00:13:18.360 --> 00:13:22.900]   Mobs don't socialize people.
[00:13:22.900 --> 00:13:24.020]   It's just ridiculous.
[00:13:24.020 --> 00:13:25.980]   And by the way, I socialize my dog.
[00:13:25.980 --> 00:13:27.620]   I don't socialize my children.
[00:13:27.620 --> 00:13:29.460]   - Yes, I raise my children.
[00:13:29.460 --> 00:13:31.500]   - Yeah, and there's so many different ways
[00:13:31.500 --> 00:13:34.940]   of sort of combating that.
[00:13:34.940 --> 00:13:38.220]   But like I said, people say things
[00:13:38.220 --> 00:13:41.140]   about things about which they know nothing.
[00:13:41.140 --> 00:13:42.540]   - Yes, you're right.
[00:13:42.540 --> 00:13:43.980]   You are very right.
[00:13:43.980 --> 00:13:45.020]   Let me ask you this.
[00:13:45.020 --> 00:13:49.160]   What did you always grow up thinking,
[00:13:49.160 --> 00:13:51.620]   oh, when I have children, I'm going to homeschool them.
[00:13:51.620 --> 00:13:56.620]   What convinced you that families need to be emancipated
[00:13:56.620 --> 00:13:58.460]   from the modern school system?
[00:13:58.460 --> 00:14:00.980]   What is it that is so wrong with that system?
[00:14:00.980 --> 00:14:04.220]   What is it giving us that we don't need?
[00:14:04.220 --> 00:14:08.580]   And what is it keeping from us that we do need?
[00:14:08.580 --> 00:14:10.780]   - Oh, I thought you only wanted to go an hour.
[00:14:10.780 --> 00:14:12.740]   - Well, here's the deal.
[00:14:12.740 --> 00:14:15.620]   If we get too much, we'll just break it into two
[00:14:15.620 --> 00:14:17.040]   and have a two-part episode.
[00:14:17.040 --> 00:14:19.340]   - That's a deal.
[00:14:19.340 --> 00:14:21.140]   Okay, so here's the thing.
[00:14:21.500 --> 00:14:25.900]   I, my son, my oldest son, we moved for the school.
[00:14:25.900 --> 00:14:29.000]   We moved to get to a better school system.
[00:14:29.000 --> 00:14:32.540]   And this cute little red brick elementary school
[00:14:32.540 --> 00:14:34.140]   that was so well appointed
[00:14:34.140 --> 00:14:36.340]   and it was so sweet and everything.
[00:14:36.340 --> 00:14:38.360]   And so he went to first and second grade.
[00:14:38.360 --> 00:14:40.420]   And in second grade, there was stuff happening
[00:14:40.420 --> 00:14:45.020]   in the classroom that I disliked.
[00:14:45.020 --> 00:14:48.780]   He was coming home with an attitude that I didn't enjoy.
[00:14:48.780 --> 00:14:50.060]   He was only in second grade,
[00:14:50.060 --> 00:14:52.720]   but he was a very, very popular child.
[00:14:52.720 --> 00:14:56.500]   He was, in first grade, all the fifth graders,
[00:14:56.500 --> 00:14:59.280]   that was the highest grade in that school,
[00:14:59.280 --> 00:15:00.260]   they all knew his name.
[00:15:00.260 --> 00:15:04.100]   He was a known entity by the end of first grade.
[00:15:04.100 --> 00:15:09.100]   And so I just, and then there were some issues
[00:15:09.100 --> 00:15:10.060]   with the teachers.
[00:15:10.060 --> 00:15:10.940]   I loved the teacher.
[00:15:10.940 --> 00:15:14.540]   She was a really sweet gal, but he had two teachers.
[00:15:14.540 --> 00:15:16.300]   They alternated every day.
[00:15:17.180 --> 00:15:20.540]   They had five disruptive children in the class,
[00:15:20.540 --> 00:15:22.100]   five of them.
[00:15:22.100 --> 00:15:26.700]   It took her ages to get them EIPs.
[00:15:26.700 --> 00:15:29.220]   There were just a bunch of different things.
[00:15:29.220 --> 00:15:32.100]   And in fact, I wrote about them in my book there, Your Kids,
[00:15:32.100 --> 00:15:34.700]   because I wanted people to understand the journey
[00:15:34.700 --> 00:15:38.880]   that I went on to get to the point where I said
[00:15:38.880 --> 00:15:41.420]   to my husband at the end of second grade,
[00:15:41.420 --> 00:15:43.440]   I think I could fail at homeschooling
[00:15:43.440 --> 00:15:44.820]   and he would still be better off.
[00:15:44.820 --> 00:15:46.420]   - And do better.
[00:15:46.420 --> 00:15:48.500]   - Yeah, it was so evident to me.
[00:15:48.500 --> 00:15:51.260]   And that's why I say, to boil it down,
[00:15:51.260 --> 00:15:53.540]   all you really need to do is 15 minutes of Bible
[00:15:53.540 --> 00:15:55.100]   every day with your child.
[00:15:55.100 --> 00:15:57.820]   Teach them to read, teach them manners.
[00:15:57.820 --> 00:16:01.980]   - Have conversations with them about what they're thinking.
[00:16:01.980 --> 00:16:04.060]   - We're really talking the basics.
[00:16:04.060 --> 00:16:08.140]   And so going back to this conversation that I had
[00:16:08.140 --> 00:16:13.140]   with this talk show host, I said, here's the thing.
[00:16:13.140 --> 00:16:16.180]   Children are naturally curious.
[00:16:16.180 --> 00:16:17.860]   What's the first thing we tell them they have to do
[00:16:17.860 --> 00:16:18.700]   when they go to school?
[00:16:18.700 --> 00:16:20.100]   Sit down and shut up. - Sit down and stop.
[00:16:20.100 --> 00:16:21.580]   - Stop asking questions.
[00:16:21.580 --> 00:16:23.780]   So school is the opposite of education.
[00:16:23.780 --> 00:16:26.640]   And he turns to me, he goes, "Sam, you just blew my mind."
[00:16:26.640 --> 00:16:29.020]   I go, "Yeah, because nobody thinks that way."
[00:16:29.020 --> 00:16:29.860]   Why?
[00:16:29.860 --> 00:16:31.580]   Because we all went to school, okay?
[00:16:31.580 --> 00:16:34.640]   We are all so school injured.
[00:16:34.640 --> 00:16:36.620]   We are school injured. - Yes, yes.
[00:16:36.620 --> 00:16:37.700]   - Even now as parents.
[00:16:37.700 --> 00:16:40.780]   And so I took him out after second grade.
[00:16:40.780 --> 00:16:44.700]   I sent my two youngers to the lovely little kindergarten
[00:16:44.700 --> 00:16:46.460]   'cause I thought, what's the harm?
[00:16:46.460 --> 00:16:49.220]   - Right, and them playing with other kids, right.
[00:16:49.220 --> 00:16:50.660]   - And I thought, they'll make friends.
[00:16:50.660 --> 00:16:51.980]   This will be a good thing for them.
[00:16:51.980 --> 00:16:53.500]   And I've got a story about that.
[00:16:53.500 --> 00:16:56.140]   So I don't recommend preschool anymore.
[00:16:56.140 --> 00:16:57.580]   I don't recommend kindergarten.
[00:16:57.580 --> 00:17:01.080]   I recommend no institutionalizing a healthy child.
[00:17:01.080 --> 00:17:04.080]   Do not institutionalize your healthy children.
[00:17:04.080 --> 00:17:05.340]   It's that simple.
[00:17:05.340 --> 00:17:07.840]   But I'll save that story for a minute
[00:17:07.840 --> 00:17:12.840]   because I took my oldest out and all of a sudden,
[00:17:13.020 --> 00:17:16.340]   over the course of say, two or three weeks,
[00:17:16.340 --> 00:17:20.140]   I noticed, gee, they're getting along so much better now.
[00:17:20.140 --> 00:17:20.980]   - Yes.
[00:17:20.980 --> 00:17:22.640]   - The shift was immediate.
[00:17:22.640 --> 00:17:24.620]   It happened very quickly.
[00:17:24.620 --> 00:17:28.720]   And then I started like doing some schoolwork with them.
[00:17:28.720 --> 00:17:30.460]   And it was fun.
[00:17:30.460 --> 00:17:32.320]   Now I get it, I'm a bit of a nerd.
[00:17:32.320 --> 00:17:33.580]   I like the schoolwork.
[00:17:33.580 --> 00:17:35.100]   Like it was fun to me.
[00:17:35.100 --> 00:17:36.320]   - Well, you're talking to nerds.
[00:17:36.320 --> 00:17:38.020]   So we're all in that together.
[00:17:38.020 --> 00:17:41.780]   - But I liked doing stuff with my kids.
[00:17:41.780 --> 00:17:45.540]   And so if you, so, and like I said,
[00:17:45.540 --> 00:17:48.060]   these stories are in the book, "They're Your Kids,"
[00:17:48.060 --> 00:17:52.060]   which really, I wrote it because I started to blog.
[00:17:52.060 --> 00:17:54.000]   My experience as a homeschooler,
[00:17:54.000 --> 00:17:56.180]   I thought if I'm gonna do this experiment,
[00:17:56.180 --> 00:17:58.180]   I might as well share it with other people.
[00:17:58.180 --> 00:17:59.820]   So I started to blog and then eventually
[00:17:59.820 --> 00:18:01.820]   I put it all together in a book.
[00:18:01.820 --> 00:18:04.940]   And the first part of the book is the entire indictment
[00:18:04.940 --> 00:18:06.960]   of our school system,
[00:18:06.960 --> 00:18:10.640]   which goes into the history of the school system
[00:18:10.640 --> 00:18:14.300]   and why it is anti-American, it's anti-constitutional.
[00:18:14.300 --> 00:18:17.340]   Even though it's in state constitutions,
[00:18:17.340 --> 00:18:19.140]   it's not in the national constitution.
[00:18:19.140 --> 00:18:22.180]   So I don't know why we have a Department of Education.
[00:18:22.180 --> 00:18:24.820]   In fact, we should call it the Department of Schooling
[00:18:24.820 --> 00:18:27.820]   because it's not an education center.
