
[00:00:00.000 --> 00:00:02.000]   [music playing]
[00:01:47.260 --> 00:01:49.420]   But maybe what you're looking for is a position
[00:01:49.420 --> 00:01:51.460]   that is more results oriented,
[00:01:51.460 --> 00:01:52.960]   that is going to give you the leeway,
[00:01:52.960 --> 00:01:55.500]   therefore, to essentially structure
[00:01:55.620 --> 00:01:58.020]   your own communication protocols.
[00:01:58.020 --> 00:02:00.720]   All right, I work on this, then this.
[00:02:00.720 --> 00:02:02.220]   Let's touch base on Mondays.
[00:02:02.220 --> 00:02:04.360]   I'll deliver by Fridays or whatever it is.
[00:02:04.360 --> 00:02:07.120]   So having more autonomy in the job gives you the option
[00:02:07.120 --> 00:02:08.620]   of engineering a work life
[00:02:08.620 --> 00:02:10.580]   that is free from the hyperactive hive mind.
[00:02:10.580 --> 00:02:12.320]   Probably going to be your better bet right now.
[00:02:12.320 --> 00:02:15.360]   If you're worried about the hive mind, you should be.
[00:02:15.360 --> 00:02:18.420]   More autonomous type jobs is going to give you the opportunity
[00:02:18.420 --> 00:02:20.260]   to have more of that freedom.
[00:02:20.260 --> 00:02:25.380]   Your second bet is to look for a boss that is flexible.
[00:02:25.740 --> 00:02:28.040]   And reasonable. And so what I'm looking for here
[00:02:28.040 --> 00:02:30.680]   is someone who maybe they're not thinking about these issues,
[00:02:30.680 --> 00:02:33.740]   but if you deployed some of the tricks I've talked about,
[00:02:33.740 --> 00:02:36.480]   deep to shallow work ratios,
[00:02:36.480 --> 00:02:39.520]   talking about attention residue and trying to get by it,
[00:02:39.520 --> 00:02:42.180]   they might change their mind or adjust.
[00:02:42.180 --> 00:02:44.880]   And you can usually tell that pretty quickly
[00:02:44.880 --> 00:02:47.280]   when you talk to a boss if there's a lot of ego involved.
[00:02:47.280 --> 00:02:51.080]   If there's a lot of I'm really looking around to make sure
[00:02:51.080 --> 00:02:53.120]   that no one is threatening my sense of self
[00:02:53.240 --> 00:02:55.580]   or threatening my position, if you're seeing that going on,
[00:02:55.580 --> 00:02:58.020]   that's trouble, but there seems they're reasonable.
[00:02:58.020 --> 00:02:59.880]   They're confident, but humble.
[00:02:59.880 --> 00:03:02.140]   They really just want to enable their workers
[00:03:02.140 --> 00:03:03.380]   to get the best work done.
[00:03:03.380 --> 00:03:05.380]   So like a really reasonable, flexible person.
[00:03:05.380 --> 00:03:09.320]   And then you can probably start to have these careful conversations.
[00:03:09.320 --> 00:03:12.720]   Here's deep work, here's shallow work, both is important.
[00:03:12.720 --> 00:03:14.680]   How much deep work should I be doing?
[00:03:14.680 --> 00:03:16.120]   Oh, geez, I can't really do that.
[00:03:16.120 --> 00:03:18.840]   So what changes can we make so we can hit that number we agreed on?
[00:03:18.840 --> 00:03:21.080]   Those type of conversations become pretty reasonable.
[00:03:21.220 --> 00:03:24.720]   You might literally give them a world without email,
[00:03:24.720 --> 00:03:26.200]   just so you have a shared vocabulary.
[00:03:26.200 --> 00:03:28.460]   Hey, this is interesting. I don't agree with all of it.
[00:03:28.460 --> 00:03:30.760]   But this is interesting. That, by the way, is the trick.
[00:03:30.760 --> 00:03:35.000]   That is the trick if you want to give anyone advice from a book
[00:03:35.000 --> 00:03:37.660]   or an article that you want them to follow and you agree with it.
[00:03:37.660 --> 00:03:39.700]   Just say, I don't agree with all of it.
[00:03:39.700 --> 00:03:41.160]   And then boom, they're right on your side.
[00:03:41.160 --> 00:03:43.120]   And then you have the shared vocabulary, the shared ideas.
[00:03:43.120 --> 00:03:44.860]   That's not a bad idea. So those are your two options.
[00:03:44.860 --> 00:03:47.920]   Either lean into autonomy and then build up
[00:03:47.920 --> 00:03:51.000]   a really non-hyperactive approach to your work.
[00:03:51.120 --> 00:03:53.400]   How you communicate with the world and track your efforts.
[00:03:53.400 --> 00:03:54.860]   Or look for a reasonable boss.
[00:03:54.860 --> 00:03:57.200]   They might not know anything about the Hive Mind.
[00:03:57.200 --> 00:03:58.860]   They might be sending emails left and right,
[00:03:58.860 --> 00:04:02.620]   but they seem like the type of person that could pretty quickly be open
[00:04:02.620 --> 00:04:04.360]   to the idea that maybe there's a better way.
[00:04:04.840 --> 00:04:11.840]   [Music]

