
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:02:28.460 --> 00:02:39.460]   We can't win them all, but we're mobilizing a base of apathetic people who've hitherto for, I've just said, kind of given up apathetically and say, "Nothing you can do about it," and they keep coming back.
[00:02:39.460 --> 00:02:40.460]   "What can you do?"
[00:02:40.460 --> 00:02:49.460]   Well, there is stuff, and so there is a lot of good things you can do, and we seem to be pioneering some processes, but again, it's a lot of fun.
[00:02:49.460 --> 00:02:59.460]   Well, what gives me hope – and it's fitting that we record this on the day after the first Donald Trump and Hillary Clinton debate for the presidential campaign last night.
[00:02:59.460 --> 00:03:10.460]   But what gives me hope is that it seems like with what you describe and what we're going to talk about today, there are strategies that individual people can actually employ and actually make a difference.
[00:03:10.460 --> 00:03:18.460]   And I get so utterly overwhelmed at the insanity of national politics that I've completely given up hope that it even matters.
[00:03:18.460 --> 00:03:25.460]   But I have a tiny little glimmer of hope about local politics, and so I'm hoping you can fan that flame.
[00:03:25.460 --> 00:03:31.460]   So is it possible that you and I as individuals can make a difference in local politics?
[00:03:31.460 --> 00:03:34.460]   Yes, it is. It's not only possible. It's very doable.
[00:03:34.460 --> 00:03:53.460]   And the thing to remember is that all that corruption – I share the same sentiment, by the way.
[00:03:53.460 --> 00:03:55.460]   I've given up on federal stuff because much of the training ground of our Marxist-Keynesian system, the people who get into power administratively, judicially, and particularly legislatively, most of them are trained at the local level.
[00:03:55.460 --> 00:04:03.460]   They started off as city managers or school personnel or county administrators, those sort of things.
[00:04:03.460 --> 00:04:09.460]   So much of what they've perfected at the federal level started back here at the local level.
[00:04:09.460 --> 00:04:22.460]   My long-term goal is to – as we train up a young generation to oppose them at the local level, that they may in fact mature to become the sort of people that would represent us at the state capitals and maybe one day in Washington.
[00:04:22.460 --> 00:04:26.460]   But trying to fix our system by starting with Washington, I quit that.
[00:04:26.460 --> 00:04:30.460]   I came out of federal politics retirement in 2008.
[00:04:30.460 --> 00:04:38.460]   I'd given up back in the '90s, in 2008 when Ron Paul asked me to work for him for his campaigns in Iowa and South Carolina and Minnesota.
[00:04:38.460 --> 00:04:45.460]   So I did work for a while because of the principles that Ron was going to be advocating and got to be in on the early days of that whole explosion.
[00:04:45.460 --> 00:04:50.460]   But I became convinced after it was all done that the battle is at the local level.
[00:04:50.460 --> 00:04:53.460]   And yes, the individual can have a lot of impact.
[00:04:53.460 --> 00:05:00.460]   You wrote an essay on your website called "Why I Defeat Government School Bond Levies at the Ballot Box and Do It for a Profit."
[00:05:00.460 --> 00:05:02.460]   Softball pitch to you.
[00:05:02.460 --> 00:05:08.460]   Why do you choose school bonds as seemingly a primary issue for you to focus on?
[00:05:08.460 --> 00:05:18.460]   The – probably the most base reason of all is that they're messing up a whole generation of children if nothing else.
[00:05:18.460 --> 00:05:22.460]   They're messing them up when it comes in terms of how to manage their money.
[00:05:22.460 --> 00:05:33.460]   There's a lot of other arguments we can sit here and make, but when it comes to managing money, the schools and the examples they set have done a tremendous disarm to children.
[00:05:33.460 --> 00:05:44.460]   We have a lot of kids now coming up in this system where all the palace of facilities that are available, all the accoutrements that come with it, and they look at government.
[00:05:44.460 --> 00:05:49.460]   They don't have any idea where it comes from, most of the kids, and they grow up in this environment.
[00:05:49.460 --> 00:05:56.460]   Then they head off to college and they're told to get four years of party/education.
[00:05:56.460 --> 00:06:05.460]   They get buried in student debts, credit card debts, auto debts, but ten minutes out of college, they have no way to get a job.
[00:06:05.460 --> 00:06:08.460]   Many of them are very unemployable.
[00:06:08.460 --> 00:06:15.460]   They end up back at home and they can't start families because the potential spouse is going to be buried the same way.
[00:06:15.460 --> 00:06:24.460]   So I focus on the schools because for decades, they've been telling us they've been doing this for the children, and it's a con.
[00:06:24.460 --> 00:06:38.460]   It's been for massive contractors, architects, construction managers, vendors of all kinds feed off of this system all in the name of the children, and it's the children who are truly getting hurt by their examples.
[00:06:38.460 --> 00:06:42.460]   So I like to go after the schools to say let's really do something for the kids.
[00:06:42.460 --> 00:06:48.460]   Let's teach them how to be better stewards of the assets and the properties that you already have.
[00:06:48.460 --> 00:06:50.460]   Teach them a lesson by example.
[00:06:50.460 --> 00:07:04.460]   You have them most of the waking hours of the day anyway, so why not give them good illustrations of managing properties better and not show that these kids, they can go borrow and spend themselves into bankruptcy because the government is different.
[00:07:04.460 --> 00:07:05.460]   They can just keep taxing.
[00:07:05.460 --> 00:07:07.460]   When they get in financial trouble, they keep taxing.
[00:07:07.460 --> 00:07:24.460]   I just told a client this morning as I've been telling my clients for years, successful business people make miserable – most often make miserable political clients in these environments when they go up against the schools because I said you think like a successful businessman does.
[00:07:24.460 --> 00:07:36.460]   I've got to maximize my revenue, minimize my expense, build my base with the market so that people respect and like my products and services and so forth, and schools do not think that way.
[00:07:36.460 --> 00:07:41.460]   So don't approach the schools with a good common sense approach of how to manage the money.
[00:07:41.460 --> 00:07:48.460]   If that's your opening line, the schools will just respond with, "Yeah, but it's for the kids."
[00:07:48.460 --> 00:07:52.460]   And so business people can't process this.
[00:07:52.460 --> 00:07:57.460]   They don't understand why doesn't this government school superintendent – why doesn't he see this?
[00:07:57.460 --> 00:07:59.460]   I said because he's trained not to.
[00:07:59.460 --> 00:08:03.460]   He's trained to spend it as fast as he possibly can and get more.
[00:08:03.460 --> 00:08:11.460]   And that's the first mindset that – they know this stuff is in Washington and their state capital, but it takes them a while to process it.
[00:08:11.460 --> 00:08:17.460]   The very same mindset is right here in your county administrator's office, your city administrator's office, your school administrator's office.
[00:08:17.460 --> 00:08:19.460]   It's the same thing.
[00:08:19.460 --> 00:08:33.460]   I think I can justify this discussion of talking about rolling back local taxes as a – in the context of radical personal finance, especially just given of lowering expenses.
[00:08:33.460 --> 00:08:45.460]   But I have to admit it's small on an individual basis for any of us in terms of the actual amount of an increase of a school bond and how much that's actually going to increase our local tax.
[00:08:45.460 --> 00:08:51.460]   It's more of one of those areas of worldview where if you want to make a difference, this is one of those areas.
[00:08:51.460 --> 00:09:06.460]   But is schooling the low-hanging fruit especially for somebody to be able to make an impact on local government or is there something else that's potentially easier and has a bigger effect, especially on our own personal finances?
[00:09:06.460 --> 00:09:25.460]   Well, they're all equally low-hanging fruit when the city or the county or the school comes along with some outrageous proposal, some event center, some rails program, some rail-to-trail thing, something that's going to have no market use effectively.
[00:09:25.460 --> 00:09:29.460]   It's not going to be of any real value to the community.
[00:09:29.460 --> 00:09:31.460]   Those are all low-hanging fruit.
[00:09:31.460 --> 00:09:37.460]   I mean there's plenty we can do on all these proposals at any of these levels.
[00:09:37.460 --> 00:09:48.460]   Schools just happen to be the most – in my experience, they happen to be the ones that are issuing the debt and raising the taxes just as fast or faster than any of them.
[00:09:48.460 --> 00:09:58.460]   Keep in mind that state and local government bonded indebtedness in the year 2000 in this country was right at $1 trillion.
[00:09:58.460 --> 00:10:03.460]   It's now touching right up to $4 trillion in 16 years.
[00:10:03.460 --> 00:10:06.460]   In 16 years, it's nearly quadrupled.
[00:10:06.460 --> 00:10:18.460]   So the property taxes are going through the roof and I would probably differ a little bit with minimizing that additional increase when people on a typical home and so forth.
[00:10:18.460 --> 00:10:22.460]   I get lots of people in metros and stuff saying, "I bought this home.
[00:10:22.460 --> 00:10:31.460]   It was $1,200 a year for property taxes and now I'm paying $6,000, $7,000, $8,000 a year in annual property tax," on up.
[00:10:31.460 --> 00:10:41.460]   I've seen even much more in the case of small businesses or people who have a business that has – they need real estate, i.e. farmers and ranchers and so forth.
[00:10:41.460 --> 00:10:54.460]   I'm dealing with a client right now that's in a rural area that is looking at a $50,000 a year increase in one year for the next 25 years on his land tax if this thing passes.
[00:10:54.460 --> 00:11:01.460]   And so if your business is real estate heavy, these things are very onerous to your bottom line.
[00:11:01.460 --> 00:11:10.460]   But even in residentials, the pain – because of this trend the last 16 years, the pain is becoming very real for more and more households.
[00:11:10.460 --> 00:11:16.460]   So there's a ready market and I often tell my clients they have all the PR.
[00:11:16.460 --> 00:11:18.460]   They have all the local media.
[00:11:18.460 --> 00:11:26.460]   They have all the systems in place telling their story how underworked and overpaid and how wore out their facilities are and all this stuff.
[00:11:26.460 --> 00:11:32.460]   And so that PR message pounds away in these communities across the nation daily.
[00:11:32.460 --> 00:11:37.460]   But the one thing we have going for us is that when people hear all that, they kind of concede it.
[00:11:37.460 --> 00:11:46.460]   Then the next day they get their property tax statement or their escrow notice from the bank that's gone up this much more dramatic increase for property taxes.
[00:11:46.460 --> 00:11:49.460]   They're saying, "What do they mean underpaid, underfunded?
[00:11:49.460 --> 00:11:51.460]   Where is this money going?"
[00:11:51.460 --> 00:12:06.460]   And so it's a – the leverage and the taxation that's increasing so dramatically is becoming very readily available for us to get to the community.
[00:12:06.460 --> 00:12:14.460]   And when we start articulating a message up against the propaganda machine that they have, we can relate – people can relate to what we're saying.
[00:12:14.460 --> 00:12:16.460]   Yes, this is my household budget.
[00:12:16.460 --> 00:12:17.460]   I'm seeing this.
[00:12:17.460 --> 00:12:19.460]   I'm feeling it.
[00:12:19.460 --> 00:12:22.460]   We can get a lot of political support that way.
[00:12:22.460 --> 00:12:31.460]   It's interesting because I've always wanted to see a politician who would actually take on the education system.
[00:12:31.460 --> 00:12:35.460]   It just seems like from left and right, everyone kind of buckles under.
[00:12:35.460 --> 00:12:36.460]   It's got to be for the kids.
[00:12:36.460 --> 00:12:37.460]   Exactly what you said earlier.
[00:12:37.460 --> 00:12:38.460]   It's for the kids.
[00:12:38.460 --> 00:12:39.460]   We're doing bad.
[00:12:39.460 --> 00:12:43.460]   So automatically because we're doing bad, we've got to spend more money.
[00:12:43.460 --> 00:12:54.460]   And it's hard for me to believe that people in general will actually see through that and will actually – again, on a broad basis, will be open to a different model.
[00:12:54.460 --> 00:12:56.460]   Go ahead.
[00:12:56.460 --> 00:13:03.460]   Well, and the fun part is when I can take a comprehensive annual financial report – I used to audit banks and so forth.
[00:13:03.460 --> 00:13:06.460]   So I can take the CAFRs from a government entity.
[00:13:06.460 --> 00:13:22.460]   And two things now, the GASB, the Government Accounting Standards Board, as of June 30, 2014, now require these local governments to disclose fully what their unfunded pension liability is that none of the local politicians are talking about.
[00:13:22.460 --> 00:13:30.460]   They're also requiring them to disclose that they're using this bogus 7.5 percent interest rate on the actuarial fund.
[00:13:30.460 --> 00:13:38.460]   And then they tell them to disclose how much the liability will be if you're not meeting that target of 7.5 percent.
[00:13:38.460 --> 00:13:42.460]   And then finally they make them disclose what the fund is actually getting.
[00:13:42.460 --> 00:13:50.460]   So they're getting 4 percent and they're saying they're – I looked at one the other day that said they were – well, there's several I looked at.
[00:13:50.460 --> 00:13:56.460]   But there's one that's $240 million unfunded liability in a county in South Carolina.
[00:13:56.460 --> 00:14:09.460]   But when we got done with the actual interest rate on the fund and took it down to what the market was earning in this district, it was $410 million in unfunded liabilities for this one county government.
[00:14:09.460 --> 00:14:14.460]   And so we bring this out to the community and we say, look, they're saying the state is going to manage the retirements.
[00:14:14.460 --> 00:14:16.460]   They're going to take care of all this.
[00:14:16.460 --> 00:14:20.460]   And we talk to state treasurers and they say that's not on our financial statement.
[00:14:20.460 --> 00:14:22.460]   That's on the county's financial statement.
[00:14:22.460 --> 00:14:24.460]   We manage the funds, but the liability is theirs.
[00:14:24.460 --> 00:14:27.460]   They entered into the employment contracts, the benefits contracts.
[00:14:27.460 --> 00:14:28.460]   They have the liability.
[00:14:28.460 --> 00:14:39.460]   When the state finally can't come up with the money and those checks are coming in, that's when the major tax increases are going to be coming or they're going to have to renegotiate the defined benefit contracts.
[00:14:39.460 --> 00:14:41.460]   That's one area.
[00:14:41.460 --> 00:14:54.460]   The other area is with the standard of CAFRs now, Comprehensive Annual Financial Report, they're required under the CAFR standard to put in lots of statistical data in the back end of the audit, the annual audit.
[00:14:54.460 --> 00:14:57.460]   And that saves a lot of work for the local taxpayers.
[00:14:57.460 --> 00:15:04.460]   I can take their general fund expenses per student, for example, if it's a school.
[00:15:04.460 --> 00:15:08.460]   I can go back 10 years and say here's where it was back then.
[00:15:08.460 --> 00:15:24.460]   Here's if it grew by the CPI adjusted for the type of demographics you are and they grew that general fund expense for that school district by the CPI per student for the last 10 years.
[00:15:24.460 --> 00:15:25.460]   Here's where they would be.
[00:15:25.460 --> 00:15:29.460]   And we show this in a graph, a colorful graph.
[00:15:29.460 --> 00:15:33.460]   And then we show the actual spending and it's often double.
[00:15:33.460 --> 00:15:36.460]   It's way above, way above.
[00:15:36.460 --> 00:15:42.460]   I have taxpayers look at that and they say, "They've been telling us how underfunded they've been for all these years.
[00:15:42.460 --> 00:15:44.460]   This is outrageous."
[00:15:44.460 --> 00:15:52.460]   There's a PR gimmick that's been going on for decades covering for these people and often we get a shell shock.
[00:15:52.460 --> 00:15:57.460]   People can't quite believe what we revealed to them when they first see it.
[00:15:57.460 --> 00:15:59.460]   That's why we have here's the link.
[00:15:59.460 --> 00:16:01.460]   Go look at the financial statement yourself.
[00:16:01.460 --> 00:16:03.460]   Here's where we get the CPI, etc.
[00:16:03.460 --> 00:16:15.460]   And that's where we start to get people's attention because now all of a sudden the reality from their own financial statement starts to parallel their own business tax rates or their own household tax increases.
[00:16:15.460 --> 00:16:17.460]   Now it starts to make sense.
[00:16:17.460 --> 00:16:23.460]   And that's where you can start to cast real doubt upon the do it for the kids idea.
[00:16:23.460 --> 00:16:28.460]   Paul, my selfish reason for interviewing on Radical Personal Finance is I want your free consulting services.
[00:16:28.460 --> 00:16:32.460]   I'm just letting my audience listen in for their benefit.
[00:16:32.460 --> 00:16:34.460]   Happens all the time.
[00:16:34.460 --> 00:16:36.460]   So here's the situation.
[00:16:36.460 --> 00:16:42.460]   I look at my local government and I'm not politically active very much on a local basis for a reason I'll get to in a minute.
[00:16:42.460 --> 00:16:46.460]   Well, I mean the reason is I just feel a little bit hopeless.
[00:16:46.460 --> 00:16:52.460]   But I'm considering areas of more of increasing political involvement especially for two things.
[00:16:52.460 --> 00:16:54.460]   Number one is my schedule.
[00:16:54.460 --> 00:17:00.460]   I'm working to get my schedule more opened up in the coming years and also with my children.
[00:17:00.460 --> 00:17:02.460]   I have two young children.
[00:17:02.460 --> 00:17:03.460]   I have a three-year-old and a one-year-old.
[00:17:03.460 --> 00:17:04.460]   So they're a little bit young.
[00:17:04.460 --> 00:17:08.460]   But I intend to be very involved in the home education community here locally.
[00:17:08.460 --> 00:17:25.460]   And when I look at home-educated students, I kind of see this army of – this vast underutilized army of students who are intelligent, who are well-read, who can be helped, and who can be guided.
[00:17:25.460 --> 00:17:40.460]   And I look at a local political establishment and I just think, "If I can work and organize some of the local home-education students," and we put in a few hours a week into working to keep the local community accountable and keep the local politicians accountable.
[00:17:40.460 --> 00:17:43.460]   I mean I've got huge ideas of what could be done.
[00:17:43.460 --> 00:17:48.460]   And I've studied some of the local political watchdog groups around the country to see kind of what they're doing.
[00:17:48.460 --> 00:17:55.460]   And so over the next decade or two, I kind of have this little dream that possibly I'll be able to affect something here in my local area.
[00:17:55.460 --> 00:17:57.460]   So that's the background.
[00:17:57.460 --> 00:18:00.460]   And the consulting question for you is this.
[00:18:00.460 --> 00:18:07.460]   If you were talking to somebody like me saying, "I'm looking at my local system and I want to make a change.
[00:18:07.460 --> 00:18:08.460]   I want to pull back costs.
[00:18:08.460 --> 00:18:14.460]   I want to roll back the local government," what would be my first steps?
[00:18:14.460 --> 00:18:22.460]   How would I analyze the problem and what would I go about actually doing in order to start to lay the groundwork for a political movement?
[00:18:22.460 --> 00:18:37.460]   First thing I would do is connect up with someone who's a financial analyst who can crunch accounting statements and so forth and build yourself a knowledge base of what these governments have been doing for the last 10 or 15 years.
[00:18:37.460 --> 00:18:40.460]   Get to understand their trends, where they're going, what's happening.
[00:18:40.460 --> 00:18:45.460]   Always doing linear trends over time starts to focus.
[00:18:45.460 --> 00:18:48.460]   You can start to see here's the ones that are really out of control.
[00:18:48.460 --> 00:18:51.460]   Here's the low-hanging fruit.
[00:18:51.460 --> 00:18:53.460]   Here's the target we can start with.
[00:18:53.460 --> 00:19:02.460]   Second of all, if you show up out of nowhere and you show up at public budget hearings and say, "You guys are spending excessively," and blah, blah, blah, and they're going to say, "Who are you?"
[00:19:02.460 --> 00:19:04.460]   You know, "OK, thank you very much.
[00:19:04.460 --> 00:19:05.460]   See you later."
[00:19:05.460 --> 00:19:21.460]   The way you prepare yourself by analyzing and studying and seeing where they're at and keeping press clips, links of news sites, stories of promises of we're going to watch our costs and all these things.
[00:19:21.460 --> 00:19:34.460]   Start building a file of collecting this stuff so you can demonstrate to people three years later, two years later, 10 years later, they promised us when they passed this tax they would never do this and here they're doing it.
[00:19:34.460 --> 00:19:36.460]   So build a data file.
[00:19:36.460 --> 00:19:38.460]   Keep clips.
[00:19:38.460 --> 00:19:39.460]   Keep links.
[00:19:39.460 --> 00:19:40.460]   Do various stories.
[00:19:40.460 --> 00:19:43.460]   Start analyzing the financials of the districts.
[00:19:43.460 --> 00:19:46.460]   Watch them each year when they update and so forth.
[00:19:46.460 --> 00:19:58.460]   I gave a workshop here in Texas a while back and I stood in front of some homeschool kids and I said, "Go get some training at the community college or the state university in Keynesian economics and finance.
[00:19:58.460 --> 00:20:00.460]   Don't believe the crap.
[00:20:00.460 --> 00:20:03.460]   Just understand how they work.
[00:20:03.460 --> 00:20:08.460]   Get these kids to look at – and also in finance.
[00:20:08.460 --> 00:20:12.460]   Understand the math and the nature of finance and so forth.
[00:20:12.460 --> 00:20:25.460]   Don't buy into all the debt leverage and all that stuff but understand the nature of how these systems work so that when the time comes, you can then engage them with knowledge and understanding."
[00:20:25.460 --> 00:20:37.460]   With that said, I think one of the most underutilized and I make a claim misdirected army in this country has been the homeschool movement.
[00:20:37.460 --> 00:20:51.460]   I think a poor eschatology, if you will, a poor view of Christ's kingdom and kingdom advancement and engaging the system has been prospered for a long time.
[00:20:51.460 --> 00:21:01.460]   I have many, many homeschool families that could do so many powerful things in their communities and they sit in the sidelines convinced that we don't want to upset them.
[00:21:01.460 --> 00:21:06.460]   We're there – Romans 13 says to obey the civil authorities and yada, yada.
[00:21:06.460 --> 00:21:08.460]   They won't engage.
[00:21:08.460 --> 00:21:19.460]   The flip side is when I have a family, a father who gets it like I have in Coles County, Illinois, father of nine homeschool children and they understand the money system.
[00:21:19.460 --> 00:21:25.460]   They understand the debt system, the central banking system and they've trained their children accordingly.
[00:21:25.460 --> 00:21:44.460]   When it comes time to take on the system, I've never seen a more powerful tool than this family in Coles County, Illinois and to the point that the homeschool boys will be so emboldened that when they're holding an informational meeting at the public high school, why this new tax, why this new spending proposal is so needed.
[00:21:44.460 --> 00:21:56.460]   Those boys will stand out in front of the front doors as homeschool boys and passing out flyers showing the offset and why they should vote no to everybody going into the school's meetings and they will go up and down the streets.
[00:21:56.460 --> 00:21:58.460]   They'll pass out flyers door to door.
[00:21:58.460 --> 00:22:00.460]   They'll say we'll be back in a half an hour.
[00:22:00.460 --> 00:22:02.460]   If you like a yard sign, just give us a thumbs up.
[00:22:02.460 --> 00:22:12.460]   They'll go at 6, 8, 10 blocks down the street and you've got 16, 17, 18-year-old boys doing this and all of a sudden the community is getting introduced to homeschool kids.
[00:22:12.460 --> 00:22:24.460]   They're polite kids, polite, intelligent young men standing on my porch or at the back door and they hand out a one-page flyer and at the very bottom it says if you like a yard sign, we'll stop back in a few minutes.
[00:22:24.460 --> 00:22:30.460]   They'll double back and they'll go right back down the street again and they'll put every second or third property, they'll put up a no sign.
[00:22:30.460 --> 00:22:42.460]   That's just the beginning of what a homeschool army of young people could do and they then get to see the corruption with their own eyes as they're engaged in the fight.
[00:22:42.460 --> 00:22:50.460]   They get to see a whole lot and then as young people, it doubles down their resolve as to why they need to engage.
[00:22:50.460 --> 00:22:58.460]   So start by analyzing what's going on.
[00:22:58.460 --> 00:23:00.460]   Get to their CAFRs.
[00:23:00.460 --> 00:23:03.460]   You go to the local government agency and you look at the departments.
[00:23:03.460 --> 00:23:06.460]   You look at finance and you look at audits and you find the CAFRs.
[00:23:06.460 --> 00:23:14.460]   From there, look at those and the unfunded pension liabilities and start building a knowledge base.
[00:23:14.460 --> 00:23:32.460]   You're leading up to the point when you have a knowledge base, the way you gain credibility in the community is when they then call for some voter-approved funding levy or a bond they need to issue or something that your state statutes require them to vote of the people.
[00:23:32.460 --> 00:23:44.460]   Then you arrive on the scene and you engage them and you run a campaign and if you win or give them a good, healthy fight, all of a sudden you went from a nobody out in the wilderness.
[00:23:44.460 --> 00:23:53.460]   You now have political credibility that people see your professional message, your professional approach, your what I call gracious aggressiveness.
[00:23:53.460 --> 00:23:55.460]   We're very kind but we're very bold.
[00:23:55.460 --> 00:23:57.460]   We don't back down.
[00:23:57.460 --> 00:24:03.460]   When you tie the two together, all of a sudden people in the community are saying, "Who are you people?
[00:24:03.460 --> 00:24:05.460]   Where did they come from?"
[00:24:05.460 --> 00:24:08.460]   Now you got the seed foundation for a growing movement.
[00:24:08.460 --> 00:24:25.460]   So you spend most of the research time doing that privately and just compiling your own files and then only after you pick a battle, whether it's a bond issue or whether it's an election or if there's an amendment of some kind, only after you pick a battle that you decided is going to be your initial battle do you go public?
[00:24:25.460 --> 00:24:27.460]   Is that what you're recommending?
[00:24:27.460 --> 00:24:37.460]   Yes, yes because if you want the experience to go to the public hearings on the budget and testify and so forth, all these tax groups have done this for years.
[00:24:37.460 --> 00:24:42.460]   It gets a little news in the paper and then they go ahead and do what they're going to do and it goes on.
[00:24:42.460 --> 00:24:49.460]   Initially when I started all this, some of the strongest opposition was from the local tax watch groups.
[00:24:49.460 --> 00:24:50.460]   "Oh, we've tried all that.
[00:24:50.460 --> 00:24:51.460]   You can't do that.
[00:24:51.460 --> 00:24:53.460]   We know what they're doing.
[00:24:53.460 --> 00:24:54.460]   You can't stop that."
[00:24:54.460 --> 00:24:55.460]   I said, "Oh, really?
[00:24:55.460 --> 00:24:57.460]   Okay, well thanks anyway."
[00:24:57.460 --> 00:25:10.460]   I've had some places where the – one of them at the time 10, 15 years ago, Douglas County, Nebraska, Omaha, the head of the Douglas County Tax Watch Group was a state employee.
[00:25:10.460 --> 00:25:15.460]   I get very nervous when I see government employees running the local tax watch groups.
[00:25:15.460 --> 00:25:20.460]   Not that they can't be concerned but most often their loyalties are to the system.
[00:25:20.460 --> 00:25:24.460]   So I have not had a lot of good experience.
[00:25:24.460 --> 00:25:30.460]   They're out there, I'm sure, but a lot of them will not engage on the political side when it comes time to fight them.
[00:25:30.460 --> 00:25:37.460]   So building the base and then going to their hearings and testifying and so forth, that would be good experience.
[00:25:37.460 --> 00:25:38.460]   They're not going to listen to you.
[00:25:38.460 --> 00:25:44.460]   The only time they're going to listen to you is when they know that you can deliver the political punch to stop them.
[00:25:44.460 --> 00:25:49.460]   At that point, they'll start to respect you.
[00:25:49.460 --> 00:25:50.460]   I'd love to hear some more stories.
[00:25:50.460 --> 00:25:53.460]   You mentioned that family that you're connected with in Illinois.
[00:25:53.460 --> 00:25:57.460]   Share with me some other victory stories, your own family.
[00:25:57.460 --> 00:26:04.460]   I know your sons were recently involved in Missouri with a significant political move there.
[00:26:04.460 --> 00:26:06.460]   Share with us some more stories of victory.
[00:26:06.460 --> 00:26:11.460]   I don't like to – it seems like I'm boasting.
[00:26:11.460 --> 00:26:16.460]   We believe this – my wife and I have believed this vision for 25 years.
[00:26:16.460 --> 00:26:22.460]   We kind of went out in the wilderness to train up a generation of kids in our family.
[00:26:22.460 --> 00:26:23.460]   We've been blessed with 11 children.
[00:26:23.460 --> 00:26:34.460]   My wife back in 1982 won the National Newspaper Association's first prize award in spot news category for the weekly editions.
[00:26:34.460 --> 00:26:41.460]   There were 750 papers nationwide that were entered, and she won first prize in this category.
[00:26:41.460 --> 00:26:52.460]   The day she was supposed to be walking across the stage in Phoenix, Arizona and receive her award, she was bearing our second son into the world, who is now down in Missouri here recently.
[00:26:52.460 --> 00:26:58.460]   She decided to set aside her career and teach our children, home educate our children.
[00:26:58.460 --> 00:27:02.460]   I handle Bible and math and so forth, but she handles the writing.
[00:27:02.460 --> 00:27:12.460]   She's taught our children how to write very well, and they're now using those skills out into the world politically, within their churches, culturally, wherever.
[00:27:12.460 --> 00:27:16.460]   Our children – we have seven of our 11 are now married.
[00:27:16.460 --> 00:27:20.460]   We have our 20th grandchild that we just heard last week is on the way.
[00:27:20.460 --> 00:27:29.460]   They're all being homeschooled and taught the same faith we hold to, a very optimistic, forward-looking eschatology, a kingdom-advancing eschatology.
[00:27:29.460 --> 00:27:42.460]   So we've taught our kids – when our youngest was – when our oldest was 12 and our second oldest was 10, they got to get arrested the first time with their dad sitting in front of an abortion clinic.
[00:27:42.460 --> 00:27:44.460]   I'm an old operation rescue activist as well.
[00:27:44.460 --> 00:27:56.460]   So they got to spend the weekend in juvenile detention and come out with great big wide eyes, but all of a sudden, the system doesn't frighten you near so much.
[00:27:56.460 --> 00:27:59.460]   Been there, done that sort of thing.
[00:27:59.460 --> 00:28:12.460]   So they grew up leaflet dropping, publicly protesting, picketing, wickedness at every level, institutionally, government and even churches and colleges.
[00:28:12.460 --> 00:28:16.460]   And so training your children – people have asked me that many times.
[00:28:16.460 --> 00:28:18.460]   How do you do this?
[00:28:18.460 --> 00:28:20.460]   I said, "Take them street side when they're little.
[00:28:20.460 --> 00:28:26.460]   Stand for righteousness. Stand for Christ. Stand against the darkness, whatever it is.
[00:28:26.460 --> 00:28:34.460]   And do it and let your children watch as you have to contend for what's – against what's wrong and for what's right."
