
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:01:57.000 --> 00:02:01.020]   and to encourage us to true worship?
[00:02:01.020 --> 00:02:04.880]   What if y'all, in this season of busy, busy, busy,
[00:02:04.880 --> 00:02:09.880]   we celebrated Christmas by praying together,
[00:02:09.880 --> 00:02:13.720]   playing together, reading together,
[00:02:13.720 --> 00:02:18.720]   exploring together, and serving together?
[00:02:19.200 --> 00:02:23.200]   So this Advent season, the everyday educator
[00:02:23.200 --> 00:02:26.840]   wants to practice these habits along with you.
[00:02:26.840 --> 00:02:30.600]   And we're gonna talk to others who want to try this plan too.
[00:02:30.600 --> 00:02:33.840]   So you guys listen in every Tuesday
[00:02:33.840 --> 00:02:35.840]   to ponder the next habit.
[00:02:35.840 --> 00:02:40.840]   And today we're gonna be thinking about exploring together.
[00:02:40.840 --> 00:02:44.400]   And I have one of my favorite friends
[00:02:44.400 --> 00:02:48.320]   to talk about this with, Amy Jones.
[00:02:48.320 --> 00:02:50.060]   Amy, Merry Christmas.
[00:02:50.060 --> 00:02:52.000]   - Oh, Merry Christmas, Lisa.
[00:02:52.000 --> 00:02:55.240]   And what a lovely way to start the season,
[00:02:55.240 --> 00:03:00.240]   to just practice those simple habits like you were saying,
[00:03:00.240 --> 00:03:05.720]   and really be, it's like you can be
[00:03:05.720 --> 00:03:09.200]   keeping things really simple but intentional.
[00:03:09.200 --> 00:03:12.160]   And I think that is, those two things
[00:03:12.160 --> 00:03:17.160]   marry really well together because you are thinking
[00:03:18.160 --> 00:03:20.840]   you're not just flying by the seat of your pants,
[00:03:20.840 --> 00:03:25.840]   which I just thought, but you're actually thinking,
[00:03:25.840 --> 00:03:29.260]   looking for opportunities to intentionally incorporate
[00:03:29.260 --> 00:03:31.680]   those lovely habits.
[00:03:31.680 --> 00:03:35.120]   And it does help you simplify, it helps you slow down.
[00:03:35.120 --> 00:03:36.520]   So that's great.
[00:03:36.520 --> 00:03:40.240]   - And I think simplifying and slowing down
[00:03:40.240 --> 00:03:43.660]   and being intentional really are the best ways
[00:03:43.660 --> 00:03:46.120]   to make good memories with our families.
[00:03:46.120 --> 00:03:48.640]   And that's what we're all after,
[00:03:48.640 --> 00:03:51.360]   not just doing another thing.
[00:03:51.360 --> 00:03:52.320]   You know what, Amy?
[00:03:52.320 --> 00:03:56.820]   I think that those of us, and I'm including myself,
[00:03:56.820 --> 00:04:01.000]   who fall into the busy, busy trap of this season
[00:04:01.000 --> 00:04:04.580]   are doing it to make memories.
[00:04:04.580 --> 00:04:07.320]   So we say yes to the get together,
[00:04:07.320 --> 00:04:09.800]   or yes to the Christmas caroling,
[00:04:09.800 --> 00:04:12.220]   or yes to the neighborhood potluck,
[00:04:13.280 --> 00:04:18.280]   all in search of memories that will delight and last.
[00:04:18.280 --> 00:04:24.580]   But what I have discovered is the more frenzied I become,
[00:04:24.580 --> 00:04:32.720]   the less I make a memory I want to hold onto,
[00:04:32.720 --> 00:04:36.240]   the more I'm just tired and maybe going through the motion.
[00:04:36.240 --> 00:04:39.360]   So I love what you said about simplifying
[00:04:39.360 --> 00:04:43.480]   and being intentional, and I submit to you guys
[00:04:43.480 --> 00:04:48.300]   that those are two things that make the very best memories.
[00:04:48.300 --> 00:04:50.280]   So Amy and I are gonna talk today
[00:04:50.280 --> 00:04:55.160]   about the habit of exploring together
[00:04:55.160 --> 00:04:58.380]   and what might that look like at Christmas.
[00:04:58.380 --> 00:04:59.800]   But I wanna ask you first, Amy,
[00:04:59.800 --> 00:05:04.680]   did you consider yourself a curious child?
[00:05:04.680 --> 00:05:07.040]   Like, were you curious about things?
[00:05:07.040 --> 00:05:11.160]   - Oh, yes, I think I was naturally pretty curious.
[00:05:11.160 --> 00:05:13.040]   I don't know if I would have,
[00:05:13.040 --> 00:05:15.880]   I think some people would have said quirky.
[00:05:15.880 --> 00:05:18.120]   (laughing)
[00:05:18.120 --> 00:05:20.680]   I'm staying curious.
[00:05:20.680 --> 00:05:21.880]   - Yeah, there you go.
[00:05:21.880 --> 00:05:26.480]   - I did just ask a lot of questions,
[00:05:26.480 --> 00:05:30.600]   and I think I lived on a farm,
[00:05:30.600 --> 00:05:33.960]   and so I was given a lot of time to wander around
[00:05:33.960 --> 00:05:38.960]   and just poke and prod at different parts of the world,
[00:05:38.960 --> 00:05:42.280]   and we had animals on our farms.
[00:05:42.280 --> 00:05:44.400]   So there was always something around
[00:05:44.400 --> 00:05:49.400]   that was pretty wonderful to kind of explore.
[00:05:49.400 --> 00:05:53.300]   So I think I naturally did that.
[00:05:53.300 --> 00:05:55.460]   Now, people express their curiosity
[00:05:55.460 --> 00:05:57.200]   in so many different ways.
[00:05:57.200 --> 00:05:59.160]   Some people are curious about words,
[00:05:59.160 --> 00:06:02.080]   or some people are curious about nature,
[00:06:02.080 --> 00:06:04.640]   and we usually associate it with nature.
[00:06:04.640 --> 00:06:08.920]   But some people are curious about how you make a better meal
[00:06:08.920 --> 00:06:13.040]   or how you create a story.
[00:06:13.040 --> 00:06:17.480]   So I think children, to help recognize
[00:06:17.480 --> 00:06:21.260]   that children have natural curiosities
[00:06:21.260 --> 00:06:23.000]   that are individualized to them,
[00:06:23.000 --> 00:06:25.720]   and just to kind of recognize it instead of thinking,
[00:06:25.720 --> 00:06:27.280]   oh, they just like to play ball.
[00:06:27.280 --> 00:06:29.660]   Well, there's a curiosity there
[00:06:29.660 --> 00:06:31.220]   that they're exploring naturally.
[00:06:31.220 --> 00:06:34.920]   So I think sometimes we relegate exploring
[00:06:34.920 --> 00:06:37.840]   to like nature or that sort of thing,
[00:06:37.840 --> 00:06:42.840]   whereas really, God has given us natural curiosities
[00:06:42.840 --> 00:06:45.040]   about so many different things.
[00:06:45.040 --> 00:06:48.060]   And I think recognizing those in your children
[00:06:48.060 --> 00:06:49.960]   instead of calling them quirky, maybe.
[00:06:49.960 --> 00:06:50.800]   - Yes, yes.
[00:06:50.800 --> 00:06:54.840]   - Just be curious about things like rocks and bugs.
[00:06:54.840 --> 00:06:58.440]   - Yeah, yeah, that was such a good insight, Amy.
[00:06:58.440 --> 00:06:59.640]   That was a really good insight.
[00:06:59.640 --> 00:07:02.560]   I was, I grew up as a city child.
[00:07:02.560 --> 00:07:05.100]   So I lived in the city when I was little.
[00:07:05.100 --> 00:07:08.980]   And so my curiosity did tend to be about words.
[00:07:08.980 --> 00:07:11.380]   I loved to read from an early age.
[00:07:11.380 --> 00:07:15.200]   But I was also curious about how things worked.
[00:07:15.200 --> 00:07:19.500]   And I can remember, 'cause I did play outside a lot.
[00:07:19.500 --> 00:07:21.880]   I still was from that generation where mom said,
[00:07:21.880 --> 00:07:23.180]   okay, time to go outside.
[00:07:23.180 --> 00:07:25.520]   And you just went out and you played.
[00:07:25.520 --> 00:07:29.560]   And so I remember, even as a little, little person
[00:07:29.560 --> 00:07:32.120]   trying to explain the world to myself,
[00:07:32.120 --> 00:07:35.720]   I was curious about how things worked.
[00:07:35.720 --> 00:07:40.440]   And I can remember being outside in the summertime
[00:07:40.440 --> 00:07:43.840]   and knowing that a storm was about to come up.
[00:07:43.840 --> 00:07:46.480]   You know, the sky would get really purpley dark
[00:07:46.480 --> 00:07:49.260]   and you would hear the rumbles maybe of thunder
[00:07:49.260 --> 00:07:51.720]   in the distance, and the wind would pick up.
[00:07:51.720 --> 00:07:53.820]   And always, and I noticed,
[00:07:53.820 --> 00:07:56.080]   this is before I was in kindergarten,
[00:07:56.080 --> 00:08:00.200]   I noticed that the leaves always turned,
[00:08:00.200 --> 00:08:01.680]   the backs of the leaves.
[00:08:01.680 --> 00:08:04.960]   And I didn't know, that was really weird to me.
[00:08:04.960 --> 00:08:06.360]   And they looked a different color,
[00:08:06.360 --> 00:08:08.420]   but I could tell it was just 'cause I was seeing the back.
[00:08:08.420 --> 00:08:12.560]   And I called them, for some reason, cheese trees.
[00:08:12.560 --> 00:08:15.960]   And so my little self, it's like, okay,
[00:08:15.960 --> 00:08:17.640]   so it's getting ready to be a storm
[00:08:17.640 --> 00:08:19.320]   because they're cheese trees.
[00:08:19.320 --> 00:08:21.800]   And I think I said that to my mom one time.
[00:08:21.800 --> 00:08:25.460]   And she was like, now what, what is there, what, there, what?
[00:08:25.460 --> 00:08:28.340]   And I was sort of embarrassed, but it was because,
[00:08:28.340 --> 00:08:31.200]   and I, so I was real sensitive to my children
[00:08:31.200 --> 00:08:33.280]   when they came up with these phrases,
[00:08:33.280 --> 00:08:37.760]   because it was a way that I had explained the world
[00:08:37.760 --> 00:08:40.760]   to my little four-year-old mind.
[00:08:40.760 --> 00:08:44.000]   And that's what, I was exploring the world.
[00:08:44.000 --> 00:08:46.980]   Did you have explorer kids, Amy,
[00:08:46.980 --> 00:08:49.080]   did you have kids who liked to explore?
[00:08:49.080 --> 00:08:51.840]   - Yes, and that was one of the benefits of homeschooling.
[00:08:51.840 --> 00:08:54.560]   I got to watch them explore.
[00:08:54.560 --> 00:08:58.440]   You know, I was part of that, you know,
[00:08:58.440 --> 00:09:01.800]   they're exploring and kind of offering opportunities
[00:09:01.800 --> 00:09:03.480]   for them to explore in their way.
[00:09:03.480 --> 00:09:08.480]   My oldest was a constant outdoors person.
[00:09:08.480 --> 00:09:12.200]   He had a stick in his hand since he was one.
[00:09:12.200 --> 00:09:14.240]   He was always poking and prodding.
[00:09:14.240 --> 00:09:19.320]   And he was a wanderer.
[00:09:19.320 --> 00:09:22.900]   You know, he just, he looked very much,
[00:09:22.900 --> 00:09:25.160]   he's a very internal processor,
[00:09:25.160 --> 00:09:26.560]   that's what I would say now.
[00:09:26.560 --> 00:09:30.580]   But he would just, I would look at him
[00:09:30.580 --> 00:09:33.140]   and it would look like he was just spacing out, you know?
[00:09:33.140 --> 00:09:35.120]   - He's just thinking about things.
[00:09:35.120 --> 00:09:39.620]   - And thinking and looking and turning over things.
[00:09:39.620 --> 00:09:44.080]   And then just, he was much more of that kind of person.
[00:09:44.080 --> 00:09:46.920]   And my daughter was more like you.
[00:09:46.920 --> 00:09:50.260]   She was a real words and relationship person.
[00:09:50.260 --> 00:09:54.400]   So she was always trying to make sense of interactions
[00:09:54.400 --> 00:09:56.280]   and how do we encourage people.
[00:09:56.280 --> 00:10:01.280]   I mean, I had to recently cleaned out the number of notes
[00:10:01.280 --> 00:10:05.160]   that she wrote me almost every day.
[00:10:05.160 --> 00:10:10.160]   I had stacks and stacks of hearts and I love yous.
[00:10:10.160 --> 00:10:13.840]   And so she was always exploring in those terms,
[00:10:13.840 --> 00:10:18.260]   like how relationships work and how she could use her words.
[00:10:18.260 --> 00:10:19.640]   And she loved reading.
[00:10:19.640 --> 00:10:22.480]   So there were those and then my other sons
[00:10:22.480 --> 00:10:26.080]   are sports boys, you know, active.
[00:10:26.080 --> 00:10:28.800]   So they were always like trying things
[00:10:28.800 --> 00:10:32.340]   with mechanical things or make them go faster
[00:10:32.340 --> 00:10:36.320]   or hit harder or destroy more.
[00:10:36.320 --> 00:10:37.480]   - Yes, yes, yes.
[00:10:37.480 --> 00:10:39.200]   How many ways can I break this?
[00:10:39.200 --> 00:10:41.340]   - Yes, yes, yes.
[00:10:41.340 --> 00:10:44.280]   Can I turn, set something on fire?
[00:10:44.280 --> 00:10:46.080]   I was like, no, you can't.
[00:10:46.080 --> 00:10:47.380]   - Yes, you cannot.
[00:10:47.380 --> 00:10:50.240]   - I can remember coming home one time to discover
[00:10:50.240 --> 00:10:53.040]   that my husband had taught the girls
[00:10:53.040 --> 00:10:54.780]   and they were not old, okay?
[00:10:54.780 --> 00:10:57.480]   So they were like, you know, seven and five,
[00:10:57.480 --> 00:11:00.960]   had taught them how to burn a leaf
[00:11:00.960 --> 00:11:04.560]   using a magnifying glass in the sun.
[00:11:04.560 --> 00:11:06.600]   And I was like, you know, I'm not really sure
[00:11:06.600 --> 00:11:11.600]   that that's a good skill to pass on to them at five and seven.
[00:11:11.600 --> 00:11:15.000]   But they loved it, you know?
[00:11:15.000 --> 00:11:18.060]   What can the sun do and what can this magnifying glass do
[00:11:18.060 --> 00:11:20.400]   and what could it turn into?
[00:11:20.400 --> 00:11:23.560]   I think that kids are natural explorers
[00:11:23.560 --> 00:11:26.820]   and I really, I love what you said,
[00:11:26.820 --> 00:11:30.580]   your admonition to us to look for ways
[00:11:30.580 --> 00:11:32.580]   in which our children are exploring
[00:11:32.580 --> 00:11:34.760]   because they don't all look the same.
[00:11:34.760 --> 00:11:39.500]   It's not just the kids that want to turn over rocks
[00:11:39.500 --> 00:11:41.040]   that are explorers.
[00:11:41.040 --> 00:11:44.080]   It's all, I think all of our kids are natural explorers
[00:11:44.080 --> 00:11:47.880]   and sometimes parents, and I'm saying this
[00:11:47.880 --> 00:11:51.160]   because I think I fell into this trap,
[00:11:51.160 --> 00:11:57.060]   sometimes we numb the explorer out of our children
[00:11:57.060 --> 00:12:00.720]   by giving them too much information
[00:12:00.720 --> 00:12:03.140]   before they've asked for more information,
[00:12:03.140 --> 00:12:06.200]   when they are just out exploring,
[00:12:06.200 --> 00:12:08.080]   when they're just trying things out.
[00:12:08.080 --> 00:12:11.160]   And I think it's out of a good heart.
[00:12:11.160 --> 00:12:15.060]   I know that I was so excited to see my girls explore things
[00:12:15.060 --> 00:12:19.200]   that I think I probably drowned them in extraneous facts
[00:12:19.200 --> 00:12:23.680]   and interesting tidbits when they were still just kind of,
[00:12:23.680 --> 00:12:26.480]   like you said, poking around
[00:12:26.480 --> 00:12:29.820]   to seeing if it was interesting to them.
[00:12:29.820 --> 00:12:33.260]   So that's another, I guess, admonition for all of us.
[00:12:33.260 --> 00:12:37.600]   What is so great?
[00:12:37.600 --> 00:12:39.360]   What do you think is the greatest thing
[00:12:39.360 --> 00:12:41.760]   about exploring with your kids?
[00:12:41.760 --> 00:12:45.220]   And how did you encourage them to keep doing it?
[00:12:45.220 --> 00:12:47.680]   - Oh, that's such a good question.
[00:12:47.680 --> 00:12:51.760]   I think the best thing is what you just alluded to,
[00:12:51.760 --> 00:12:56.760]   is that you give them time and space to explore.
[00:12:56.760 --> 00:13:03.120]   And if we think about when we're first curious
[00:13:03.120 --> 00:13:08.120]   about something, nice to have space to kind of go
[00:13:08.900 --> 00:13:13.320]   in all the rabbit trails and ask all kinds of questions
[00:13:13.320 --> 00:13:16.520]   that I may think you have these questions,
[00:13:16.520 --> 00:13:19.560]   but actually like you have a cheese tree.
[00:13:19.560 --> 00:13:21.980]   I would have never imagined a cheese tree,
[00:13:21.980 --> 00:13:24.980]   but I would be curious about you,
[00:13:24.980 --> 00:13:28.100]   that time and focus that you had.
[00:13:28.100 --> 00:13:32.300]   You made a definition of something
[00:13:32.300 --> 00:13:35.200]   that was really creative based on a lot
[00:13:35.200 --> 00:13:39.340]   of observation and thought.
[00:13:39.340 --> 00:13:42.040]   So you came to a conclusion,
[00:13:42.040 --> 00:13:46.700]   but it was the time and space that you needed to do that.
[00:13:46.700 --> 00:13:51.260]   I think for parents, we're tempted to sort of shape it.
[00:13:51.260 --> 00:13:54.740]   We think we'll lead to,
[00:13:54.740 --> 00:13:56.640]   oh, this would be a good science lesson,
[00:13:56.640 --> 00:13:59.220]   or this would be, let me tell you even more,
[00:13:59.220 --> 00:14:03.000]   that sometimes we don't mean to, but I have done this,
[00:14:03.000 --> 00:14:06.620]   kind of steal away the creativity
[00:14:06.620 --> 00:14:09.620]   that God has put in their mind that we don't.
[00:14:09.620 --> 00:14:14.620]   I think I forget that children are looking at things
[00:14:14.620 --> 00:14:16.860]   from such a different perspective.
[00:14:16.860 --> 00:14:20.860]   We're rhetoricians, we've seen a tree a thousand times,
[00:14:20.860 --> 00:14:23.840]   but our children, our little children,
[00:14:23.840 --> 00:14:26.800]   they may have experienced this only one or two times
[00:14:26.800 --> 00:14:30.100]   in their life, for Christmas.
[00:14:30.100 --> 00:14:33.140]   They may, if they're four, they've only had
[00:14:33.140 --> 00:14:35.520]   maybe one Christmas they remember.
[00:14:35.520 --> 00:14:40.520]   So everything from their perspective really is new.
[00:14:40.520 --> 00:14:43.980]   And I think entering into that with them
[00:14:43.980 --> 00:14:47.080]   and allowing them really listening,
[00:14:47.080 --> 00:14:48.620]   what are they asking?
[00:14:48.620 --> 00:14:50.060]   What are they asking?
[00:14:50.060 --> 00:14:51.380]   And what are they observing?
[00:14:51.380 --> 00:14:55.380]   And just asking questions and being still with them.
[00:14:55.380 --> 00:14:57.980]   I think, like you were saying, frenzy,
[00:14:57.980 --> 00:15:00.620]   to me frenzy is usually that meant
[00:15:00.620 --> 00:15:02.420]   I was completely distracted.
[00:15:02.420 --> 00:15:04.660]   I was not present in the moment.
[00:15:04.660 --> 00:15:06.660]   - Always on the way to the next thing.
[00:15:06.660 --> 00:15:08.860]   - Yes, I was like looking at the calendar
[00:15:08.860 --> 00:15:10.700]   and going, well, when can we get through the play
[00:15:10.700 --> 00:15:13.620]   so we can go to the after play?
[00:15:13.620 --> 00:15:15.740]   Instead of going, at this moment,
[00:15:15.740 --> 00:15:20.140]   I'm gonna be present with where I am, where they are,
[00:15:20.140 --> 00:15:23.180]   and give them kind of space and really listen and hone in.
[00:15:23.180 --> 00:15:26.740]   I think that is the most beautiful picture
[00:15:26.740 --> 00:15:27.780]   we have of Christ.
[00:15:27.780 --> 00:15:31.460]   He was always asking, come join me.
[00:15:31.460 --> 00:15:33.660]   But he was alongside.
[00:15:33.660 --> 00:15:37.420]   He was with people and really present with people.
[00:15:37.420 --> 00:15:40.020]   So I didn't get the feeling that Jesus was thinking,
[00:15:40.020 --> 00:15:42.480]   oh, hurry up and finish your conversation.
[00:15:42.480 --> 00:15:48.820]   He was really at peace and allowed for a lot of connection
[00:15:48.820 --> 00:15:50.580]   with where people were.
[00:15:50.580 --> 00:15:53.840]   And I think for me, I failed at that.
[00:15:53.840 --> 00:15:58.760]   As a parent, I was always pushing the next thing
[00:15:58.760 --> 00:15:59.760]   to check off the list.
[00:15:59.760 --> 00:16:04.760]   So I think as a grandparent, I see the wisdom of moments
[00:16:04.760 --> 00:16:08.240]   of just being with your child and recognizing
[00:16:08.240 --> 00:16:11.160]   where they are and giving them space and time.
[00:16:11.160 --> 00:16:13.400]   - Yes, that is so true.
[00:16:13.400 --> 00:16:15.760]   I know that sometimes as parents,
[00:16:15.760 --> 00:16:19.360]   we are tempted to explore with our children,
[00:16:19.360 --> 00:16:22.580]   but we have a goal in mind.
[00:16:22.580 --> 00:16:25.020]   We have a thing, we have the answer.
[00:16:25.020 --> 00:16:28.140]   What your exploration is gonna show you
[00:16:28.140 --> 00:16:30.060]   is fill in the blank.
[00:16:30.060 --> 00:16:35.060]   And so we're not open-ended in the explorations.
[00:16:35.060 --> 00:16:38.620]   And that robs our children, I think.
[00:16:38.620 --> 00:16:39.780]   - Yeah, it does.
[00:16:39.780 --> 00:16:43.700]   It robs us.
[00:16:43.700 --> 00:16:46.580]   Think of it, if you were invited to a nice meal
[00:16:46.580 --> 00:16:49.060]   and the host just kept asking you,
[00:16:49.060 --> 00:16:50.260]   well, did you notice this?
[00:16:50.260 --> 00:16:51.140]   Did you see this?
[00:16:51.140 --> 00:16:52.400]   Do you know what this is made of?
[00:16:52.400 --> 00:16:53.680]   Can you eat faster?
[00:16:53.680 --> 00:16:55.240]   (laughs)
[00:16:55.240 --> 00:16:59.180]   I think you would feel very, yeah, very hemmed in.
[00:16:59.180 --> 00:17:00.900]   (laughs)
[00:17:00.900 --> 00:17:03.500]   And I think I've done that because I feel like
[00:17:03.500 --> 00:17:06.240]   we think of ourselves, we take the responsibility
[00:17:06.240 --> 00:17:08.520]   of educating our children very seriously.
[00:17:08.520 --> 00:17:13.520]   And I think we also wanna respond to that at times
[00:17:13.520 --> 00:17:18.080]   by just like we think throwing information at people
[00:17:18.080 --> 00:17:19.360]   is part of education.
[00:17:19.360 --> 00:17:22.660]   I think that's my old education mindset
[00:17:22.660 --> 00:17:27.660]   instead of really what we wanna do is engage
[00:17:27.660 --> 00:17:32.260]   and relate, be in relationship with a person.
[00:17:32.260 --> 00:17:35.280]   That's, you're never teaching the thing,
[00:17:35.280 --> 00:17:40.100]   whatever your science, you're teaching the person.
[00:17:40.100 --> 00:17:41.800]   That's really the difference.
[00:17:41.800 --> 00:17:44.900]   And so focusing on the person,
[00:17:44.900 --> 00:17:47.260]   the little person that's sitting in front of you.
[00:17:47.260 --> 00:17:51.640]   And like you said, giving them opportunity to say things
[00:17:51.640 --> 00:17:54.040]   that maybe sound silly to you as an adult,
[00:17:54.040 --> 00:17:57.500]   but kind of pressing in and understanding
[00:17:57.500 --> 00:17:58.860]   what they're getting at,
[00:17:58.860 --> 00:18:01.300]   which is pretty creative most of the time.
[00:18:01.300 --> 00:18:03.060]   - Yes, yes.
[00:18:03.060 --> 00:18:04.560]   Oh, that's so lovely.
[00:18:04.560 --> 00:18:06.720]   I could just talk to you forever about this.
[00:18:06.720 --> 00:18:07.760]   But I wanna ask you,
[00:18:07.760 --> 00:18:10.560]   are y'all big Christmas people at your house?
[00:18:10.560 --> 00:18:13.560]   Do you decorate and bake and sing and give presents
[00:18:13.560 --> 00:18:16.980]   and keep secrets and worship and read and all the things?
[00:18:16.980 --> 00:18:19.560]   Do you, are y'all big Christmas celebrators?
[00:18:19.560 --> 00:18:21.940]   - I have to attribute that to my husband.
[00:18:21.940 --> 00:18:26.040]   He is just, he loves celebrating Christmas.
[00:18:26.040 --> 00:18:30.080]   He loves the whole package
[00:18:30.080 --> 00:18:34.520]   because he just feels like it's one of the best holidays
[00:18:34.520 --> 00:18:37.040]   of Christ coming to earth.
[00:18:37.040 --> 00:18:39.760]   You know, what in the world, you know,
[00:18:39.760 --> 00:18:41.640]   that he was willing to come.
[00:18:41.640 --> 00:18:44.560]   And he's always said, he's a literature person.
[00:18:44.560 --> 00:18:49.560]   He always says that the story is just so lovely.
[00:18:49.560 --> 00:18:53.840]   And who would have ever put those things together?
[00:18:53.840 --> 00:18:57.620]   Babies and mangers and angels and shepherds and wise men.
[00:18:57.620 --> 00:19:01.280]   And, you know, who would have created that beautiful story
[00:19:01.280 --> 00:19:02.680]   except for the Lord?
[00:19:02.680 --> 00:19:04.840]   I mean, and he just glories in it.
[00:19:04.840 --> 00:19:08.580]   So yes, we do Christmas trees and presents
[00:19:08.580 --> 00:19:11.220]   and food and gatherings.
[00:19:11.220 --> 00:19:13.820]   And yes, it's a flurry.
[00:19:13.820 --> 00:19:18.380]   And our house has many, many of those annoying toys
[00:19:18.380 --> 00:19:19.660]   that make lots of noise.
[00:19:19.660 --> 00:19:21.000]   (laughing)
[00:19:21.000 --> 00:19:25.020]   - Yes, hang around from year to year.
[00:19:25.020 --> 00:19:27.940]   So what is one family tradition
[00:19:27.940 --> 00:19:31.240]   that is especially important to your family
[00:19:31.240 --> 00:19:33.320]   and how did it get started?
[00:19:33.320 --> 00:19:36.240]   - Oh yeah, that is such a good, another good question.
[00:19:36.240 --> 00:19:38.080]   It made me think.
[00:19:38.080 --> 00:19:43.120]   I think one of the things that we really enjoyed
[00:19:43.120 --> 00:19:48.120]   was the idea of just, of doing a Jesse tree.
[00:19:48.120 --> 00:19:53.020]   We, it's, we do, it's just really simple
[00:19:53.020 --> 00:19:57.460]   and it traces the prophecies of Christ through,
[00:19:57.460 --> 00:19:59.980]   you know, starts the Old Testament and goes through
[00:19:59.980 --> 00:20:03.940]   and it's just little stories of just the history
[00:20:03.940 --> 00:20:07.040]   and how Christ, the prophecies of Christ
[00:20:07.040 --> 00:20:09.660]   and Christ shows up from the beginning.
[00:20:09.660 --> 00:20:13.520]   And it's, and you just hang a little ornament on a tree
[00:20:13.520 --> 00:20:17.320]   every day, it's very plain,
[00:20:17.320 --> 00:20:20.320]   but it's just a mark of the end of the day.
[00:20:20.320 --> 00:20:22.960]   We used to do it with the children
[00:20:22.960 --> 00:20:26.280]   when the children were home as our devotional in the morning
[00:20:26.280 --> 00:20:29.940]   and each person every day got to hang an ornament
[00:20:29.940 --> 00:20:32.180]   on the tree, you know, we just took her.
[00:20:32.180 --> 00:20:35.820]   So we did have arguments about who would hang baby Jesus
[00:20:35.820 --> 00:20:37.640]   at the end. - Yes, the favorite ornaments,
[00:20:37.640 --> 00:20:39.460]   yep. (laughing)
[00:20:39.460 --> 00:20:41.580]   - And so that was, I had to keep a record,
[00:20:41.580 --> 00:20:43.060]   I actually found it the other day.
[00:20:43.060 --> 00:20:46.020]   - Oh my gosh, Amy, that's so funny, yes.
[00:20:46.020 --> 00:20:49.460]   - But like, you know, like, and what I'm saying there is,
[00:20:49.460 --> 00:20:52.700]   it wasn't this perfect Norman Rockwell moment.
[00:20:52.700 --> 00:20:55.540]   We had fights about where to hang baby Jesus.
[00:20:55.540 --> 00:20:57.820]   - Right, and you just think, really, we're gonna fight,
[00:20:57.820 --> 00:20:59.060]   I can remember telling the girls,
[00:20:59.060 --> 00:21:01.980]   really, we're gonna fight about baby Jesus.
[00:21:01.980 --> 00:21:03.860]   Do you hear how crazy this is?
[00:21:03.860 --> 00:21:08.540]   - Yes, but it was, but our children loved it.
[00:21:08.540 --> 00:21:11.000]   You know, they just loved the routine
[00:21:11.000 --> 00:21:14.060]   and sometimes they normally, they got a little bit
[00:21:14.060 --> 00:21:17.540]   of a candy or a hot chocolate, you know,
[00:21:17.540 --> 00:21:21.780]   something like that, so it made it an extra sweet time.
[00:21:21.780 --> 00:21:24.100]   But yeah, those kind of things that we tried
[00:21:24.100 --> 00:21:26.000]   to just incorporate that.
