
[00:00:00.200 --> 00:00:02.360]   - Welcome to Huberman Lab Essentials,
[00:09:04.260 --> 00:09:17.260]   So I think it's fair to say that in the field of nutrition, there are a few landmark studies that serve as really strong anchors for building our understanding of what to eat and what not to eat and when to eat, depending on our goals.
[00:09:17.260 --> 00:09:33.260]   The Garner study that I mentioned earlier is one such study in that it says, if your goal is weight loss, it really does not matter what foods you consume provided that you consume a sub maintenance caloric diet.
[00:09:33.260 --> 00:09:42.260]   However, I want to emphasize again, that sets aside issues of adherence, meaning how easy or hard it is to adhere to a given diet.
[00:09:42.260 --> 00:09:46.260]   Some people find it much easier to follow a high fat, low carbohydrate diet.
[00:09:46.260 --> 00:09:50.260]   Some people fall follow a different diet because it's much easier for them to follow.
[00:09:50.260 --> 00:09:54.260]   And some people are concerned with mental performance and athletic performance.
[00:09:54.260 --> 00:09:57.260]   So that study doesn't say there's a best diet.
[00:09:57.260 --> 00:10:08.260]   What it says is that what you consume is less important than the amount of food that you consume, at least for sake of weight loss, not necessarily for sake of health.
[00:10:08.260 --> 00:10:16.260]   Now, the study that I'm going to refer to next is what I would consider the second major pillar of nutritional studies.
[00:10:16.260 --> 00:10:21.260]   This was a paper in mice that set the basis for studies in humans that came later.
[00:10:21.260 --> 00:10:30.260]   And the title of this paper is time restricted feeding without reducing caloric intake prevents metabolic diseases in mice fed a high fat diet.
[00:10:30.260 --> 00:10:32.260]   So the title tells us a lot.
[00:10:32.260 --> 00:10:38.260]   It says that what's varied in this study is not what these mice ate.
[00:10:38.260 --> 00:10:40.260]   It was when they ate it.
[00:10:40.260 --> 00:10:55.260]   One of the most important things to take away from the study was that mice that ate a highly palatable, high fat diet, a great tasting diet, but only during a restricted feeding window of each 24 hour cycle maintained or lost weight over time.
[00:10:55.260 --> 00:11:07.260]   Whereas mice that ingested the same diet, same amount of calories, but had access to those calories around the clock, gained weight, became obese and quite sick.
[00:11:07.260 --> 00:11:22.260]   And as an additional second point, the mice that restricted their feeding window to a particular portion of eight hours of every 24 hour cycle actually showed some improvement in important health markers.
[00:11:22.260 --> 00:11:34.260]   And what was even more incredible is that mice that only ate during a particular feeding window also experienced some reversal of some prior negative health effects.
[00:11:34.260 --> 00:11:47.260]   Not only did restricting food to a particular phase of the 24 hour cycle benefit things like lean body mass and fat loss and a number of health parameters that I'll talk about in a moment.
[00:11:47.260 --> 00:11:56.260]   But it also anchored all the gene systems of the body and provided a more regular stable so-called circadian rhythm or 24 hour rhythm.
[00:11:56.260 --> 00:12:07.260]   You may be surprised to learn that 80%, 80% of the genes in your body and brain are on a 24 hour schedule.
[00:12:07.260 --> 00:12:13.260]   That is they change their levels going from high to low and back to high again across the 24 hour cycle.
[00:12:13.260 --> 00:12:22.260]   And when those genes are high at the appropriate times and low at the appropriate times, meaning their expression is high and low at the appropriate times.
[00:12:22.260 --> 00:12:28.260]   And therefore the proper RNAs and proteins are made because DNA encodes for RNA, RNA is translated into proteins.
[00:12:30.260 --> 00:12:43.260]   When that happens, when those genes are not expressed at the right times, when they're high or low at the wrong times of each 24 hour cycle, that's when you get negative health effects.
[00:12:43.260 --> 00:12:47.260]   And while this was in mice, we now know that this also occurs in humans.
[00:12:47.260 --> 00:12:54.260]   So if you want to be healthy, you want your organ health, your metabolic health to be entrained properly.
[00:12:54.260 --> 00:12:59.260]   One of the most important things you can do is to eat at the appropriate time of each 24 hour day.
[00:12:59.260 --> 00:13:02.260]   When mice can eat around the clock, bad things happen.
[00:13:02.260 --> 00:13:12.260]   And one of the bad things that happens is that the liver suffers fatty deposits in the liver, other factors in the liver essentially taking down the pathway of liver disease.
[00:13:12.260 --> 00:13:19.260]   The time restricted feeding essentially reversed that or led in many cases to even healthier liver condition.
[00:13:19.260 --> 00:13:31.260]   So restricting your feeding to a particular window every 24 hour cycle has clearly been shown now in mice and in humans to enhance liver health, which is wonderful.
[00:13:31.260 --> 00:13:32.260]   How does it do this?
[00:13:32.260 --> 00:13:40.260]   Well, it happens because food intake, as I mentioned earlier, sets certain conditions in the body that last for a period of time.
[00:13:40.260 --> 00:13:47.260]   Anytime we eat, there's a period of time that's required for so-called digestion, but also gastric emptying.
[00:13:47.260 --> 00:13:52.260]   And other processes related to breaking down that food and utilizing it.
[00:13:52.260 --> 00:14:05.260]   That process of breaking down food involves certain cellular functions that if they're ongoing throughout the 24 hour cycle, or even extended too far across the 24 hour cycle.
[00:14:05.260 --> 00:14:11.260]   Meaning you're eating across a 14 or a 16 hour, an 18 hour window that causes serious problems.
[00:14:11.260 --> 00:14:14.260]   So by eating around the clock, you're making yourself sicker.
[00:14:14.260 --> 00:14:19.260]   By eating at restricted periods of time, each 24 hour day, you're actually making yourself healthier.
[00:14:19.260 --> 00:14:32.260]   And you are activating certain processes that can positively impact both weight, either maintenance or loss of weight and blood glucose regulation.
[00:14:32.260 --> 00:14:35.260]   As we move forward and we talk about intermittent fasting.
[00:14:35.260 --> 00:14:44.260]   I want to start to establish a foundational protocol that all of us, any of us can use in order to maximize your particular goals.
[00:14:44.260 --> 00:14:49.260]   There are some absolutes within this realm of time-restricted feeding.
[00:14:49.260 --> 00:14:52.260]   Here are a couple of absolutes that you would want to consider.
[00:14:52.260 --> 00:15:09.260]   First of all, it pays off in the metabolic sense and in the health sense and in the weight maintenance or loss sense to not ingest any food in the first hour after waking and potentially for longer.
[00:15:09.260 --> 00:15:24.260]   The second major pillar that's well supported by research is that for the two and ideally three hours prior to bedtime, you also don't ingest any food or liquid calories for that matter.
[00:15:24.260 --> 00:15:28.260]   So let's deal with this first question of when is the ideal feeding window.
[00:15:28.260 --> 00:15:37.260]   And here again, we're thinking about a schedule of eating that involves eating at least once every 24 hours, not two day or three day or every other day fast.
[00:15:37.260 --> 00:15:48.260]   So it turns out that the answer to the question, when is it best to eat is actually best answered by thinking about the other side of the coin, which is when is it best to fast?
[00:15:48.260 --> 00:16:02.260]   So because we are fasting during sleep, it's very clear that it's best to extend the sleep related fast either into the morning or to start it in the evening.
[00:16:02.260 --> 00:16:06.260]   Now, this might seem kind of obvious, but it's actually not so obvious.
[00:16:06.260 --> 00:16:11.260]   You could place that feeding window early in the day, middle of the day or late in the day.
[00:16:11.260 --> 00:16:14.260]   Let's think about what happens when we sleep.
[00:16:14.260 --> 00:16:23.260]   When we sleep, our body undergoes a number of different processes in the brain and body in order to recover the cells and tissues.
[00:16:23.260 --> 00:16:31.260]   Many of you have probably heard of autophagy, which is essentially a cleaning up a gobbling up of dead cells and cells that are injured or sick.
[00:16:31.260 --> 00:16:33.260]   And this is a natural process that occurs.
[00:16:33.260 --> 00:16:43.260]   And it occurs mainly during sleep, although not only during sleep, fasting of any kind does tend to enhance autophagy.
[00:16:43.260 --> 00:16:47.260]   So when we're asleep, the bad cells are getting gobbled up and eaten.
[00:16:47.260 --> 00:16:57.260]   And the good cells also are undergoing certain repair mechanisms, mainly related to, or at least governed by those circadian genes that we talked about earlier, those clock genes.
[00:16:57.260 --> 00:17:12.260]   So one thing is certain that you want your eating window to be tacked or attached to your sleep-based fasting in a way that makes it easier for you to get into the fasted state for a period of time.
[00:17:12.260 --> 00:17:16.260]   Now, most people find it very hard to only eat in the middle of the day.
[00:17:16.260 --> 00:17:22.260]   So while that's best, it's ideal for sake of the fasting related improvements in health.
[00:17:22.260 --> 00:17:23.260]   It is not ideal.
[00:17:23.260 --> 00:17:29.260]   And it's not very applicable to most work and family and social situations.
[00:17:29.260 --> 00:17:33.260]   Most people eat breakfast with others and or eat dinner with others.
[00:17:33.260 --> 00:17:38.260]   But in general, it's hard to restrict your feeding window to just the absolute middle of the day.
[00:17:38.260 --> 00:17:44.260]   But from a purely health perspective, in a very objective way, that would be the ideal situation.
[00:17:44.260 --> 00:17:56.260]   It does appear beneficial to grab a hold of that sleep related fast, meaning you don't want your feeding window to be too close to bedtime.
[00:17:56.260 --> 00:18:07.260]   And that's why we came up with this kind of foundational pillar, which is at least no eating for the first hour after waking, but also no eating within two to three hours prior to bed.
[00:18:07.260 --> 00:18:24.260]   So from both a practical and a health perspective and a purely objective view of how intermittent fasting works and can benefit us starting to eat each day somewhere around 10:00 AM or around noon,
[00:18:24.260 --> 00:18:30.260]   and then allowing a feeding window that goes until six or maybe 8:00 PM.
[00:18:30.260 --> 00:18:45.260]   That seems to me like the kind of schedule that will allow you to get the most out of intermittent fasting, time-restricted feeding, but does not set you up to be really out of sync with the social rhythms in most cultures.
[00:18:45.260 --> 00:18:59.260]   If you think about it from the perspective of say a noon to eight feeding window, what you'll find is that you're able to eat lunch with others if you like, or by yourself, you will be able to eat dinner at a reasonable hour,
[00:18:59.260 --> 00:19:08.260]   at least in most countries in most cultures, eating dinner somewhere between 6:30 and 7:00 PM is typical.
[00:19:08.260 --> 00:19:13.260]   When you say a feeding window that goes until eight, that doesn't mean sitting down to dinner at eight.
[00:19:13.260 --> 00:19:18.260]   That means your last bite of food or ingestion of any liquid calories was at 8:00 PM.
[00:19:18.260 --> 00:19:33.260]   Assuming that you go to bed somewhere between 10:00 PM and 1:00 AM, that allows this tapering off or this transition from feeding to a fasted state and still allows you to capitalize on the special period of fasting that is sleep-related fasting.
[00:19:33.260 --> 00:19:42.260]   And again, I want to emphasize that the fasting that occurs during sleep is vital and eating too close to sleep will disrupt that fasting-related sleep.
[00:19:42.260 --> 00:19:47.260]   The important thing here is to establish a feeding window that you can comfortably manage.
[00:19:47.260 --> 00:19:47.260]   Okay.
[00:19:47.260 --> 00:20:00.260]   Meaning that on average, you can obey an eight hour feeding window or a 10 hour feeding window, and then to place that feeding window in a social and life context that you can manage on a regular basis.
[00:20:00.260 --> 00:20:07.260]   Now there are two key points that have been gleaned from the scientific data about this feeding window and when to place it.
[00:20:07.260 --> 00:20:22.260]   First of all, we can say is that the seven to nine hour feeding window produces all of the major health benefits of time-restricted feeding, as well as being pretty straightforward for most people to adhere to on a regular basis.
[00:20:22.260 --> 00:20:24.260]   And on a regular basis turns out to be very important.
[00:20:24.260 --> 00:20:25.260]   I'll get back to that point in a moment.
[00:20:25.260 --> 00:20:35.260]   Whereas the four to six hour eating window doesn't seem to serve people as well as say a seven or eight hour eating window simply because people are overeating during that eating window.
[00:20:35.260 --> 00:20:41.260]   So let's talk about some conditions where having the feeding window early in the day would actually be very beneficial.
[00:20:41.260 --> 00:20:49.260]   If your main interest is maintaining and or building muscle, then it can be beneficial to ingest protein early in the day.
[00:20:49.260 --> 00:20:59.260]   You would still want to obey this, what we're calling a kind of foundational rule of not eating any food for the first hour post waking.
[00:20:59.260 --> 00:21:05.260]   And the cutoff for when you would want to eat protein would be sometime before 10:00 AM.
[00:21:05.260 --> 00:21:09.260]   And there I'm averaging across a number of different situations.
[00:21:09.260 --> 00:21:15.260]   Now it's not as if at 10:01 AM a gate slammed shut and you can't generate hypertrophy.
[00:21:15.260 --> 00:21:17.260]   Of course, that's not the case.
[00:21:17.260 --> 00:21:25.260]   However, it's very interesting that it doesn't matter when the resistance training, the load bearing exercise occurs in the 24 hour cycle.
[00:21:25.260 --> 00:21:36.260]   So whether or not, in other words, people are training early in the day or they're training late in the day, it still appears that ingesting protein early in the day favors hypertrophy.
[00:21:36.260 --> 00:21:54.260]   So obviously we don't want to be overly neurotic about this stuff, but because this is an episode about the science of intermittent fasting and time-restricted feeding, as important as how long your feeding window is, is where that feeding window resides in each 24 hour cycle.
[00:21:54.260 --> 00:22:10.260]   And perhaps even more important than that is that it be fairly regular where that feeding window resides, because even if you have a very short feeding window, if it's drifting around from day to day, that actually offsets a number of the positive health effects of intermittent fasting.
[00:22:10.260 --> 00:22:30.260]   Along those lines, however, there are things that we can all do that will allow us to offset some of the drift, if you will, that we experience or that we induce in terms of when our feeding window occurs, or that the feeding window might push out a little later and then therefore start a little later the next day.
[00:22:30.260 --> 00:22:32.260]   There are things that we can do, and there are things that we can take.
[00:22:32.260 --> 00:22:34.260]   And so I'd like to discuss those briefly.
[00:22:34.260 --> 00:22:57.260]   So throughout this episode, I've more or less been alluding to the fact that when you eat, there's some period of time afterwards in which you're actually still eating, at least from the perspective of metabolism, because glucose is up, insulin is up, and you're undergoing different metabolic and digestive processes that don't really speak to you being in a fasted state, right?
[00:22:57.260 --> 00:23:02.260]   It's not just about when you take your last bite or your last sip.
[00:23:02.260 --> 00:23:12.260]   However, there are things that we can do to accelerate the transition from a fed state to a fasted state.
[00:23:12.260 --> 00:23:14.260]   And so I'd like to discuss what those are.
[00:23:14.260 --> 00:23:17.260]   So there's a fun and exciting concept, which is glucose clearing.
[00:23:17.260 --> 00:23:26.260]   You may have heard the old adage that if you take a 20 or 30 minute walk after dinner, that it accelerates the rate at which you digest that food.
[00:23:26.260 --> 00:23:27.260]   And indeed it does.
[00:23:27.260 --> 00:23:42.260]   So for instance, if you were to eat a meal that ended at 8:00 PM and then plopped to the couch, it would be five or six hours until you have transitioned from a fed state to a fasted state.
[00:23:42.260 --> 00:23:48.260]   However, you can accelerate that considerably by taking a 20 or 30 minute, just light walk.
[00:23:48.260 --> 00:24:01.260]   And this gets back to this key feature of our biology, which is that what we eat, when we eat, when we exercise, when we view light, it's about setting a context or a set of conditions in your brain and body.
[00:24:01.260 --> 00:24:04.260]   So it's not so much about the activities that you undergo.
[00:24:04.260 --> 00:24:09.260]   It's about the activities you undergo and their relationship to one another over time.
[00:24:09.260 --> 00:24:15.260]   And so in this way, it really beautifully highlights the way that your biology is interacting all the time.
[00:24:15.260 --> 00:24:22.260]   Now there are other ways to clear out blood glucose that involve supplements or prescription drugs.
[00:24:22.260 --> 00:24:37.260]   These are so-called glucose disposal agents, glucose disposal agents, such as metformin, which is a prescription drug or berberine, which is an over-the-counter substance will lead to very dramatic reductions in blood glucose.
[00:24:37.260 --> 00:24:49.260]   Now I've tried berberine before, and what I can tell you is that if you take berberine, which by the way is very much like metformin, its effects are almost identical to metformin in fact, but it's much less expensive and it's over the counter.
[00:24:49.260 --> 00:24:57.260]   If you take berberine and you have not ingested carbohydrates, many people, including myself, experience a splitting headache.
[00:24:57.260 --> 00:25:01.260]   You become hypoglycemic because it is a glucose clearing agent.
[00:25:01.260 --> 00:25:06.260]   Nowadays, there are a number of commercially available continuous glucose monitors.
[00:25:06.260 --> 00:25:07.260]   I've tried one of these.
[00:25:07.260 --> 00:25:15.260]   It involves putting what's essentially a patch with a little needle that goes into your skin, which is continuing continually, excuse me, monitoring your blood glucose.
[00:25:15.260 --> 00:25:23.260]   And you can look at it at an app on your phone and you can learn a lot that way about how different foods impact the increases and decrease in blood glucose.
[00:25:23.260 --> 00:25:28.260]   If you're doing experiments with berberine or metformin, you can see how those impact your blood glucose.
[00:25:28.260 --> 00:25:33.260]   You can see how exercise hit training or otherwise in black impacts blood glucose.
[00:25:33.260 --> 00:25:34.260]   glucose, excuse me again.
[00:25:34.260 --> 00:25:49.260]   I have to say that glucose clearing agents that involve a walk or exercise moderate or intense are going to be a lot easier to titrate and adjust the levels of than things that you're going to take where you have to ingest the dosage.
[00:25:49.260 --> 00:25:55.260]   And then once you ingest a certain dosage, you're along for the ride, at least until the effects of that particular compound wear off.
[00:25:55.260 --> 00:26:02.260]   In the fasted state, a number of different proteins that are expressed in cells undergo changes in their expression.
[00:26:02.260 --> 00:26:11.260]   When we are fasted, we tend to reduce the activity of a particular protein called mTOR, mammalian target of rapamycin.
[00:26:11.260 --> 00:26:15.260]   MTOR is very active in cells while they are growing.
[00:26:15.260 --> 00:26:29.260]   So one way I'd like you to think about the fed state is that when you eat or when you don't eat, when you're fed, when you're fasted, you are either promoting cellular growth of all kinds, or you're promoting cellular repair and clearance of all kinds.
[00:26:29.260 --> 00:26:33.260]   And so again, this is about setting conditions in the brain and body.
[00:26:33.260 --> 00:26:39.260]   It's not so much about when you eat food A or B, it leads to increases in mTOR.
[00:26:39.260 --> 00:26:46.260]   Anytime you eat any food, doesn't matter if it's plant-based, animal-based, fat, protein, carbohydrate, doesn't matter.
[00:26:46.260 --> 00:26:50.260]   You are biasing your system towards a biochemical state of cell growth.
[00:26:50.260 --> 00:26:58.260]   And anytime you haven't eaten for a while or blood glucose is low, you're biasing your system toward a state of cellular repair.
[00:26:58.260 --> 00:27:08.260]   And this is why people who do not suffer from any blood glucose regulation issues take things like berberine as glucose disposal agents or take metformin.
[00:27:08.260 --> 00:27:13.260]   I'm not necessarily suggesting that you do that, but it's because those things mimic fasting.
[00:27:13.260 --> 00:27:24.260]   They create situations in the body that promote things like AMPK and the sirtuins and others to push your body and your system down a route of repair, even though you might've just eaten a meal an hour ago.
[00:27:24.260 --> 00:27:34.260]   Along the lines of the health benefits of intermittent fasting, there are nice data showing improvements in the gut microbiome.
[00:27:34.260 --> 00:27:48.260]   And in particular, in the treatment of irritable bowel syndrome and other forms of colitis, it appears that intermittent fasting can reduce the amount of so-called lactobacillus that's present in the gut.
[00:27:48.260 --> 00:27:55.260]   And lactobacillus is when in high levels is correlated with a number of different metabolic disorders.
[00:27:55.260 --> 00:28:10.260]   At the same time, time-restricted feeding seems to enhance the proliferation of some of the gut microbiota like oscillobacter and some of the other ones that promote healthy mucosal lining and that promote better overall intestinal function.
[00:28:10.260 --> 00:28:18.260]   There are some data that point to differences in the effects of intermittent fasting for males versus females.
[00:28:18.260 --> 00:28:20.260]   Those data right now only come from mice.
[00:28:20.260 --> 00:28:22.260]   That study was published by Sachin Panda recently.
[00:28:22.260 --> 00:28:25.260]   We still await the studies in humans.
[00:28:25.260 --> 00:28:31.260]   Some people do not do well on intermittent fasting, either in terms of mood or hormone health.
[00:28:31.260 --> 00:28:40.260]   And so everyone needs to determine for themselves whether or not having a time-restricted feeding window is good for them, how long that time-restricted feeding window should be.
[00:28:40.260 --> 00:28:45.260]   I think eight hours is kind of a nice minimum to adhere to based on everything that we've covered today.
[00:28:45.260 --> 00:28:51.260]   And for some people, time-restricted feeding is not going to be compatible with hormone health for them.
[00:28:51.260 --> 00:29:00.260]   For them, eating more meals spread throughout the day, presumably smaller meals, same caloric intake is going to be more beneficial for their hormones.
[00:29:00.260 --> 00:29:05.260]   This is something that is going to be individual and is going to have to be determined on an individual basis.
[00:29:05.260 --> 00:29:13.260]   However, if you're going to try time-restricted feeding, I do want to remind you that taking a period of three to seven or ideally 10 days to transition into it,
[00:29:13.260 --> 00:29:20.260]   not just going flipping from eating to three meals a day that span from 6:00 AM to 10:00 PM and suddenly going to an eight-hour feeding window,
[00:29:20.260 --> 00:29:29.260]   but rather winnowing down that feeding window about an hour or so per day is going to allow the hormone systems of your body, including leptin,
[00:29:29.260 --> 00:29:34.260]   the hypocretinorexin system, which are systems within the body that signal to the brain that food is about to come,
[00:29:34.260 --> 00:29:39.260]   allowing those systems to adjust so that you're not overwhelmingly hungry, irritable,
[00:29:39.260 --> 00:29:42.260]   and you're not throwing your whole hormone system out of whack.
[00:29:42.260 --> 00:29:47.260]   I keep coming back to this eight-hour feeding window, and I want to provide a little more basis for it.
[00:29:47.260 --> 00:29:50.260]   And just to encourage that it's not completely arbitrary.
