
[00:00:00.000 --> 00:00:03.880]   [MUSIC PLAYING]
[00:09:23.360 --> 00:09:28.480]   Some of it is lost when they rub it with sand to make it shine.
[00:09:28.480 --> 00:09:32.680]   Some is lost, too, by the continual action of the fire.
[00:09:32.680 --> 00:09:36.960]   But what is left is still good.
[00:09:36.960 --> 00:09:41.000]   Mother Ambrosine also spoke of recasting
[00:09:41.000 --> 00:09:43.600]   a lamp, which had lost a foot.
[00:09:43.600 --> 00:09:46.800]   What are lamps made of?
[00:09:46.800 --> 00:09:51.080]   They are of tin, another substance
[00:09:51.080 --> 00:09:55.000]   that we find ready-made in the bosom of the earth,
[00:09:55.000 --> 00:10:00.520]   without the power of producing it ourselves.
[00:10:03.640 --> 00:10:09.840]   And I'll continue reading the next chapter, Metals.
[00:10:09.840 --> 00:10:16.680]   Copper and tin are called metals, continued Uncle Paul.
[00:10:16.680 --> 00:10:20.520]   They are heavy, shining substances,
[00:10:20.520 --> 00:10:24.840]   which bear the blows of the hammer without breaking.
[00:10:24.840 --> 00:10:28.040]   They flatten, but do not break.
[00:10:28.040 --> 00:10:30.440]   There are still other substances which
[00:10:30.440 --> 00:10:34.600]   possess the considerable weight of copper and tin,
[00:10:34.600 --> 00:10:39.000]   as well as their brilliancy and resistance to blows.
[00:10:39.000 --> 00:10:42.880]   All of these substances are called metals.
[00:10:42.880 --> 00:10:52.240]   Then lead, which is so heavy, is a metal, too, asked Emil.
[00:10:52.240 --> 00:10:57.440]   Iron also, silver, and gold, queried his brother.
[00:10:57.440 --> 00:11:02.680]   Yes, these substances and still others are metals.
[00:11:02.680 --> 00:11:09.720]   All have a peculiar brilliancy called metallic luster.
[00:11:09.720 --> 00:11:11.880]   But the color varies.
[00:11:11.880 --> 00:11:20.760]   Copper is red, gold, yellow, silver, iron, lead, tin,
[00:11:20.760 --> 00:11:24.800]   white, with a very slightly different shade
[00:11:24.800 --> 00:11:26.840]   from one another.
[00:11:26.840 --> 00:11:30.680]   The candlesticks Mother Ambrosine is drying in the sun,
[00:11:30.680 --> 00:11:33.720]   said Emil, are a magnificent yellow,
[00:11:33.720 --> 00:11:37.120]   and so shiny they dazzle.
[00:11:37.120 --> 00:11:39.800]   Are they gold?
[00:11:39.800 --> 00:11:41.720]   No, my dear child.
[00:11:41.720 --> 00:11:45.440]   Your uncle does not possess such riches.
[00:11:45.440 --> 00:11:47.760]   They are brass.
[00:11:47.760 --> 00:11:52.040]   To vary the colors and other properties of the metals,
[00:11:52.040 --> 00:11:55.280]   instead of always using them separately,
[00:11:55.280 --> 00:12:00.360]   they often mix two or three together, or even more.
[00:12:00.360 --> 00:12:03.680]   They melt them together, and the whole
[00:12:03.680 --> 00:12:08.400]   constitutes a sort of new metal, different from those which
[00:12:08.400 --> 00:12:11.480]   enter into its composition.
[00:12:11.480 --> 00:12:18.280]   Thus, in melting together copper and a kind of white metal
[00:12:18.280 --> 00:12:22.600]   called zinc, the same as the garden watering pots
[00:12:22.600 --> 00:12:27.560]   are made of, they obtain brass, which
[00:12:27.560 --> 00:12:32.320]   has not the red of copper, nor the white of zinc,
[00:12:32.320 --> 00:12:35.800]   but the yellow of gold.
[00:12:35.800 --> 00:12:39.200]   The material of the candlesticks is, then,
[00:12:39.200 --> 00:12:43.280]   made of copper and zinc together.
[00:12:43.280 --> 00:12:46.960]   In a word, it is brass and not gold,
[00:12:46.960 --> 00:12:50.600]   in spite of its luster and yellow color.
[00:12:50.600 --> 00:12:57.760]   Gold is yellow and glitters, but all that is yellow and glitters
[00:12:57.760 --> 00:12:59.840]   is not gold.
[00:12:59.840 --> 00:13:02.360]   At the last village fair, they sold
[00:13:02.360 --> 00:13:07.680]   magnificent rings whose brilliancy deceived you.
[00:13:07.680 --> 00:13:12.080]   In gold, they would have cost a fine sum.
[00:13:12.080 --> 00:13:15.320]   The merchants sold them for a sue.
[00:13:15.320 --> 00:13:17.480]   They were brass.
[00:13:17.480 --> 00:13:21.720]   How can they tell gold from brass,
[00:13:21.720 --> 00:13:27.280]   since the color and luster are almost the same, asked Jules.
[00:13:27.280 --> 00:13:33.600]   By the weight, chiefly, gold is much heavier than brass.
[00:13:33.600 --> 00:13:38.640]   It is, indeed, the heaviest metal in frequent use.
[00:13:38.640 --> 00:13:45.440]   After it comes lead, then silver, copper, iron, tan,
[00:13:45.440 --> 00:13:49.600]   and, finally, zinc, the lightest of all.
[00:13:49.600 --> 00:13:53.440]   You told us that to melt copper, put in Emil,
[00:13:53.440 --> 00:13:57.960]   they needed a fire so intense that the heat of a red-hot
[00:13:57.960 --> 00:14:01.480]   stove would be nothing in comparison.
[00:14:01.480 --> 00:14:05.280]   All metals do not resist like that,
[00:14:05.280 --> 00:14:08.920]   for I remember very well in what a sorry way
[00:14:08.920 --> 00:14:14.280]   the first leaden soldiers you gave me came to their end.
[00:14:14.280 --> 00:14:20.080]   Last winter, I had lined them up on the lukewarm stove
[00:14:20.080 --> 00:14:26.080]   just when I was not watching the troop tottered, sank down,
[00:14:26.080 --> 00:14:29.360]   and ran in little streams of melted lead.
[00:14:29.360 --> 00:14:33.680]   I had only time to save half a dozen grenadiers,
[00:14:33.680 --> 00:14:37.680]   and their feet were missing.
[00:14:37.680 --> 00:14:39.720]   And when Mother Amberzine thoughtlessly
[00:14:39.720 --> 00:14:45.960]   put the lamp on the stove, added Jules, oh, it was soon done for.
[00:14:45.960 --> 00:14:50.400]   A finger's breadth of tin had disappeared.
[00:14:50.400 --> 00:14:55.280]   Tin and lead melt very easily, explained Uncle Paul.
[00:14:55.280 --> 00:14:59.280]   The heat of our hearth is enough to make them run.
[00:14:59.280 --> 00:15:02.040]   Zinc also melts without much trouble,
[00:15:02.040 --> 00:15:07.160]   but silver, then copper, then gold, and, finally, iron
[00:15:07.160 --> 00:15:12.400]   need fires of an intensity unknown in our houses.
[00:15:12.400 --> 00:15:17.240]   Iron, above all, has excessive resistance,
[00:15:17.240 --> 00:15:20.120]   very valuable to us.
[00:15:20.120 --> 00:15:26.040]   Shovels, tongs, grates, stoves are iron.
[00:15:26.040 --> 00:15:30.360]   These various objects, always in contact with the fire,
[00:15:30.360 --> 00:15:35.360]   do not melt. However, they do not even soften.
[00:15:35.360 --> 00:15:41.000]   To soften iron so as to shape it easily on the anvil
[00:15:41.000 --> 00:15:44.120]   by blows from the hammer, the smith
[00:15:44.120 --> 00:15:47.840]   needs all the heat of his forge.
[00:15:47.840 --> 00:15:51.000]   In vain would he blow and put on coal.
[00:15:51.000 --> 00:15:53.800]   He would never succeed in melting it.
[00:15:53.800 --> 00:15:58.920]   Iron, however, can be melted, but you
[00:15:58.920 --> 00:16:07.080]   must use the most intense heat that human skill can produce.
[00:16:07.080 --> 00:16:14.720]   And now, Week 10's reading, Gold and Iron.
[00:16:14.720 --> 00:16:23.200]   Some metals never rust.
[00:16:23.200 --> 00:16:26.080]   Such a one is gold.
[00:16:26.080 --> 00:16:31.920]   Ancient gold pieces found in the earth after centuries
[00:16:31.920 --> 00:16:36.000]   are as bright as the day they were coined.
[00:16:36.000 --> 00:16:42.560]   No dross, no rust covers their effigy and inscription.
[00:16:42.560 --> 00:16:50.960]   Time, fire, humidity, air cannot harm this admirable metal.
[00:16:50.960 --> 00:16:56.760]   Therefore, gold, on account of its unchangeable luster
[00:16:56.760 --> 00:17:01.720]   and its rarity, is preeminently the material
[00:17:01.720 --> 00:17:05.040]   for ornaments and coins.
[00:17:05.040 --> 00:17:08.760]   Furthermore, gold is the first metal
[00:17:08.760 --> 00:17:15.000]   that man became acquainted with long before iron, lead, tin,
[00:17:15.000 --> 00:17:16.320]   and the others.
[00:17:16.320 --> 00:17:20.880]   The reason why man's attention was called to gold
[00:17:20.880 --> 00:17:26.640]   long centuries before iron is not hard to understand.
[00:17:26.640 --> 00:17:30.240]   Gold never rusts.
[00:17:30.240 --> 00:17:33.880]   Iron rusts with such grievous facility
[00:17:33.880 --> 00:17:37.480]   that in a short time, if we're not careful,
[00:17:37.480 --> 00:17:41.560]   it's converted into red earth.
[00:17:41.560 --> 00:17:46.200]   I've just told you that gold objects, however old they may
[00:17:46.200 --> 00:17:50.280]   be, have come to us intact, even after being
[00:17:50.280 --> 00:17:53.200]   in the dampest ground.
[00:17:53.200 --> 00:17:58.920]   As for objects of iron, not one has reached us
[00:17:58.920 --> 00:18:03.680]   that was not in an unrecognizable state.
[00:18:03.680 --> 00:18:09.520]   Corroded with rust, they become a shapeless, earthy crust.
[00:18:09.520 --> 00:18:14.280]   Now, I will ask Jules if the iron ore that
[00:18:14.280 --> 00:18:16.840]   is extracted from the bowels of the earth
[00:18:16.840 --> 00:18:23.240]   can be real, pure iron, such as we use.
[00:18:23.240 --> 00:18:24.800]   Hmm.
[00:18:24.800 --> 00:18:27.480]   It seems to me not, uncle.
[00:18:27.480 --> 00:18:32.760]   But if iron, at any given moment, is pure,
[00:18:32.760 --> 00:18:36.880]   it must rust with time and change to earthy matter,
[00:18:36.880 --> 00:18:41.800]   as does the blade of a knife buried in the ground.
[00:18:41.800 --> 00:18:44.440]   My brother seems to reckon correctly.
[00:18:44.440 --> 00:18:48.200]   I agree with him, said Claire.
[00:18:48.200 --> 00:18:49.680]   And gold?
[00:18:49.680 --> 00:18:52.720]   Uncle Paul asked her.
[00:18:52.720 --> 00:18:55.480]   It is different with gold, she replied,
[00:18:55.480 --> 00:19:02.520]   as that metal never rusts, is not changed by time, air,
[00:19:02.520 --> 00:19:04.280]   and dampness.
[00:19:04.280 --> 00:19:06.800]   It must be pure.
[00:19:06.800 --> 00:19:08.680]   Exactly so.
[00:19:08.680 --> 00:19:14.440]   In the rocks, where it is disseminated in small scales,
[00:19:14.440 --> 00:19:20.040]   gold is as brilliant as in jewelers' boxes.
[00:19:20.040 --> 00:19:23.640]   Claire's earrings have not more luster
[00:19:23.640 --> 00:19:27.120]   than the particles set by nature in the rock.
[00:19:27.120 --> 00:19:30.480]   On the contrary, what a pitiful appearance
[00:19:30.480 --> 00:19:33.440]   iron makes when it is found.
[00:19:33.440 --> 00:19:37.440]   It's an earthy crust, a reddish stone
[00:19:37.440 --> 00:19:40.440]   in which, only after long research,
[00:19:40.440 --> 00:19:44.280]   can one suspect the presence of a metal.
[00:19:44.280 --> 00:19:51.280]   It is, in fact, rust, mixed more or less with other substances.
[00:19:51.280 --> 00:19:56.800]   And then, it is not enough to perceive that this rusty stone
[00:19:56.800 --> 00:19:58.880]   contains a metal.
[00:19:58.880 --> 00:20:02.960]   A way must still be found to decompose the ore
[00:20:02.960 --> 00:20:07.880]   and bring the iron back to its metallic state.
[00:20:07.880 --> 00:20:12.000]   How many efforts were necessary to attain this result?
[00:20:12.000 --> 00:20:15.840]   One of the most difficult to achieve.
[00:20:15.840 --> 00:20:18.080]   How many fruitless attempts?
[00:20:18.080 --> 00:20:21.560]   How many painful trials?
[00:20:21.560 --> 00:20:27.200]   Iron, then, was the last to become of use to us.
[00:20:27.200 --> 00:20:29.880]   Long after gold and other metals,
[00:20:29.880 --> 00:20:34.880]   like copper and silver, which are sometimes, but not always,
[00:20:34.880 --> 00:20:41.000]   found pure, that most useful of metals was the last.
[00:20:41.000 --> 00:20:46.760]   But with it, an immense advance was made in human industry.
[00:20:46.760 --> 00:20:51.160]   From the moment man was in possession of iron,
[00:20:51.160 --> 00:20:55.720]   he found himself master of the earth.
[00:20:55.720 --> 00:21:00.160]   At the head of substances that resist shock,
[00:21:00.160 --> 00:21:02.520]   iron must be placed.
[00:21:02.520 --> 00:21:05.680]   And it is precisely its enormous resistance
[00:21:05.680 --> 00:21:10.640]   to rupture that makes this metal so precious to us.
[00:21:10.640 --> 00:21:15.880]   Never would a gold, copper, marble, or stone anvil
[00:21:15.880 --> 00:21:22.520]   resist the blows of the smith's hammer as an iron one does.
[00:21:22.520 --> 00:21:26.960]   The hammer itself, of what substance other than iron,
[00:21:26.960 --> 00:21:28.840]   could it be made?
[00:21:28.840 --> 00:21:33.280]   If a copper, silver, or gold, it would flatten, crush,
[00:21:33.280 --> 00:21:35.520]   and become useless in a short time,
[00:21:35.520 --> 00:21:39.920]   for those metals lack hardness.
[00:21:39.920 --> 00:21:44.560]   If of stone, it would break at the first rather hard blow.
[00:21:44.560 --> 00:21:49.640]   For these implements, nothing can take the place of iron,
[00:21:49.640 --> 00:21:56.640]   nor can it for axes, saws, knives, the mason's chisel,
[00:21:56.640 --> 00:22:00.000]   the quarry man's pick, the plowshare,
[00:22:00.000 --> 00:22:07.040]   and a number of other implements which cut, hew, pierce, plane,
[00:22:07.040 --> 00:22:11.760]   file, give, or receive violent blows.
[00:22:11.760 --> 00:22:19.080]   Iron alone has the hardness that can cut most other substances.
[00:22:19.080 --> 00:22:23.640]   And the resistance that sets blows at defiance.
[00:22:23.640 --> 00:22:29.720]   In this respect, iron is, of all mineral substances,
[00:22:29.720 --> 00:22:34.720]   the handsomest present that providence has given to man.
[00:22:34.720 --> 00:22:38.520]   It is preeminently the material for tools,
[00:22:38.520 --> 00:22:44.440]   indispensable in every art and industry.
[00:22:44.440 --> 00:22:47.480]   Claire and I read one day, said Jules,
[00:22:47.480 --> 00:22:51.360]   that when the Spaniards discovered America,
[00:22:51.360 --> 00:22:54.960]   the men of that new country had gold axes,
[00:22:54.960 --> 00:23:00.360]   which they very willingly exchanged for iron ones.
[00:23:00.360 --> 00:23:02.520]   I laugh at their innocence, which
[00:23:02.520 --> 00:23:05.720]   made them give such a costly price
[00:23:05.720 --> 00:23:08.880]   for a piece of very common metal.
[00:23:08.880 --> 00:23:15.920]   I think I see now that the exchange was to their advantage.
[00:23:15.920 --> 00:23:18.800]   Yes, decidedly to their advantage.
[00:23:18.800 --> 00:23:23.560]   For with an iron axe, they could fell trees
[00:23:23.560 --> 00:23:27.240]   to make their dugout canoes and their huts.
[00:23:27.240 --> 00:23:29.480]   They could better defend themselves
[00:23:29.480 --> 00:23:34.440]   against wild animals and attack the game in their hunts.
[00:23:34.440 --> 00:23:39.440]   This piece of iron gave them an assurance of food,
[00:23:39.440 --> 00:23:46.440]   a substantial boat, a warm dwelling, a redoubtable weapon.
[00:23:46.440 --> 00:23:53.600]   In comparison, a gold axe was only a useless plaything.
[00:23:53.600 --> 00:23:59.080]   Well, if iron came last, what did men do before they
[00:23:59.080 --> 00:24:02.480]   knew of it, asked Jules.
[00:24:02.480 --> 00:24:05.920]   They made their weapons and tools of copper.
[00:24:05.920 --> 00:24:11.160]   For like gold, this metal is sometimes in a pure state
[00:24:11.160 --> 00:24:15.600]   so that it can be utilized just as nature gives it to us.
[00:24:15.600 --> 00:24:20.600]   But a copper implement having little hardness
[00:24:20.600 --> 00:24:24.120]   is of much less value than an iron one.
[00:24:24.120 --> 00:24:28.880]   Thus, in those far-off days of copper axes,
[00:24:28.880 --> 00:24:33.680]   man was indeed a wretched creature.
[00:24:33.680 --> 00:24:37.400]   He was still more so before knowing copper.
[00:24:37.400 --> 00:24:42.080]   He cut a flint to a point or split it and fashioned it
[00:24:42.080 --> 00:24:43.480]   to the end of a stick.
[00:24:43.480 --> 00:24:47.520]   That was his only weapon.
[00:24:47.520 --> 00:24:53.320]   With this stone, he had to procure food, clothing, a hut,
[00:24:53.320 --> 00:24:56.280]   and to defend himself from wild beasts.
[00:24:56.280 --> 00:24:59.560]   His clothing was a skin thrown over his back,
[00:24:59.560 --> 00:25:03.520]   his dwelling a hut, a hut made of twisted branches
[00:25:03.520 --> 00:25:09.200]   and mud, his food a piece of flesh, produce of the chase.
[00:25:09.200 --> 00:25:14.640]   Domestic animals were unknown, the earth uncultivated,
[00:25:14.640 --> 00:25:17.600]   all industry lacking.
[00:25:17.600 --> 00:25:22.080]   And where was that, asked Clare.
[00:25:22.080 --> 00:25:24.080]   Everywhere, my dear child.
[00:25:24.080 --> 00:25:30.120]   Here, even in places where today are our most flourishing towns.
[00:25:30.120 --> 00:25:34.840]   Oh, how forlorn man was before attaining,
[00:25:34.840 --> 00:25:39.840]   by the help of iron, the well-being that we enjoy today.
[00:25:39.840 --> 00:25:44.360]   How forlorn was man and what a great present Providence
[00:25:44.360 --> 00:25:48.440]   gave him in giving him this metal.
[00:25:48.440 --> 00:25:51.360]   Just as Uncle Paul finished, Jacques
[00:25:51.360 --> 00:25:55.080]   knocked discreetly at the door.
[00:25:55.080 --> 00:25:57.200]   Jewels ran to open it.
[00:25:57.200 --> 00:25:59.920]   They whispered a few words to each other.
[00:25:59.920 --> 00:26:05.000]   It was at about an important affair for the next day.
[00:26:05.000 --> 00:26:14.080]   I hope that you enjoyed those three short stories
[00:26:14.080 --> 00:26:18.880]   from the Copper Lodge Library edition of Exploring Insects
[00:26:18.880 --> 00:26:20.280]   with Uncle Paul.
[00:26:20.280 --> 00:26:24.880]   But you know, the best part of reading, to me,
[00:26:24.880 --> 00:26:29.080]   is that it doesn't have to end when you finish the story.
[00:26:29.080 --> 00:26:32.560]   You can talk about it.
[00:26:32.560 --> 00:26:40.160]   You can prime the conversational pump and keep the story going.
[00:26:40.160 --> 00:26:45.760]   After you read these stories, you might say, and look around,
[00:26:45.760 --> 00:26:51.640]   what do you have at home that's made out of copper?
[00:26:51.640 --> 00:26:54.120]   Go through your cabinets.
[00:26:54.120 --> 00:26:56.360]   Go through your kitchen cabinets.
[00:26:56.360 --> 00:26:58.640]   Look at the decorations in your home.
[00:26:58.640 --> 00:27:00.840]   What do you have that's made out of copper?
[00:27:00.840 --> 00:27:05.240]   What do you have that's made out of gold?
[00:27:05.240 --> 00:27:07.440]   Do you have anything made out of brass?
[00:27:07.440 --> 00:27:12.040]   Can you compare it with something made out of gold?
[00:27:12.040 --> 00:27:14.600]   Is one heavier than the other?
[00:27:14.600 --> 00:27:17.440]   Do you have anything made out of silver?
[00:27:17.440 --> 00:27:19.480]   And then talk with your kids.
[00:27:19.480 --> 00:27:22.880]   Where did these things come from?
[00:27:22.880 --> 00:27:26.200]   Are they heirlooms that you got from your parents
