
[00:00:00.000 --> 00:00:06.160]   Welcome back everyone.
[00:16:34.480 --> 00:16:41.120]   But if you're just trying to understand the ideas and contribution, you can read a short paper.
[00:16:41.120 --> 00:16:48.040]   The biggest failing of all of this is that there is no chance for authors to appeal to an editor and interact with that editor.
[00:16:48.040 --> 00:16:52.160]   That's a missing piece that journals provide and to good effect.
[00:16:52.160 --> 00:16:53.400]   There is one area for this.
[00:16:53.400 --> 00:16:59.680]   Transactions of the ACL is a journal that follows the standard ACL conference model fairly closely,
[00:16:59.680 --> 00:17:02.560]   but allows for journal-style interaction with the editor.
[00:17:02.560 --> 00:17:07.480]   I've been heavily involved with TACL over the years as an action editor and as a reviewer,
[00:17:07.480 --> 00:17:18.920]   and I think it is a shining example of what reviewing in the field could be if we scaled the model up to the level of our conferences.
[00:17:18.920 --> 00:17:21.560]   On titles, this is a smaller point.
[00:17:21.560 --> 00:17:23.480]   I'm using this paper.
[00:17:23.480 --> 00:17:29.640]   I'm using titles in scientific journals and article citation, which you will notice is not a jokey paper title.
[00:17:29.640 --> 00:17:32.720]   Jokey paper titles are somewhat risky.
[00:17:32.720 --> 00:17:36.520]   You should calibrate the title to the scope of your contribution,
[00:17:36.520 --> 00:17:45.000]   and you should consider especially the reviewers you're likely to attract as they are scanning that long list of papers to bid on.
[00:17:45.000 --> 00:17:49.280]   Avoid special fonts and formatting because they just won't travel with your paper,
[00:17:49.280 --> 00:17:57.480]   and so it can get kind of awkward, although I do have a soft spot for some of the emojis people have put in their titles recently.
[00:17:57.480 --> 00:17:59.520]   Abstracts, this is also important.
[00:17:59.520 --> 00:18:02.120]   This will create a first impression for your work.
[00:18:02.120 --> 00:18:05.520]   Here is a kind of template for thinking about these documents.
[00:18:05.520 --> 00:18:10.000]   The opening is a broad overview, a glimpse at the central problem.
[00:18:10.000 --> 00:18:14.160]   The middle takes concepts mentioned in the opening and elaborates on them,
[00:18:14.160 --> 00:18:17.640]   probably by connecting with specific experiments and results from the paper.
[00:18:17.640 --> 00:18:19.640]   This is the meat of it.
[00:18:19.640 --> 00:18:24.760]   The close establishes links between your proposal and broader theoretical concerns
[00:18:24.760 --> 00:18:32.280]   so that the reviewer has an answer to the question, "Does the abstract offer a substantive and original proposal?"
[00:18:32.280 --> 00:18:33.880]   So that's a way to think about this here.
[00:18:33.880 --> 00:18:35.560]   It isn't kind of abstract.
[00:18:35.560 --> 00:18:39.480]   This opening sentence situates you, dear reader.
[00:18:39.480 --> 00:18:45.520]   "Our approach seeks to address the following central issue," then you spell out the techniques we used.
[00:18:45.520 --> 00:18:47.880]   "Our experiments are these," and you give details,
[00:18:47.880 --> 00:18:53.800]   and then, "Overall, we find that our approach has the following properties and the significance of this is."
[00:18:53.800 --> 00:18:58.880]   If you can conceptually fill this out with details from your project, I think you're in a good place,
[00:18:58.880 --> 00:19:03.280]   and then you could decide to get a little creative if you want to.
[00:19:03.280 --> 00:19:08.480]   Style sheets or, on avoiding desk rejects, this is mundane but important,
[00:19:08.480 --> 00:19:13.680]   pay attention to the details of the style sheet and other requirements included in the call for papers.
[00:19:13.680 --> 00:19:19.280]   They change these details all the time, almost like they're running some kind of experiment on us,
[00:19:19.280 --> 00:19:22.960]   and you don't want to get rejected for a small infraction, right?
[00:19:22.960 --> 00:19:26.240]   If you break one rule, you could get the dreaded desk reject,
[00:19:26.240 --> 00:19:31.600]   which would be a tragic but short way to end your conference submission process for this round.
[00:19:31.600 --> 00:19:33.520]   Try to avoid that.
[00:19:33.520 --> 00:19:35.600]   And then, finally, the camera-ready version.
[00:19:35.600 --> 00:19:37.200]   This is such a comical phrase.
[00:19:37.200 --> 00:19:39.840]   It's so weird that camera-ready survives.
[00:19:39.840 --> 00:19:43.200]   This is like talking about dialing your phone and so forth.
[00:19:43.200 --> 00:19:46.960]   What this refers to is antiquated technology.
[00:19:46.960 --> 00:19:51.520]   They used to literally take a picture of your paper, and that would be the publication version.
[00:19:51.520 --> 00:19:53.520]   That was the camera-ready part.
[00:19:53.520 --> 00:19:56.400]   Now it just sticks around as a weird idiom.
[00:19:56.400 --> 00:19:59.920]   For most NLP conferences, you get an additional page on acceptance,
[00:19:59.920 --> 00:20:02.960]   presumably to respond to requests made by reviewers,
[00:20:02.960 --> 00:20:06.000]   though in practice you can use the space however you like.
[00:20:06.000 --> 00:20:08.960]   Do write by your reviewers if they had concerns.
[00:20:08.960 --> 00:20:13.200]   It's great to address them, but it is not a contract that you have with the reviewers.
[00:20:13.200 --> 00:20:17.520]   Ultimately, at this stage, you should do what you feel is right for your paper.
[00:20:17.520 --> 00:20:19.200]   You have this extra page.
[00:20:19.200 --> 00:20:20.320]   Use it wisely.
[00:20:20.320 --> 00:20:21.280]   Use it thoughtfully.
[00:20:21.280 --> 00:20:26.640]   In general, the extra page is probably for fixing things that were overly terse
[00:20:26.640 --> 00:20:29.760]   because you compressed what was a long paper down to a short one,
[00:20:29.760 --> 00:20:34.560]   but it's great if you have space to express some new ideas and so forth.
[00:20:34.560 --> 00:20:40.720]   However, err on the side of saving brand new results for subsequent publications.
[00:20:40.720 --> 00:20:44.080]   Your paper is already crammed enough, I'm guessing,
[00:20:44.080 --> 00:20:47.120]   and so you don't want to add more things in just because you've discovered them.
[00:20:47.120 --> 00:20:50.080]   It might be a good idea to publish the current paper
[00:20:50.080 --> 00:20:54.320]   and then begin thinking about the next contribution that you'll make.
[00:20:54.560 --> 00:20:55.060]   Thank you.
[00:20:55.060 --> 00:21:05.060]   [BLANK_AUDIO]

