
[00:00:00.000 --> 00:00:09.020]   [ Silence ]
[00:05:55.940 --> 00:05:58.180]   I think it does matter a little bit, maybe,
[00:05:58.180 --> 00:06:02.100]   of the basis point range.
[00:06:02.100 --> 00:06:06.100]   I'd rather be indexing an obscure index, large cap
[00:06:06.100 --> 00:06:12.140]   index in the S&P 500, just from the view of the new Constitution
[00:06:12.140 --> 00:06:13.220]   and the expenses.
[00:06:13.220 --> 00:06:15.300]   I mean, I'm much happier with the large cap index
[00:06:15.300 --> 00:06:19.060]   fund than I am with the index trust 500 fund.
[00:06:19.060 --> 00:06:21.780]   I want to index that particular area.
[00:06:21.780 --> 00:06:23.100]   Chuck, let me ask you--
[00:06:23.100 --> 00:06:25.700]   Yeah, actually, let me basically agree with you on that.
[00:06:25.700 --> 00:06:29.040]   I was making this point to talk about total stock market index
[00:06:29.040 --> 00:06:31.940]   funds, total international funds,
[00:06:31.940 --> 00:06:34.700]   all with very heavy large cap bias.
[00:06:34.700 --> 00:06:38.940]   There could easily be differences between the S&P--
[00:06:38.940 --> 00:06:39.980]   what is it--
[00:06:39.980 --> 00:06:42.700]   400 or something down there, whatever the small cap index--
[00:06:42.700 --> 00:06:44.820]   600 for the small cap index.
[00:06:44.820 --> 00:06:46.660]   And the Russell, they have different ways
[00:06:46.660 --> 00:06:47.740]   of reconstituting this.
[00:06:47.740 --> 00:06:50.580]   Or worse, you try to get around a lot of that
[00:06:50.580 --> 00:06:52.700]   by using different indexers.
[00:06:52.700 --> 00:06:55.640]   But as a broad generalization, and when
[00:06:55.640 --> 00:06:57.340]   you can save as much as we are saving--
[00:06:57.340 --> 00:06:59.740]   I don't know the exact number, but it's significant--
[00:06:59.740 --> 00:07:02.540]   these guys get away with murder for calculating.
[00:07:02.540 --> 00:07:05.380]   I mean, you saw the stock at MSCI.
[00:07:05.380 --> 00:07:07.340]   Why an index provider is publicly held
[00:07:07.340 --> 00:07:08.820]   is another real question.
[00:07:08.820 --> 00:07:11.900]   But their stock dropped 33% or something the day
[00:07:11.900 --> 00:07:13.300]   we made this announcement.
[00:07:13.300 --> 00:07:14.580]   We saved money.
[00:07:14.580 --> 00:07:15.940]   They lost money.
[00:07:15.940 --> 00:07:21.380]   And so hats off to Vanguard for doing what we--
[00:07:21.380 --> 00:07:23.300]   eating what we-- what do we say--
[00:07:23.300 --> 00:07:26.840]   eating what we preach or something, eating what we cook.
[00:07:26.840 --> 00:07:30.080]   And so-- but it doesn't--
[00:07:30.080 --> 00:07:32.900]   I think you do have to be, I agree with Bill here,
[00:07:32.900 --> 00:07:35.240]   to feel more careful, if not a lot more careful,
[00:07:35.240 --> 00:07:36.600]   in the lower areas.
[00:07:36.600 --> 00:07:39.080]   But a firm like Vanguard or another big indexer
[00:07:39.080 --> 00:07:42.160]   like Fidelity or BlackRock is going
[00:07:42.160 --> 00:07:47.480]   to be very much able to do these things in the right way.
[00:07:47.480 --> 00:07:50.400]   And if they aren't, time will emerge and tell them that,
[00:07:50.400 --> 00:07:51.720]   and they'll have to change.
[00:07:51.720 --> 00:07:54.660]   So it's-- I've made--
[00:07:54.660 --> 00:07:55.860]   I've never done this before.
[00:07:55.860 --> 00:07:58.040]   I've made two brands of generalization.
[00:07:58.040 --> 00:07:59.380]   Well, maybe almost never.
[00:07:59.380 --> 00:08:01.500]   Almost never.
[00:08:01.500 --> 00:08:03.980]   That segues, Jack, into another question that I have.
[00:08:03.980 --> 00:08:07.460]   And this is sort of a personal interest of mine.
[00:08:07.460 --> 00:08:12.820]   And I apologize for indulging in front of this audience.
[00:08:12.820 --> 00:08:14.300]   But it's a very interesting issue.
[00:08:14.300 --> 00:08:18.260]   I mean, Vanguard is a nonprofit.
[00:08:18.260 --> 00:08:21.120]   And it's a nonprofit which is slowly
[00:08:21.120 --> 00:08:24.980]   gaining market share on those companies that supposedly
[00:08:24.980 --> 00:08:27.780]   should be benefiting from the invisible hand.
[00:08:27.780 --> 00:08:30.380]   And it's not the only area in our society
[00:08:30.380 --> 00:08:36.820]   in which nonprofits outpace for-profit sector.
[00:08:36.820 --> 00:08:38.740]   I'd much rather be in a hospital, for example,
[00:08:38.740 --> 00:08:40.740]   that's run by a nonprofit than one that's
[00:08:40.740 --> 00:08:42.740]   run by the HCA of Nevada.
[00:08:42.740 --> 00:08:46.200]   I'd rather-- how many great for-profit universities
[00:08:46.200 --> 00:08:48.460]   can you mention?
[00:08:48.460 --> 00:08:50.140]   University of Phoenix is the biggest one.
[00:08:50.140 --> 00:08:54.440]   I don't think it has the best reputation in this country.
[00:08:54.440 --> 00:08:59.620]   And so there are some areas that hidden hand doesn't
[00:08:59.620 --> 00:09:01.420]   do as well as a nonprofit.
[00:09:01.420 --> 00:09:03.380]   And you've written, of course, about performance
[00:09:03.380 --> 00:09:05.720]   of mutual funds depending on their corporate structure
[00:09:05.720 --> 00:09:06.980]   and their corporate ownership.
[00:09:06.980 --> 00:09:11.420]   I'm wondering if you have any reflections on that.
[00:09:11.420 --> 00:09:16.420]   Well, let's look at it this way.
[00:09:16.420 --> 00:09:20.400]   The one thing that distinguishes the mutual fund
[00:09:20.400 --> 00:09:22.180]   industry from other industries is
[00:09:22.180 --> 00:09:27.500]   the relationship between cost and return, dollar for dollar.
[00:09:27.500 --> 00:09:29.340]   In other words, you would not necessarily--
[00:09:29.340 --> 00:09:30.980]   cost determines return.
[00:09:30.980 --> 00:09:35.140]   But if you get return x and deduct 20 basis points from it
[00:09:35.140 --> 00:09:39.780]   or 10, you're going to have a big advantage on someone
[00:09:39.780 --> 00:09:41.960]   who provides the exact same performance
[00:09:41.960 --> 00:09:43.620]   and charges the exact same kind of fund
[00:09:43.620 --> 00:09:45.640]   and charges 100 or 200 basis points.
[00:09:45.640 --> 00:09:47.620]   There's no way around the math.
[00:09:47.620 --> 00:09:52.360]   So as long as gross return in the markets
[00:09:52.360 --> 00:09:55.900]   or in your fund minus cost equals net return,
[00:09:55.900 --> 00:09:59.040]   whoever has the lowest cost has the highest return.
[00:09:59.040 --> 00:10:00.780]   This is not complicated.
[00:10:00.780 --> 00:10:04.380]   And our industry is just finally trying to catch up with it.
[00:10:04.380 --> 00:10:07.180]   And they don't know how to.
[00:10:07.180 --> 00:10:09.980]   And the problem is very simple.
[00:10:09.980 --> 00:10:12.540]   They are in business to make money for themselves
[00:10:12.540 --> 00:10:14.900]   or to make money for the financial conglomerates
[00:10:14.900 --> 00:10:16.780]   that own the management companies.
[00:10:16.780 --> 00:10:21.220]   And for those of you who've read my book with great care,
[00:10:21.220 --> 00:10:24.260]   if these aren't the numbers that are in the book, forgive me.
[00:10:24.260 --> 00:10:28.760]   But of the 50 largest mutual fund management companies,
[00:10:28.760 --> 00:10:32.380]   around 36, I believe, are owned by great big financial
[00:10:32.380 --> 00:10:36.460]   conglomerates, unlike Canada right down the line, Deutsche
[00:10:36.460 --> 00:10:38.900]   Bank, and so on.
[00:10:38.900 --> 00:10:42.860]   And those companies have bought mutual fund firms
[00:10:42.860 --> 00:10:44.860]   to earn a return on their capital,
[00:10:44.860 --> 00:10:47.260]   their corporate capital of, say, Deutsche Bank.
[00:10:47.260 --> 00:10:49.540]   And the interest of the shareholders in that fund
[00:10:49.540 --> 00:10:51.540]   is to earn a return on their capital.
[00:10:51.540 --> 00:10:55.060]   And that's a conflict of interest right there.
[00:10:55.060 --> 00:10:57.180]   When you're in business to make money for yourself,
[00:10:57.180 --> 00:10:58.860]   and the people that you're investing for
[00:10:58.860 --> 00:11:00.980]   think you're in business to make money for them.
[00:11:00.980 --> 00:11:03.540]   And so they have a great difficulty
[00:11:03.540 --> 00:11:04.640]   in competing.
[00:11:04.640 --> 00:11:06.620]   Another six or seven firms in this industry
[00:11:06.620 --> 00:11:08.540]   are publicly held.
[00:11:08.540 --> 00:11:10.460]   There's their own stockholders around.
[00:11:10.460 --> 00:11:12.420]   And so I think that leaves about six firms that
[00:11:12.420 --> 00:11:15.220]   are privately held, six big firms, which, of course,
[00:11:15.220 --> 00:11:20.540]   would be Fidelity, Capital Group, California American
[00:11:20.540 --> 00:11:23.260]   Funds, and Dodge and Cox.
[00:11:23.260 --> 00:11:24.620]   There aren't a lot of them.
[00:11:24.620 --> 00:11:27.380]   And then Vanguard, which is sort of privately
[00:11:27.380 --> 00:11:30.340]   held by its own shareholders, if you want to look at it that way.
[00:11:30.340 --> 00:11:34.900]   So we have a tremendous advantage,
[00:11:34.900 --> 00:11:38.980]   because this business not only has cost everything,
[00:11:38.980 --> 00:11:41.500]   but cost can be measured with precision.
[00:11:41.500 --> 00:11:42.780]   I mean, if somebody else's--
[00:11:42.780 --> 00:11:46.940]   I don't know-- Lincoln Continental is more valuable
[00:11:46.940 --> 00:11:51.060]   than somebody else's Mercedes, Benz, or Jaguar,
[00:11:51.060 --> 00:11:54.460]   all that benefit is in the mind, in style.
[00:11:54.460 --> 00:11:55.940]   Maybe a little bit in construction,
[00:11:55.940 --> 00:11:57.460]   but whatever it is.
[00:11:57.460 --> 00:12:00.620]   Diamonds, they may be a girl's best friend,
[00:12:00.620 --> 00:12:03.100]   but it's very hard to measure precise value.
[00:12:03.100 --> 00:12:05.140]   But in this business, you can do it.
[00:12:05.140 --> 00:12:06.060]   You can do the math.
[00:12:06.060 --> 00:12:07.420]   You can see the math.
[00:12:07.420 --> 00:12:08.980]   You can see just where it comes out.
[00:12:08.980 --> 00:12:12.060]   You do have to estimate things like turnover costs.
[00:12:12.060 --> 00:12:13.580]   We always ignore sales commission,
[00:12:13.580 --> 00:12:16.620]   which is still a very big part, sales load, a big part of it.
[00:12:16.620 --> 00:12:20.580]   And Vanguard has, because of our structure and the kind of funds
[00:12:20.580 --> 00:12:23.900]   we choose to run, we have a very low portfolio turnover.
[00:12:23.900 --> 00:12:25.820]   The cost of that is essentially zero.
[00:12:25.820 --> 00:12:27.500]   We have no sales loads.
[00:12:27.500 --> 00:12:32.900]   So when you compare our, say, 18, 20 basis point overall fee,
[00:12:32.900 --> 00:12:35.300]   sometimes as low as five basis points.
[00:12:35.300 --> 00:12:37.500]   With others who are, on average in this industry,
[00:12:37.500 --> 00:12:39.940]   used to call it 100 basis points for a month,
[00:12:39.940 --> 00:12:43.140]   just have this huge advantage, but they can't compete.
[00:12:43.140 --> 00:12:45.420]   The example I use is, if I can just rattle on
[00:12:45.420 --> 00:12:48.660]   for one more minute here, is that--
[00:12:48.660 --> 00:12:52.420]   so we're up in Fidelico, and there's Ned Johnson.
[00:12:52.420 --> 00:12:54.980]   And he says, Vanguard is eating our lunch.
[00:12:54.980 --> 00:12:55.900]   Do something about it.
[00:12:55.900 --> 00:12:58.360]   Get everybody in the room and say, what are we going to do?
[00:12:58.360 --> 00:13:00.060]   Vanguard is eating our lunch.
[00:13:00.060 --> 00:13:03.000]   [LAUGHTER]
[00:13:03.000 --> 00:13:05.520]   [INAUDIBLE]
[00:13:05.520 --> 00:13:07.920]   I'm a little humorated, aren't I?
[00:13:07.920 --> 00:13:12.680]   And so they all come back a week later and say, we got it.
[00:13:12.680 --> 00:13:15.240]   We can get the expense ratio down
[00:13:15.240 --> 00:13:17.440]   by eliminating your profits.
[00:13:17.440 --> 00:13:19.400]   I'm not sure that's going to make the guy happy.
[00:13:19.400 --> 00:13:20.400]   [LAUGHTER]
[00:13:20.400 --> 00:13:22.520]   Cutting out the marketing budget.
[00:13:22.520 --> 00:13:25.240]   No more green lines running across your television screen.
[00:13:25.240 --> 00:13:28.440]   [LAUGHTER]
[00:13:28.440 --> 00:13:32.840]   Becoming much more efficient, taking big bonuses away
[00:13:32.840 --> 00:13:34.880]   from managers who don't perform.
[00:13:34.880 --> 00:13:38.400]   And I think if we do all these things--
[00:13:38.400 --> 00:13:42.400]   no marketing, no profits, much more efficient
[00:13:42.400 --> 00:13:47.440]   on the investment side and on the administrative side,
[00:13:47.440 --> 00:13:49.880]   negotiate with the custodians, the whole works--
[00:13:49.880 --> 00:13:55.080]   we can get down to 50 basis points.
[00:13:55.080 --> 00:14:01.760]   I won't try to emulate Mr. Johnson's accent here.
[00:14:01.760 --> 00:14:04.400]   He says, 50 basis points?
[00:14:04.400 --> 00:14:07.880]   Boy, we'll be 250% higher than Vanguard.
[00:14:07.880 --> 00:14:09.240]   [LAUGHTER]
[00:14:09.240 --> 00:14:10.720]   Why would we do that?
[00:14:10.720 --> 00:14:12.560]   So what is his option?
[00:14:12.560 --> 00:14:14.120]   He cannot do that.
[00:14:14.120 --> 00:14:15.640]   He will not do that.
[00:14:15.640 --> 00:14:17.920]   People don't like to cut their own throats.
[00:14:17.920 --> 00:14:18.880]   Right.
[00:14:18.880 --> 00:14:20.720]   [LAUGHTER]
[00:14:20.720 --> 00:14:24.280]   So he's going to keep milking that cash cow, which will
[00:14:24.280 --> 00:14:27.680]   probably last 20 or 30 years.
[00:14:27.680 --> 00:14:32.960]   And that is the most, without any measure at all,
[00:14:32.960 --> 00:14:35.840]   the most intelligent business decision
[00:14:35.840 --> 00:14:37.360]   he could possibly make.
[00:14:37.360 --> 00:14:41.400]   He's doing the right thing from his personal standpoint,
[00:14:41.400 --> 00:14:43.480]   the standpoint of that firm.
[00:14:43.480 --> 00:14:48.840]   So if he was doing it as a fiduciary and not a businessman,
[00:14:48.840 --> 00:14:50.640]   he would do just the opposite.
[00:14:50.640 --> 00:14:52.200]   And it's a problem Vanguard has.
[00:14:52.200 --> 00:14:55.840]   If we've gotten such scale now, $2 trillion.
[00:14:55.840 --> 00:14:58.040]   Oh my god, OMG.
[00:14:58.040 --> 00:15:01.600]   [LAUGHTER]
[00:15:01.600 --> 00:15:03.880]   Is no one can get to our scale.
[00:15:03.880 --> 00:15:05.840]   So is someone operating exactly the way
[00:15:05.840 --> 00:15:07.800]   we do, which is really impossible,
[00:15:07.800 --> 00:15:12.680]   because no one's going to be pretty close to 95% index.
[00:15:12.680 --> 00:15:15.880]   I'll talk about that later.
[00:15:15.880 --> 00:15:18.040]   So you've got to pay the money manager something.
[00:15:18.040 --> 00:15:20.240]   But if you just paid him on performance,
[00:15:20.240 --> 00:15:22.000]   paid the firm on performance, that
[00:15:22.000 --> 00:15:23.600]   would be a good thing for the clients,
[00:15:23.600 --> 00:15:25.360]   but a bad thing for the manager.
[00:15:25.360 --> 00:15:27.480]   But you could probably get to, let me say,
[00:15:27.480 --> 00:15:30.400]   if you get to 40 basis points.
[00:15:30.400 --> 00:15:32.480]   So what?
[00:15:32.480 --> 00:15:35.680]   As a wise man named Abraham Lincoln once said,
[00:15:35.680 --> 00:15:39.280]   the world will know if you're a longer member.
[00:15:39.280 --> 00:15:43.480]   Yeah, I mean, it's interesting you brought up
[00:15:43.480 --> 00:15:46.800]   Met Johnson to a wonderful, long accent, probably.
[00:15:46.800 --> 00:15:49.280]   [LAUGHTER]
[00:15:49.280 --> 00:15:52.640]   Is that Met Johnson will do what is infidelity's
[00:15:52.640 --> 00:15:54.200]   long-term best interest.
[00:15:54.200 --> 00:15:57.640]   And he may be able to play it out for decades ahead,
[00:15:57.640 --> 00:16:01.480]   determine his heirs and heiresses.
[00:16:01.480 --> 00:16:05.920]   But that's still a better-case scenario
[00:16:05.920 --> 00:16:07.440]   than what you've also written about,
[00:16:07.440 --> 00:16:09.880]   which is what happens to publicly-traded companies,
[00:16:09.880 --> 00:16:12.440]   where they are managing next quarter's profits, which
[00:16:12.440 --> 00:16:16.480]   is a recipe for disaster.
[00:16:16.480 --> 00:16:20.040]   There's also a moral angle to something I think is worth--
[00:16:20.040 --> 00:16:22.880]   you're probably not going to learn more on this.
[00:16:22.880 --> 00:16:26.560]   People become second-rate teachers and marines
[00:16:26.560 --> 00:16:29.040]   and joint diplomatic corps not for the money.
[00:16:29.040 --> 00:16:30.680]   They do it for moral reasons.
[00:16:30.680 --> 00:16:34.280]   They think the world will serve a useful purpose.
[00:16:34.280 --> 00:16:36.120]   And I think that the people at Vanguard
[00:16:36.120 --> 00:16:39.240]   go to work in the morning and realize that they are serving
[00:16:39.240 --> 00:16:40.880]   a socially useful purpose.
[00:16:40.880 --> 00:16:42.560]   You saw it in that tradition, of course.
[00:16:42.560 --> 00:16:45.200]   You saw it as a useful social enterprise.
[00:16:45.200 --> 00:16:48.040]   And I think you certainly inculcated that corporate
[00:16:48.040 --> 00:16:51.200]   culture, just that everybody who works at Vanguard
[00:16:51.200 --> 00:16:53.760]   can be working for somewhere else for a lot more money.
[00:16:53.760 --> 00:16:56.400]   That could be you.
[00:16:56.400 --> 00:16:57.440]   Say it isn't so.
[00:16:57.440 --> 00:17:01.320]   [LAUGHTER]
[00:17:01.320 --> 00:17:03.560]   You didn't have one helicopter, but you
[00:17:03.560 --> 00:17:07.680]   own two helicopters, as I think someone pointed out.
[00:17:07.680 --> 00:17:14.520]   And I think that's the issue, is why are we doing this?
[00:17:14.520 --> 00:17:17.440]   And I think the people who work at the big Wall Street
[00:17:17.440 --> 00:17:19.360]   firms are in it for the bucks.
[00:17:19.360 --> 00:17:21.440]   And the people who work at Vanguard
[00:17:21.440 --> 00:17:25.160]   are in it because they want to be able to look at themselves
[00:17:25.160 --> 00:17:26.400]   in the mirror.
[00:17:26.400 --> 00:17:27.880]   And I think there's some activities
[00:17:27.880 --> 00:17:29.080]   that are socially useful.
[00:17:29.080 --> 00:17:32.480]   I can provide inexpensive investment products,
[00:17:32.480 --> 00:17:35.360]   safe investment products, as one of them.
[00:17:35.360 --> 00:17:36.680]   But making widgets is not.
[00:17:36.680 --> 00:17:39.080]   I mean, you're not going to get non-profit art companies.
[00:17:39.080 --> 00:17:44.720]   You need the municipal band to make those.
[00:17:44.720 --> 00:17:48.720]   Yeah, well, alternatives.
[00:17:48.720 --> 00:17:53.080]   David Swenson's had a rough five years of it.
[00:17:53.080 --> 00:17:53.840]   Not bad.
[00:17:53.840 --> 00:17:54.800]   He's not great.
[00:17:54.800 --> 00:17:58.440]   Yeah, not bad, just not great.
[00:17:58.440 --> 00:18:00.520]   Do you think that he--
[00:18:00.520 --> 00:18:02.240]   why do you think that has happened?
[00:18:02.240 --> 00:18:05.200]   Do you think the ground's just gotten too covered?
[00:18:05.200 --> 00:18:08.240]   Do you think that he has a different approach?
[00:18:08.240 --> 00:18:10.960]   I mean, obviously, he's very ill right now.
[00:18:10.960 --> 00:18:12.660]   But do you think it's possible to sustain
[00:18:12.660 --> 00:18:14.520]   that sort of performance?
[00:18:14.520 --> 00:18:17.160]   Well, I never believed he could sustain
[00:18:17.160 --> 00:18:19.600]   that kind of performance.
[00:18:19.600 --> 00:18:22.960]   And I said that to David, who is a great, great human being.
[00:18:22.960 --> 00:18:25.280]   I mean, he is a straight arrow.
[00:18:25.280 --> 00:18:27.800]   I mean, there's nobody any better as a human being
[00:18:27.800 --> 00:18:29.280]   in the combined money matter.
[00:18:29.280 --> 00:18:32.160]   He's just a wonderful guy, even though he went to Yale.
[00:18:32.160 --> 00:18:33.920]   [LAUGHTER]
[00:18:33.920 --> 00:18:34.960]   He went to Yale.
[00:18:34.960 --> 00:18:36.520]   I guess he didn't go there.
[00:18:36.520 --> 00:18:39.440]   And so I have great respect for him.
[00:18:39.440 --> 00:18:44.200]   But I said, how can he go on like this in the future?
[00:18:44.200 --> 00:18:46.640]   And he said, Jack, you'd be amazed
[00:18:46.640 --> 00:18:49.600]   how many stupid investors there are out there.
[00:18:49.600 --> 00:18:52.960]   And I think there are probably fewer than you expected, Bill.
