
[00:00:00.000 --> 00:00:04.440]   The reason that he was kicked out is because of this toxic culture.
[00:04:00.880 --> 00:04:06.960]   And so the quiet part is like, we go and buy real estate.
[00:04:06.960 --> 00:04:09.240]   We do construction.
[00:04:09.240 --> 00:04:16.440]   We then go talk to the center point of what matters in food, which is the restaurateur,
[00:04:16.440 --> 00:04:22.800]   the entrepreneur who's making it, who does it just because, I mean, it's a labor of love.
[00:04:22.800 --> 00:04:26.360]   You got to have a deep passion for food and a deep passion for people because otherwise
[00:04:26.360 --> 00:04:29.080]   you couldn't survive in that world.
[00:04:29.080 --> 00:04:33.320]   But these guys are like true blue entrepreneurs and they are our customer.
[00:04:33.320 --> 00:04:39.400]   And you do it from their perspective and you help them get their vision for what they're
[00:04:39.400 --> 00:04:44.040]   doing out there and do it super, super efficiently.
[00:04:44.040 --> 00:04:47.360]   And so we like to say we serve those who serve others.
[00:04:47.360 --> 00:04:50.880]   We're not the restaurant, we're the guys underneath.
[00:04:50.880 --> 00:04:56.160]   And currently I think we have real estate, we have facilities in all the major cities
[00:04:56.160 --> 00:04:59.920]   in 30 countries around the world.
[00:04:59.920 --> 00:05:03.320]   We also have a software division, so we have hundreds of thousands of restaurants using
[00:05:03.320 --> 00:05:05.720]   our software stack.
[00:05:05.720 --> 00:05:12.680]   And we have a robotics division that got going with a lot of the original sort of Uber ATG
[00:05:12.680 --> 00:05:15.880]   guys, advanced technology group, the autonomy guys.
[00:05:15.880 --> 00:05:25.600]   So we got that crew together and have robots that already are out there, but are going
[00:05:25.600 --> 00:05:31.280]   to be out there in a really big way over the coming quarters and years.
[00:05:31.280 --> 00:05:37.400]   - So the premise of Uber was, hey, press a button, we move you or anything from point
[00:05:37.400 --> 00:05:43.600]   A to point B. What a profound, simple, but profound insight as an entrepreneur.
[00:05:43.600 --> 00:05:51.240]   And the insight here is, hey, getting you food quickly, efficiently, and then making
[00:05:51.240 --> 00:05:54.120]   it easier for a restaurateur to pop up a restaurant.
[00:05:54.120 --> 00:05:58.200]   Tell us the economics of a food brand.
[00:05:58.200 --> 00:06:01.760]   When Jade and I and the family were out here on vacation over the summer in Manhattan Beach,
[00:06:01.760 --> 00:06:06.400]   we had a wonderful experience of ordering Gwyneth Paltrow's Cloud Kitchen and these
[00:06:06.400 --> 00:06:12.080]   new brands, great new brands popping up.
[00:06:12.080 --> 00:06:14.880]   Talk about the economics for that food entrepreneur.
[00:06:14.880 --> 00:06:16.560]   - I mean, it's just tough.
[00:06:16.560 --> 00:06:20.240]   I think most of us know a restaurateur.
[00:06:20.240 --> 00:06:24.760]   Some of us may have even tried to do a restaurateur, be a part of it in some fashion.
[00:06:24.760 --> 00:06:30.280]   Like I said, it's a labor of love, but your big costs are gonna be labor, let's call it
[00:06:30.280 --> 00:06:37.800]   30%, but it can range from 25 to 40% of your overall revenue.
[00:06:37.800 --> 00:06:47.640]   Occupancy, which is the physical space itself, let's call it between 6 and 12% of revenue.
[00:06:47.640 --> 00:06:52.360]   Supply chain is 30%, marketing, let's call it 10.
[00:06:52.360 --> 00:06:57.240]   I know I'm missing something somewhere, but that's the big stuff.
[00:06:57.240 --> 00:07:02.240]   And a successful restaurant's gonna have a 10% profit margin and be really pumped about
[00:07:02.240 --> 00:07:03.240]   that.
[00:07:03.240 --> 00:07:04.240]   - Wow.
[00:07:04.240 --> 00:07:06.840]   - And so, yeah, that's just how it works.
[00:07:06.840 --> 00:07:10.760]   One thing I wanna say, just sort of the high level to like sort of how do you connect the
[00:07:10.760 --> 00:07:17.620]   dots on like sort of where innovation is going is that my sweet spot is digitizing the physical
[00:07:17.620 --> 00:07:18.620]   world.
[00:07:18.620 --> 00:07:24.800]   And you could take that to mean a lot of different things, but it's basically treating atoms
[00:07:24.800 --> 00:07:26.880]   like bits.
[00:07:26.880 --> 00:07:32.840]   And so we know the bits world is a computer, a computer's what CPU manipulates the bits,
[00:07:32.840 --> 00:07:36.600]   storage stores the bits, network moves bits from point A to point B.
[00:07:36.600 --> 00:07:43.440]   But if you're treating atoms like bits, you go, CPU manipulates the bits, what manipulates
[00:07:43.440 --> 00:07:45.080]   atoms?
[00:07:45.080 --> 00:07:47.200]   That's manufacturing.
[00:07:47.200 --> 00:07:50.160]   Storage stores bits, what stores atoms?
[00:07:50.160 --> 00:07:52.220]   That's real estate.
[00:07:52.220 --> 00:07:58.640]   Network moves bits from point A to point B. What, yeah, what moves atoms?
[00:07:58.640 --> 00:08:01.680]   Well, that's transport or logistics.
[00:08:01.680 --> 00:08:09.760]   And so these are the three sort of core computing resources in a atoms-based computer.
[00:08:09.760 --> 00:08:16.040]   And you can say my last gig was so much about the network for the physical world, but there's
[00:08:16.040 --> 00:08:22.640]   just a huge amount of innovation left in compute and storage for the physical world, also known
[00:08:22.640 --> 00:08:27.640]   as digitized manufacturing and digitized real estate.
[00:08:27.640 --> 00:08:34.840]   And so our company is really sort of building atoms-based computers and sort of our first
[00:08:34.840 --> 00:08:37.100]   computer is really a food computer.
[00:08:37.100 --> 00:08:38.920]   So that's kind of how we think about it.
[00:08:38.920 --> 00:08:45.960]   Yeah, let's take a look at the video of some of the robots that are making food in
[00:08:45.960 --> 00:08:59.860]   Cloud Kitchens.
[00:08:59.860 --> 00:09:00.860]   And that's our lab.
[00:09:00.860 --> 00:09:01.860]   We're doing that in-house.
[00:09:01.860 --> 00:09:03.440]   All in-house, yeah.
[00:09:03.440 --> 00:09:04.440]   All this stuff is in-house.
[00:09:04.440 --> 00:09:05.440]   [VIDEO PLAYBACK]
[00:09:05.440 --> 00:09:06.440]   [MUSIC PLAYING]
[00:09:06.440 --> 00:09:06.440]   [END PLAYBACK]
[00:09:07.440 --> 00:09:08.440]   [VIDEO PLAYBACK]
[00:09:08.440 --> 00:09:09.440]   [MUSIC PLAYING]
[00:09:09.440 --> 00:09:10.440]   [END PLAYBACK]
[00:09:10.440 --> 00:09:11.440]   [MUSIC PLAYING]
[00:09:11.440 --> 00:09:12.440]   [END PLAYBACK]
[00:09:12.440 --> 00:09:13.440]   [VIDEO PLAYBACK]
[00:09:13.440 --> 00:09:14.440]   [MUSIC PLAYING]
[00:09:14.440 --> 00:09:15.440]   [END PLAYBACK]
[00:09:15.440 --> 00:09:16.440]   [VIDEO PLAYBACK]
[00:09:16.440 --> 00:09:17.440]   [MUSIC PLAYING]
[00:09:17.440 --> 00:09:18.440]   [END PLAYBACK]
[00:09:18.440 --> 00:09:19.440]   [VIDEO PLAYBACK]
[00:09:19.440 --> 00:09:20.440]   [MUSIC PLAYING]
[00:09:20.440 --> 00:09:21.440]   [END PLAYBACK]
[00:09:21.440 --> 00:09:22.440]   [VIDEO PLAYBACK]
[00:09:22.440 --> 00:09:23.440]   [MUSIC PLAYING]
[00:09:23.440 --> 00:09:24.440]   [END PLAYBACK]
[00:09:24.440 --> 00:09:25.440]   [VIDEO PLAYBACK]
[00:09:25.440 --> 00:09:26.440]   [MUSIC PLAYING]
[00:09:26.440 --> 00:09:27.440]   [END PLAYBACK]
[00:09:27.440 --> 00:09:28.440]   [VIDEO PLAYBACK]
[00:09:28.440 --> 00:09:29.440]   [MUSIC PLAYING]
[00:09:29.440 --> 00:09:30.440]   [END PLAYBACK]
[00:09:30.440 --> 00:09:31.440]   [VIDEO PLAYBACK]
[00:09:31.440 --> 00:09:32.440]   [MUSIC PLAYING]
[00:09:32.440 --> 00:09:33.440]   [END PLAYBACK]
[00:09:33.440 --> 00:09:34.440]   [MUSIC PLAYING]
[00:09:34.440 --> 00:09:35.440]   [END PLAYBACK]
[00:09:35.440 --> 00:09:36.440]   [VIDEO PLAYBACK]
[00:09:36.440 --> 00:09:37.440]   [MUSIC PLAYING]
[00:09:37.440 --> 00:09:38.440]   [END PLAYBACK]
[00:09:38.440 --> 00:09:39.440]   [VIDEO PLAYBACK]
[00:09:39.440 --> 00:09:40.440]   [MUSIC PLAYING]
[00:09:40.440 --> 00:09:41.440]   [END PLAYBACK]
[00:09:41.440 --> 00:09:42.440]   [VIDEO PLAYBACK]
[00:09:42.440 --> 00:09:43.440]   [MUSIC PLAYING]
[00:09:43.440 --> 00:09:44.440]   [END PLAYBACK]
[00:09:44.440 --> 00:09:45.440]   [VIDEO PLAYBACK]
[00:09:45.440 --> 00:09:46.440]   [VIDEO PLAYBACK]
[00:09:46.440 --> 00:09:47.440]   [MUSIC PLAYING]
[00:09:47.440 --> 00:09:48.440]   [END PLAYBACK]
[00:09:48.440 --> 00:09:49.440]   [VIDEO PLAYBACK]
[00:09:49.440 --> 00:09:50.440]   [VIDEO PLAYBACK]
[00:09:50.440 --> 00:09:51.440]   [MUSIC PLAYING]
[00:09:51.440 --> 00:09:52.440]   [END PLAYBACK]
[00:09:52.440 --> 00:09:53.440]   [VIDEO PLAYBACK]
[00:09:53.440 --> 00:09:54.440]   [VIDEO PLAYBACK]
[00:09:54.440 --> 00:09:55.440]   [MUSIC PLAYING]
[00:09:55.440 --> 00:09:56.440]   [VIDEO PLAYBACK]
[00:09:56.440 --> 00:09:57.440]   [VIDEO PLAYBACK]
[00:09:57.440 --> 00:09:58.440]   [MUSIC PLAYING]
[00:09:58.440 --> 00:09:59.440]   [END PLAYBACK]
[00:09:59.440 --> 00:10:00.440]   [VIDEO PLAYBACK]
[00:10:00.440 --> 00:10:01.440]   [VIDEO PLAYBACK]
[00:10:01.440 --> 00:10:02.440]   [MUSIC PLAYING]
[00:10:02.440 --> 00:10:03.440]   [END PLAYBACK]
[00:10:03.440 --> 00:10:04.440]   [VIDEO PLAYBACK]
[00:10:04.440 --> 00:10:05.440]   [VIDEO PLAYBACK]
[00:10:05.440 --> 00:10:06.440]   [MUSIC PLAYING]
[00:10:06.440 --> 00:10:07.440]   [END PLAYBACK]
[00:10:07.440 --> 00:10:08.440]   [VIDEO PLAYBACK]
[00:10:08.440 --> 00:10:09.440]   [VIDEO PLAYBACK]
[00:10:09.440 --> 00:10:10.440]   [MUSIC PLAYING]
[00:10:10.440 --> 00:10:11.440]   [END PLAYBACK]
[00:10:11.440 --> 00:10:12.440]   [VIDEO PLAYBACK]
[00:10:12.440 --> 00:10:13.440]   [VIDEO PLAYBACK]
[00:10:13.440 --> 00:10:14.440]   [MUSIC PLAYING]
[00:10:14.440 --> 00:10:15.440]   [VIDEO PLAYBACK]
[00:10:15.440 --> 00:10:16.440]   [VIDEO PLAYBACK]
[00:10:16.440 --> 00:10:17.440]   [MUSIC PLAYING]
[00:10:17.440 --> 00:10:18.440]   [VIDEO PLAYBACK]
[00:10:18.440 --> 00:10:19.440]   [VIDEO PLAYBACK]
[00:10:19.440 --> 00:10:20.440]   [MUSIC PLAYING]
[00:10:20.440 --> 00:10:21.440]   [VIDEO PLAYBACK]
[00:10:21.440 --> 00:10:22.440]   [VIDEO PLAYBACK]
[00:10:22.440 --> 00:10:23.440]   [MUSIC PLAYING]
[00:10:23.440 --> 00:10:24.440]   [VIDEO PLAYBACK]
[00:10:24.440 --> 00:10:25.440]   [VIDEO PLAYBACK]
[00:10:25.440 --> 00:10:26.440]   [MUSIC PLAYING]
[00:10:26.440 --> 00:10:27.440]   [VIDEO PLAYBACK]
[00:10:27.440 --> 00:10:28.440]   [VIDEO PLAYBACK]
[00:10:28.440 --> 00:10:29.440]   [MUSIC PLAYING]
[00:10:29.440 --> 00:10:30.440]   [VIDEO PLAYBACK]
[00:10:30.440 --> 00:10:31.440]   [VIDEO PLAYBACK]
[00:10:31.440 --> 00:10:32.440]   [MUSIC PLAYING]
[00:10:32.440 --> 00:10:33.440]   [VIDEO PLAYBACK]
[00:10:33.440 --> 00:10:34.440]   [MUSIC PLAYING]
[00:10:34.440 --> 00:10:35.440]   [VIDEO PLAYBACK]
[00:10:35.440 --> 00:10:36.440]   [MUSIC PLAYING]
[00:10:36.440 --> 00:10:37.440]   [VIDEO PLAYBACK]
[00:10:37.440 --> 00:10:38.440]   [MUSIC PLAYING]
[00:10:38.440 --> 00:10:39.440]   [VIDEO PLAYBACK]
[00:10:39.440 --> 00:10:40.440]   [MUSIC PLAYING]
[00:10:40.440 --> 00:10:41.440]   [VIDEO PLAYBACK]
[00:10:41.440 --> 00:10:42.440]   [MUSIC PLAYING]
[00:10:42.440 --> 00:10:43.440]   [VIDEO PLAYBACK]
[00:10:43.440 --> 00:10:44.440]   [MUSIC PLAYING]
[00:10:44.440 --> 00:10:45.440]   [VIDEO PLAYBACK]
[00:10:45.440 --> 00:10:46.440]   [MUSIC PLAYING]
[00:10:46.440 --> 00:10:47.440]   [VIDEO PLAYBACK]
[00:10:47.440 --> 00:10:48.440]   [MUSIC PLAYING]
[00:10:48.440 --> 00:10:49.440]   [VIDEO PLAYBACK]
[00:10:49.440 --> 00:10:50.440]   [MUSIC PLAYING]
[00:10:50.440 --> 00:10:51.440]   [VIDEO PLAYBACK]
[00:10:51.440 --> 00:10:52.440]   [MUSIC PLAYING]
[00:10:52.440 --> 00:10:53.440]   [VIDEO PLAYBACK]
[00:10:53.440 --> 00:10:54.440]   [MUSIC PLAYING]
[00:10:54.440 --> 00:10:55.440]   [VIDEO PLAYBACK]
[00:10:55.440 --> 00:10:56.440]   [MUSIC PLAYING]
[00:10:56.440 --> 00:10:57.440]   [VIDEO PLAYBACK]
[00:10:57.440 --> 00:10:58.440]   [MUSIC PLAYING]
[00:10:58.440 --> 00:10:59.440]   [VIDEO PLAYBACK]
[00:10:59.440 --> 00:11:00.440]   [MUSIC PLAYING]
[00:11:00.440 --> 00:11:01.440]   [VIDEO PLAYBACK]
[00:11:01.440 --> 00:11:02.440]   [MUSIC PLAYING]
[00:11:02.440 --> 00:11:03.440]   [VIDEO PLAYBACK]
[00:11:03.440 --> 00:11:04.440]   [MUSIC PLAYING]
[00:11:04.440 --> 00:11:05.440]   [VIDEO PLAYBACK]
[00:11:05.440 --> 00:11:06.440]   [MUSIC PLAYING]
[00:11:06.440 --> 00:11:07.440]   [VIDEO PLAYBACK]
[00:11:07.440 --> 00:11:08.440]   [MUSIC PLAYING]
[00:11:08.440 --> 00:11:09.440]   [VIDEO PLAYBACK]
[00:11:09.440 --> 00:11:10.440]   [MUSIC PLAYING]
[00:11:10.440 --> 00:11:11.440]   [VIDEO PLAYBACK]
[00:11:11.440 --> 00:11:12.440]   [MUSIC PLAYING]
[00:11:12.440 --> 00:11:13.440]   [VIDEO PLAYBACK]
[00:11:13.440 --> 00:11:14.440]   [MUSIC PLAYING]
[00:11:14.440 --> 00:11:15.440]   [VIDEO PLAYBACK]
[00:11:15.440 --> 00:11:16.440]   [MUSIC PLAYING]
[00:11:16.440 --> 00:11:17.440]   [VIDEO PLAYBACK]
[00:11:17.440 --> 00:11:18.440]   [MUSIC PLAYING]
[00:11:18.440 --> 00:11:19.440]   [VIDEO PLAYBACK]
[00:11:19.440 --> 00:11:20.440]   [MUSIC PLAYING]
[00:11:20.440 --> 00:11:21.440]   [VIDEO PLAYBACK]
[00:11:21.440 --> 00:11:22.440]   [MUSIC PLAYING]
[00:11:22.440 --> 00:11:23.440]   [VIDEO PLAYBACK]
[00:11:23.440 --> 00:11:24.440]   [MUSIC PLAYING]
[00:11:24.440 --> 00:11:25.440]   [VIDEO PLAYBACK]
[00:11:25.440 --> 00:11:26.440]   [MUSIC PLAYING]
[00:11:26.440 --> 00:11:27.440]   [VIDEO PLAYBACK]
[00:11:27.440 --> 00:11:28.440]   [MUSIC PLAYING]
[00:11:28.440 --> 00:11:29.440]   [VIDEO PLAYBACK]
[00:11:29.440 --> 00:11:30.440]   [MUSIC PLAYING]
[00:11:30.440 --> 00:11:31.440]   [VIDEO PLAYBACK]
[00:11:31.440 --> 00:11:32.440]   [MUSIC PLAYING]
[00:11:32.440 --> 00:11:33.440]   [VIDEO PLAYBACK]
[00:11:33.440 --> 00:11:34.440]   [MUSIC PLAYING]
[00:11:34.440 --> 00:11:35.440]   [VIDEO PLAYBACK]
[00:11:35.440 --> 00:11:36.440]   [MUSIC PLAYING]
[00:11:36.440 --> 00:11:37.440]   [VIDEO PLAYBACK]
[00:11:37.440 --> 00:11:38.440]   [MUSIC PLAYING]
[00:11:38.440 --> 00:11:39.440]   [VIDEO PLAYBACK]
[00:11:39.440 --> 00:11:40.440]   [MUSIC PLAYING]
[00:11:40.440 --> 00:11:41.440]   [VIDEO PLAYBACK]
[00:11:41.440 --> 00:11:42.440]   [MUSIC PLAYING]
[00:11:42.440 --> 00:11:43.440]   [VIDEO PLAYBACK]
[00:11:43.440 --> 00:11:44.440]   [MUSIC PLAYING]
[00:11:44.440 --> 00:11:45.440]   [VIDEO PLAYBACK]
[00:11:45.440 --> 00:11:46.440]   [MUSIC PLAYING]
[00:11:46.440 --> 00:11:47.440]   [VIDEO PLAYBACK]
[00:11:47.440 --> 00:11:48.440]   [MUSIC PLAYING]
[00:11:48.440 --> 00:11:49.440]   [VIDEO PLAYBACK]
[00:11:49.440 --> 00:11:50.440]   [MUSIC PLAYING]
[00:11:50.440 --> 00:11:51.440]   [VIDEO PLAYBACK]
[00:11:51.440 --> 00:11:52.440]   [MUSIC PLAYING]
[00:11:52.440 --> 00:11:53.440]   [VIDEO PLAYBACK]
[00:11:53.440 --> 00:11:54.440]   [MUSIC PLAYING]
[00:11:54.440 --> 00:11:55.440]   [VIDEO PLAYBACK]
[00:11:55.440 --> 00:11:56.440]   [MUSIC PLAYING]
[00:11:56.440 --> 00:11:57.440]   [VIDEO PLAYBACK]
[00:11:57.440 --> 00:11:58.440]   [MUSIC PLAYING]
[00:11:58.440 --> 00:11:59.440]   [VIDEO PLAYBACK]
[00:11:59.440 --> 00:12:00.440]   [MUSIC PLAYING]
[00:12:00.440 --> 00:12:01.440]   [VIDEO PLAYBACK]
[00:12:01.440 --> 00:12:02.440]   [MUSIC PLAYING]
[00:12:02.440 --> 00:12:03.440]   [VIDEO PLAYBACK]
[00:12:03.440 --> 00:12:04.440]   [MUSIC PLAYING]
[00:12:04.440 --> 00:12:05.440]   [VIDEO PLAYBACK]
[00:12:05.440 --> 00:12:06.440]   [MUSIC PLAYING]
[00:12:06.440 --> 00:12:07.440]   [VIDEO PLAYBACK]
[00:12:07.440 --> 00:12:08.440]   [MUSIC PLAYING]
[00:12:08.440 --> 00:12:09.440]   [VIDEO PLAYBACK]
[00:12:09.440 --> 00:12:10.440]   [MUSIC PLAYING]
[00:12:10.440 --> 00:12:11.440]   [VIDEO PLAYBACK]
[00:12:11.440 --> 00:12:12.440]   [MUSIC PLAYING]
[00:12:12.440 --> 00:12:13.440]   [VIDEO PLAYBACK]
[00:12:13.440 --> 00:12:14.440]   [MUSIC PLAYING]
[00:12:14.440 --> 00:12:15.440]   [VIDEO PLAYBACK]
[00:12:15.440 --> 00:12:16.440]   [MUSIC PLAYING]
[00:12:16.440 --> 00:12:17.440]   [VIDEO PLAYBACK]
[00:12:17.440 --> 00:12:18.440]   [MUSIC PLAYING]
[00:12:18.440 --> 00:12:19.440]   [VIDEO PLAYBACK]
[00:12:19.440 --> 00:12:20.440]   [MUSIC PLAYING]
[00:12:20.440 --> 00:12:21.440]   [VIDEO PLAYBACK]
[00:12:21.440 --> 00:12:22.440]   [MUSIC PLAYING]
[00:12:22.440 --> 00:12:23.440]   [VIDEO PLAYBACK]
[00:12:23.440 --> 00:12:24.440]   [MUSIC PLAYING]
[00:12:24.440 --> 00:12:25.440]   [VIDEO PLAYBACK]
[00:12:25.440 --> 00:12:26.440]   [MUSIC PLAYING]
[00:12:26.440 --> 00:12:27.440]   [VIDEO PLAYBACK]
[00:12:27.440 --> 00:12:28.440]   [MUSIC PLAYING]
[00:12:28.440 --> 00:12:29.440]   [VIDEO PLAYBACK]
[00:12:29.440 --> 00:12:30.440]   [MUSIC PLAYING]
[00:12:30.440 --> 00:12:31.440]   [VIDEO PLAYBACK]
[00:12:31.440 --> 00:12:32.440]   [MUSIC PLAYING]
[00:12:32.440 --> 00:12:33.440]   [VIDEO PLAYBACK]
[00:12:33.440 --> 00:12:34.440]   [MUSIC PLAYING]
[00:12:34.440 --> 00:12:35.440]   [VIDEO PLAYBACK]
[00:12:35.440 --> 00:12:36.440]   [MUSIC PLAYING]
[00:12:36.440 --> 00:12:37.440]   [VIDEO PLAYBACK]
[00:12:37.440 --> 00:12:38.440]   [MUSIC PLAYING]
[00:12:38.440 --> 00:12:39.440]   [VIDEO PLAYBACK]
[00:12:39.440 --> 00:12:40.440]   [MUSIC PLAYING]
[00:12:40.440 --> 00:12:41.440]   [VIDEO PLAYBACK]
[00:12:41.440 --> 00:12:42.440]   [MUSIC PLAYING]
[00:12:42.440 --> 00:12:43.440]   [VIDEO PLAYBACK]
[00:12:43.440 --> 00:12:44.440]   [MUSIC PLAYING]
[00:12:44.440 --> 00:12:45.440]   [VIDEO PLAYBACK]
[00:12:45.440 --> 00:12:46.440]   [MUSIC PLAYING]
[00:12:46.440 --> 00:12:47.440]   [VIDEO PLAYBACK]
[00:12:47.440 --> 00:12:48.440]   [MUSIC PLAYING]
[00:12:48.440 --> 00:12:49.440]   [VIDEO PLAYBACK]
[00:12:49.440 --> 00:12:50.440]   [MUSIC PLAYING]
[00:12:50.440 --> 00:12:51.440]   [VIDEO PLAYBACK]
[00:12:51.440 --> 00:12:52.440]   [MUSIC PLAYING]
[00:12:52.440 --> 00:12:53.440]   [VIDEO PLAYBACK]
[00:12:53.440 --> 00:12:54.440]   [MUSIC PLAYING]
[00:12:54.440 --> 00:12:55.440]   [VIDEO PLAYBACK]
[00:12:55.440 --> 00:12:56.440]   [MUSIC PLAYING]
[00:12:56.440 --> 00:12:57.440]   [VIDEO PLAYBACK]
[00:12:57.440 --> 00:12:58.440]   [MUSIC PLAYING]
[00:12:58.440 --> 00:12:59.440]   [VIDEO PLAYBACK]
[00:12:59.440 --> 00:13:00.440]   [MUSIC PLAYING]
[00:13:00.440 --> 00:13:01.440]   [VIDEO PLAYBACK]
[00:13:01.440 --> 00:13:02.440]   [MUSIC PLAYING]
[00:13:02.440 --> 00:13:03.440]   [VIDEO PLAYBACK]
[00:13:03.440 --> 00:13:04.440]   [MUSIC PLAYING]
[00:13:04.440 --> 00:13:05.440]   [VIDEO PLAYBACK]
[00:13:05.440 --> 00:13:06.440]   [MUSIC PLAYING]
[00:13:06.440 --> 00:13:07.440]   [VIDEO PLAYBACK]
[00:13:07.440 --> 00:13:08.440]   [MUSIC PLAYING]
[00:13:08.440 --> 00:13:09.440]   [VIDEO PLAYBACK]
[00:13:09.440 --> 00:13:10.440]   [MUSIC PLAYING]
[00:13:10.440 --> 00:13:11.440]   [VIDEO PLAYBACK]
[00:13:11.440 --> 00:13:12.440]   [MUSIC PLAYING]
