
[00:00:00.000 --> 00:00:04.000]   [Intro music]
[00:06:29.680 --> 00:06:36.240]   Now here's what's remarkable about those words. The love of many will grow cold.
[00:06:36.240 --> 00:06:45.680]   Many will fall away. Some will be put to death. But in all that opposition, all that falling away,
[00:06:45.680 --> 00:06:53.520]   all that coldness of heart, some will endure to the end and be saved. And who are they?
[00:06:53.520 --> 00:07:02.560]   Well, they are not the ones who grew cold. They're the ones who did not grow cold.
[00:07:02.560 --> 00:07:11.040]   Christians with cold hearts don't make martyrs. Those who endure to the end remain red hot with
[00:07:11.040 --> 00:07:17.440]   trust and love for God. That's why they're willing to die rather than compromise. That is why they
[00:07:17.440 --> 00:07:24.720]   would suffer rather than stop believing. We read about them in Revelation 12, 11,
[00:07:24.720 --> 00:07:32.160]   "And they have conquered him by the blood of the Lamb and by the word of their testimony,
[00:07:32.160 --> 00:07:39.440]   for they love not their lives even unto death." Which implies that these amazing Christians
[00:07:40.000 --> 00:07:46.480]   who are willing to give their lives rather than compromise their faith will be the kind of
[00:07:46.480 --> 00:07:53.280]   Christians who do not surrender the truth of complementarianism under cultural pressure.
[00:07:53.280 --> 00:08:01.920]   I'm not saying that only complementarians have the courage to be martyrs. Let's get that
[00:08:01.920 --> 00:08:09.200]   distortion out of the way. I'm not saying that. I'm saying that those martyrs are the kind of
[00:08:09.200 --> 00:08:17.200]   people who are not blown around like leaves in the wind of changing culture. And therefore,
[00:08:17.200 --> 00:08:26.240]   those in that number who see complementarianism as biblical and beautiful and true will be the
[00:08:26.240 --> 00:08:33.760]   kind of people who hold fast that truth to the death. So the reason, among all the other reasons
[00:08:33.760 --> 00:08:38.720]   that I mentioned and could mention, that I believe complementarianism will endure,
[00:08:38.720 --> 00:08:47.520]   is not a passing fancy, is not going to go away, is that no matter how great opposition to
[00:08:47.520 --> 00:08:52.880]   Christianity becomes, there will always be a remnant of complementarians willing to die for
[00:08:52.880 --> 00:08:57.920]   the truth, and they will be the kind of people who will give their lives rather than conform
[00:08:57.920 --> 00:09:02.400]   to a non-biblical culture. Yeah, sobering. Thank you, Pastor John.
[00:09:02.400 --> 00:09:07.840]   We have a lot of resources online about complementarity and male headship in marriage
[00:09:07.840 --> 00:09:12.080]   and in the church, and you can find those 24/7 online at DesiringGod.org.
[00:09:12.080 --> 00:09:17.840]   And we appreciate you listening to the podcast. As always, you can find our audio feeds, you can
[00:09:17.840 --> 00:09:21.920]   browse and search all of our past episodes, and you can send us questions of your own
[00:09:21.920 --> 00:09:32.000]   all online at DesiringGod.org/AskPastorJohn. Well, Proverbs 31 seems to tell us that we should give
[00:09:32.000 --> 00:09:39.040]   alcohol to those who are bitter. So does the Bible commend alcohol to help medicate the depressed?
[00:09:39.040 --> 00:09:43.200]   That's the next question on the docket for Friday.
[00:09:43.200 --> 00:09:45.600]   I'm your host Tony Reinke, and we will see you then.
[00:09:46.160 --> 00:09:46.240]   you
[00:09:47.200 --> 00:09:47.280]   you
[00:09:47.280 --> 00:09:47.780]   you
[00:09:48.740 --> 00:09:48.820]   you
[00:09:48.820 --> 00:09:49.320]   you
[00:09:49.320 --> 00:09:49.820]   you
[00:09:49.820 --> 00:09:50.320]   you
[00:09:51.120 --> 00:09:51.620]   you
[00:09:51.620 --> 00:10:01.620]   [BLANK_AUDIO]

