
[00:00:00.000 --> 00:00:02.440]   [Silence]
[00:03:29.720 --> 00:03:32.020]   I've talked about this in various podcasts before,
[00:03:32.020 --> 00:03:36.480]   also acts as a bit of a anxiety-lowering compound,
[00:03:36.480 --> 00:03:38.020]   which is essential prior to sleep
[00:03:38.020 --> 00:03:40.800]   for people to essentially turn off their thinking
[00:03:40.800 --> 00:03:42.780]   or to be able to reduce the amount of ruminating
[00:03:42.780 --> 00:03:44.820]   and problem-solving and future anticipation
[00:03:44.820 --> 00:03:45.660]   that they're doing,
[00:03:45.660 --> 00:03:47.580]   which is a requirement for falling asleep.
[00:03:47.580 --> 00:03:51.000]   So what's the rational approach to supplementing
[00:03:51.000 --> 00:03:53.980]   in a way that allows you to fall asleep more quickly
[00:03:53.980 --> 00:03:54.820]   and stay asleep?
[00:03:54.820 --> 00:03:58.080]   Well, would you immediately take magnesium threonate
[00:03:58.080 --> 00:03:59.380]   and apigenin together?
[00:03:59.380 --> 00:04:00.220]   Well, that depends.
[00:04:00.220 --> 00:04:01.040]   If you have the budget
[00:04:01.040 --> 00:04:02.940]   and you just simply want to fall asleep quicker
[00:04:02.940 --> 00:04:04.660]   and you don't care which of those two ingredients
[00:04:04.660 --> 00:04:06.300]   is going to be more effective for you,
[00:04:06.300 --> 00:04:07.920]   well, then you could try one,
[00:04:07.920 --> 00:04:09.660]   for instance, magnesium threonate,
[00:04:09.660 --> 00:04:12.020]   and try it for perhaps a week
[00:04:12.020 --> 00:04:14.380]   and see how that affects your latency to sleep time,
[00:04:14.380 --> 00:04:15.900]   that is how quickly you fall asleep,
[00:04:15.900 --> 00:04:17.820]   or you could try apigenin in the first week,
[00:04:17.820 --> 00:04:19.340]   or you could combine them both,
[00:04:19.340 --> 00:04:22.000]   or you could try magnesium threonate for a week,
[00:04:22.000 --> 00:04:24.740]   then switch to only apigenin for a week
[00:04:24.740 --> 00:04:27.300]   and evaluate which one works better for you.
[00:04:27.300 --> 00:04:28.300]   If neither works for you,
[00:04:28.300 --> 00:04:30.740]   I do recommend trying the combination together.
[00:04:30.740 --> 00:04:33.180]   Again, this is just the way that any scientist
[00:04:33.180 --> 00:04:34.400]   would design an experiment
[00:04:34.400 --> 00:04:36.820]   to try and understand which variables,
[00:04:36.820 --> 00:04:40.500]   that is, which ingredients are most effective
[00:04:40.500 --> 00:04:42.020]   for the result that you want,
[00:04:42.020 --> 00:04:44.660]   as opposed to just lumping them together and taking them.
[00:04:44.660 --> 00:04:48.660]   That said, a lot of people want excellent sleep so badly
[00:04:48.660 --> 00:04:49.500]   that they just say,
[00:04:49.500 --> 00:04:51.060]   "Okay, I'm just going to take magnesium threonate,
[00:04:51.060 --> 00:04:53.140]   I'm going to take apigenin, I'm going to take theanine.
[00:04:53.140 --> 00:04:54.260]   If my dreams are too vivid
[00:04:54.260 --> 00:04:55.740]   and I'm waking up in the middle of the night
[00:04:55.740 --> 00:04:58.660]   from excessively vivid dreams, I'll drop the theanine."
[00:04:58.660 --> 00:05:00.880]   And many people actually derive great benefit
[00:05:00.880 --> 00:05:01.940]   from that approach.
[00:05:01.940 --> 00:05:03.020]   But because today we're talking
[00:05:03.020 --> 00:05:04.620]   about the most rational, cost-effective,
[00:05:04.620 --> 00:05:07.460]   and biologically effective approach to supplementation,
[00:05:07.460 --> 00:05:10.540]   if you're not sleeping as well as you would like to,
[00:05:10.540 --> 00:05:12.660]   or if you want to explore what sleeping
[00:05:12.660 --> 00:05:16.220]   even more deeply might do for your mental health,
[00:05:16.220 --> 00:05:17.620]   physical health, and performance,
[00:05:17.620 --> 00:05:20.340]   well, then it makes sense to think about
[00:05:20.340 --> 00:05:22.740]   the various supplements for falling asleep
[00:05:22.740 --> 00:05:24.340]   versus remaining asleep,
[00:05:24.340 --> 00:05:26.180]   what to include, what not to include,
[00:05:26.180 --> 00:05:27.540]   and to do that systematically.
[00:05:27.540 --> 00:05:30.420]   And again, I think one week's time of taking something,
[00:05:30.420 --> 00:05:34.860]   provided it doesn't induce any negative effects, right?
[00:05:34.860 --> 00:05:36.660]   If something induces a negative effect,
[00:05:36.660 --> 00:05:39.060]   I recommend ceasing taking it immediately.
[00:05:39.060 --> 00:05:41.580]   But if something does not produce any negative effects,
[00:05:41.580 --> 00:05:44.340]   then I think you want to try a single ingredient formulation
[00:05:44.340 --> 00:05:47.420]   for about a week while not varying anything else,
[00:05:47.420 --> 00:05:51.100]   not changing anything else in your overall protocols
[00:05:51.100 --> 00:05:53.220]   of nutrition or supplementation.
[00:05:53.220 --> 00:05:55.740]   I mean, it's impossible to clamp everything perfectly
[00:05:55.740 --> 00:05:56.580]   from week to week,
[00:05:56.580 --> 00:05:58.740]   but don't change anything else dramatically
[00:05:58.740 --> 00:06:01.460]   and just add that supplement for a given week,
[00:06:01.460 --> 00:06:03.500]   see how it benefits your sleep.
[00:06:03.500 --> 00:06:05.980]   Maybe add in a second supplement if you like,
[00:06:05.980 --> 00:06:09.540]   or rather swap and try a different supplement for a week
[00:06:09.540 --> 00:06:11.220]   and then see what works best
[00:06:11.220 --> 00:06:13.460]   and see if the combination works even better.
[00:06:13.460 --> 00:06:16.040]   [upbeat music]
[00:06:16.040 --> 00:06:18.620]   [upbeat music]
[00:06:18.620 --> 00:06:21.200]   (upbeat music)

