
[00:00:00.000 --> 00:00:04.000]   (music)
[00:09:36.000 --> 00:09:40.000]   see the God-glorifying purposes of God
[00:09:40.000 --> 00:09:44.000]   more clearly than we can now. Consider two images.
[00:09:44.000 --> 00:09:48.000]   You've probably all heard these. I find them both very helpful.
[00:09:48.000 --> 00:09:52.000]   First, the imagery of a tapestry.
[00:09:52.000 --> 00:09:56.000]   I think Corrie ten Boom used to talk about this.
[00:09:56.000 --> 00:10:00.000]   Now we see the ugly, loose strands at the
[00:10:00.000 --> 00:10:04.000]   bottom of the tapestry. Nothing beautiful about it that we can
[00:10:04.000 --> 00:10:08.000]   see except by the eye of revelation. But
[00:10:08.000 --> 00:10:12.000]   then we will see it from the top
[00:10:12.000 --> 00:10:16.000]   and the tapestry will be complete, it will be beautiful,
[00:10:16.000 --> 00:10:20.000]   with the strands all in their proper place, and that will be what history is.
[00:10:20.000 --> 00:10:24.000]   Or consider the image, similarly, of a painting.
[00:10:24.000 --> 00:10:28.000]   God is now painting a mural of universal
[00:10:28.000 --> 00:10:32.000]   history and creation and redemption. And as that mural
[00:10:32.000 --> 00:10:36.000]   comes into being, we see this corner, we see that corner, we see
[00:10:36.000 --> 00:10:40.000]   this darkness, we see that little bright spot, and we can't make much
[00:10:40.000 --> 00:10:44.000]   sense out of it as a whole, just staring at a history
[00:10:44.000 --> 00:10:48.000]   with all of its mixed colors and shapes. But
[00:10:48.000 --> 00:10:52.000]   in the end, when it's complete, everything
[00:10:52.000 --> 00:10:56.000]   will fit together, everything will make sense,
[00:10:56.000 --> 00:11:00.000]   it will be a perfect display of the glory
[00:11:00.000 --> 00:11:04.000]   of God's wisdom and power and grace.
[00:11:04.000 --> 00:11:08.000]   And the last thing I would say is
[00:11:08.000 --> 00:11:12.000]   Christian hedonism says that
[00:11:12.000 --> 00:11:16.000]   God will succeed in finishing the tapestry
[00:11:16.000 --> 00:11:20.000]   and completing the mural in such
[00:11:20.000 --> 00:11:24.000]   a way that there will be a perfect communication
[00:11:24.000 --> 00:11:28.000]   of the perfections and beauties of God in all their
[00:11:28.000 --> 00:11:32.000]   proper proportion. And God will succeed also
[00:11:32.000 --> 00:11:36.000]   in creating a people for himself who
[00:11:36.000 --> 00:11:40.000]   finally have eyes to see that glory
[00:11:40.000 --> 00:11:44.000]   for what it really is, and hearts finally
[00:11:44.000 --> 00:11:48.000]   able, with appropriate intensity, to delight in
[00:11:48.000 --> 00:11:52.000]   God's beauty the way they should. And that delight
[00:11:52.000 --> 00:11:56.000]   will be the consummation of the demonstration
[00:11:56.000 --> 00:12:00.000]   of the glory of the grace of God.
[00:12:00.000 --> 00:12:04.000]   Amen. Thank you, Pastor John. Great question. I love it when questions get us into
[00:12:04.000 --> 00:12:08.000]   these huge macro discussions. And thank you for joining us today
[00:12:08.000 --> 00:12:12.000]   for it. You can ask a huge macro question of your own. Search our growing archive or subscribe
[00:12:12.000 --> 00:12:16.000]   to the podcast all at desiringgod.org/askpastorjohn
[00:12:16.000 --> 00:12:20.000]   Next week begins
[00:12:20.000 --> 00:12:24.000]   with a bang. We're going to hear Pastor John give us 10 or
[00:12:24.000 --> 00:12:28.000]   11 of his favorite texts for his hardest battles in life.
[00:12:28.000 --> 00:12:32.000]   John Piper's favorite biblical promises for life's
[00:12:32.000 --> 00:12:36.000]   hardest battles. Cannot wait for that. But I must
[00:12:36.000 --> 00:12:40.000]   wait for that. And you'll have to wait for that too, because it comes on the other side of the
[00:12:40.000 --> 00:12:44.000]   weekend. I'm your host Tony Rehnke. We'll see you back here on Monday morning. Thanks for listening.
[00:12:44.000 --> 00:12:46.000]   (music playing)
[00:12:46.000 --> 00:12:48.000]   (music playing)
[00:12:48.000 --> 00:12:50.000]   (music playing)
[00:12:50.000 --> 00:13:00.000]   [BLANK_AUDIO]

