
[00:00:00.000 --> 00:00:04.000]   Welcome, everyone.
[00:02:35.360 --> 00:02:38.320]   And you can find it at 1b.me/fc.
[00:02:38.320 --> 00:02:42.640]   Also, we love throwing events, as you can probably tell.
[00:02:42.640 --> 00:02:46.400]   And we run about four to eight events a week.
[00:02:46.400 --> 00:02:48.160]   My events team is insane.
[00:02:48.160 --> 00:02:51.840]   They're in the crowd, and they work really hard.
[00:02:51.840 --> 00:02:54.320]   A lot of these events are virtual.
[00:02:54.320 --> 00:02:55.920]   So you guys can all join them.
[00:02:55.920 --> 00:02:58.640]   And you can find them at 1b.me/events.
[00:02:58.640 --> 00:03:01.200]   But that's not all.
[00:03:01.200 --> 00:03:05.920]   So we're super excited to announce that we are hosting our first ever
[00:03:05.920 --> 00:03:10.240]   user conference in San Francisco, in person, on June 7th.
[00:03:10.240 --> 00:03:12.720]   We don't have a sign-up page just yet.
[00:03:12.720 --> 00:03:17.360]   But if you watch our social media, we're going to post the link to it there soon.
[00:03:17.360 --> 00:03:22.720]   And finally, we also have a podcast that we're super proud of.
[00:03:22.720 --> 00:03:26.400]   It kind of started as a joke between me and our co-founder.
[00:03:26.400 --> 00:03:28.640]   And it's been going on for three years now.
[00:03:28.640 --> 00:03:35.600]   So our podcast is where Lucas, our CEO, takes you behind the scenes
[00:03:35.600 --> 00:03:40.160]   to learn from industry leaders like Jensen, the CEO of NVIDIA,
[00:03:40.160 --> 00:03:42.800]   about how to put your models in production.
[00:03:42.800 --> 00:03:47.040]   And you can find it at beatsandbias at 1b.me/gd.
[00:03:47.920 --> 00:03:53.040]   And speaking of the host, I would love to welcome our co-founder on stage.
[00:03:53.040 --> 00:04:02.260]   All right.
[00:04:02.260 --> 00:04:03.460]   All right.
[00:04:03.460 --> 00:04:05.520]   Yeah, guys.
[00:04:05.520 --> 00:04:06.020]   Yeah.
[00:04:06.020 --> 00:04:07.920]   What an exciting night.
[00:04:07.920 --> 00:04:11.280]   I can feel a real buzz in the air, you know?
[00:04:11.280 --> 00:04:12.800]   Oh, boy.
[00:04:12.800 --> 00:04:16.400]   Some of you might be asking, "Why is there a grown man
[00:04:16.400 --> 00:04:18.480]   wearing a bee costume up on stage right now?"
[00:04:18.480 --> 00:04:22.080]   Just know I'm asking myself that same question.
[00:04:22.080 --> 00:04:28.480]   Let's get this night started by doing a little audience participation.
[00:04:28.480 --> 00:04:31.680]   How many folks have used WANdB?
[00:04:31.680 --> 00:04:34.000]   Make some noise.
[00:04:34.000 --> 00:04:35.600]   Oh, yeah.
[00:04:35.600 --> 00:04:36.100]   All right.
[00:04:36.100 --> 00:04:38.160]   What about LangChain?
[00:04:38.160 --> 00:04:40.320]   We got any LangChain users out there tonight?
[00:04:40.320 --> 00:04:41.920]   All right.
[00:04:41.920 --> 00:04:42.420]   Yeah.
[00:04:42.420 --> 00:04:46.000]   Stability AI fans, maybe.
[00:04:46.000 --> 00:04:47.280]   Can we make some noise?
[00:04:47.280 --> 00:04:47.920]   All right.
[00:04:47.920 --> 00:04:49.280]   All right.
[00:04:49.280 --> 00:04:49.920]   Let's try this.
[00:04:49.920 --> 00:04:53.360]   Everyone that likes TensorFlow, say, "Hey!"
[00:04:53.360 --> 00:04:56.880]   PyTorch.
[00:04:56.880 --> 00:05:01.680]   Yeah?
[00:05:01.680 --> 00:05:02.480]   Okay.
[00:05:02.480 --> 00:05:02.880]   Okay.
[00:05:02.880 --> 00:05:04.320]   That's enough of that.
[00:05:04.320 --> 00:05:04.960]   Yeah, okay.
[00:05:04.960 --> 00:05:05.760]   Okay.
[00:05:05.760 --> 00:05:07.360]   That's the wrong co-founder.
[00:05:07.360 --> 00:05:11.520]   I actually wanted to welcome Lucas Beewald, our CEO,
[00:05:11.520 --> 00:05:14.560]   to tell you about some interesting product announcements.
[00:05:15.520 --> 00:05:22.240]   [APPLAUSE]
[00:05:22.240 --> 00:05:22.960]   Awesome.
[00:05:22.960 --> 00:05:24.320]   Did you just walk off with a clicker?
[00:05:24.320 --> 00:05:26.420]   Nice.
[00:05:26.420 --> 00:05:29.200]   It's so awesome to be here.
[00:05:29.200 --> 00:05:31.680]   This isn't exactly what I thought I was signing up for,
[00:05:31.680 --> 00:05:34.480]   doing a meetup in London, but this is so much better.
[00:05:34.480 --> 00:05:36.800]   I was actually in San Francisco a few weeks ago
[00:05:36.800 --> 00:05:40.800]   for Hugging Faces' awesome Woodstock AI event, I guess.
[00:05:40.800 --> 00:05:44.160]   That was an amazing event, and I loved it.
[00:05:44.160 --> 00:05:46.000]   But it's been almost even more exciting
[00:05:46.000 --> 00:05:47.120]   to walk through the audience here
[00:05:47.120 --> 00:05:49.120]   and just see what you all are up to.
[00:05:49.120 --> 00:05:50.240]   It's amazing.
[00:05:50.240 --> 00:05:51.280]   I really appreciate it.
[00:05:51.280 --> 00:05:54.800]   I'm CEO of Weights & Biases.
[00:05:54.800 --> 00:05:55.840]   I'm Lucas Beewald.
[00:05:55.840 --> 00:06:00.400]   And I'm here to talk about Weights & Biases for LLMs.
[00:06:00.400 --> 00:06:01.120]   Do you have the clicker?
[00:06:01.120 --> 00:06:04.880]   I can use the laptop.
[00:06:04.880 --> 00:06:05.380]   No worries.
[00:06:05.380 --> 00:06:09.840]   And since a lot of you actually hadn't used Weights & Biases,
[00:06:09.840 --> 00:06:11.680]   before we get into Weights & Biases for LLMs,
[00:06:11.680 --> 00:06:15.520]   I just wanted to go through what Weights & Biases does.
[00:06:15.520 --> 00:06:19.040]   And our mission has always been to build the best tools
[00:06:19.040 --> 00:06:21.040]   for machine learning practitioners.
[00:06:21.040 --> 00:06:24.240]   And we define machine learning practitioners broadly
[00:06:24.240 --> 00:06:26.880]   as anyone that's trying to make machine learning models
[00:06:26.880 --> 00:06:27.920]   work in the real world.
[00:06:27.920 --> 00:06:29.360]   That's how we've always thought about it.
[00:06:29.360 --> 00:06:31.120]   And so the history of the company, in a nutshell,
[00:06:31.120 --> 00:06:33.840]   it's actually been five years and things have changed a lot.
[00:06:33.840 --> 00:06:36.480]   We started off, it was just me and that bee,
[00:06:36.480 --> 00:06:39.520]   and a third co-founder who's back in San Francisco
[00:06:39.520 --> 00:06:41.680]   working really hard on the next products.
[00:06:41.680 --> 00:06:44.240]   And we built a thing called Experiments
[00:06:44.240 --> 00:06:46.640]   that was to help people, including ourselves,
[00:06:46.640 --> 00:06:48.000]   do experiment tracking.
[00:06:48.000 --> 00:06:51.040]   So keep track of all the models that we were building
[00:06:51.040 --> 00:06:53.120]   and kind of understand where they regressed
[00:06:53.120 --> 00:06:54.400]   and understand how to make them better.
[00:06:54.400 --> 00:06:58.640]   And not long after we built this, people asked,
[00:06:58.640 --> 00:07:00.480]   "Hey, could you help us make a system
[00:07:00.480 --> 00:07:02.720]   to make models automatically better?"
[00:07:02.720 --> 00:07:06.800]   And so we built Sweeps, which is a hyperparameter tuning system.
[00:07:06.800 --> 00:07:07.360]   Thank you.
[00:07:07.360 --> 00:07:07.860]   Awesome.
[00:07:09.360 --> 00:07:10.960]   And then not long after that, people said,
[00:07:10.960 --> 00:07:12.960]   "Well, we really want to share the stuff
[00:07:12.960 --> 00:07:16.160]   that we're doing with colleagues and our boss."
[00:07:16.160 --> 00:07:18.080]   And then eventually, actually, the whole world.
[00:07:18.080 --> 00:07:20.160]   And that was reports that we built.
[00:07:20.160 --> 00:07:21.680]   And then people started saying,
[00:07:21.680 --> 00:07:23.520]   "We really want full reproducibility here.
[00:07:23.520 --> 00:07:26.640]   We want to track not just the model architecture,
[00:07:26.640 --> 00:07:28.400]   but the training data that went into the models."
[00:07:28.400 --> 00:07:30.560]   And that's complicated because it's changing all the time.
[00:07:30.560 --> 00:07:32.560]   And so we built a thing called Artifacts.
[00:07:32.560 --> 00:07:35.200]   Then folks wanted to explore data, so we built Tables.
[00:07:35.200 --> 00:07:37.040]   They wanted to track things in production.
[00:07:37.040 --> 00:07:39.360]   So recently, this is actually just a few months ago,
[00:07:39.360 --> 00:07:40.880]   we launched Models.
[00:07:40.880 --> 00:07:43.200]   And then our most recent launch to date
[00:07:43.200 --> 00:07:47.040]   is something called Launch, which came from people asking,
[00:07:47.040 --> 00:07:48.960]   "Can I actually automatically run jobs
[00:07:48.960 --> 00:07:50.560]   from the Weights & Biases interface?"
[00:07:50.560 --> 00:07:53.920]   So it's always been guided by requests from people like you
[00:07:53.920 --> 00:07:56.000]   who were using machine learning
[00:07:56.000 --> 00:07:57.680]   and had problems they were running into
[00:07:57.680 --> 00:07:59.040]   and were talking to us and telling us,
[00:07:59.040 --> 00:08:00.560]   "Hey, here's a new thing that I need."
[00:08:00.560 --> 00:08:04.480]   But today, we're here to talk specifically about LLMs,
[00:08:04.480 --> 00:08:06.320]   which we've been thinking a lot about
[00:08:06.320 --> 00:08:07.600]   inside of Weights & Biases.
[00:08:07.600 --> 00:08:09.040]   And just from talking to all of you,
[00:08:09.040 --> 00:08:10.800]   I know that you've all been thinking about it too.
[00:08:10.800 --> 00:08:14.560]   And to kind of ground this in our perspective,
[00:08:14.560 --> 00:08:17.440]   we think there's sort of three ML practitioner types,
[00:08:17.440 --> 00:08:19.280]   and you may be all three or just one of these.
[00:08:19.280 --> 00:08:22.720]   The first is large language model creators, right?
[00:08:22.720 --> 00:08:26.160]   So these are folks that are training LLMs from scratch,
[00:08:26.160 --> 00:08:26.880]   these big models.
[00:08:26.880 --> 00:08:29.120]   These are kind of hardcore machine learning people.
[00:08:29.120 --> 00:08:32.480]   The second is the LLM fine tuners.
[00:08:32.480 --> 00:08:35.040]   So these are people that are taking models
[00:08:35.040 --> 00:08:36.480]   and adding a little bit more data
[00:08:36.480 --> 00:08:37.840]   to do something interesting with them.
[00:08:37.840 --> 00:08:41.440]   And then finally, the LLM prompt engineers
[00:08:41.440 --> 00:08:44.560]   who use LLMs as an API or a service
[00:08:44.560 --> 00:08:47.200]   and try to figure out how to interact with that LLM
[00:08:47.200 --> 00:08:48.560]   to make something useful happen.
[00:08:48.560 --> 00:08:51.920]   And these days, prompt engineer could be almost anyone.
[00:08:51.920 --> 00:08:54.800]   So I wanted to start a little bit
[00:08:54.800 --> 00:08:57.680]   with what we do for LLM creators.
[00:08:57.680 --> 00:08:59.680]   And these companies and organizations
[00:08:59.680 --> 00:09:01.280]   actually all build LLMs,
[00:09:01.280 --> 00:09:04.000]   and they're all longtime customers of Weights & Biases
[00:09:04.000 --> 00:09:05.680]   that we feel super proud of.
[00:09:05.680 --> 00:09:09.760]   Actually, large model training was our very first use case
[00:09:09.760 --> 00:09:10.800]   in our bread and butter.
[00:09:10.800 --> 00:09:14.160]   This is us at OpenAI back in 2018
[00:09:14.160 --> 00:09:16.000]   when it was really just a handful of people,
[00:09:16.000 --> 00:09:17.360]   and we were just a handful of people.
[00:09:17.360 --> 00:09:19.360]   And this is our first product manager,
[00:09:19.360 --> 00:09:21.440]   Kerry, talking to Peter over there.
[00:09:21.440 --> 00:09:23.920]   And Peter is actually showing a very first iteration
[00:09:23.920 --> 00:09:25.760]   of a Weights & Biases dashboard,
[00:09:25.760 --> 00:09:27.280]   which I think we knew we were onto something
[00:09:27.280 --> 00:09:29.680]   when OpenAI decided to take that dashboard
[00:09:29.680 --> 00:09:31.200]   and kind of put it on their wall there.
[00:09:31.200 --> 00:09:34.400]   That was really a joy to see that.
[00:09:34.400 --> 00:09:36.560]   We had about 10 users at the time,
[00:09:36.560 --> 00:09:39.360]   and I think nine of them were inside of OpenAI.
[00:09:39.360 --> 00:09:42.000]   And so at that time,
[00:09:42.000 --> 00:09:43.760]   they were talking about scaling infrastructure
[00:09:43.760 --> 00:09:44.480]   for large models.
[00:09:44.480 --> 00:09:46.080]   And you go back to 2018, and they were thinking,
[00:09:46.080 --> 00:09:49.200]   "Wow, we're gonna need so much more infrastructure
[00:09:49.200 --> 00:09:50.160]   to make these models work."
[00:09:50.160 --> 00:09:51.440]   And they were totally right about that.
[00:09:51.440 --> 00:09:54.320]   But another thing that they were talking to us about
[00:09:54.320 --> 00:09:56.960]   is actually scaling the teams to build these large models.
[00:09:56.960 --> 00:09:59.280]   And this is actually the very first case study we did
[00:09:59.280 --> 00:10:01.600]   also back in 2019, I believe,
[00:10:01.600 --> 00:10:04.320]   where they say, "When we have 10 to 20 people
[00:10:04.320 --> 00:10:05.840]   working with our code base,
[00:10:05.840 --> 00:10:07.440]   at any point, someone could commit a change
[00:10:07.440 --> 00:10:08.640]   and break something."
[00:10:08.640 --> 00:10:10.800]   And that's what I really, really wanted
[00:10:10.800 --> 00:10:11.840]   to help them with that.
[00:10:11.840 --> 00:10:13.680]   And it's been so exciting to see
[00:10:13.680 --> 00:10:15.680]   so many other organizations kind of get to the point
[00:10:15.680 --> 00:10:17.680]   where they have 10 people or 20 people
[00:10:17.680 --> 00:10:19.200]   trying to build something together,
[00:10:19.200 --> 00:10:20.800]   trying to build a machine learning thing together,
[00:10:20.800 --> 00:10:22.560]   and then you run into these things.
[00:10:22.560 --> 00:10:25.440]   And it's funny because back then,
[00:10:25.440 --> 00:10:28.080]   10 seemed like a lot of people to work on a model together.
[00:10:28.080 --> 00:10:31.120]   And then, you know, these organizations like Meta
[00:10:31.120 --> 00:10:33.680]   or Facebook Research Labs became hundreds of people.
[00:10:33.680 --> 00:10:36.080]   And now with the way stability is working
[00:10:36.080 --> 00:10:38.000]   and other organizations kind of in public
[00:10:38.000 --> 00:10:38.960]   and letting anyone in,
[00:10:38.960 --> 00:10:42.800]   these teams are, practically speaking,
[00:10:42.800 --> 00:10:44.640]   thousands of people working together,
[00:10:44.640 --> 00:10:46.640]   all trying to make models better.
[00:10:46.640 --> 00:10:50.080]   And so one really exciting trend here
[00:10:50.080 --> 00:10:51.840]   is the open sourcing of models.
[00:10:51.840 --> 00:10:53.600]   And stability has absolutely been at the forefront of this.
[00:10:53.600 --> 00:10:55.920]   But we first saw it with DALI Mini,
[00:10:55.920 --> 00:10:58.320]   which was an open source version of DALI,
[00:10:58.320 --> 00:11:00.640]   where the author of this kept a training journal.
[00:11:00.640 --> 00:11:02.960]   And it's like hundreds and hundreds of pages
[00:11:02.960 --> 00:11:04.960]   of weights and biases, logs of every single thing
[00:11:04.960 --> 00:11:05.680]   that they did.
[00:11:05.680 --> 00:11:08.480]   And it's actually really interesting to watch his process
[00:11:08.480 --> 00:11:10.400]   as he learns how to do this.
[00:11:10.400 --> 00:11:12.000]   And then the next one we saw is a Luther
[00:11:12.000 --> 00:11:16.800]   doing public experiment tracking on GPT-J and NeoX,
[00:11:16.800 --> 00:11:19.280]   completely in public, completely where everyone could see it.
[00:11:19.280 --> 00:11:20.720]   And you can actually follow this link right now
[00:11:20.720 --> 00:11:24.080]   and look at kind of the evolution of all of these models.
[00:11:24.080 --> 00:11:26.240]   And lately we've seen things like OpenAssist,
[00:11:26.240 --> 00:11:28.080]   which just came out and is really exciting.
[00:11:28.080 --> 00:11:32.000]   And of course, StableLM, which was released yesterday,
[00:11:32.000 --> 00:11:34.400]   I believe, so good timing for this event.
[00:11:34.400 --> 00:11:37.200]   But also something that we feel really proud
[00:11:37.200 --> 00:11:38.560]   to have helped in a little way with.
[00:11:38.560 --> 00:11:43.120]   So training LLMs is not a small feat,
[00:11:43.120 --> 00:11:45.840]   and I would not undertake it lightly.
[00:11:45.840 --> 00:11:48.640]   And I don't actually recommend it to most of our customers.
[00:11:48.640 --> 00:11:51.040]   But we did want to offer a little bit
[00:11:51.040 --> 00:11:53.360]   in the way of helping people that insist on doing this.
[00:11:53.360 --> 00:11:56.320]   And it's surprising how many people insist on trying this.
[00:11:56.320 --> 00:11:58.720]   We have a white paper at LLM White Paper.
[00:11:58.720 --> 00:12:00.880]   We've kind of combined all the sort of best practices
[00:12:00.880 --> 00:12:03.760]   that we've seen across different types of organizations
[00:12:03.760 --> 00:12:06.720]   that want to spend millions of dollars on compute
[00:12:06.720 --> 00:12:08.560]   and hire kind of the hardest to hire people
[00:12:08.560 --> 00:12:11.440]   and bring them together to train an LLM from scratch.
[00:12:11.440 --> 00:12:14.560]   But now I think the most exciting trend
[00:12:14.560 --> 00:12:17.760]   in the last couple of years for us has been LLM fine tuning.
[00:12:17.760 --> 00:12:20.160]   And this used to be a research topic.
[00:12:20.160 --> 00:12:21.840]   I think, you know, back in the aughts,
[00:12:21.840 --> 00:12:23.040]   lots of people talked about fine tuning.
[00:12:23.040 --> 00:12:24.560]   A lot of papers on fine tuning.
[00:12:24.560 --> 00:12:26.800]   But most companies didn't do it, right?
[00:12:26.800 --> 00:12:29.760]   And this is where you take an existing model
[00:12:29.760 --> 00:12:32.160]   and you kind of use the fact that it's been trained
[00:12:32.160 --> 00:12:33.120]   on lots of data.
[00:12:33.120 --> 00:12:36.000]   But then you take it and you feed in a smaller set
[00:12:36.000 --> 00:12:36.720]   of your own data.
[00:12:36.720 --> 00:12:39.520]   So you get the kind of power of the LLM,
[00:12:39.520 --> 00:12:41.600]   but you've made it unique to your use case.
[00:12:41.600 --> 00:12:43.600]   And it works super, super well, right?
[00:12:43.600 --> 00:12:44.880]   Lots and lots of people do it.
[00:12:44.880 --> 00:12:48.800]   But I think it was hard to do until Hugging Face came along
[00:12:48.800 --> 00:12:51.680]   and made it incredibly easy, just a few lines of code,
[00:12:51.680 --> 00:12:55.120]   to take existing large models and then fine tune them.
[00:12:55.120 --> 00:12:56.400]   And also they made a place where people
[00:12:56.400 --> 00:12:57.440]   could publish these models.
[00:12:57.440 --> 00:13:00.080]   So tons and tons of models at Hugging Face.
[00:13:00.080 --> 00:13:01.200]   It's an amazing product.
[00:13:01.200 --> 00:13:04.640]   And so we actually built a zero line integration
[00:13:04.640 --> 00:13:05.280]   a long time ago.
[00:13:05.280 --> 00:13:07.600]   So actually all you have to do is import WANDB
[00:13:07.600 --> 00:13:10.000]   and then you get these nice little dashboards.
[00:13:10.000 --> 00:13:12.240]   It's much less of an engineering undertaking
[00:13:12.240 --> 00:13:13.440]   for us to ingest all this data.
[00:13:13.440 --> 00:13:15.280]   So we appreciate when people fine tune
[00:13:15.280 --> 00:13:16.960]   instead of building from scratch.
[00:13:16.960 --> 00:13:19.840]   We can make these graphs with almost no cost for ourselves.
[00:13:19.840 --> 00:13:22.400]   And we love it, all the people that do it.
[00:13:22.400 --> 00:13:24.080]   And I think all these same products that
[00:13:24.080 --> 00:13:26.560]   were sort of built for training from scratch,
[00:13:26.560 --> 00:13:28.800]   they work the same way for fine tuning.
[00:13:28.800 --> 00:13:31.680]   You still often want to do hyperparameter searches
[00:13:31.680 --> 00:13:32.880]   over what's the best learning rate,
[00:13:32.880 --> 00:13:36.160]   what's the best batch size, what kind of data should I feed in.
[00:13:36.160 --> 00:13:38.640]   You still want to look at what's the input data.
[00:13:38.640 --> 00:13:40.960]   In fact, the data lineage can get more complicated
[00:13:40.960 --> 00:13:43.600]   with fine tuning as you kind of feed in different data
[00:13:43.600 --> 00:13:45.440]   as your model evolves over time.
[00:13:46.560 --> 00:13:50.000]   Tables and exploration is important for any application
[00:13:50.000 --> 00:13:50.800]   of machine learning.
[00:13:50.800 --> 00:13:52.560]   But it's especially important on text, right,
[00:13:52.560 --> 00:13:55.440]   where you want to look at what exactly is the model doing
[00:13:55.440 --> 00:13:56.880]   in specific cases.
[00:13:56.880 --> 00:13:59.440]   And everyone should use a model registry,
[00:13:59.440 --> 00:14:01.440]   even if you don't use weights and biases models,
[00:14:01.440 --> 00:14:02.800]   to keep track of the model lifecycle
[00:14:02.800 --> 00:14:04.960]   so you know actually what you're putting in production.
[00:14:04.960 --> 00:14:06.320]   The number of stories that I've heard
[00:14:06.320 --> 00:14:08.880]   of just sort of simple mistakes, including from Ahmad
[00:14:08.880 --> 00:14:11.200]   a few minutes ago, just blows my mind.
[00:14:11.200 --> 00:14:13.840]   You all should be using some kind of model registry
[00:14:13.840 --> 00:14:14.720]   no matter what you're doing.
[00:14:16.000 --> 00:14:19.680]   And kind of all this has been super exciting.
[00:14:19.680 --> 00:14:21.920]   We've actually tracked over 200 million hours of compute
[00:14:21.920 --> 00:14:23.040]   on weights and biases.
[00:14:23.040 --> 00:14:25.360]   And a huge boost to its popularity
[00:14:25.360 --> 00:14:28.560]   and the mainstreaming came from this fine tuning
[00:14:28.560 --> 00:14:30.000]   on large language models.
[00:14:30.000 --> 00:14:33.280]   So we actually are announcing today--
[00:14:33.280 --> 00:14:35.040]   and I think this could be relevant to a lot of you--
[00:14:35.040 --> 00:14:37.280]   a free course that we're putting out
[00:14:37.280 --> 00:14:40.320]   on best practices for training and fine tuning LM.
[00:14:40.320 --> 00:14:42.960]   So you're welcome to go here right now and sign up
[00:14:42.960 --> 00:14:43.760]   and register for it.
[00:14:43.760 --> 00:14:44.800]   It's completely free.
[00:14:44.800 --> 00:14:46.320]   Our courses get really good reviews
[00:14:46.320 --> 00:14:48.560]   and it's made by experts in our community
[00:14:48.560 --> 00:14:50.000]   that have done this a lot themselves.
[00:14:50.000 --> 00:14:53.040]   All right.
[00:14:53.040 --> 00:14:55.920]   So the big thing that we've been thinking about--
[00:14:55.920 --> 00:14:58.080]   maybe the most exciting thing going on right now,
[00:14:58.080 --> 00:15:00.320]   which I think is contributing to why we actually
[00:15:00.320 --> 00:15:02.160]   had to turn away people from this event.
[00:15:02.160 --> 00:15:03.680]   Which I got to tell you, as an entrepreneur,
[00:15:03.680 --> 00:15:05.440]   turning away people from your own event,
[00:15:05.440 --> 00:15:07.040]   it just like breaks your heart.
[00:15:07.040 --> 00:15:08.080]   Like it kills you.
[00:15:08.080 --> 00:15:10.080]   Like we got a bigger venue and then a bigger venue
[00:15:10.080 --> 00:15:11.600]   and we couldn't get an even bigger venue.
[00:15:11.600 --> 00:15:13.520]   So for folks on the live stream that
[00:15:13.520 --> 00:15:16.320]   couldn't actually get signed in, I apologize.
[00:15:16.320 --> 00:15:17.200]   We'll get you in the next one.
[00:15:17.200 --> 00:15:20.400]   This is prompt engineering, right?
[00:15:20.400 --> 00:15:22.880]   And this is like the most popular way
[00:15:22.880 --> 00:15:24.640]   to use large language models right now.
[00:15:24.640 --> 00:15:25.760]   You don't fine tune it.
[00:15:25.760 --> 00:15:26.960]   You don't build it yourself.
[00:15:26.960 --> 00:15:29.040]   You just take something off the shelf
[00:15:29.040 --> 00:15:30.880]   and then figure out how to make it useful.
[00:15:30.880 --> 00:15:34.480]   And I'm assuming almost all of you have fine tuned something,
[00:15:34.480 --> 00:15:36.080]   but I don't want to be speaking past anyone.
[00:15:36.080 --> 00:15:38.240]   So what I actually mean by prompt engineering
[00:15:38.240 --> 00:15:41.360]   is you take a model and instead of building
[00:15:41.360 --> 00:15:43.360]   your own translation model like I would have done--
[00:15:43.360 --> 00:15:44.800]   and I actually did do in grad school
[00:15:44.800 --> 00:15:47.440]   and that work that I did is completely irrelevant now--
[00:15:47.440 --> 00:15:52.320]   instead of doing that, spending years of your life on that,
[00:15:52.320 --> 00:15:54.720]   you just ask the model, hey, could you please translate this
[00:15:54.720 --> 00:15:55.840]   from English into Italian?
[00:15:55.840 --> 00:15:57.920]   And then it does it beautifully.
[00:15:57.920 --> 00:15:58.420]   Amazing.
[00:15:58.420 --> 00:16:00.720]   And then you can do things like solve
[00:16:00.720 --> 00:16:02.880]   almost every classical NLP problem just
[00:16:02.880 --> 00:16:04.960]   by asking a large language model.
[00:16:04.960 --> 00:16:07.120]   So sentiment analysis, another classic problem,
[00:16:07.120 --> 00:16:09.600]   you just say, hey, is this tweet positive or negative?
[00:16:09.600 --> 00:16:13.120]   Instead of doing any classical machine learning.
[00:16:13.360 --> 00:16:14.320]   Or even deep learning.
[00:16:14.320 --> 00:16:18.160]   And then this actually does get subtle and interesting
[00:16:18.160 --> 00:16:19.840]   the second you try to really do this.
[00:16:19.840 --> 00:16:23.360]   So I think one of the most salient and fun papers on this--
[00:16:23.360 --> 00:16:25.120]   some of you might remember this--
[00:16:25.120 --> 00:16:27.840]   is actually doing math question answering and logic question
[00:16:27.840 --> 00:16:30.080]   answering, where they started off
[00:16:30.080 --> 00:16:31.680]   by just asking the question.
[00:16:31.680 --> 00:16:35.200]   And then they added, let's think through this step by step.
[00:16:35.200 --> 00:16:37.200]   It actually causes the model to answer the question step
[00:16:37.200 --> 00:16:40.960]   by step, which amazingly causes the accuracy of the model
[00:16:40.960 --> 00:16:41.920]   to improve a lot.
[00:16:41.920 --> 00:16:45.440]   So that made GPT-3 go from kind of below state of the art
[00:16:45.440 --> 00:16:47.040]   on some of these benchmarks to actually
[00:16:47.040 --> 00:16:48.160]   above the state of the art.
