
[00:00:00.000 --> 00:00:04.000]   [intro music]
[00:07:52.720 --> 00:07:58.080]   and an ever-increasing intimacy with God, my Father,
[00:07:58.080 --> 00:08:03.840]   so that my soul is satisfied in Him when everything else around my soul
[00:08:03.840 --> 00:08:11.600]   gives way. So, are those three things felt as needs
[00:08:11.600 --> 00:08:18.400]   by American 21st century people? Not most of them. Most of them have God
[00:08:18.400 --> 00:08:22.160]   in their back pocket, not with flaming fire over their head in
[00:08:22.160 --> 00:08:27.600]   anger. Most of them love their sin, not hate it,
[00:08:27.600 --> 00:08:33.920]   fear it, run from it. Most of them have plenty of delights,
[00:08:33.920 --> 00:08:40.080]   but not in God. And they're not getting up and going to bed, seeking any solution
[00:08:40.080 --> 00:08:45.680]   to these three problems, which is why the preaching of the gospel is hard work.
[00:08:45.680 --> 00:08:52.880]   It is impossible work. If my job were to meet felt needs,
[00:08:52.880 --> 00:08:57.520]   I would not need the Holy Spirit. I know what your felt needs are, and I
[00:08:57.520 --> 00:09:01.600]   can make you feel really good by stroking them. You all
[00:09:01.600 --> 00:09:04.960]   are vain. So, if I tell you that you look really
[00:09:04.960 --> 00:09:09.520]   nice this morning, you'll like me, and you'll come back to
[00:09:09.520 --> 00:09:14.560]   this church and probably give. Everybody wants to be seen as smart and
[00:09:14.560 --> 00:09:18.080]   intelligent. So, if I tell you you're smart and intelligent,
[00:09:18.080 --> 00:09:24.320]   we'd grow a big church. It's easy to meet felt needs.
[00:09:24.320 --> 00:09:30.880]   It takes no God, no Holy Spirit, no gospel. What's the hardest thing in the world is
[00:09:30.880 --> 00:09:36.400]   to wake the dead, open the eyes of the blind, give ears to
[00:09:36.400 --> 00:09:41.200]   the spiritually deaf, give legs of faith to the
[00:09:41.200 --> 00:09:48.880]   lame of unbelief. I can't do that. You wonder why I pray before I preach?
[00:09:48.880 --> 00:09:51.680]   If God doesn't do something right now, I'm just
[00:09:51.680 --> 00:09:57.840]   batting my lips. Wow, that is a powerful excerpt from an old Pastor John sermon
[00:09:57.840 --> 00:10:02.400]   from 2003 titled, "If the root is holy, the branches
[00:10:02.400 --> 00:10:06.160]   are holy." I love that excerpt that the gospel saves
[00:10:06.160 --> 00:10:10.080]   me from the wrath of God. The gospel cleanses me from the
[00:10:10.080 --> 00:10:14.720]   idolatrous, poisonous, all-distorting sin that makes me love
[00:10:14.720 --> 00:10:19.520]   other things more than God. And the gospel opens access into, by
[00:10:19.520 --> 00:10:24.800]   reconciliation, a sweet, deep, ever-increasing, all-satisfying joy
[00:10:24.800 --> 00:10:32.000]   in my Maker forever. Amen. Christmas aims right at those three
[00:10:32.000 --> 00:10:35.120]   massive, unfelt needs, unfelt in the flesh,
[00:10:35.120 --> 00:10:38.320]   felt only by the grace of God. It's so good.
[00:10:38.320 --> 00:10:42.160]   Well, we are going to return on Christmas night, I think it is.
[00:10:42.160 --> 00:10:45.680]   And, you know, the hymn "Joy to the World" has this line about
[00:10:45.680 --> 00:10:49.760]   preparing hymn room, you know, preparing for Christ to enter
[00:10:49.760 --> 00:10:54.880]   into our lives. So what does it mean to receive Jesus Christ?
[00:10:54.880 --> 00:10:58.960]   That is a very fitting question for Christmas night,
[00:10:58.960 --> 00:11:02.880]   and that's when we return on the podcast. I'm your host, Tony Reinke.
[00:11:02.880 --> 00:11:05.680]   We'll see you then.
[00:11:05.680 --> 00:11:07.760]   [Music]
[00:11:07.760 --> 00:11:09.840]   [Music]
[00:11:09.840 --> 00:11:19.840]   [BLANK_AUDIO]

