
[00:00:00.040 --> 00:00:10.640]   care
[00:13:27.360 --> 00:13:27.400]   I guess about 18 inches of cash.
[00:13:27.400 --> 00:13:27.560]   I guess about 18 inches of cash.
[00:13:27.560 --> 00:13:27.600]   I guess about 18 inches of cash.
[00:13:27.600 --> 00:13:27.660]   I guess about 18 inches of cash.
[00:13:27.660 --> 00:13:27.700]   I guess about 18 inches of cash.
[00:13:27.700 --> 00:13:27.760]   I guess about 18 inches of cash.
[00:13:27.760 --> 00:13:27.860]   I guess about 18 inches of cash.
[00:13:27.860 --> 00:13:27.900]   I guess about 18 inches of cash.
[00:13:27.900 --> 00:13:27.940]   I guess about 18 inches of cash.
[00:13:27.980 --> 00:13:50.080]  ,
[00:13:50.080 --> 00:13:54.180]   Here's one for 500 bolivars,
[00:13:54.180 --> 00:13:54.180]   Here's one for 500 bolivars,
[00:13:54.180 --> 00:13:54.280]   Here's one for 500 bolivars,
[00:13:54.280 --> 00:13:54.280]   Here's one for 20,000 bolivars,
[00:13:54.280 --> 00:13:54.280]   Here's one for 20,000 bolivars, and here's one for 5, here's one for 50.
[00:13:54.280 --> 00:13:54.380]   and here's one for 50.
[00:13:54.380 --> 00:13:54.480]   and here's one for 50. So some of these numbers are impressive.
[00:13:54.480 --> 00:13:54.580]   So some of these numbers are impressive.
[00:13:54.580 --> 00:13:54.580]   So some of these numbers are impressive. Now what's interesting is this mixture is some of the cash comes from before the currency research.
[00:13:54.580 --> 00:13:54.620]   Now what's interesting is this mixture is some of the cash comes from before the currency research.
[00:13:54.620 --> 00:13:57.780]   So some of these numbers are impressive. Now what's interesting is this mixture is some of the cash comes from before the currency research.
[00:13:57.800 --> 00:13:59.820]   where a couple of zeros were lopped off, and some of it comes from after.
[00:13:59.820 --> 00:14:01.820]   where a couple of zeros were lopped off, and some of it comes from after.
[00:14:01.820 --> 00:14:01.820]   But at any rate, this 18-inch tall stack of cash on my desk is worth the equivalent of four US dollars in today's market.
[00:14:01.820 --> 00:14:01.820]   But at any rate, this 18-inch tall stack of cash on my desk is worth the equivalent of four US dollars in today's market.
[00:14:01.820 --> 00:14:13.820]   But at any rate, this 18-inch tall stack of cash on my desk is worth the equivalent of four US dollars in today's market.
[00:14:13.820 --> 00:14:16.820]   And of course, by the time you're hearing it, it could be half that.
[00:14:16.820 --> 00:14:16.820]   And of course, by the time you're hearing it, it could be half that.
[00:14:16.820 --> 00:14:37.860]  , and of course, by the time you're hearing it, it could be half that.
[00:14:37.860 --> 00:14:38.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:38.860 --> 00:14:39.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:39.860 --> 00:14:40.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:40.860 --> 00:14:41.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:41.860 --> 00:14:42.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:42.860 --> 00:14:43.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:43.860 --> 00:14:44.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:44.860 --> 00:14:45.860]   And of course, by the time you're hearing it, it could be half that.
[00:14:45.900 --> 00:14:49.120]   where
[00:14:49.120 --> 00:14:52.240]   maybe, is,
[00:14:52.240 --> 00:14:56.940]   pur and why cor� 엄마
[00:14:56.940 --> 00:15:11.660]   제대로
[00:15:14.760 --> 00:15:24.600]   allow
[00:15:24.600 --> 00:15:25.300]   conten the is
[00:15:25.300 --> 00:15:26.060]  enden Le Mad E Which Equ
[00:15:26.060 --> 00:15:26.540]  ,,,,,,,,, sort of the mirror and the vision is a huge and they're back in the team. And,um,� 2021...They... easy...C, perceive...Well...¿... Flying...
[00:15:26.540 --> 00:15:44.120]   are...
[00:15:44.780 --> 00:15:54.480]   Kal
[00:15:54.480 --> 00:16:13.680]  , be. I is all
[00:16:14.420 --> 00:16:21.820]   not
[00:16:21.820 --> 00:16:37.260]  üş is the is kho
[00:21:00.500 --> 00:21:17.740]   a little bit of a
[00:21:17.740 --> 00:21:18.360]   little bit of a
[00:21:18.360 --> 00:21:19.100]   little bit of a
[00:21:19.100 --> 00:21:19.860]   little bit of a
[00:21:19.860 --> 00:21:20.220]   little bit of a
[00:21:20.220 --> 00:21:20.320]   little bit of a
[00:21:20.320 --> 00:21:20.780]   little bit of a
[00:21:20.780 --> 00:21:21.360]   little bit of a
[00:21:21.360 --> 00:21:21.700]   little bit of a
[00:21:21.700 --> 00:21:22.360]   little bit of a
[00:21:22.360 --> 00:21:22.460]   little bit of a
[00:21:22.460 --> 00:21:22.500]   little bit of a
[00:21:22.500 --> 00:21:22.540]   little bit of a
[00:21:22.540 --> 00:21:22.580]   little bit of a
[00:21:22.580 --> 00:21:22.620]   little bit of a
[00:21:22.620 --> 00:21:22.700]   little bit of a
[00:21:22.700 --> 00:21:22.780]   little bit of a
[00:21:22.780 --> 00:21:22.860]   little bit of a
[00:21:22.860 --> 00:21:22.980]   little bit of a
[00:21:22.980 --> 00:21:23.340]   little bit of a
[00:21:23.340 --> 00:21:23.380]   little bit of a
[00:21:23.380 --> 00:21:23.420]   little bit of a
[00:21:23.420 --> 00:21:23.460]   little bit of a
[00:21:23.460 --> 00:21:23.500]   little bit of a
[00:21:23.500 --> 00:21:23.580]   little bit of a
[00:21:23.580 --> 00:21:25.720]   little bit of a bunker if you don't already have one.
[00:21:25.720 --> 00:21:29.400]   If you have one, you would be adding probably another layer of concrete just to make sure.
[00:21:29.400 --> 00:21:30.200]   You would be
[00:21:30.200 --> 00:21:30.500]   You would be
[00:22:00.520 --> 00:22:00.520]  . But the problem is that there's no way that any of us could know on the first of next month global thermonuclear war is going to break out.
[00:22:00.520 --> 00:22:00.520]   And you would be doing everything you could on the first of next month global thermonuclear war is going to break out.
[00:22:00.520 --> 00:22:30.540]  ,
[00:22:30.540 --> 00:22:30.540]   So you are understandably concerned about taking all of your money, building a new bomb shelter in your backyard or better than that under your house, building a new bomb shelter under your house, and then sitting there on the second of next month saying, "Oh, it didn't happen. I feel silly." And now your kids have no college fund and you have no retirement account, etc. because you bought giant stacks of food and you put more concrete on your bunker.
[00:22:30.540 --> 00:22:30.540]   So you are understandably concerned about taking all of your money, building a new bomb shelter in your backyard or better than that under your house, building a new bomb shelter under your house, and then sitting there on the second of next month saying, "Oh, it didn't happen. I feel silly." And now your kids have no college fund and you have no retirement account, etc. Because you bought giant stacks of food and you put more concrete on your bunker.
[00:22:30.560 --> 00:23:00.560]   The problem that we all face is how do we reconcile the uncertainty of a bad thing happening with the cost of being prepared for it?
[00:23:00.560 --> 00:23:00.560]   And that's where I think these things are a natural ally, meaning mainstream financial planning and prepping, because the cost of good preparation is not that high.
[00:23:00.560 --> 00:23:00.560]   It's analogous to a mere insurance payment.
[00:23:00.560 --> 00:23:00.560]   And that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:00.560 --> 00:23:00.560]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:00.560 --> 00:23:00.560]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:00.560 --> 00:23:00.560]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:00.560 --> 00:23:00.560]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:00.600 --> 00:23:30.580]  ,
[00:23:30.580 --> 00:23:30.580]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:30.580 --> 00:23:30.580]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:30.580 --> 00:23:30.580]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:30.580 --> 00:23:30.580]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:30.580 --> 00:23:30.580]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:23:30.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.600 --> 00:24:00.600]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:00.640 --> 00:24:30.620]  ,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.620 --> 00:24:30.620]   and that applies for the vast majority of the things that most of us are concerned about to even the hardcore,
[00:24:30.660 --> 00:24:41.020]   و
[00:24:41.020 --> 00:24:41.480]   GPS The,,,,ğin
[00:24:41.480 --> 00:24:46.780]   concentrate colours
[00:25:20.980 --> 00:25:20.980]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war. It's pretty sobering when you study history and you realize how narrowly nuclear war has been evaded in the past. Very, very narrowly.
[00:25:20.980 --> 00:25:20.980]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war. It's pretty sobering when you study history and you realize how narrowly nuclear war has been evaded in the past. Very, very narrowly.
[00:25:20.980 --> 00:25:20.980]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war. It's pretty sobering when you study history and you realize how narrowly nuclear war has been evaded in the past. Very, very narrowly.
[00:25:49.840 --> 00:26:18.840]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war. It's pretty sobering when you study history and you realize how narrowly nuclear war has been evaded in the past. Very, very narrowly.
[00:26:18.840 --> 00:26:18.980]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war. It's pretty sobering when you study history and you realize how narrowly nuclear war has been evaded in the past. Very, very narrowly.
[00:26:18.980 --> 00:26:49.000]  ,
[00:26:49.000 --> 00:26:49.000]  ly.
[00:26:49.000 --> 00:26:49.000]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war.
[00:26:49.000 --> 00:26:49.000]   That's the kind of hard core scenario that is hard to imagine but yet devastating in terms of its impact. Or something like an actual outbreak of a hot nuclear war.
[00:26:49.000 --> 00:27:19.020]  ,
[00:27:19.020 --> 00:27:19.020]   and we go to the fairly mundane things like having extra food, the price tag is a mere few thousands of dollars. Today you can go to costco.com, you can order up a pallet of long-term storage food that's
[00:27:19.020 --> 00:27:19.020]   and we go to the fairly mundane things like having extra food, the price tag is a mere few thousands of dollars. Today you can go to costco.com, you can order up a pallet of long-term storage food that's
[00:27:19.040 --> 00:27:49.040]   The price tag of this stuff is cheap. And so when you look at it, it's not just a few thousand dollars. It's a few thousand dollars.
[00:27:49.040 --> 00:27:49.040]   The price tag of this stuff is cheap. And so when you look at it, it's not just a few thousand dollars. Today you can go to costco.com, you can order up a pallet of long-term storage food that's
[00:27:49.040 --> 00:27:49.040]   The price tag of this stuff is cheap. And so when you look at it, it's not just a few thousand dollars. Today you can go to costco.com, you can order up a pallet of long-term storage food that's
[00:27:49.040 --> 00:27:49.040]   The price tag of this stuff is cheap. And so when you look at it, it's not just a few thousand dollars. Today you can go to costco.com, you can order up a pallet of long-term storage food that's
[00:27:49.040 --> 00:28:19.060]  ,
[00:28:19.100 --> 00:28:49.080]  ,
[00:28:49.080 --> 00:28:49.080]  ,
[00:28:49.080 --> 00:28:49.080]  ,
[00:28:49.080 --> 00:28:49.080]   ,
[00:28:49.080 --> 00:28:49.080]   ,
[00:28:49.080 --> 00:28:49.080]   ,
[00:28:49.080 --> 00:28:49.080]   ,
[00:28:49.120 --> 00:28:51.440]   E
[00:28:51.440 --> 00:29:00.740]   as is as
[00:29:00.740 --> 00:29:05.020]   minimal pound, and after, I have a good, and, ,,,,,,,, all strength 중에 craving
[00:29:05.020 --> 00:29:17.280]   to the
[00:29:17.380 --> 00:29:28.320]   la
[00:29:28.320 --> 00:29:37.540]   less sound,왔 egg't Committee God perceive der change, and,,,,,,,.-- Tian ули Bol Wımı could Female
[00:29:46.160 --> 00:30:01.020]   is a woman, and,,,,,,,,,-- Tian ули Bol Wumu could Female
[00:30:01.020 --> 00:30:09.820]   is a woman, and,,,,,,,,-- Tian ули Bol Wumu could
[00:30:09.820 --> 00:30:14.940]   Tian ули Bol Wumu could
[00:30:14.940 --> 00:30:14.940]   and,,,,,,,,-- Tian ули Bol Wumu could
[00:30:14.940 --> 00:30:14.940]   and,,,,,,,,,-- Tian ули Bol Wumu could
[00:30:14.940 --> 00:30:14.940]   and,,,,,,,,-- Tian ули Bol Wumu could
[00:30:14.940 --> 00:30:14.940]   and,,,,,,;,;,;-- Tian ули Bol Wumu could
[00:30:14.940 --> 00:30:14.940]   and,,,;,;;-- Tian ули Bol Wumu could be
[00:30:14.940 --> 00:30:14.940]   and,;,;-- Tian ули Bol Wumu could be a
[00:30:14.940 --> 00:30:14.940]   and,;--;-- Tian ули Bol Wumu could be a woman
[00:30:14.940 --> 00:30:14.940]   and,--;-- Tian ули Bol Wumu could be a woman
[00:30:14.940 --> 00:30:14.940]   and,--;-- Tian ули Bol Wumu could be a woman
[00:30:15.120 --> 00:30:43.820]   and,--;--;-- Tian ули Bol Wumu could be a woman
[00:30:43.820 --> 00:30:43.860]   and,--;--;-- Tian ули Bol Wumu could be a woman
[00:30:43.860 --> 00:30:43.940]   and,--;--;-- Tian Uriah Wom Womum could be a woman
[00:30:43.940 --> 00:30:44.100]   and,--;--;--;-- Tian Wom Womum could be a woman
[00:30:44.100 --> 00:30:44.140]   and,--;--;--;-- Tian Wom Wom Womum could be a woman
[00:30:44.180 --> 00:31:13.420]   won
[00:31:13.540 --> 00:31:19.880]   them
[00:31:19.880 --> 00:31:23.940]   have dei,,,,carbon. Milpro is a good. I'm a z. H. L,
[00:31:23.940 --> 00:31:41.920]  ,
[00:31:42.600 --> 00:31:49.980]   tighter expire al Mak I I
[00:31:49.980 --> 00:31:52.600]   Еще
[00:31:52.600 --> 00:32:11.540]   should chỉ
[00:32:42.600 --> 00:32:42.600]   S
[00:32:42.600 --> 00:32:42.600]   S
[00:32:42.600 --> 00:32:42.600]   S
[00:32:42.640 --> 00:33:12.620]   didnt have those things. And so they work together synchronistically. They're perfect complements for one another. So it's not that you should only engage in formal financial planning. It's not that you should only engage in formal financial planning. It's not that you should only engage in formal financial planning. It's not that you should only engage in formal financial planning.
[00:33:12.660 --> 00:33:23.080]   they
[00:33:23.080 --> 00:33:23.920]   tooth the gad
[00:33:23.920 --> 00:33:41.360]  � balance. I'm not hyung, and, and, and,,,,,,,,,みたい égal dział
[00:33:41.840 --> 00:33:50.760]   water
[00:33:50.760 --> 00:33:52.060]   yea
[00:33:52.060 --> 00:33:53.800]   subscribe love, ,,,,,, after turbulent cel ver rip wont won Nilful It. I think that the лай, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the,,,,,,.,.,.,.,.,.,.,.,觀眾
[00:33:53.800 --> 00:33:55.620]  軍
[00:33:55.620 --> 00:33:57.920]   criprü
[00:33:57.920 --> 00:34:03.180]  не
[00:34:03.180 --> 00:34:09.340]   placement
[00:34:09.340 --> 00:34:10.900]   Laura and I
[00:34:11.180 --> 00:34:21.440]   a
[00:34:21.440 --> 00:34:22.680]   Fig F . goodGL
[00:34:22.680 --> 00:34:34.560]   don find, and, and, in,,,,,,,,,;ства
[00:34:34.560 --> 00:34:36.960]   dwa
[00:34:36.960 --> 00:34:39.060]  inha slide restraint chez falling "G"ell" is a e. I. This...C. You...G...G...St...G...G...G...G...G...G...G...G...G... allerdings... G... cap... этот... between... didnt... west... me... differently... negotiate ... please... الن... fried... Поэтому...νο... Prime... process...視...கள...專... gimm... waits... smartphones 10... give... thought... deck... son... pública or .視... cabbage... cad ... onde lolville...TM... Erin. unlike, check...� where money. aivat...Bro ahead.ijd... libert in the way,ass...acing... 550
[00:34:39.200 --> 00:34:50.020]  'm
[00:34:50.020 --> 00:35:07.300]   Ver consol tougher,,,,,― week like buy hull Norway dar slack I is a contrary to the win. I have a free p Nhad .G .Well . Diesel koy 10 à
[00:35:08.660 --> 00:35:38.080]  programs. -------- I don't understand why a lot of preppers are so secret about how I just know about prepping. The best thing that you can do if you want to ensure your long-term survival is to build a resilient community. It's far better for you to be a part of a community and a culture that is resilient and strong and prepared than for you to be the lone wolf who is well-prepared yourself but surrounded by lack and by all your neighbors. That's really hard. But so the best thing that you can do is try
[00:35:38.100 --> 00:36:07.540]   and encourage other people to become debt-free encourage other people to plant gardens encourage other people to take control of their own energy needs for the house etc so you always want to encourage others and build communities of people who are resilient I'm gonna pivot now and just briefly discuss some personal experiences that I have had that has caused me to decide to intentionally change my mind about some of my past opinions see although I have always been interested in these topics I always thought they're interesting
[00:36:07.580 --> 00:36:37.000]   and I've always generally been a moderate I'm the kind of person that would be happy to give a preparation or a presentation at the local Red Cross meeting or you know something like that I'm not the kind of person that you would see on profiled on what's the doomsday preppers right I've never been an extremist and I've often really struggled with the people who are extremists and I've just thought you know I appreciate your your
[00:36:37.020 --> 00:37:06.460]   I think you're missing some some level of what I would have said would would say would be reality for example I pay a lot of attention to economics and I repeat the statement I said the dollar and the United States are not the same as Venezuela and the boulevard there are a lot of ways that you could prove that case but they're just very very different so although in many ways the US dollar has the same basic problems as the boulevard does
[00:37:06.460 --> 00:37:06.460]   I think you're missing some some level of what I would have said would say would be reality for example I pay a lot of attention to economics and I repeat the statement I said the dollar and the United States are not the same as Venezuela and the boulevard there are a lot of ways that you could prove that case but they're just very very different so although in many ways the US dollar has the same basic problems as the boulevard does
[00:37:06.500 --> 00:37:09.000]   cadre
[00:37:09.000 --> 00:37:21.300]   away. with,',,,
[00:37:34.920 --> 00:37:44.440]   in
[00:37:44.440 --> 00:37:46.260]   guys is the
[00:39:29.300 --> 00:39:30.380]   I think people who
[00:39:30.420 --> 00:39:41.660]  e
[00:39:41.660 --> 00:39:46.280]  more, ", die says Insp�ав in the e show it was a building, the, the, the, the, the, the, the, the, the, share
[00:39:46.280 --> 00:39:57.420]   goosebumps
[00:39:57.420 --> 00:39:59.860]   unless
[00:40:00.440 --> 00:40:10.700]  inform
[00:40:10.700 --> 00:40:14.620]   get. want to.
[00:40:14.620 --> 00:40:26.940]   someplace nonsense heißt IM AND S Air The teu mais tested, and, and, and, and, and, and, and, and, and, and, and, and, going to be. I'm. I'm. He's. capitalize.明. cannot. sca�丈夫. il
[00:40:26.940 --> 00:40:28.600]   new
[00:40:58.560 --> 00:40:58.560]   The New Car is.
[00:40:58.560 --> 00:40:58.560]   The New Car is.
[00:41:27.640 --> 00:41:27.640]   The New Car is.
[00:41:27.640 --> 00:41:27.640]   The New Car is.
[00:41:27.640 --> 00:41:27.640]   The New Car is.
[00:41:27.640 --> 00:41:27.640]   The New Car is.
[00:41:27.640 --> 00:41:27.640]   The New Car is.
[00:41:27.640 --> 00:41:27.640]   The New Car is.
[00:41:27.640 --> 00:41:27.680]   The New Car is.
[00:41:27.680 --> 00:41:27.760]   The New Car is.
[00:41:27.760 --> 00:41:27.840]   The New Car is.
[00:41:27.840 --> 00:41:27.920]   The New Car is.
[00:41:27.920 --> 00:41:28.000]   The New Car is.
[00:41:28.000 --> 00:41:28.080]   The New Car is.
[00:41:28.080 --> 00:41:28.160]   The New Car is.
[00:41:28.160 --> 00:41:28.240]   The New Car is.
[00:41:57.460 --> 00:41:57.480]   The New Car is.
[00:41:57.480 --> 00:41:57.560]   The New Car is.
[00:41:57.560 --> 00:41:57.620]   The New Car is.
[00:41:57.620 --> 00:41:57.680]   The New Car is.
[00:41:57.680 --> 00:41:57.740]   The New Car is.
[00:41:57.740 --> 00:41:58.040]   The New Car is.
[00:41:58.100 --> 00:42:08.880]   no
[00:42:27.020 --> 00:42:36.180]   under
[00:42:36.180 --> 00:42:37.780]   Z B, in.
[00:42:56.860 --> 00:43:07.640]   같
[00:43:07.640 --> 00:43:11.140]   is, I,
[00:44:51.980 --> 00:45:18.960]   deeds.
[00:45:18.960 --> 00:45:21.960]   congregate in a place of peace and tranquility.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:21.960 --> 00:45:21.960]   We're going to spend the rest of our time on the internet.
[00:45:22.720 --> 00:45:51.980]   We're going to spend the rest of our time on the internet.
[00:45:51.980 --> 00:45:51.980]   We're going to spend the rest of our time on the internet.
[00:45:51.980 --> 00:45:51.980]   We're going to spend the rest of our time on the internet.
[00:45:52.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.000 --> 00:46:22.000]   We're going to spend the rest of our time on the internet.
[00:46:22.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.020 --> 00:46:52.020]   We're going to spend the rest of our time on the internet.
[00:46:52.040 --> 00:47:22.040]   I'm going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.040 --> 00:47:22.040]   We're going to spend the rest of our time on the internet.
[00:47:22.060 --> 00:47:35.160]   President Obama, I don't think because he wanted to spend less, but because there was a Congress controlled by Republicans in opposition to him, that spending decreased significantly under his administration.
[00:47:35.160 --> 00:47:45.580]   And so the best I could come up with would be a, in terms of a physical perspective, would be a Democratic president and a Republican Senate and a Republican Congress.
[00:47:45.580 --> 00:47:46.320]   Now, will that happen?
[00:47:46.320 --> 00:47:49.280]   I don't see how it will happen, but maybe so.
