
[00:00:00.000 --> 00:00:02.540]   [silence]
[00:04:53.920 --> 00:04:57.840]   when I say that you're in a state of lack of motivation
[00:04:57.840 --> 00:04:59.880]   or procrastination or both,
[00:04:59.880 --> 00:05:03.960]   and you need to put yourself into a more painful,
[00:05:03.960 --> 00:05:05.000]   not less painful state.
[00:05:05.000 --> 00:05:05.840]   So what do you do?
[00:05:05.840 --> 00:05:08.680]   You push up against that friction
[00:05:08.680 --> 00:05:11.200]   and you exercise for a short while,
[00:05:11.200 --> 00:05:13.940]   and then that pops you out of that trough.
[00:05:13.940 --> 00:05:16.300]   That's possible, but for a lot of people,
[00:05:16.300 --> 00:05:17.680]   even that won't be possible
[00:05:17.680 --> 00:05:19.020]   because they just can't get motivated
[00:05:19.020 --> 00:05:20.420]   or they do that one minute or five minutes
[00:05:20.420 --> 00:05:22.540]   and then they're just like, okay, I'm still in the trough.
[00:05:22.540 --> 00:05:24.340]   I'm not actually feeling that great.
[00:05:24.340 --> 00:05:26.660]   In those circumstances,
[00:05:26.660 --> 00:05:29.020]   it makes sense to do something that's tangential
[00:05:29.020 --> 00:05:31.160]   to the whole path that you're trying to pursue,
[00:05:31.160 --> 00:05:33.560]   this goal that you're trying to pursue.
[00:05:33.560 --> 00:05:35.000]   That is, believe it or not,
[00:05:35.000 --> 00:05:37.640]   much worse than just being amotivated.
[00:05:37.640 --> 00:05:38.840]   And when I say worse,
[00:05:38.840 --> 00:05:40.940]   I don't mean picking some task
[00:05:40.940 --> 00:05:42.440]   that normally you don't like to do,
[00:05:42.440 --> 00:05:43.780]   but now you're willing to do.
[00:05:43.780 --> 00:05:46.100]   I mean, literally thinking about
[00:05:46.100 --> 00:05:48.860]   what would be worse than being in this state?
[00:05:48.860 --> 00:05:50.460]   Again, without causing yourself tissue
[00:05:50.460 --> 00:05:52.960]   or psychological damage, what would be worse?
[00:05:52.960 --> 00:05:55.940]   Well, cold water would be worse for many people,
[00:05:55.940 --> 00:05:57.200]   very cold water.
[00:05:57.200 --> 00:05:59.180]   So the key is to figure out something
[00:05:59.180 --> 00:06:01.300]   that for lack of a better way to put it,
[00:06:01.300 --> 00:06:05.180]   really sucks, really sucks, and yet is safe.
[00:06:05.180 --> 00:06:09.080]   And by doing that, you steepen the trough,
[00:06:09.080 --> 00:06:11.960]   you steepen the slope of the trough,
[00:06:11.960 --> 00:06:14.160]   which we know brings you back
[00:06:14.160 --> 00:06:16.880]   to your baseline level of dopamine more quickly.
[00:06:16.880 --> 00:06:17.720]   Now, for some people,
[00:06:17.720 --> 00:06:19.280]   that will be deliberate cold exposure
[00:06:19.280 --> 00:06:20.540]   through cold shower, ice bath.
[00:06:20.540 --> 00:06:22.000]   And I have to tell you that if you're cringing
[00:06:22.000 --> 00:06:24.400]   as I say this, well then, there you go.
[00:06:24.400 --> 00:06:26.280]   You now have a tool that you know,
[00:06:26.280 --> 00:06:29.480]   you cringe even when you just think about,
[00:06:29.480 --> 00:06:31.960]   and therefore represents a great tool for you.
[00:06:31.960 --> 00:06:33.160]   So if I'm procrastinating
[00:06:33.160 --> 00:06:34.880]   to do something I really need to do,
[00:06:34.880 --> 00:06:36.300]   should I just simply wait
[00:06:36.300 --> 00:06:38.300]   for that procrastination to evaporate?
[00:06:38.300 --> 00:06:39.140]   No.
[00:06:39.140 --> 00:06:40.420]   Will it eventually evaporate?
[00:06:40.420 --> 00:06:41.300]   Maybe.
[00:06:41.300 --> 00:06:42.940]   Will a deadline eventually surface
[00:06:42.940 --> 00:06:47.260]   that will trigger me into an anxious or activated state
[00:06:47.260 --> 00:06:49.740]   that will allow me to complete what needs to be done?
[00:06:49.740 --> 00:06:50.980]   Maybe.
[00:06:50.980 --> 00:06:52.380]   Hopefully.
[00:06:52.380 --> 00:06:55.740]   But better would be to get out of that amotivated state,
[00:06:55.740 --> 00:06:58.100]   that state of procrastination, quickly.
[00:06:58.100 --> 00:07:00.680]   [upbeat music]
[00:07:01.520 --> 00:07:04.100]   [upbeat music]
[00:07:04.100 --> 00:07:05.660]   (upbeat music)

