
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:21.000 --> 00:02:24.000]   And I didn't record the high-fidelity audio on my end.
[00:02:24.000 --> 00:02:26.000]   I just recorded the phone line.
[00:02:26.000 --> 00:02:30.000]   So it should be legible for you, but enjoy that.
[00:02:30.000 --> 00:02:32.000]   Before we get to that, two quick things.
[00:02:32.000 --> 00:02:34.000]   And actually, I'm going to skip the ending announcements today,
[00:02:34.000 --> 00:02:39.000]   and I'm just going to play this Q&A and not do a closeout for you.
[00:02:39.000 --> 00:02:40.000]   But two things.
[00:02:40.000 --> 00:02:42.000]   Let's take care of the sponsors of the day.
[00:02:42.000 --> 00:02:46.000]   Sponsor of the day number one is Patrick Snow, the publishing doctor.
[00:02:46.000 --> 00:02:48.000]   Patrick was recently on the show.
[00:02:48.000 --> 00:02:52.000]   It was episode number 252, immediately before this one.
[00:02:52.000 --> 00:02:56.000]   So he was on the show with a full interview talking about publishing
[00:02:56.000 --> 00:02:58.000]   your own book.
[00:02:58.000 --> 00:03:00.000]   And I definitely would strongly recommend if you've ever thought about
[00:03:00.000 --> 00:03:03.000]   publishing a book or if this is something that you might be interested in,
[00:03:03.000 --> 00:03:08.000]   check out that interview with Patrick and consider speaking with him to see
[00:03:08.000 --> 00:03:11.000]   if he might be able to help you publish your book.
[00:03:11.000 --> 00:03:15.000]   Patrick is my publishing coach working on the first Radical Personal Finance
[00:03:15.000 --> 00:03:18.000]   book, and he is helping me with that process.
[00:03:18.000 --> 00:03:21.000]   I'm publishing it myself and going through all that process with him.
[00:03:21.000 --> 00:03:23.000]   He's got all of the -- it's been great.
[00:03:23.000 --> 00:03:24.000]   He's got all the resources.
[00:03:24.000 --> 00:03:25.000]   He's got all the guidance.
[00:03:25.000 --> 00:03:26.000]   He's got all the suppliers.
[00:03:26.000 --> 00:03:30.000]   He's even got the templates of how to actually write a book.
[00:03:30.000 --> 00:03:34.000]   So if you don't know how to approach it, he'll teach you actually the process
[00:03:34.000 --> 00:03:38.000]   of how to actually sit down and begin your writing process.
[00:03:38.000 --> 00:03:40.000]   And don't necessarily just sit down in front of a blank page.
[00:03:40.000 --> 00:03:43.000]   That's kind of a difficult way to do it.
[00:03:43.000 --> 00:03:47.000]   Connect with him and see if he might be able to help you out.
[00:03:47.000 --> 00:03:50.000]   A place to check him out is PatrickSnow.com, or if you're interested in
[00:03:50.000 --> 00:03:53.000]   publishing, go to ThePublishingDoctor.com.
[00:03:53.000 --> 00:03:56.000]   There's also another interview that he's published on The Publishing Doctor
[00:03:56.000 --> 00:03:58.000]   that you would enjoy listening to on the right-hand side.
[00:03:58.000 --> 00:04:02.000]   There is an interview with him talking about publishing and speaking.
[00:04:02.000 --> 00:04:04.000]   The best way to get in touch with Patrick, if you're interested,
[00:04:04.000 --> 00:04:10.000]   he will offer you a complimentary 30- to 60-minute consultation to find out
[00:04:10.000 --> 00:04:13.000]   your situation and see if he might be able to help you or not.
[00:04:13.000 --> 00:04:23.000]   The best way to do that is to text him at 206-310-1200, 206-310-1200.
[00:04:23.000 --> 00:04:25.000]   And that phone number will be in the show notes for today's show.
[00:04:25.000 --> 00:04:28.000]   So again, with your phone, just pull up the show notes, click on that text
[00:04:28.000 --> 00:04:32.000]   number, and shoot him a text message, and send him your name and your area
[00:04:32.000 --> 00:04:36.000]   code -- excuse me, your time zone, name and your time zone, and he will
[00:04:36.000 --> 00:04:38.000]   arrange a time to connect with you.
[00:04:38.000 --> 00:04:40.000]   Sponsor of the day number two is You Need a Budget.
[00:04:40.000 --> 00:04:44.000]   This is the budgeting software that I use to run my personal family budget,
[00:04:44.000 --> 00:04:46.000]   and it is excellent.
[00:04:46.000 --> 00:04:49.000]   Budgeting is one of the foundational skills.
[00:04:49.000 --> 00:04:51.000]   It is one of those core attributes.
[00:04:51.000 --> 00:04:56.000]   If you look at any of the work on millionaires, millionaires all -- I shouldn't
[00:04:56.000 --> 00:05:01.000]   say all -- a very high proportion of millionaires report having a budget,
[00:05:01.000 --> 00:05:03.000]   much higher than people who are not rich.
[00:05:03.000 --> 00:05:07.000]   So budgeting is one of the core skills, but it's challenging to do when you've
[00:05:07.000 --> 00:05:09.000]   got all these different accounts and you've got the money and the bank
[00:05:09.000 --> 00:05:10.000]   account.
[00:05:10.000 --> 00:05:13.000]   It's easy if you just had dollar bills sitting on your desk, but it's hard
[00:05:13.000 --> 00:05:15.000]   when it's just money sitting in your bank account.
[00:05:15.000 --> 00:05:19.000]   You Need a Budget is the budgeting software system that makes that easy.
[00:05:19.000 --> 00:05:22.000]   They've got a really great computer program.
[00:05:22.000 --> 00:05:23.000]   They've got a really great smartphone apps.
[00:05:23.000 --> 00:05:25.000]   It is excellent, excellent, excellent.
[00:05:25.000 --> 00:05:29.000]   When I found You Need a Budget for the second time, I immediately knew that
[00:05:29.000 --> 00:05:33.000]   it was really good, and I switched all of my personal accounting over to the
[00:05:33.000 --> 00:05:35.000]   You Need a Budget software.
[00:05:35.000 --> 00:05:38.000]   If you'd like to listen to an hour-long interview and discussion and hear my
[00:05:38.000 --> 00:05:43.000]   own personal story with You Need a Budget, listen to episode 246 of the show
[00:05:43.000 --> 00:05:46.000]   with the founder of You Need a Budget, a man named Jesse Mecham.
[00:05:46.000 --> 00:05:51.000]   Or if you'd just like to give it a shot, try a 30-day free trial at
[00:05:51.000 --> 00:05:54.000]   radicalpersonalfinance.com/ynab.
[00:05:54.000 --> 00:05:58.000]   So just type in radicalpersonalfinance.com/ynab, Y-N-A-B, acronym for
[00:05:58.000 --> 00:06:01.000]   You Need a Budget, and you'll be able to download the software.
[00:06:01.000 --> 00:06:05.000]   It's the full version of the software, no hidden features or anything like that.
[00:06:05.000 --> 00:06:06.000]   It's the full version, 30 days.
[00:06:06.000 --> 00:06:10.000]   It'll work for you with 100% functionality for 30 days.
[00:06:10.000 --> 00:06:15.000]   If you don't like it after 30 days, then just cancel it and take it off, and
[00:06:15.000 --> 00:06:16.000]   then you won't pay anything.
[00:06:16.000 --> 00:06:18.000]   You don't even have to put your credit card number in to activate it.
[00:06:18.000 --> 00:06:22.000]   But after 30 days, if you want to continue using it, then you'll pay for the
[00:06:22.000 --> 00:06:23.000]   software then.
[00:06:23.000 --> 00:06:24.000]   I can't remember.
[00:06:24.000 --> 00:06:25.000]   It's like $60, something like that.
[00:06:25.000 --> 00:06:26.000]   So well worth it.
[00:06:26.000 --> 00:06:27.000]   Well worth it.
[00:06:27.000 --> 00:06:32.000]   Check it out, radicalpersonalfinance.com/ynab.
[00:06:32.000 --> 00:06:35.000]   Only other announcements since I'm going to skip the ending announcements today.
[00:06:35.000 --> 00:06:37.000]   If you like the show, please tell a friend.
[00:06:37.000 --> 00:06:41.000]   Tell them to search their app store on their phone for Radical Personal Finance
[00:06:41.000 --> 00:06:44.000]   and consider becoming a patron of the show also.
[00:06:44.000 --> 00:06:49.000]   This phone call that you're about to hear was a recording, again, of a
[00:06:49.000 --> 00:06:51.000]   conference call that I did for all patrons.
[00:06:51.000 --> 00:06:54.000]   And that was a unique thing for all patrons.
[00:06:54.000 --> 00:06:57.000]   But I'm also doing, continuing to do these phone calls every week during
[00:06:57.000 --> 00:07:01.000]   October and November for patrons who are supporting the show at $10 a month
[00:07:01.000 --> 00:07:02.000]   and up.
[00:07:02.000 --> 00:07:07.000]   So if that is you, go ahead and check the Patreon page for the information.
[00:07:07.000 --> 00:07:09.000]   And if that's not you, go ahead and join.
[00:07:09.000 --> 00:07:14.000]   And I will be hosting the audio of these calls on the Patreon page of the
[00:07:14.000 --> 00:07:17.000]   past ones so that you can listen to those bonus episodes.
[00:07:17.000 --> 00:07:21.000]   And if you go ahead and join now at radicalpersonalfinance.com/patron,
[00:07:21.000 --> 00:07:25.000]   you'll be able to join the weekly calls here during the month of October
[00:07:25.000 --> 00:07:26.000]   and November.
[00:07:26.000 --> 00:07:28.000]   And so with that, here is the call.
[00:07:28.000 --> 00:07:30.000]   [Phone ringing]
[00:07:30.000 --> 00:07:31.000]   There we go.
[00:07:31.000 --> 00:07:32.000]   And we're going to get started.
[00:07:32.000 --> 00:07:34.000]   So I'm not -- this is just simply a phone only.
[00:07:34.000 --> 00:07:36.000]   I'm not going to be sharing a screen.
[00:07:36.000 --> 00:07:39.000]   That's actually one of the things that reasons why I'm doing a phone
[00:07:39.000 --> 00:07:40.000]   conference.
[00:07:40.000 --> 00:07:45.000]   I realized I've been offering for all the patrons of the show a monthly Q&A
[00:07:45.000 --> 00:07:46.000]   call.
[00:07:46.000 --> 00:07:50.000]   And what I intended to do was I intended to do that as a Google Hangout.
[00:07:50.000 --> 00:07:54.000]   And I never grew up in the era of phone conferences.
[00:07:54.000 --> 00:07:58.000]   For me, you know, doing a conference is just always a video conference.
[00:07:58.000 --> 00:08:01.000]   But with moving the last couple of months and various things,
[00:08:01.000 --> 00:08:03.000]   it's been challenging for me to do the video thing consistently.
[00:08:03.000 --> 00:08:06.000]   It requires me to have a good internet connection.
[00:08:06.000 --> 00:08:09.000]   It requires me to put on a shirt that I feel happy, you know,
[00:08:09.000 --> 00:08:10.000]   showing up on a video camera with.
[00:08:10.000 --> 00:08:12.000]   It requires me to have a good background.
[00:08:12.000 --> 00:08:16.000]   And so what I decided to do is instead of doing the video conference,
[00:08:16.000 --> 00:08:17.000]   just do a phone conference.
[00:08:17.000 --> 00:08:21.000]   And so I wanted to do it today because I missed some of the patron benefits.
[00:08:21.000 --> 00:08:24.000]   I'm here to answer questions one by one.
[00:08:24.000 --> 00:08:26.000]   I'll answer as many questions as I can.
[00:08:26.000 --> 00:08:29.000]   And I'll answer as many questions as I can.
[00:08:29.000 --> 00:08:32.000]   I'll spend as much time here as I can, and we'll just see how it goes.
[00:08:32.000 --> 00:08:34.000]   But I'm fully available to you guys.
[00:08:34.000 --> 00:08:37.000]   I hope it's easier for you to call in and easy for me to answer.
[00:08:37.000 --> 00:08:40.000]   Let me start with just who would like to ask a question,
[00:08:40.000 --> 00:08:42.000]   and we'll kick it off and get right to the content.
[00:08:42.000 --> 00:08:44.000]   Who wants to go first?
[00:08:44.000 --> 00:08:46.000]   Hey, Joshua.
[00:08:46.000 --> 00:08:47.000]   Yeah, Susan, go ahead.
[00:08:47.000 --> 00:08:48.000]   Yeah.
[00:08:48.000 --> 00:08:51.000]   It's kind of a question, kind of a comment.
[00:08:51.000 --> 00:08:54.000]   And maybe this just applies to me because I'm older,
[00:08:54.000 --> 00:08:58.000]   but I'm not as technically savvy.
[00:08:58.000 --> 00:09:02.000]   But I was wondering if maybe, like,
[00:09:02.000 --> 00:09:05.000]   with all of the different technologies that you're using,
[00:09:05.000 --> 00:09:08.000]   and I think kind of the Facebook one that you were planning on doing,
[00:09:08.000 --> 00:09:11.000]   are you still planning on doing that, like, every other Friday or something?
[00:09:11.000 --> 00:09:13.000]   Because I haven't -- and I know you've been having problems,
[00:09:13.000 --> 00:09:15.000]   but I don't know if it ever worked.
[00:09:15.000 --> 00:09:19.000]   I don't know, like -- I was wondering if you can do step-by-step instructions
[00:09:19.000 --> 00:09:22.000]   on how to get into some of this stuff and what we're supposed to do
[00:09:22.000 --> 00:09:25.000]   and what level of person it's for, patron it's for.
[00:09:25.000 --> 00:09:26.000]   Right.
[00:09:26.000 --> 00:09:28.000]   So with the patron program,
[00:09:28.000 --> 00:09:32.000]   the basic thing that I was looking to do with the patron program,
[00:09:32.000 --> 00:09:36.000]   most of the content is found on the actual Patreon site.
[00:09:36.000 --> 00:09:39.000]   And I have been slow on delivering the content.
[00:09:39.000 --> 00:09:41.000]   I've just been overwhelmed on my end.
[00:09:41.000 --> 00:09:43.000]   And over the last month especially,
[00:09:43.000 --> 00:09:46.000]   I've made good progress on really increasing things.
[00:09:46.000 --> 00:09:52.000]   But on the patron site, if you go right to patreon.com/radicalpersonalfinance,
[00:09:52.000 --> 00:09:56.000]   that works in many ways almost like a Facebook wall does.
[00:09:56.000 --> 00:09:59.000]   So that's where I'm posting the show episode that's coming up,
[00:09:59.000 --> 00:10:01.000]   taking specific questions on there.
[00:10:01.000 --> 00:10:05.000]   You can comment and coordinate with other people who are patrons of the show.
[00:10:05.000 --> 00:10:11.000]   At the $25 and up level, that is where there's access to the Facebook group.
[00:10:11.000 --> 00:10:14.000]   So if you are at the $25 and up level
[00:10:14.000 --> 00:10:16.000]   and you don't have access to the private Facebook group,
[00:10:16.000 --> 00:10:18.000]   then make sure that you email me,
[00:10:18.000 --> 00:10:22.000]   joshua@radicalpersonalfinance.com, and I'll make sure that you have access.
[00:10:22.000 --> 00:10:24.000]   I try to do a good job of staying on top of that.
[00:10:24.000 --> 00:10:28.000]   And then in that group, there's over 60, about 65 members there right now,
[00:10:28.000 --> 00:10:32.000]   all of whom are interacting and answering each other's questions,
[00:10:32.000 --> 00:10:33.000]   some really smart people there.
[00:10:33.000 --> 00:10:37.000]   And then that's where I try to spend a good time every other day or so,
[00:10:37.000 --> 00:10:41.000]   going into that group and trying to answer questions there personally.
[00:10:41.000 --> 00:10:47.000]   So some of what you're talking about was me trying to do Google Hangouts.
[00:10:47.000 --> 00:10:49.000]   And the Google Hangout system was just a disaster.
[00:10:49.000 --> 00:10:50.000]   It always had problems.
[00:10:50.000 --> 00:10:52.000]   I never got the right people invited.
[00:10:52.000 --> 00:10:53.000]   It just didn't work.
[00:10:53.000 --> 00:10:55.000]   And so I scrapped that whole thing and gone to this for now.
[00:10:55.000 --> 00:10:59.000]   And we'll see if I switch to another platform in the future.
[00:10:59.000 --> 00:11:01.000]   That help, Susan?
[00:11:01.000 --> 00:11:03.000]   Yeah, I guess that didn't answer the question,
[00:11:03.000 --> 00:11:08.000]   because I guess I need to up my level, because I was thinking.
[00:11:08.000 --> 00:11:12.000]   I thought the $10 got to at least the Facebook, but I guess not.
[00:11:12.000 --> 00:11:14.000]   But that gets you something, obviously, right?
[00:11:14.000 --> 00:11:16.000]   Right.
[00:11:16.000 --> 00:11:21.000]   The reason for the confusion may have been what I did with the original
[00:11:21.000 --> 00:11:25.000]   people who signed up for the original membership program.
[00:11:25.000 --> 00:11:29.000]   Then with that group of people, I was charging $10.
[00:11:29.000 --> 00:11:35.000]   And so all of those people were grandfathered in at the $25 level.
[00:11:35.000 --> 00:11:38.000]   The $10 a month gets you access to the live monthly Hangout,
[00:11:38.000 --> 00:11:41.000]   and that's what I haven't been able to deliver the last two months.
[00:11:41.000 --> 00:11:46.000]   So going forward over the next eight weeks, once a week,
[00:11:46.000 --> 00:11:48.000]   I'm going to be doing one of these conference calls,
[00:11:48.000 --> 00:11:51.000]   and that's open to the $10 and up level,
[00:11:51.000 --> 00:11:53.000]   where I'll be answering as many questions.
[00:11:53.000 --> 00:11:55.000]   We can talk specific -- not specific,
[00:11:55.000 --> 00:11:58.000]   and answer any question, and I'll do my best to help out.
[00:11:58.000 --> 00:12:01.000]   So next question.
[00:12:01.000 --> 00:12:02.000]   Hey, Josh.
[00:12:02.000 --> 00:12:03.000]   Josh, I'm up.
[00:12:03.000 --> 00:12:04.000]   This is Nate.
[00:12:04.000 --> 00:12:05.000]   Can you hear me all right?
[00:12:05.000 --> 00:12:06.000]   Nate, I can hear you.
[00:12:06.000 --> 00:12:07.000]   Welcome.
[00:12:07.000 --> 00:12:10.000]   Let's go with your question first.
[00:12:10.000 --> 00:12:13.000]   So I wanted to ask you a question related to social capital
[00:12:13.000 --> 00:12:15.000]   versus financial capital.
[00:12:15.000 --> 00:12:16.000]   Right.
[00:12:16.000 --> 00:12:19.000]   So I don't know if you want me to provide some context
[00:12:19.000 --> 00:12:21.000]   on how that relates to my situation?
[00:12:21.000 --> 00:12:22.000]   Yeah, please do.
[00:12:22.000 --> 00:12:25.000]   Okay.
[00:12:25.000 --> 00:12:31.000]   Basically, your podcast has had a major impact on my life this last year,
[00:12:31.000 --> 00:12:35.000]   probably 75% of the reason why I was able to quit my job.
[00:12:35.000 --> 00:12:38.000]   And just from listening to your podcast,
[00:12:38.000 --> 00:12:42.000]   I'm super stoked to be a member, a supporter.
[00:12:42.000 --> 00:12:45.000]   I really appreciate everything you do.
[00:12:45.000 --> 00:12:48.000]   And I'd kind of like to just get your advice on our situation.
[00:12:48.000 --> 00:12:52.000]   I kind of consider us cash flow retired at this point.
[00:12:52.000 --> 00:12:55.000]   We don't have huge savings or investments or anything,
[00:12:55.000 --> 00:12:58.000]   but I have some online businesses.
[00:12:58.000 --> 00:13:02.000]   I sell handmade products on a couple different websites through Etsy
[00:13:02.000 --> 00:13:08.000]   and others and covers all of our expenses plus a couple thousand dollars a month
[00:13:08.000 --> 00:13:11.000]   that we're able to save.
[00:13:11.000 --> 00:13:14.000]   At this point, it only takes four to ten hours per week to manage everything,
[00:13:14.000 --> 00:13:17.000]   so I have a lot of free time on my hands.
[00:13:17.000 --> 00:13:20.000]   My wife doesn't need to really work, so she has a lot of free time on her hands.
[00:13:20.000 --> 00:13:27.000]   It's myself, my daughter, and we've got another one on the way in March.
[00:13:27.000 --> 00:13:29.000]   Congrats.
[00:13:29.000 --> 00:13:30.000]   Thank you.
[00:13:30.000 --> 00:13:34.000]   But we've just been using our time to develop fun hobbies that are financially
[00:13:34.000 --> 00:13:39.000]   beneficial, which we kind of learned through your interview with Jacob Lund Fisker.
[00:13:39.000 --> 00:13:45.000]   So we're focusing on valuable hobbies like biking, filmmaking, gardening.
[00:13:45.000 --> 00:13:49.000]   I'm just getting into hunting and foraging, permaculture-type stuff.
[00:13:49.000 --> 00:13:53.000]   And your interview with Curtis Stone has got me now interested in this urban
[00:13:53.000 --> 00:13:55.000]   farming thing.
[00:13:55.000 --> 00:13:58.000]   And I've sort of launched one this year,
[00:13:58.000 --> 00:14:02.000]   HugsFarm.com, Hugs Urban Farm, it's an urban farming thing.
[00:14:02.000 --> 00:14:08.000]   And I'm getting a lot of pushback from my wife because she sees all the huge time
[00:14:08.000 --> 00:14:12.000]   that it's taking me, the huge time commitment and the low payout.
[00:14:12.000 --> 00:14:15.000]   And it's really good work.
[00:14:15.000 --> 00:14:19.000]   I really enjoy being out in the sun, and I'm definitely starting to see some of
[00:14:19.000 --> 00:14:21.000]   the social capital that comes along with it.
[00:14:21.000 --> 00:14:26.000]   But it's a huge input, and my process for making my handmade products online is
[00:14:26.000 --> 00:14:28.000]   totally repeatable.
[00:14:28.000 --> 00:14:30.000]   I have it like fully systemized.
[00:14:30.000 --> 00:14:32.000]   I'm an engineer nerd type person.
[00:14:32.000 --> 00:14:36.000]   And in a few weeks, I can get another one of those going that's making good
[00:14:36.000 --> 00:14:38.000]   profit.
[00:14:38.000 --> 00:14:41.000]   And then I'm still around to hang out with her more and stuff.
[00:14:41.000 --> 00:14:47.000]   But yeah, I'm just trying to kind of struggle to make a strong case of how the
[00:14:47.000 --> 00:14:51.000]   social capital is worth a lot to my wife.
[00:14:51.000 --> 00:14:55.000]   So I was wondering what your opinion is on that, the social capital versus
[00:14:55.000 --> 00:15:00.000]   financial capital, and any opinions on situations when one might be worth
[00:15:00.000 --> 00:15:03.000]   pursuing over the other, et cetera.
[00:15:03.000 --> 00:15:06.000]   Is she upset about the fact that she thinks you should be making more money
[00:15:06.000 --> 00:15:07.000]   with your time?
[00:15:07.000 --> 00:15:09.000]   Is that what the conflict is?
[00:15:09.000 --> 00:15:13.000]   I think she just -- she's kind of a wanderlust, and she likes to travel around.
[00:15:13.000 --> 00:15:17.000]   And we've been doing quite a bit of traveling these last couple years.
[00:15:17.000 --> 00:15:22.000]   And the farming, the gardening thing, and pulling on that and starting to sell
[00:15:22.000 --> 00:15:25.000]   the restaurants, it's just putting a lot of time into it.
[00:15:25.000 --> 00:15:27.000]   And I love it.
[00:15:27.000 --> 00:15:32.000]   But she's more time of her just hanging out with Josie by herself now rather
[00:15:32.000 --> 00:15:34.000]   than having me around.
[00:15:34.000 --> 00:15:38.000]   And they hang out with us too on the farm, but she's a 2-1/2-year-old, so she's
[00:15:38.000 --> 00:15:41.000]   more ripping stuff out of the ground and destroying it than helping.
[00:15:41.000 --> 00:15:48.000]   So I'm just trying to make the case of how -- what your opinion is of how, if I
[00:15:48.000 --> 00:15:52.000]   keep building this and develop good relationships in the community, is that worth
[00:15:52.000 --> 00:15:57.000]   more, you think, than pursuing like real financial independence, I guess it
[00:15:57.000 --> 00:16:01.000]   would be, where I should just keep trying to build the online businesses and get
[00:16:01.000 --> 00:16:08.000]   us to a place where we can just be considered financially retired on paper, I
[00:16:08.000 --> 00:16:10.000]   guess?
[00:16:10.000 --> 00:16:14.000]   What's your primary reason for doing the farming?
[00:16:14.000 --> 00:16:17.000]   What's motivating you to do it?
[00:16:17.000 --> 00:16:22.000]   Well, I started doing it just as a value-added hobby.
[00:16:22.000 --> 00:16:25.000]   Growing our own food, hunting our own food, stuff like that, it just -- it pays
[00:16:25.000 --> 00:16:27.000]   dividends and it's -- I enjoy it a lot.
[00:16:27.000 --> 00:16:31.000]   I've always kind of been -- I grew up on a little bit of a hobby farm, so I've
[00:16:31.000 --> 00:16:35.000]   always enjoyed that connection to my food.
[00:16:35.000 --> 00:16:39.000]   And then I just started selling stuff to a couple chefs I knew in town, sort of
[00:16:39.000 --> 00:16:43.000]   friends of mine, and there was more demand, and now I'm getting -- I have
[00:16:43.000 --> 00:16:47.000]   press -- there's a magazine in town that's published an article on our farm, and
[00:16:47.000 --> 00:16:49.000]   it's kind of like building itself.
[00:16:49.000 --> 00:16:54.000]   And I really enjoy it, so I kind of feel compelled to keep it going.
[00:16:54.000 --> 00:16:56.000]   And I just love it.
[00:16:56.000 --> 00:16:58.000]   I mean, and Michelle likes it, too.
[00:16:58.000 --> 00:17:00.000]   My wife likes it a lot when she's helping.
[00:17:00.000 --> 00:17:04.000]   She just struggles with, you know, having a two-and-a-half-year-old now, another
[00:17:04.000 --> 00:17:07.000]   one on the way, so she's kind of tied up with that more.
[00:17:07.000 --> 00:17:11.000]   And we switch off every once in a while, but I just work a lot faster, more
[00:17:11.000 --> 00:17:15.000]   efficiently, and more organized than her, so I've been doing the majority of it.
[00:17:15.000 --> 00:17:17.000]   Right.
[00:17:17.000 --> 00:17:20.000]   So here are some thoughts that occur to me in thinking about the question.
[00:17:20.000 --> 00:17:26.000]   I don't think of it being a social capital versus financial capital.
[00:17:26.000 --> 00:17:30.000]   The point that I try to make on the show and that I see is that we don't do a very
[00:17:30.000 --> 00:17:35.000]   good job in our culture of recognizing the value of social capital.
[00:17:35.000 --> 00:17:41.000]   We're trained to only measure things in terms of financial results.
[00:17:41.000 --> 00:17:47.000]   But if you look at life a little bit more broadly, you can see that social capital
[00:17:47.000 --> 00:17:51.000]   does have a tremendous value, and I'll give you two examples at opposite ends of
[00:17:51.000 --> 00:17:53.000]   the spectrum.
[00:17:53.000 --> 00:17:58.000]   When I graduated from college, I decided I wanted to go on a road trip, and I had
[00:17:58.000 --> 00:18:00.000]   some time off.
[00:18:00.000 --> 00:18:03.000]   I quit my job, and I wanted to go travel.
[00:18:03.000 --> 00:18:07.000]   So I went on Facebook, and I sent a mass email to everyone in my email address
[00:18:07.000 --> 00:18:08.000]   book.
[00:18:08.000 --> 00:18:09.000]   I went on Facebook.
[00:18:09.000 --> 00:18:12.000]   I Facebooked every one of my friends, and I said, "I'm taking a road trip.
[00:18:12.000 --> 00:18:18.000]   I want to come visit you if I'm able to, and where do you live, and can I come see
[00:18:18.000 --> 00:18:19.000]   you?"
[00:18:19.000 --> 00:18:21.000]   And I got back dozens and dozens of responses.
[00:18:21.000 --> 00:18:22.000]   I took those responses.
[00:18:22.000 --> 00:18:27.000]   I charted them on a map of the places where I had an invitation to come and spend
[00:18:27.000 --> 00:18:28.000]   the night.
[00:18:28.000 --> 00:18:32.000]   I charted them on a map with people that I knew, and that was how I set out my
[00:18:32.000 --> 00:18:36.000]   itinerary, was I went from place to place, a friend's house to friend's house.
