
[00:00:00.040 --> 00:00:07.020]  oncé just over
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the the
[00:21:41.240 --> 00:21:41.240]   Sycophantic, you will be in the top half of the Sycophantic, you will be in the top half of the
[00:21:41.260 --> 00:22:11.260]   Sycophantic, you will be in the top half of the the the
[00:22:11.280 --> 00:22:41.280]   Sycophantic, you will be in the top half of the the
[00:22:41.280 --> 00:22:41.280]   Scyphophantic, you will be in the top half of the the
[00:22:41.280 --> 00:22:41.280]   Scyphophantic, you will be in the top half of the the
[00:22:41.280 --> 00:22:41.280]   Scyphophantic, you will be in the top half of the the
[00:22:41.280 --> 00:22:41.280]   Scyphophantic, you will be in the top half of the the
[00:22:41.320 --> 00:22:43.980]   Qur
[00:22:43.980 --> 00:23:10.100]   gears
[00:23:11.340 --> 00:23:22.500]   con
[00:23:22.500 --> 00:23:41.320]   showed con лай accident, and, and, is, Только, wasn. I'm not like. I'm. I. I. headlines. E.,..,...,., peer little understand, count, Casey, stereo, αυτό, destin,bow, demand,born, Halloween, mínimo,arm, Burch,itaire, мои S. be even пред-In- perdu-買-G- ♭-G-G-G-G-G-G-G-G-G-G-G-G-G-G-G-G-G-G-G- Pr-為- G- go- G- każdy- apply- G- the V dei- chassis- yelled- G Neil- a financi세- Noku- carpet- ch' the Q个 " sty- disc- GT to be視 y Ab Justin power's net-向 demands ac
[00:23:41.340 --> 00:24:11.340]   need as much money. If you have any children as I do, and if you really prefer the idea of time in Europe and Broadway musicals and taking your children on interesting experiences, et cetera, then of course you increase your budget numbers. So, but I think somewhere in that six to $12,000 a month range is really in many ways, an ideal number, a number for many people. I've done budget analysis. Most people don't ever sit down when counting the cost and talk
[00:24:11.340 --> 00:24:41.360]   in a budget analysis. Most people don't ever sit down when counting the cost and talk about what they can actually spend money on. Years ago, I did a show called Why you should probably lower your financial goals. Got a lot of great feedback from that show where I went through different budgets and talked about how when you get to the higher dollar amounts, it's actually really hard to spend money. And so many people set very high financial goals without ever sitting down and thinking about what to actually spend the money on. So let's just say that your number is $8,000 a month as a plug number here. And so you multiply 8 times 20.
[00:24:41.360 --> 00:24:41.360]   That's a $8,000 a month as a plug number here. And so you multiply 8 times 20 times 20,
[00:24:41.380 --> 00:24:48.120]   my goal is to spend $96,000 per year. And let's round it up to a hundred thousand for easy podcast math.
[00:24:48.120 --> 00:24:51.440]   So my goal is a hundred thousand dollars per year. Well,
[00:24:51.440 --> 00:24:55.040]   then you sit down and you begin with the 4% rule.
[00:24:55.040 --> 00:24:57.000]   Let's go with the 3% rule for safety.
[00:24:57.000 --> 00:24:58.940]   So you multiply a hundred thousand times 30.
[00:24:58.940 --> 00:25:01.280]   And now, you know, your number is $3 million.
[00:25:01.280 --> 00:25:03.920]   Could be two and a half million, could be 3 million,
[00:25:03.920 --> 00:25:07.780]   but you got to arrange an expectation of how much money you would need to save
[00:25:07.780 --> 00:25:10.860]   to accomplish that, that particular goal.
[00:25:10.860 --> 00:25:11.380]   So,
[00:25:11.380 --> 00:25:11.380]   I think that's a good number.
[00:25:11.380 --> 00:25:11.380]   It's a hundred thousand dollars per year.
[00:25:11.380 --> 00:25:11.380]   Well, then you sit down and you begin with the 4% rule for safety.
[00:25:11.380 --> 00:25:11.380]   So you multiply a hundred thousand times 30 and now you know your number is 3 million.
[00:25:11.380 --> 00:25:11.380]   and now you know your number is 3 million.
[00:25:11.400 --> 00:25:41.400]   So you look at your savings rate and you calculate maybe you're saving $3,000 a month.
[00:25:41.420 --> 00:26:11.420]   So you multiply a hundred thousand times 30 and now you begin with the 4% rule for safety.
[00:26:11.420 --> 00:26:11.420]   I didn't have to depend on purely finances just to accomplish freedom,
[00:26:11.420 --> 00:26:11.420]   I didn't have to depend on purely finances just to accomplish freedom,
[00:26:11.420 --> 00:26:11.420]   but that for me, I could accomplish most of my why,
[00:26:11.420 --> 00:26:11.420]   my freedom by just simply transitioning to a different kind of business.
[00:26:11.420 --> 00:26:11.420]   That could be a lot faster way of achieving what I wanted to achieve.
[00:26:11.420 --> 00:26:11.420]   That may not be the same for you.
[00:26:11.420 --> 00:26:11.420]   If you sit down and you look at your job and you say, if I work this job for three more years,
[00:26:11.420 --> 00:26:11.420]   saving at my current rate, I'll be in a situation where I'm not going to be able to do anything.
[00:26:11.420 --> 00:26:11.420]   I'll be in a situation where I'm not going to be able to do anything.
[00:26:11.420 --> 00:26:11.420]   I'll be in a situation where I'm not going to be able to do anything.
[00:26:11.420 --> 00:26:41.440]  ,
[00:26:41.440 --> 00:26:41.440]   and I'm going to be able to do everything I want to do to achieve my personal financial goals.
[00:26:41.440 --> 00:26:41.440]   In which case a sensible position would be for you to work at your job.
[00:26:41.440 --> 00:26:41.440]   Now remember of course also we could play with the investment numbers.
[00:26:41.440 --> 00:26:41.440]   You sit down and you say, all right, in order for me to generate eight thousand dollars per month, I would probably need in my local area, I probably need six rental houses and if I had six rental houses paid off, then I could achieve that goal. So you start buying rental houses.
[00:26:41.440 --> 00:26:41.440]   And if I had six rental houses paid off, then I could achieve that goal. So you start buying rental houses.
[00:26:41.440 --> 00:26:41.440]   And if I had six rental houses paid off, then I could achieve that goal. So you start buying rental houses.
[00:26:41.440 --> 00:26:41.440]   I would probably need six rental houses. So you start buying rental houses. So you can do six rental houses.
[00:26:41.460 --> 00:27:11.460]   You calculate the number.
[00:27:11.460 --> 00:27:11.460]   You think about the why.
[00:27:11.460 --> 00:27:11.460]   Then you think about what you give up.
[00:27:11.460 --> 00:27:11.460]   So when I went through the opportunity cost analysis, I realized that I could achieve financial freedom in a number of different ways.
[00:27:11.460 --> 00:27:11.460]   One way was by continuing in the business I was in at that time.
[00:27:11.460 --> 00:27:11.460]   It wouldn't have taken that long for financial freedom, but it still would have been a number of years.
[00:27:11.460 --> 00:27:11.460]   Significant, not insignificant number of years.
[00:27:11.460 --> 00:27:11.460]   Well, when looking at it,
[00:27:11.460 --> 00:27:11.460]   it's not a significant number of years.
[00:27:11.460 --> 00:27:11.460]   Well, when looking at it,
[00:27:11.460 --> 00:27:11.460]   it's not a significant number of years.
[00:27:11.460 --> 00:27:11.460]   Well, when looking at it,
[00:27:11.460 --> 00:27:11.460]   it's not a significant number of years.
[00:27:11.460 --> 00:27:11.460]   Well, when looking at it,
[00:27:11.460 --> 00:27:11.460]   it's not a significant number of years.
[00:27:11.460 --> 00:27:11.460]   Well, when looking at it,
[00:27:11.460 --> 00:27:11.460]   it's not a significant number of years.
[00:27:11.460 --> 00:27:11.460]   It's not a significant number of years.
[00:27:11.460 --> 00:27:41.480]   It's not a significant number of years.
[00:27:41.520 --> 00:27:51.340]   came
[00:27:51.340 --> 00:27:52.360]  學,
[00:27:52.360 --> 00:28:06.640]   ad then the wake the why him,,,,,,, приним 10
[00:28:35.440 --> 00:28:35.540]   I'm grateful to be able to do that. Very blessed. Talked with my wife frequently just last night. We're talking about I was I was talking to her about going into a different line of business and we were brainstorming it out. This other line of business could be extremely profitable. It's something that I knew well, talking about opportunities and numbers, etc. I just said, can't give up the freedom.
[00:29:29.540 --> 00:29:31.540]  obedience.com/free-of-the-life
[00:29:31.540 --> 00:29:56.480]   I'm not sure if I'm being too harsh on you.
[00:29:56.480 --> 00:29:56.480]   I'm not sure if I'm being too harsh on you.
[00:29:56.480 --> 00:29:56.540]   I'm not sure if I'm being too harsh on you.
[00:29:56.540 --> 00:29:56.540]   I'm not sure if I'm being too harsh on you.
[00:29:56.540 --> 00:29:56.600]   I'm not sure if I'm being too harsh on you.
[00:29:56.600 --> 00:29:56.680]   I'm not sure if I'm being too harsh on you.
[00:29:56.680 --> 00:29:56.760]   I'm not sure if I'm being too harsh on you.
[00:29:56.760 --> 00:29:56.860]   I'm not sure if I'm being too harsh on you.
[00:29:56.860 --> 00:29:56.960]   I'm not sure if I'm being too harsh on you.
[00:29:56.960 --> 00:29:57.040]   I'm not sure if I'm being too harsh on you.
[00:29:57.040 --> 00:29:57.100]   I'm not sure if I'm being too harsh on you.
[00:29:57.100 --> 00:29:57.160]   I'm not sure if I'm being too harsh on you.
[00:29:57.160 --> 00:29:57.200]   I'm not sure if I'm being too harsh on you.
[00:29:57.240 --> 00:30:24.940]   I'm not sure if I'm being too harsh on you.
[00:30:24.940 --> 00:30:24.980]   I'm not sure if I'm being too harsh on you.
[00:30:24.980 --> 00:30:25.020]   I'm not sure if I'm being too harsh on you.
[00:30:25.020 --> 00:30:25.040]   I'm not sure if I'm being too harsh on you.
[00:30:25.040 --> 00:30:25.080]   I'm not sure if I'm being too harsh on you.
[00:30:25.080 --> 00:30:25.100]   I'm not sure if I'm being too harsh on you.
[00:30:25.100 --> 00:30:25.120]   I'm not sure if I'm not being too harsh on you.
[00:30:25.120 --> 00:30:25.160]   I'm not sure if I'm not being too harsh on you.
[00:30:25.160 --> 00:30:25.220]   I'm not sure if I'm not being too harsh on you.
[00:30:25.220 --> 00:30:25.220]   I'm not sure if I'm not being too harsh on you.
[00:30:25.240 --> 00:30:26.520]   I'm not sure if I'm not being too harsh on you.
[00:30:26.520 --> 00:30:26.620]   I'm not sure if I'm not being too harsh on you.
[00:30:26.620 --> 00:30:26.660]   I'm not sure if I'm not being too harsh on you.
[00:30:26.660 --> 00:30:26.760]   I'm not sure if I'm not being too harsh on you.
[00:30:26.760 --> 00:30:28.040]   This is important to you.
[00:30:28.040 --> 00:30:33.040]   If your why is big enough, I can promise you you will find a way to achieve it.
[00:30:33.040 --> 00:30:35.460]   I don't think about different how.
[00:30:35.460 --> 00:30:37.460]   Different levels of how.
[00:30:37.460 --> 00:30:38.800]   How can you do this?
[00:30:38.800 --> 00:30:40.640]   What are the opportunities that you have?
[00:30:40.640 --> 00:30:43.040]   How can you do this in a more efficient way?
[00:30:43.040 --> 00:30:44.920]   How can you do this now?
[00:30:44.920 --> 00:30:46.980]   Get your creative juices going.
[00:30:46.980 --> 00:30:49.240]   Count the cost carefully.
[00:30:49.240 --> 00:30:52.060]   Count the financial cost.
[00:30:52.060 --> 00:30:55.160]   Work through different ways of looking at it.
[00:30:55.160 --> 00:30:55.240]   Work through different ways of looking at it.
[00:30:55.240 --> 00:30:55.240]   work through different ways of looking at it.
[00:30:55.240 --> 00:31:25.260]  ,
[00:31:25.260 --> 00:31:25.260]   Look at the budgets.
[00:31:25.260 --> 00:31:25.260]   Think about the math and count the opportunity cost.
[00:31:25.260 --> 00:31:25.260]   What will you have to give up by pursuing this goal?
[00:31:25.260 --> 00:31:25.260]   Then we work towards the next step.
[00:31:25.260 --> 00:31:25.260]   But that will be in another show.
[00:31:25.260 --> 00:31:25.260]   As I go today, I want to make an announcement and give you a plug here. Over the last couple of weeks since my Black Friday sale, I've been totally inundated with doing consulting work.
[00:31:25.260 --> 00:31:25.260]   And I'm going to give you a little bit of advice.
[00:31:25.260 --> 00:31:25.260]   If you're interested in consulting, you can go to the website.
[00:31:25.260 --> 00:31:25.260]   If you're interested in consulting, you can go to the website.
[00:31:25.260 --> 00:31:25.260]   If you're interested in consulting, you can go to the website.
[00:31:25.280 --> 00:31:55.280]   If you're interested in consulting, you can go to the website.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:31:55.280]   I'm going to give you a little bit of advice.
[00:31:55.280 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.300 --> 00:32:25.300]   I'm going to give you a little bit of advice.
[00:32:25.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.320 --> 00:32:55.320]   I'm going to give you a little bit of advice.
[00:32:55.360 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.340 --> 00:33:25.340]   I'm going to give you a little bit of advice.
[00:33:25.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:33:55.360]   I'm going to give you a little bit of advice.
[00:33:55.360 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.380 --> 00:34:25.380]   I'm going to give you a little bit of advice.
[00:34:25.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:34:55.400]   I'm going to give you a little bit of advice.
[00:34:55.400 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.420 --> 00:35:25.420]   I'm going to give you a little bit of advice.
[00:35:25.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:35:55.440]   I'm going to give you a little bit of advice.
[00:35:55.440 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.460 --> 00:36:25.460]   I'm going to give you a little bit of advice.
[00:36:25.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:36:55.480]   I'm going to give you a little bit of advice.
[00:36:55.480 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.500 --> 00:37:25.500]   I'm going to give you a little bit of advice.
[00:37:25.540 --> 00:37:55.520]  acht.com
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started,
[00:37:55.520 --> 00:37:55.520]   If you're just getting started, you should start with the information that is the cheapest. You should get books and read books. You should listen to podcasts that are free. But you can dramatically speed up your time if you consult an expert. You've listened to me for hundreds of hours. In that time, you can assess whether you think I can help you or not. If you don't think I can help you, go and find somebody
[00:37:55.520 --> 00:37:55.520]   and find somebody
[00:37:55.560 --> 00:38:25.540]  , and find somebody who can.
[00:38:25.540 --> 00:38:25.540]   If you think I can help you, go and find somebody who can. And get some help to speed up your results. If you think I can help you, email me, joshua@radicalpersonalfinance.com and I'll help you. One of the things, by the way, I'm a big proponent of voluntary exchange. And I have this thing that I tell consulting clients. If you don't think I was worth it, don't pay me. I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:25.540 --> 00:38:25.540]   If you think I was worth it, don't pay me. I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:25.540 --> 00:38:25.540]   If you think I was worth it, don't pay me. I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:25.560 --> 00:38:55.560]   If you think I was worth it, don't pay me. I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.560 --> 00:38:55.560]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:38:55.600 --> 00:39:25.580]  ,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.580 --> 00:39:25.580]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:25.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.600 --> 00:39:55.600]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:39:55.640 --> 00:40:25.620]  ,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.620 --> 00:40:25.620]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:25.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
[00:40:55.640 --> 00:40:55.640]   I don't ever want somebody not feel like they were worth it. Thus far,
