
[00:00:00.000 --> 00:00:06.160]   Welcome back everyone.
[00:03:09.200 --> 00:03:12.040]   these adversarial examples as part of training.
[00:03:12.040 --> 00:03:15.480]   But the fundamental insight here is that performance on
[00:03:15.480 --> 00:03:18.820]   ANLI is well below performance for the other benchmarks.
[00:03:18.820 --> 00:03:20.920]   This is a substantial challenge and I
[00:03:20.920 --> 00:03:24.600]   believe that this substantial challenge still stands.
[00:03:24.600 --> 00:03:27.360]   Models do not excel at ANLI
[00:03:27.360 --> 00:03:31.080]   even to this day as far as I know.
[00:03:31.080 --> 00:03:34.600]   One thing I love about ANLI is that it projects
[00:03:34.600 --> 00:03:36.740]   this really interesting vision for
[00:03:36.740 --> 00:03:38.640]   the future development of
[00:03:38.640 --> 00:03:41.040]   train and test assets for the field.
[00:03:41.040 --> 00:03:43.840]   It's actually all credit due to Zellers et al.
[00:03:43.840 --> 00:03:45.680]   They also described this vision in
[00:03:45.680 --> 00:03:48.360]   their papers on SWAG and Hella SWAG.
[00:03:48.360 --> 00:03:51.580]   They write, "A path for NLP progress going forward
[00:03:51.580 --> 00:03:53.760]   towards benchmarks that adversarially
[00:03:53.760 --> 00:03:57.100]   co-evolve with evolving state-of-the-art models."
[00:03:57.100 --> 00:03:59.940]   I didn't have time to tell this full story in details,
[00:03:59.940 --> 00:04:02.240]   but Zellers et al is an interesting story.
[00:04:02.240 --> 00:04:03.520]   There are two papers.
[00:04:03.520 --> 00:04:05.320]   The first one introduced SWAG,
[00:04:05.320 --> 00:04:09.360]   which is a synthetically created train and test environment
[00:04:09.360 --> 00:04:12.960]   for adversarial testing.
[00:04:12.960 --> 00:04:15.040]   They found that it was very difficult,
[00:04:15.040 --> 00:04:16.460]   but when the BERT paper came out,
[00:04:16.460 --> 00:04:19.600]   BERT essentially solved the SWAG problem.
[00:04:19.600 --> 00:04:21.300]   In response to that,
[00:04:21.300 --> 00:04:23.220]   Zellers et al made some adjustments
[00:04:23.220 --> 00:04:26.060]   to the SWAG dataset that produced Hella SWAG.
[00:04:26.060 --> 00:04:28.560]   Hella SWAG was substantially harder for BERT,
[00:04:28.560 --> 00:04:30.500]   and I believe that Hella SWAG remains
[00:04:30.500 --> 00:04:32.580]   a challenging benchmark to this day.
[00:04:32.580 --> 00:04:35.120]   I think that started us on the path of seeing how
[00:04:35.120 --> 00:04:37.980]   productive it could be to create datasets,
[00:04:37.980 --> 00:04:39.580]   use them to develop models,
[00:04:39.580 --> 00:04:41.420]   and then respond when models seem to
[00:04:41.420 --> 00:04:44.500]   succeed with even harder challenges.
[00:04:44.500 --> 00:04:46.180]   In the ANLI paper,
[00:04:46.180 --> 00:04:48.220]   they project this vision very directly.
[00:04:48.220 --> 00:04:52.600]   This process yields a moving post dynamic target for
[00:04:52.600 --> 00:04:54.020]   NLU systems rather than
[00:04:54.020 --> 00:04:56.620]   a static benchmark that will eventually saturate.
[00:04:56.620 --> 00:04:58.460]   This sounds so productive to me.
[00:04:58.460 --> 00:05:01.260]   Throughout the field, large teams of
[00:05:01.260 --> 00:05:04.140]   very talented people spend lots of time and money
[00:05:04.140 --> 00:05:06.340]   getting epsilon more performance
[00:05:06.340 --> 00:05:08.260]   out of our established benchmarks.
[00:05:08.260 --> 00:05:10.300]   Wouldn't it be wonderful if instead,
[00:05:10.300 --> 00:05:12.140]   when we saw the benchmark saturating,
[00:05:12.140 --> 00:05:14.300]   we simply created new benchmarks,
[00:05:14.300 --> 00:05:16.540]   and posed new challenges for ourselves.
[00:05:16.540 --> 00:05:19.420]   I think it's a very safe bet that models would improve
[00:05:19.420 --> 00:05:21.700]   more rapidly and become more capable
[00:05:21.700 --> 00:05:24.860]   if we did this moving post thing.
[00:05:24.860 --> 00:05:27.780]   That really is the vision for Dynabench.
[00:05:27.780 --> 00:05:30.340]   Dynabench is an open-source software effort,
[00:05:30.340 --> 00:05:32.460]   an open-source platform for doing,
[00:05:32.460 --> 00:05:36.780]   among other things, dynamic adversarial data collection.
[00:05:36.780 --> 00:05:40.620]   Dynabench has produced a number of datasets to this point.
[00:05:40.620 --> 00:05:42.700]   ANLI is the first one.
[00:05:42.700 --> 00:05:43.860]   That's the precursor.
[00:05:43.860 --> 00:05:46.940]   We also have Dynabench derived datasets for QA,
[00:05:46.940 --> 00:05:50.860]   for sentiment, and a number of datasets for hate speech,
[00:05:50.860 --> 00:05:53.460]   including counter speech to hate speech.
[00:05:53.460 --> 00:05:56.500]   We have a few on QA and one on German hate speech.
[00:05:56.500 --> 00:05:58.940]   I think this list will continue to grow
[00:05:58.940 --> 00:06:02.620]   and offer us these incredible new resources.
[00:06:02.620 --> 00:06:05.420]   Let me stop there for the next screencast.
[00:06:05.420 --> 00:06:07.340]   I'm going to do a deep dive on
[00:06:07.340 --> 00:06:12.060]   a Dynabench derived dataset that we created called Dynascent.
[00:06:12.060 --> 00:06:22.060]   [BLANK_AUDIO]

