
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:01:18.320 --> 00:01:20.200]   So I've been writing about the housing market a lot
[00:01:20.200 --> 00:01:21.680]   over the past two years 'cause it's been so crazy.
[00:01:21.680 --> 00:01:24.520]   So we got a few housing questions today.
[00:01:24.520 --> 00:01:25.800]   So I wanted to actually go through it.
[00:01:25.800 --> 00:01:27.440]   I pulled out like five of the craziest,
[00:01:27.440 --> 00:01:30.120]   five of Ben's craziest housing facts
[00:01:30.120 --> 00:01:33.120]   of the last few years that I've written about.
[00:01:33.120 --> 00:01:35.680]   Number one is we haven't built enough houses.
[00:01:35.680 --> 00:01:39.280]   So in the 1970s, there was like 200 million people in the US
[00:01:39.280 --> 00:01:41.880]   and we were building like two million homes a year.
[00:01:41.880 --> 00:01:44.080]   There are now 330 million people in the US.
[00:01:44.080 --> 00:01:47.560]   Last year, there was less than 1.3 million homes built.
[00:01:47.560 --> 00:01:49.840]   The whole 2010s was the lowest amount of homes
[00:01:49.840 --> 00:01:51.560]   we've ever built in a decade.
[00:01:51.560 --> 00:01:52.720]   If you wanna know what's happening there,
[00:01:52.720 --> 00:01:53.560]   that's probably why.
[00:01:53.560 --> 00:01:54.760]   Here's another interesting one.
[00:01:54.760 --> 00:01:56.800]   In 1944, after the Great Depression,
[00:01:56.800 --> 00:02:00.760]   there was 114 new single-family homes started to build.
[00:02:00.760 --> 00:02:03.360]   By 1950, it was 1.7.
[00:02:03.360 --> 00:02:04.200]   So after the World War II,
[00:02:04.200 --> 00:02:05.040]   they just built a ton of homes
[00:02:05.040 --> 00:02:06.480]   and the government made it happen.
[00:02:06.480 --> 00:02:07.360]   Not really happening this time.
[00:02:07.360 --> 00:02:09.400]   Here's a more recent one.
[00:02:09.400 --> 00:02:12.320]   In 2015, the summer of 2015,
[00:02:12.320 --> 00:02:14.400]   there was 1.2 million homes across the whole country
[00:02:14.400 --> 00:02:15.240]   for sale.
[00:02:15.240 --> 00:02:16.480]   How many do you think it is now, Duncan?
[00:02:16.480 --> 00:02:19.600]   - Wait, how many?
[00:02:19.600 --> 00:02:21.520]   - So there were 1.2 million homes for sale,
[00:02:21.520 --> 00:02:23.280]   like listed homes in 2015.
[00:02:24.440 --> 00:02:27.240]   - I'm guessing that today it's like 500.
[00:02:27.240 --> 00:02:29.200]   - It's like 250,000.
[00:02:29.200 --> 00:02:30.040]   - Yeah, no.
[00:02:30.040 --> 00:02:33.160]   Yeah, it seems like nothing, basically.
[00:02:33.160 --> 00:02:37.240]   I looked the other day around the New York City area
[00:02:37.240 --> 00:02:40.360]   and it's insane how few places are on the market.
[00:02:40.360 --> 00:02:41.200]   - Basically.
[00:02:41.200 --> 00:02:42.040]   All right, I did some research.
[00:02:42.040 --> 00:02:43.320]   This is from the US Census data.
[00:02:43.320 --> 00:02:46.400]   They look at new houses built in the 1970s and today.
[00:02:46.400 --> 00:02:48.560]   So I think it was like 1973.
[00:02:48.560 --> 00:02:51.440]   50% of new homes had no air conditioning in them.
[00:02:51.440 --> 00:02:53.600]   By 2015, it was just 7%.
[00:02:53.600 --> 00:02:58.600]   In 1973, 40% of all new homes had 1.5 bathrooms or fewer.
[00:02:58.600 --> 00:03:01.160]   That's just 4% of homes today that are new.
[00:03:01.160 --> 00:03:04.720]   In 1973, the median square footage of a house
[00:03:04.720 --> 00:03:06.240]   was 1,500 square feet.
[00:03:06.240 --> 00:03:08.600]   Today, it's 2,500 square feet.
[00:03:08.600 --> 00:03:10.000]   - So our standards are going up.
[00:03:10.000 --> 00:03:10.840]   - Yes.
[00:03:10.840 --> 00:03:11.680]   - We need more space. - Standards are going up.
[00:03:11.680 --> 00:03:13.560]   So if you wanna know one of the reasons houses
[00:03:13.560 --> 00:03:14.760]   are more expensive is because they're bigger
[00:03:14.760 --> 00:03:16.200]   and better these days.
[00:03:16.200 --> 00:03:17.040]   Obviously, then it's not everything.
[00:03:17.040 --> 00:03:19.360]   - You gotta have room for that Peloton, you know?
[00:03:19.360 --> 00:03:20.440]   - Yes.
[00:03:20.440 --> 00:03:21.280]   Yeah.
[00:03:21.280 --> 00:03:23.200]   And by the way, moving one of those is a beast.
[00:03:23.200 --> 00:03:24.600]   They are very heavy.
[00:03:24.600 --> 00:03:25.840]   - Oh, I didn't realize that.
[00:03:25.840 --> 00:03:29.960]   - I got mine delivered in April, I think, of 2020.
[00:03:29.960 --> 00:03:31.040]   The pandemic was starting and they were like,
[00:03:31.040 --> 00:03:32.560]   "Here, we're putting it next to your garage
[00:03:32.560 --> 00:03:33.680]   "and we're out of here."
[00:03:33.680 --> 00:03:34.520]   It's like, "We don't want anything."
[00:03:34.520 --> 00:03:36.240]   Otherwise, they used to put it in.
[00:03:36.240 --> 00:03:39.080]   So me and my wife had to carry it down to our basement.
[00:03:39.080 --> 00:03:41.560]   It was very heavy and awkward, not easy.
[00:03:41.560 --> 00:03:43.120]   All right, here's one for you.
[00:03:43.120 --> 00:03:46.120]   2004 to 2006, the height of the housing bubble, right?
[00:03:46.120 --> 00:03:47.880]   The subprime mortgage lending.
[00:03:47.880 --> 00:03:50.320]   Roughly one quarter of all mortgage originations
[00:03:50.320 --> 00:03:52.080]   had credit scores of 659 or less.
[00:03:52.080 --> 00:03:53.280]   So not great credit scores.
[00:03:53.280 --> 00:03:56.320]   You know, I like to keep that credit score up.
[00:03:56.320 --> 00:03:59.560]   From 2019 to 2021, just 6% had that.
[00:03:59.560 --> 00:04:01.800]   So that subprime thing is completely gone.
[00:04:01.800 --> 00:04:03.560]   So that's one of the scarier aspects of this
[00:04:03.560 --> 00:04:05.080]   if you're a first-time home buyer.
[00:04:05.080 --> 00:04:06.480]   The fact that people's finances,
[00:04:06.480 --> 00:04:07.440]   it's not like they've been going crazy.
[00:04:07.440 --> 00:04:11.080]   People who are getting mortgages are doing so
[00:04:11.080 --> 00:04:13.240]   with good credit scores and good finances.
[00:04:13.240 --> 00:04:14.240]   So their finances are in good shape.
[00:04:14.240 --> 00:04:16.400]   So it's not like you can hope for all these people
[00:04:16.400 --> 00:04:19.080]   to all of a sudden foreclose on their house or something.
[00:04:19.080 --> 00:04:22.240]   Like people who are buying houses have the means to do so.
[00:04:22.240 --> 00:04:24.200]   Finally, here's one that kind of blew my mind.
[00:04:24.200 --> 00:04:27.280]   The housing market bottomed in 2012
[00:04:27.280 --> 00:04:30.160]   from the great financial crisis, blow up all that stuff,
[00:04:30.160 --> 00:04:32.440]   the housing bubble that popped last time.
[00:04:32.440 --> 00:04:34.560]   At that point, people had $6 trillion of equity
[00:04:34.560 --> 00:04:35.520]   in their home.
[00:04:35.520 --> 00:04:37.800]   Right now, people have $26 trillion of equity
[00:04:37.800 --> 00:04:38.640]   in their house.
[00:04:38.640 --> 00:04:40.560]   We've added $20 trillion of equity
[00:04:40.560 --> 00:04:42.040]   in about 10 years, basically.
[00:04:42.040 --> 00:04:43.840]   Just a massive amount of wealth.
[00:04:43.840 --> 00:04:46.000]   - It's a good time to be a homeowner.
[00:04:46.000 --> 00:04:47.160]   - Yes, a good time to be a homeowner.
[00:04:47.160 --> 00:04:49.080]   And the thing is, that actually builds wealth
[00:04:49.080 --> 00:04:49.960]   for the middle class too,
[00:04:49.960 --> 00:04:52.480]   which that's their main source of wealth for a lot of them,
[00:04:52.480 --> 00:04:53.320]   which is crazy.
[00:04:53.320 --> 00:04:56.000]   So all right, that's Ben's five crazy facts about housing.
[00:04:56.000 --> 00:04:59.240]   Maybe we could have done a little graphic or something.
[00:04:59.240 --> 00:05:00.680]   - We could have done a graphic with sound effects
[00:05:00.680 --> 00:05:01.520]   and stuff, yeah.
[00:05:01.520 --> 00:05:02.340]   - All right, next time.
[00:05:02.340 --> 00:05:03.480]   Let's get to a question on housing here.
[00:05:03.480 --> 00:05:05.080]   - Okay.
[00:05:05.080 --> 00:05:07.600]   So first up, we have what percentage
[00:05:07.600 --> 00:05:09.520]   of a first-time homebuyer's net worth
[00:05:09.520 --> 00:05:12.160]   should they put down on their first real estate purchase?
[00:05:12.160 --> 00:05:14.080]   Do you advise buying property before getting,
[00:05:14.080 --> 00:05:17.160]   hold on, so it's kind of two very different parts.
[00:05:17.160 --> 00:05:20.160]   So the second part is, do you advise buying property
[00:05:20.160 --> 00:05:21.940]   before getting married to hedge against
[00:05:21.940 --> 00:05:24.560]   the unintended event that you could get a divorce
[00:05:24.560 --> 00:05:26.240]   in the future and you want to be able to stay
[00:05:26.240 --> 00:05:29.040]   in the property you've owned since before marriage?
[00:05:29.040 --> 00:05:30.760]   So a real romantic one.
[00:05:30.760 --> 00:05:33.600]   - First of all, if you do do that second part,
[00:05:33.600 --> 00:05:37.080]   don't tell your future spouse that you bought the house
[00:05:37.080 --> 00:05:38.320]   in the event of them.
[00:05:38.320 --> 00:05:40.020]   I'll get to that one in a minute.
[00:05:40.020 --> 00:05:42.300]   I would say, first of all, with that part,
[00:05:43.360 --> 00:05:44.760]   I don't know that you'd, I mean, sure,
[00:05:44.760 --> 00:05:46.560]   if you want to buy it for investment property,
[00:05:46.560 --> 00:05:49.440]   but buying a house and then potentially having
[00:05:49.440 --> 00:05:50.820]   your future spouse not like it,
[00:05:50.820 --> 00:05:52.320]   that could lead to problems down the road.
[00:05:52.320 --> 00:05:54.700]   So I would say, if you're trying to get ahead of that,
[00:05:54.700 --> 00:05:56.520]   and if that's your thought process going in,
[00:05:56.520 --> 00:05:58.440]   you're probably gonna get divorced anyway, I think.
[00:05:58.440 --> 00:05:59.280]   I don't know.
[00:05:59.280 --> 00:06:01.320]   - I feel like you're starting off on a bad note.
[00:06:01.320 --> 00:06:03.680]   - Yeah, that's your Great Depression there,
[00:06:03.680 --> 00:06:04.560]   because when you get divorced,
[00:06:04.560 --> 00:06:06.080]   you lose half of your net worth, so.
[00:06:06.080 --> 00:06:08.440]   All right, so there's this personal finance rule.
[00:06:08.440 --> 00:06:09.280]   I don't know who came up with it.
[00:06:09.280 --> 00:06:10.960]   It's called the 50/30/20 rule.
[00:06:10.960 --> 00:06:13.600]   And it basically states you spend 50% of your money
[00:06:13.600 --> 00:06:14.940]   on necessities, this is your budget,
[00:06:14.940 --> 00:06:17.440]   housing, transportation, healthcare, food, et cetera.
[00:06:17.440 --> 00:06:19.120]   30% on wants, so that's dining out,
[00:06:19.120 --> 00:06:21.680]   travel, entertainment, clothes, et cetera.
[00:06:21.680 --> 00:06:23.440]   20% on savings, so that's retirement,
[00:06:23.440 --> 00:06:26.160]   emergencies, debt repayment, that sort of thing.
[00:06:26.160 --> 00:06:29.300]   Obviously, these can vary based on where you live.
[00:06:29.300 --> 00:06:31.200]   Some people might not pay as much on transportation
[00:06:31.200 --> 00:06:32.960]   if they live in a big city and don't have a car.
[00:06:32.960 --> 00:06:34.800]   Then you're probably paying more for rent or housing,
[00:06:34.800 --> 00:06:38.380]   that sort of thing, but those are the general guidelines.
[00:06:38.380 --> 00:06:40.120]   I don't know if you necessarily need to look at it
[00:06:40.120 --> 00:06:42.360]   in terms of net worth, like I have a certain net worth,
[00:06:42.360 --> 00:06:43.600]   what percentage should my house be?
[00:06:43.600 --> 00:06:44.840]   'Cause especially when you're first starting out,
[00:06:44.840 --> 00:06:46.800]   your net worth is probably gonna be relatively low.
[00:06:46.800 --> 00:06:48.080]   I think you think about it in terms of
[00:06:48.080 --> 00:06:52.080]   can I service this debt, can I handle the property taxes
[00:06:52.080 --> 00:06:54.520]   and insurance on it, and can I handle the maintenance
[00:06:54.520 --> 00:06:56.080]   that's involved in a house?
[00:06:56.080 --> 00:06:57.080]   You also, one of the things I did,
[00:06:57.080 --> 00:07:00.080]   I moved from an apartment when I first got a house.
[00:07:00.080 --> 00:07:00.920]   One of the things I never realized
[00:07:00.920 --> 00:07:03.120]   is you have to buy a lot of crap for a house.
[00:07:03.120 --> 00:07:05.720]   All the lawn care stuff, shovels and rakes
[00:07:05.720 --> 00:07:07.880]   and wheelbarrows and ladders and all this stuff
[00:07:07.880 --> 00:07:09.260]   that you don't need when you have an apartment.
[00:07:09.260 --> 00:07:10.460]   You have to furnish all the rooms.
[00:07:10.460 --> 00:07:11.600]   We took our time to do that,
[00:07:11.600 --> 00:07:12.840]   but you have all these different bedrooms
[00:07:12.840 --> 00:07:15.280]   and you have to buy sheets and towels and all these things.
[00:07:15.280 --> 00:07:18.080]   Owning a house is expensive, so can you handle all that?
[00:07:18.080 --> 00:07:21.160]   I also think how long do you plan on living in the home?
[00:07:21.160 --> 00:07:22.720]   I'd say a minimum five to seven years,
[00:07:22.720 --> 00:07:26.080]   because otherwise you pay realtor fees when you move in,
[00:07:26.080 --> 00:07:28.400]   you pay closing costs, you're paying insurance,
[00:07:28.400 --> 00:07:30.880]   so my rule of thumb is kind of,
[00:07:30.880 --> 00:07:33.460]   I tell people don't buy a starter home.
[00:07:33.460 --> 00:07:36.240]   That may have looked like bad advice the past few years
[00:07:36.240 --> 00:07:38.160]   'cause you bought one, you got a ton of equity in it,
[00:07:38.160 --> 00:07:41.360]   but let's say you have a $350,000 mortgage
[00:07:41.360 --> 00:07:42.920]   at a 4% interest rate.
[00:07:42.920 --> 00:07:45.040]   In the first three years of that loan,
[00:07:45.040 --> 00:07:47.400]   2/3 of your monthly payments are gonna go to interest
[00:07:47.400 --> 00:07:48.640]   and only 1/3 is going to principal,
[00:07:48.640 --> 00:07:50.060]   so you're not really building much equity
[00:07:50.060 --> 00:07:51.160]   in terms of your payments.
[00:07:51.160 --> 00:07:53.000]   So if you're living in a house for a couple years,
[00:07:53.000 --> 00:07:55.040]   so my whole thing is make sure you live there
[00:07:55.040 --> 00:07:56.440]   a minimum of five to seven years.
[00:07:56.440 --> 00:07:57.520]   And then I think you have to figure out
[00:07:57.520 --> 00:07:59.440]   how comfortable you are,
[00:07:59.440 --> 00:08:00.520]   like how much you're comfortable spending,
[00:08:00.520 --> 00:08:01.480]   because if you go to a lender,
[00:08:01.480 --> 00:08:05.020]   and I would advise on at least talking to a couple lenders,
[00:08:05.020 --> 00:08:07.320]   to see what they're willing to give you, right?
[00:08:07.320 --> 00:08:08.320]   Because they might give you a range.
[00:08:08.320 --> 00:08:10.880]   We can go to this high and start at this level.
[00:08:10.880 --> 00:08:12.000]   You have to figure out like,
[00:08:12.000 --> 00:08:15.400]   do I want my housing to be 50 or 60% of my cost?
[00:08:15.400 --> 00:08:18.320]   Or can I settle on a house that's much cheaper?
[00:08:18.320 --> 00:08:20.360]   Obviously, right now, it's gonna be hard
[00:08:20.360 --> 00:08:21.720]   to have a choice in the matter,
[00:08:21.720 --> 00:08:23.760]   but I don't think you think of it in terms of net worth.
[00:08:23.760 --> 00:08:25.200]   I think you would think in terms of,
[00:08:25.200 --> 00:08:27.120]   is this a debt I'm willing to service,
[00:08:27.120 --> 00:08:30.280]   and maybe can my income grow to meet that debt
[00:08:30.280 --> 00:08:31.200]   in the coming years?
[00:08:31.200 --> 00:08:32.840]   'Cause I think that's one of the great parts
[00:08:32.840 --> 00:08:33.960]   about a fixed rate mortgage
[00:08:33.960 --> 00:08:37.160]   is that technically you can grow into it over time.
[00:08:37.160 --> 00:08:39.000]   - Do you think, is it a flawed assumption?
[00:08:39.000 --> 00:08:41.200]   I feel like a lot of people think,
[00:08:41.200 --> 00:08:45.000]   oh, I can't get more than I will be comfortable
[00:08:45.000 --> 00:08:46.760]   with paying back.
[00:08:46.760 --> 00:08:51.760]   Is that like a false premise to base your home buying off?
[00:08:51.760 --> 00:08:53.880]   - I don't know, because I mean,
[00:08:53.880 --> 00:08:56.240]   how many people really live in their home for 30 years
[00:08:56.240 --> 00:08:57.080]   and pay it off?
[00:08:57.080 --> 00:08:58.640]   And how many people end up refinancing
[00:08:58.640 --> 00:08:59.840]   and extending that loan?
[00:08:59.840 --> 00:09:02.160]   And I think there's, so a lot right now,
[00:09:02.160 --> 00:09:03.400]   the biggest worry is,
[00:09:03.400 --> 00:09:05.160]   mortgage rates are getting back to like 5%,
[00:09:05.160 --> 00:09:06.240]   which does seem worrisome,
[00:09:06.240 --> 00:09:07.720]   especially with housing prices so high.
[00:09:07.720 --> 00:09:10.120]   Your monthly payment is gonna be way higher.
[00:09:10.120 --> 00:09:11.920]   I mean, are we gonna see 3% mortgage rates again
[00:09:11.920 --> 00:09:13.840]   in three or four years after the Fed lowers rates
[00:09:13.840 --> 00:09:15.240]   and we go into a recession?
[00:09:15.240 --> 00:09:18.640]   Probably, I mean, I don't wanna like,
[00:09:18.640 --> 00:09:19.480]   don't quote me on this, but--
[00:09:19.480 --> 00:09:20.400]   - Is that a call?
[00:09:20.400 --> 00:09:21.800]   Should we timestamp that?
[00:09:21.800 --> 00:09:23.120]   - I mean, guess what?
[00:09:23.120 --> 00:09:25.840]   Do you really think the government's gonna be allowed
[00:09:25.840 --> 00:09:28.120]   to relieve rates at 5% or 6% for an extended period of time?
[00:09:28.120 --> 00:09:29.720]   I would be shocked if mortgage rates
[00:09:29.720 --> 00:09:30.960]   aren't at 3% again in the future.
[00:09:30.960 --> 00:09:32.620]   So I think it's something you can,
[00:09:32.620 --> 00:09:33.580]   I mean, people in the '80s,
[00:09:33.580 --> 00:09:36.980]   my dad's first mortgage was like 12 or 13%,
[00:09:36.980 --> 00:09:38.820]   and then they refinanced all the way down.
[00:09:38.820 --> 00:09:42.080]   So yeah, think of it in terms of long-term,
[00:09:42.080 --> 00:09:43.940]   but I think if you're thinking 30 years,
[00:09:43.940 --> 00:09:46.500]   it's, for most people, that's probably unrealistic.
[00:09:46.500 --> 00:09:50.180]   - Cool, good advice there.
[00:09:50.180 --> 00:09:51.020]   - Let's do another one.
[00:09:51.020 --> 00:09:52.220]   - And yeah, one that,
[00:09:52.220 --> 00:09:54.260]   people have commented on Animal Spirits recently
[00:09:54.260 --> 00:09:55.620]   that you guys are really depressing them
[00:09:55.620 --> 00:09:57.500]   about like their home ownership prospects.
[00:09:57.500 --> 00:10:00.220]   - I really feel for people because it's luck.
[00:10:00.220 --> 00:10:02.660]   Like if you would have started your housing hunt
[00:10:02.660 --> 00:10:03.980]   24 months ago and got a house,
[00:10:03.980 --> 00:10:05.460]   you're doing in fantastic,
[00:10:05.460 --> 00:10:07.340]   you're in a fantastic position financially.
[00:10:07.340 --> 00:10:09.900]   If you're starting now, you're in a world of pain.
[00:10:09.900 --> 00:10:11.440]   - Right.
[00:10:11.440 --> 00:10:16.440]   Okay, so up next we have a question from,
[00:10:16.440 --> 00:10:17.780]   oh, I don't see a name.
[00:10:17.780 --> 00:10:21.260]   Okay, so I'm 35-year-old, about to have my first child,
[00:10:21.260 --> 00:10:22.980]   born and raised around Grand Rapids,
[00:10:22.980 --> 00:10:26.340]   and I moved to Boise after grad school 10 years ago,
[00:10:26.340 --> 00:10:28.340]   bought a small house in a desirable neighborhood
[00:10:28.340 --> 00:10:29.720]   shortly thereafter.
[00:10:29.720 --> 00:10:31.420]   The Boise housing market has boomed.
[00:10:31.420 --> 00:10:33.660]   I've been slowly purchasing real estate
[00:10:33.660 --> 00:10:36.060]   and have two cashflow properties in Michigan,
[00:10:36.060 --> 00:10:37.900]   as well as two in the Boise area.
[00:10:37.900 --> 00:10:40.080]   I would love to continue to invest in rentals
[00:10:40.080 --> 00:10:42.380]   or venture out into something bigger like storage units
[00:10:42.380 --> 00:10:44.660]   or apartment complexes in the future.
[00:10:44.660 --> 00:10:47.640]   I'm currently close to closing on a cash out refinance
[00:10:47.640 --> 00:10:50.460]   on my personal home, and this brings me to my question.
[00:10:50.460 --> 00:10:52.660]   This is a really long one, so we had to do a two-part.
[00:10:52.660 --> 00:10:57.540]   I owe just north of $100,000, bought for 176,000 in 2012,
[00:10:57.540 --> 00:11:00.340]   and my appraisal came in at $822,000.
[00:11:00.340 --> 00:11:04.160]   So, 4.5 times their money,
[00:11:04.160 --> 00:11:08.100]   which allows me to acquire up to $375,000 in cash
[00:11:08.100 --> 00:11:11.980]   at 60% LTV with the idea to reinvest
[00:11:11.980 --> 00:11:13.780]   the vast majority of the cash.
[00:11:13.780 --> 00:11:15.520]   Our incomes have increased enough
[00:11:15.520 --> 00:11:18.220]   that the increase in mortgage payment is not an issue.
[00:11:18.220 --> 00:11:20.860]   I feel that I'm on track for my goal of retiring early,
[00:11:20.860 --> 00:11:22.380]   hopefully in my 50s.
[00:11:22.380 --> 00:11:24.780]   What would you recommend putting that money into?
[00:11:24.780 --> 00:11:27.100]   I will certainly be funding a 529 with some of it,
[00:11:27.100 --> 00:11:29.720]   as well as continuing to look at local real estate,
[00:11:29.720 --> 00:11:32.520]   but don't want to waste this very unique opportunity.
[00:11:32.520 --> 00:11:33.820]   I have to be honest, I have no idea
[00:11:33.820 --> 00:11:35.860]   like what's in that stuff, is LTV, that kind of stuff.
[00:11:35.860 --> 00:11:38.620]   - Okay, LTV is loan to value, basically,
[00:11:38.620 --> 00:11:41.040]   because he has so much equity in his home.
[00:11:41.040 --> 00:11:42.940]   So, this guy's in a very good place financially
[00:11:42.940 --> 00:11:44.340]   for a mid-30s person.
[00:11:44.340 --> 00:11:46.420]   I'm guessing that's because of his West Michigan upbringing.
[00:11:46.420 --> 00:11:47.660]   He grew up in a flyover state,
[00:11:47.660 --> 00:11:49.520]   so he's doing pretty well for himself.
[00:11:49.520 --> 00:11:52.140]   Listen, we get a lot of questions like this
[00:11:52.140 --> 00:11:54.660]   from people saying, "Hey, I have $5,000 or $10,000
[00:11:54.660 --> 00:11:56.480]   "or $100,000 or something bigger
[00:11:56.480 --> 00:11:59.080]   "because of home equity or inheritance or something.
[00:11:59.080 --> 00:11:59.920]   "What do I do with it?
[00:11:59.920 --> 00:12:01.660]   "I have no idea what to do with it."
[00:12:01.660 --> 00:12:03.760]   I want to start this with a story,
[00:12:03.760 --> 00:12:06.420]   and I pulled this story from my book,
[00:12:06.420 --> 00:12:08.260]   "Organizational Alpha," which is a book I wrote
[00:12:08.260 --> 00:12:09.660]   for foundations and endowments people,
[00:12:09.660 --> 00:12:11.740]   so no one really read it, actually,
[00:12:11.740 --> 00:12:13.380]   besides those foundations and endowment dorks,
[00:12:13.380 --> 00:12:14.900]   so I feel like I can talk it
[00:12:14.900 --> 00:12:17.100]   because no one actually read that book.
[00:12:17.100 --> 00:12:18.300]   Went into a meeting a number of years ago
[00:12:18.300 --> 00:12:19.340]   with an institutional consultant,
[00:12:19.340 --> 00:12:20.580]   and he was kind of a heavy hitter,
[00:12:20.580 --> 00:12:23.020]   and he started off the meeting bragging
[00:12:23.020 --> 00:12:24.420]   about all his contacts in the industry
[00:12:24.420 --> 00:12:26.500]   and all these really heavy hitter investors
[00:12:26.500 --> 00:12:27.980]   he's worked with.
[00:12:27.980 --> 00:12:31.000]   Side note, the kicker was one of his biggest clients
[00:12:31.000 --> 00:12:33.240]   was Fred Wilpon, the former owner of the Mets,
[00:12:33.240 --> 00:12:35.560]   who, guess who he invested money with?
[00:12:35.560 --> 00:12:37.640]   Bernie Madoff, of all people.
[00:12:37.640 --> 00:12:38.480]   - That's rough. - Anyway,
[00:12:38.480 --> 00:12:40.760]   this guy walks in, and before he even asks us any questions,
[00:12:40.760 --> 00:12:43.980]   he says, "Listen, you need 15% of your portfolio in timber,
[00:12:43.980 --> 00:12:48.120]   "and how are we talking on the mezzanine private market,
[00:12:48.120 --> 00:12:49.660]   "middle market private equity,
[00:12:49.660 --> 00:12:52.280]   "and lower your allocation to LBOs,
[00:12:52.280 --> 00:12:53.320]   "and what's your hedge fund manager?
[00:12:53.320 --> 00:12:55.180]   "We can get you, and how long is it gonna take you
[00:12:55.180 --> 00:12:56.480]   "to move your entire portfolio with us,
[00:12:56.480 --> 00:12:57.600]   "and here's what you need to do."
[00:12:57.600 --> 00:12:58.440]   And we were blown away,
[00:12:58.440 --> 00:12:59.920]   'cause the guy didn't ask us one question
[00:12:59.920 --> 00:13:02.780]   about our organization, our time horizon, our risk profile,
[00:13:02.780 --> 00:13:04.880]   nothing about our goals, any of that.
[00:13:04.880 --> 00:13:07.480]   And that's kind of the thinking here,
[00:13:07.480 --> 00:13:10.360]   is that you need an investment policy
[00:13:10.360 --> 00:13:11.220]   to understand what to do
[00:13:11.220 --> 00:13:14.040]   with any sort of new money you're thinking about, right?
[00:13:14.040 --> 00:13:14.880]   'Cause I think there's plenty
[00:13:14.880 --> 00:13:17.240]   of wonderful investment opportunities out there,
[00:13:17.240 --> 00:13:18.720]   but they might not be right for you
[00:13:18.720 --> 00:13:21.680]   because of your personality, or you don't understand them,
[00:13:21.680 --> 00:13:23.700]   or you simply don't have the stomach to invest in them,
[00:13:23.700 --> 00:13:25.180]   or they just don't fit with your investment plan.
[00:13:25.180 --> 00:13:26.620]   So, and there's nothing wrong with that.
[00:13:26.620 --> 00:13:28.160]   You don't have to invest in everything.
[00:13:28.160 --> 00:13:29.380]   But I think most of the time,
[00:13:29.380 --> 00:13:31.440]   the stuff that you say no to is gonna have
[00:13:31.440 --> 00:13:32.280]   a far greater impact on your performance
[00:13:32.280 --> 00:13:33.760]   than the stuff you invest in.
[00:13:33.760 --> 00:13:34.740]   But the boring answer here is
[00:13:34.740 --> 00:13:37.280]   you need an investment policy, right?
[00:13:37.280 --> 00:13:42.280]   So, Charlie Ellis, who wrote the famous book
[00:13:42.280 --> 00:13:45.120]   about avoiding investment mistakes,
[00:13:45.120 --> 00:13:45.960]   I've mentioned it before, he said,
[00:13:45.960 --> 00:13:48.060]   "Investment policy does not enjoy much popularity.
