
[00:00:00.000 --> 00:00:02.000]   [Music]
[00:08:59.880 --> 00:09:00.680]   That's so good.
[00:09:00.680 --> 00:09:01.320]   So helpful.
[00:09:01.320 --> 00:09:07.560]   There's another episode on father's parenting toward joy, which is episode number 255,
[00:09:07.560 --> 00:09:10.360]   Dad's Role in Homemaking is what we titled it.
[00:09:10.360 --> 00:09:15.080]   You can find that episode and almost 500 others in our free app for the Apple and Android
[00:09:15.080 --> 00:09:15.640]   devices.
[00:09:15.640 --> 00:09:19.000]   See your app store and just search for Ask Pastor John.
[00:09:19.000 --> 00:09:24.280]   Tomorrow we close out the week addressing whether a man's video game addiction is a
[00:09:24.280 --> 00:09:29.160]   marriage deal breaker, a young woman who is engaged to a serial gamer wants to know and
[00:09:29.160 --> 00:09:31.160]   tomorrow Pastor John will offer his thoughts.
[00:09:31.160 --> 00:09:37.080]   Please continue to send us your email questions to askpastorjohn@desiringgod.org and visit
[00:09:37.080 --> 00:09:42.040]   us online at desiringgod.org to find thousands of books, articles, sermons, and other resources
[00:09:42.040 --> 00:09:44.840]   from John Piper, all free of charge.
[00:09:44.840 --> 00:09:45.800]   I'm your host Tony Reinke.
[00:09:45.800 --> 00:09:50.600]   Thanks for listening to this podcast.
[00:09:50.920 --> 00:09:51.000]   [END]
[00:09:51.960 --> 00:09:52.440]   Desiring God.
[00:09:52.440 --> 00:10:06.400]   [ Silence ]

