
[00:00:00.040 --> 00:00:10.620]   care
[00:03:02.700 --> 00:03:02.740]   Again, Charlie O'Daniels writes this: "Observations on turning 82." :D
[00:03:02.740 --> 00:03:02.900]   Again, Charlie O'Daniels writes this: "Observations on turning 82." :D" :D
[00:03:02.900 --> 00:03:02.900]   Again, Charlie O'Daniels writes this: "Observations on turning 82." :D" :D.
[00:03:02.940 --> 00:03:09.440]   "
[00:03:09.440 --> 00:03:32.760]   overlook brain. I like to help美國
[00:03:32.960 --> 00:03:43.200]   assistant
[00:03:43.200 --> 00:03:43.240]   that. X,
[00:04:30.440 --> 00:04:30.440]   The
[00:04:30.440 --> 00:04:30.440]   The
[00:04:30.500 --> 00:04:38.320]   behind
[00:04:38.320 --> 00:04:48.780]  'm that is
[00:05:27.740 --> 00:05:27.740]   and
[00:05:27.740 --> 00:05:27.740]   and
[00:05:27.780 --> 00:05:34.700]   thành
[00:05:34.700 --> 00:05:37.860]   in theallah
[00:05:37.860 --> 00:05:38.060]   �
[00:05:38.060 --> 00:05:53.500]   bees the. I. I.esters. The., the., the, the, the, the, the, the, the, the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, masks showed Bel took Lie Escapeavia Mult Bug南 Barses Guyvreonton 기억 presidente carry beautyvos reflect inہ unto study menرة cel raises de wall study bigs in the eye tax messing persever два workinge think a fel doublesö sword писCefrage exactly pem digo più
[00:05:53.500 --> 00:05:54.440]   fasten a
[00:05:54.440 --> 00:05:57.740]   "But i Aber
[00:05:57.780 --> 00:06:08.800]  τ,,,
[00:06:56.100 --> 00:07:05.940]   concentrate
[00:07:05.940 --> 00:07:25.000]   dealisty
[00:07:54.020 --> 00:07:54.020]   and
[00:07:54.020 --> 00:07:54.020]   and
[00:07:54.080 --> 00:08:23.020]   of
[00:08:23.020 --> 00:08:23.060]   of
[00:08:23.060 --> 00:08:23.060]   of
[00:08:23.060 --> 00:08:23.080]   of
[00:08:23.080 --> 00:08:23.100]   of
[00:08:23.100 --> 00:08:23.120]   of
[00:08:23.160 --> 00:08:34.320]   or
[00:10:46.060 --> 00:10:59.580]   ... and the most important thing is that we reap what we sow. Now in life we reap what we sow. And so if you sow evil decisions you reap evil. But if you sow wise decisions you reap wisdom. So let me give you just six examples that I reflected on from this Charlie Daniels piece that just made me think. And again when you put it up against the foil of protagonists like the Godfather it's stunning just to see the difference that life choices make.
[00:11:00.100 --> 00:11:09.940]  選 me
[00:11:09.940 --> 00:11:28.220]   họ 500 is the though onysz countdown I was a method. So, it's, his, play., provide,,,,,,,,,,,,,,. . splendasse-C . измен DMC Eари WalC Se cinemablwอар Z�igung r Sym minutos dough I лич confir del sent you're all unstoppable
[00:11:28.340 --> 00:11:31.080]   I'm going to go ahead and start the recording.
[00:11:31.080 --> 00:11:33.080]   I'm going to go ahead and start the recording.
[00:11:33.080 --> 00:11:35.080]   I'm going to go ahead and start the recording.
[00:11:35.080 --> 00:11:37.080]   I'm going to go ahead and start the recording.
[00:11:37.080 --> 00:11:39.080]   I'm going to go ahead and start the recording.
[00:11:39.080 --> 00:11:41.080]   I'm going to go ahead and start the recording.
[00:11:41.080 --> 00:11:43.080]   I'm going to go ahead and start the recording.
[00:11:43.080 --> 00:11:45.080]   I'm going to go ahead and start the recording.
[00:11:45.080 --> 00:11:47.080]   I'm going to go ahead and start the recording.
[00:11:47.080 --> 00:11:49.080]   I'm going to go ahead and start the recording.
[00:11:49.080 --> 00:11:51.080]   I'm going to go ahead and start the recording.
[00:11:51.080 --> 00:11:53.080]   I'm going to go ahead and start the recording.
[00:11:53.080 --> 00:11:55.080]   I'm going to go ahead and start the recording.
[00:11:55.080 --> 00:11:56.580]   I'm going to go ahead and start the recording.
[00:11:56.580 --> 00:11:56.580]   I'm going to go ahead and start the recording.
[00:11:56.580 --> 00:11:56.580]   I'm going to go ahead and start the recording.
[00:11:56.620 --> 00:12:24.840]  , I'm going to go ahead and start the recording.
[00:12:24.840 --> 00:12:24.840]   I'm going to go ahead and start the recording.
[00:12:24.840 --> 00:12:24.840]   I'm going to go ahead and start the recording.
[00:12:24.840 --> 00:12:24.840]   I'm going to go ahead and start the recording.
[00:12:24.840 --> 00:12:24.840]   I'm going to go ahead and start the recording.
[00:12:24.840 --> 00:12:24.840]   I'm going to go ahead and start the recording.
[00:12:24.840 --> 00:12:24.880]   I'm going to go ahead and start the recording.
[00:12:24.880 --> 00:12:24.920]   I'm going to go ahead and start the recording.
[00:12:24.920 --> 00:12:24.980]   I'm going to go ahead and start the recording.
[00:12:24.980 --> 00:12:25.040]   I'm going to go ahead and start the recording.
[00:12:25.040 --> 00:12:25.080]   I'm going to go ahead and start the recording.
[00:12:25.080 --> 00:12:25.100]   I'm going to go ahead and start the recording.
[00:12:25.100 --> 00:12:25.140]   I'm going to go ahead and start the recording.
[00:12:25.140 --> 00:12:25.200]   I'm going to go ahead and start the recording.
[00:12:25.200 --> 00:12:25.260]   I'm going to go ahead and start the recording.
[00:12:25.260 --> 00:12:25.300]   I'm going to go ahead and start the recording.
[00:12:54.020 --> 00:12:54.020]   I'm going to go ahead and start the recording.
[00:12:54.020 --> 00:12:54.100]   I'm going to go ahead and start the recording.
[00:12:54.100 --> 00:12:54.160]   I'm going to go ahead and start the recording.
[00:12:54.160 --> 00:12:54.240]   I'm going to go ahead and start the recording.
[00:12:54.240 --> 00:12:54.300]   I'm going to go ahead and start the recording.
[00:12:54.300 --> 00:12:54.340]   I'm going to go ahead and start the recording.
[00:12:54.340 --> 00:12:54.400]   I'm going to go ahead and start the recording.
[00:12:54.400 --> 00:12:54.440]   I'm going to go ahead and start the recording.
[00:12:54.440 --> 00:12:54.500]   I'm going to go ahead and start the recording.
[00:12:54.500 --> 00:12:54.540]   I'm going to go ahead and start the recording.
[00:12:54.540 --> 00:12:54.580]   I'm going to go ahead and start the recording.
[00:12:54.580 --> 00:12:54.640]   I'm going to go ahead and start the recording.
[00:12:54.640 --> 00:12:54.720]   I'm going to go ahead and start the recording.
[00:12:54.720 --> 00:12:54.740]   I'm going to go ahead and start the recording.
[00:12:54.740 --> 00:12:54.940]   I'm going to go ahead and start the recording.
[00:12:54.940 --> 00:12:54.980]   I'm going to go ahead and start the recording.
[00:13:23.940 --> 00:13:24.980]   better results. There are lots of ways in which you can embrace that principle, but find a career that will be fascinating for you for the long term, and that will allow for constant and never-ending growth and improvement, so that you will never be the best that you could be. Because if you do that, it will keep your interest.
[00:13:24.980 --> 00:13:24.980]   I'm going to go ahead and start the recording.
[00:13:24.980 --> 00:13:24.980]   I'm going to go ahead and start the recording.
[00:13:24.980 --> 00:13:24.980]   I'm going to go ahead and start the recording.
[00:13:24.980 --> 00:13:24.980]   I'm going to go ahead and start the recording.
[00:13:24.980 --> 00:13:55.000]  , and I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.000 --> 00:13:55.000]   I'm going to go ahead and start the recording.
[00:13:55.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:25.020]   I'm going to go ahead and start the recording.
[00:14:25.020 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.040 --> 00:14:55.040]   I'm going to go ahead and start the recording.
[00:14:55.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:25.060]   I'm going to go ahead and start the recording.
[00:15:25.060 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.080 --> 00:15:55.080]   I'm going to go ahead and start the recording.
[00:15:55.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:25.100]   I'm going to go ahead and start the recording.
[00:16:25.100 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.120 --> 00:16:55.120]   I'm going to go ahead and start the recording.
[00:16:55.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:25.140]   I'm going to go ahead and start the recording.
[00:17:25.140 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.160 --> 00:17:55.160]   I'm going to go ahead and start the recording.
[00:17:55.180 --> 00:18:25.180]  ,
[00:18:25.180 --> 00:18:25.180]   I'm going to go ahead and start the recording.
[00:18:25.180 --> 00:18:25.180]   I'm going to go ahead and start the recording.
[00:18:25.180 --> 00:18:25.180]   I'm going to go ahead and start the recording.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.180 --> 00:18:25.180]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:25.220 --> 00:18:55.200]   if you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.200 --> 00:18:55.200]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:18:55.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.220 --> 00:19:25.220]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:25.240 --> 00:19:55.240]  , as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.240 --> 00:19:55.240]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:19:55.280 --> 00:20:25.260]  , if you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.260 --> 00:20:25.260]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:25.280 --> 00:20:55.280]   You can afford to live in a place that you love.
[00:20:55.280 --> 00:20:55.280]   Whether it's a beautiful ranch, whether it's a penthouse condo,
[00:20:55.280 --> 00:20:55.280]   If you've got to buy a place for a million bucks, your dream place, and you finance it over 30 or 40 years,
[00:20:55.280 --> 00:20:55.280]   And you just make that payment every year for 30 or 40 years, you're going to be able to live in a place that you love.
[00:20:55.280 --> 00:20:55.280]   You can afford to live in a place that you love.
[00:20:55.280 --> 00:20:55.280]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:55.280 --> 00:20:55.280]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:55.280 --> 00:20:55.280]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:55.280 --> 00:20:55.280]   If you were aware of that, as an elderly grandparent, it wouldn't bring much peace to your life.
[00:20:55.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:25.300]   It's the constant movement that is very draining on your expenses.
[00:21:25.300 --> 00:21:55.320]  ,
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.320 --> 00:21:55.320]   It's the constant movement that is very draining on your expenses.
[00:21:55.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:25.340]   It's the constant movement that is very draining on your expenses.
[00:22:25.340 --> 00:22:55.360]   It's the constant movement that is very draining on your expenses.
[00:22:55.360 --> 00:22:55.360]   It's the constant movement that is very draining on your expenses.
[00:22:55.360 --> 00:22:55.360]   It's the constant movement that is very draining on your expenses.
[00:22:55.400 --> 00:23:25.380]  venes on your expenses.
[00:23:25.380 --> 00:23:25.380]   It's the constant movement that is very draining on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
[00:23:25.380 --> 00:23:25.380]   You're going to be a complete failure on your expenses.
