
[00:00:00.000 --> 00:00:04.000]   (Music)
[00:03:22.000 --> 00:03:33.000]   our allegiance, our love, and if we don't give them, he's going to punish us because he's jealous.
[00:03:33.000 --> 00:03:40.000]   They don't like the idea of God commanding that our hearts belong to him
[00:03:40.000 --> 00:03:45.000]   and being angry if we give our hearts to another.
[00:03:45.000 --> 00:03:47.000]   Now, it's true.
[00:03:47.000 --> 00:03:54.000]   It's just plain, straight up, on the face of it, true that God commands our affections,
[00:03:54.000 --> 00:03:57.000]   that they be entirely his.
[00:03:57.000 --> 00:04:04.000]   Jesus said that the first and great commandment is to love the Lord your God.
[00:04:04.000 --> 00:04:06.000]   You shall. That's the command.
[00:04:06.000 --> 00:04:09.000]   Love the Lord your God with all your heart.
[00:04:09.000 --> 00:04:12.000]   Matthew 22, 37.
[00:04:12.000 --> 00:04:14.000]   All of it. All of it.
[00:04:14.000 --> 00:04:17.000]   With all your heart, God demands that we love him.
[00:04:17.000 --> 00:04:26.000]   Don't give any of your affections that belong to God to anyone else, he's saying.
[00:04:26.000 --> 00:04:31.000]   Or the way the Old Testament put it was in Exodus 34, 14.
[00:04:31.000 --> 00:04:38.000]   You shall worship, that is, treasure, reverence, admire, esteem, praise, love, delight in.
[00:04:38.000 --> 00:04:42.000]   You shall worship no other God.
[00:04:42.000 --> 00:04:49.000]   For the Lord, whose name is jealous, is a jealous God.
[00:04:49.000 --> 00:05:01.000]   In other words, God demands that you and I and Oprah Winfrey give him all our worship,
[00:05:01.000 --> 00:05:03.000]   all our allegiance, all our affection.
[00:05:03.000 --> 00:05:06.000]   Nothing is to be loved more.
[00:05:06.000 --> 00:05:14.000]   Jesus said, "Whoever loves mother or father or daughter or son more than me is not worthy of me."
[00:05:14.000 --> 00:05:15.000]   Matthew 10, 37.
[00:05:15.000 --> 00:05:23.000]   So Jesus is demanding all of our supreme affections and allegiance for himself.
[00:05:23.000 --> 00:05:30.000]   If we give any of our worship to another, God is jealous because it belongs to him.
[00:05:30.000 --> 00:05:34.000]   And if we don't repent, he will break forth in wrath.
[00:05:34.000 --> 00:05:36.000]   Deuteronomy 4, 24.
[00:05:36.000 --> 00:05:44.000]   For the Lord your God is a consuming fire, a jealous God.
[00:05:44.000 --> 00:05:52.000]   Now, why do sinners, that's all of us, unless the Lord breaks our hearts and causes us to be born again,
[00:05:52.000 --> 00:05:56.000]   why do sinners bristle at this?
[00:05:56.000 --> 00:06:02.000]   People don't want to be told where to find their greatest pleasure.
[00:06:02.000 --> 00:06:07.000]   We want to be autonomous, self-determining people.
[00:06:07.000 --> 00:06:13.000]   We want to decide for ourselves, like Adam and Eve before the tree.
[00:06:13.000 --> 00:06:18.000]   We want to decide for ourselves what is good and evil, beautiful and ugly,
[00:06:18.000 --> 00:06:21.000]   satisfying and unsatisfying.
[00:06:21.000 --> 00:06:29.000]   And our sinful hearts recoil at the thought that anyone, including God,
[00:06:29.000 --> 00:06:34.000]   would demand that we find our satisfaction in him.
[00:06:34.000 --> 00:06:39.000]   Sin does not like that for at least two reasons.
[00:06:39.000 --> 00:06:44.000]   One, we don't like being told what to do, period.
[00:06:44.000 --> 00:06:50.000]   And the second is sin does not find its greatest pleasure in God.
[00:06:50.000 --> 00:06:56.000]   So we don't want to be told what to do, and we certainly can't be told to find our greatest pleasure in God
[00:06:56.000 --> 00:06:58.000]   because we don't have our greatest pleasure in God.
[00:06:58.000 --> 00:07:01.000]   That's the very meaning of sin.
[00:07:01.000 --> 00:07:12.000]   And so the way we justify our resistance, both to God's authority and to our finding all satisfaction in him,
[00:07:12.000 --> 00:07:18.000]   the way we justify that is by finding fault with his jealousy.
[00:07:18.000 --> 00:07:26.000]   But suppose, here's my alternative view that I hope people can embrace by God's grace.
[00:07:26.000 --> 00:07:35.000]   Suppose that God does have a right to tell us what to do because he made us, he owns us,
[00:07:35.000 --> 00:07:42.000]   and he's the only person in the universe who knows everything and is infinitely wise and infinitely good
[00:07:42.000 --> 00:07:44.000]   and knows what's best for us.
[00:07:44.000 --> 00:07:51.000]   And suppose he is the greatest good in the universe, and he is the greatest joy,
[00:07:51.000 --> 00:07:54.000]   and he is the all-satisfying pleasure.
[00:07:54.000 --> 00:08:02.000]   Suppose we are utterly and totally dependent on him for our greatest and most lasting happiness.
[00:08:02.000 --> 00:08:06.000]   And suppose all that's true, which it is.
[00:08:06.000 --> 00:08:11.000]   Then how would we think about God's jealousy?
[00:08:11.000 --> 00:08:16.000]   Maybe we would think biblically like this.
[00:08:16.000 --> 00:08:34.000]   God looked at fallen, sinful, rebellious humanity and in his immeasurable grace decided to call out a people for his own possession.
[00:08:34.000 --> 00:08:44.000]   And the way he would relate to this people is as a loving husband to a beautiful wife.
[00:08:44.000 --> 00:08:53.000]   She would find her joy in his greatness and wisdom and strength and love and care, protection.
[00:08:53.000 --> 00:09:06.000]   And he would rejoice over her and protect her and provide everything for her that she needs to find her fullest joy in his presence.
[00:09:06.000 --> 00:09:09.000]   So that's what he did. That's what God did.
[00:09:09.000 --> 00:09:13.000]   In the Old Testament, it's described like this in Hosea 2.
[00:09:13.000 --> 00:09:17.000]   "I will betrothe you to me forever."
[00:09:17.000 --> 00:09:19.000]   This is God talking to his people.
[00:09:19.000 --> 00:09:22.000]   "I will betrothe you to me forever.
[00:09:22.000 --> 00:09:30.000]   I will betrothe you to me in righteousness and in justice, in steadfast love and in mercy.
[00:09:30.000 --> 00:09:36.000]   I will betrothe you to me in faithfulness, and you will know the Lord."
[00:09:36.000 --> 00:09:47.000]   Here it is again in Isaiah 62.4. "You shall no more be termed forsaken, and your land shall no more be termed desolate.
[00:09:47.000 --> 00:09:55.000]   But you should be called, 'My delight is in her and your land married.'
[00:09:55.000 --> 00:10:00.000]   For the Lord delights in you, and your land shall be married."
[00:10:00.000 --> 00:10:14.000]   And then in the New Testament, the church, God's people, God's chosen people, his own special possession is described as Christ's bride, his wife.
[00:10:14.000 --> 00:10:24.000]   Christ loved the church and gave himself up for her so that he might present the church to himself in splendor,
[00:10:24.000 --> 00:10:30.000]   without spot or wrinkle or any such thing that she might be holy and without blemish.
[00:10:30.000 --> 00:10:37.000]   In other words, Christ aims to have a beautiful wife, and he died for this.
[00:10:37.000 --> 00:10:50.000]   And Paul himself, he thought of his apostolic ministry as kind of an apostolic cupid, so to speak, bringing people into this relationship with Jesus.
[00:10:50.000 --> 00:10:55.000]   I mean, isn't that what he said in 2 Corinthians 11.2?
[00:10:55.000 --> 00:11:08.000]   "I feel the jealousy of God for you, since I betrothed you to the one husband to present you as a pure virgin to Christ."
[00:11:08.000 --> 00:11:13.000]   That's cupid. That's glorious, divine, apostolic work.
[00:11:13.000 --> 00:11:21.000]   What happens then if the church, the bride, starts drifting into a love affair with the world?
[00:11:21.000 --> 00:11:23.000]   What happens?
[00:11:23.000 --> 00:11:31.000]   And here's the way James describes that happening in James 4.4-5.
[00:11:31.000 --> 00:11:33.000]   "You adulteresses!"
[00:11:33.000 --> 00:11:39.000]   Now that's very significant because not all the translations get the fact that it's a feminine word.
[00:11:39.000 --> 00:11:46.000]   It's not "adulterers," it's not "adulterous generation," it is "adulteresses" because it's treating the church as the wife of God.
[00:11:46.000 --> 00:11:57.000]   "You adulteresses! Do you not know that friendship with the world"—in other words, a love affair, a paramour affair with the world, an enmity with God—
[00:11:57.000 --> 00:12:04.000]   "therefore whoever wishes to be a friend, a lover, a paramour of the world, makes himself an enemy of God."
[00:12:04.000 --> 00:12:06.000]   He turns God into a cuckold.
[00:12:06.000 --> 00:12:19.000]   Or do you suppose it is to no purpose that the Scripture says, "He yearns jealously over the spirit that he has made to dwell in us"?
[00:12:19.000 --> 00:12:22.000]   So here's the bottom line.
[00:12:22.000 --> 00:12:33.000]   The jealousy of God is the measure of his zeal for our happiness in him.
[00:12:33.000 --> 00:12:54.000]   His anger at our spiritual adultery and our having other lovers besides him is a reflex, both of his zeal for his own worth, but also a reflex of his zeal for our joy.
[00:12:54.000 --> 00:13:04.000]   If we turn away from him as the greatest treasure, we turn away from our own greatest pleasure.
[00:13:04.000 --> 00:13:16.000]   In Jesus Christ, God offers himself to all, to all, as a great Savior, a great treasure, an all-satisfying pleasure.
[00:13:16.000 --> 00:13:22.000]   Psalm 1611, "In your presence is fullness of joy, at your right hand are pleasures forevermore."
[00:13:22.000 --> 00:13:41.000]   And his jealousy is a massive emotional thunderclap that says, "I mean it. I mean it. I'm your Savior. I'm your treasure. I'm your pleasure. I really mean it. Don't turn away."
[00:13:41.000 --> 00:13:42.000]   Yeah, amen.
[00:13:42.000 --> 00:13:51.000]   An apostolic cupid, that's a humorous way to put it, but actually a great phrase because I was just scanning the APJ archive right now as you were talking.
[00:13:51.000 --> 00:14:04.000]   And I think the only time we've talked at length about God's jealousy was back when we addressed good jealousy and bad jealousy in the dating relationship back in 2018 in APJ 1177.
[00:14:04.000 --> 00:14:08.000]   Fitting subtopic here on jealousy and dating, if you want more.
[00:14:08.000 --> 00:14:14.000]   And even if you're not dating, you'll learn a lot about God from that episode, APJ 1177.
[00:14:14.000 --> 00:14:20.000]   And speaking of Oprah, we looked at her interpretation of Psalm 374 back in APJ 810.
[00:14:20.000 --> 00:14:22.000]   That comes to mind as well. It's also worth a listen.
[00:14:22.000 --> 00:14:31.000]   You can find APJ 1177 on dating jealousy and APJ 810 on Oprah's interpretation of Psalm 374.
[00:14:31.000 --> 00:14:36.000]   Both of them are in our archive at AskPastorJohn.com.
[00:14:36.000 --> 00:14:41.000]   Well, God magnifies himself by our worship.
[00:14:41.000 --> 00:14:47.000]   But did God magnify himself in our lives before we got saved?
[00:14:47.000 --> 00:14:52.000]   The Apostle Paul, speaking of his pre-conversion life, says yes in 1 Timothy 1:16.
[00:14:52.000 --> 00:14:58.000]   God was manifesting his patience in Paul's pre-conversion life.
[00:14:58.000 --> 00:15:07.000]   Okay. So should we learn to speak of how God was magnifying himself in our lives before we got saved too?
[00:15:07.000 --> 00:15:14.000]   Because, well, I've never done that. And I'll bet many of you who are listening have never done that either.
[00:15:14.000 --> 00:15:16.000]   It's an email up next. It's a great one.
[00:15:16.000 --> 00:15:22.000]   You guys come up with some really fascinating questions for us, and together we will ask Pastor John on Monday.
[00:15:22.000 --> 00:15:25.000]   Have a great weekend. We'll see you then.
[00:15:25.000 --> 00:15:26.000]   [End of Audio]
[00:15:26.000 --> 00:15:27.000]   [End of Audio]
[00:15:27.000 --> 00:15:28.000]   [End of Audio]
[00:15:28.000 --> 00:15:29.000]   [End of Audio]
[00:15:29.000 --> 00:15:30.000]   [End of Audio]
[00:15:30.000 --> 00:15:40.000]   [BLANK_AUDIO]

