
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:06:37.220 --> 00:06:41.700]   So my husband and I had a conversation over dinner
[00:06:41.700 --> 00:06:45.040]   and we regrouped and we decided that
[00:06:45.040 --> 00:06:49.640]   if I was gonna homeschool, what better time than to do it
[00:06:49.640 --> 00:06:52.040]   in the moment that I felt convicted about it.
[00:06:52.040 --> 00:06:56.640]   So we unenrolled her from the public school
[00:06:56.640 --> 00:07:00.660]   and just took time to figure it out.
[00:07:01.560 --> 00:07:04.600]   So my oldest daughter is 17.
[00:07:04.600 --> 00:07:09.600]   So I'll claim 17 years of homeschooling
[00:07:09.600 --> 00:07:11.500]   but I think if I were to do the math,
[00:07:11.500 --> 00:07:14.100]   I think she might've been four when she was in preschool.
[00:07:14.100 --> 00:07:16.440]   So 13 years of academics.
[00:07:16.440 --> 00:07:18.180]   - Oh, that is so cool.
[00:07:18.180 --> 00:07:21.860]   And let me ask you this and it can just be a short answer.
[00:07:21.860 --> 00:07:25.220]   We're gonna dive into it more deeply, I'm sure.
[00:07:25.220 --> 00:07:27.660]   Has it always been easy, Katie Bess?
[00:07:27.660 --> 00:07:29.300]   - Oh, no ma'am.
[00:07:30.600 --> 00:07:34.000]   I've done so many things in my life
[00:07:34.000 --> 00:07:37.240]   and I think homeschooling my children
[00:07:37.240 --> 00:07:41.540]   has been probably the most humbling job I've ever had.
[00:07:41.540 --> 00:07:45.040]   So no, but it has been rewarding.
[00:07:45.040 --> 00:07:50.040]   It has been beautiful moments of watching things click
[00:07:50.040 --> 00:07:53.820]   with my children that I would've missed out on,
[00:07:53.820 --> 00:07:58.820]   that I would've had to forfeit if they were in a classroom.
[00:07:59.660 --> 00:08:03.400]   But then there were those terrible times
[00:08:03.400 --> 00:08:06.720]   of watching them wrestle
[00:08:06.720 --> 00:08:10.720]   and it's hard to watch your child wrestle with something.
[00:08:10.720 --> 00:08:14.080]   You understand it because you're an adult and you've seen it
[00:08:14.080 --> 00:08:16.840]   and you had your own wrestling match with it.
[00:08:16.840 --> 00:08:19.720]   And so you just want it to come to them.
[00:08:19.720 --> 00:08:24.720]   And in the moment, I just wanted to fix it for them.
[00:08:25.120 --> 00:08:29.700]   And looking back and watching the reward
[00:08:29.700 --> 00:08:32.580]   of something coming together that they've wrestled through
[00:08:32.580 --> 00:08:36.880]   and clicking and that was worth so much more
[00:08:36.880 --> 00:08:40.980]   than them never having to wrestle through it to begin with.
[00:08:40.980 --> 00:08:45.980]   So no, it's by no means has it been easy or simple,
[00:08:45.980 --> 00:08:49.980]   but it has been the most rewarding thing
[00:08:49.980 --> 00:08:53.060]   I think I've tackled as an adult.
[00:08:53.060 --> 00:08:58.060]   - One of the best things I think that you could ever say
[00:08:58.060 --> 00:09:05.360]   to encourage young families, you just said,
[00:09:05.360 --> 00:09:12.640]   wrestling is important for our children to do.
[00:09:12.640 --> 00:09:17.040]   And a lot of times I think when we start out homeschooling,
[00:09:17.040 --> 00:09:20.840]   we want to make learning for our children,
[00:09:20.840 --> 00:09:24.840]   obviously appealing and fun and doable.
[00:09:24.840 --> 00:09:27.420]   And we feel like, we feel this, I know I did,
[00:09:27.420 --> 00:09:31.280]   I felt this huge burden to make school
[00:09:31.280 --> 00:09:34.040]   and learning easy for my kids.
[00:09:34.040 --> 00:09:37.160]   Oh, I've got to make it easy and if it's not,
[00:09:37.160 --> 00:09:40.880]   if it's not easy, then probably I'm doing it wrong.
[00:09:40.880 --> 00:09:43.560]   And I wrestled with that so much.
[00:09:43.560 --> 00:09:48.560]   But your great wisdom is that wrestling is important
[00:09:49.280 --> 00:09:53.640]   for our children and that everybody is not gonna get
[00:09:53.640 --> 00:09:58.320]   the concept right away and that's okay.
[00:09:58.320 --> 00:10:01.280]   Sometimes the deepest lessons that our children learn
[00:10:01.280 --> 00:10:05.200]   are in the midst of the wrestling to get through it,
[00:10:05.200 --> 00:10:08.400]   the wrestling to find the breakthrough
[00:10:08.400 --> 00:10:10.800]   that cements that idea in your head.
[00:10:10.800 --> 00:10:14.480]   And so that's a great piece of wisdom.
[00:10:14.480 --> 00:10:16.800]   - Because you fought for it, right?
[00:10:16.800 --> 00:10:21.200]   Because it didn't just get handed to you, you dug in,
[00:10:21.200 --> 00:10:25.400]   you stubbornly decided this was not gonna defeat me,
[00:10:25.400 --> 00:10:28.000]   this is going to be my triumph.
[00:10:28.000 --> 00:10:32.440]   So it makes that so much sweeter when it didn't defeat you,
[00:10:32.440 --> 00:10:34.960]   even if it felt like it had defeated you
[00:10:34.960 --> 00:10:37.920]   time and time again beforehand.
[00:10:37.920 --> 00:10:41.320]   So yeah, when you wrestle with something,
[00:10:41.320 --> 00:10:43.520]   you're earning those stripes.
[00:10:43.520 --> 00:10:46.600]   You're not just giving, being handed them.
[00:10:46.600 --> 00:10:48.400]   - I think that's myth number one
[00:10:48.400 --> 00:10:50.040]   that we'll just bust right now.
[00:10:50.040 --> 00:10:52.720]   It's supposed to be easy.
[00:10:52.720 --> 00:10:54.880]   It's not supposed to be easy.
[00:10:54.880 --> 00:10:57.680]   It's not supposed to be easy for the student
[00:10:57.680 --> 00:11:01.560]   and it's not supposed to be easy for us.
[00:11:01.560 --> 00:11:06.040]   What is something that you have learned in your,
[00:11:06.040 --> 00:11:09.480]   I don't know, either 12 or 17, however you count it,
[00:11:09.480 --> 00:11:14.000]   what is something that you, that is totally not
[00:11:14.000 --> 00:11:16.920]   what you expected about homeschooling?
[00:11:16.920 --> 00:11:20.440]   - So a little background first.
[00:11:20.440 --> 00:11:24.120]   I was publicly educated my whole life.
[00:11:24.120 --> 00:11:27.400]   And then I went to college and when I went to college,
[00:11:27.400 --> 00:11:30.440]   I volunteered at our local school district
[00:11:30.440 --> 00:11:31.520]   in the high school.
[00:11:31.520 --> 00:11:36.600]   My neighbor was the only high school English teacher
[00:11:36.600 --> 00:11:37.680]   in the whole town.
[00:11:37.680 --> 00:11:42.040]   So she needed some help and I didn't mind it, I loved her.
[00:11:42.040 --> 00:11:46.040]   But what I noticed was that the parents of these students
[00:11:46.040 --> 00:11:49.840]   that I was helping, they knew of their children,
[00:11:49.840 --> 00:11:52.800]   but they didn't seem to know their children.
[00:11:52.800 --> 00:11:56.120]   They knew, you know, my kid plays soccer
[00:11:56.120 --> 00:11:58.240]   or my child is weak in math,
[00:11:58.240 --> 00:12:02.200]   but they didn't really know their children
[00:12:02.200 --> 00:12:06.840]   in a way that I felt like I wanted to know my own children.
[00:12:06.840 --> 00:12:10.320]   What I didn't expect when I decided to homeschool
[00:12:10.320 --> 00:12:12.360]   or when my husband and I decided to homeschool
[00:12:12.360 --> 00:12:16.240]   was that we wouldn't know of our children.
[00:12:16.240 --> 00:12:18.640]   We would know our children.
[00:12:18.640 --> 00:12:19.720]   - Yeah.
[00:12:19.720 --> 00:12:24.580]   - And it's a beautiful intimacy that I have with them
[00:12:24.580 --> 00:12:29.520]   where I just know what to expect when my kids wake up
[00:12:29.520 --> 00:12:31.360]   and they have a certain look on their face
[00:12:31.360 --> 00:12:34.480]   and I know, oh, today's gonna be a grumpy day.
[00:12:34.480 --> 00:12:38.880]   Or they're just boiling with excitement
[00:12:38.880 --> 00:12:41.560]   because they finished that wrestling match
[00:12:41.560 --> 00:12:44.360]   and now they can't wait to show up to community day
[00:12:44.360 --> 00:12:47.800]   to boast about it, to present on it,
[00:12:47.800 --> 00:12:51.280]   or to have conversations with their classmates
[00:12:51.280 --> 00:12:54.080]   because they've won the wrestling match at home
[00:12:54.080 --> 00:12:57.400]   and now they're just bursting with energy
[00:12:57.400 --> 00:12:59.720]   because they want to share that excitement
[00:12:59.720 --> 00:13:01.200]   with their classmates.
[00:13:01.200 --> 00:13:05.360]   And it just in the look of an eye
[00:13:05.360 --> 00:13:09.960]   when they're glancing at me or even more richly,
[00:13:09.960 --> 00:13:14.280]   they know me and they know when I need a hug
[00:13:14.280 --> 00:13:18.520]   and they recognize that I'm not just an ATM.
[00:13:18.520 --> 00:13:20.680]   I'm not a chauffeur.
[00:13:20.680 --> 00:13:23.960]   I'm a person that they enjoy spending time with
[00:13:23.960 --> 00:13:28.280]   and I didn't expect that 'cause the world will tell you,
[00:13:28.280 --> 00:13:31.860]   oh, little girls are great until they become teenagers
[00:13:31.860 --> 00:13:33.360]   and then they're tyrants.
[00:13:33.360 --> 00:13:36.180]   And I've been waiting for that tyrant moment
[00:13:36.180 --> 00:13:38.880]   and it hasn't come yet, thank you, Jesus.
[00:13:38.880 --> 00:13:41.560]   I don't think it will
[00:13:41.560 --> 00:13:44.880]   because we have this great relationship with each other
[00:13:44.880 --> 00:13:47.200]   because we spend so much time together.
[00:13:47.200 --> 00:13:50.600]   - Yes, that's beautiful.
[00:13:50.600 --> 00:13:54.520]   The whole idea that when you're homeschooling,
[00:13:54.520 --> 00:13:58.360]   you're not just guiding their academic growth
[00:13:58.360 --> 00:14:01.120]   but you're shepherding their heart.
[00:14:01.120 --> 00:14:05.040]   And like you said, you know each other intimately
[00:14:05.040 --> 00:14:09.640]   because you spend a lot of time together
[00:14:09.640 --> 00:14:12.720]   and you see each other in the waking moments
[00:14:12.720 --> 00:14:16.080]   and in the sleepy moments and in, like you said,
[00:14:16.080 --> 00:14:19.600]   in the triumphant moments when they've gotten something
[00:14:19.600 --> 00:14:21.000]   and they're eager to share,
[00:14:21.000 --> 00:14:23.060]   but also in the wrestling moments
[00:14:23.060 --> 00:14:25.280]   when something is coming hard
[00:14:25.280 --> 00:14:27.640]   or when something has broken their heart.
[00:14:30.240 --> 00:14:32.640]   - I'm glad that you said that.
[00:14:32.640 --> 00:14:36.620]   I feel like when we talk to people about homeschooling,
[00:14:36.620 --> 00:14:39.060]   we don't make enough of that.
[00:14:39.060 --> 00:14:42.540]   We don't celebrate that enough.
[00:14:42.540 --> 00:14:45.000]   Here's the truth, you guys,
[00:14:45.000 --> 00:14:47.480]   about homeschooling your children.
[00:14:47.480 --> 00:14:52.240]   You won't just know if they're good at math
[00:14:52.240 --> 00:14:54.600]   or can really translate Latin
[00:14:54.600 --> 00:14:58.240]   without looking at the answer key.
[00:14:58.240 --> 00:15:03.240]   You will also know how they deal with disappointment.
[00:15:03.240 --> 00:15:08.560]   You will also be able to see what hurts their heart.
[00:15:08.560 --> 00:15:11.200]   You will be able to see that on their faces
[00:15:11.200 --> 00:15:12.720]   because you're with them.
[00:15:12.720 --> 00:15:19.120]   The Lord will knit together the hearts of your family.
[00:15:19.120 --> 00:15:21.700]   I know we homeschooled our girls the whole way
[00:15:21.700 --> 00:15:25.760]   and when our oldest left to go to college,
[00:15:25.760 --> 00:15:27.840]   it was very strange.
[00:15:27.840 --> 00:15:29.920]   My husband cried for a week.
[00:15:29.920 --> 00:15:31.880]   It was so hard.
[00:15:31.880 --> 00:15:34.880]   It was so different because as a pastor,
[00:15:34.880 --> 00:15:38.280]   his office has always been in our home.
[00:15:38.280 --> 00:15:42.200]   And so we have literally all been home together
[00:15:42.200 --> 00:15:46.660]   all the time forever.
[00:15:46.660 --> 00:15:50.100]   And so we saw each other in the happy times
[00:15:50.100 --> 00:15:54.720]   and in the sad times and in the get along together times
[00:15:54.720 --> 00:15:58.720]   and in the struggle to find peace in our home time.
[00:15:58.720 --> 00:16:02.620]   But God had given us the gift of one another.
[00:16:02.620 --> 00:16:08.440]   And so it's a heart knitting
[00:16:08.440 --> 00:16:13.440]   that is also a beautiful outgrowth of home education.
[00:16:13.440 --> 00:16:15.640]   - Absolutely.
[00:16:15.640 --> 00:16:19.180]   One of my daughters, when she's wrestling,
[00:16:19.180 --> 00:16:20.720]   it's a public affair.
[00:16:20.720 --> 00:16:22.520]   She needs to talk it through.
[00:16:22.520 --> 00:16:25.700]   She needs to bounce ideas off of each other.
[00:16:25.700 --> 00:16:27.880]   She needs to hear other perspectives
[00:16:27.880 --> 00:16:30.960]   and it's very out in the open.
[00:16:30.960 --> 00:16:34.560]   And my other daughter needs to be alone.
[00:16:34.560 --> 00:16:36.080]   She needs to go in her room.
[00:16:36.080 --> 00:16:38.200]   She needs to close the door.
[00:16:38.200 --> 00:16:40.480]   She needs to privately wrestle
[00:16:40.480 --> 00:16:43.120]   and then think that she might have come up with
[00:16:43.120 --> 00:16:45.800]   her train of thought to gather her words,
[00:16:45.800 --> 00:16:47.640]   to gather her language.
[00:16:47.640 --> 00:16:50.940]   And then she'll come out and discuss it with us
[00:16:50.940 --> 00:16:54.480]   still with a loose grip on her opinions.
[00:16:54.480 --> 00:16:57.900]   But it was interesting to me how differently
[00:16:57.900 --> 00:17:01.060]   my children wrestle with a hardship.
[00:17:01.060 --> 00:17:05.640]   One is very public and very open to the noise
[00:17:05.640 --> 00:17:08.780]   and the other one, the noise is clutter.
[00:17:08.780 --> 00:17:13.320]   And she needs to have that Jesus praying on the mountain top
[00:17:13.320 --> 00:17:18.320]   kind of solitude to gather her own peace in the storm
[00:17:18.980 --> 00:17:21.800]   before she can tackle it outwardly.
[00:17:21.800 --> 00:17:23.400]   And I don't think I would have known that
[00:17:23.400 --> 00:17:25.600]   about either of them,
[00:17:25.600 --> 00:17:29.800]   had I not spent 24/7 shepherding them
[00:17:29.800 --> 00:17:34.120]   to find out how the Lord made them as fully formed people.
[00:17:34.120 --> 00:17:35.940]   I'm not molding my children.
[00:17:35.940 --> 00:17:38.140]   They have already been molded.
[00:17:38.140 --> 00:17:40.280]   I'm just guiding them down the paths
[00:17:40.280 --> 00:17:42.280]   the Lord has called them to.
[00:17:42.280 --> 00:17:44.480]   - That's lovely, that is lovely.
[00:17:44.480 --> 00:17:48.920]   And so much of what we are privileged to do
[00:17:48.920 --> 00:17:52.320]   as homeschooling parents is not academic.
[00:17:52.320 --> 00:17:57.640]   People start thinking, when people begin to consider
[00:17:57.640 --> 00:17:59.660]   whether or not they want to homeschool,
[00:17:59.660 --> 00:18:04.340]   what we mostly consider is, can I teach my child to read
[00:18:04.340 --> 00:18:07.240]   and what will I do when they get to calculus in high school
[00:18:07.240 --> 00:18:08.640]   because I hated math?
[00:18:08.640 --> 00:18:10.380]   We think about the academics.
[00:18:10.380 --> 00:18:15.380]   We don't think about helping to fine tune their character
[00:18:16.300 --> 00:18:20.860]   or help them develop good health habits
[00:18:20.860 --> 00:18:25.620]   or guide them as they learn to manage a life,
[00:18:25.620 --> 00:18:28.460]   not just a mind.
[00:18:28.460 --> 00:18:33.460]   And so that's something for all of us to think about.
[00:18:33.460 --> 00:18:38.400]   Homeschooling is more than just book learning.
[00:18:38.400 --> 00:18:42.900]   I am sure that you have changed something
[00:18:42.900 --> 00:18:45.540]   that you have changed some things
[00:18:45.540 --> 00:18:49.020]   about your homeschooling style over the year.
[00:18:49.020 --> 00:18:52.420]   What would you say, what are the biggest changes
[00:18:52.420 --> 00:18:57.100]   in your homeschool style from the early days to now?
[00:18:57.100 --> 00:18:59.500]   And it might be because the age of your children,
[00:18:59.500 --> 00:19:02.780]   Katie Beth, or maybe it is because of something
[00:19:02.780 --> 00:19:06.740]   that you learned about better ways of teaching.
[00:19:06.740 --> 00:19:08.620]   Hit us with that advice.
[00:19:08.620 --> 00:19:12.900]   - Man, we were just talking about this a few weeks ago,
[00:19:12.900 --> 00:19:16.220]   my husband and myself, when we first started out,
[00:19:16.220 --> 00:19:19.180]   we didn't know what we were doing.
[00:19:19.180 --> 00:19:22.060]   I only knew public school.
[00:19:22.060 --> 00:19:25.980]   So I knew the classroom model with the desks and the chairs
[00:19:25.980 --> 00:19:28.660]   and the very regimented time hacks.
[00:19:28.660 --> 00:19:33.320]   And so in my mind, I needed to do school at home
[00:19:33.320 --> 00:19:36.420]   with very individual desks for each child
[00:19:36.420 --> 00:19:40.740]   and a regimented schedule of reading time and math time.
[00:19:40.740 --> 00:19:44.140]   And there's goodness and beauty to that,
[00:19:44.140 --> 00:19:47.340]   but it was militant in my homeschool.
[00:19:47.340 --> 00:19:52.340]   And it was unforgiving and it left no room
[00:19:52.340 --> 00:19:55.140]   for curiosity or interests.
[00:19:55.140 --> 00:19:59.540]   I did not know about classical conversations
[00:19:59.540 --> 00:20:01.020]   when we first started out.
[00:20:01.020 --> 00:20:04.700]   So we were going it alone.
[00:20:04.700 --> 00:20:08.540]   We lived in an area where there weren't
[00:20:08.540 --> 00:20:10.540]   a whole lot of homeschoolers.
[00:20:10.540 --> 00:20:14.380]   So I didn't have that big sister wisdom
[00:20:14.380 --> 00:20:17.340]   that you get in community.
[00:20:17.340 --> 00:20:19.980]   I didn't have a family that I could say,
[00:20:19.980 --> 00:20:23.420]   I like what I see when I'm looking at you.
[00:20:23.420 --> 00:20:24.980]   Can you teach me your ways?
[00:20:24.980 --> 00:20:26.900]   What did you do wrong?
[00:20:26.900 --> 00:20:28.620]   What did you do well?
[00:20:28.620 --> 00:20:32.340]   And I didn't get those community days of lunchtime chatter
[00:20:32.340 --> 00:20:34.220]   and things like that.
[00:20:34.220 --> 00:20:39.220]   And it was like I was an isolated island winging it.
[00:20:39.220 --> 00:20:44.300]   And so we tried a variety of options.
[00:20:44.300 --> 00:20:46.060]   This was before social media.
[00:20:46.060 --> 00:20:50.860]   So I just Google produced certain things,
[00:20:50.860 --> 00:20:52.500]   but not a whole lot of things.
[00:20:52.500 --> 00:20:56.220]   And so we tried unschooling, we tried eclectic,
[00:20:56.220 --> 00:20:59.080]   we tried a whole lot of different things.
[00:21:00.420 --> 00:21:05.420]   But today we have found beauty in knowing a few core things.
[00:21:05.420 --> 00:21:13.820]   We spend more time valuing the process than the product.
[00:21:13.820 --> 00:21:15.720]   The product is good.
[00:21:15.720 --> 00:21:18.020]   I don't want you to give sloppy work.
[00:21:18.020 --> 00:21:22.020]   I don't want you to not pour yourself into it,
[00:21:22.020 --> 00:21:27.020]   but I also care more about how you got to your conclusions
[00:21:27.380 --> 00:21:31.020]   well before I ask, what is your conclusion?
[00:21:31.020 --> 00:21:33.420]   So I want to hear your thought processes.
[00:21:33.420 --> 00:21:36.620]   I want to hear how you got to this answer,
[00:21:36.620 --> 00:21:39.580]   whether it's math or Latin declensions
[00:21:39.580 --> 00:21:42.220]   or even science fair project.
[00:21:42.220 --> 00:21:44.700]   I want to know what led you to this.
[00:21:44.700 --> 00:21:48.900]   And it's more conversational in my homeschool now.
[00:21:48.900 --> 00:21:52.140]   We spend a lot of time, I have teenage girls,
[00:21:52.140 --> 00:21:56.620]   we still cuddle on the couch and read a book together.
[00:21:56.620 --> 00:21:58.980]   I don't, I think there'll be 30 years old
[00:21:58.980 --> 00:22:01.460]   and come visit my house and we'll cuddle on the couch
[00:22:01.460 --> 00:22:03.060]   and read a good book together.
[00:22:03.060 --> 00:22:04.920]   You will, I bet.
[00:22:04.920 --> 00:22:08.100]   I just hope so because it's such a precious time for us,
[00:22:08.100 --> 00:22:10.780]   especially as the weather cools off
[00:22:10.780 --> 00:22:12.820]   and it's blanket season.
[00:22:12.820 --> 00:22:17.500]   So we have a favorite blanket that we like to cuddle under.
[00:22:17.500 --> 00:22:22.500]   And then we spend more time instead of opening a book
[00:22:24.220 --> 00:22:28.180]   with the intent of filling in answers.
[00:22:28.180 --> 00:22:29.820]   We do open our books,
[00:22:29.820 --> 00:22:33.820]   but it's more of a curiosity driven thing.
[00:22:33.820 --> 00:22:38.120]   Whereas before I was a check box person,
[00:22:38.120 --> 00:22:40.620]   I liked to have my to-do list
[00:22:40.620 --> 00:22:43.620]   and I like to check all of the boxes off on that to-do list
[00:22:43.620 --> 00:22:45.380]   and then I felt accomplished.
[00:22:45.380 --> 00:22:49.500]   So we've changed quite a bit over the years.
[00:22:49.500 --> 00:22:51.180]   And I think that's okay.
[00:22:51.180 --> 00:22:54.420]   I think it's okay to look at what you're doing,
[00:22:54.420 --> 00:22:57.460]   decide it's not what's best
[00:22:57.460 --> 00:23:00.500]   or it's not working the way you had envisioned
[00:23:00.500 --> 00:23:02.980]   and then pivot and try something else.
[00:23:02.980 --> 00:23:05.220]   - Right, that's really smart.
[00:23:05.220 --> 00:23:06.940]   I'm glad that you said that.
[00:23:06.940 --> 00:23:09.780]   I feel like they're probably listeners
[00:23:09.780 --> 00:23:14.780]   who started out homeschooling in a certain way
[00:23:14.780 --> 00:23:18.020]   and maybe it was working or maybe it's never worked
