
[00:00:00.000 --> 00:00:16.560]   (Music)
[00:05:12.880 --> 00:05:20.080]   you guys? She was like TV. She was like, there was this, there was this influx of sitcoms and VHS
[00:05:20.080 --> 00:05:25.680]   tapes and all of this type of stuff that we were just consuming on a daily basis. And I was like,
[00:05:25.680 --> 00:05:31.360]   huh. And so I think ultimately we have to learn how to navigate this world that we're in with
[00:05:31.360 --> 00:05:37.280]   distractions as a whole, and just see that like, man, this will, this will subtly take our attention
[00:05:37.280 --> 00:05:43.360]   away from God if we let it. But I think as we, as we learn to love God more, it really becomes
[00:05:43.360 --> 00:05:46.240]   easier to resist. I think it's as simple as that.
[00:05:46.240 --> 00:05:50.240]   So true. Yeah. I'm thinking of the parable of the four soils. I mean, the desire for
[00:05:50.240 --> 00:05:54.880]   riches has always been a distraction to the gospel. I mean, since the dawn of time,
[00:05:54.880 --> 00:05:56.800]   even before the media age. That's real true.
[00:05:56.800 --> 00:06:01.680]   Jackie, this has been a short, but wonderful week with you. Thank you for joining us.
[00:06:01.680 --> 00:06:03.680]   Thank you, Tony. All right. Talk to you later.
[00:06:03.680 --> 00:06:08.560]   All right. Bye-bye. That was Jackie Hill Perry. You really should be following her on Twitter
[00:06:08.560 --> 00:06:13.360]   and Instagram. You won't be disappointed. What a gift she is. Check out her new album as well,
[00:06:13.360 --> 00:06:19.120]   Crescendo. She's got a new book coming out later this year. Check that out. And at our online home
[00:06:19.120 --> 00:06:24.720]   at desiringgod.org/askpastorjohn, you can explore all 1200 plus of our episodes. Now you can
[00:06:24.720 --> 00:06:28.800]   scan a list of our most popular ones, read full transcripts, even send us a question of your own.
[00:06:28.800 --> 00:06:33.280]   And to get new episodes delivered to you three times per week, subscribe to the Ask Pastor John
[00:06:33.280 --> 00:06:39.680]   podcast in your favorite podcast app. Well, John Piper returns on Friday, and we're going to hear
[00:06:39.680 --> 00:06:46.960]   from him on the most used promises from God that he uses regularly in his life. That should be
[00:06:46.960 --> 00:06:49.280]   interesting. I'm your host, Tony Reinke, and we'll see you then.
[00:06:49.520 --> 00:06:49.600]   [END]
[00:06:50.560 --> 00:06:50.640]   you
[00:06:50.640 --> 00:07:12.640]   [MUSIC]

