
[00:00:00.000 --> 00:00:06.280]   Welcome back everyone.
[00:09:58.460 --> 00:10:00.700]   I've given them in descending order of
[00:10:00.700 --> 00:10:04.260]   attractiveness and I find that as the days go by,
[00:10:04.260 --> 00:10:08.180]   we need to go lower and lower on this list.
[00:10:08.180 --> 00:10:10.500]   You could do random sampling and
[00:10:10.500 --> 00:10:13.900]   guided sampling to explore a large space on a fixed budget.
[00:10:13.900 --> 00:10:15.460]   This is nice because you have
[00:10:15.460 --> 00:10:17.820]   the cross product of all of the settings.
[00:10:17.820 --> 00:10:19.060]   That's too large.
[00:10:19.060 --> 00:10:21.480]   You simply randomly sample in the space,
[00:10:21.480 --> 00:10:23.700]   maybe with some guidance from a model,
[00:10:23.700 --> 00:10:25.980]   and you can then on a fixed budget of say,
[00:10:25.980 --> 00:10:27.860]   five or 10 or 100 runs,
[00:10:27.860 --> 00:10:30.980]   do a version of the full grid search.
[00:10:30.980 --> 00:10:33.980]   You could also search based on a few epochs of
[00:10:33.980 --> 00:10:36.940]   training. The expense comes from multiple epochs,
[00:10:36.940 --> 00:10:38.500]   maybe you do one or two,
[00:10:38.500 --> 00:10:40.280]   and then you pick the hyperparameters
[00:10:40.280 --> 00:10:42.340]   that were best at that point.
[00:10:42.340 --> 00:10:47.220]   If the learning curves are familiar and consistent,
[00:10:47.220 --> 00:10:50.540]   then this will be a pretty strong approach here.
[00:10:50.540 --> 00:10:53.780]   You could also search based on subsets of the data.
[00:10:53.780 --> 00:10:56.540]   This is fine, but it could be risky because we
[00:10:56.540 --> 00:11:00.180]   know some parameters are very dependent on dataset size.
[00:11:00.180 --> 00:11:02.300]   You're selecting based on small data
[00:11:02.300 --> 00:11:03.700]   and applying it to large data,
[00:11:03.700 --> 00:11:07.740]   even though you know that's probably a risky assumption.
[00:11:07.740 --> 00:11:10.500]   You could do heuristic search and define
[00:11:10.500 --> 00:11:12.980]   which hyperparameters matter less and then set
[00:11:12.980 --> 00:11:15.940]   them by hand and justify that in the paper.
[00:11:15.940 --> 00:11:17.540]   That's increasingly common.
[00:11:17.540 --> 00:11:18.980]   People describe things like we
[00:11:18.980 --> 00:11:21.420]   determined in our initial experiments
[00:11:21.420 --> 00:11:23.180]   that these hyperparameters had
[00:11:23.180 --> 00:11:25.940]   this optimal value or didn't matter that much,
[00:11:25.940 --> 00:11:29.020]   and so we chose these reasonable values.
[00:11:29.020 --> 00:11:32.260]   Then the actual search happens only over the ones that you
[00:11:32.260 --> 00:11:34.580]   can tell are important.
[00:11:34.580 --> 00:11:36.620]   We have to take your word for it that you've done
[00:11:36.620 --> 00:11:38.260]   the heuristic search responsibly,
[00:11:38.260 --> 00:11:40.780]   but this is obviously a really good way to
[00:11:40.780 --> 00:11:44.820]   balance exploration with constrained resources.
[00:11:44.820 --> 00:11:47.620]   You could find the optimal hyperparameters via
[00:11:47.620 --> 00:11:49.500]   a single split and use them for
[00:11:49.500 --> 00:11:51.500]   all subsequent splits and then justify
[00:11:51.500 --> 00:11:54.040]   that based on the fact that the splits are similar.
[00:11:54.040 --> 00:11:55.900]   That would automatically cut down
[00:11:55.900 --> 00:11:58.780]   substantially on the number of runs you need to do because you
[00:11:58.780 --> 00:12:03.020]   don't need to do so much cross-validation in this mode.
[00:12:03.020 --> 00:12:05.900]   Then finally, you could adopt others' choices.
[00:12:05.900 --> 00:12:08.060]   The skeptics will complain that these findings
[00:12:08.060 --> 00:12:09.980]   don't translate to new datasets,
[00:12:09.980 --> 00:12:11.780]   but it could be the only option.
[00:12:11.780 --> 00:12:14.180]   As I say, a few years ago,
[00:12:14.180 --> 00:12:15.840]   this was frowned upon,
[00:12:15.840 --> 00:12:18.720]   but now in the modern era with these massive models,
[00:12:18.720 --> 00:12:20.460]   it's basically the only option.
[00:12:20.460 --> 00:12:22.840]   I think increasingly, people are simply
[00:12:22.840 --> 00:12:25.260]   carrying forward other hyperparameters.
[00:12:25.260 --> 00:12:26.980]   It means less exploration.
[00:12:26.980 --> 00:12:29.860]   We might not be seeing the best versions of these models,
[00:12:29.860 --> 00:12:33.420]   but it might then again be the only option.
[00:12:33.420 --> 00:12:36.300]   In terms of tools for hyperparameter search,
[00:12:36.300 --> 00:12:38.660]   as always, Scikit is really rich with these things.
[00:12:38.660 --> 00:12:40.980]   They've got a lot of these toolings.
[00:12:40.980 --> 00:12:43.460]   In addition, Scikit Optimize is
[00:12:43.460 --> 00:12:46.140]   one level up in terms of sophistication.
[00:12:46.140 --> 00:12:48.980]   That's where you could do model-guided search through
[00:12:48.980 --> 00:12:52.380]   a hyperparameter grid in order to intelligently
[00:12:52.380 --> 00:12:54.460]   select good settings to
[00:12:54.460 --> 00:12:57.700]   lead to a good model on a fixed budget.
[00:12:57.700 --> 00:13:00.940]   Next topic, classifier comparison.
[00:13:00.940 --> 00:13:02.780]   This is a short one, but this can be important.
[00:13:02.780 --> 00:13:05.580]   Suppose you've assessed two classifier models.
[00:13:05.580 --> 00:13:09.000]   Their performance is probably different in some way.
[00:13:09.000 --> 00:13:11.180]   What can you do to establish whether
[00:13:11.180 --> 00:13:13.900]   these models are different in any meaningful sense?
[00:13:13.900 --> 00:13:15.220]   I think there are a few options.
[00:13:15.220 --> 00:13:17.660]   The first would be practical differences.
[00:13:17.660 --> 00:13:19.160]   If they obviously make
[00:13:19.160 --> 00:13:21.080]   a large number of different predictions,
[00:13:21.080 --> 00:13:24.140]   you might be able to quantify that difference in terms of
[00:13:24.140 --> 00:13:26.420]   some actual external outcome.
[00:13:26.420 --> 00:13:29.320]   That's a really good scenario to be in.
[00:13:29.320 --> 00:13:32.100]   You could also think about confidence intervals
[00:13:32.100 --> 00:13:34.940]   to further bolster the argument that you're making.
[00:13:34.940 --> 00:13:36.580]   This will give us a picture of how
[00:13:36.580 --> 00:13:39.860]   consistently different the two systems are.
[00:13:39.860 --> 00:13:41.680]   If they are consistently different,
[00:13:41.680 --> 00:13:43.360]   then you have a very clear argument
[00:13:43.360 --> 00:13:45.540]   in favor of one over the other.
[00:13:45.540 --> 00:13:49.460]   The Wilcoxon sign-rank test is a accepted method in
[00:13:49.460 --> 00:13:51.900]   the field for assessing classifiers
[00:13:51.900 --> 00:13:55.380]   using methodologies that are similar to standard t-tests.
[00:13:55.380 --> 00:13:57.180]   I guess the consensus is just that
[00:13:57.180 --> 00:13:59.620]   the assumptions behind the Wilcoxon test
[00:13:59.620 --> 00:14:02.940]   are somewhat more aligned with classifier comparison.
[00:14:02.940 --> 00:14:05.380]   To do that, as well as confidence intervals,
[00:14:05.380 --> 00:14:07.260]   you will have had to run your model on
[00:14:07.260 --> 00:14:10.860]   lots of different settings to get a long vector of
[00:14:10.860 --> 00:14:15.580]   10-20 scores to use as the basis for the stats testing.
[00:14:15.580 --> 00:14:17.260]   If that is too expensive,
[00:14:17.260 --> 00:14:19.820]   you could opt for a McNemars test.
[00:14:19.820 --> 00:14:22.300]   This is a comparison that you do over
[00:14:22.300 --> 00:14:25.900]   two single trained classifiers
[00:14:25.900 --> 00:14:27.980]   based on their confusion matrices.
[00:14:27.980 --> 00:14:29.540]   You only need one run.
[00:14:29.540 --> 00:14:32.440]   It will be unstable if the models are unstable,
[00:14:32.440 --> 00:14:36.460]   but it is a way of doing a stats test in the mode of
[00:14:36.460 --> 00:14:38.460]   the chi-squared test to give you
[00:14:38.460 --> 00:14:39.860]   some information about how
[00:14:39.860 --> 00:14:42.420]   two fixed artifacts compare to each other.
[00:14:42.420 --> 00:14:44.860]   Not as strong as the previous methods,
[00:14:44.860 --> 00:14:49.460]   but nonetheless useful and arguably better than nothing.
[00:14:50.340 --> 00:14:54.180]   A special topic for deep learning.
[00:14:54.180 --> 00:14:56.700]   How do you assess models without convergence?
[00:14:56.700 --> 00:14:58.300]   This never used to arise.
[00:14:58.300 --> 00:15:00.900]   Back in the days of all linear models,
[00:15:00.900 --> 00:15:02.740]   all these models would converge more or less
[00:15:02.740 --> 00:15:05.180]   instantly to epsilon loss,
[00:15:05.180 --> 00:15:07.180]   and then you could feel like that was how
[00:15:07.180 --> 00:15:09.660]   you'd move forward with assessing them.
[00:15:09.660 --> 00:15:11.980]   But now with neural networks,
[00:15:11.980 --> 00:15:14.460]   convergence has really taken center stage,
[00:15:14.460 --> 00:15:17.140]   and it's in a complicated way that it takes center stage.
[00:15:17.140 --> 00:15:21.040]   First, these models rarely converge to epsilon loss,
[00:15:21.040 --> 00:15:23.740]   and therefore it's non-issue whether or
[00:15:23.740 --> 00:15:25.900]   not that would be your stopping criterion.
[00:15:25.900 --> 00:15:27.700]   In addition, they might converge at
[00:15:27.700 --> 00:15:29.500]   different rates between runs,
[00:15:29.500 --> 00:15:32.540]   and their performance on the test set might not
[00:15:32.540 --> 00:15:36.620]   even be especially related to how small the loss got.
[00:15:36.620 --> 00:15:39.220]   You need to be thoughtful about
[00:15:39.220 --> 00:15:41.820]   exactly what your stopping criteria will be.
[00:15:41.820 --> 00:15:43.340]   Yes, sometimes a model with
[00:15:43.340 --> 00:15:45.540]   low final error turns out to be great,
[00:15:45.540 --> 00:15:47.220]   and sometimes it's worse than the one
[00:15:47.220 --> 00:15:48.700]   that finished with a higher error.
[00:15:48.700 --> 00:15:50.060]   This might have something to do with
[00:15:50.060 --> 00:15:52.380]   overfitting and regularization,
[00:15:52.380 --> 00:15:53.920]   but the bottom line here is,
[00:15:53.920 --> 00:15:56.120]   we don't know a priori what's going on.
[00:15:56.120 --> 00:15:59.100]   This is very experiment-driven.
[00:15:59.100 --> 00:16:03.060]   One thing to think about for stopping criteria in
[00:16:03.060 --> 00:16:06.700]   general is what we call incremental dev set testing.
[00:16:06.700 --> 00:16:09.640]   To address the uncertainty that I just reviewed,
[00:16:09.640 --> 00:16:12.140]   you regularly collect information about
[00:16:12.140 --> 00:16:15.760]   dev set performance as part of the training that you're doing.
[00:16:15.760 --> 00:16:18.260]   For example, at every 100th iteration,
[00:16:18.260 --> 00:16:20.860]   you could make predictions on the dev set and
[00:16:20.860 --> 00:16:24.140]   store the resulting vector of predictions.
[00:16:24.140 --> 00:16:26.780]   All the PyTorch models for this course have
[00:16:26.780 --> 00:16:28.960]   an early stopping parameter and a bunch of
[00:16:28.960 --> 00:16:31.900]   related parameters that will help you set this up in
[00:16:31.900 --> 00:16:34.960]   a way that will allow you to do this incremental testing,
[00:16:34.960 --> 00:16:37.580]   and with luck, get the best model.
[00:16:37.580 --> 00:16:39.980]   If you need a little bit of motivation for this,
[00:16:39.980 --> 00:16:42.320]   here are some plots from an actual model.
[00:16:42.320 --> 00:16:44.460]   You can see the loss going down very
[00:16:44.460 --> 00:16:47.700]   steadily across different iterations of training.
[00:16:47.700 --> 00:16:51.780]   But the performance on the dev set tells a very different story.
[00:16:51.780 --> 00:16:54.160]   You can see based on this performance that at
[00:16:54.160 --> 00:16:58.420]   a certain very early point in this process around iteration 10,
[00:16:58.420 --> 00:17:00.560]   our performance was actually getting worse
[00:17:00.560 --> 00:17:02.620]   even though the loss was going down.
[00:17:02.620 --> 00:17:06.340]   That just shows you that sometimes the steady loss curve is
[00:17:06.340 --> 00:17:09.220]   a picture of overfitting and not of
[00:17:09.220 --> 00:17:13.140]   your model actually getting better at the thing that you care about.
[00:17:13.140 --> 00:17:16.580]   Think carefully about your stopping criteria.
[00:17:16.580 --> 00:17:20.100]   In general though, I think we might want to take
[00:17:20.100 --> 00:17:24.380]   a more expansive view of how we do evaluation in this mode.
[00:17:24.380 --> 00:17:26.900]   Here what I'm pitching is that we look at
[00:17:26.900 --> 00:17:29.740]   the entire performance curve maybe with
[00:17:29.740 --> 00:17:33.180]   confidence intervals so we can make some confident distinctions.
[00:17:33.180 --> 00:17:36.420]   All these plots for different conditions across models we were
[00:17:36.420 --> 00:17:42.060]   comparing have epochs along the x-axis and F1 along the y-axis.
[00:17:42.060 --> 00:17:46.020]   If you step back, what I think you see is that our mittens model,
[00:17:46.020 --> 00:17:48.400]   the one that we were advocating for,
[00:17:48.400 --> 00:17:53.240]   is the best model on average but largely in early parts of training.
[00:17:53.240 --> 00:17:54.740]   If you train for long enough,
[00:17:54.740 --> 00:17:57.820]   a lot of the distinctions disappear.
[00:17:57.820 --> 00:18:00.500]   If you have a fixed budget of epochs,
[00:18:00.500 --> 00:18:01.760]   mittens is a good choice.
[00:18:01.760 --> 00:18:03.780]   If you don't care about the resources,
