
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:02:14.680 --> 00:02:21.680]   As of yet, I'm not entirely clear with – now that we've got the final legislation, now that it's officially been signed.
[00:02:21.680 --> 00:02:24.680]   I'm not entirely clear how to teach you about the changes.
[00:02:24.680 --> 00:02:29.680]   So I'll be working on that and when I can, I will discuss those for that going forward.
[00:02:29.680 --> 00:02:41.680]   However, of course, there are a few potential end-of-the-year strategies that you may need to consider, a few changes between this year, 2017, and next year, 2018, when the new tax bill comes into force that you should consider.
[00:02:41.680 --> 00:02:47.680]   And those changes, as I can determine and elucidate, are relatively simple.
[00:02:47.680 --> 00:02:56.680]   Perhaps the biggest change for most people that will make a difference now, of course, there will be benefits to lowered tax rates, simpler tax brackets.
[00:02:56.680 --> 00:02:58.680]   Those will be beneficial.
[00:02:58.680 --> 00:03:01.680]   You'll likely save money on your taxes next year.
[00:03:01.680 --> 00:03:04.680]   That seems to be true.
[00:03:04.680 --> 00:03:15.680]   But perhaps the biggest tax planning ideas that you need to do or the biggest things that are going to impact you as an individual are the changes to the standard deduction as compared to the itemized deduction.
[00:03:15.680 --> 00:03:25.680]   So remember, of course, that when you calculate your taxes, you have a system of exemptions and deductions that is available to you under current tax law.
[00:03:25.680 --> 00:03:30.680]   Well, those personal exemptions are going away, being replaced by a new higher standard deduction.
[00:03:30.680 --> 00:03:52.680]   And because the new higher standard deduction will be in excess of what most people would be able to deduct taking their itemized deductions such as their charitable deductions or their mortgage interest tax deductions, etc., then many people will find that those charitable contributions and those mortgage interest tax deductions will not have the same net effect for them on their taxes.
[00:03:52.680 --> 00:03:57.680]   So in terms of what you can do, there are a few things that you can and should consider.
[00:03:57.680 --> 00:04:12.680]   If you are going to make charitable contributions here at the end of the year and you're going to make deductible charitable contributions here at the end of the year, one of the benefits would be to lump those charitable contributions together before December 31.
[00:04:12.680 --> 00:04:19.680]   And so perhaps if you were going to make contributions next year, it might be beneficial to you to go ahead and bring those forward.
[00:04:19.680 --> 00:04:30.680]   And by doing so, you would have a higher itemized tax possibility, and that would go ahead and be helpful for you to take those deductions now.
[00:04:30.680 --> 00:04:43.680]   Next year with the higher standard deduction, you may still give charitably, but you may not wind up using those charitable deductions against your income tax bill.
[00:04:43.680 --> 00:04:46.680]   So you might consider going ahead and lumping your deductions together.
[00:04:46.680 --> 00:04:52.680]   In the future, probably one of the strategies that will emerge will be to do much more lumping together of contributions.
[00:04:52.680 --> 00:05:03.680]   So using something like a donor-advised fund to make a big contribution in a year that you can take a charitable deduction and then to make your charitable contributions out of a donor-advised fund in the future.
[00:05:03.680 --> 00:05:11.680]   There are significant changes with regard to the deductibility of state and local income and property taxes.
[00:05:11.680 --> 00:05:18.680]   And this, in my mind, is one of the things that will have the biggest political ramifications of this tax bill.
[00:05:18.680 --> 00:05:29.680]   In essence, up till now, you have had the opportunity to deduct many of your state and local income and property taxes against your federal income tax liability.
[00:05:29.680 --> 00:05:42.680]   But under the new law, if those state and local income and property taxes exceed $10,000 per year, you will not be able to deduct any of those amounts that go over that $10,000 threshold.
[00:05:42.680 --> 00:05:46.680]   Now in this particular provision, I have mixed feelings about it.
[00:05:46.680 --> 00:05:58.680]   From the perspective of principle, I struggle a little bit with the idea that the federal government is now going to tax funds that have already been taxed by a local entity.
[00:05:58.680 --> 00:06:06.680]   And from the principle of the thing, I'm not entirely sure that that's a good principle and precedent to set.
[00:06:06.680 --> 00:06:31.680]   Speaking politically, this is actually the provision of the Tax Cut and Jobs Act that I'm probably the most happy about because I think this will bring significant pressure onto high-tax jurisdictions that hasn't previously existed, notably places like New York, places like Illinois, places like California.
[00:06:31.680 --> 00:06:41.680]   I think this will bring additional pressure and there's already been a major exodus of people, especially high-wage earners, from these high-tax jurisdictions to lower-tax jurisdictions.
[00:06:41.680 --> 00:06:55.680]   And so in terms of this pressure that we brought onto the state and local governments, I'm happy to see it because I think it will result in a reduction of tax rates and tax bases by those local governments.
[00:06:55.680 --> 00:07:02.680]   Time will tell but in principle, I want to support anything that will encourage competition among these United States.
[00:07:02.680 --> 00:07:05.680]   And so I'm kind of happy about that.
[00:07:05.680 --> 00:07:11.680]   But from a selfish political interest, I already live in a low-tax jurisdiction.
[00:07:11.680 --> 00:07:17.680]   I'm sorry for those of you who live in these high-tax jurisdictions who will see an increase from that.
[00:07:17.680 --> 00:07:21.680]   But bring pressure on your legislators to lower your taxes.
[00:07:21.680 --> 00:07:39.680]   But in terms of what you can do for that, your year-end move is in essence if you have the ability to pay what you can on your state and local income and property taxes during 2017, that would be a good thing for you to consider doing.
[00:07:39.680 --> 00:08:07.680]   Now, in an effort to fend off some good tax maneuvering, the law that was passed, the final version of the bill, explicitly stipulates that any 2018 state income taxes that you pay by the end of 2017 are not deductible in 2017 and instead are going to be treated as having been paid at the end of 2018.
[00:08:07.680 --> 00:08:27.680]   But that restriction seems to only apply to the prepayment of income taxes and it applies only to your actual 2018 tax liabilities, which means that it is still permissible for you to pay your fourth quarter 2017 estimated taxes by the end of 2017.
[00:08:27.680 --> 00:08:42.680]   So make sure if you are going to owe state taxes, make sure that by the end of the year, 12/31/2017, that you go ahead and pay your estimated tax filings for 2017.
[00:08:42.680 --> 00:08:49.680]   In addition to that, that restriction – notice that a restriction only applies to the prepayment of state and local income taxes.
[00:08:49.680 --> 00:08:51.680]   It doesn't apply to property taxes.
[00:08:51.680 --> 00:09:00.680]   So research in your jurisdiction and if possible, see if you can go ahead and pay some of your state and local property taxes.
[00:09:00.680 --> 00:09:15.680]   If you have the ability to prepay any of your 2018 property taxes that you can send in, that should be – in most jurisdictions, you should be able to go ahead and do that and you may be able to deduct those taxes in 2017.
[00:09:15.680 --> 00:09:21.680]   I see no pitfalls for you in pursuing that strategy. I think that's something worth considering.
[00:09:21.680 --> 00:09:27.680]   So – and at the end of the day, if you can't deduct them, well, deal with it next year.
[00:09:27.680 --> 00:09:32.680]   It's not going to cost you out of pocket. It just means that you might get a deduction that you would otherwise not get.
[00:09:32.680 --> 00:09:55.680]   In addition, another major change to the tax legislation has to do with the changes of the mortgage interest deductions, whereas now the mortgage interest deductible amount has been lowered to $750,000 in total home debt as well as the removal of the fact that you could deduct home equity debt up until now.
[00:09:55.680 --> 00:10:13.680]   So if you currently have a home equity loan and one of your benefits of that home equity loan was your ability to deduct the interest on that home equity loan as a component of your overall property tax deductibility, you should look at that and consider if that's a wise strategy going forward.
[00:10:13.680 --> 00:10:20.680]   It may still be a wise strategy going forward. It may still be of benefit. You may have a good interest rate on that loan.
[00:10:20.680 --> 00:10:30.680]   You may have good use for the money, but you might consider refinancing that. If the deductibility of that interest was particularly helpful to you, you may want to move that debt elsewhere.
[00:10:30.680 --> 00:10:39.680]   Of course, that could be other benefits for you. You may move a secured debt, which is secured by your home equity line, over to an unsecured debt in some other way.
[00:10:39.680 --> 00:10:49.680]   And if you can do that without paying a higher interest rate, that can be helpful to you now that you can balance those things and compare them without that tax deduction.
[00:10:49.680 --> 00:10:54.680]   Or you may just want to go ahead and pay it off and eliminate that source of financing on your home equity loan.
[00:10:54.680 --> 00:11:17.680]   If you have a mortgage balance that's in excess of $750,000, then you might consider whether it's worth paying that down as any interest that you're paying in excess of $750,000, meaning any interest you're paying on an amount of loaned money in excess of $750,000, will no longer be available to you as an itemized deduction.
[00:11:17.680 --> 00:11:21.680]   So that's a significant decrease in the million dollars that it was up till now.
[00:11:21.680 --> 00:11:36.680]   If you have any other ideas as far as itemized deductions, go ahead and if there's anything that you usually itemize and you can accelerate, consider doing that because that will be a change for many households there where the standard deduction will become much more helpful.
[00:11:36.680 --> 00:11:41.680]   Also increases in the child tax credit, but I think that's enough for now as far as the specific strategies.
[00:11:41.680 --> 00:11:48.680]   We'll talk more about this in the new year when I have a chance to make sure that I understand it more and more.
[00:11:48.680 --> 00:11:54.680]   I will make one comment on our public debate over tax reform, a few comments on this.
[00:11:54.680 --> 00:12:03.680]   I find it very disheartening to see the debates the way they seem to be happening among people on this particular legislation.
[00:12:03.680 --> 00:12:07.680]   I'm amazed at how quickly people are experts on things.
[00:12:07.680 --> 00:12:21.680]   I was amazed to see in the recent public argument over the net neutrality rules and the repeal of the net neutrality rules how quickly many people became experts on things that I find to be very challenging to learn.
[00:12:21.680 --> 00:12:34.680]   I've been amazed at how quickly many people find themselves or declare themselves to be experts in something such as tax reform.
[00:12:34.680 --> 00:12:37.680]   I know something about taxes.
[00:12:37.680 --> 00:12:43.680]   I won't claim to be the most expert person, but I'm still looking at it saying, "OK, how does this work and what's going to be the impact?"
[00:12:43.680 --> 00:12:48.680]   It seems as though everybody has already drawn their conclusions about this is great or this is not great.
[00:12:48.680 --> 00:12:53.680]   I'm in a good mood, so I'm going to keep laughing here and trying to smile about it.
[00:12:53.680 --> 00:13:00.680]   But it is disheartening to see the place of our public debate.
[00:13:00.680 --> 00:13:15.680]   It was interesting. I had a brief conversation with a friend of mine who was responding to President Trump's tweet this afternoon in which he declared 95 percent of Americans will pay less or at worst the same amount of taxes, mostly far less.
[00:13:15.680 --> 00:13:18.680]   He says, "I'm wondering what will happen if this doesn't come true."
[00:13:18.680 --> 00:13:22.680]   Unfortunately, my response to him was nothing is going to happen.
[00:13:22.680 --> 00:13:30.680]   I quoted for him from President Obama's weekly address in June 6 of 2009.
[00:13:30.680 --> 00:13:37.680]   He said these words, "If you like the plan you have, you can keep it. If you like the doctor you have, you can keep your doctor too.
[00:13:37.680 --> 00:13:41.680]   The only change you'll see are falling costs as our reforms take hold."
[00:13:41.680 --> 00:13:45.680]   Again, that was President Obama June 6, 2009 in his weekly address.
[00:13:45.680 --> 00:13:52.680]   Now obviously in hindsight now in 2017, we can look at that and say, well, each of those statements was factually wrong.
[00:13:52.680 --> 00:13:54.680]   All of it was wrong.
[00:13:54.680 --> 00:13:57.680]   But very few people have changed their opinion on anything.
[00:13:57.680 --> 00:14:00.680]   Most of us who are Democrats blame the Republicans.
[00:14:00.680 --> 00:14:06.680]   Most of us who are Republicans blame the Democrats and that will just continue as normal.
[00:14:06.680 --> 00:14:19.680]   And worse, in terms of the actual impact of this tax legislation, it's been hard for me to find anybody who criticizes it or supports it based upon their actual ability to calculate for themselves whether it will help them.
[00:14:19.680 --> 00:14:26.680]   And in my experience as a financial planner, I've asked hundreds of people, "How much did you pay last year in taxes?"
[00:14:26.680 --> 00:14:33.680]   And the answer basically about 90 percent of the time was, "Oh, my refund is $3,000."
[00:14:33.680 --> 00:14:38.680]   Very few people know how much they pay in taxes now and they won't really know how much they pay in taxes in the future.
[00:14:38.680 --> 00:14:43.680]   And they don't even – most people don't even know how to find out how much they pay in taxes.
[00:14:43.680 --> 00:14:50.680]   So it seems like we just draw our opinions from what our preferred pundits have to say rather than on the specifics of it.
[00:14:50.680 --> 00:14:55.680]   So my hope is that in the future I can help you to learn the specifics so you can change that.
[00:14:55.680 --> 00:14:59.680]   But it is a little bit disheartening to see our public discourse.
[00:14:59.680 --> 00:15:06.680]   It's also – for me personally, it's discouraging to see the games in Washington continue.
[00:15:06.680 --> 00:15:09.680]   Here, we'll put this in for you to get your vote.
[00:15:09.680 --> 00:15:11.680]   We'll put in this little pet thing for you to get your vote.
[00:15:11.680 --> 00:15:12.680]   Watch the lobbies.
[00:15:12.680 --> 00:15:20.680]   I'm amazed that the tax bill has this lowering of mortgage deductibility.
[00:15:20.680 --> 00:15:24.680]   The National Association of Realtors fought that tooth and nail.
[00:15:24.680 --> 00:15:27.680]   And I'm amazed to see that they lowered it some.
[00:15:27.680 --> 00:15:29.680]   I'd love to see it go away completely.
[00:15:29.680 --> 00:15:35.680]   But anyway, I'm just amazed to see that something is happening.
[00:15:35.680 --> 00:15:38.680]   That all said, I'm glad that taxes are going down.
[00:15:38.680 --> 00:15:40.680]   I wish that spending would go down.
[00:15:40.680 --> 00:15:42.680]   I deeply wish that spending would go down.
[00:15:42.680 --> 00:15:43.680]   I know there are a lot of people with me.
[00:15:43.680 --> 00:15:49.680]   As long as you just take past tax cuts and continue spending, it just worsens the future.
[00:15:49.680 --> 00:15:54.680]   And unfortunately, it's my best guess that I'll be dealing with that during my lifetime.
[00:15:54.680 --> 00:15:59.680]   And those of you who are younger will also be dealing with it in your lifetime.
[00:15:59.680 --> 00:16:01.680]   What that looks like, I don't know.
[00:16:01.680 --> 00:16:07.680]   I did a show on the unfunded liabilities a couple months ago and I plan to pick that theme up in 2018.
[00:16:07.680 --> 00:16:10.680]   I'm going to have a couple of friends on to debate me on the subject.
[00:16:10.680 --> 00:16:11.680]   I think that will be fun.
[00:16:11.680 --> 00:16:13.680]   So I'll try to do that when we can.
[00:16:13.680 --> 00:16:17.680]   That's enough of tax reform.
[00:16:17.680 --> 00:16:19.680]   Comments on Bitcoin.
[00:16:19.680 --> 00:16:26.680]   I've been asked repeatedly by you to comment on Bitcoin and I have thus far held off from it.
[00:16:26.680 --> 00:16:38.680]   And my major reason for holding off on any commentary related to Bitcoin has specifically been that I find it hard to clearly formulate my opinion.
[00:16:38.680 --> 00:16:44.680]   I'm probably squarely in the middle of the opinions with regard to Bitcoin.
[00:16:44.680 --> 00:16:55.680]   And I feel that many of the people on the polar ends – and here I'm referring to people who say cryptocurrencies are the next greatest thing, they have no problems, and people who say cryptocurrencies are a total scam.
[00:16:55.680 --> 00:17:03.680]   I feel like they're not listening to one another and not even really seeing the clear things that are possibilities.
[00:17:03.680 --> 00:17:13.680]   And I felt a little bit behind the curve in terms of my own education of the subject, which is why I've pulled back from commenting on it publicly.
[00:17:13.680 --> 00:17:27.680]   So without teaching on the subject, which I will endeavor to do in the future once I'm confident that I understand the market in a reasonable way, I'll just make a couple of comments on where things are right now.
[00:17:27.680 --> 00:17:48.680]   The current speculation and interest in Bitcoin in my opinion neither confirms nor denies the long-term benefit of Bitcoin in specific or cryptocurrencies more broadly.
[00:17:48.680 --> 00:17:56.680]   These cryptocurrencies I think have a tremendous potential future. They have tremendous benefits.
[00:17:56.680 --> 00:18:03.680]   And frequently what I hear are people only cherry-picking data from one side of the argument.
[00:18:03.680 --> 00:18:12.680]   It's my opinion that cryptocurrencies will have a major influence on our future interactions.
[00:18:12.680 --> 00:18:20.680]   Particularly, cryptocurrencies are well-suited to the increasingly digital world that we engage in.
[00:18:20.680 --> 00:18:29.680]   They also have the benefit of being disconnected from any particular state government.
[00:18:29.680 --> 00:18:31.680]   And this to me is what is the most exciting.
[00:18:31.680 --> 00:18:43.680]   Now for those of us who are fortunate enough to live under a very stable monetary regime such as in the United States or in certain parts of Europe, this benefit can often go by.
[00:18:43.680 --> 00:18:50.680]   And that's great as long as the monetary regime under which we live maintains its stability.
[00:18:50.680 --> 00:19:01.680]   I have many arguments to lob and many complaints to lob against the US Federal Reserve and the way they handle the currency.
[00:19:01.680 --> 00:19:04.680]   I have many complaints about their policies.
[00:19:04.680 --> 00:19:17.680]   But on the whole, I will freely admit as I think any thoughtful, open-minded person needs to that the benefit of doing business in the US dollar is that it's pretty well run.
[00:19:17.680 --> 00:19:25.680]   It's very stable. It does a good job. It experiences wide – it's pretty well done.
[00:19:25.680 --> 00:19:34.680]   Not to say we don't have our arguments and our complaints but frankly most of our lives living under a dollar-denominated currency have thus far been pretty positive.
[00:19:34.680 --> 00:19:37.680]   That's not the case for everybody.
[00:19:37.680 --> 00:19:43.680]   I was intrigued with a recent article I read in Bloomberg, in Bloomberg Businessweek.
[00:19:43.680 --> 00:19:50.680]   And I shared this on my Twitter page. It's called "Desperate Venezuelans Turn to Video Games to Survive."
[00:19:50.680 --> 00:19:58.680]   Subheading is "Virtual currencies from such games as RuneScape are prized in a country whose real money is worthless."
[00:19:58.680 --> 00:20:21.680]   In essence, the story indicates how because of the economic turmoil in Venezuela, some people who can gain access to a steady and reliable internet connection find themselves playing online games in an effort to accumulate the currency that's used, the virtual gold or the game points or the special characters within that game,
[00:20:21.680 --> 00:20:35.680]   which they can then turn around and sell to other players in exchange for a currency and frequently and increasingly frequently a cryptocurrency such as Bitcoin, which could then be either used locally or converted into a local currency.
[00:20:35.680 --> 00:20:42.680]   That's how bad things are in Venezuela, which is an indictment.
[00:20:42.680 --> 00:20:53.680]   When I was in college, I studied under a number of professors who were very strong proponents of socialism and very strong proponents of state-run economies.
[00:20:53.680 --> 00:21:02.680]   They were in essence dinosaurs in my opinion. But this was very, very – a very, very important part of their teaching to me.
[00:21:02.680 --> 00:21:22.680]   I have frequently had the temptation to just send them email after email out of Venezuela because many of them used Venezuela at the time, which was experiencing great success supposedly just like Cuba and saying, "Look at the great for human rights and for human flourishing," et cetera.
[00:21:22.680 --> 00:21:32.680]   And I have frequently resisted the temptation to bitterly send them email after email and say, "Are you ready to recant from me at this point?"
[00:21:32.680 --> 00:21:45.680]   But in looking at Venezuela, it just shows how bad things are. But it shows how if there is something that could be traded as currency that's outside of a government control, that can be really, really beneficial.
[00:21:45.680 --> 00:22:04.680]   And that's what I'm hoping that cryptocurrencies can do. I would like to see currencies compete with one another on a free and open market unencumbered by the influence of any particular state government or any quasi-state entity such as the Federal Reserve Board.
[00:22:04.680 --> 00:22:15.680]   I would like to see currencies compete in the public square under free and unencumbered competition. That would be what I would like to see and let the people decide.
[00:22:15.680 --> 00:22:26.680]   Let the people decide if they want to use Bitcoin or Litecoin or Ethereum or let the people decide if they want to use US dollars and rubles or gold or yen, anything.
[00:22:26.680 --> 00:22:33.680]   Just let the people decide. So I think that there's a tremendous benefit in the future for cryptocurrencies.
[00:22:33.680 --> 00:22:48.680]   And I think many of the complaints against Bitcoin specifically and cryptocurrencies in general are complaints that are easily answered by the short amount of time that these ideas have been in existence.
[00:22:48.680 --> 00:22:58.680]   For example, I was recently debating somebody and they were talking about the fact that Bitcoin is only used for drug deals and it's not really accepted anywhere.
[00:22:58.680 --> 00:23:10.680]   Those were the two basic arguments. Well, certainly, you could make the argument that Bitcoin is useful for some people who are involved in illicit and illegal activities.
[00:23:10.680 --> 00:23:22.680]   The same argument applies to cash. That doesn't negate the value of cash and it doesn't mean that everybody who's using cash or who's interested in using cash is engaged in illegal activities.
[00:23:22.680 --> 00:23:29.680]   I'm interested and I try to do as many of my personal financial transactions using cash as possible.
[00:23:29.680 --> 00:23:37.680]   I also do my very best to scrupulously obey the law and make sure that I'm not engaging in any illegal or illicit activity.
[00:23:37.680 --> 00:23:50.680]   So we've got a specious correlation here trying to say that just because Josh was using cash that he's fundamentally – somehow fundamentally breaking the law.
[00:23:50.680 --> 00:23:59.680]   I don't particularly like using PayPal. I don't like PayPal's heavy-handed political practices. I also don't like the fees that they pay.
[00:23:59.680 --> 00:24:13.680]   So just because I might choose to conduct a transaction using Bitcoin instead of PayPal, that doesn't mean that I'm certainly now trying to avoid oversight and supervision and I'm trying to do something illegal.
[00:24:13.680 --> 00:24:29.680]   I'm just trying to work in the free and open market where I have a little bit less risk of having my transactions destroyed and blocked by a company like PayPal or like Stripe or whomever.
[00:24:29.680 --> 00:24:36.680]   And I'm trying to get lower fees. So I'd love to see all of these people compete with one another.
[00:24:36.680 --> 00:24:45.680]   The other argument against Bitcoin I think is just simply – is also a foolish argument because the – Bitcoin has never been more widely accepted.
[00:24:45.680 --> 00:24:50.680]   It of course being the big dog that's getting all the attention in cryptocurrencies has never been more widely accepted.
[00:24:50.680 --> 00:25:04.680]   It takes time for an infrastructure to develop. So we don't criticize electric cars because first and foremost – we don't criticize first and foremost electric cars because we can't put gasoline in them and it's hard to find charging stations.
[00:25:04.680 --> 00:25:18.680]   We look at them and say, "If the world did have an infrastructure that could support electric cars, is the technology of an electric car superior to a gasoline car?"
[00:25:18.680 --> 00:25:27.680]   Well, in my mind for most applications, especially just the standard commuting vehicle, not other applications, the answer to that would be a clear and obvious yes.
[00:25:27.680 --> 00:25:36.680]   Electric cars are generally a superior technology than the internal combustion engine for the way that most of us will use a car.
[00:25:36.680 --> 00:25:46.680]   So we do have to acknowledge the fact that the infrastructure is a problem, but there will be early adopters in the electric car marketplace who say, "I'm going to deal with it."
[00:25:46.680 --> 00:25:54.680]   And as those early adopters take advantage of it, the benefit starts to spread out, et cetera, and it starts to – and more people start to take interest in electric cars.
[00:25:54.680 --> 00:26:01.680]   The infrastructure is built out more and more. It takes time and then the – and then more and more people adopt it.
[00:26:01.680 --> 00:26:12.680]   I see the same thing happening with – by way of analogy with Bitcoin, that Bitcoin early on didn't really have many people who were able or willing to engage with it.
[00:26:12.680 --> 00:26:29.680]   But many of the concepts of Bitcoin or cryptocurrencies in my mind have the potential to be superior for some kinds of transactions than the concept that underlies currencies such as the US dollar.
[00:26:29.680 --> 00:26:35.680]   So you have to look and say how – Bitcoin has not been in existence that long.
[00:26:35.680 --> 00:26:42.680]   And so every day the infrastructure grows. There are Bitcoin ATMs. More and more retailers will accept them. More and more trading organizations exist.
[00:26:42.680 --> 00:26:50.680]   It's becoming much more common. People are starting to figure out how do you actually use and interact with Bitcoin, what kind of Bitcoin wallet works.
[00:26:50.680 --> 00:26:57.680]   As we start to see the security apparatus develop around protecting virtual wallets, wallets that are held online, physical wallets, et cetera.
[00:26:57.680 --> 00:27:02.680]   I think we'll see that developed and we'll see many of these problems solved.
[00:27:02.680 --> 00:27:09.680]   So don't make the long-term – don't judge it on the long-term because of these short-term problems.
[00:27:09.680 --> 00:27:25.680]   Now on the flip side, my concern about the current speculative environment is that as long as people are buying Bitcoin for investment purposes, they're unlikely to want to spend it.
[00:27:25.680 --> 00:27:32.680]   And this to me is a real concern because I want Bitcoin or other cryptocurrencies to function as currency.
[00:27:32.680 --> 00:27:40.680]   And the only way that you can have something that functions as currency is when people don't want to hoard it.
[00:27:40.680 --> 00:27:44.680]   This is what always hamstrings things like precious metals.
[00:27:44.680 --> 00:27:52.680]   Many people may say, "Hey, I like to have gold and silver coins." But very few people want to part with gold and silver coins.
[00:27:52.680 --> 00:28:10.680]   I don't. If you've never held a silver coin in your hand and then compared it to a quarter, a US quarter that's not silver-plated, it has a different emotional appeal.
[00:28:10.680 --> 00:28:12.680]   There's a beauty to it. There's a weight to it.
[00:28:12.680 --> 00:28:18.680]   And so even if you may look and say, "Well, look. Silver is flat for many years. It's not going to go up. There's no reason to hoard it."
[00:28:18.680 --> 00:28:25.680]   You still have a kind of a – I have a bias in favor of not spending that particular coin.
[00:28:25.680 --> 00:28:28.680]   And I think that's a real problem when it comes to things like Bitcoin.
[00:28:28.680 --> 00:28:41.680]   So unless that can happen, unless the massive rises can be smoothed out and it can gain stability, then it won't work as currency.
[00:28:41.680 --> 00:28:44.680]   Now, of course, there are various theories that would argue against this.
[00:28:44.680 --> 00:28:53.680]   Some people would argue that Bitcoin would be well-served to function as something more akin to gold than currency.
[00:28:53.680 --> 00:28:59.680]   Gold would be a storehouse of value. Bitcoin can perhaps fill the place of a storehouse of value.
[00:28:59.680 --> 00:29:04.680]   OK. Well, maybe so. Again, I want to see a competitive environment as far as I'm concerned.
[00:29:04.680 --> 00:29:14.680]   I'd love gold coins to compete with Bitcoin, to compete with US dollars and let the people decide what they want to use as a form of value.
[00:29:14.680 --> 00:29:24.680]   But as long as there is significant fluctuation and especially as long as there are big run-ups in value, then people are going to want to hoard it.
[00:29:24.680 --> 00:29:27.680]   And it's just going to be a speculative play.
[00:29:27.680 --> 00:29:36.680]   Now, what will happen in time? As I record this, Bitcoin has taken a massive – percentage-wise, a massive fall-off.
[00:29:36.680 --> 00:29:44.680]   Does that mean that the idea of Bitcoin is fundamentally flawed? I don't think so. I really don't think so.
[00:29:44.680 --> 00:29:51.680]   I think that, number one, this is what many people predicted and time will tell. Time will tell.
[00:29:51.680 --> 00:30:01.680]   And when you start to look at the – what is the appropriate value of a Bitcoin, it's hard to judge because it all depends on supply and demand.
[00:30:01.680 --> 00:30:07.680]   So I personally want to be very humble in expressing my opinions. I want to be very careful.
[00:30:07.680 --> 00:30:17.680]   And here would be what I would caution you. I think you need to understand as with any speculation, you need to understand what you're doing and be confident in it.
[00:30:17.680 --> 00:30:24.680]   I think it's fine to speculate with money. Speculation and investment are different activities.
[00:30:24.680 --> 00:30:30.680]   Investment is a more stable, secure, sure thing.
[00:30:30.680 --> 00:30:39.680]   You can be very confident if you look at investing in a large, well-run company that has assets all over the world.
[00:30:39.680 --> 00:30:57.680]   You can be confident that when you buy shares in that company, you're making a good investment because your investment is under – it's undergirded by real business, by real activity, by real assets.
[00:30:57.680 --> 00:31:02.680]   And I'm not here specifically referring to the idea of real property versus intangible property.
[00:31:02.680 --> 00:31:04.680]   I'm saying that there's real cash flow.
[00:31:04.680 --> 00:31:09.680]   Now, speculation has much more to do with I think this is going to go up in value.
[00:31:09.680 --> 00:31:12.680]   And speculation would involve much more risk.
[00:31:12.680 --> 00:31:16.680]   So just speculate with a small portion of your portfolio.
[00:31:16.680 --> 00:31:21.680]   Speculate with money you can afford to lose and speculate when you know the market.
[00:31:21.680 --> 00:31:24.680]   Don't just buy real estate because everyone is buying real estate.
[00:31:24.680 --> 00:31:26.680]   Buy real estate because it makes sense to you.
[00:31:26.680 --> 00:31:30.680]   I have a few aphorisms that I frequently refer to when it comes to investing.
[00:31:30.680 --> 00:31:32.680]   And for me, these are very, very helpful.
[00:31:32.680 --> 00:31:45.680]   So in no particular order, number one, take as much time learning about an investment or frankly a speculation, take as much time learning about an investment as it takes you to earn the money that you're going to put into it.
[00:31:45.680 --> 00:31:51.680]   Again, take as much time learning about an investment as it takes you to earn the money that you're going to put into it.
