
[00:00:00.000 --> 00:00:05.000]   American 11, American 11, how do you hear the center?
[00:15:10.000 --> 00:15:17.000]   which is what the Muslim world, the Hindu world, the Buddhist world, the secular world,
[00:15:17.000 --> 00:15:23.000]   they need to hear that Christians are not synonymous with Americans.
[00:15:23.000 --> 00:15:29.000]   What a perspective. Causes us to stop and really think, I hope, causes us to assess,
[00:15:29.000 --> 00:15:33.000]   where are we looking personally, self-examination.
[00:15:33.000 --> 00:15:37.000]   This is what I was thinking when you were saying that Colossians chapter 3 says,
[00:15:37.000 --> 00:15:40.000]   "The words of Christ and all the richness live in your hearts and make you wise.
[00:15:40.000 --> 00:15:43.000]   So use His words to teach and counsel each other.
[00:15:43.000 --> 00:15:46.000]   Sing psalms and hymns and spiritual songs to God with thankful hearts."
[00:15:46.000 --> 00:15:49.000]   And this is what you were just saying, verse 17, "And whatever you do or say,
[00:15:49.000 --> 00:15:52.000]   let it be as a representative of the Lord Jesus Christ."
[00:15:52.000 --> 00:15:58.000]   Ambassadors, we are here as aliens, but representatives of the Lord Jesus Christ.
[00:15:58.000 --> 00:16:03.000]   And all the while giving thanks through Him to God the Father. That's it.
[00:16:03.000 --> 00:16:08.000]   It's so hard. I feel for you guys. I said to Neil Stavem last night, he dropped over and visited us.
[00:16:08.000 --> 00:16:11.000]   And I said to the people, I don't really look forward to being on the radio
[00:16:11.000 --> 00:16:17.000]   because it's hard to talk theology and do pastoral care in this medium.
[00:16:17.000 --> 00:16:23.000]   And yet these guys have to do it. You're stuck with it. You can't run away like other people can.
[00:16:23.000 --> 00:16:26.000]   I said, I feel for these guys. I want to join them there.
[00:16:26.000 --> 00:16:32.000]   And I just want to encourage you to do that, to be representatives of Jesus Christ
[00:16:32.000 --> 00:16:39.000]   and what makes it so hard for you and me is because we're speaking into an audience
[00:16:39.000 --> 00:16:50.000]   that doesn't have in place the worldview to make sense out of things that would fall into place for us.
[00:16:50.000 --> 00:16:55.000]   I mean, they'll ask you some just blunt, painful question about a piece of the tragedy.
[00:16:55.000 --> 00:17:00.000]   And you got to take them back to the foundations. You got to go deep.
[00:17:00.000 --> 00:17:04.000]   You got to go back to the beginning and say, where did sin come from?
[00:17:04.000 --> 00:17:07.000]   What has happened in humanity?
[00:17:07.000 --> 00:17:13.000]   What is the depravity that Romans 1 talks about where God just hands people over to their own depravity?
[00:17:13.000 --> 00:17:18.000]   What is the futility of Romans 8 where it says he subjected the world to futility,
[00:17:18.000 --> 00:17:21.000]   which means the pain and the suffering in the world where we groan,
[00:17:21.000 --> 00:17:27.000]   even we who have the spirit groan inwardly waiting for our adoption, the sons, the redemption of our body.
[00:17:27.000 --> 00:17:30.000]   What is death, which came into the world through one man?
[00:17:30.000 --> 00:17:33.000]   As sin entered the world, so death through sin.
[00:17:33.000 --> 00:17:39.000]   Those massive underpinnings of how we explain everything aren't in place for your listeners, many of them.
[00:17:39.000 --> 00:17:47.000]   And so in order to answer questions at the upper level, we have to go down to the lower level and rebuild some foundations.
[00:17:47.000 --> 00:17:54.000]   I just want to encourage you to, when you get a tough question, which no doubt you do, we all do.
[00:17:54.000 --> 00:17:58.000]   Jesus didn't automatically just jump in at the level of the questioner.
[00:17:58.000 --> 00:18:02.000]   He sometimes just said something that must have made them scratch their head
[00:18:02.000 --> 00:18:06.000]   because he knew they didn't have the categories for understanding his answer.
[00:18:06.000 --> 00:18:10.000]   So we need to rebuild and we're doing that right now. That's part of what we're doing.
[00:18:10.000 --> 00:18:17.000]   Looking through several excerpts from editorials and one from Oklahoma that struck me earlier this morning,
[00:18:17.000 --> 00:18:22.000]   a part of that article, editorial in the paper said, "Some will blame God for Tuesday's events.
[00:18:22.000 --> 00:18:28.000]   How could he not protect us from such evil?" That's how the world looks at this.
[00:18:28.000 --> 00:18:33.000]   Right. And the very way the question is crafted is almost unanswerable.
[00:18:33.000 --> 00:18:38.000]   Because as soon as you use the word "blame," you've implied guilt.
[00:18:38.000 --> 00:18:40.000]   Blame implies guilt.
[00:18:40.000 --> 00:18:46.000]   So they've muddied the waters because they cannot make the theological, biblical distinctions
[00:18:46.000 --> 00:18:56.000]   between ordaining that something be which you may in fact grieve over and disapprove of.
[00:18:56.000 --> 00:19:01.000]   See, now there's a category that is very hard for people to get a hold of.
[00:19:01.000 --> 00:19:09.000]   And yet I find it all over the Bible that God can, in his sovereign, overarching providence of the world,
[00:19:09.000 --> 00:19:17.000]   ordain that something be permitted or caused. He's involved causally in different ways and different acts.
[00:19:17.000 --> 00:19:24.000]   And yet disapprove of the very thing that he has permitted or ordained.
[00:19:24.000 --> 00:19:26.000]   People simply can't get it.
[00:19:26.000 --> 00:19:31.000]   So the word "blame" immediately hangs you on the horns of a dilemma you don't want to be hung on.
[00:19:31.000 --> 00:19:36.000]   Because to say, "No, you don't blame him," they think, "Oh, you mean he's on a vacation, he's out there,
[00:19:36.000 --> 00:19:41.000]   he had nothing to do with this, he wasn't watching, he fumbled the ball, he couldn't manage it."
[00:19:41.000 --> 00:19:44.000]   Or, "You've got him as a sinner."
[00:19:44.000 --> 00:19:47.000]   Those are your two options. Well, those aren't the biblical options.
[00:19:47.000 --> 00:19:55.000]   God is sovereign, and yet when he wills and ordains that there be pain and suffering in our lives,
[00:19:55.000 --> 00:19:59.000]   he's not doing it as a sinner or as an evil God.
[00:19:59.000 --> 00:20:11.000]   God has ways to ordain things in his mysterious sovereignty that are for our good in spite of being incredibly painful.
[00:20:11.000 --> 00:20:15.000]   And, here's the mystery, in spite of involving massive sin.
[00:20:15.000 --> 00:20:20.000]   And the place where that is so vividly clear in the Bible is at the cross.
[00:20:20.000 --> 00:20:23.000]   That's why I'm so glad you're staying here at the cross,
[00:20:23.000 --> 00:20:32.000]   because I don't think New York, the hijacking, the terrorism was a greater sin than the killing of the Son of God.
[00:20:32.000 --> 00:20:41.000]   I think the killing of the Son of God was more horrific, more terrible, more wicked, more horrible than what we've just seen.
[00:20:41.000 --> 00:20:46.000]   And yet, God planned it.
[00:20:46.000 --> 00:21:02.000]   So clear, Acts 427, "Herod, Pontius Pilate, the Gentiles, and the Jewish people are gathered to do what your hand and your plan have destined to occur."
[00:21:02.000 --> 00:21:13.000]   All the biblical promises of the coming of the Son to bear our sorrows and to bear our griefs were predicted 700 years before they happened.
[00:21:13.000 --> 00:21:20.000]   And yet, there wasn't a more sinful act in the universe than the nailing of the Son of God to the cross.
[00:21:20.000 --> 00:21:27.000]   And therefore, if we're going to be believers in the love of God for sinners at the cross,
[00:21:27.000 --> 00:21:36.000]   we have to believe that he has the capacity to ordain that his Son die and yet not be a sinner in killing him.
[00:21:36.000 --> 00:21:43.000]   If he can do that, then I'm going to stand up on Sunday and say, "Though I don't have all the answers,
[00:21:43.000 --> 00:21:53.000]   my God and your God reigned on September 11, and he is not cruel, he is not wicked, and he's not a sinner."
[00:21:53.000 --> 00:22:02.000]   And the glory is that because he reigns, he can comfort every soul, he can answer every prayer,
[00:22:02.000 --> 00:22:10.000]   he can heal every disease, he can rescue from every calamity, he can hold back from us every harmful thing that would not be good for us.
[00:22:10.000 --> 00:22:19.000]   And if he were sovereign, then I don't know what hope we could ultimately have for our future and we would lose our gospel.
[00:22:19.000 --> 00:22:25.000]   Let me just mention, I appreciate, dear sir, your heart on providing the answer.
[00:22:25.000 --> 00:22:28.000]   It's not necessarily grabbing a piece of the tragedy.
[00:22:28.000 --> 00:22:33.000]   And then trying to define that little piece, you have to define it first of all in light of the tragedy as a whole,
[00:22:33.000 --> 00:22:36.000]   but the foundation as a whole as well.
[00:22:36.000 --> 00:22:41.000]   And as God's people, we are not simply representing this tragedy in the United States,
[00:22:41.000 --> 00:22:46.000]   we're representing the whole of Christ and the offering of God and what sin does to us.
[00:22:46.000 --> 00:22:50.000]   And we were born broken and we're watching this happen again.
[00:22:50.000 --> 00:23:01.000]   And not just the whole of Christ, but the whole of pain, because what's so strange and irrational about the human heart
[00:23:01.000 --> 00:23:12.000]   is that it takes pulling together in one cataclysmic calamity to awaken us to what's happening every moment of every day.
[00:23:12.000 --> 00:23:16.000]   Whether it's in hospitals across the country.
[00:23:16.000 --> 00:23:26.000]   You know, there are a lot of people right now whose mom or dad or wife or husband is breathing their last with pulmonary disease and gasping.
[00:23:26.000 --> 00:23:31.000]   Just like some of those folks are gasping right now under the rubble.
[00:23:31.000 --> 00:23:33.000]   That's not unique.
[00:23:33.000 --> 00:23:39.000]   And so it's awakening us to feel the magnitude of the world's misery,
[00:23:39.000 --> 00:23:47.000]   which forces an issue that we ought to be dealing with all the time is what is this misery all about?
[00:23:47.000 --> 00:23:52.000]   And the biblical answer is it's all about sin.
[00:23:52.000 --> 00:24:02.000]   And therefore, it's all about the God who is moral and holy and just and who defines sin as sin and whether there's redemption.
[00:24:02.000 --> 00:24:04.000]   That's the message.
[00:24:04.000 --> 00:24:09.000]   And so you're right. We're forced back to deal with huge things.
[00:24:09.000 --> 00:24:15.000]   There's a piece that we haven't mentioned yet that probably should as far as worldview goes.
[00:24:15.000 --> 00:24:21.000]   And Satan, Satan is a massive part of the Christian worldview.
[00:24:21.000 --> 00:24:25.000]   And we ought to ask, where was Satan yesterday?
[00:24:25.000 --> 00:24:34.000]   And of course, nobody knows precisely except to say that the biblical picture is that Satan hates God.
[00:24:34.000 --> 00:24:37.000]   He hates his purposes. He wants people to dishonor God.
[00:24:37.000 --> 00:24:43.000]   Mainly, he tries to squash the faith out of everybody's life.
[00:24:43.000 --> 00:24:52.000]   He demanded, it says in Luke 22, 32, I think, Satan has demanded to have you, Peter, that he might sift you like wheat, Jesus said.
[00:24:52.000 --> 00:24:56.000]   But I have prayed for you that your faith may not fail.
[00:24:56.000 --> 00:25:01.000]   So here you have Satan desiring to sift Peter like wheat.
[00:25:01.000 --> 00:25:12.000]   Now, I think that picture means just like you'd put wheat in a sieve, shake it, and it would tear it at the wheat and rip off the outside, you get the kernel.
[00:25:12.000 --> 00:25:23.000]   Satan wants to shake Peter, tear off his faith, and just have the natural Peter fall through and live the rest of his life in happiness and peace off in the suburbs somewhere.
[00:25:23.000 --> 00:25:25.000]   Fine. And no faith.
[00:25:25.000 --> 00:25:30.000]   And Jesus said, I have prayed for you that your faith may not fail.
[00:25:30.000 --> 00:25:39.000]   And then he says this absolutely sovereign word, when you have turned, strengthen your brethren.
[00:25:39.000 --> 00:25:45.000]   In other words, I know you're going to turn, and I have effectually interceded with my Father on your behalf.
[00:25:45.000 --> 00:25:51.000]   You are going to drop three times tonight, but you're going to stand again, my friend.
[00:25:51.000 --> 00:25:58.000]   So Satan is involved in all these things, and he's moving people to do horrific acts.
[00:25:58.000 --> 00:26:05.000]   And I don't doubt that he was stirring and moving in the evils on those plains and in the weeks and years that led up to it.
[00:26:05.000 --> 00:26:11.000]   But Jesus is, he who is in us is stronger than he who's in the world.
[00:26:11.000 --> 00:26:18.000]   He holds this Satan on a leash. According to Jesus, he commands the evil spirits, and they do what he bids.
[00:26:18.000 --> 00:26:22.000]   So Satan can never get outside God's control.
[00:26:22.000 --> 00:26:24.000]   That's the point of the book of Job, I think.
[00:26:24.000 --> 00:26:32.000]   He's got to get permission to mess up this man's life and take his children and put boils on his face and on his body.
[00:26:32.000 --> 00:26:40.000]   And Job stands back and says, "When Satan has done all this, the Lord gave, and the Lord has taken away.
[00:26:40.000 --> 00:26:42.000]   Blessed be the name of the Lord."
[00:26:42.000 --> 00:26:47.000]   Or when his wife says, "Curse God and die. What in the world are you holding fast your integrity for?"
[00:26:47.000 --> 00:26:49.000]   He says, "You speak like one of the foolish women.
[00:26:49.000 --> 00:26:55.000]   Shall we not receive evil at the hand of the Lord as well as good?"
[00:26:55.000 --> 00:27:00.000]   And you kind of shucks, say, "Wait a minute, Job. You missed it. Satan did that. It says Satan did that.
[00:27:00.000 --> 00:27:05.000]   What do you mean, 'Shall we not receive evil as well as good at the hand of the Lord?'"
[00:27:05.000 --> 00:27:12.000]   And the writer adds, "Job did not sin with his lips," as though he knew we were going to misinterpret at that point.
[00:27:12.000 --> 00:27:16.000]   What Job was testifying was that Satan is to be hated.
[00:27:16.000 --> 00:27:18.000]   Satan is to be fought. Satan is to be resisted.
[00:27:18.000 --> 00:27:21.000]   Satan is to be hated.
[00:27:21.000 --> 00:27:25.000]   But God reigns Satan. God reigns over Satan.
[00:27:25.000 --> 00:27:31.000]   He's not running loose in the world without his leash in the hand of an almighty sovereign God.
