
[00:00:00.040 --> 00:00:09.220]  ечение el
[00:05:30.120 --> 00:05:30.120]   I'm not sure if I'm going to be able to do this.
[00:05:30.120 --> 00:05:30.120]   I'm not sure if I'm going to be able to do this.
[00:05:30.120 --> 00:05:30.120]   I'm not sure if I'm going to be able to do this.
[00:05:30.120 --> 00:05:30.120]   I'm not sure if I'm going to be able to do this.
[00:05:30.120 --> 00:05:30.120]   I'm not sure if I'm going to be able to do this.
[00:05:30.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.140 --> 00:06:00.140]   I'm not sure if I'm going to be able to do this.
[00:06:00.180 --> 00:06:30.160]  ,
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.160 --> 00:06:30.160]   I'm not sure if I'm going to be able to do this.
[00:06:30.200 --> 00:06:41.160]   discuss
[00:06:41.160 --> 00:06:56.640]   men in the處
[00:06:59.240 --> 00:07:05.260]   men in the處
[00:07:05.260 --> 00:07:28.280]   and men in the處
[00:07:28.280 --> 00:07:28.280]   in some ways you have never been more powerless than you are today.
[00:07:28.280 --> 00:07:28.280]   It's never mattered less whether you opened your mouth and said something.
[00:07:28.280 --> 00:07:28.280]   It's never mattered less if you cast a vote at a ballot box.
[00:07:28.280 --> 00:07:28.280]   And yet, in other ways, an individual human has never had more individual power than you have today.
[00:07:28.280 --> 00:07:28.280]   And yet, in other ways, an individual human has never had more individual power than you have today.
[00:07:28.280 --> 00:07:28.280]   And yet, in other ways, an individual human has never had more individual power than you have today.
[00:07:28.280 --> 00:07:28.280]   And yet, in other ways, an individual human has never had more individual power than you have today.
[00:07:28.280 --> 00:07:28.280]   And yet, in other ways, an individual human has never had more individual power than you have today.
[00:07:28.280 --> 00:07:28.280]   And yet, in other ways, an individual human has never had more individual power than you have today.
[00:07:28.320 --> 00:07:57.340]  , What a paradox.
[00:07:57.340 --> 00:07:57.480]   What a paradox.
[00:07:57.480 --> 00:07:57.480]   And yet, what keeps us from making progress in those things that we can control is worry and concern over things we can't control. The big problems have never been bigger than they are now, never been more insoluble than they are now, and yet you and I have tremendous power to fix the problems in our lives.
[00:07:57.480 --> 00:07:57.620]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:07:57.620 --> 00:07:57.680]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:07:57.680 --> 00:07:57.720]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:07:57.720 --> 00:07:57.780]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:07:57.780 --> 00:07:57.780]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:07:57.780 --> 00:07:57.840]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:07:57.860 --> 00:08:27.400]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.400 --> 00:08:27.500]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.500 --> 00:08:27.520]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.520 --> 00:08:27.540]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.540 --> 00:08:27.560]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.560 --> 00:08:27.580]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.580 --> 00:08:27.600]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.600 --> 00:08:27.660]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.660 --> 00:08:27.700]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:27.700 --> 00:08:57.720]  , and yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:57.720 --> 00:08:57.720]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:57.720 --> 00:08:57.720]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:57.720 --> 00:08:57.720]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:57.720 --> 00:08:57.720]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:57.720 --> 00:08:57.720]   And yet, in other ways, an individual human has never had more institutional power than you have today.
[00:08:57.760 --> 00:09:04.780]   ask
[00:09:04.780 --> 00:09:17.740]   wasn. is.
[00:09:27.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump. That was years ago that that happened.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.760 --> 00:09:57.760]   I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:09:57.800 --> 00:10:27.780]  , I'm walking to the bridge. If one person smiles at me on the way, I will not jump.
[00:10:27.780 --> 00:10:27.780]   Now that man today is dead. You figure out why. There's another story. There's a man named Kevin Hines who is one of the only
[00:10:27.800 --> 00:10:33.120]   current, one of only a couple of people who've jumped off the Golden Gate Bridge
[00:10:33.120 --> 00:10:41.640]   and lived to tell about it. And when he tells this story, he jumped off the bridge and he was actually
[00:10:41.640 --> 00:10:46.600]   held up by a sea lion in the water until he was eventually rescued because he was severely injured.
[00:10:46.600 --> 00:10:52.500]   But when he tells this story about wanting to commit suicide, he went to the bridge
[00:10:52.500 --> 00:10:56.840]   and he stood there on the bridge staring at the railing for
[00:10:56.840 --> 00:10:57.800]   a minute. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:10:57.800 --> 00:10:57.800]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:10:57.800 --> 00:11:27.820]  .
[00:11:27.820 --> 00:11:27.820]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:27.820 --> 00:11:27.820]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:27.820 --> 00:11:27.820]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:27.840 --> 00:11:57.840]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:57.840 --> 00:11:57.840]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:57.840 --> 00:11:57.840]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:57.840 --> 00:11:57.840]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:11:57.880 --> 00:12:27.860]  ,
[00:12:27.860 --> 00:12:27.860]   and he said, I'm going to go to the bridge.
[00:12:27.860 --> 00:12:27.860]   He said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:27.880 --> 00:12:57.880]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:57.880 --> 00:12:57.880]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:57.880 --> 00:12:57.880]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:57.880 --> 00:12:57.880]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:57.880 --> 00:12:57.880]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:57.880 --> 00:12:57.880]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:12:57.880 --> 00:13:27.900]  ,
[00:13:27.900 --> 00:13:27.900]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:13:27.900 --> 00:13:27.900]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:13:27.900 --> 00:13:27.900]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:13:27.900 --> 00:13:27.900]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:13:27.900 --> 00:13:27.900]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:13:27.920 --> 00:13:57.920]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:13:57.920 --> 00:14:27.940]  ,
[00:14:27.940 --> 00:14:27.940]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:14:27.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge. And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:14:57.960]   And he said, I'm going to go to the bridge.
[00:14:57.960 --> 00:15:27.980]  ,
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:27.980 --> 00:15:27.980]   And he said, I'm going to go to the bridge.
[00:15:28.000 --> 00:15:58.000]   That's what he said.
[00:15:58.000 --> 00:15:58.000]   That's what he said.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   But I'm going to go to the bridge.
[00:15:58.000 --> 00:15:58.000]   And he said, he said, I'm going to go to the bridge.
[00:15:58.000 --> 00:16:28.020]   and he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.020 --> 00:16:28.020]   And he said, I'm going to go to the bridge.
[00:16:28.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   I said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:16:58.040]   And he said, I'm going to go to the bridge.
[00:16:58.040 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.060 --> 00:17:28.060]   And he said, I'm going to go to the bridge.
[00:17:28.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:17:58.080]   And he said, I'm going to go to the bridge.
[00:17:58.080 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.100 --> 00:18:28.100]   And he said, I'm going to go to the bridge.
[00:18:28.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:18:58.120]   And he said, I'm going to go to the bridge.
[00:18:58.120 --> 00:19:28.140]   and he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.140 --> 00:19:28.140]   And he said, I'm going to go to the bridge.
[00:19:28.160 --> 00:19:58.160]   And he said, I'm going to go to the bridge.
[00:19:58.160 --> 00:19:58.160]   And he said, I'm going to go to the bridge.
[00:19:58.160 --> 00:19:58.160]   And he said, I'm going to go to the bridge.
[00:19:58.160 --> 00:19:58.160]   And he said, I'm going to go to the bridge.
[00:19:58.160 --> 00:19:58.160]   And he said, I'm going to go to the bridge.
