
[00:00:00.000 --> 00:00:05.800]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:12:20.000 --> 00:12:23.000]   Many schools have cut music programs due to loss of funding.
[00:12:23.000 --> 00:12:27.000]   This is widely believed by parents and educators to be a big mistake.
[00:12:27.000 --> 00:12:32.000]   Music, whether taught in or outside of school, helps students excel in the following ways.
[00:12:32.000 --> 00:12:34.000]   Improved language development.
[00:12:34.000 --> 00:12:35.000]   Improved test scores.
[00:12:35.000 --> 00:12:37.000]   Increased brain connectivity.
[00:12:37.000 --> 00:12:39.000]   Increased spatial intelligence.
[00:12:39.000 --> 00:12:41.000]   Modest increase in IQ.
[00:12:41.000 --> 00:12:45.000]   Perhaps counterintuitively, music can help students excel in science.
[00:12:45.000 --> 00:12:50.000]   Spatial intelligence, for instance, helps students understand how things work together.
[00:12:50.000 --> 00:12:55.000]   This skill is critical in careers like architecture, engineering, math, and computer science.
[00:12:55.000 --> 00:13:02.000]   Nobel Prize-winning theoretical physicist Albert Einstein was an accomplished violinist with a lifelong passion for music.
[00:13:02.000 --> 00:13:10.000]   He believed that the theory of relativity occurred to him by intuition and that music was the driving force.
[00:13:10.000 --> 00:13:17.000]   So by depriving students of music lessons, we might be depriving the world of its next great scientific genius.
[00:13:17.000 --> 00:13:21.000]   Goes on and talks about how music naturally helps people with anxiety, etc.
[00:13:21.000 --> 00:13:25.000]   I think most of that stuff is intuitive to us because we enjoy listening to music.
[00:13:25.000 --> 00:13:29.000]   So you can go and look into this more if you are interested.
[00:13:29.000 --> 00:13:42.000]   I just want to read you one more abstract from a paper entitled "Practicing a Musical Instrument in Childhood is Associated with Enhanced Verbal Ability and Non-Verbal Reasoning"
[00:13:42.000 --> 00:13:45.000]   published October 29, 2008.
[00:13:45.000 --> 00:13:46.000]   Background.
[00:13:46.000 --> 00:13:55.000]   In this study, we investigated the association between instrumental music training in childhood and outcomes closely related to music training, as well as those more distantly related.
[00:13:55.000 --> 00:13:57.000]   Methodology and principal findings.
[00:13:57.000 --> 00:14:12.000]   Children who received at least three years (the median was 4.6 years) of instrumental music training outperformed their control counterparts on two outcomes closely related to music (auditory discrimination abilities and fine motor skills)
[00:14:12.000 --> 00:14:18.000]   and on two outcomes distantly related to music (vocabulary and non-verbal reasoning skills).
[00:14:18.000 --> 00:14:21.000]   Duration of training also predicted these outcomes.
[00:14:21.000 --> 00:14:32.000]   Contrary to previous research, instrumental music training was not associated with heightened spatial skills, phonemic awareness, or mathematical abilities.
[00:14:32.000 --> 00:14:34.000]   Conclusions and significance.
[00:14:34.000 --> 00:14:46.000]   While these results are correlational only, the strong predictive effect of training duration suggests that instrumental music training may enhance auditory discrimination, fine motor skills, vocabulary, and non-verbal reasoning.
[00:14:46.000 --> 00:14:48.000]   Alternative explanations for these results are discussed.
[00:14:48.000 --> 00:14:55.000]   So, none of this is, I would say, proven, just as is always in these realms of science, evidence.
[00:14:55.000 --> 00:14:58.000]   And I think we should go beyond just the scientific endeavor.
[00:14:58.000 --> 00:15:06.000]   I think it's interesting to think about what might help to make your children smarter, but smarter is not the only thing.
[00:15:06.000 --> 00:15:12.000]   I think music should be looked at primarily as something that's simply an enjoyable part of life.
[00:15:12.000 --> 00:15:18.000]   Many people, I'd say most people probably, most people have some form of music that they enjoy.
[00:15:18.000 --> 00:15:29.000]   Whether it's pumping your head to some heavy metal while you're working out, or whether it's singing in a church choir, there's some form of music that appeals to most of us.
[00:15:29.000 --> 00:15:33.000]   And when we start to enjoy that music, it can change our state.
[00:15:33.000 --> 00:15:39.000]   And being able to create music is something that is commonly enjoyed across mankind.
[00:15:39.000 --> 00:15:44.000]   And so, I want us to incorporate this into our children's lives.
[00:15:44.000 --> 00:15:53.000]   Now, this is one area where, with my own personal experience, I have wrestled a lot over the years with how and why to do it.
[00:15:53.000 --> 00:15:55.000]   Let me describe my experience briefly.
[00:15:55.000 --> 00:16:06.000]   Now for a limited time at Del Amo Motorsports. Get financing as low as 1.99% for 36 months on Select 2023 Can-Am Maverick X3.
[00:16:06.000 --> 00:16:17.000]   Considering the Mavericks taking home trophies everywhere from King of the Hammers to Uncle Ned's Backcountry Rally, you're not going to find a better deal on front row seats to a championship winner.
[00:16:17.000 --> 00:16:23.000]   Don't lose out on your chance to get a Maverick X3. Visit Del Amo Motorsports in Redondo Beach and get yours.
[00:16:23.000 --> 00:16:27.000]   Offer in soon. See dealer for details.
[00:16:27.000 --> 00:16:33.000]   I come from what I think could be accurately described as a fairly musical family.
[00:16:33.000 --> 00:16:42.000]   It was important to my parents that their children be able to have some knowledge and appreciation and understanding of music.
[00:16:42.000 --> 00:16:49.000]   And so, they sacrificed quite diligently so that all of us would have some form of musical training.
[00:16:49.000 --> 00:16:58.000]   All of us took piano for varying amounts of time in varying ways, but all of my siblings were taught piano.
[00:16:58.000 --> 00:17:02.000]   And then most of my siblings went on to learn other instruments.
[00:17:02.000 --> 00:17:14.000]   Some of my, again, everything from the harmonica to the violin to guitar, many different instruments, cello, guitar, bass, double bass, etc.
[00:17:14.000 --> 00:17:19.000]   Many instruments are represented and music was something that we enjoyed as a family.
[00:17:19.000 --> 00:17:26.000]   After the hard work of raising musical children, one of the things my parents did is we would regularly get together and have an evening of music.
[00:17:26.000 --> 00:17:29.000]   And this is something that I still enjoy to this day.
[00:17:29.000 --> 00:17:40.000]   I love to host evenings of music at my home, whether it's to get a bunch of people together to sing Christmas carols or whatever it is, I enjoy music.
[00:17:40.000 --> 00:17:44.000]   However, I myself am not an accomplished musician.
[00:17:44.000 --> 00:17:51.000]   I had a number of years of piano lessons. I don't remember what age I began, but I remember that I didn't really ever like it.
[00:17:51.000 --> 00:18:03.000]   And while looking back, I can see that it was something that I had actually made good progress over the years, it wasn't something that I particularly enjoyed.
[00:18:03.000 --> 00:18:16.000]   And so after my parents spending years nagging me to practice and practice, and finally, through whatever reason, I think I finally wore them out and convinced them to let me stop in seventh grade.
[00:18:16.000 --> 00:18:20.000]   And that's when I remember stopping playing piano.
[00:18:20.000 --> 00:18:37.000]   And to this day, I'm a little bit annoyed that they let me stop because I now look back and recognize that if I had just pushed through a little bit more, then I would have been able to build a skill to the point where it could be a useful part of my life.
[00:18:37.000 --> 00:18:51.000]   And over the last years as an adult, for the last 10 plus years, I've had a piano in my home, but I haven't ever succeeded at reinstituting that habit and causing myself to again become an accomplished piano player.
[00:18:51.000 --> 00:18:58.000]   It's still an aspiration of mine, it's an ambition, but it's not something that I have thus far been able to accomplish.
[00:18:58.000 --> 00:19:11.000]   And as with many things, you look back and recognize the foregone benefits of what you could have had if you'd stuck with it as a child, and alas, that's not the case.
[00:19:11.000 --> 00:19:29.000]   So I've often wondered about the idea of starting children on music at an early age, because it seems that unless a child expresses an interest in music, there's a whole lot of work that parents have to do to keep a child disciplined to his musical studies.
[00:19:29.000 --> 00:19:36.000]   And when I enrolled my eldest child and found a piano teacher a number of years ago, I faced this again.
[00:19:36.000 --> 00:19:44.000]   I said, "Am I going to require you to practice? If you don't practice, this isn't going to do you any good. So am I going to require you to practice? And how should I require you to practice?"
[00:19:44.000 --> 00:20:02.000]   And as a parent, there's a certain measure of discipline that you want to impose upon your children for their own good, but finding that sweet spot where there's enough discipline, where they get the good out of it, but you're not all the time just nagging your children to do stuff, is challenging.
[00:20:02.000 --> 00:20:09.000]   And so we've done music lessons, piano lessons, off and on, here and there, based upon when I could find a music teacher.
[00:20:09.000 --> 00:20:15.000]   I've observed, however, that children who are a little bit older can make so much faster progress.
[00:20:15.000 --> 00:20:22.000]   And I think that all the lessons that I discussed when we talked about mathematics apply similarly to the space of music.
[00:20:22.000 --> 00:20:30.000]   There are certainly some child prodigies who, for whatever reason, they pick up an instrument and they make rapid progress even at a very young age.
[00:20:30.000 --> 00:20:35.000]   We all love to see the videos of the five-year-old playing some spectacular piano concert.
[00:20:35.000 --> 00:20:46.000]   But that's not normal. I think the normal aspect is that the five-year-old will spend a lot of time working on a musical skill, and there's still not a lot of musicality at the age of seven.
[00:20:46.000 --> 00:21:04.000]   And yet you come along with, say, a 15-year-old who takes those same lessons, and it seems to me, and from talking to piano teachers, etc., it seems that the child can do in about a month or two what took two years for the very young child.
[00:21:04.000 --> 00:21:26.000]   And so I myself haven't pushed music lessons on my children very much, partly primarily due to not having an appropriate teacher, doing a lot of traveling, etc., partly due to having a bunch of other stuff that we do, but partly also due to the idea that I think that it's one of those things that's easier as children are older and they can make faster progress.
[00:21:26.000 --> 00:21:32.000]   Now, the best argument against the waiting has to do with these brain science findings.
[00:21:32.000 --> 00:21:55.000]   I think there's, if we look at music study beyond just simply wanting to help children develop musicality, but if we look at it instead as a component of helping our children to be intelligent, helping their fine motor skills to develop, helping them to build these new skill sets,
[00:21:55.000 --> 00:22:02.000]   and the musical outcomes are just a sideline benefit, then I think it makes a lot of sense.
[00:22:02.000 --> 00:22:12.000]   And it does make a lot of sense to incorporate music at a young age when children have more time.
[00:22:12.000 --> 00:22:24.000]   If you look at teenagers especially who engage with music a lot, what is necessary for them to make progress is simply abundant amounts of time.
[00:22:24.000 --> 00:22:28.000]   And they have to love to practice, they have to really enjoy making music.
[00:22:28.000 --> 00:22:37.000]   And if there can be an enjoyment of making music, then I think the children can really be much more engaged in it.
[00:22:37.000 --> 00:22:48.000]   When I look back at my own childhood and what I'll call the mistake that I think my parents made, although I wouldn't try to say, I mean I don't think that was wrong of them,
[00:22:48.000 --> 00:23:00.000]   but what I would say is looking back now, the error that I see, the thing that could have been changed, is that I was studying classical music, which I didn't particularly care for.
[00:23:00.000 --> 00:23:11.000]   And if they had simply switched me to studying pop music in some form, rather than classical music, then perhaps that would have been enough to light the spark.
[00:23:11.000 --> 00:23:16.000]   And this is where I think a lot of guitar players especially often get connected.
[00:23:16.000 --> 00:23:22.000]   When I see young men and women who really love to play guitar, it's usually because they're connected with some form of popular music.
[00:23:22.000 --> 00:23:28.000]   Yes, there's classical guitar, etc., but they're usually engaged with some form of popular music.
[00:23:28.000 --> 00:23:38.000]   And in hindsight, I now look back and realize that if I had just had a break from classical music, and I'd spent a year or two studying pop music,
[00:23:38.000 --> 00:23:47.000]   and I had gotten to taste the idea of being able to play popular songs, being able to liven up a party with a well-played piece that everybody loves,
[00:23:47.000 --> 00:23:57.000]   being able to sit down and rock out a rock as bar song, the way I'm thinking here of the Top Gun scene from the 80s Top Gun,
[00:23:57.000 --> 00:24:02.000]   where you've got a guy sitting around on the piano playing out some rock as bar song.
[00:24:02.000 --> 00:24:07.000]   That kind of experience, I think, is the kind of thing that helps musicians to develop.
[00:24:07.000 --> 00:24:15.000]   Whereas being a classical pianist, it may, and I think almost certainly is, the ultimate form of musical training,
[00:24:15.000 --> 00:24:21.000]   but classical concert halls are not necessarily full of adoring fans.
[00:24:21.000 --> 00:24:27.000]   There is a subset of the population that enjoys those, but they're not full of adoring fans.
[00:24:27.000 --> 00:24:34.000]   And so, looking back, a little bit of Billy Joel, a little bit of even Michael Buble or Frank Sinatra,
[00:24:34.000 --> 00:24:42.000]   even what some version of popular music would have made a big difference for me and my interest in piano playing.
[00:24:42.000 --> 00:24:49.000]   And so I share that with you, that if you are committed to musicality and you're helping your children to learn,
[00:24:49.000 --> 00:24:57.000]   the classical tradition is certainly highbrow and I think very effective at producing accomplished musicians.
[00:24:57.000 --> 00:25:04.000]   But if your child is bristling at the idea of continuing music education,
[00:25:04.000 --> 00:25:14.000]   you might consider dropping the classical music for a time and engaging more with popular music and see what happens with that.
[00:25:14.000 --> 00:25:21.000]   Being able to play a John Legend or Alicia Keys song or something like that will probably do much more for your child's interest in music
[00:25:21.000 --> 00:25:25.000]   than being able to play a sophisticated classical piece.
[00:25:25.000 --> 00:25:31.000]   There are other things that, looking back, I see could have been done to spark my musical interest.
[00:25:31.000 --> 00:25:36.000]   Many of those things are just things that are easier to do today than before.
[00:25:36.000 --> 00:25:42.000]   One of the things that we try to do, we do it poorly at the moment, but we're going to do it better in the days to come,
[00:25:42.000 --> 00:25:45.000]   is composer studies.
[00:25:45.000 --> 00:25:51.000]   And at the end of this podcast episode, I will append the audio from Sonia Schaefer,
[00:25:51.000 --> 00:25:57.000]   she of the website Simply Charlotte Mason, and her instructions on how to do a composer study.
[00:25:57.000 --> 00:26:03.000]   Because I was playing classical music but didn't really have any appreciation of classical music.
[00:26:03.000 --> 00:26:08.000]   Now today, I think of, I mean there's so many amazing YouTube channels of wonderful music,
[00:26:08.000 --> 00:26:15.000]   musicians that you can get inspired and you can inspire your children with lots of resources that we didn't have back then.
[00:26:15.000 --> 00:26:19.000]   So the point is, inspire a connection.
[00:26:19.000 --> 00:26:24.000]   On the topic of composer study, I do think that musicality can start with appreciation.
[00:26:24.000 --> 00:26:28.000]   You want your children to learn to appreciate music.
[00:26:28.000 --> 00:26:33.000]   And that means they need to be exposed to good quality music.
[00:26:33.000 --> 00:26:39.000]   All of us have a style or a genre of music that we consider to be good quality,
[00:26:39.000 --> 00:26:44.000]   and we're amazed when other people don't consider it to be good quality.
[00:26:44.000 --> 00:26:49.000]   I think we're all probably a little sensitive about, "This is my favorite band, this is my favorite artist."
[00:26:49.000 --> 00:26:54.000]   And we know that a lot of other people don't like this band or artist.
[00:26:54.000 --> 00:27:03.000]   And I don't think it's necessary to always focus on the toniest of preferences.
[00:27:03.000 --> 00:27:06.000]   Popular music, I think, is wonderful.
[00:27:06.000 --> 00:27:13.000]   However, when it comes to teaching the foundations of music, I think there really is benefit to the classics,
[00:27:13.000 --> 00:27:18.000]   to classical music and beautifully structured music.
[00:27:18.000 --> 00:27:26.000]   If you look at the strongest popular musicians, they will often be deeply rooted in classical music,
[00:27:26.000 --> 00:27:30.000]   in terms of where their skill development comes from.
[00:27:30.000 --> 00:27:38.000]   And so, in terms of a singer, you'll have some singer, I think one of my favorites would be the song,
[00:27:38.000 --> 00:27:43.000]   "Hello Darkness, My Old Friend" by the heavy metal guy that sang it.
[00:27:43.000 --> 00:27:46.000]   I forget his name. I don't listen to heavy metal, don't know his name.
[00:27:46.000 --> 00:27:48.000]   But he comes out with this incredible rendition of it.
[00:27:48.000 --> 00:27:54.000]   But one of the things that is so obvious in his singing of the song is that he has classical training.
[00:27:54.000 --> 00:28:07.000]   And classical voice training can be picked up and it sets a foundation for popular music that you can't achieve in any other way.
[00:28:07.000 --> 00:28:16.000]   This is true in many fields. Here I think of an author like J.K. Rowling, who came to fame as a popular literature writer.
[00:28:16.000 --> 00:28:21.000]   None of her writing is highbrow, it's not great literature, it's just popular.
[00:28:21.000 --> 00:28:27.000]   And I'm not saying it's bad, it's poorly written. It's just, it's not highbrow.
[00:28:27.000 --> 00:28:32.000]   And yet, her training came in studying the classics.
[00:28:32.000 --> 00:28:42.000]   So she's classically educated and then she was able to take that skill set and apply it in the field of modern popular children's literature.
[00:28:42.000 --> 00:28:52.000]   So if you want your child to go far, you're going to need to understand the classical training,
[00:28:52.000 --> 00:28:56.000]   the deep classical training in whatever field you are interested in.
[00:28:56.000 --> 00:29:04.000]   And then at a later date, if your child desires, he or she can of course move into the popular realm.
[00:29:04.000 --> 00:29:14.000]   But someone who goes along that formation path is going to be more successful than somebody who only has just a light exposure to the popular work of today.
[00:29:14.000 --> 00:29:24.000]   Because if that's the highest, if the popular work, the popular level work is the highest form of the art that the child has engaged with,
[00:29:24.000 --> 00:29:34.000]   he's not going to have the same deep wellspring that somebody who's engaged with the all-time classics of the field.
[00:29:34.000 --> 00:29:36.000]   So consider that when it comes to music.
[00:29:36.000 --> 00:29:45.000]   Music begins with appreciation. Again, include composer studies if possible, or at least just expose your children to great music.
[00:29:45.000 --> 00:29:49.000]   You get to be the judge of that, but expose them to great music.
[00:29:49.000 --> 00:29:58.000]   If you're going to listen to music, choose something that is worth listening to. Choose something that is genuinely attractive rather than just something that happens to be on.
[00:29:58.000 --> 00:30:07.000]   In today's world, this is easier than it's ever been due to the fact of how easy it is for us to customize our playlists versus just listening to whatever radio station happens to be on.
[00:30:07.000 --> 00:30:09.000]   But choose great music.
[00:30:09.000 --> 00:30:20.000]   Listening to great music may not make your child smarter, but it can increase mood and is probably a necessary precondition for your child to have enough interest in music to want to create it.
