
[00:00:00.040 --> 00:00:10.700]   change
[00:02:58.900 --> 00:02:58.900]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:02:58.900 --> 00:02:58.900]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:02:58.900 --> 00:02:58.900]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:02:58.900 --> 00:03:28.920]  ,
[00:03:28.920 --> 00:03:28.920]   I'm a pretty competitive person. Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:28.920 --> 00:03:28.920]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:28.920 --> 00:03:28.920]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:28.920 --> 00:03:28.920]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:28.960 --> 00:03:58.940]  ,
[00:03:58.940 --> 00:03:58.940]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:58.940 --> 00:03:58.940]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:58.940 --> 00:03:58.940]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:58.940 --> 00:03:58.940]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:03:58.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:28.960 --> 00:04:28.960]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:29.000 --> 00:04:58.980]  , um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:58.980 --> 00:04:58.980]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:58.980 --> 00:04:58.980]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:58.980 --> 00:04:58.980]   Yeah. Um, doing sports that basically require your full attention. So I decided to get into martial arts.
[00:04:59.020 --> 00:05:09.400]   himself
[00:05:09.400 --> 00:05:13.200]   didnt doesn all, ,,...
[00:05:57.100 --> 00:06:06.720]   book
[00:06:06.720 --> 00:06:07.500]   believe is de
[00:06:07.500 --> 00:06:13.860]   buy .. ... is in the temper end, and, you, you, you, you, you, you, you,,,,,,,,,,,,,,,,,,, E wasn Jae больш fav
[00:06:13.860 --> 00:06:26.000]  ratulations . Y win I'm mash a X play in a eyelid is a single matter as
[00:06:26.040 --> 00:06:34.420]   of
[00:06:34.420 --> 00:06:36.460]   go. I create,,,, anime
[00:06:54.980 --> 00:07:23.920]   So when there's tension in that inner circle of,, of close folks, so. When you trust those folks to help you make difficult decisions.
[00:07:23.940 --> 00:07:52.880]   about, ,, Facebook, WhatsApp, Instagram, the future of the company and the metaverse or the AI. , how do you build that close knit group of folks, , to make those difficult decisions? Is there people that, , you have to have critical voices, very different perspectives on, , focusing on the past versus the future, all that kind of stuff.
[00:07:52.880 --> 00:07:52.880]   Yeah. I mean, I think for one thing, it's just spending a lot of time with whatever the group is that you want to be involved with.
[00:07:52.880 --> 00:07:52.880]   Yeah. I mean, I think for one thing, it's just spending a lot of time with whatever the group is that you want to be involved with.
[00:07:52.880 --> 00:07:52.880]   Yeah. I think for one thing, it's just spending a lot of time with whatever the group is that you want to be involved with.
[00:07:52.880 --> 00:07:52.880]   Yeah. I mean, I think for one thing, it's just spending a lot of time with whatever the group is that you want to be involved with.
[00:07:52.920 --> 00:08:21.840]  , grappling with all of the biggest challenges. And that requires a fair amount of openness. And, you know, I mean, a lot of how I run the company is, you know, it's like every Monday morning, we get our, it's about the top 30 people together. And we, and this is a group that just work together for a long period of time. And I mean, people, people rotate in, I mean, new people join, people leave the company, people go do other roles in the company. So it's not the same group over time, but it's a lot of open space.
[00:10:17.720 --> 00:10:27.580]   reminded
[00:10:27.580 --> 00:10:46.580]   remember successor
[00:10:46.640 --> 00:11:15.560]   my style is I'm probably more pressure and and yeah and and I'd probably rather be the top player but but I'm also smaller right I'm not I'm not like a heavyweight guy right so from that perspective I think like you know it's especially because you know if I'm doing a competition I'll compete with people who are my size but you know a lot of my friends are bigger than me so so back takes probably pretty important right because that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:15.560]   So that's where you have the most leverage advantage.
[00:11:15.560 --> 00:11:44.500]  , where where you know people you know their arms your arms are very weak behind you right so so being able to get to the back and take that pretty important but I don't know I feel like the right strategy is to not be too committed to any single submission but I said I don't like hurting people so so I always think that chokes are are somewhat more humane way to go than joint locks.
[00:11:44.500 --> 00:11:45.500]   Yeah and it's more about control it's less dynamic so you're basically like a
[00:11:45.500 --> 00:11:45.500]   Yeah and it's more about control it's less dynamic so you're basically like a
[00:11:45.500 --> 00:11:45.500]   yeah and it's more about control it's less dynamic so you're basically like a
[00:11:45.500 --> 00:11:45.500]   and it's more about control it's less dynamic so you're basically a chokes are somewhat more humane way to go than joint locks.
[00:11:45.520 --> 00:11:52.340]   So let's go yeah back take to a rear naked choke I think it's like the clean way to go.
[00:11:52.340 --> 00:11:52.340]   So let's go yeah back take to a rear naked choke I think it's like the clean way to go.
[00:11:52.340 --> 00:11:54.040]   Straightforward answer right there.
[00:11:54.040 --> 00:11:54.040]   Straightforward answer right there.
[00:11:54.040 --> 00:11:59.440]   Straightforward answer right there. What advice would you give to people looking to start learning jiu-jitsu?
[00:11:59.440 --> 00:11:59.440]   What advice would you give to people looking to start learning jiu-jitsu?
[00:11:59.440 --> 00:11:59.440]   What advice would you give to people looking to start learning jiu-jitsu? Given how busy you are given where you are in life that you're able to do this you're able to train you're able to compete and get to learn something from this interesting art.
[00:11:59.440 --> 00:12:10.440]   Given how busy you are given where you are in life that you're able to do this you're able to train you're able to compete and get to learn something from this interesting art.
[00:12:10.440 --> 00:12:11.440]   To learn something from this interesting art.
[00:12:11.580 --> 00:12:39.580]  ,
[00:12:39.580 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.380 --> 00:12:41.380]   I really believe that like if you're going to accomplish whatever anything a lot of it is just
[00:12:41.400 --> 00:12:43.120]   I really believe that like if you're going to accomplish whatever anything a lot of it is just being willing to push through
[00:12:43.120 --> 00:12:43.120]   being willing to push through
[00:12:43.120 --> 00:12:45.620]   being willing to push through right and having the grit and determination
[00:12:45.620 --> 00:12:45.620]   right and having the grit and determination
[00:12:45.620 --> 00:12:49.120]   right and having the grit and determination to push through difficult situations
[00:12:49.120 --> 00:12:49.120]   to push through difficult situations
[00:12:49.120 --> 00:12:51.820]   to push through difficult situations for a lot of people that
[00:12:51.820 --> 00:12:51.820]   for a lot of people that
[00:12:51.820 --> 00:12:53.520]   for a lot of people that that ends up being sort of a
[00:12:53.520 --> 00:12:53.520]   that ends up being sort of a
[00:12:53.520 --> 00:12:55.320]   that ends up being sort of a difference maker between the people
[00:12:55.320 --> 00:12:55.320]   difference maker between the people
[00:12:55.320 --> 00:12:57.820]   difference maker between the people who kind of get the most done
[00:12:57.820 --> 00:12:57.820]   who kind of get the most done
[00:12:57.820 --> 00:12:58.920]   who kind of get the most done and not I mean there's all these
[00:12:58.920 --> 00:13:01.320]   and not I mean there's all these questions about like
[00:13:01.320 --> 00:13:03.220]   and not I mean there's all these questions about like how many days people want to
[00:13:03.260 --> 00:13:27.160]   questions about like how many days people want to
[00:13:27.160 --> 00:13:29.260]   questions about like how many days people want to work and things like that I think almost
[00:13:29.260 --> 00:13:29.260]   work and things like that I think almost
[00:13:29.260 --> 00:13:30.460]   work and things like that I think almost all the people who like start
[00:13:30.460 --> 00:13:30.460]   all the people who like start
[00:13:30.460 --> 00:13:31.460]   all the people who like start successful companies or things like
[00:13:31.460 --> 00:13:31.460]   successful companies or things like that are just are working extremely
[00:13:31.460 --> 00:13:31.460]   successful companies are just are working extremely hard but I think one of the things that you learn this stuff very acutely run doing sports compared to running a company because running a company the cycle times are so long
[00:13:31.480 --> 00:13:36.800]   the cycle times are so long right think you start a project and then
[00:13:36.800 --> 00:13:36.800]   right think you start a project and then
[00:13:36.800 --> 00:13:39.800]   right think you start a project and then it's like months later or you know if you're
[00:13:39.800 --> 00:13:39.800]   it's like months later or you know if you're
[00:13:39.800 --> 00:13:41.400]   it's like months later or you know if you're building hardware it could be years later
[00:13:41.400 --> 00:13:41.400]   building hardware it could be years later
[00:13:41.400 --> 00:13:42.700]   building hardware it could be years later before you're actually getting feedback
[00:13:42.700 --> 00:13:42.700]   before you're actually getting feedback
[00:13:42.700 --> 00:13:44.600]   before you're actually getting feedback and able to you know make the next set of
[00:13:44.600 --> 00:13:44.600]   and able to you know make the next set of
[00:13:44.600 --> 00:13:46.000]   and able to you know make the next set of decisions for the next version of the
[00:13:46.000 --> 00:13:46.000]   decisions for the next version of the
[00:13:46.000 --> 00:13:47.700]   decisions for the next version of the thing that you're doing whereas you one
[00:13:47.700 --> 00:13:47.700]   thing that you're doing whereas you one
[00:13:47.700 --> 00:13:49.000]   thing that you're doing whereas you one of the things I just think is mentally
[00:13:49.020 --> 00:14:17.240]   is mentally
[00:14:17.240 --> 00:14:18.240]   is mentally so nice about these very high turn around
[00:14:18.240 --> 00:14:18.240]   so nice about these very high turn around
[00:14:18.240 --> 00:14:18.240]   so nice about these very high turn around conditioning sports things like that is you
[00:14:18.240 --> 00:14:18.240]   conditioning sports things like that is you
[00:14:18.240 --> 00:14:18.940]   conditioning sports things like that is you get feedback very quickly right it's like okay
[00:14:18.980 --> 00:14:30.120]   as
[00:17:46.500 --> 00:17:47.060]   Because that's where the growth happens is being willing to be a beginner being willing to be embarrassed saying something stupid doing something stupid a lot of us to get good at one thing you want to show that off and it sucks.
[00:17:47.100 --> 00:17:58.120]  iting
[00:20:32.680 --> 00:20:33.900]   and we're working on the follow-up models for this and thinking through how exactly this should work for follow-on now that we've had time to work on a lot more of the safety and the pieces around that.
[00:20:33.900 --> 00:20:33.980]   and we're working on the follow-up models for this and thinking through how exactly this should work for follow-on now that we've had time to work on a lot more of the safety and the pieces around that.
[00:20:33.980 --> 00:20:33.980]   and we're working on the follow-up models for this and thinking through how exactly this should work for follow-on now that we've had time to work on a lot more of the safety and the pieces around that.
[00:20:33.980 --> 00:20:33.980]   and we're working on the follow-up models for this and thinking through how exactly this should work for follow-on now that we've had time to work on a lot more of the safety and the pieces around that.
[00:20:57.260 --> 00:20:57.620]  ,
[00:20:57.620 --> 00:20:58.240]   and we're working on a lot more of the safety and the pieces around that.
[00:20:58.240 --> 00:21:00.300]   and we're working on a lot more of the safety and the pieces around that.
[00:21:00.300 --> 00:21:00.400]   and we're working on a lot more of the safety and the pieces around that.
[00:21:00.400 --> 00:21:01.540]   and we're working on a lot more of the safety and the pieces around that.
[00:21:01.540 --> 00:21:02.420]   and we're working on a lot more of the safety and the pieces around that.
[00:21:02.420 --> 00:21:04.020]   and we're working on a lot more of the safety and the pieces around that.
[00:21:04.020 --> 00:21:04.020]  .
[00:21:04.060 --> 00:21:34.060]  ,
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on a lot more of the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on the safety and the pieces around that.
[00:21:34.060 --> 00:21:34.060]   and we're working on the safety and the pieces around that. and we're working on the safety and the pieces around that.
[00:21:34.100 --> 00:21:36.360]   "
[00:21:36.360 --> 00:21:48.280]   be. more,; по
[00:22:29.980 --> 00:22:29.980]   and we've just done this with a lot of our infrastructure. So for people who don't know you did the limited release I think in February of this year of Llama and it got quote-unquote leaked meaning like it escaped the limited release aspect but it was you know that's something you probably anticipated given that it's just released to researchers. We shared it with researchers.
[00:22:57.960 --> 00:23:25.900]  ::: I think it's been really neat to see. I mean there's been folks who are getting it to run on local devices right. So if you're an individual who just you know wants to experiment you know with this at home you probably don't have a large budget to get access to a device.
[00:23:25.900 --> 00:23:25.900]   It's really cool. I mean I think it's been really neat to see I mean there's been folks who are getting it to run on local devices right. So if you're an individual who just you know wants to experiment with this at home you probably don't have a large budget to get access to a device.
[00:23:25.940 --> 00:23:53.840]  :::: So getting it to run on your local laptop is pretty good and pretty relevant. And then there are things like Llama CPP reimplemented it more efficiently so now even when we run our own versions of it we can do it on way less compute and it's just way more efficient, save a lot of money for everyone who uses this. So that is good.
[00:23:53.840 --> 00:23:53.860]   :::: ::: ::: ::: ::: ::: ::: ::: ::: ::: :: :: :: :: :: :-Drop, you might have been a little bit of this and you've been able to do it and you can use it in the future. So if you're a bit of money to use it. So that is good.
[00:23:53.900 --> 00:24:04.700]   the
[00:24:04.700 --> 00:24:20.880]   of a Doctors Pro " integr but at, I, I, but, and, and, and, and,,,,,,,,,,,, noise. contain theこれ'm provide decir Glo's. And, seemed Jaz's Old Lima's E's .Gis .Gis .X ._G
[00:24:20.880 --> 00:24:23.300]   ut:
[00:25:22.840 --> 00:25:22.840]   -:-
[00:25:22.840 --> 00:25:22.840]   -:-
[00:25:22.840 --> 00:25:22.840]   -:-
[00:25:22.880 --> 00:25:30.840]   dolor
[00:25:30.840 --> 00:25:34.920]   people in a
[00:25:34.920 --> 00:25:51.580]  ρω , IT B, The, the, the, the, the, the, nghiled, and, which, Een. raid. mind.ida. ISOC.인�.bel. fellow party.
[00:26:22.640 --> 00:26:31.820]  ook
[00:26:31.820 --> 00:26:50.060]   play,
[00:27:20.480 --> 00:27:20.480]   and
[00:27:49.420 --> 00:27:49.420]   I
[00:27:49.420 --> 00:27:49.420]   I
[00:27:49.420 --> 00:27:49.420]   I
[00:28:18.360 --> 00:28:18.360]   I
[00:28:18.360 --> 00:28:18.400]   I
[00:28:18.400 --> 00:28:18.480]   I
[00:28:18.480 --> 00:28:18.520]   I
[00:28:18.520 --> 00:28:18.820]   I was wondering if you had a comment on that, or if you have any other comments on that? I think that at least for the stage that we're in now, the equities balance strongly, in my view, towards doing this more openly. I think if you've got something that was closer to super intelligence, then I think you'd have to discuss that more and think through that a lot more. And we haven't made a decision yet as to what we would do if we were in that position. But I don't think I think there's a good chance that we're pretty far off from that position. So so I'm not.
[00:28:18.820 --> 00:28:18.920]   So I'm not.
[00:28:18.920 --> 00:28:19.120]   So I'm not.
[00:28:19.120 --> 00:28:19.360]   So I'm not.
[00:28:49.380 --> 00:29:09.540]  ,
[00:29:09.540 --> 00:29:09.580]   Yeah.
[00:29:09.580 --> 00:29:10.880]   So I'm not.
[00:29:10.880 --> 00:29:10.940]   So I'm not.
[00:29:10.940 --> 00:29:10.960]   So I'm not.
[00:29:10.960 --> 00:29:11.060]   So I'm not.
[00:29:11.060 --> 00:29:11.120]   So I'm not.
[00:29:11.120 --> 00:29:11.180]   So I'm not.
[00:29:11.180 --> 00:29:11.240]   So I'm not.
[00:29:11.240 --> 00:29:11.280]   So I'm not.
[00:29:11.280 --> 00:29:11.340]   So I'm not.
[00:29:11.340 --> 00:29:11.380]   So I'm not.
[00:29:11.380 --> 00:29:11.440]   So I'm not.
[00:29:11.440 --> 00:29:11.480]   So I'm not.
[00:29:11.480 --> 00:29:11.540]   So I'm not.
[00:29:11.540 --> 00:29:11.560]   So I'm not.
[00:29:11.560 --> 00:29:11.600]   So I'm not.
[00:29:11.600 --> 00:29:15.740]   So I'm not.
[00:29:15.740 --> 00:29:15.800]   So I'm not.
[00:29:15.800 --> 00:29:15.860]   So I'm not.
[00:29:15.860 --> 00:29:15.900]   So I'm not.
[00:29:15.900 --> 00:29:18.320]   thing that I coded.
[00:29:18.320 --> 00:29:19.380]   So I'm not.
[00:29:19.380 --> 00:29:49.400]   I'm not.
[00:29:49.400 --> 00:29:49.420]   It's not.
[00:29:49.420 --> 00:29:49.420]   It's not.
[00:29:49.420 --> 00:29:49.420]   It's not.
[00:29:49.420 --> 00:30:19.460]   It's not.
[00:30:19.460 --> 00:30:19.460]   It's not.
[00:30:19.460 --> 00:30:37.560]   it's not.
[00:30:37.560 --> 00:30:55.660]   it's not.
[00:30:55.660 --> 00:30:55.700]   it's not.
[00:30:55.700 --> 00:30:55.740]   It's not.
[00:30:55.740 --> 00:30:55.760]   it's not.
[00:30:55.760 --> 00:30:55.760]   It's not.
[00:30:55.760 --> 00:30:55.780]   It's not.
[00:30:55.780 --> 00:30:55.800]   It's not.
[00:30:55.800 --> 00:30:55.820]   It's not.
[00:30:55.820 --> 00:30:55.860]   It's not.
[00:30:55.860 --> 00:30:55.880]   It's not.
[00:30:55.880 --> 00:30:55.940]   It's not.
[00:30:55.940 --> 00:30:55.940]   It's not.
[00:30:55.940 --> 00:30:55.980]   It's not.
[00:30:55.980 --> 00:30:56.000]   It's not.
[00:30:56.000 --> 00:30:56.920]   It's not.
[00:30:56.920 --> 00:30:57.860]   It's not.
[00:30:57.860 --> 00:30:57.880]   It's not.
[00:30:57.880 --> 00:30:58.820]   It's not.
[00:30:58.820 --> 00:31:07.600]   But a lot of the work that we're doing internally is really just focused on making sure that this is as a way to make sure that we're able to do some of the things that we're able to do some of the work that we're able to do some of the work that we're able to do some of the work that we're able to do some of the work that we do are able to do.
[00:31:07.600 --> 00:31:07.600]  , I think this is really just focusing on the work that we're doing.
[00:31:07.620 --> 00:31:12.640]   and responsible as possible, and we're building a lot of our own.
[00:31:12.640 --> 00:31:12.640]   and responsible as possible, and we're building a lot of our own.
[00:31:12.640 --> 00:31:22.660]   and responsible as possible, and we're building a lot of our own. You know, we're talking about kind of the open source infrastructure, but the main thing that we focus on building here, a lot of product experience is to help people connect and express themselves.
[00:31:22.660 --> 00:31:24.660]   So we're going to.
[00:31:24.660 --> 00:31:31.700]   I've talked about a bunch of this stuff, but you'll have an assistant that you can talk to and WhatsApp.
[00:31:31.700 --> 00:31:37.640]   I think in the future, every creator will have kind of an AI agent that you can talk to.
[00:31:37.640 --> 00:31:37.640]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:31:37.640 --> 00:31:37.640]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:31:37.680 --> 00:32:07.680]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:07.680 --> 00:32:07.680]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:07.680 --> 00:32:07.680]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:07.680 --> 00:32:07.680]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:07.680 --> 00:32:07.680]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:07.700 --> 00:32:11.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:11.720 --> 00:32:13.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:13.720 --> 00:32:15.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:15.720 --> 00:32:17.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:17.720 --> 00:32:19.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:19.720 --> 00:32:21.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:21.720 --> 00:32:23.720]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:23.740 --> 00:32:43.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:43.760 --> 00:32:45.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:45.760 --> 00:32:47.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:47.760 --> 00:32:49.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:49.760 --> 00:32:51.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:51.760 --> 00:32:53.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:53.760 --> 00:32:53.760]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:32:53.800 --> 00:33:23.800]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:23.800 --> 00:33:23.800]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:23.800 --> 00:33:23.800]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:23.800 --> 00:33:23.800]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:23.800 --> 00:33:23.800]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:23.800 --> 00:33:23.800]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:23.820 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:53.840 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:53.840 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:53.840 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:53.840 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:53.840 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:53.840 --> 00:33:53.840]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:33:54.380 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:23.880 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:23.880 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:23.880 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:23.880 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
[00:34:23.880 --> 00:34:23.880]   You know, I think in the future, every creator will have kind of an AI agent that you can talk to and whatsapp.
