
[00:00:00.000 --> 00:00:04.000]   (music)
[00:06:04.000 --> 00:06:09.000]   Luke 12, "Sell your possessions, give alms, provide yourselves with purses in heaven."
[00:06:09.000 --> 00:06:14.000]   Luke 14, "Whoever does not renounce all that he has cannot be my disciple."
[00:06:14.000 --> 00:06:20.000]   Luke 18, "How hard it is for the rich to enter into the kingdom of heaven."
[00:06:20.000 --> 00:06:28.000]   2 Corinthians 6, "We apostles are poor, making many rich. We have nothing and yet possess all things."
[00:06:28.000 --> 00:06:35.000]   And on and on and on. Texts like that just push and push on American and global Christians.
[00:06:35.000 --> 00:06:41.000]   Move toward need, not comfort. Live simply. Live a wartime lifestyle.
[00:06:41.000 --> 00:06:50.000]   So my answer is no, no. Job should not be used as a justification for all of us to ask that our resources be doubled.
[00:06:50.000 --> 00:06:57.000]   It may be perfectly right for a poor person to want his resources to be doubled and pray for it.
[00:06:57.000 --> 00:07:02.000]   Not criticizing that at all. But that would not be based on Job. No way.
[00:07:02.000 --> 00:07:05.000]   That's going to be based on other texts.
[00:07:05.000 --> 00:07:11.000]   Second question, is the Christian meant to embrace only loss and suffering?
[00:07:11.000 --> 00:07:18.000]   No. We are to pray for healing if we're sick. We're to pray for joy if we're discouraged.
[00:07:18.000 --> 00:07:23.000]   We're to pray for fruitfulness and effectiveness if our life is barren.
[00:07:23.000 --> 00:07:28.000]   We're to pray for relational peace if our life is conflicted in pain.
[00:07:28.000 --> 00:07:34.000]   We're to pray for victory over life-destroying sins like drunkenness or drugs or fornication.
[00:07:34.000 --> 00:07:44.000]   All of these are prayers. All of these are desires that we would overcome certain kinds of loss and suffering.
[00:07:44.000 --> 00:07:51.000]   In other words, loss and suffering are not in themselves something that God holds out as desirable.
[00:07:51.000 --> 00:07:59.000]   They may in fact be what God calls us to as a means to something else, like the advance of the gospel.
[00:07:59.000 --> 00:08:04.000]   But they are not to be desired or sought in and of themselves.
[00:08:04.000 --> 00:08:13.000]   In 1 Timothy, Paul warns against those who taught Christians that the pleasures of food and marriage are evil.
[00:08:13.000 --> 00:08:15.000]   Here's his response.
[00:08:15.000 --> 00:08:29.000]   They forbid marriage and require abstinence from foods that God created to be received with thanksgiving by those who believe and know the truth.
[00:08:29.000 --> 00:08:33.000]   Suffering and loss are God's instruments for our sanctification.
[00:08:33.000 --> 00:08:40.000]   We don't pick up the doctor's scalpel and start cutting ourselves.
[00:08:40.000 --> 00:08:50.000]   We just obey the doctor and do what he says. And if we need surgery along the way or even an amputation, we trust our doctor.
[00:08:50.000 --> 00:08:55.000]   And we glorify his wisdom and mercy in our suffering.
[00:08:55.000 --> 00:09:03.000]   The aim of the Christian is not to suffer, but to love and accept whatever suffering that requires.
[00:09:03.000 --> 00:09:10.000]   And finally, a third question, is it right to pray that I have enough money to enjoy a comfortable life?
[00:09:10.000 --> 00:09:15.000]   Again, that question can't be answered the same for everybody.
[00:09:15.000 --> 00:09:28.000]   Some well-to-do people, I know them, want more and more and more and more things because they think they can't be comfortable unless they have two cars or two houses or ten shirts.
[00:09:28.000 --> 00:09:44.000]   Whereas there are millions of people in the world for whom comfortable would mean, could I just have one shirt, enough food for my family, a roof over my head, some education for my kids, a little basic health care?
[00:09:44.000 --> 00:09:50.000]   The Apostle Paul said, "We brought nothing into the world. We cannot take anything out of the world.
[00:09:50.000 --> 00:09:54.000]   But if we have food and clothing with these, we will be content."
[00:09:54.000 --> 00:10:10.000]   I think that was Paul's way of saying, it's not wrong to want to have the basics of life so that you can pursue meaningful work and fruitfulness in your life.
[00:10:10.000 --> 00:10:14.000]   It's not wrong to want, it's not wrong to pray for it.
[00:10:14.000 --> 00:10:19.000]   All of this, it seems to me, is very much a matter of the heart.
[00:10:19.000 --> 00:10:39.000]   Does your heart say with the Apostle Paul, "Christ is so precious to me that I have learned the secret of facing plenty and hunger, abundance and need," or does your heart say, "I have to have more and more and more in order to be content"?
[00:10:39.000 --> 00:10:42.000]   Only God knows the true condition of your heart.
[00:10:42.000 --> 00:10:46.000]   That's where the real battle is fought.
[00:10:46.000 --> 00:11:03.000]   So may God make it plain to all of us how much more of our resources we can put to use for his gospel-spreading purposes and how much we may rightfully use for ourselves.
[00:11:03.000 --> 00:11:08.000]   Yeah, amen. The heart is where this battle must be waged against the love of money.
[00:11:08.000 --> 00:11:09.000]   Thank you, Pastor John.
[00:11:09.000 --> 00:11:11.000]   And thank you for joining us today.
[00:11:11.000 --> 00:11:12.000]   You can ask a question of your own.
[00:11:12.000 --> 00:11:15.000]   You can search our Growing Archive or subscribe to the podcast.
[00:11:15.000 --> 00:11:20.000]   Do all of that at DesiringGod.org/AskPastorJohn
[00:11:20.000 --> 00:11:23.000]   We all want to be loved by God.
[00:11:23.000 --> 00:11:24.000]   But why?
[00:11:24.000 --> 00:11:27.000]   Why do you want to be loved by God?
[00:11:27.000 --> 00:11:30.000]   Is it to escape eternal judgment?
[00:11:30.000 --> 00:11:32.000]   Is it to be freed from the guilt of sin?
[00:11:32.000 --> 00:11:34.000]   Is it to have a clean conscience?
[00:11:34.000 --> 00:11:38.000]   Or is it because the consequences of sin have made a mess of your life?
[00:11:38.000 --> 00:11:42.000]   Why do you want to be loved by God?
[00:11:42.000 --> 00:11:43.000]   This is the topic.
[00:11:43.000 --> 00:11:45.000]   Next time, I'm your host, Tony Reinke.
[00:11:45.000 --> 00:11:48.000]   We'll see you back here on Wednesday.
[00:11:48.000 --> 00:11:50.000]   [END]
[00:11:50.000 --> 00:11:52.000]   [END]
[00:11:52.000 --> 00:11:54.000]   [END]
[00:11:54.000 --> 00:12:04.000]   [BLANK_AUDIO]

