
[00:00:00.000 --> 00:00:03.000]   Your tough Tacoma is here.
[00:04:22.000 --> 00:04:29.000]   And they don't come out making any allegations of fraud, any allegations of abuse, etc.
[00:04:29.000 --> 00:04:41.000]   This is strikingly similar to the tax returns of President Trump when that story was quite big over the last year and a half, I guess it was, when President Trump's tax returns were leaked.
[00:04:41.000 --> 00:05:06.000]   New York Times reported extensively on them, and basically at its heart, the story came out and said, "Yeah, President Trump owns a lot of real estate, and there was a very lovely change in the deductibility of losses that happened at a fortuitous time when his income increased due to not investing in real estate but to running a highly successful TV show, and it was just a fortuitous change in the tax code."
[00:05:06.000 --> 00:05:12.000]   But even in that article, there were no clear allegations or proof of any kind of tax evasion, there were no allegations of fraud.
[00:05:12.000 --> 00:05:20.000]   I examined that carefully, and you couldn't come away with that saying anything other than, "This man's a real estate investor."
[00:05:20.000 --> 00:05:22.000]   Remarkable.
[00:05:22.000 --> 00:05:24.000]   I'd like to begin by pointing that out.
[00:05:24.000 --> 00:05:36.000]   That is, to me, remarkable. And in many ways, it is emblematic of really the way that most US American taxpayers conduct their affairs.
[00:05:36.000 --> 00:06:00.000]   Even though there is much argument, much public vitriol around the subject of taxes, most of the tax research institutes, at least the data that I have reviewed of the people who've tried to study the level of tax evasion, report that the level of tax evasion by US Americans is substantially lower than even other leading countries, such as several European countries.
[00:06:00.000 --> 00:06:12.000]   Now, in the ProPublica article, they link to a paywalled academic article on tax evasion, alleging that billionaires are engaging in tax evasion.
[00:06:12.000 --> 00:06:22.000]   I did not pay the fee to read that particular article, but in this article that they have produced based upon their data, they do not allege that, and I think that is remarkable.
[00:06:22.000 --> 00:06:26.000]   Now, let's talk first about the leak, then we'll get into the substance of the article.
[00:06:26.000 --> 00:06:44.000]   This is, as far as I'm concerned, as I know, a fairly unprecedented move for a journalist to have access to the most confidential data of the wealthiest people in the United States of America.
[00:06:44.000 --> 00:06:56.000]   For that data to be leaked to a journalist is a very, very legal – significant legal breach of privacy, and I think very significantly a breach of trust.
[00:06:56.000 --> 00:07:16.000]   Now, this is an interesting thing to analyze, because whenever you have a whistleblower, somebody who comes along and intentionally leaks information, publishes documents, sends those to a journalist, your response to that whistleblower will generally be driven by your personal ideological makeup.
[00:07:16.000 --> 00:07:26.000]   If the data goes against your opponents, usually you say, "Man, this shouldn't have been leaked, but I'm kind of glad it was because it paints this guy in a bad light."
[00:07:26.000 --> 00:07:35.000]   If the data is in favor of your – or against your side, then you're angry and scheduling lawsuits and everything against, "How is this data leaked?"
[00:07:35.000 --> 00:07:45.000]   One can easily understand when you absorb the contents of this article why ProPublica has taken this step to release this data, to write this analysis.
[00:07:45.000 --> 00:07:54.000]   You can certainly understand why they have done it, because they're trying to advance a cause and spark a conversation about their overall system, the tax system.
[00:07:54.000 --> 00:08:08.000]   Time will tell what the long-term effects of this wind up being. I think that we are in a place where more and more people are realizing that their most sensitive secrets can and perhaps will be exposed quite publicly.
[00:08:08.000 --> 00:08:24.000]   I don't ever write anything to anybody. I don't write a text message. I don't write a DM. I don't write an email. I don't write anything that I don't assume that it will be published live on the Internet.
[00:08:24.000 --> 00:08:31.000]   I don't put down anything on paper or write anything in my computer notes that I don't assume will be published on the Internet.
[00:08:31.000 --> 00:08:35.000]   And I don't put anything on a tax return that I don't assume will be published on the Internet.
[00:08:35.000 --> 00:08:53.000]   And I think it's important to realize that for your own sake, simply to acknowledge the fact that we live in a situation where privacy, on some ways privacy is high, but there are people who will feel that they're forwarding the better good, the public good, by advancing privacy.
[00:08:53.000 --> 00:08:57.000]   And so here we just see a very high-level indication of that.
[00:08:57.000 --> 00:09:07.000]   Be very careful and make sure that you always prepare a completely truthful tax return and that you always pay the taxes that are required of you.
[00:09:07.000 --> 00:09:16.000]   Make sure that you would not break out in cold sweats if your phone starts dinging with notifications from your friends saying, "Hey, you were published in this article."
[00:09:16.000 --> 00:09:34.000]   Will the transparency be good in the long term? Well, will the source who released this to ProPublica be treated like Julian Assange or – I'm blanking on the guy's name – Edward Snowden?
[00:09:34.000 --> 00:09:45.000]   Time will tell. But we live in a world in which any individual can impact the flow of history by releasing confidential data.
[00:09:45.000 --> 00:09:50.000]   So always be very careful with what data you ever prepare and create.
[00:09:50.000 --> 00:09:56.000]   The only place that confidential things are safe is in your head.
[00:09:56.000 --> 00:09:59.000]   Not spoken, not written, anything like that.
[00:09:59.000 --> 00:10:12.000]   And so be very careful about the numbers that ever get put down and make sure that you're living a life that is authentic, where if data and information would be published, then you wouldn't be embarrassed of it.
[00:10:12.000 --> 00:10:28.000]   One of the points of this article – it's towards the latter half of the article – but one of the things that was interesting that I appreciated was prior to publishing this piece, the ProPublica team reached out to the individuals that they were going to be profiling for comment.
[00:10:28.000 --> 00:10:38.000]   And Warren Buffett replied with a two-page letter and then followed with a number of attachments, putting together his responses.
[00:10:38.000 --> 00:10:43.000]   And then he sent that, and the ProPublica journalists were excellent enough to link to that.
[00:10:43.000 --> 00:10:47.000]   So it was quite fascinating to read Warren Buffett's letter in response to the journalist.
[00:10:47.000 --> 00:10:53.000]   And also my favorite was they reached out to Elon Musk for comment.
[00:10:53.000 --> 00:11:06.000]   And according to what the journalist put in the article, when they wrote to Elon Musk, they sent him the first email and he responded with a single character, a question mark, back to them.
[00:11:06.000 --> 00:11:09.000]   They replied again and they never received anything else.
[00:11:09.000 --> 00:11:16.000]   And what I love about those two stories is that both of those men, their responses are perfectly in character.
[00:11:16.000 --> 00:11:23.000]   I don't think either Warren Buffett or Elon Musk is particularly embarrassed by having all of their tax data released.
[00:11:23.000 --> 00:11:27.000]   There's no skeleton found therein. There's no fraud, no evasion.
[00:11:27.000 --> 00:11:32.000]   Warren Buffett's comments to the reporters were consistent with things that he has said for years.
[00:11:32.000 --> 00:11:40.000]   And then Elon Musk's personality, as expressed to the reporter, is consistent with who I perceive him to be as an individual.
[00:11:40.000 --> 00:11:42.000]   It just made me smile in reading about that.
[00:11:42.000 --> 00:11:47.000]   So I think here the benefit in the modern world is of being a consistent, authentic person.
[00:11:47.000 --> 00:11:58.000]   So that if your public or if your private messages or your private conversations are revealed in public, the goal I think that is an appropriate goal to have is to be a truly authentic person.
[00:11:58.000 --> 00:12:00.000]   So there would be no surprises.
[00:12:00.000 --> 00:12:10.000]   It's an ambition that I personally have is that if you meet me and you talk to me personally, I should hope that I'm the same person that you know in my public persona.
[00:12:10.000 --> 00:12:13.000]   Because then I can sleep well at night knowing that I'm not hiding anything.
[00:12:13.000 --> 00:12:15.000]   Let's go to the article now.
[00:12:15.000 --> 00:12:19.000]   In general, I think that this article is fair.
[00:12:19.000 --> 00:12:22.000]   I don't think it is skewed, etc.
[00:12:22.000 --> 00:12:27.000]   But I'm going to point out to you a couple of things that are usually the unasked questions.
[00:12:27.000 --> 00:12:31.000]   This is where my brain works pretty well is of thinking, "Okay, but what's the other side?"
[00:12:31.000 --> 00:12:36.000]   And I would encourage you, develop this skill of saying, "What's the other side?"
[00:12:36.000 --> 00:12:40.000]   Because if you can't develop it, you can often be bamboozled.
[00:12:40.000 --> 00:12:45.000]   You can also often be deceived by people who are telling you one side of the story.
[00:12:45.000 --> 00:12:50.000]   And you want to upgrade your analytical skills well enough to understand the counter arguments.
[00:12:50.000 --> 00:13:10.000]   And this is especially a challenge in the world of finance, which is legally complex and full of all kinds of industry jargon that if you don't understand the exact definition of it, will often seem to you as the meaning of it will often flow right by you.
[00:13:10.000 --> 00:13:21.000]   And an expert can always play on your ignorance by doing this, by talking to you and just pointing out one side of the argument.
[00:13:21.000 --> 00:13:26.000]   And you might not be educated enough or sophisticated enough to see the other side of the argument.
[00:13:26.000 --> 00:13:28.000]   The example I always give is this.
[00:13:28.000 --> 00:13:32.000]   I can make for you a presentation about, say, your IRA.
[00:13:32.000 --> 00:13:37.000]   I can come to you and I can say, "Listen, did you know that you can invest your IRA into real estate?
[00:13:37.000 --> 00:13:42.000]   Did you know that you can put all this real estate in your IRA and never pay tax on it as it grows?"
[00:13:42.000 --> 00:13:46.000]   Well, is that true? Sort of, right?
[00:13:46.000 --> 00:13:48.000]   Or maybe another example.
[00:13:48.000 --> 00:13:56.000]   Maybe I can come to you and I can say, "Listen, if you buy this variable universal life insurance policy, you can do all of your stock investing tax-free.
[00:13:56.000 --> 00:14:01.000]   After all, the mutual funds in this variable life insurance policy will grow.
[00:14:01.000 --> 00:14:06.000]   They'll be tax-free. And you can take them out and you don't pay tax when you loan them out, etc."
[00:14:06.000 --> 00:14:09.000]   Now, is that true? Both of those things are absolutely true.
[00:14:09.000 --> 00:14:11.000]   You can put real estate in your IRA.
[00:14:11.000 --> 00:14:16.000]   You could put real estate in your Roth IRA and you could defer the tax for the rest of your life.
[00:14:16.000 --> 00:14:23.000]   You could buy mutual funds inside of a variable universal life insurance policy and defer the tax for the rest of your life.
[00:14:23.000 --> 00:14:30.000]   If I only talk about the benefits, you might, however, get an inaccurate understanding of your options.
[00:14:30.000 --> 00:14:34.000]   Only a trained expert will go on and say, "Wait a second.
[00:14:34.000 --> 00:14:39.000]   Why would I turn a capital gains asset into income?"
[00:14:39.000 --> 00:14:53.000]   Because in both of those situations, we've taken a very lightly taxed asset, meaning a capital gains asset such as a house or a capital gains asset such as a stock/mutual fund,
[00:14:53.000 --> 00:15:00.000]   which is generally lightly taxed, and we've turned it into a heavily taxed asset.
[00:15:00.000 --> 00:15:13.000]   Because we transform those capital gains tax rates, which at least up until now have been favorable, into an unfavorable tax rate, namely ordinary income.
[00:15:13.000 --> 00:15:23.000]   And so you want to be always thoughtful and recognize that sometimes someone will tell you the truth, but they're deceiving you by only telling you one side of the truth.
[00:15:23.000 --> 00:15:28.000]   And here you see that in the very first paragraph of this article.
[00:15:28.000 --> 00:15:30.000]   Let me read it to you.
[00:15:30.000 --> 00:15:38.000]   In 2007, Jeff Bezos, then a multi-billionaire and now the world's richest man, did not pay a penny in federal income taxes.
[00:15:38.000 --> 00:15:42.000]   He achieved the feat again in 2011.
[00:15:42.000 --> 00:15:51.000]   In 2018, Tesla founder Elon Musk, the second richest person in the world, also paid no federal income taxes.
[00:15:51.000 --> 00:15:54.000]   Michael Bloomberg managed to do the same in recent years.
[00:15:54.000 --> 00:15:57.000]   Billionaire investor Carl Icahn did it twice.
[00:15:57.000 --> 00:16:02.000]   George Soros paid no federal income tax three years in a row.
[00:16:02.000 --> 00:16:04.000]   Now I'm going to pause for a moment.
[00:16:04.000 --> 00:16:16.000]   I want to point this out to you, that the first question you should have is, "Okay, let me assume that what you're saying is true, but what happened in the other years?
[00:16:16.000 --> 00:16:20.000]   Did they pay federal income taxes in the other years?
[00:16:20.000 --> 00:16:28.000]   Jeff Bezos didn't pay income tax in 2007, 2011, but what did happen in 2008, 2009, 2010, 2012?"
[00:16:28.000 --> 00:16:34.000]   Or a better question is, "How much total tax have they paid?
[00:16:34.000 --> 00:16:36.000]   How much total tax has Jeff Bezos paid?
[00:16:36.000 --> 00:16:40.000]   Or how much total tax has George Soros paid?"
[00:16:40.000 --> 00:16:56.000]   Because if I came to you and I said, "Hey, look, last year, two years ago, I was the CEO of a big company, and I made a million dollars of income, and I paid $400,000 of tax.
[00:16:56.000 --> 00:17:06.000]   But then last year, I paid nothing, and then this year, I'm going to pay another $400,000 in tax," what should you immediately guess?
[00:17:06.000 --> 00:17:12.000]   "Maybe I was jobless for the year. Maybe I got laid off. Maybe I didn't have any profits."
[00:17:12.000 --> 00:17:14.000]   There are lots of questions.
[00:17:14.000 --> 00:17:29.000]   So I think what's concerning is I expect this particular article to be extremely effective because this question, by the way, is not answered on page one, page two, or page three.
[00:17:29.000 --> 00:17:38.000]   All the way on page four, we read this, talking about Bezos.
[00:17:38.000 --> 00:17:42.000]   In 2011 – actually, let me pull one back for a moment.
[00:17:42.000 --> 00:17:48.000]   In that year, Bezos is talking about – sorry, got to go back one more paragraph.
[00:17:48.000 --> 00:17:53.000]   "Consider Bezos' 2007, one of the years he paid zero in federal income taxes.
[00:17:53.000 --> 00:17:55.000]   Amazon's stock more than doubled.
[00:17:55.000 --> 00:18:01.000]   Bezos' fortune leapt $3.8 billion, according to Forbes, whose wealth estimates are widely cited.
[00:18:01.000 --> 00:18:06.000]   How did a person enjoying that sort of wealth explosion end up paying no income tax?
[00:18:06.000 --> 00:18:19.000]   In that year, Bezos, who filed his taxes jointly with his then-wife, Mackenzie Scott, reported a paltry – for him – $46 million in income, largely from interest and dividend payments on outside investments.
[00:18:19.000 --> 00:18:32.000]   He was able to offset every penny he earned with losses from side investments and various deductions, like interest expenses on debts and the vague catch-all category of other expenses."
[00:18:32.000 --> 00:18:34.000]   I'm going to pause here for a moment.
[00:18:34.000 --> 00:18:36.000]   What does a loss mean?
[00:18:36.000 --> 00:18:40.000]   Quite literally, what does it mean if you have a loss?
[00:18:40.000 --> 00:18:43.000]   It means you lose money.
[00:18:43.000 --> 00:18:45.000]   It means you lost money.
[00:18:45.000 --> 00:18:57.000]   And, subject to the appropriate IRS tax rules on losses, be they losses in an active business, losses in a passive business, or investment, you can deduct those losses against your other income.
[00:18:57.000 --> 00:19:00.000]   Similarly, what about other expenses?
[00:19:00.000 --> 00:19:04.000]   What is the tab on "other expenses" on your tax return?
[00:19:04.000 --> 00:19:12.000]   Well, it's there because tax returns are reliably muddy in terms of the categories.
[00:19:12.000 --> 00:19:21.000]   If you've ever filled out a simple Schedule C on your business, I would expect that you've had lots of expenses under "other expenses" that simply don't fit into all those categories.
[00:19:21.000 --> 00:19:26.000]   So, there's nothing abnormal about this when you understand that somebody has losses.
[00:19:26.000 --> 00:19:28.000]   They've invested money.
[00:19:28.000 --> 00:19:29.000]   They tried to do something.
[00:19:29.000 --> 00:19:30.000]   Who knows?
[00:19:30.000 --> 00:19:32.000]   I'd be interested to know what he lost money on, like what he was trying to build.
[00:19:32.000 --> 00:19:35.000]   But they invested money and they lost it.
[00:19:35.000 --> 00:19:43.000]   Next, in 2011, a year in which his wealth held roughly steady at $18 billion, Bezos filed a tax return reporting he lost money.
[00:19:43.000 --> 00:19:47.000]   His income that year was more than offset by investment losses.
[00:19:47.000 --> 00:19:56.000]   What's more, because, according to the tax law he made so little, he even claimed and received a $4,000 tax credit for his children.
[00:19:56.000 --> 00:20:05.000]   His tax avoidance is even more striking if you examine 2006-2018, a period for which ProPublica has complete data.
[00:20:05.000 --> 00:20:15.000]   Bezos' wealth increased by $127 billion, according to Forbes, but he reported a total of $6.5 billion in income.
[00:20:15.000 --> 00:20:26.000]   The $1.4 billion he paid in federal taxes is a massive number, yet it amounts to a 1.1% true tax rate on the rise of his fortune.
[00:20:26.000 --> 00:20:29.000]   This is a concept that we haven't discussed yet that was the first thing we discussed in the article.
[00:20:29.000 --> 00:20:31.000]   We'll talk about it in a moment.
[00:20:31.000 --> 00:20:41.000]   But the key question is, Bezos paid taxes totaling $1.4 billion.
[00:20:41.000 --> 00:20:59.000]   And if we analyze the tax rate that he paid on his $1.4 billion off of $6.5 billion in income, my calculator tells me that's 21.5% of his income paid in federal income taxes.
[00:20:59.000 --> 00:21:12.000]   Which I would say, for most people who are accustomed to working with business owners, who are largely receiving their income in the form of capital gains and/or dividends, that's probably expected.
[00:21:12.000 --> 00:21:14.000]   21%? Great.
[00:21:14.000 --> 00:21:17.000]   Nothing like the 1.1%.
[00:21:17.000 --> 00:21:20.000]   Now we'll go back to that concept because this is the basic argument.
[00:21:20.000 --> 00:21:28.000]   As I see it, this article is written to encourage people to talk about the importance of establishing some form of wealth tax.
[00:21:28.000 --> 00:21:30.000]   That's the basic idea.
[00:21:30.000 --> 00:21:40.000]   And at its core, the way that this article advances this idea is by trying to get people to use what they're calling a "true tax rate."
[00:21:40.000 --> 00:21:42.000]   Here's how they put it.
[00:21:42.000 --> 00:21:48.000]   "To capture the financial reality of the richest Americans, ProPublica undertook an analysis that has never been done before.
[00:21:48.000 --> 00:21:58.000]   We compared how much in taxes the 25 richest Americans paid each year to how much Forbes estimated their wealth grew in that same time period.
[00:21:58.000 --> 00:22:01.000]   We're going to call this their 'true tax rate.'
[00:22:01.000 --> 00:22:03.000]   The results are stark.
[00:22:03.000 --> 00:22:13.000]   According to Forbes, those 25 people saw their worth rise a collective $401 billion from 2014 to 2018.
[00:22:13.000 --> 00:22:22.000]   They paid a total of $13.6 billion in federal income taxes in those five years, the IRS data shows.
[00:22:22.000 --> 00:22:27.000]   That's a staggering sum, but it amounts to a true tax rate of only 3.4%.
[00:22:27.000 --> 00:22:35.000]   It's a completely different picture for middle-class Americans, for example wage earners in their early 40s who have amassed a typical amount of wealth for people their age.
[00:22:35.000 --> 00:22:46.000]   From 2014 to 2018, such households saw their net worth expand by about $65,000 after taxes on average, mostly due to the rise in value of their homes.
[00:22:46.000 --> 00:22:55.000]   But because the vast bulk of their earnings were salaries, their tax bills were almost as much, nearly $62,000 over that five-year period."
[00:22:55.000 --> 00:22:57.000]   Now let's pause for a moment.
[00:22:57.000 --> 00:23:02.000]   Did you think and question the way that the data is being presented from you?
[00:23:02.000 --> 00:23:05.000]   I have some tips for you to develop this analytical habit.
[00:23:05.000 --> 00:23:08.000]   First thing you always need to look at is the years.
[00:23:08.000 --> 00:23:15.000]   When I'm reading an article like this, I circle every single calendar year and ask myself, "What's happening during that year?"
[00:23:15.000 --> 00:23:19.000]   In paragraph one, I circled 2007 and 2011 and I wrote a question.
[00:23:19.000 --> 00:23:22.000]   What happened to Amazon's stock price during that year?
[00:23:22.000 --> 00:23:24.000]   What was Bezos doing?
[00:23:24.000 --> 00:23:29.000]   2007 was right before the crash of 2008.
[00:23:29.000 --> 00:23:31.000]   Did that have any effect on it?
[00:23:31.000 --> 00:23:32.000]   2011 was right after.
[00:23:32.000 --> 00:23:34.000]   What was the effect?
[00:23:34.000 --> 00:23:35.000]   Think about that.
[00:23:35.000 --> 00:23:38.000]   In this case, the first thing is 2014 to 2018.
[00:23:38.000 --> 00:23:40.000]   What happened between those years?
[00:23:40.000 --> 00:23:43.000]   Well, you had an unprecedented – I shouldn't say unprecedented.
[00:23:43.000 --> 00:23:48.000]   You had a significant bull market from 2014 to 2018.
[00:23:48.000 --> 00:23:50.000]   You had massive growth in the stock market.
[00:23:50.000 --> 00:23:52.000]   You had massive growth in real estate values.
[00:23:52.000 --> 00:23:55.000]   You've had a massive, massive growth.
[00:23:55.000 --> 00:23:59.000]   And so the fact that billionaires have had their incomes increase makes sense.
[00:23:59.000 --> 00:24:01.000]   Sorry, their assets increase.
[00:24:01.000 --> 00:24:05.000]   Now, the other thing I question is, "All right, are we doing an accurate analysis here?"
[00:24:05.000 --> 00:24:15.000]   And we know that the profile of any wealthy person as compared to a median wage earner is going to be very different
[00:24:15.000 --> 00:24:20.000]   because median wage earners don't generally build much wealth.
[00:24:20.000 --> 00:24:25.000]   But when they do build wealth, let me ask you, where is it located?
[00:24:25.000 --> 00:24:32.000]   In the United States of America, if a median wage earner is building wealth, where is that wealth located?
[00:24:32.000 --> 00:24:41.000]   It's almost always located in their primary house, their residence where they live, and/or in their retirement accounts.
[00:24:41.000 --> 00:24:48.000]   Now, at first when I read this, I thought that the ProPublica journalists were making an entirely unacceptable argument.
[00:24:48.000 --> 00:24:59.000]   By comparing the tax rate of billionaires with their business asset growth as compared to wage earners with just their wages.
[00:24:59.000 --> 00:25:05.000]   But then I went back and read it more carefully, and I see that they did evidently include a rise in value of their homes.
[00:25:05.000 --> 00:25:13.000]   But they didn't say that they included a rise in value of their 401(k) accounts or other retirement accounts, which is surprising to me.
[00:25:13.000 --> 00:25:19.000]   Because most median wage earners, the bottom quartile of wage earners, no, they won't participate much in 401(k)s.
[00:25:19.000 --> 00:25:25.000]   But median wage earners, middle 50%, there should be a significant growth in 401(k)s.
[00:25:25.000 --> 00:25:33.000]   And so while I'm not sure that they didn't include it, I'm suspicious in their analysis that perhaps they didn't include it.
[00:25:33.000 --> 00:25:35.000]   And so I think suspicion is warranted.
[00:25:35.000 --> 00:25:48.000]   And I couldn't find anything in the links that indicated how exactly they arrived at this concept of how much a median wage earner's net worth increased with actual good data that I could put my hands on.
[00:25:48.000 --> 00:25:52.000]   And so I am overall suspicious of this.
[00:25:52.000 --> 00:25:54.000]   But here's a bigger question, okay?
[00:25:54.000 --> 00:26:03.000]   A little bit earlier in the article, they say this about they've obtained the trove of tax records, and here's their summary statement.
[00:26:03.000 --> 00:26:17.000]   "Taken together, this 'it'," meaning this collection of documents, "it demolishes the cornerstone myth of the American tax system, that everyone pays their fair share and the richest Americans pay the most."
[00:26:17.000 --> 00:26:20.000]   That's a pretty strong statement.
[00:26:20.000 --> 00:26:22.000]   A very strong statement.
[00:26:22.000 --> 00:26:34.000]   And I do not believe that this article has advanced enough evidence to be able to say this statement with confidence and without modification.
[00:26:34.000 --> 00:26:37.000]   Now, it is simply going to spark a conversation.
[00:26:37.000 --> 00:26:39.000]   We'll talk about wealth taxes in a moment.
[00:26:39.000 --> 00:26:42.000]   And I'm not trying to be Mr. Pro-Billionaire.
[00:26:42.000 --> 00:26:44.000]   I'll share some of my thoughts in a moment.
[00:26:44.000 --> 00:26:50.000]   I don't think many U.S. Americans are going to be crying if these billionaires are taxed more heavily.
[00:26:50.000 --> 00:26:52.000]   That's kind of a separate question.
[00:26:52.000 --> 00:26:56.000]   But I don't think this argument is actually achieved.
[00:26:56.000 --> 00:26:58.000]   Here again is their statement.
[00:26:58.000 --> 00:27:08.000]   "Taken together, it demolishes the cornerstone myth of the American tax system, that everyone pays their fair share and the richest Americans pay the most."
[00:27:08.000 --> 00:27:11.000]   So let's dissect some of these words a little bit.
[00:27:11.000 --> 00:27:15.000]   First, does everyone pay their fair share?
[00:27:15.000 --> 00:27:20.000]   Well, we would then have to define what is fair.
[00:27:20.000 --> 00:27:22.000]   What is fair?
[00:27:22.000 --> 00:27:27.000]   If we come together and we're going to do something, what is fair?
[00:27:27.000 --> 00:27:37.000]   I want to spend a moment to try to think this through with you and just use schoolyard logic to try to figure out what is fair.
[00:27:37.000 --> 00:27:42.000]   Let's pretend that you are in high school.
[00:27:42.000 --> 00:27:45.000]   And you and your buddies are getting together.
[00:27:45.000 --> 00:27:54.000]   Maybe it's after football practice and you and your buddies are going to go out and order pizza together.
[00:27:54.000 --> 00:28:00.000]   So you go to the pizza restaurant and you're with 10 of your buddies and you order 5 pizzas or 4 pizzas between you.
[00:28:00.000 --> 00:28:04.000]   So with 4 pizzas, it's a little bit difficult to divide the math evenly.
[00:28:04.000 --> 00:28:08.000]   What is a fair way at the end of that to settle the bill?
[00:28:08.000 --> 00:28:16.000]   Well, one fair way to do it, among others, but one fair way would be to divide the bill equally.
[00:28:16.000 --> 00:28:21.000]   Let's say that you have 10 people.
[00:28:21.000 --> 00:28:24.000]   You have 4 people that have consumed pizzas.
[00:28:24.000 --> 00:28:30.000]   The total bill is $40 and so you divide $40 divided by 10 and now you're left with $4 each.
[00:28:30.000 --> 00:28:36.000]   So each of you kick in $4 for pizza and now everyone walks away.
[00:28:36.000 --> 00:28:38.000]   Now is that fair?
[00:28:38.000 --> 00:28:41.000]   Well, maybe, maybe not, right?
[00:28:41.000 --> 00:28:45.000]   Maybe you ate 2 pizzas, 2 pieces, but your buddy ate 6.
[00:28:45.000 --> 00:28:49.000]   Is it still fair that each of you paid $4?
[00:28:49.000 --> 00:28:54.000]   Maybe, maybe not, but that would be one way to approach fair.
[00:28:54.000 --> 00:28:57.000]   Now the next question would be is there a more fair way to do it?
[00:28:57.000 --> 00:29:01.000]   Let's say that each piece of pizza had 10 slices.
[00:29:01.000 --> 00:29:03.000]   And, which by the way, let me back up.
[00:29:03.000 --> 00:29:06.000]   First example, each one paying $4.
[00:29:06.000 --> 00:29:12.000]   This would be an example of something like a head tax, right, or a poll tax, right?
[00:29:12.000 --> 00:29:15.000]   Each person is going to pay the same amount.
[00:29:15.000 --> 00:29:21.000]   Each person is going to pay $2,000 for the use of, for the functioning of our government.
[00:29:21.000 --> 00:29:23.000]   It's going to be $2,000 per year per person.
[00:29:23.000 --> 00:29:24.000]   Well, we know that.
[00:29:24.000 --> 00:29:28.000]   We know that not everyone is going to use the same government services.
