
[00:00:00.000 --> 00:00:03.000]   Your tough Tacoma is here.
[00:04:01.000 --> 00:04:11.000]   I had a listener that emailed me a couple of days ago and said, "Do you know that there is a show, the season 666 at the top of your iTunes chart on how to prepare for the coming recession?"
[00:04:11.000 --> 00:04:15.000]   And I had not known it and I went and fixed the problem.
[00:04:15.000 --> 00:04:27.000]   But episode 666 called How to Prepare for the Coming Recession of September of 2019 has a fairly comprehensive discussion of what to do financially speaking if you are concerned about a recession.
[00:04:27.000 --> 00:04:30.000]   And I am increasingly concerned about a recession.
[00:04:30.000 --> 00:04:32.000]   So that's my thesis statement.
[00:04:32.000 --> 00:04:37.000]   My thesis statement is there are significant storm clouds economically on the horizon.
[00:04:37.000 --> 00:04:43.000]   It will take a little time to see if those storms actually do bring, come to your local area.
[00:04:43.000 --> 00:04:49.000]   There are significant physical concerns on the horizon of sickness, etc.
[00:04:49.000 --> 00:04:58.000]   And there are a few things that you can do, but you should have your alert level very high and you should be preparing for these events at this point in time.
[00:04:58.000 --> 00:04:59.000]   That's the thesis.
[00:04:59.000 --> 00:05:05.000]   Now, let's back up and I will talk you through my thinking and my reasoning.
[00:05:05.000 --> 00:05:09.000]   I find this topic very hard because we are dealing with a lot of things that are unknown.
[00:05:09.000 --> 00:05:16.000]   And we are dealing with things that are potentially very significant or potentially less significant.
[00:05:16.000 --> 00:05:25.000]   And so I need to give you some background ideas that you can then filter through your own rational brain to figure out the right thing for you to do.
[00:05:25.000 --> 00:05:29.000]   There will be some physical preparation that you can do and some economic preparation.
[00:05:29.000 --> 00:05:31.000]   But you're going to have to filter that through.
[00:05:31.000 --> 00:05:43.000]   And so to do that effectively, I need to give you some background thinking in my brain, the things that I'm considering when I'm making the suggestions that I'm making.
[00:05:43.000 --> 00:05:45.000]   Let's begin with the physical threat.
[00:05:45.000 --> 00:05:57.000]   I have long considered a global flu pandemic to be the most likely and the most devastating threat in terms of big, large-scale emergency disaster scenarios.
[00:05:57.000 --> 00:06:03.000]   I've been interested in emergency disaster preparedness since I was, you know, prior -- before I was even a teenager.
[00:06:03.000 --> 00:06:09.000]   Some of the first books I ever remember buying when I was 12 years old, I remember I took a trip to England with my parents.
[00:06:09.000 --> 00:06:13.000]   And I came across the SAS survival manuals in some bookstores in England.
[00:06:13.000 --> 00:06:17.000]   And I used my money and I came home with three SAS survival manuals.
[00:06:17.000 --> 00:06:19.000]   And I loved those things.
[00:06:19.000 --> 00:06:26.000]   And I would go out in my backyard and practice making a shelter, an emergency shelter with a pocket knife and string of branches and things.
[00:06:26.000 --> 00:06:29.000]   Just practice all of the wood survival techniques.
[00:06:29.000 --> 00:06:38.000]   And then I got involved in emergency preparedness at an early age, doing emergency communications with some organizations and hurricane preparedness.
[00:06:38.000 --> 00:06:50.000]   And I was -- one hurricane that came through Florida, I was at the Emergency Operations Center in downtown West Palm Beach, Florida, through the hurricane, sleeping in the barracks and watching everything.
[00:06:50.000 --> 00:06:56.000]   That went on during the emergency operations systems there in the hurricanes.
[00:06:56.000 --> 00:06:59.000]   And so I've been interested in the subject for a long time.
[00:06:59.000 --> 00:07:11.000]   And as a financial planner by trade and training, I've always seen the clear and obvious corollaries from technical financial planning to emergency preparedness, as I've discussed extensively here on the show.
[00:07:11.000 --> 00:07:14.000]   They're just different approaches for the same problems.
[00:07:14.000 --> 00:07:25.000]   In the same way that you have worst-case scenarios that can affect a family financially, such as the loss of an income earner or the loss of anybody.
[00:07:25.000 --> 00:07:30.000]   And you prepare for that with some combination of financial tools and other tools, right?
[00:07:30.000 --> 00:07:32.000]   A financial tool is a life insurance policy.
[00:07:32.000 --> 00:07:41.000]   Another tool is to make sure that you tell your family how much you love them or that you've built a strong family culture so that your family won't be torn apart in your absence.
[00:07:41.000 --> 00:07:44.000]   It's a combination of financial tools and other tools.
[00:07:44.000 --> 00:07:47.000]   I've always seen the same obvious parallel to emergency preparedness.
[00:07:47.000 --> 00:08:01.000]   If you're going to be prepared for an earthquake or for a forest fire, there's some financial planning, such as having homeowner's insurance that can hopefully help you to rebuild your house after it's burned down or tumbled down.
[00:08:01.000 --> 00:08:16.000]   Then you also have to have some immediate preparation, such as a safe place to be during the earthquake or a safe evacuation route to get out of the forest fire threat or some ways to mitigate it, perhaps a shelter.
[00:08:16.000 --> 00:08:19.000]   You can have an underground shelter from fire.
[00:08:19.000 --> 00:08:21.000]   And so these are the kinds of things that could save your life.
[00:08:21.000 --> 00:08:26.000]   And you can't – if you're dead, your family can collect on your homeowner's insurance policy, but you can't.
[00:08:26.000 --> 00:08:33.000]   And so there's a perfect integration between prepping, between physical preparedness and economic preparedness, financial tools.
[00:08:33.000 --> 00:08:35.000]   And they're both important.
[00:08:35.000 --> 00:08:38.000]   And they both have to be considered.
[00:08:38.000 --> 00:08:42.000]   And so I've long tried to intertwine these topics here on Radical Personal Finance.
[00:08:42.000 --> 00:08:49.000]   But being a student of the topic myself, I've often thought about what are the worst-case scenarios.
[00:08:49.000 --> 00:08:55.000]   And my personal list, as I think about all the different worst-case scenarios, my personal list has always been three things.
[00:08:55.000 --> 00:08:58.000]   Number one, global flu pandemic.
[00:08:58.000 --> 00:09:03.000]   Number two, wide-scale EMP or electric magnetic pulse attack.
[00:09:03.000 --> 00:09:07.000]   And number three, a hot nuclear war, a widespread nuclear war.
[00:09:07.000 --> 00:09:15.000]   And all three of those scenarios are very plausible, very possible.
[00:09:15.000 --> 00:09:19.000]   I don't know what the difference is between plausible and possible.
[00:09:19.000 --> 00:09:21.000]   They're plausible and possible.
[00:09:21.000 --> 00:09:23.000]   They can happen, possible.
[00:09:23.000 --> 00:09:24.000]   And they're plausible.
[00:09:24.000 --> 00:09:26.000]   And we can easily imagine them happening.
[00:09:26.000 --> 00:09:41.000]   They all have historic analogs that can be pointed to that these things have happened in the past, with the exception of the use of electric magnetic pulse as a widespread tool of warfare.
[00:09:41.000 --> 00:09:47.000]   Although we certainly know that there are coronal mass ejections that have happened in the past that could have a similar effect as an electromagnetic pulse.
[00:09:47.000 --> 00:09:50.000]   I'll expand that in a moment.
[00:09:50.000 --> 00:09:52.000]   And so they're worth considering.
[00:09:52.000 --> 00:09:55.000]   They're all really, really bad, really bad.
[00:09:55.000 --> 00:09:59.000]   But in my opinion, the worst of those is the flu pandemic.
[00:09:59.000 --> 00:10:13.000]   And one of the reasons why the flu pandemic is potentially the worst of those is because of its slowness of onset, its slowness of happening, and its widespread global effects.
[00:10:13.000 --> 00:10:14.000]   Let me unpack that for you.
[00:10:14.000 --> 00:10:19.000]   Let's start with something like nuclear war and EMP.
[00:10:19.000 --> 00:10:46.000]   So by way of review, if you're not familiar with the concept of EMP, the basic idea is if you can detonate a powerful nuclear weapon at a high altitude above the earth, you generate what's called an electromagnetic pulse, which is simply a surge of electricity that has the potential to fry the circuits of almost any electronic equipment.
[00:10:46.000 --> 00:10:57.000]   The actual nuclear weapon will not have any effect with regard to radiation or would have very minimal effect to radiation or physical explosion.
[00:10:57.000 --> 00:11:06.000]   But the electrical pulse can destroy almost anything that is electrical that is not properly shielded against an electrical pulse.
[00:11:06.000 --> 00:11:08.000]   Now, it's unknown because it's never happened.
[00:11:08.000 --> 00:11:12.000]   It's unknown how widespread the effects of it would be.
[00:11:12.000 --> 00:11:15.000]   You can read various novels that have been written about it.
[00:11:15.000 --> 00:11:27.000]   Your two best to start with if you're interested in that particular scenario would be William Forshen's book One Second After, probably the best written and really fascinating novel, One Second After.
[00:11:27.000 --> 00:11:28.000]   I would commend that one to you.
[00:11:28.000 --> 00:11:35.000]   And then also David Crawford wrote a book called Lights Out, which is a little bit less elegantly written but still very well written.
[00:11:35.000 --> 00:11:41.000]   And they approach the problem, the same problem, but from two different novelists' perspectives.
[00:11:41.000 --> 00:11:50.000]   In those books, what you would find is that the destruction of electronic devices is total.
[00:11:50.000 --> 00:12:07.000]   Anything that has microcircuits in it, from the cell phone on your hip to the computer on your desk to the car in your garage to the power plant, everything electrical is destroyed in that particular circumstance.
[00:12:07.000 --> 00:12:10.000]   Now, that's probably not what actually would happen.
[00:12:10.000 --> 00:12:17.000]   There's been minimal testing that's been done on electromagnetic pulse, and that minimal testing has produced fairly uncertain results.
[00:12:17.000 --> 00:12:20.000]   And a lot of it would just depend on how well shielded certain things are.
[00:12:20.000 --> 00:12:25.000]   So, you know, modern cars have a lot of electronics, but they're also pretty well shielded.
[00:12:25.000 --> 00:12:28.000]   And so that shielding can make the difference.
[00:12:28.000 --> 00:12:29.000]   So we just don't know.
[00:12:29.000 --> 00:12:35.000]   But even if 50% of the cars were broken or 80% of the cars were broken, it would be really, really bad.
[00:12:35.000 --> 00:12:44.000]   And even if there were still some devices that worked, if you've suffered a widespread destruction in the power grid, that would be really, really bad.
[00:12:44.000 --> 00:12:49.000]   And so this is a big risk.
[00:12:49.000 --> 00:12:56.000]   And millions, tens of millions of people would die if power grids were knocked out.
[00:12:56.000 --> 00:13:02.000]   But the benefit of that kind of attack is you would know something acute has happened.
[00:13:02.000 --> 00:13:16.000]   For example, if you went out and all of a sudden you're sitting at your desk, as some of these novels posit, you're sitting at your desk and your computer blanks out, the lights go out, you pull out your cell phone and your cell phone goes off, you know, wait, something's happened here.
[00:13:16.000 --> 00:13:18.000]   You go out and try to start your car.
[00:13:18.000 --> 00:13:19.000]   It doesn't start.
[00:13:19.000 --> 00:13:21.000]   You know something has happened.
[00:13:21.000 --> 00:13:27.000]   And although that would be really bad, you would at least know that something significant has happened.
[00:13:27.000 --> 00:13:38.000]   And thus, you would be well advised to quickly start taking preparation for whatever it is that you need to do next.
[00:13:38.000 --> 00:13:46.000]   To quickly go to your car and put on a comfortable pair of hiking boots and get to your house and collect your children from school and make your way home.
[00:13:46.000 --> 00:13:50.000]   Or to, you know, start storing water or whatever you would do in that circumstance.
[00:13:50.000 --> 00:13:52.000]   You would know something has happened.
[00:13:52.000 --> 00:13:59.000]   You would know your action is warranted because there was a clear indication that something has happened.
[00:13:59.000 --> 00:14:00.000]   There's no secret about it.
[00:14:00.000 --> 00:14:06.000]   If you think back to the big blackout in New York City a decade or so ago, you know, you know that there's a problem.
[00:14:06.000 --> 00:14:07.000]   Everybody's walking home.
[00:14:07.000 --> 00:14:09.000]   It's obviously a major problem.
[00:14:09.000 --> 00:14:16.000]   You could say a similar benefit would be the case if there were a nuclear war, a widespread nuclear attack.
[00:14:16.000 --> 00:14:24.000]   If you look to the east and there's a blinding flash of light and you see a mushroom cloud, you know that there's something to do.
[00:14:24.000 --> 00:14:27.000]   If you ever see a blinding flash of light, you immediately duck and cover.
[00:14:27.000 --> 00:14:31.000]   You get down, cover your head, get under a table, do whatever you can, duck and cover.
[00:14:31.000 --> 00:14:34.000]   That has the potential to save your life.
[00:14:34.000 --> 00:14:42.000]   And the reason is because it has a potential to minimize injury that comes from the blast wave that blows out windows and things like that and sprays glass across.
[00:14:42.000 --> 00:14:45.000]   So if you ever see a bright light, immediately duck and cover no matter where you are.
[00:14:45.000 --> 00:14:49.000]   Get down as low as you can and get under anything solid that you can.
[00:14:49.000 --> 00:14:52.000]   Or let's say that you were far other away from the blast cloud.
[00:14:52.000 --> 00:14:56.000]   You're not a particular blast energy is not going to affect you.
[00:14:56.000 --> 00:14:58.000]   But you look to the east and you see a large mushroom cloud.
[00:14:58.000 --> 00:15:11.000]   Well, you can very quickly know that's bad and I need to make steps to improvise, to go to my radiation shelter, my fallout shelter, or I need to quickly improvise a fallout shelter.
[00:15:11.000 --> 00:15:22.000]   And so you run to the basement, you stack a table in the corner of the basement, you start stacking up books or you start stocking up, you get cardboard boxes or tote bins and you start filling them with earth.
[00:15:22.000 --> 00:15:26.000]   Or if you don't have earth, you start filling with water and you improvise a fallout shelter.
[00:15:26.000 --> 00:15:33.000]   And then you go into the fallout shelter and if you don't have equipment, hopefully you have some kind of radiation detection equipment.
[00:15:33.000 --> 00:15:35.000]   But of course, that's not generally standard issue these days.
[00:15:35.000 --> 00:15:41.000]   Most of us don't go around with a Geiger counter on our hip, although you can, that device is available in a couple hundred bucks.
[00:15:41.000 --> 00:15:43.000]   Most of us don't do that.
[00:15:43.000 --> 00:15:46.000]   And so you go into your fallout shelter and you stay put for a couple of days.
[00:15:46.000 --> 00:15:54.000]   And that action of improvising a fallout shelter and going into it, it won't be fun, but at least that could save your life.
[00:15:54.000 --> 00:16:00.000]   And that would give time for the background radiation to subside to smaller areas.
[00:16:00.000 --> 00:16:02.000]   But no one would say that you're overreacting.
[00:16:02.000 --> 00:16:10.000]   If you look to the east and you see a mushroom cloud, no one would come by your house and say you're overreacting by going into this fallout shelter.
[00:16:10.000 --> 00:16:18.000]   That's the benefit of those things is there are cute, cute things that are really bad, but you know something has happened.
[00:16:18.000 --> 00:16:21.000]   But I'm convinced that a flu pandemic could be worse.
[00:16:21.000 --> 00:16:28.000]   And the reason is you're never quite sure if something is happening or not.
[00:16:28.000 --> 00:16:36.000]   The ironic thing about my recording the show this morning, as I record this show, the stock market is down massively.
[00:16:36.000 --> 00:16:47.000]   All kinds of interesting news stories about the COVID-19 are emerging all around the world, spreading in Italy, cities on lockdown in Italy, South Korea, potentially spreading farther.
[00:16:47.000 --> 00:16:48.000]   We don't know.
[00:16:48.000 --> 00:16:54.000]   But I've just returned from three days in the mountains, the wilderness.
[00:16:54.000 --> 00:16:58.000]   I didn't have a cell phone that worked, but no cell phone connection.
[00:16:58.000 --> 00:17:00.000]   I was out of range of cell phone range.
[00:17:00.000 --> 00:17:01.000]   I was out.
[00:17:01.000 --> 00:17:03.000]   No Wi-Fi, no Internet connection.
[00:17:03.000 --> 00:17:09.000]   I was entirely cut off for the last three days and life looked great, relaxed.
[00:17:09.000 --> 00:17:11.000]   No word of news, didn't follow the news.
[00:17:11.000 --> 00:17:13.000]   Everything looked totally normal.
[00:17:13.000 --> 00:17:16.000]   But then all of a sudden I come back and say, well, let's go.
[00:17:16.000 --> 00:17:20.000]   What's going on in the news and find out that everything looks not normal.
[00:17:20.000 --> 00:17:23.000]   But if I look out the window, it's still the sun is shining.
[00:17:23.000 --> 00:17:27.000]   There's a little mushroom cloud in the east.
[00:17:27.000 --> 00:17:30.000]   And so you wonder, am I crazy?
[00:17:30.000 --> 00:17:31.000]   Am I freaking out about something?
[00:17:31.000 --> 00:17:35.000]   So that's the problem with flu pandemic, that it's very slow to come on.
[00:17:35.000 --> 00:17:42.000]   Other problems with the flu pandemic is that it is very slow to happen until it's not.
[00:17:42.000 --> 00:17:48.000]   A flu pandemic is something that emerges over the course of months and months, potentially years.
[00:17:48.000 --> 00:17:52.000]   And in the early year, early days of it, it doesn't look significant.
[00:17:52.000 --> 00:17:56.000]   Even now, if you look at the total number of people reportedly infected,
[00:17:56.000 --> 00:18:01.000]   something like 100,000, a little bit less, depends on what number we use and when you're listening to this.
[00:18:01.000 --> 00:18:05.000]   But in the scale of a global population, that's a tiny number.
[00:18:05.000 --> 00:18:07.000]   It's an absolutely tiny number.
[00:18:07.000 --> 00:18:11.000]   And then if you look and say, well, what are the actual symptoms of the disease?
[00:18:11.000 --> 00:18:13.000]   Most of us have had the flu.
[00:18:13.000 --> 00:18:17.000]   And you can acknowledge intellectually the flu kills tens of thousands of people,
[00:18:17.000 --> 00:18:21.000]   but I don't get scared of dying generally when I get the flu.
[00:18:21.000 --> 00:18:23.000]   You think, okay, what's the big deal?
[00:18:23.000 --> 00:18:25.000]   So we get sick.
[00:18:25.000 --> 00:18:32.000]   And unless you really understand how diseases transmit and how quickly they can become huge,
[00:18:32.000 --> 00:18:39.000]   you've got major trouble because everything is slow until it's not.
[00:18:39.000 --> 00:18:45.000]   Because of the multiplying compound effect of the way that viral infections can spread,
[00:18:45.000 --> 00:18:48.000]   everything is slow, the numbers are small until they're not.
[00:18:48.000 --> 00:18:50.000]   And then all of a sudden, they're huge.
[00:18:50.000 --> 00:18:57.000]   But even when they're huge, you don't -- even if you're in Wuhan, China,
[00:18:57.000 --> 00:19:02.000]   there are lots of people who are perfectly fine.
[00:19:02.000 --> 00:19:04.000]   Stuck in your house, but you're perfectly fine.
[00:19:04.000 --> 00:19:08.000]   And so you sometimes wonder, and you're like, is this really what's happening?
[00:19:08.000 --> 00:19:10.000]   Is this really going on?
[00:19:10.000 --> 00:19:11.000]   And so you doubt everything.
[00:19:11.000 --> 00:19:15.000]   You doubt your ability to make good decisions.
[00:19:15.000 --> 00:19:17.000]   That's what's so frustrating about it.
[00:19:17.000 --> 00:19:21.000]   That's what's so frustrating about someone like me who's going on the record with opinions
[00:19:21.000 --> 00:19:25.000]   because I don't like to be wrong, and I don't like to be wrong on the record.
[00:19:25.000 --> 00:19:29.000]   It's a lot easier to be wrong to a family of friends who --
[00:19:29.000 --> 00:19:33.000]   you just probably forget what you were wrong about than it is to be wrong in public
[00:19:33.000 --> 00:19:35.000]   where there's basically a permanent record of what you've said
[00:19:35.000 --> 00:19:39.000]   and you're wrong in the memory of tens of thousands of people.
[00:19:39.000 --> 00:19:43.000]   It's easier to be wrong quietly in a whisper than it is to be wrong at the top of your voice.
[00:19:43.000 --> 00:19:47.000]   And so you don't want to be wrong.
[00:19:47.000 --> 00:19:50.000]   You also don't want to do anything foolish, but you know there's a threat.
[00:19:50.000 --> 00:19:54.000]   And so point number one about the flu pandemic is that the threat is very slow in emerging
[00:19:54.000 --> 00:19:56.000]   until it's not.
[00:19:56.000 --> 00:20:00.000]   But somewhere along the way, you kind of got to say, well, I see the threat,
[00:20:00.000 --> 00:20:02.000]   and I'm either going to prepare or I'm not.
[00:20:02.000 --> 00:20:08.000]   Now, the next thing that makes it bad is the psychological profile of populations
[00:20:08.000 --> 00:20:17.000]   because there's usually plenty of time to prepare until that one moment when panic strikes
[00:20:17.000 --> 00:20:23.000]   and all of a sudden it's like a raging forest fire when everybody has the same thing all at once.
[00:20:23.000 --> 00:20:26.000]   You go to the store one day, everything's fine.
[00:20:26.000 --> 00:20:31.000]   You go the next day, and it's wiped out, and people are having fistfights in the parking lot.
[00:20:31.000 --> 00:20:36.000]   It's that human panic that all of a sudden when you see everyone else reacting,
[00:20:36.000 --> 00:20:38.000]   you think I've got to react.
[00:20:38.000 --> 00:20:42.000]   And then there's a contagion, a genuine contagion, when you see other people reacting more,
[00:20:42.000 --> 00:20:45.000]   and you think I've got to go get more, and they're getting more, and then they see you getting more,
[00:20:45.000 --> 00:20:49.000]   and then they've got to get more, and all of a sudden everything freaks out.
[00:20:49.000 --> 00:20:58.000]   And so you go from everything's slow to all of a sudden, boom, everything bad.
[00:20:58.000 --> 00:21:02.000]   Big, big problem in a flu pandemic.
[00:21:02.000 --> 00:21:08.000]   The best analogy I know of is if you think about how something, let's say something's being cultured in a Petri dish,
[00:21:08.000 --> 00:21:13.000]   and you'll go day one, and you go from one cell to two cells, then day two from two cells to four cells,
[00:21:13.000 --> 00:21:22.000]   then day three, four to eight, but on the ninth day, you go from 40% coverage of the Petri dish to 100% coverage.
[00:21:22.000 --> 00:21:24.000]   And that's basically how these things happen.
[00:21:24.000 --> 00:21:27.000]   Everything's slow until everything's too fast.
[00:21:27.000 --> 00:21:35.000]   And so if you're going to be ahead of time, you've got to be ahead when you're scared about being stupid,
[00:21:35.000 --> 00:21:37.000]   when no one else is doing what you're doing.
[00:21:37.000 --> 00:21:41.000]   Some random guy speaking into a microphone you're listening to on a podcast,
[00:21:41.000 --> 00:21:47.000]   like, well, that guy's talking about it, but no one else really is.
[00:21:47.000 --> 00:21:50.000]   And so you've got to move early, otherwise you're too late.
[00:21:50.000 --> 00:22:02.000]   The next big reason why a global flu pandemic is potentially one of the worst case scenarios that I can imagine is because it's truly global in scope.
[00:22:02.000 --> 00:22:05.000]   That's different than electromagnetic pulse attack.
[00:22:05.000 --> 00:22:13.000]   Yes, a state actor could set off, you know, the United States could set off multiple nuclear weapons in space above Russia
[00:22:13.000 --> 00:22:15.000]   and knock out the power in the whole country.
[00:22:15.000 --> 00:22:19.000]   Or Russia could do it in the United States, or China could do it in the United States, right?
[00:22:19.000 --> 00:22:22.000]   The big three, they're always going to be fighting with each other right now.
[00:22:22.000 --> 00:22:24.000]   That could happen.
[00:22:24.000 --> 00:22:33.000]   But even if the entire power grid in all of the United States was wiped out, that doesn't mean that there's no power in Mexico.
[00:22:33.000 --> 00:22:35.000]   That doesn't mean there's no power in Brazil.
[00:22:35.000 --> 00:22:38.000]   It doesn't mean there's no power in Europe.
[00:22:38.000 --> 00:22:44.000]   So bad, but still somewhat localized.
[00:22:44.000 --> 00:22:49.000]   Although, of course, it's hard to say a national event in a country as huge as Russia or the United States is localized,
[00:22:49.000 --> 00:22:52.000]   but still on a global scale can be somewhat localized.
[00:22:52.000 --> 00:22:53.000]   Or even nuclear war.
[00:22:53.000 --> 00:22:58.000]   Let's say that all of a sudden you get into a three-way nuclear war, a genuine hot nuclear war.
[00:22:58.000 --> 00:23:02.000]   Russia, China, and the United States all lobbing missiles at one another.
[00:23:02.000 --> 00:23:04.000]   That's really bad.
[00:23:04.000 --> 00:23:08.000]   But it's not civilization ending bad.
[00:23:08.000 --> 00:23:15.000]   Nuclear weapons are fearsome, but they don't actually kill that many people in the nearby area.
[00:23:15.000 --> 00:23:20.000]   And the fallout can be easily avoided and somewhat quickly dissipates.
[00:23:20.000 --> 00:23:22.000]   So that's why nuclear war is very survivable.
[00:23:22.000 --> 00:23:24.000]   I used to think nuclear war was completely unsurvivable.
[00:23:24.000 --> 00:23:25.000]   Then I started studying it.
[00:23:25.000 --> 00:23:27.000]   No, nuclear war is very survivable.
[00:23:27.000 --> 00:23:38.000]   And if you're living in Brazil or if you're living in Italy or if you're living in Australia, there's a good chance that your life can go on.
[00:23:38.000 --> 00:23:43.000]   But a global flu pandemic is not a respecter of national borders.
[00:23:43.000 --> 00:23:50.000]   And probably the biggest risk that you face in today's world is the increased mobility of people.
[00:23:50.000 --> 00:24:08.000]   One of the reasons why the Spanish flu epidemic of 1918 that killed 50 million people, maybe 100 million people, one of the reasons why it was so bad was because of the massive mobilization of people around the world due to the World War, World War II at the time.
[00:24:08.000 --> 00:24:19.000]   And so you had these huge flows of people from continent to continent, many tens of thousands of soldiers going from the United States to Europe or from the United States to Asia and then back from Asia to the United States and then back all across the world.
[00:24:19.000 --> 00:24:26.000]   That's one of the things that previously was not really, didn't really exist in human history.
[00:24:26.000 --> 00:24:35.000]   And even in World War II, although there were airplanes, most of that massive movement of people was occurring at the speed of a train or the speed of a ship.
[00:24:35.000 --> 00:24:45.000]   Whereas today, that global circulation of people is almost a constant presence in our life.
[00:24:45.000 --> 00:24:55.000]   And so you can very quickly have a flu outbreak that starts in China, spreads to Korea, spreads to Japan, spreads to the Philippines.
[00:24:55.000 --> 00:25:13.000]   But there's no reason why one day later it can't be in Kansas City, Kansas, or in Sao Paulo, Brazil, or Toronto, Canada, or Mexico City, Mexico, because we're all basically one day from physically being on the exact opposite side of the world.
[00:25:13.000 --> 00:25:20.000]   That's a profoundly massive risk. Profoundly massive.
[00:25:20.000 --> 00:25:24.000]   Now, think back to an emergency scenario.
[00:25:24.000 --> 00:25:27.000]   It's one thing if your country is struggling.
[00:25:27.000 --> 00:25:30.000]   There have been lots of national emergencies in a country.
[00:25:30.000 --> 00:25:34.000]   It's another thing if the entire world is struggling.
[00:25:34.000 --> 00:25:42.000]   It's another thing if the entire global supply chains are disrupted in the world, which is a major threat of this particular disease.
[00:25:42.000 --> 00:25:44.000]   It's starting to happen.
[00:25:44.000 --> 00:25:52.000]   As I've talked about, one of the things when you think about emergency preparedness has to do with how long do I need to go until I can be resupplied.
[00:25:52.000 --> 00:25:56.000]   And so if you have small disasters, you can be resupplied very quickly.
[00:25:56.000 --> 00:26:07.000]   You can today lose your job and have no food, and you can go to your neighbors, and you have neighbors on all sides of you have plenty of food, and if you tell them, "Listen, I don't have any food. Would you be willing to give me some food so we can have dinner?"
[00:26:07.000 --> 00:26:10.000]   Every one of your neighbors would say yes, and they'd give you food.
[00:26:10.000 --> 00:26:14.000]   And so your disaster can be relieved almost instantly by going to your neighbors.
[00:26:14.000 --> 00:26:23.000]   If there's a tornado that comes through your town and wipes out your town, there are still dozens and dozens of towns all around that aren't affected by that tornado.
