
[00:00:00.000 --> 00:00:04.000]   Your tough Tacoma is here.
[00:01:56.000 --> 00:02:00.000]   It could be general questions about the world, about your personal situation.
[00:02:00.000 --> 00:02:02.000]   We can use this as a coaching perspective.
[00:02:02.000 --> 00:02:05.000]   You can make comments or provide feedback.
[00:02:05.000 --> 00:02:08.000]   Basically, chat with me about anything that you would enjoy chatting with me about.
[00:02:08.000 --> 00:02:14.000]   If you would like to gain access to one of these Friday Q&A shows, the way that you do that is sign up to support the show on Patreon.
[00:02:14.000 --> 00:02:20.000]   And then I will give you the access codes and the appropriate time as to when I record the shows.
[00:02:20.000 --> 00:02:23.000]   So go to patreon.com/radicalpersonalfinance.
[00:02:23.000 --> 00:02:28.000]   Sign up to support the show there, and that will gain you access to one of these Friday Q&A shows.
[00:02:28.000 --> 00:02:31.000]   And I would love to speak with you on the next one.
[00:02:31.000 --> 00:02:35.000]   We begin with Nick in New York. Nick, welcome to the show. How can I serve you today, sir?
[00:02:35.000 --> 00:02:38.000]   Hi, Josh. Thank you for taking my call.
[00:02:38.000 --> 00:02:49.000]   My question relates to how you go about answering the question of whether you should renovate the house you have versus sell it and buy something better.
[00:02:49.000 --> 00:02:57.000]   The background is that we bought our home in 2017, and it was sort of the best home we could afford at the time.
[00:02:57.000 --> 00:03:05.000]   But it is considered a "starter home," so it's probably one of the cheapest type of units you can buy in our area.
[00:03:05.000 --> 00:03:18.000]   And I've been thinking about upgrading, and I have a hard time understanding what is the appropriate way of approaching the renovation versus selling and upgrading.
[00:03:18.000 --> 00:03:23.000]   I feel like there are too many variables. The interest rate is never the same.
[00:03:23.000 --> 00:03:29.000]   If you buy a new one, you have the commission from the real estate agent.
[00:03:29.000 --> 00:03:33.000]   If you keep the one you have, you have the hassle of the renovation crew.
[00:03:33.000 --> 00:03:37.000]   So I was wondering if you have any advice on how to approach this.
[00:03:37.000 --> 00:03:45.000]   It is a complex decision, and I don't have a perfect answer where if this, then that, where it's going to be very clear.
[00:03:45.000 --> 00:03:55.000]   I think the biggest factor would probably relate to the amount of time involved in the project, because time is the most precious commodity that you have.
[00:03:55.000 --> 00:03:59.000]   So let's run a couple of scenarios, and then we'll talk about other factors.
[00:03:59.000 --> 00:04:12.000]   But let's say that you're looking at a renovation, and you say, "You know what? I think I've gotten estimates that we could complete the renovation that we want in 18 months for $50,000."
[00:04:12.000 --> 00:04:19.000]   Well, chances are that 18 months is going to turn into 36 months, and the $50,000 is going to turn into $100,000.
[00:04:19.000 --> 00:04:23.000]   So you're actually looking at a 36-month timeline for your renovation.
[00:04:23.000 --> 00:04:30.000]   You're going to be uncomfortable in your home for 36 months, and you're going to spend $100,000 on the renovation.
[00:04:30.000 --> 00:04:38.000]   If your timeline is that after you finish the renovation, you're going to live in the house for the next 30 years,
[00:04:38.000 --> 00:04:45.000]   because you love the location, and you love everything about the house except for these upgrades that need to be done,
[00:04:45.000 --> 00:04:52.000]   then it would make sense to deal with the frustration of 36 months of discomfort and a lot of money spent,
[00:04:52.000 --> 00:04:57.000]   because then you would be able to enjoy the house for a long time.
[00:04:57.000 --> 00:05:02.000]   But if you realize that, "You know what? Even if we accomplished all these renovations,
[00:05:02.000 --> 00:05:08.000]   and even if we dealt with the 36 months of frustration and hassle and all the money, etc.,
[00:05:08.000 --> 00:05:12.000]   we would probably move in four or five years," then it's just not going to be worth it.
[00:05:12.000 --> 00:05:17.000]   And I think that's the basic problem with upgrading a starter home.
[00:05:17.000 --> 00:05:23.000]   So in real estate, your number one factor is always going to be location.
[00:05:23.000 --> 00:05:26.000]   Location, location, location. That is the key thing.
[00:05:26.000 --> 00:05:31.000]   So a starter home is probably not a very desirable neighborhood home.
[00:05:31.000 --> 00:05:34.000]   It's probably a home that's in, "Okay, it was fine for a time,"
[00:05:34.000 --> 00:05:38.000]   but it's probably not where you would like to be five years from now or ten years from now.
[00:05:38.000 --> 00:05:43.000]   And if that's the case, no amount of renovations are going to cause you to be able to move location.
[00:05:43.000 --> 00:05:51.000]   The second factor of a starter home is going to be the basic bones of the house, the basic size, the basic footprint, etc.
[00:05:51.000 --> 00:05:58.000]   Now, you can adjust that, but in order to do it, it will generally cost a lot.
[00:05:58.000 --> 00:06:05.000]   And that's a cost that if you're not in the house for a long time, you'll probably never recoup financially.
[00:06:05.000 --> 00:06:11.000]   So what I mean is if it's a smallish home, let's say it's a two-bedroom, two-bath home,
[00:06:11.000 --> 00:06:17.000]   yeah, maybe you could add an extra bedroom somehow without it being too big of a deal.
[00:06:17.000 --> 00:06:24.000]   But if you've got to add a whole new wing with a new bedroom and a new bathroom and a new den and a new office, etc.,
[00:06:24.000 --> 00:06:28.000]   then a lot of times you might even be overbuilding the location.
[00:06:28.000 --> 00:06:35.000]   So in general, if you're asking these questions, it's probably better just to sell the home and move up.
[00:06:35.000 --> 00:06:41.000]   The other factor is you're not a contractor and you don't really want to be a contractor.
[00:06:41.000 --> 00:06:48.000]   And in that case, dealing with being a contractor and trying to fix things up and trying to do it,
[00:06:48.000 --> 00:06:53.000]   unless it's something that you genuinely want to do because it's in your skill set or it's in your area of interest,
[00:06:53.000 --> 00:07:00.000]   it'll probably keep you from doing the things that are more –
[00:07:00.000 --> 00:07:05.000]   it'll keep you from other activities that will be more enjoyable for you.
[00:07:05.000 --> 00:07:07.000]   And then does it work out financially?
[00:07:07.000 --> 00:07:12.000]   It can work out financially, but – and you can find some of these charts online.
[00:07:12.000 --> 00:07:17.000]   I don't have the numbers memorized, but it doesn't work out financially usually in the short term.
[00:07:17.000 --> 00:07:25.000]   So what I mean is they talk – you can find estimates that contractors have made of if you put in a pool,
[00:07:25.000 --> 00:07:30.000]   here's what percentage of the pool cost you can expect to recoup, or if you put in a fence, or if you redo the kitchen, etc.
[00:07:30.000 --> 00:07:37.000]   The problem is if you do those changes as a homeowner, you're probably not going to go for the highest profit margin.
[00:07:37.000 --> 00:07:44.000]   If you fix up your – if I came in and I were flipping your house, I would come into your house and I would say,
[00:07:44.000 --> 00:07:49.000]   "What are the basic features that this house needs in order to be very saleable?"
[00:07:49.000 --> 00:07:52.000]   And so it needs shiny new cabinets.
[00:07:52.000 --> 00:07:56.000]   And then we would probably add a couple of flare features because you want people to come in
[00:07:56.000 --> 00:08:01.000]   and feel like they got a couple of features that are just above the normal finishes of the house.
[00:08:01.000 --> 00:08:08.000]   So it might be the flare, it might be stainless steel appliances or granite countertops or whatever the current trend is.
[00:08:08.000 --> 00:08:13.000]   And so you add just a few pieces, but you basically come in and you do everything as cheaply and as quickly as possible.
[00:08:13.000 --> 00:08:17.000]   As a flipper. But as a home renovator, you're not going to do that.
[00:08:17.000 --> 00:08:21.000]   You're going to go into the kitchen and you're going to be thinking primarily about ergonomics
[00:08:21.000 --> 00:08:26.000]   and having the right drawers that will make this kitchen really a joy to be in
[00:08:26.000 --> 00:08:32.000]   and making sure the trash can is in the right spot compared to the dishwasher
[00:08:32.000 --> 00:08:36.000]   and making sure that when you pull out that corner cabinet, it has all the nice stuff
[00:08:36.000 --> 00:08:39.000]   and you're going to upgrade everything because you're going to want to live in it.
[00:08:39.000 --> 00:08:45.000]   So that harms your profit potential. It doesn't mean that the house won't sell well down the road,
[00:08:45.000 --> 00:08:50.000]   but it means you're probably not going to recoup most of the costs of this.
[00:08:50.000 --> 00:08:59.000]   And so if you want to answer it financially, I think take an estimate of what your upgrades would cost
[00:08:59.000 --> 00:09:05.000]   and then ask yourself, if I were buying this house again, would I pay that much more for the upgrade?
[00:09:05.000 --> 00:09:10.000]   Or would I pay more? In general, on most things, the answer is no.
[00:09:10.000 --> 00:09:14.000]   I remember a number of years ago, I sold a house that we were living in.
[00:09:14.000 --> 00:09:17.000]   And this house, I wanted to put in a fence around the bed.
[00:09:17.000 --> 00:09:20.000]   It had a fence, but I wanted to put in a privacy fence.
[00:09:20.000 --> 00:09:25.000]   And I went out and I priced out the cost of wood, which was a lot cheaper then than it is now.
[00:09:25.000 --> 00:09:31.000]   And I was just staggered at the simple cost of putting a privacy fence around my backyard.
[00:09:31.000 --> 00:09:38.000]   And I thought to myself, if I were purchasing this house and it had a fence installed,
[00:09:38.000 --> 00:09:41.000]   I would value the fence at a couple thousand dollars.
[00:09:41.000 --> 00:09:48.000]   But the actual cost of wood alone was going to be something like $7,000 for privacy fence in the backyard,
[00:09:48.000 --> 00:09:52.000]   let alone installation and effort and work to put it in.
[00:09:52.000 --> 00:09:56.000]   So those are the big factors that I think should be weighed.
[00:09:56.000 --> 00:10:02.000]   And I think that most people will find that if you love the house and you want to live there for a long time,
[00:10:02.000 --> 00:10:06.000]   you should renovate the house to make it exactly the home that you want.
[00:10:06.000 --> 00:10:10.000]   I like the idea of having a home that is uniquely yours.
[00:10:10.000 --> 00:10:14.000]   I don't like the idea of just constantly upgrading and changing, etc.
[00:10:14.000 --> 00:10:19.000]   I feel like a house in that situation just doesn't ever acquire any of the personalized charm of being your house,
[00:10:19.000 --> 00:10:21.000]   that you've made how you want it.
[00:10:21.000 --> 00:10:25.000]   So if you like the house and you could see yourself living there for a long time, then renovate it.
[00:10:25.000 --> 00:10:30.000]   Otherwise, unless you're a professional contractor or you want to be a professional contractor,
[00:10:30.000 --> 00:10:34.000]   a real estate investor, then I think it usually makes sense to sell it and move on
[00:10:34.000 --> 00:10:39.000]   and find something that someone else has already renovated to be how you like it to be.
[00:10:39.000 --> 00:10:45.000]   Right. I was thinking on the financial front, I was thinking that given that the real estate agents,
[00:10:45.000 --> 00:10:51.000]   let's say, take a couple of percentage points commission, it's almost like if you decide to renovate,
[00:10:51.000 --> 00:10:57.000]   you have a few tens of thousands of dollars of free money that you would otherwise be paying to someone
[00:10:57.000 --> 00:11:02.000]   when you would buy a new house. Is that a right way of thinking about this?
[00:11:02.000 --> 00:11:05.000]   I think it's worth thinking about, of course.
[00:11:05.000 --> 00:11:10.000]   The problem is it's famously difficult to get good prices on renovations.
[00:11:10.000 --> 00:11:15.000]   I passed it along as a little joke earlier saying it's going to cost twice as much and take twice as long.
[00:11:15.000 --> 00:11:20.000]   But it's not a joke. It's going to cost twice as much and it's going to take twice as long.
[00:11:20.000 --> 00:11:25.000]   And so, of course, you could work out something with a contractor.
[00:11:25.000 --> 00:11:29.000]   You can say, "Okay, here's the price." And you can work out a way to protect yourself
[00:11:29.000 --> 00:11:31.000]   and to control the prices to some degree.
[00:11:31.000 --> 00:11:36.000]   But it's not going to be as cheap to renovate yourself unless you're in that business
[00:11:36.000 --> 00:11:40.000]   and you know how to do it and you're going to engage with it.
[00:11:40.000 --> 00:11:42.000]   And I'll make a comment on that in just a moment.
[00:11:42.000 --> 00:11:48.000]   The other thing about the real estate agent is I would say it's vastly easier for you to sell the house
[00:11:48.000 --> 00:11:54.000]   as a minimal real estate commission than it is for you to renovate the house at a cheaper rate.
[00:11:54.000 --> 00:12:00.000]   So if you want to get rid of your real estate commission, then you can either do it by owner
[00:12:00.000 --> 00:12:05.000]   or you can negotiate the commission and go with an inexpensive listing agent
[00:12:05.000 --> 00:12:08.000]   and simply offer a smaller commission.
[00:12:08.000 --> 00:12:14.000]   And/or you can focus on doing the upgrades that the house will need in order to be very saleable.
[00:12:14.000 --> 00:12:20.000]   I don't think that saving on the real estate commission is usually going to allow you to do the full upgrades.
[00:12:20.000 --> 00:12:24.000]   Before I make any more comments, do you have a sense of what you would need to do to this house
[00:12:24.000 --> 00:12:26.000]   to make it appropriate for you?
[00:12:26.000 --> 00:12:32.000]   I think that pretty much the house was built in the '60s and everything that we haven't changed already
[00:12:32.000 --> 00:12:33.000]   is from the '60s.
[00:12:33.000 --> 00:12:38.000]   So effectively, we're talking about needing a new kitchen, needing a new bathroom.
[00:12:38.000 --> 00:12:42.000]   The siding has asbestos, so the siding has to be changed at some point.
[00:12:42.000 --> 00:12:47.000]   So effectively, anything that we haven't touched requires to be touched.
[00:12:47.000 --> 00:12:54.000]   So I would like a bigger house, so related to your footprint, the footprint coming from earlier.
[00:12:54.000 --> 00:13:01.000]   But I guess if everything was brand spanking new, I think that we would be happy with the current footprint.
[00:13:01.000 --> 00:13:06.000]   Have you gotten any estimates or done any actual calculations of what a new kitchen would cost you
[00:13:06.000 --> 00:13:09.000]   to be the style of kitchen that you would like to have?
[00:13:09.000 --> 00:13:15.000]   I think the kitchen is probably between $20,000 to $30,000, which is, I guess, roughly the real estate agent commission
[00:13:15.000 --> 00:13:16.000]   that we talked about.
[00:13:16.000 --> 00:13:17.000]   Right.
[00:13:17.000 --> 00:13:25.000]   So I can't do any more than offer the things to analyze, which is, of course, what you're doing.
[00:13:25.000 --> 00:13:32.000]   What I would say is I don't think it's going to work out financially unless you're going to be there
[00:13:32.000 --> 00:13:36.000]   for a long time, especially if you're hiring all the work done.
[00:13:36.000 --> 00:13:40.000]   Let me make the comment I suppressed earlier.
[00:13:40.000 --> 00:13:48.000]   Fixing up a house that you live in can be a fantastic financial idea.
[00:13:48.000 --> 00:13:54.000]   If I had to live completely tax-free in the United States and I had basic handyman skills,
[00:13:54.000 --> 00:13:58.000]   one of the things that I would do would be buy fixer-uppers, move into them, live in them,
[00:13:58.000 --> 00:14:04.000]   fix them up while I'm living in them as a side hustle, and then flip them and sell them for a profit.
[00:14:04.000 --> 00:14:13.000]   I have known a lot of handy people who have done that and who have done very well at it.
[00:14:13.000 --> 00:14:15.000]   And you can do this at different levels.
[00:14:15.000 --> 00:14:20.000]   You can do this as a real estate flipper who's hiring the crews and somebody comes in
[00:14:20.000 --> 00:14:23.000]   and they have the eye for it, they understand what needs to be done to make the house attractive,
[00:14:23.000 --> 00:14:25.000]   and they hire the crews done.
[00:14:25.000 --> 00:14:28.000]   That's a very legitimate business model.
[00:14:28.000 --> 00:14:30.000]   You can do this as a DIYer.
[00:14:30.000 --> 00:14:33.000]   I know several people very closely who this is what they do.
[00:14:33.000 --> 00:14:37.000]   They buy old houses, they fix them up, and then they rent them out or flip them.
[00:14:37.000 --> 00:14:39.000]   And they do the work themselves and they're very good at it.
[00:14:39.000 --> 00:14:41.000]   You can do it.
[00:14:41.000 --> 00:14:45.000]   It's just for most of us it's not something that we really want to do.
[00:14:45.000 --> 00:14:52.000]   And so if it's something that you're interested in, if you enjoy the idea of designing a kitchen
[00:14:52.000 --> 00:14:58.000]   and figuring out the way to get the best deal on the cabinets and hiring the appropriate tradesmen
[00:14:58.000 --> 00:15:02.000]   to come in and help you when necessary and you're going to do some of the stuff yourself,
[00:15:02.000 --> 00:15:05.000]   I think that can work out really, really well.
[00:15:05.000 --> 00:15:11.000]   But if it's something that is not appropriate for you, and if you're going to go out and you're going to pay retail,
[00:15:11.000 --> 00:15:21.000]   and if you're going to upgrade the kitchen to be how you want it rather than upgrade it for good resale value,
[00:15:21.000 --> 00:15:26.000]   then I think financially you're probably better off sell the house and go and buy another house.
[00:15:26.000 --> 00:15:29.000]   So your exact numbers will have to tell the story.
[00:15:29.000 --> 00:15:39.000]   But I think the consensus advice from most people's experience would be financially it's probably better for you
[00:15:39.000 --> 00:15:43.000]   if you have the money and you're thinking about changing houses anyway,
[00:15:43.000 --> 00:15:50.000]   go ahead and upgrade to a house in a better neighborhood and choose a house that is already ready for you to move into
[00:15:50.000 --> 00:15:55.000]   rather than trying to put a bunch of money into a house unless you're going to be there for a long time.
[00:15:55.000 --> 00:15:58.000]   So that again I want to make very clear. That's the caveat.
[00:15:58.000 --> 00:16:03.000]   If you have a house that's in a great neighborhood, I have a friend of mine who…
[00:16:03.000 --> 00:16:06.000]   We have that. We have the neighborhood.
[00:16:06.000 --> 00:16:09.000]   That may be the argument in favor of it.
[00:16:09.000 --> 00:16:13.000]   I have a friend of mine who was a young guy, young couple.
[00:16:13.000 --> 00:16:21.000]   They bought a house that was a little bit older, but it was in a wonderful, very attractive neighborhood in South Florida.
[00:16:21.000 --> 00:16:27.000]   And he started off simple, and then he wound up basically doubling the size of the house,
[00:16:27.000 --> 00:16:34.000]   put a huge addition onto the house, a lot of money into the addition.
[00:16:34.000 --> 00:16:40.000]   But the idea was I'm going to live here for the next 40 years because this neighborhood and this town,
[00:16:40.000 --> 00:16:46.000]   his business was very stable. It was very likely that he was going to be working in the same town for the foreseeable future.
[00:16:46.000 --> 00:16:53.000]   And so that will work out financially in his best interest because he could make the house exactly how he wanted it for long-term living.
[00:16:53.000 --> 00:16:56.000]   That leads to a tremendous benefit for the family, stability.
[00:16:56.000 --> 00:16:59.000]   We know everything that's right with this house, everything that's wrong with this house.
[00:16:59.000 --> 00:17:01.000]   We've made it exactly how we want it to be.
[00:17:01.000 --> 00:17:06.000]   And then in the long term, the resale value will be there abundantly.
[00:17:06.000 --> 00:17:12.000]   And in the short and medium term, you'll be able to enjoy all those nice upgrades that you put a lot of care and thought into.
[00:17:12.000 --> 00:17:19.000]   So I guess I think don't make it a financial decision, not even exclusively, but don't even just make it a financial decision.
[00:17:19.000 --> 00:17:24.000]   Make it based upon what neighborhood is the best for us, what's going to give us the best lifestyle.
[00:17:24.000 --> 00:17:31.000]   If this house has that long-term potential, then yeah, upgrade the house and be thankful that you can upgrade it and have it just how you want.
[00:17:31.000 --> 00:17:35.000]   Make it just how you want so you can enjoy living there for a long period of time.
[00:17:35.000 --> 00:17:40.000]   If it doesn't have those basic features that you're going to want, then go and find a house that does.
[00:17:40.000 --> 00:17:43.000]   And then make that house your own, the one that you really want.
[00:17:43.000 --> 00:17:45.000]   All right. Thank you very much, Joshua.
[00:17:45.000 --> 00:17:46.000]   My pleasure.
[00:17:46.000 --> 00:17:52.000]   We move on to Tom in... It says Munich.
[00:17:52.000 --> 00:17:55.000]   It says Munich BY. Where is that?
[00:17:55.000 --> 00:17:57.000]   Hi, Joshua. Can you hear me well?
[00:17:57.000 --> 00:17:58.000]   I can hear you well.
[00:17:58.000 --> 00:18:00.000]   Yeah, I'm in Germany, Europe.
[00:18:00.000 --> 00:18:02.000]   Perfect. What does BY stand for?
[00:18:02.000 --> 00:18:04.000]   Sorry?
[00:18:04.000 --> 00:18:10.000]   What does BY stand for? My phone screen says Munich, BY, like Bravo, Yankee.
[00:18:10.000 --> 00:18:15.000]   It's Bayern, the country, the province.
[00:18:15.000 --> 00:18:17.000]   Okay. I don't know my German provinces yet.
[00:18:17.000 --> 00:18:19.000]   Welcome to the show. How can I serve you today, sir?
[00:18:19.000 --> 00:18:20.000]   Thank you very much.
[00:18:20.000 --> 00:18:27.000]   So I was calling because I have a question related to career as well as life choices.
[00:18:27.000 --> 00:18:30.000]   I am currently here in Munich.
[00:18:30.000 --> 00:18:32.000]   I'm working here.
[00:18:32.000 --> 00:18:33.000]   I just finished my master.
[00:18:33.000 --> 00:18:35.000]   I'm 26.
[00:18:35.000 --> 00:18:50.000]   But I don't see that great future for Europe in this moment, especially considering inflation, the world that we are having nearby.
[00:18:50.000 --> 00:18:58.000]   But also in terms of resources, particularly about water and rare earths that we don't have.
[00:18:58.000 --> 00:19:00.000]   We don't have that many here.
[00:19:00.000 --> 00:19:06.000]   So I'm considering moving somewhere else, in particular Canada.
[00:19:06.000 --> 00:19:15.000]   What would you suggest me to do in this moment, considering that I'm entering in the work markets right now?
[00:19:15.000 --> 00:19:17.000]   I'm working for Amazon right now.
[00:19:17.000 --> 00:19:23.000]   And I just started. So I don't want to leave that early after just a couple of months that I'm here.
[00:19:23.000 --> 00:19:31.000]   But at the same time, if I have the opportunity to get a better future somewhere else, I think I should take it.
[00:19:31.000 --> 00:19:33.000]   So I'm quite torn about it.
[00:19:33.000 --> 00:19:37.000]   Right. Are you single?
[00:19:37.000 --> 00:19:42.000]   Yes, but I have a girlfriend since a long time.
[00:19:42.000 --> 00:19:46.000]   So I should also consider her in the overall picture.
[00:19:46.000 --> 00:19:50.000]   You're going to need to consider her in the overall picture if you're going to stay in a relationship with her.
[00:19:50.000 --> 00:19:52.000]   No question about that.
[00:19:52.000 --> 00:19:55.000]   And that is going to be probably your biggest factor.
[00:19:55.000 --> 00:20:05.000]   Because if you're going to continue in a relationship with her, then every decision you make is going to be colored in light of that.
[00:20:05.000 --> 00:20:11.000]   If you're not going to continue in a relationship with her and you're going to make a decision, a fresh new decision as a single 26-year-old man,
[00:20:11.000 --> 00:20:17.000]   then you have a very different decision criteria.
[00:20:17.000 --> 00:20:28.000]   Finishing your master's, is there a particular market where you are the most employable, where your current skills are most in demand?
[00:20:28.000 --> 00:20:42.000]   I think, well, probably something related to data analysis would be a good place to go, as well as finance.
[00:20:42.000 --> 00:20:50.000]   Are you drawn from a cultural perspective? I'm not talking about the amount of water or the specific economics.
[00:20:50.000 --> 00:20:59.000]   Are you drawn to a certain part of the world from a cultural perspective or from a desire to be there and check things out?
[00:20:59.000 --> 00:21:03.000]   I don't think so, right now.
[00:21:03.000 --> 00:21:19.000]   Well, I think, so first, I think your biggest decision to start with, with considering the difference between living and working in Europe versus living and working in North America,
[00:21:19.000 --> 00:21:28.000]   and I'm going to use the word North America before we get to Canada, but I think your question, you're going to have to start with a cultural analysis.
[00:21:28.000 --> 00:21:44.000]   So, Europe has many really wonderful aspects to it, and for people who fit well into the European culture, then I think Europe will offer a better lifestyle for many people.
[00:21:44.000 --> 00:21:56.000]   So, let me define that, noting that I have not lived in Europe, I have just simply studied this, read a little bit, listened to a lot of people, and kind of formed my own opinion.
[00:21:56.000 --> 00:22:03.000]   So, you should assess my opinions based upon whether you think they're actually true or not, based upon your experience.
[00:22:03.000 --> 00:22:22.000]   For somebody who wants to have a job and who wants to have ample benefits, lots of time off, very restricted work weeks, something approaching safety and security in a job,
[00:22:22.000 --> 00:22:35.000]   that person wants to have a very homogenous society with a lot of benefits provided by the government, you want to have children and raise them in a local scenario, send them to the government schools,
[00:22:35.000 --> 00:22:45.000]   take advantage of all of the perks that you get from the European style of capitalism, then I think Europe is a really great cultural fit.
[00:22:45.000 --> 00:22:54.000]   And I think that Germany has certainly been a leader in that space for a very long time, as far as the hottest economy and the most options.
[00:22:54.000 --> 00:23:05.000]   I think Switzerland offers a really remarkable set of benefits for somebody who's employable in Switzerland, just a really good, solid kind of lifestyle opportunity.
[00:23:05.000 --> 00:23:18.000]   If you're somebody who appreciates more opportunity, you're somebody who doesn't see yourself as just a rank and file employee who's happy to come to work, do his job and go home,
[00:23:18.000 --> 00:23:25.000]   if you're looking for more opportunity, more upside, then I think the North American experience is certainly more attractive.
[00:23:25.000 --> 00:23:33.000]   And in many aspects of engineering, you can see this if you look at the wage disparity and the lifestyle disparity.
[00:23:33.000 --> 00:23:44.000]   What I do is I spend a lot of time reading on like the expat forums on Reddit, and I listen to the people argue this out, and basically the key comes down to culture.
[00:23:44.000 --> 00:23:53.000]   If you like the culture of opportunity, you're going to make vastly more money in North America, specifically the United States, more than Canada, but I think Canada is included in that.
[00:23:53.000 --> 00:24:02.000]   And you're also going to, than you are in Europe, but it's going to come with a more competitive environment, it's going to come with a higher level of expectation of work,
[00:24:02.000 --> 00:24:14.000]   it's going to come with less paid time off, it's going to come with less maternal leave time, and all of those things that kind of come with the European system.
[00:24:14.000 --> 00:24:21.000]   So depending, I think one of those should be more attractive or less attractive to you than the other.
[00:24:21.000 --> 00:24:31.000]   In terms of resources, before we go to resources, I said that the challenge is that Canada is running this kind of interesting mix of the two.
[00:24:31.000 --> 00:24:40.000]   So Canada and the United States are in some ways very, very similar, very culturally similar, but Canada has gone in a much more progressive direction,
[00:24:40.000 --> 00:24:47.000]   has tried to mold itself in the European system, but it has a different flair to it.
[00:24:47.000 --> 00:24:57.000]   And so I don't think it's quite as European as Germany is, but it's also very different than the United States.
[00:24:57.000 --> 00:25:06.000]   And so Canada could be a good balance of somebody saying, "Hey, I like the culture where it's not just all about beating down the tall nail, it's about some competitive environment,"
[00:25:06.000 --> 00:25:10.000]   then Canada can be a good fit.
[00:25:10.000 --> 00:25:19.000]   But I think the clearest example, though, is between the United States and Europe, and then Canada is kind of a balance between them.
[00:25:19.000 --> 00:25:23.000]   Back to resources. So now we get into the question of prognostication.
[00:25:23.000 --> 00:25:32.000]   What's going to happen with the future of Germany? What's going to happen with the future of really any country?
[00:25:32.000 --> 00:25:40.000]   I don't know that this is so important to you as a 26-year-old single guy.
[00:25:40.000 --> 00:25:48.000]   So if you're trying to be settled in a place and you're trying to make a 40-year plan to say, "I want to settle down, I want to raise my children in this place,
[00:25:48.000 --> 00:25:57.000]   I want to make sure that I—and I want to have a very stable lifestyle," then I think that would be the more important area of planning.
[00:25:57.000 --> 00:26:02.000]   But if you're a single 26-year-old guy who's highly qualified, has good academic credentials,
[00:26:02.000 --> 00:26:12.000]   then I think going to a place that offers the best opportunities now and then creating a plan B for the place where you might want to be down the road,
[00:26:12.000 --> 00:26:16.000]   to me, that is going to make more sense.
[00:26:16.000 --> 00:26:22.000]   Because at this stage of your career, barring any significant family obligations,
[00:26:22.000 --> 00:26:32.000]   your goal should be to go where you can make the most money the fastest and get onto the highest growth curve of your career that's possible.
[00:26:32.000 --> 00:26:39.000]   And as a 26-year-old single guy, I don't think you need to be worried too much about water shortages and things like that.
[00:26:39.000 --> 00:26:42.000]   I think you can have a relatively simple backup plan for that.
[00:26:42.000 --> 00:26:46.000]   And so I wouldn't worry too much about that over the long term.
[00:26:46.000 --> 00:26:52.000]   I would deal with that as a plan B scenario rather than as a plan A kind of form of planning.
[00:26:52.000 --> 00:26:57.000]   So I do think Germany has big challenges.
[00:26:57.000 --> 00:26:59.000]   The demographics are bad in Germany.
[00:26:59.000 --> 00:27:08.000]   Germany's industrial base relies very much on the world as we know it.
[00:27:08.000 --> 00:27:11.000]   I've been talking a lot about that book, The End of the World as We Know It.
[00:27:11.000 --> 00:27:17.000]   The author talks a lot about Germany, and Germany is not on the winning list.
