
[00:00:00.000 --> 00:00:05.480]   The holidays start here at Ralph's with a variety of options to celebrate traditions old and new.
[00:02:33.580 --> 00:02:36.580]   I haven't spent much time on there, but I know a lot of people have benefited from there.
[00:02:36.580 --> 00:02:39.580]   Then there's also the early retirement extreme forums.
[00:02:39.580 --> 00:02:45.580]   But the most active forums that I'm aware of at the moment is the Money Mustache forums.
[00:02:45.580 --> 00:02:53.580]   And there is an awesome community of people that get together there and talk about early retirement topics in depth
[00:02:53.580 --> 00:03:03.580]   and all kinds of things from a mustachian perspective, as it's known affectionately by the fans of Pete's blog over at MrMoneyMustache.com.
[00:03:03.580 --> 00:03:08.580]   And so I've enjoyed lurking over there for quite a while, and I've contributed to some of the conversations.
[00:03:08.580 --> 00:03:09.580]   I really have enjoyed it.
[00:03:09.580 --> 00:03:15.580]   But it's always stood out to me to--I've always been impressed with the wonderful job that the moderators do over there.
[00:03:15.580 --> 00:03:25.580]   And I've also always been impressed with how frequently the same question gets asked again and again and again and again.
[00:03:25.580 --> 00:03:33.580]   So I've always been--I've always thought that there was one moderator--and there are several great moderators over there,
[00:03:33.580 --> 00:03:39.580]   and I may talk with more of them in the future--but there is one moderator, and the screen name is A Rebel Spy.
[00:03:39.580 --> 00:03:43.580]   I thought for years it was Ara Belsby, but it's actually A Rebel Spy.
[00:03:43.580 --> 00:03:44.580]   And his name is Joe.
[00:03:44.580 --> 00:03:48.580]   And so I reached out to Joe, and because I've always been impressed with how Joe has answered questions on the forum,
[00:03:48.580 --> 00:03:55.580]   doing a good job of not being dogmatic about this is the right answer, but rather showing the different sides of the article.
[00:03:55.580 --> 00:04:00.580]   So I reached out to him, and I said, "I'd like to put together a resource, an audio resource,
[00:04:00.580 --> 00:04:06.580]   for the early retirement community that could help people get an introduction to some of the major questions
[00:04:06.580 --> 00:04:08.580]   that they're going to have to think about.
[00:04:08.580 --> 00:04:13.580]   And I'd like to do it in a balanced way to try to give information so they can figure out what's right for them."
[00:04:13.580 --> 00:04:17.580]   And so after a little bit of arm-twisting, Joe agreed to come on the show.
[00:04:17.580 --> 00:04:26.580]   And we've compiled a very extensive list of--well, not extensive, but 8 or 10 questions that we just see asked again and again and again and again.
[00:04:26.580 --> 00:04:29.580]   And the plan for today's show is to go through that list.
[00:04:29.580 --> 00:04:31.580]   Now, this is actually a prerecorded interview.
[00:04:31.580 --> 00:04:32.580]   I'm just about to play it.
[00:04:32.580 --> 00:04:35.580]   And we didn't even make it through the first one.
[00:04:35.580 --> 00:04:39.580]   So we're going to come back, and we're going to do more in the future.
[00:04:39.580 --> 00:04:44.580]   But I think you're going to find the content of today's show very valuable.
[00:04:44.580 --> 00:04:52.580]   And we spend most of our time talking about real estate versus stocks as a strategy for early retirement.
[00:04:52.580 --> 00:04:55.580]   And I'm thrilled with who I got to come on.
[00:04:55.580 --> 00:04:59.580]   I'm thrilled with Joe and with his contributions.
[00:04:59.580 --> 00:05:05.580]   I mean, to give you some idea, I just pulled up his profile on Money Mustache Forums.
[00:05:05.580 --> 00:05:14.580]   He has contributed 11,030 posts to the Mr. Money Mustache Forum, which is an average of 11.4 per day.
[00:05:14.580 --> 00:05:17.580]   So I can tell you how active he is in that forum.
[00:05:17.580 --> 00:05:22.580]   And that's 11,000 posts since February 14, 2012.
[00:05:22.580 --> 00:05:25.580]   And this is October 2014.
[00:05:25.580 --> 00:05:28.580]   So I think that's a great introduction.
[00:05:28.580 --> 00:05:31.580]   Joe, thank you for all the work that you do.
[00:05:31.580 --> 00:05:33.580]   And I hope you enjoy the interview.
[00:05:33.580 --> 00:05:38.580]   So, Joe, thank you for making the time to be with me tonight.
[00:05:38.580 --> 00:05:40.580]   Welcome to the Radical Personal Finance Podcast.
[00:05:40.580 --> 00:05:42.580]   Thank you. It's my pleasure.
[00:05:42.580 --> 00:05:47.580]   So I don't know whether to call you Joe or to call you Arabelspy or a rebel spy.
[00:05:47.580 --> 00:05:54.580]   You know, frankly, for the first year I would see you posting on the Mustache Forums, I thought it was Arabelspy.
[00:05:54.580 --> 00:05:58.580]   And one day I looked at it and I said, "That word is a rebel spy."
[00:05:58.580 --> 00:05:59.580]   So you must get that a lot.
[00:05:59.580 --> 00:06:01.580]   Yeah, absolutely.
[00:06:01.580 --> 00:06:07.580]   I first created this screen name almost 20 years ago using AOL back in the mid-90s.
[00:06:07.580 --> 00:06:16.580]   And there's people who I've met in person who, until I introduced myself as "I'm a rebel spy," and they went, "What? Oh!"
[00:06:16.580 --> 00:06:20.580]   So many, many people have told me about that light bulb moment.
[00:06:20.580 --> 00:06:22.580]   That's awesome.
[00:06:22.580 --> 00:06:40.580]   So our mission here today is to create an audio version of just kind of a primer, so to speak, of the frequently asked questions that many people who are first interested in the topics of early retirement would ask.
[00:06:40.580 --> 00:06:51.580]   But before we get to that, though, I would love--because I've only just interacted with you on the forums and read your posts--I'm interested in how did you get involved with the Money Mustache community?
[00:06:51.580 --> 00:07:07.580]   Well, I have been into the early retirement scene for years, first finding Jacob over at ERE back in the late 2000s.
[00:07:07.580 --> 00:07:14.580]   And so when Pete first started his blog, I found it within a month of it opening.
[00:07:14.580 --> 00:07:24.580]   I think he opened it in April 2011, and I found it in May and immediately was hooked because the guy's just got the most entertaining writing style you can imagine.
[00:07:24.580 --> 00:07:39.580]   And a lot of his stuff just resonated with me because I'm not quite as extreme as Jacob, and a lot of those people I have a lot of respect for, for those people who really can get their spending down and really improve their skills.
[00:07:39.580 --> 00:07:52.580]   It's something I--I'm not quite there, but Pete's kind of more middle of the road, seems extreme to a lot of consumers, but not to someone who's quite at Jacob's level.
[00:07:52.580 --> 00:07:54.580]   Really kind of struck a chord with me and my wife.
[00:07:54.580 --> 00:08:07.580]   So then when he started the forums about a year later, I immediately hopped on. I've always been a big fan of forums and have tens of thousands of posts across a bunch of different ones across the internet.
[00:08:07.580 --> 00:08:10.580]   And so got involved there and have just really enjoyed it.
[00:08:10.580 --> 00:08:18.580]   The mustachian people in general, I found, are just an incredibly smart and great group of people to interact with.
[00:08:18.580 --> 00:08:26.580]   I'll concur with your assessment of Pete's ability to spread the good news, so to speak.
[00:08:26.580 --> 00:08:35.580]   There are certainly some--the topic of how to build financial independence, I mean, that's been solved for decades.
[00:08:35.580 --> 00:08:43.580]   You can go back to Joe and Vicki Dominguez--or excuse me, Joe Dominguez and Vicki Robbins with your money or your life.
[00:08:43.580 --> 00:08:48.580]   You can go back to--I mean, you can go back as far back as probably writing is around.
[00:08:48.580 --> 00:08:59.580]   But in the modern era, it certainly seems that Jacob was the one who really kind of cracked the code and talked about it in this more modern internet context.
[00:08:59.580 --> 00:09:03.580]   And then as far as being able to make it more accessible, Pete's done a wonderful job.
[00:09:03.580 --> 00:09:06.580]   So I think we all owe him a debt of gratitude for that.
[00:09:06.580 --> 00:09:14.580]   And it's also true about what you remark about us being extreme, because, I mean, Jacob is a little bit intimidating for a lot of people.
[00:09:14.580 --> 00:09:22.580]   The idea of--you go home and tell your spouse and say, "I found this guy on the internet that says I can live on 7,000 bucks a year."
[00:09:22.580 --> 00:09:32.580]   It's kind of crazy. But if you go home and tell your spouse that says, "I found this guy on the internet that his family of three spends 25 grand plus the cost of real estate."
[00:09:32.580 --> 00:09:35.580]   So that's--let's call it 40 grand a year. Well, that's just a median income.
[00:09:35.580 --> 00:09:42.580]   And so if we could just live on a median income, then we can achieve financial independence, and he makes it sound easy.
[00:09:42.580 --> 00:09:45.580]   So he's done a great service to the message, so to speak.
[00:09:45.580 --> 00:09:46.580]   Absolutely.
[00:09:46.580 --> 00:09:53.580]   So you were already following an early retirement plan? And where are you in your process?
[00:09:53.580 --> 00:10:04.580]   So I had kind of had it, yeah, in the back of my mind, in that I was real familiar with the concepts, had been introduced to the safe withdrawal rate,
[00:10:04.580 --> 00:10:12.580]   had understood a lot of the early retirement stuff, but wasn't really focused on it, per se.
[00:10:12.580 --> 00:10:16.580]   My wife and I are both teachers, and we both love our jobs.
[00:10:16.580 --> 00:10:30.580]   And so we were saving, and saving quite a bit, but also making a lot of mistakes, both in investing--well, mainly just in investing.
[00:10:30.580 --> 00:10:41.580]   And that was all me, and my wife's very supportive, and I learned some painful lessons in the 2008 recession,
[00:10:41.580 --> 00:10:51.580]   and am now a big index fund fan, because I'm certainly not capable of timing the market, even if others might be.
[00:10:51.580 --> 00:11:00.580]   But around that time, we got into real estate. We live in Las Vegas, and real estate crashed pretty hard here.
[00:11:00.580 --> 00:11:10.580]   And so we made some mistakes there, too, trying to catch the falling knife with investing and buying some homes that still had a long way to fall.
[00:11:10.580 --> 00:11:16.580]   I thought, hey, they've fallen for a year, they've fallen for a year and a half, these must be good investments now.
[00:11:16.580 --> 00:11:26.580]   And there were still some more painful times to come. But we kind of kept at it, and almost sort of dollar-cost averaged into homes,
[00:11:26.580 --> 00:11:30.580]   and ended up with a fair number of rentals here in Las Vegas.
[00:11:30.580 --> 00:11:40.580]   And after that, I really got into real estate as a hobby, and enjoyed reading about it and learning about it and going to real estate.
[00:11:40.580 --> 00:11:54.580]   So then started partnering with people on rehabs and investing in notes and buying some rentals out of state once Las Vegas prices got to where it didn't really make sense to buy here anymore around early 2013 or so.
[00:11:54.580 --> 00:12:05.580]   And so all that to say, we're looking at having our first child and retiring in maybe another two years or so.
[00:12:05.580 --> 00:12:10.580]   It'll be right about the time that I'm 30, and my wife will just be about to turn 30.
[00:12:10.580 --> 00:12:11.580]   Wow.
[00:12:11.580 --> 00:12:16.580]   Yeah, so it's been a pretty interesting wild ride.
[00:12:16.580 --> 00:12:40.580]   But most of it has just come through the last four years of finally educating myself before making investment decisions and making smart choices that are based on knowledge rather than speculation.
[00:12:40.580 --> 00:12:48.580]   So I'm definitely glad that I decided maybe I should learn what I'm doing rather than just hope and pray.
[00:12:48.580 --> 00:12:50.580]   That's fantastic, though.
[00:12:50.580 --> 00:12:52.580]   And you've been able to do that all on a teacher's salary.
[00:12:52.580 --> 00:12:54.580]   Well, two teacher salaries, I guess.
[00:12:54.580 --> 00:12:56.580]   What a great story, man.
[00:12:56.580 --> 00:12:57.580]   Thank you.
[00:12:57.580 --> 00:12:58.580]   Congratulations.
[00:12:58.580 --> 00:12:59.580]   Thank you.
[00:12:59.580 --> 00:13:08.580]   And then so after you retire or declare yourself financially independent, are you going to continue teaching at all or just focus full-time on managing your properties?
[00:13:08.580 --> 00:13:11.580]   Do you have any idea what your lifestyle is going to look like at that time?
[00:13:11.580 --> 00:13:12.580]   Yeah.
[00:13:12.580 --> 00:13:16.580]   My wife and I, we both really love to travel.
[00:13:16.580 --> 00:13:25.580]   And we did a backpacking through Europe trip one summer for a couple months, and we've traveled to a number of different places.
[00:13:25.580 --> 00:13:38.580]   And so our plan, though it kind of fluctuates, roughly looks like have a kid and start to travel full-time, probably a slow travel around the world if you're familiar with Go Curry Cracker.
[00:13:38.580 --> 00:13:41.580]   And I know you are because you've interviewed them.
[00:13:41.580 --> 00:13:58.580]   If your listeners are familiar with Go Curry Cracker, kind of moving to a place and living there for a few months, getting to know the neighborhood, local market, and then getting to know the people and actually living there, not just visiting there as a tourist.
[00:13:58.580 --> 00:14:01.580]   And so we're looking at doing something like that.
[00:14:01.580 --> 00:14:03.580]   I don't know about teaching.
[00:14:03.580 --> 00:14:16.580]   One of our kind of plan C or D is to teach English overseas if we find out that we need some more money or there's some kind of shortfall or whatever, then that's always a backup plan.
[00:14:16.580 --> 00:14:20.580]   And if we find that we miss it, we can always go back.
[00:14:20.580 --> 00:14:25.580]   But just having that freedom to do whatever we want is really what we're looking for.
[00:14:25.580 --> 00:14:26.580]   That's exciting.
[00:14:26.580 --> 00:14:33.580]   Now, let's start there because I think you raise a really interesting scenario.
[00:14:33.580 --> 00:14:36.580]   And so we're going to tackle first.
[00:14:36.580 --> 00:14:44.580]   It sounds like you had some exposure to investing through mutual funds, specifically through an indexing strategy and also through real estate.
[00:14:44.580 --> 00:14:54.580]   So one of the common questions that I see in the money mustache forms, the only early retirement form I've ever been much involved in.
[00:14:54.580 --> 00:14:57.580]   So we'll just pick on that.
[00:14:57.580 --> 00:15:03.580]   I often see the question about real estate versus stocks, basically real estate versus index funds.
[00:15:03.580 --> 00:15:07.580]   Very few people on there are pursuing strategies other than indexing.
[00:15:07.580 --> 00:15:13.580]   But you are planning to travel, but yet you're going to own a bunch of real estate.
[00:15:13.580 --> 00:15:23.580]   Do you see yourself able to continue owning the real estate and managing it from abroad, or are you planning to sell out and move to another strategy?
[00:15:23.580 --> 00:15:25.580]   That's a good question.
[00:15:25.580 --> 00:15:36.580]   I don't think that -- we're not planning on selling anytime soon unless, for whatever reason, the market dictates that and there's better opportunity.
[00:15:36.580 --> 00:15:46.580]   Because real estate offers us a couple advantages that stocks won't that I'm sure we'll get to in just a minute.
[00:15:46.580 --> 00:15:54.580]   So there's a number of different options for handling real estate management when you're not local.
[00:15:54.580 --> 00:15:57.580]   One of them is, of course, a property manager.
[00:15:57.580 --> 00:16:06.580]   And they'll typically manage your properties, find tenants for you, things like that, and charge you about 10% of the gross rent.
[00:16:06.580 --> 00:16:17.580]   The tricky part is finding a good one because you are relying on them to take care of your assets.
[00:16:17.580 --> 00:16:26.580]   You're relying on them to find good tenants who will pay on time and make sure they don't do a bunch of damage to the house.
[00:16:26.580 --> 00:16:36.580]   So you do need to find a good property manager, which can be tricky, especially if you're investing in areas where there's not a whole lot of choice, more rural areas.
[00:16:36.580 --> 00:16:44.580]   Another option besides a property manager is managing it remotely yourself.
[00:16:44.580 --> 00:16:53.580]   This obviously is tricky because if you're half a continent away, completely different time zone, you can't go deal with things.
[00:16:53.580 --> 00:17:01.580]   One of the better ways I like to deal with this scenario is to buy a home warranty.
[00:17:01.580 --> 00:17:12.580]   And a home warranty, if you don't know, is you pay -- it's generally around $300, $400 a year for just an average single-family home.
[00:17:12.580 --> 00:17:16.580]   And that covers a number of repair issues.
[00:17:16.580 --> 00:17:19.580]   The tenants can call the home warranty company directly.
[00:17:19.580 --> 00:17:25.580]   Typically when you buy a single-family home, you'll get -- the seller will pay for a year of coverage of a home warranty.
[00:17:25.580 --> 00:17:33.580]   So a lot of people might be familiar with it that way because the seller doesn't want to have a hot water heater break a month after the person moves in.
[00:17:33.580 --> 00:17:37.580]   And so if you have a home warranty, the tenants can call.
[00:17:37.580 --> 00:17:43.580]   And usually there's a small trade fee for just the visit.
[00:17:43.580 --> 00:17:44.580]   It's like $60.
[00:17:44.580 --> 00:17:48.580]   And then the home warranty company will cover the cost of the repairs.
[00:17:48.580 --> 00:17:54.580]   They'll send out a local plumber or electrician or whatever is needed and fix everything.
[00:17:54.580 --> 00:18:03.580]   So that's a really good solution if you're self-managing to kind of deal with the maintenance issues.
[00:18:03.580 --> 00:18:09.580]   Because if something happens, if a pipe bursts or whatever, the tenants can call them directly.
[00:18:09.580 --> 00:18:11.580]   The home warranty company will send someone out.
[00:18:11.580 --> 00:18:13.580]   The tenants will pay them $60.
[00:18:13.580 --> 00:18:19.580]   And you've kind of capped your repair costs at that $400, $300, $400 a year that you're paying to the home warranty company.
[00:18:19.580 --> 00:18:22.580]   And that will cover all those different issues.
[00:18:22.580 --> 00:18:24.580]   And then you don't even have to get involved.
[00:18:24.580 --> 00:18:28.580]   The hardest part about this strategy is the turnover.
[00:18:28.580 --> 00:18:38.580]   When you have a tenant move out, you need to get the place cleaned up, maybe paint, carpet, any repairs, anything like that.
[00:18:38.580 --> 00:18:40.580]   And then you need to show it to new tenants.
[00:18:40.580 --> 00:18:44.580]   And if you're not there, it's kind of hard to show it to tenants.
[00:18:44.580 --> 00:18:53.580]   So there are companies in different cities that will just find tenants for you and realtors even that will do this.
[00:18:53.580 --> 00:19:03.580]   So it is kind of a more hodgepodge strategy of finding a company that will do that and getting the home warranty
[00:19:03.580 --> 00:19:08.580]   and trying to piece together these different parts of your team to help you manage the property.
[00:19:08.580 --> 00:19:14.580]   I think that strategy works best if you have really long-term tenants, ones that are going to be staying for multiple years.
[00:19:14.580 --> 00:19:17.580]   And you're off traveling.
[00:19:17.580 --> 00:19:20.580]   They have the home warranty company, and you don't have to worry about turnover.
[00:19:20.580 --> 00:19:25.580]   And it kind of just takes care of itself, and the checks show up.
[00:19:25.580 --> 00:19:27.580]   Cross your fingers on that.
[00:19:27.580 --> 00:19:34.580]   So yeah, traveling and owning property does add some complexities.
[00:19:34.580 --> 00:19:39.580]   Right. Well, I liked how you led off with watching for a market correction.
[00:19:39.580 --> 00:19:42.580]   If real estate is undervalued, there's no reason to sell it.
[00:19:42.580 --> 00:19:46.580]   And so you'll figure out a lifestyle strategy that can make that work.
[00:19:46.580 --> 00:19:50.580]   And it's very, I think, possible, up to you.
[00:19:50.580 --> 00:19:55.580]   But perhaps traveling with a two-month-old is not what you want to do.
[00:19:55.580 --> 00:19:57.580]   And it may be different after a couple of years.
[00:19:57.580 --> 00:20:01.580]   And so you can kind of figure it out, and you can adjust as time goes forward.
[00:20:01.580 --> 00:20:06.580]   So in solving this question of real estate-- and let's keep it simple, just because--
[00:20:06.580 --> 00:20:10.580]   let's keep it of real estate versus index funds.
[00:20:10.580 --> 00:20:17.580]   And let's use that as our two options and ignore investing in--
[00:20:17.580 --> 00:20:21.580]   ignore other individual stock strategies or other equity strategies.
[00:20:21.580 --> 00:20:23.580]   We'll ignore options. We'll ignore all of that.
[00:20:23.580 --> 00:20:32.580]   What do you see as far as the usual, the conversation, the pros and cons between those approaches for early retirees?
[00:20:32.580 --> 00:20:36.580]   Good question.
[00:20:36.580 --> 00:20:44.580]   So the main thing that everyone sort of gravitates towards to begin with is the amount of work.
[00:20:44.580 --> 00:20:48.580]   Because obviously, an index fund, you buy and you're done.
[00:20:48.580 --> 00:20:54.580]   Or you set up your auto withdrawals from your bank account, and you're good.
[00:20:54.580 --> 00:21:02.580]   It doesn't require any more than a click of a button in a few minutes, and maybe once a year going on and rebalancing.
[00:21:02.580 --> 00:21:07.580]   Real estate obviously takes a lot more work.
[00:21:07.580 --> 00:21:12.580]   You do have those phone calls from tenants to deal with issues, or texts, in my case.
[00:21:12.580 --> 00:21:14.580]   I have all my tenants text me.
[00:21:14.580 --> 00:21:17.580]   I don't want to deal with phone calls.
[00:21:17.580 --> 00:21:21.580]   And so you do have those sort of issues.
[00:21:21.580 --> 00:21:26.580]   So that's the first big major difference.
[00:21:26.580 --> 00:21:28.580]   Real estate does take more work.
[00:21:28.580 --> 00:21:34.580]   I have a property manager for my out-of-state properties right now, and I manage my local ones.
[00:21:34.580 --> 00:21:42.580]   And they take about a month-- or sorry, an hour of work a month per property.
[00:21:42.580 --> 00:21:48.580]   And that's averaged over a year, but it usually doesn't bunch up like that.
[00:21:48.580 --> 00:21:51.580]   Most months, it takes no time at all.
[00:21:51.580 --> 00:21:57.580]   It's five minutes to check my bank account and see that the rent was deposited and go on.
[00:21:57.580 --> 00:22:03.580]   And every couple months, maybe there's a text that there's an issue.
[00:22:03.580 --> 00:22:07.580]   And so I see, oh, there's this plumbing issue, and I call up a local plumber and give them the tenant's number.
[00:22:07.580 --> 00:22:11.580]   And it takes me a total of 15 minutes that month to deal with that property.
[00:22:11.580 --> 00:22:16.580]   And then it's bunched up to where then when a tenant moves out,
[00:22:16.580 --> 00:22:23.580]   I maybe have 10 hours of dealing with that property in terms of getting it fixed up, cleaned up,
[00:22:23.580 --> 00:22:26.580]   showing it to people, and getting it re-rented.
[00:22:26.580 --> 00:22:32.580]   And so it'll be about once a year, maybe every 18 months on average,
[00:22:32.580 --> 00:22:36.580]   that I'll have a big chunk of time over a weekend or two dealing with that property.
[00:22:36.580 --> 00:22:39.580]   And then most months, it's no work at all.
[00:22:39.580 --> 00:22:49.580]   And then, of course, my out-of-state ones are maybe 10 minutes each month kind of reconciling the statements from the property manager.
[00:22:49.580 --> 00:22:51.580]   So it does take more time.
[00:22:51.580 --> 00:22:59.580]   I think the most time and work it takes is up front, finding a good property, finding a good deal.
[00:22:59.580 --> 00:23:03.580]   And that takes a lot of patience and knowledge and can be aggravating.
[00:23:03.580 --> 00:23:08.580]   And you put in offers, and they don't get accepted.
[00:23:08.580 --> 00:23:15.580]   And so I certainly see why a lot of people don't want to deal with that frustration
[00:23:15.580 --> 00:23:22.580]   and why index funds have a very ease-of-use appeal.
[00:23:22.580 --> 00:23:26.580]   So that's kind of the downside to real estate.
[00:23:26.580 --> 00:23:31.580]   That's sort of the pro of index funds.
[00:23:31.580 --> 00:23:36.580]   And then, of course, their great historic record in terms of returns.
[00:23:36.580 --> 00:23:42.580]   It's hard to go wrong with just a solid total market index fund with low costs
[00:23:42.580 --> 00:23:48.580]   and just kind of set it and forget it and maybe rebalance depending on your asset allocation.
[00:23:48.580 --> 00:23:51.580]   Right.
[00:23:51.580 --> 00:23:58.580]   The pros of real estate are it's a much more inefficient market.
[00:23:58.580 --> 00:24:09.580]   I don't believe in the strong EMH, but I do believe the stock market is mostly efficient over a long enough time period.
[00:24:09.580 --> 00:24:11.580]   Especially for large-cap stocks.
[00:24:11.580 --> 00:24:13.580]   Absolutely. Yeah, absolutely.
[00:24:13.580 --> 00:24:20.580]   And so even though we do occasionally see just wild inefficiencies like March 2009,
[00:24:20.580 --> 00:24:23.580]   they generally get corrected pretty quickly.
[00:24:23.580 --> 00:24:28.580]   They're fairly rare. And in general, stuff's kind of priced where it's supposed to be.
[00:24:28.580 --> 00:24:32.580]   So you're just kind of buying at the market rate and whatever that is and just kind of holding.
[00:24:32.580 --> 00:24:36.580]   There's not a lot you can really exploit.
[00:24:36.580 --> 00:24:40.580]   At least I don't have the knowledge to do so.
[00:24:40.580 --> 00:24:44.580]   And I think most investors probably don't.
[00:24:44.580 --> 00:24:48.580]   It's kind of the rare exception who might be able to.
[00:24:48.580 --> 00:24:53.580]   So but with real estate, it's a much more inefficient market.
[00:24:53.580 --> 00:24:58.580]   There's kind of due to a lack of liquidity.
[00:24:58.580 --> 00:25:03.580]   It takes a while for a property to sell.
[00:25:03.580 --> 00:25:13.580]   It has to go through the whole title process and there's inspections and all that sort of stuff that happens when you purchase a piece of property.
[00:25:13.580 --> 00:25:17.580]   And there's also a lot less information.
[00:25:17.580 --> 00:25:27.580]   So whereas companies may publish their earnings report, you don't have a property publishing information about itself.
[00:25:27.580 --> 00:25:33.580]   There's some very limited stuff in the public records, which can often be wrong.
[00:25:33.580 --> 00:25:42.580]   And there's some sort of limited information if it gets put up for sale in a formal way on the MLS.
[00:25:42.580 --> 00:25:54.580]   And due to that sort of limited information and kind of transaction time that it takes, you can find good deals.
[00:25:54.580 --> 00:25:57.580]   You can find things that are priced below market.
[00:25:57.580 --> 00:26:08.580]   You can find more of those whole markets that are almost inefficient because, you know, in March 2009 with stocks, stuff corrected pretty quickly within a few months.
[00:26:08.580 --> 00:26:17.580]   Whereas because of those lightning fast transactions that can occur with the click of a button, whereas it does take months and months with real estate.
[00:26:17.580 --> 00:26:19.580]   So the markets move rather slowly.
[00:26:19.580 --> 00:26:41.580]   So when they're kind of inefficiently priced and you can find deals where the rents are returning you a really good return relative to the price, then you can kind of jump on that and get something that over the next 30 or 40 years is going to look really good in terms of your return.
[00:26:41.580 --> 00:26:47.580]   So that's one benefit is due to the inefficient market of real estate.
[00:26:47.580 --> 00:26:49.580]   You can search for deals.
[00:26:49.580 --> 00:26:53.580]   And if you're patient, you can find good deals.
[00:26:53.580 --> 00:27:11.580]   Another benefit, and this is kind of maybe jumping the gun on where I think you might go a little later with safe withdrawal rates, but typically with stocks, you want to have around a 4% safe withdrawal rate.
[00:27:11.580 --> 00:27:13.580]   And some people like to be more conservative.
[00:27:13.580 --> 00:27:15.580]   Some people might be a little more aggressive.
[00:27:15.580 --> 00:27:24.580]   But most people want around 4% withdrawal rate.
[00:27:24.580 --> 00:27:35.580]   So they say, OK, 4% or 1/25 of my total portfolio I can withdraw each year and adjust that to inflation, and then I'm good.
[00:27:35.580 --> 00:27:50.580]   And sort of-- and not to go too deep into the Trinity study or anything like that, but just to give a quick recap of why that is is due to volatility, sequence of returns risk.
[00:27:50.580 --> 00:28:06.580]   If the stock market takes a dive right after you retire and you withdraw your money to live on for that year, you're withdrawing it at that lower valuation, and then it's harder for your money to make its way back up from the return.
[00:28:06.580 --> 00:28:22.580]   So a higher withdrawal rate would be just fine typically on average, but just because if it might dive, you kind of say, OK, well, 4% is going to be safe in case that happens.
[00:28:22.580 --> 00:28:32.580]   It was kind of what they called the safe max or safe min, the very kind of minimum withdrawal rate you could take and not have to worry about that sequence of withdrawal risk.
[00:28:32.580 --> 00:28:39.580]   Well, real estate kind of doesn't suffer from that problem.
[00:28:39.580 --> 00:28:52.580]   With real estate, let's say you are earning 8%-- 8% real or nominal, it doesn't matter for the purposes of this illustration.
[00:28:52.580 --> 00:29:03.580]   But you're earning 8% on this, and you expect your stocks to also earn 8%, but you can only withdraw 4% of the stocks because you're worried about the stock market taking a dive.
[00:29:03.580 --> 00:29:07.580]   Well, with real estate, with your rents coming in, they're a lot more stable return.
[00:29:07.580 --> 00:29:17.580]   And I think that's why a lot of people kind of invest in dividend stocks a lot of people wanting to retire early, like dividend stocks for that cash flow coming in.
[00:29:17.580 --> 00:29:19.580]   Right.
[00:29:19.580 --> 00:29:29.580]   Well, with real estate, your rents typically aren't going to dive the way the stock market might.
[00:29:29.580 --> 00:29:35.580]   And so you might be OK if you're getting an 8% return.
[00:29:35.580 --> 00:29:42.580]   You might be OK withdrawing 6% of your total portfolio.
