
[00:00:00.040 --> 00:00:09.500]   preoccup
[00:06:12.400 --> 00:06:14.400]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:14.400 --> 00:06:16.400]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:16.400 --> 00:06:18.400]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:18.400 --> 00:06:20.400]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:20.400 --> 00:06:22.400]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:22.400 --> 00:06:24.400]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:24.420 --> 00:06:44.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:44.440 --> 00:06:46.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:46.440 --> 00:06:48.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:48.440 --> 00:06:50.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:50.440 --> 00:06:52.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:52.440 --> 00:06:54.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:54.440 --> 00:06:54.440]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:06:54.440 --> 00:06:54.440]   of the phone
[00:06:54.440 --> 00:07:16.480]  , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:07:16.480 --> 00:07:18.480]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:07:18.480 --> 00:07:18.480]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:07:18.480 --> 00:07:18.480]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:07:18.480 --> 00:07:18.480]   , I'm preparing for my show one of the most common comments I hear from listeners with whom I interact in real life or on the phone
[00:07:18.520 --> 00:07:28.120]  ав
[00:07:28.120 --> 00:07:29.260]   figure is I I
[00:07:29.260 --> 00:07:31.600]   e, compet,,,,,,,,,, ..acht Amendment earned need Kak дорог
[00:07:31.600 --> 00:07:48.320]   public only record and al don 7 speaks and 12 power and, and, and, we, and, and, and, is, et, and, is, is. I, all, and, is, sea, requirements
[00:07:48.380 --> 00:07:56.280]   T
[00:07:56.280 --> 00:07:58.760]   they. A
[00:07:58.760 --> 00:08:18.240]   görd, ,,,,,
[00:08:47.540 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  '
[00:08:48.380 --> 00:08:48.380]  ''
[00:08:48.420 --> 00:08:55.280]   level
[00:08:55.280 --> 00:09:17.240]   . r. de Mark
[00:09:17.940 --> 00:09:45.940]   "
[00:09:45.940 --> 00:09:47.920]   speed сем Per,,,,,,,-� kittens friedmoso hard και업 moy gente Ver imagine a Mad of unawareア Потом kinda Men gli I reve온�F, the!.ographic, "C, -If, -G, -G, -G -B -G -點 -V -G -T -G -G - PD -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, Пр., see this is a really u minimum " lip in the i first בעuer em been more and like a never exactly is inform the be in the request no won over the avoid theuther me in the thing my i saviorlei moi단
[00:09:47.940 --> 00:09:51.960]   it's not a little trick in the tax code it's very simple
[00:09:51.960 --> 00:10:01.960]   get your career and your income right and you'll simultaneously do both of those things
[00:10:01.960 --> 00:10:17.940]   for the last month i have been pouring myself into trying to finish version two of the radical personal finance guide to career and income planning or as i like to call it how to earn lots of money doing work you love
[00:10:17.940 --> 00:10:17.940]   Корak
[00:10:17.960 --> 00:10:47.960]   and i'm going to be doing a hard launch here of the course it's not quite ready for you i was hoping to have it fully ready today but i have a few back end things to fix up so i'll be launching that hopefully tomorrow to you i'll be launching that hopefully tomorrow and i'll be doing a lot of free content here on the show to try to help you with some of these solutions but here's the simple reason
[00:10:47.960 --> 00:10:47.960]   I'm going to be doing a lot of free content here on the show to try to help you with some of these solutions but here's the simple reason
[00:10:47.960 --> 00:10:47.960]   I'm going to be doing a lot of free content here on the show to try to help you with some of these solutions but here's the simple reason
[00:10:47.960 --> 00:10:47.960]   I'm going to be doing a lot of free content here on the show to try to help you with some of these solutions but here's the simple reason
[00:10:47.980 --> 00:11:17.980]   I'm going to be doing a lot of free content here on the show to try to help you with some of these solutions but here's the simple reason
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken
[00:11:17.980 --> 00:11:17.980]   If your life is kind of broken you don't really like what you're doing you don't really like how things are going kind of miserable at work don't feel like you have enough money a majority of those problems will be solved not by a little budget hack or a new piece of financial software but by fixing your career and your income problems if you get your career and your income problems if you get your career and your income problems
[00:11:18.020 --> 00:11:48.000]   "I've come to the point where I think that every financial planner before they ever talk about how much money do you have how much money savings do you have how much insurance do you have I think just about every financial planner should say let's do a career assessment how's your career going
[00:11:48.000 --> 00:11:48.000]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:11:48.000 --> 00:11:48.000]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:11:48.000 --> 00:11:48.000]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:11:48.000 --> 00:11:48.000]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:11:48.020 --> 00:12:18.020]   and I want to give you today just a tiny bit of starting illumination on this topic by narrowing in on one idea and it's simply this
[00:12:18.020 --> 00:12:18.020]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:18.020 --> 00:12:18.020]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:18.020 --> 00:12:18.020]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:18.020 --> 00:12:18.020]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:18.020 --> 00:12:18.020]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:18.060 --> 00:12:48.040]  ,
[00:12:48.040 --> 00:12:48.040]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:48.040 --> 00:12:48.040]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:48.040 --> 00:12:48.040]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going how's your career going
[00:12:48.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:18.060]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:18.060 --> 00:13:48.080]  ,
[00:13:48.080 --> 00:13:48.080]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:48.080 --> 00:13:48.080]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:48.080 --> 00:13:48.080]   I've come to the point where I think that every financial planner should say let's do a career assessment how's your career going
[00:13:48.120 --> 00:13:51.060]   violin
[00:13:51.060 --> 00:13:59.080]  ,, ., where... ihre
[00:13:59.080 --> 00:14:00.120]   guarantee that, I'm, I'm, I, I, I, N, K, K,
[00:14:16.420 --> 00:14:27.580]   what
[00:14:27.580 --> 00:14:43.940]   , is tight but we't , , . .,ững, yelling,GA, someplace. So, had a child, slaves but they're not like the child is ard. It's. I'm. I'm. I'm. minimize the. I'm.änd. But,
[00:14:44.520 --> 00:14:47.840]  ated
[00:14:47.840 --> 00:14:50.640]   div,,,
[00:14:50.640 --> 00:15:13.420]   water the spirit new all smart and more
[00:15:14.560 --> 00:15:18.800]  recognize the spirit of the world.
[00:15:18.800 --> 00:15:44.540]   Have you not observed that there are a whole lot of people that make a lot of money and commit suicide? Have you not observed that there are a whole lot of people that make a lot of money but seem to kind of have a life that pretty much is in shambles? It's not that one is necessarily always caused by the other. You could have a great work life and a miserable marriage and your happiness is not necessarily going to be fixed by your work life. But I'm not here to talk to you today about marriage.
[00:15:44.580 --> 00:16:14.580]   I'm here to talk about work.
[00:16:14.640 --> 00:16:44.620]  ,
[00:16:44.620 --> 00:16:44.620]  obedience,
[00:16:44.620 --> 00:16:44.640]   and I'm here to talk about work.
[00:16:44.640 --> 00:16:44.640]   If you choose work you love, the probable result is in time you'll be able to figure out how to make a lot of money by serving people well. So you'll wind up getting the best of both worlds, a happy and fulfilling and satisfying work life and a big fat bank account. But you can't pursue a money-based life.
[00:16:44.640 --> 00:16:44.640]   If you choose work you love, the probable result is in time you'll be able to figure out how to make a lot of money by serving people well. So you'll wind up getting the best of both worlds, a happy and fulfilling and satisfying work life and a big fat bank account. But you can't pursue a money-based life.
[00:16:44.640 --> 00:17:14.680]  ,obedience,
[00:17:14.680 --> 00:17:14.680]   and I'm here to talk to you today about marriage.
[00:17:14.680 --> 00:17:14.680]   So I'm here to talk to you today about marriage.
[00:17:14.680 --> 00:17:14.680]   So I'm here to talk to you today about marriage.
[00:17:14.680 --> 00:17:14.680]   So I'm here to talk to you today about marriage.
[00:17:14.680 --> 00:17:14.680]   So I'm here to talk to you today about marriage.
[00:17:14.680 --> 00:17:14.680]   So I'm here to talk to you today about marriage.
[00:17:14.720 --> 00:17:15.720]  手 I'm here to talk to you today about marriage.
[00:17:15.720 --> 00:17:16.720]   So I'm here to talk to you today about marriage.
[00:17:16.720 --> 00:17:17.720]   So I'm here to talk to you today about marriage.
[00:17:17.720 --> 00:17:18.720]   So I'm here to talk to you today about marriage.
[00:17:18.720 --> 00:17:19.720]   So I'm here to talk to you today about marriage.
[00:17:19.720 --> 00:17:20.720]   So I'm here to talk to you today about marriage.
[00:17:20.720 --> 00:17:21.720]   So I'm here to talk to you today about marriage.
[00:17:21.720 --> 00:17:22.720]   So I'm here to talk to you today about marriage.
[00:17:22.720 --> 00:17:23.720]   So I'm here to talk to you today about marriage.
[00:17:23.720 --> 00:17:24.720]   So I'm here to talk to you today about marriage.
[00:17:24.720 --> 00:17:25.720]   So I'm here to talk to you today about marriage.
[00:17:25.720 --> 00:17:26.720]   So I'm here to talk to you today about marriage.
[00:17:26.720 --> 00:17:27.720]   So I'm here to talk to you today about marriage.
[00:17:27.720 --> 00:17:28.720]   So I'm here to talk to you today about marriage.
[00:17:28.720 --> 00:17:29.720]   So I'm here to talk to you today about marriage.
[00:17:29.760 --> 00:17:39.540]   posit
[00:17:39.540 --> 00:17:39.860]   a, has,
[00:17:39.860 --> 00:17:41.060]   Spike R L G
[00:17:57.240 --> 00:18:00.000]  �, a, has,
[00:18:00.000 --> 00:18:04.000]   If you love your work and your career, you'll probably be happy no matter how much money you're earning.
[00:18:04.000 --> 00:18:07.080]   No matter how much money is in your 401k, no matter how much money you're saving.
[00:18:07.080 --> 00:18:11.840]   If you're earning huge money but don't love your work and your career,
[00:18:11.840 --> 00:18:15.480]   you'll find it hard to be happy no matter how much you're earning.
[00:18:15.480 --> 00:18:19.840]   So the simple, obvious choice
[00:18:19.840 --> 00:18:24.680]   is you should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:24.680]   You should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:24.680]   You should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:24.680]   You should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:24.680]   You should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:24.680]   You should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:24.680]   You should choose to do work you love and make the money fit
[00:18:24.680 --> 00:18:54.200]  , and make the money fit
[00:18:54.200 --> 00:18:54.240]   You should choose to do work you love and make the money fit
[00:18:54.240 --> 00:18:54.280]   You should choose to do work you love and make the money fit
[00:18:54.280 --> 00:18:54.360]   You should choose to do work you love and make the money fit
[00:18:54.360 --> 00:18:54.400]   You should choose to do work you love and make the money fit
[00:18:54.400 --> 00:18:54.440]   You should choose to do work you love and make the money fit
[00:18:54.440 --> 00:18:54.520]   You should choose to do work you love and make the money fit
[00:18:54.520 --> 00:18:54.640]   You should choose to do work you love and make the money fit
[00:18:54.640 --> 00:18:54.680]   You should choose to do work you love and make the money fit
[00:18:54.680 --> 00:18:54.680]   You should choose to do work you love and make the money fit
[00:18:54.680 --> 00:18:54.680]   You should choose to do work you love and make the money fit
[00:18:54.680 --> 00:18:54.680]   You should choose to do work you love and make the money fit
[00:18:54.720 --> 00:19:01.860]   "
[00:19:01.860 --> 00:19:04.560]   in. Z earn
[00:19:04.560 --> 00:19:05.720]  ,,,,,,, die avere of overпар scrape
[00:19:05.720 --> 00:19:22.780]   в

