
[00:00:00.040 --> 00:00:09.480]   ち
[00:01:26.160 --> 00:01:26.200]   She's not high maintenance. She's willing to think flexibly after all.
[00:01:26.200 --> 00:01:26.360]   She's willing to think flexibly after all.
[00:01:26.360 --> 00:01:26.400]   She's willing to think flexibly after all.
[00:01:26.400 --> 00:01:26.400]   She's willing to think flexibly after all.
[00:01:26.400 --> 00:01:26.480]   She's willing to think flexibly after all.
[00:01:26.480 --> 00:01:27.360]   flexibly after all.
[00:01:27.360 --> 00:01:27.360]   I'm willing to think about all.
[00:01:27.380 --> 00:01:36.240]   She's really wonderful in that regard.
[00:01:36.240 --> 00:01:41.980]   But there's so many benefits that you gain if you're willing to be flexible in your approach.
[00:01:41.980 --> 00:01:47.520]   And I have so many friends who are great people and wonderful, but they're just not flexible.
[00:01:47.520 --> 00:01:48.940]   I don't think you have to be flexible.
[00:01:48.940 --> 00:01:53.560]   We're not talking here in the area of morally right and wrong things,
[00:01:53.560 --> 00:01:57.400]   but you can choose how you want to live your life.
[00:01:57.400 --> 00:01:57.400]  ертвed.
[00:01:57.400 --> 00:01:57.400]   And if you want to live your life,
[00:01:57.400 --> 00:01:57.400]   I'm willing to think flexibly after all.
[00:01:57.400 --> 00:01:57.400]   But I'm willing to think flexibly after all.
[00:01:57.400 --> 00:01:57.400]   But I'm willing to think flexibly after all.
[00:01:57.400 --> 00:01:57.400]   I'm willing to think flexibly after all.
[00:01:57.400 --> 00:01:57.400]   But I'm willing to think flexibly after all.
[00:01:57.400 --> 00:01:57.400]   But I'm willing to think flexibly after all.
[00:01:57.400 --> 00:01:57.400]   But I'm willing to think flexibly after all.
[00:01:57.400 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.440 --> 00:02:27.440]   But I'm willing to think flexibly after all.
[00:02:27.460 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:02:57.480]   But I'm willing to think flexibly after all.
[00:02:57.480 --> 00:03:27.520]  ,
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all.
[00:03:27.520 --> 00:03:27.520]   But I'm willing to think flexibly after all. But I'm willing to think flexibly after all of what I've been a very,
[00:03:27.520 --> 00:03:27.520]   but I'm willing to think flexibly after all. But I'm willing to think flexibly after all of what I've learned to do the things.
[00:03:27.520 --> 00:03:27.520]   but I'm willing to think flexibly after all of what I've been a few, which I've been a few years ago,
[00:03:27.560 --> 00:03:37.660]   stock
[00:03:37.660 --> 00:03:56.920]   And A provide 2,,,,, check粉
[00:04:55.900 --> 00:04:55.900]   ----
[00:04:55.900 --> 00:04:55.900]   ----
[00:04:55.900 --> 00:04:55.900]   ----
[00:04:55.900 --> 00:04:55.900]   ----
[00:04:55.940 --> 00:05:06.700]   with
[00:05:06.700 --> 00:05:22.480]   grew on,,,,
[00:05:23.820 --> 00:05:35.240]   .
[00:05:53.060 --> 00:06:21.280]   It's pretty miserable to be out in the heat and to be out in the cold. So you need to be protected from the elements. If you've provided that, do you know how easily almost all of the other conveniences can be provided? Do you know how easy it is to provide some basic water? Some basic way to deal with your human waste? It's not tough at all. And it can be done in a variety of formats.
[00:06:21.280 --> 00:06:23.060]   It's not tough at all. And it can be done in a variety of formats.
[00:06:23.060 --> 00:06:23.060]   It's not tough at all. And it can be done in a variety of formats.
[00:06:23.060 --> 00:06:23.060]   It's not tough at all. And it can be done in a variety of formats.
[00:06:23.060 --> 00:06:23.060]   It's not tough at all. And it can be done in a variety of formats.
[00:06:23.060 --> 00:06:23.060]   It's not tough at all. And it can be done in a variety of formats.
[00:06:23.060 --> 00:06:23.060]   It's not tough at all. And it can be done in a variety of formats.
[00:06:23.100 --> 00:06:51.300]   don
[00:06:51.300 --> 00:06:53.080]  這 battlefield let the more, the, the, the, the,,,,,,,,,,,,before diasporabil weg folders I That D That I It I Ih vá word or w wait and my work and the way and the way. And the re. And, in the. And, and, and, and, and, and, and, and, and, thing. And, and, cheering thick. And, decent.лен. And, � de, 거죠. cort. 12� not.我覺得 face a get, drunk. школ. Вот.~? bit. de, store.、「rai.는. is not, compared. better. law, count. Nine named, divide, cả.視, side, even, wouldn't. manage,
[00:06:53.100 --> 00:07:23.100]   move their yurt by tractors. Some nomads live in wagons. Some nomads live in vans and RVs. But they're living very well and having their housing provided, but in a unique way. Now, you may not want to be a nomad. So, look at a stationary form. Why do we live in houses? Well, there are many benefits to them. They're certainly comfortable. But you can also live in different climates, very comfortable and think comfortable.
[00:07:23.140 --> 00:07:53.120]   and think comfortable. And, you know, I'm not saying that you should live in a tent. You can live very well in a tent. You can live very well in a yurt. You can live very well in a log cabin. You can live very well in a garage. You can live very well in a shed that you fix up for yourself. You can live very well in a shed that you fix up for yourself.
[00:07:53.120 --> 00:07:53.120]   You can live very well in a garage. You can live very well in a shed that you fix up for yourself.
[00:07:53.140 --> 00:08:22.280]   You can live very well in a mobile wagon. You can live very well in many circumstances. I wouldn't necessarily trade the comfort of a conventional house for something that's just less comfortable. But if you get something in return for it, for example, what am I getting by moving from a conventional house into an RV? Well, I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:22.280 --> 00:08:23.140]   and travel, and it happens to be relatively inexpensive.
[00:08:23.140 --> 00:08:23.140]   I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:23.140 --> 00:08:23.140]   I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:23.140 --> 00:08:23.140]   I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:23.140 --> 00:08:23.140]   I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:23.140 --> 00:08:23.140]   I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:23.180 --> 00:08:53.160]  ,
[00:08:53.160 --> 00:08:53.160]   I'm getting an additional benefit of flexibility and travel, and it happens to be relatively inexpensive.
[00:08:53.160 --> 00:08:53.160]   Well, that's great, but I'm not doing it primarily for the finances, I'm doing it for the flexibility of the travel that it gives me. I like that. You may like it because you can live in a beautiful place. Let's say that you move into a beautiful forest and you set up a yurt. Well, the yurt's only going to last you for ten years, but you can set up a beautiful yurt to live in. Or you can buy a big canvas wall tent. You can set it up and be warm in the winter and cool in the summer, and you can have luxury furniture, and you can be warm in the winter and cool in the summer, and you can have luxury furniture and you can have luxury furniture and you can have luxury furniture and you can buy a big canvas wall tent.
[00:08:53.200 --> 00:08:59.200]   sir
[00:08:59.200 --> 00:09:04.020]   keep the
[00:09:47.680 --> 00:09:47.680]   and
[00:09:47.680 --> 00:09:47.680]   and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and a little bit of reading do a little bit of looking do a little bit of considering do a little bit of thinking do a little bit of exploration do a little bit of web searching just challenge yourself i don't know if these non normal ways are more popular now than they were in the past i think they're always pretty popular but i think it's easier for you to connect with people who are living less conventional lifestyles than it's ever been
[00:10:42.240 --> 00:10:53.260]   quick
[00:11:11.060 --> 00:11:13.380]   when
[00:11:13.380 --> 00:11:24.840]   is a piece I I build in them shorter, I, be, ., ,,,,,,,,,經
[00:11:24.840 --> 00:11:38.940]  視ジ smelling decide Esperered cleaned самый sniper verify рис. .T.C.T,U,T,E.I,T,T. Neo. photographed.You've.rating.E,G,N,M.遊.有人.R.G.,G,R.,R.,G,E,G, th w.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, manage a L,,, be in the way, him clothing Hammer, like, all say, at the C D. why the New Sewer. exist a new
[00:11:38.940 --> 00:11:39.440]  larınıleading play a multif banging qustaw for a
[00:11:39.460 --> 00:11:45.740]   while you're working in that process and you can live in a trailer in the backyard or set up a nice wall tent.
[00:11:45.740 --> 00:11:55.320]   I mean, even if you don't have a trailer, you set up a nice wall tent on a nice grassy patch outside of a, let's say you build a deck and the deck's going to go on the back of the house, but you go ahead and set up a tent there.
[00:11:55.320 --> 00:12:06.740]   You put in a nice comfortable bed and a nice comfortable chair and you, you can experience all the same things while being there on the property and you can put that together with, with the fact that you're working on that job while you are also managing.
[00:12:06.740 --> 00:12:34.280]  .
[00:12:34.280 --> 00:12:36.760]   curbside, somebody else's property and you're getting your housing provided at your own, at your own house. I mean, these ideas are not mutually exclusive. So look for some variation of them in your own life and look for some way to synthesize these and just use them as hopefully a little bit of creative fodder to help you figure out some smart move that is appropriate to your context, your city, your town, your country, your climate, your interest, your skills, your goals, your family, and just put them together and you're good to go.
[00:12:36.780 --> 00:12:42.020]   The second thing I would say is with regard to timing.
[00:12:42.020 --> 00:12:48.540]   One of the major challenges we have is the ability to appreciate how life changes over time.
[00:12:48.540 --> 00:12:59.300]   And so frequently, I think we, we try to get ahead of ourselves with regard to time and we don't recognize that there are different times in life at which different things are appropriate.
[00:12:59.300 --> 00:13:06.780]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:06.780 --> 00:13:06.780]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:06.780 --> 00:13:06.780]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:06.780 --> 00:13:06.780]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:06.780 --> 00:13:06.780]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:06.780 --> 00:13:06.780]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:06.820 --> 00:13:36.800]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:36.800 --> 00:13:36.800]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:36.800 --> 00:13:36.800]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:36.800 --> 00:13:36.800]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:36.800 --> 00:13:36.800]   I've observed among my generation that many people in my generation are trying to live their parents' lifestyle.
[00:13:36.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.820 --> 00:14:06.820]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:06.840 --> 00:14:36.840]  ,
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.840 --> 00:14:36.840]   I've observed among my generation are trying to live their parents' lifestyle.
[00:14:36.880 --> 00:15:06.860]  ,
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.860 --> 00:15:06.860]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:06.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.880 --> 00:15:36.880]   I've observed among my generation are trying to live their parents' lifestyle.
[00:15:36.920 --> 00:16:06.900]  ,
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.900 --> 00:16:06.900]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:06.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.920 --> 00:16:36.920]   I've observed among my generation are trying to live their parents' lifestyle.
[00:16:36.960 --> 00:17:06.940]  ,
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.940 --> 00:17:06.940]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:06.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:36.960 --> 00:17:36.960]   I've observed among my generation are trying to live their parents' lifestyle.
[00:17:37.000 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:06.980 --> 00:18:06.980]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:07.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:18:37.000]   I've observed among my generation are trying to live their parents' lifestyle.
[00:18:37.000 --> 00:19:07.020]  ,
[00:19:07.020 --> 00:19:07.020]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:07.020 --> 00:19:07.020]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:07.020 --> 00:19:07.020]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:07.020 --> 00:19:07.020]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:07.020 --> 00:19:07.020]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:07.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.040 --> 00:19:37.040]   I've observed among my generation are trying to live their parents' lifestyle.
[00:19:37.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.060 --> 00:20:07.060]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:07.100 --> 00:20:37.080]  ,
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.080 --> 00:20:37.080]   I've observed among my generation are trying to live their parents' lifestyle.
[00:20:37.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.100 --> 00:21:07.100]   I've observed among my generation are trying to live their parents' lifestyle.
[00:21:07.120 --> 00:21:37.120]   I've observed among my generation are trying to live their parents' lifestyle.

