
[00:00:00.000 --> 00:00:02.540]   [silence]
[00:08:18.160 --> 00:08:20.480]   which are isolation exercises, of course,
[00:08:20.480 --> 00:08:22.120]   to really restrict oneself
[00:08:22.120 --> 00:08:24.240]   to those three to five repetition ranges
[00:08:24.240 --> 00:08:26.760]   that take you to failure or near failure.
[00:08:26.760 --> 00:08:29.720]   I listed off the benefits of doing that that I experienced.
[00:08:29.720 --> 00:08:32.000]   And I'm confident that you will also experience
[00:08:32.000 --> 00:08:33.160]   a lot of benefits.
[00:08:33.160 --> 00:08:36.380]   So just to remind you what some of those benefits are,
[00:08:36.380 --> 00:08:38.760]   you get stronger, which feels great.
[00:08:38.760 --> 00:08:40.620]   That occurs within your weight workouts,
[00:08:40.620 --> 00:08:42.060]   but it also carries over
[00:08:42.060 --> 00:08:44.840]   to your endurance training sessions.
[00:08:44.840 --> 00:08:47.080]   I also noticed that when we're returning
[00:08:47.080 --> 00:08:49.600]   to higher repetitions for resistance training,
[00:08:49.600 --> 00:08:51.200]   so after 12 weeks,
[00:08:51.200 --> 00:08:53.760]   shifting away from three to five repetition ranges
[00:08:53.760 --> 00:08:54.880]   and going back to training
[00:08:54.880 --> 00:08:58.520]   in the six to 10 repetition ranges mainly,
[00:08:58.520 --> 00:08:59.820]   occasionally up to 12 or 15,
[00:08:59.820 --> 00:09:03.160]   but really mainly restricting to six to 10 repetitions,
[00:09:03.160 --> 00:09:06.840]   that you can move much heavier weights in good form
[00:09:06.840 --> 00:09:08.640]   and thereby induce more hypertrophy
[00:09:08.640 --> 00:09:12.080]   while still also continuing to gain some strength.
[00:09:12.080 --> 00:09:14.920]   And another benefit was, again, reduced soreness
[00:09:14.920 --> 00:09:17.640]   compared to when training with higher repetition ranges
[00:09:17.640 --> 00:09:19.640]   and more mental freshness.
[00:09:19.640 --> 00:09:21.400]   It's, I guess, the only way to describe it
[00:09:21.400 --> 00:09:24.200]   when training in those lower repetition ranges.
[00:09:24.200 --> 00:09:25.040]   I don't know about you,
[00:09:25.040 --> 00:09:28.000]   but when I finish a really hard hour-long
[00:09:28.000 --> 00:09:29.160]   resistance training session
[00:09:29.160 --> 00:09:32.180]   done in the six to 12 repetition range,
[00:09:32.180 --> 00:09:33.920]   there's a certain type of mental fatigue
[00:09:33.920 --> 00:09:36.000]   that even if I eat properly afterwards,
[00:09:36.000 --> 00:09:37.700]   even if I hydrate properly,
[00:09:37.700 --> 00:09:39.840]   that it tends to sap a bit of my mental energy
[00:09:39.840 --> 00:09:40.960]   later in the day,
[00:09:40.960 --> 00:09:43.560]   but that the training at the three to five repetition range
[00:09:43.560 --> 00:09:44.880]   did just the opposite.
[00:09:44.880 --> 00:09:47.700]   It actually enhanced my focus and my cognition,
[00:09:47.700 --> 00:09:49.960]   my overall levels of physical energy,
[00:09:49.960 --> 00:09:52.120]   which is great because it allows you to do
[00:09:52.120 --> 00:09:52.960]   all the other things
[00:09:52.960 --> 00:09:54.560]   that we're required to do throughout the day,
[00:09:54.560 --> 00:09:55.680]   and by the way,
[00:09:55.680 --> 00:09:58.520]   it'll also allow you to get more of that zone two cardio.
[00:09:58.520 --> 00:10:01.100]   [upbeat music]
[00:10:01.940 --> 00:10:04.520]   [upbeat music]
[00:10:04.520 --> 00:10:06.320]   (upbeat music)

