
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:37.000 --> 00:02:39.000]   So stay tuned for the interview.
[00:02:39.000 --> 00:02:42.000]   Before we get to the content of today's show,
[00:02:42.000 --> 00:02:44.000]   let me just talk about our sponsors of the day.
[00:02:44.000 --> 00:02:47.000]   Sponsor of the day number one is Jay Fleischman.
[00:02:47.000 --> 00:02:50.000]   Jay is the host of the Student Loan Show.
[00:02:50.000 --> 00:02:53.000]   It's a podcast focused exclusively on student loans.
[00:02:53.000 --> 00:02:57.000]   He is also a bankruptcy and student loan attorney.
[00:02:57.000 --> 00:03:01.000]   And because of his depth of knowledge in the student loan space
[00:03:01.000 --> 00:03:05.000]   and in the bankruptcy space, he's an incredible resource.
[00:03:05.000 --> 00:03:06.000]   He's been on the show twice.
[00:03:06.000 --> 00:03:10.000]   Those episodes that you will want to check out are episode 214
[00:03:10.000 --> 00:03:12.000]   and episode 258.
[00:03:12.000 --> 00:03:14.000]   Let me keep it simple.
[00:03:14.000 --> 00:03:16.000]   If you have student loans, you should talk with Jay,
[00:03:16.000 --> 00:03:18.000]   and you should listen to those episodes,
[00:03:18.000 --> 00:03:21.000]   and additionally, you should go and listen to his show.
[00:03:21.000 --> 00:03:23.000]   Subscribe to his show, the Student Loan Show, on iTunes
[00:03:23.000 --> 00:03:26.000]   or wherever else you listen to your podcasts.
[00:03:26.000 --> 00:03:30.000]   But if you have student loans, Jay offers a consultancy service.
[00:03:30.000 --> 00:03:33.000]   He offers consulting on your federal student loans
[00:03:33.000 --> 00:03:35.000]   and also on your private student loans.
[00:03:35.000 --> 00:03:39.000]   And I would strongly recommend to you that if you have student loans of any type,
[00:03:39.000 --> 00:03:41.000]   reach out to Jay for a consultation
[00:03:41.000 --> 00:03:43.000]   and look to see if he can save you some money.
[00:03:43.000 --> 00:03:46.000]   If you've listened to those shows, 214 and 258,
[00:03:46.000 --> 00:03:49.000]   you can find them listed in the archives of the show.
[00:03:49.000 --> 00:03:54.000]   If you listen to the shows, you'll see how and why he can save you potentially money.
[00:03:54.000 --> 00:03:57.000]   He can at least sketch out for you the best approach for you to take
[00:03:57.000 --> 00:03:59.000]   towards repaying your student loans.
[00:03:59.000 --> 00:04:01.000]   So check out his show.
[00:04:01.000 --> 00:04:04.000]   He offers a special package for listeners of Radical Personal Finance.
[00:04:04.000 --> 00:04:09.000]   You can find that special package at studentloanshow.com/radical
[00:04:09.000 --> 00:04:11.000]   where you'll be able to find all the information.
[00:04:11.000 --> 00:04:14.000]   He offers listeners of this show a $25 discount
[00:04:14.000 --> 00:04:18.000]   on a federal student loan review via email.
[00:04:18.000 --> 00:04:23.000]   So it drops the price from $75 to $50 for listeners of this show.
[00:04:23.000 --> 00:04:26.000]   Go to studentloanshow.com/radical.
[00:04:26.000 --> 00:04:28.000]   Sponsor of the day number two is SoFi.
[00:04:28.000 --> 00:04:33.000]   SoFi is short for Social Finance, S-O-F-I.
[00:04:33.000 --> 00:04:35.000]   SoFi is a modern and innovative company
[00:04:35.000 --> 00:04:38.000]   that is working to change some of the lending practices
[00:04:38.000 --> 00:04:42.000]   and where they'll be most helpful to you is with the question of student loans
[00:04:42.000 --> 00:04:44.000]   or personal loans.
[00:04:44.000 --> 00:04:48.000]   For details on SoFi, listen to episode 264 of the show,
[00:04:48.000 --> 00:04:51.000]   just three episodes before this one, 264,
[00:04:51.000 --> 00:04:53.000]   and you can hear an extensive interview with Dan Macklin
[00:04:53.000 --> 00:04:55.000]   who is the co-founder of SoFi.
[00:04:55.000 --> 00:04:58.000]   SoFi, among other things, should be able to save you some money
[00:04:58.000 --> 00:05:00.000]   on your interest rates if you qualify.
[00:05:00.000 --> 00:05:04.000]   Now the best thing to do is first do a student loan review with Jay Fleischman.
[00:05:04.000 --> 00:05:07.000]   He will let you know if refinancing is the best option for you
[00:05:07.000 --> 00:05:13.000]   and then at that point in time, go to SoFi and refinance with their service.
[00:05:13.000 --> 00:05:17.000]   The way to get there is go to radicalpersonalfinance.com/SoFi,
[00:05:17.000 --> 00:05:21.000]   radicalpersonalfinance.com/S-O-F-I, SoFi,
[00:05:21.000 --> 00:05:26.000]   and if you go through that link, not only will that track your business for me
[00:05:26.000 --> 00:05:29.000]   so that I get paid a commission based upon your using that link,
[00:05:29.000 --> 00:05:34.000]   but also it will get you a $200 discount on the refinance of a student loan
[00:05:34.000 --> 00:05:38.000]   or a $100 discount on the refinance of a personal loan.
[00:05:38.000 --> 00:05:42.000]   So go to radicalpersonalfinance.com/SoFi.
[00:05:42.000 --> 00:05:43.000]   Check those links out.
[00:05:43.000 --> 00:05:45.000]   Big thanks to our sponsors for supporting the show
[00:05:45.000 --> 00:05:47.000]   and let's get into the interview with Peter.
[00:05:47.000 --> 00:05:50.000]   Peter, welcome to Radical Personal Finance.
[00:05:50.000 --> 00:05:51.000]   It's great to be here, Joshua.
[00:05:51.000 --> 00:05:57.000]   So we hooked up at FinCon 2015 and you walked up to me after my presentation
[00:05:57.000 --> 00:06:00.000]   and said--whenever you give a presentation,
[00:06:00.000 --> 00:06:02.000]   it's always a blur of the people that come up and talk to you afterwards,
[00:06:02.000 --> 00:06:05.000]   but I do remember you coming up and saying, "Hey, I invented this thing.
[00:06:05.000 --> 00:06:08.000]   It's spreadsheets. It allows people to track their money, blah, blah, blah."
[00:06:08.000 --> 00:06:10.000]   And I said, "Okay, whatever," and then you emailed me later
[00:06:10.000 --> 00:06:14.000]   and I checked it out and I've been using your service for the last month and a half.
[00:06:14.000 --> 00:06:17.000]   I like to test different things out.
[00:06:17.000 --> 00:06:19.000]   And it's an interesting concept that you have.
[00:06:19.000 --> 00:06:21.000]   So let's start with an introduction.
[00:06:21.000 --> 00:06:26.000]   What is Tiller and where did it come from and what do you guys do?
[00:06:26.000 --> 00:06:31.000]   Great. So Tiller aims to give people control over their finances.
[00:06:31.000 --> 00:06:34.000]   Not because their finances are most important,
[00:06:34.000 --> 00:06:38.000]   but so they can focus on the things in life that are the most important.
[00:06:38.000 --> 00:06:44.000]   And we found the most engaged individuals who were managing their personal finances
[00:06:44.000 --> 00:06:45.000]   were using spreadsheets.
[00:06:45.000 --> 00:06:49.000]   Many of them were using an actual spreadsheet, ourselves included.
[00:06:49.000 --> 00:06:52.000]   And Tiller is focused on making that incredibly easy.
[00:06:52.000 --> 00:06:56.000]   Tiller links all of your credit card and checking transactions,
[00:06:56.000 --> 00:06:59.000]   all of your bank data and balances into a Google sheet
[00:06:59.000 --> 00:07:02.000]   and we keep it updated every day.
[00:07:02.000 --> 00:07:05.000]   So you're pretty hardcore about the spreadsheet thing.
[00:07:05.000 --> 00:07:09.000]   And I'm interested to talk to you about this because I used to manage all my stuff with spreadsheets.
[00:07:09.000 --> 00:07:11.000]   I no longer do.
[00:07:11.000 --> 00:07:15.000]   I switched over to YNAB and use their software now a few months ago.
[00:07:15.000 --> 00:07:17.000]   But I used to do everything with spreadsheets.
[00:07:17.000 --> 00:07:20.000]   And so I do have some background in this area.
[00:07:20.000 --> 00:07:24.000]   Why are spreadsheets so popular?
[00:07:24.000 --> 00:07:28.000]   Great. And actually, can I turn the table very briefly and just ask you
[00:07:28.000 --> 00:07:32.000]   can you share a little bit more about your experience using spreadsheets
[00:07:32.000 --> 00:07:35.000]   and what maybe worked or what didn't when you did use spreadsheets?
[00:07:35.000 --> 00:07:40.000]   Yeah. I used spreadsheets primarily because of running--well, for two reasons.
[00:07:40.000 --> 00:07:44.000]   Number one, I used them to run my business.
[00:07:44.000 --> 00:07:48.000]   And the reason for that was because in my business that I was running,
[00:07:48.000 --> 00:07:52.000]   I had expenses that would come out before my paycheck.
[00:07:52.000 --> 00:07:55.000]   So I was working for a company called Northwestern Mutual,
[00:07:55.000 --> 00:07:57.000]   and I was paid commissions.
[00:07:57.000 --> 00:07:59.000]   But I also had expenses.
[00:07:59.000 --> 00:08:03.000]   And so the way it would work is I would have gross commissions paid from the company,
[00:08:03.000 --> 00:08:05.000]   and then the company would deduct certain expenses.
[00:08:05.000 --> 00:08:09.000]   Northwestern, the larger company, they would deduct my health insurance costs.
[00:08:09.000 --> 00:08:14.000]   They would deduct various group benefit costs from my paycheck.
[00:08:14.000 --> 00:08:20.000]   And then my managing partner and the office that I was under, they would deduct my rent costs.
[00:08:20.000 --> 00:08:24.000]   They would deduct my fees for using the copy machine and all of that kind of thing.
[00:08:24.000 --> 00:08:26.000]   And then I would get the paycheck.
[00:08:26.000 --> 00:08:28.000]   It would be a net paycheck that would go into my bank,
[00:08:28.000 --> 00:08:33.000]   and then I would spend off of that and run my other business expenses from that paycheck
[00:08:33.000 --> 00:08:36.000]   and then make a transfer over to my personal expenditures.
[00:08:36.000 --> 00:08:41.000]   The challenge was that I was paid in that situation as with some of my income,
[00:08:41.000 --> 00:08:44.000]   I was paid as what's called a statutory employee.
[00:08:44.000 --> 00:08:50.000]   So I was a W-2 employee, but I was able to deduct all of those business expenses.
[00:08:50.000 --> 00:08:56.000]   And when I would try to set up programs, accounting programs to take care of it,
[00:08:56.000 --> 00:08:59.000]   it was challenging to make the programs reconcile.
[00:08:59.000 --> 00:09:05.000]   And what I grew frustrated with was when using QuickBooks or things like that,
[00:09:05.000 --> 00:09:09.000]   everything needed to reconcile, and I could never get it to work how I wanted it to be.
[00:09:09.000 --> 00:09:14.000]   And so finally I gave up trying to--I quit trying to reconcile balances with spreadsheets,
[00:09:14.000 --> 00:09:17.000]   and I just used spreadsheets to track expenses.
[00:09:17.000 --> 00:09:20.000]   And so I would reconcile balances with a checkbook register,
[00:09:20.000 --> 00:09:22.000]   and I would have just simply two checkbooks, one for my business account,
[00:09:22.000 --> 00:09:27.000]   one for my personal account, and then I would do my reconciliation on a--
[00:09:27.000 --> 00:09:32.000]   I would just track everything on a spreadsheet without worrying about maintaining balances and accounts.
[00:09:32.000 --> 00:09:36.000]   And at the end of the year, I would export spreadsheets, and of course, like most people,
[00:09:36.000 --> 00:09:39.000]   I'd be a little bit behind, so I'd go back and make up whatever the months were
[00:09:39.000 --> 00:09:41.000]   and make sure all my transactions were correct.
[00:09:41.000 --> 00:09:45.000]   And then I would just use a spreadsheet and parse everything out at tax time.
[00:09:45.000 --> 00:09:52.000]   And that was the other challenge was that I would usually file three different individual Schedule Cs
[00:09:52.000 --> 00:09:57.000]   for three individual lines of business, and then I would separate out my expenses,
[00:09:57.000 --> 00:10:01.000]   and some of the expenses would be prorated out to different lines of my business.
[00:10:01.000 --> 00:10:04.000]   So some would be my investment business, some would be my insurance business,
[00:10:04.000 --> 00:10:08.000]   some would be my outside insurance business, some would be my Northwestern business.
[00:10:08.000 --> 00:10:13.000]   And so it was a little bit complicated for me to do, and I would just do it best by doing it manually.
[00:10:13.000 --> 00:10:18.000]   What happened, though, is I would always get behind, and that was the challenge, setting them up,
[00:10:18.000 --> 00:10:24.000]   which is one of the major features that your product would have solved if I had been using it at that time.
[00:10:24.000 --> 00:10:28.000]   I'd get behind on transactions, and I would have to do everything manually.
[00:10:28.000 --> 00:10:29.000]   So it had a lot of benefit.
[00:10:29.000 --> 00:10:35.000]   The downside of that system was I wasn't able to do any kind of forward-looking, proactive budgeting.
[00:10:35.000 --> 00:10:43.000]   And so finally when I tried the YNAB software, starting first a couple months ago,
[00:10:43.000 --> 00:10:49.000]   when I finally tried it, all of a sudden they had totally improved the software, and it solved the issues for me there.
[00:10:49.000 --> 00:10:54.000]   So I switched. I stopped maintaining my spreadsheets, and I went to using the YNAB software,
[00:10:54.000 --> 00:10:59.000]   and that has been working for me well the last about, I'd say, four months that I've been using that.
[00:10:59.000 --> 00:11:01.000]   So that's my story with spreadsheets.
[00:11:01.000 --> 00:11:02.000]   That's a great story.
[00:11:02.000 --> 00:11:09.000]   What I love about that is it gives some of the nuances to the complexity of your finances and the reality is,
[00:11:09.000 --> 00:11:11.000]   and also what you were trying to do, your goals.
[00:11:11.000 --> 00:11:16.000]   And we found that that story is common from one person to the next,
[00:11:16.000 --> 00:11:20.000]   where there's often some nuances and complexity to what they're trying to do.
[00:11:20.000 --> 00:11:31.000]   And stepping back to some of the origins, but I have spent a lot of time over my life helping people with finances.
[00:11:31.000 --> 00:11:36.000]   When I actually came to it originally, I have always been interested in computers
[00:11:36.000 --> 00:11:38.000]   and have spent my career working in technology.
[00:11:38.000 --> 00:11:42.000]   And early on, 20 years ago, in the late '80s, I was in high school,
[00:11:42.000 --> 00:11:45.000]   and I was teaching people how to use the computer for the first time.
[00:11:45.000 --> 00:11:49.000]   And the tools I was using were, I was introducing them,
[00:11:49.000 --> 00:11:54.000]   and at first reach around with your left hand, turn the computer on, and then, you know, pre-internet.
[00:11:54.000 --> 00:11:59.000]   So I would teach them how to use Microsoft Word and how to use Quicken.
[00:11:59.000 --> 00:12:07.000]   And over the years, I have been fascinated that the state of the art of money management
[00:12:07.000 --> 00:12:11.000]   hasn't evolved a whole lot from the model that Quicken presented.
[00:12:11.000 --> 00:12:15.000]   There's Quicken, there's Mint, which brought that into a web interface.
[00:12:15.000 --> 00:12:16.000]   There's some other great tools out there.
[00:12:16.000 --> 00:12:20.000]   And for many people, some of those tools do work and work well.
[00:12:20.000 --> 00:12:24.000]   But the state of the art of money management hasn't evolved a whole lot.
[00:12:24.000 --> 00:12:32.000]   And what's happened since then is their spreadsheets specifically have come an incredible distance.
[00:12:32.000 --> 00:12:36.000]   And there are powerful tools like Google Sheets, which we can talk about more,
[00:12:36.000 --> 00:12:39.000]   that make it really easy and accessible.
[00:12:39.000 --> 00:12:43.000]   But the missing link has been getting data into that spreadsheet.
[00:12:43.000 --> 00:12:47.000]   And that is something that Tiller specifically focused on.
[00:12:47.000 --> 00:12:55.000]   And really, we have found that there are certainly some people who prefer to have a solution with guardrails
[00:12:55.000 --> 00:12:58.000]   and that can guide them through a specific process.
[00:12:58.000 --> 00:13:06.000]   But the reason why many people end up using spreadsheets is because they are trying to look at their data this way,
[00:13:06.000 --> 00:13:09.000]   but their tool makes them look at it that way.
[00:13:09.000 --> 00:13:12.000]   And they really are wrestling with those constraints.
[00:13:12.000 --> 00:13:16.000]   And so they end up going to a spreadsheet and using a spreadsheet.
[00:13:16.000 --> 00:13:22.000]   And that is something that is a common theme again and again.
[00:13:22.000 --> 00:13:25.000]   And that is a use case that Tiller is very focused on.
[00:13:25.000 --> 00:13:31.000]   Right. And it just helped me in that business when I was running these multiple businesses,
[00:13:31.000 --> 00:13:37.000]   filing multiple tax returns on -- they were distinct businesses, but they were in many ways the same businesses.
[00:13:37.000 --> 00:13:41.000]   But they needed distinct multiple tax returns.
[00:13:41.000 --> 00:13:48.000]   And when I was reconciling accounts, the other thing that was nice about spreadsheets is I could be account agnostic.
[00:13:48.000 --> 00:13:54.000]   Instead of trying to balance this and then having the transfers from checking account to credit card
[00:13:54.000 --> 00:13:59.000]   and then this credit card here and I would keep different credit cards for personal expenditures and whatnot,
[00:13:59.000 --> 00:14:01.000]   I could just bring all those expenses in.
[00:14:01.000 --> 00:14:03.000]   I could label them as personal or business.
[00:14:03.000 --> 00:14:07.000]   If they were tagged as business, I would tag them as either all the businesses,
[00:14:07.000 --> 00:14:10.000]   in which case it would be prorated, or if there were something specific,
[00:14:10.000 --> 00:14:14.000]   okay, this is an investment license renewal, that's going to go against the investment business.
[00:14:14.000 --> 00:14:16.000]   This is an insurance renewal, that's going to go against the insurance business.
[00:14:16.000 --> 00:14:21.000]   And it was just -- once I knew the concept, it was simpler for me to handle it.
[00:14:21.000 --> 00:14:25.000]   And by not having to balance anything, that made a big, big difference.
[00:14:25.000 --> 00:14:31.000]   And the reconciliation process of not having to put in and run some QuickBooks menu
[00:14:31.000 --> 00:14:35.000]   where I put in these six transactions before the paycheck, I could just boom, boom, boom, boom, boom, boom,
[00:14:35.000 --> 00:14:38.000]   put them all in, all the ones that were before the fact, after the fact,
[00:14:38.000 --> 00:14:44.000]   and then just do a quick select and view the balance to verify the net income was correct
[00:14:44.000 --> 00:14:46.000]   and I'd entered it all correct.
[00:14:46.000 --> 00:14:54.000]   It was -- once I figured it out, it definitely worked better for me than all of the software tools.
[00:14:54.000 --> 00:14:56.000]   Exactly.
[00:14:56.000 --> 00:15:00.000]   The analogy that I think of as you tell that story is kitchens.
[00:15:00.000 --> 00:15:03.000]   And my wife and I, we love food.
[00:15:03.000 --> 00:15:07.000]   My wife is the best cook in the family, but we both do some.
[00:15:07.000 --> 00:15:13.000]   And if we were to be given a kitchen that had a specific layout and the spices were in one place
[00:15:13.000 --> 00:15:16.000]   and the knives were in another, we could work in it.
[00:15:16.000 --> 00:15:22.000]   But the reality is in our kitchen, we work best when we configure it to the way we like to cook
[00:15:22.000 --> 00:15:25.000]   and to the things we use most often.
[00:15:25.000 --> 00:15:27.000]   And so we have optimized our kitchen.
[00:15:27.000 --> 00:15:30.000]   The goal in our kitchen, we enjoy preparing and cooking food,
[00:15:30.000 --> 00:15:33.000]   but the goal in the kitchen is to get to the meal where we sit down,
[00:15:33.000 --> 00:15:37.000]   and whether it's with family or friends, where we're sharing food together.
[00:15:37.000 --> 00:15:41.000]   And so the kitchen is designed to be efficient, and the kitchen is ultimately --
[00:15:41.000 --> 00:15:46.000]   the organization of the kitchen is a reflection of how we think and work.
[00:15:46.000 --> 00:15:48.000]   And that's going to be very different from how you organize your kitchen
[00:15:48.000 --> 00:15:50.000]   and someone else organizes theirs.
[00:15:50.000 --> 00:15:52.000]   And the same thing is true in a spreadsheet.
[00:15:52.000 --> 00:15:59.000]   And ultimately, we want our users to get in and out of their spreadsheet as quickly as possible.
[00:15:59.000 --> 00:16:04.000]   And with the way that spreadsheets are designed and the way Tiller works,
[00:16:04.000 --> 00:16:08.000]   users can come in, they can quickly touch and categorize a dozen new transactions
[00:16:08.000 --> 00:16:13.000]   since they were last in there, and take a quick look at the reports and analysis
[00:16:13.000 --> 00:16:17.000]   that is most important to them, some of which they've built in their spreadsheet perhaps,
[00:16:17.000 --> 00:16:18.000]   and then they're done.
[00:16:18.000 --> 00:16:19.000]   They're out of there.
[00:16:19.000 --> 00:16:24.000]   And so it's really the fact that people can design their spreadsheet around their workflow
[00:16:24.000 --> 00:16:28.000]   and around their goals and around what matters most to them is the magic of spreadsheets.
[00:16:28.000 --> 00:16:34.000]   And that's why we've found that many of the most engaged people are using spreadsheets.
[00:16:34.000 --> 00:16:35.000]   Yeah.
[00:16:35.000 --> 00:16:41.000]   And I can totally see the value of the product at this point just based upon solving that data entry issue for me.
[00:16:41.000 --> 00:16:48.000]   And that would have been worth -- I mean, I've been using and paying for your product the last couple of months,
[00:16:48.000 --> 00:16:53.000]   kind of testing it, but that would have been worth it to me in that day just to solve the data entry problem
[00:16:53.000 --> 00:16:55.000]   because that's the problem with spreadsheets is data entry.
[00:16:55.000 --> 00:16:57.000]   It's a pain to go through and do it.
[00:16:57.000 --> 00:17:03.000]   And so if you can have that done automatically, once you become a spreadsheet master
[00:17:03.000 --> 00:17:10.000]   or at least a mid-level competent journeyman, then they definitely are useful.
[00:17:10.000 --> 00:17:13.000]   But most people, I think, are super intimidated by spreadsheets.
[00:17:13.000 --> 00:17:15.000]   I know I was until I learned.
[00:17:15.000 --> 00:17:24.000]   So we'll talk more about this, but I want to know the story of how and why you started building this tool.
[00:17:24.000 --> 00:17:25.000]   Sure.
[00:17:25.000 --> 00:17:34.000]   It came -- so Tiller really came out of my own personal frustration with the state of the art of money management.
[00:17:34.000 --> 00:17:41.000]   And as I mentioned earlier, we were -- as we looked at how we were managing our finances,
[00:17:41.000 --> 00:17:46.000]   we realized that -- my wife and I -- that we kept coming back to using a spreadsheet.
[00:17:46.000 --> 00:17:56.000]   And Tim, who is my -- on the founding team here with Tiller, he also found that he kept coming back
[00:17:56.000 --> 00:17:59.000]   and was using a spreadsheet again and again.
[00:17:59.000 --> 00:18:04.000]   And as we were realizing how can we help the state of the art of money management,
[00:18:04.000 --> 00:18:08.000]   we realized that the riddle that we wanted to and needed to solve was to make that easier,
[00:18:08.000 --> 00:18:13.000]   to make it easier for people to manage their finances in their spreadsheet.
[00:18:13.000 --> 00:18:17.000]   And the data entry was the biggest challenge there.
[00:18:17.000 --> 00:18:25.000]   The other thing is that, you know, we want to make Tiller -- our users are our customers,
[00:18:25.000 --> 00:18:33.000]   and we are very focused on helping our users get set up and get started.
[00:18:33.000 --> 00:18:39.000]   A lot of that right now, we are very quick to respond when customers email us via support.
[00:18:39.000 --> 00:18:44.000]   And we also are building some tutorials.
[00:18:44.000 --> 00:18:47.000]   We have some that are on the website and more that are coming with each day.
[00:18:47.000 --> 00:18:56.000]   And we really want to make it easy for people who are at any stage of the experience curve with spreadsheets.
[00:18:56.000 --> 00:19:02.000]   But I'll tell you that the most important thing is you don't have to be a spreadsheet ninja
[00:19:02.000 --> 00:19:05.000]   to take advantage of a spreadsheet.
[00:19:05.000 --> 00:19:10.000]   And so the typical workflow that we recommend for someone, if they open their Tiller sheet,
[00:19:10.000 --> 00:19:12.000]   they're going to see a list of all their transactions.
[00:19:12.000 --> 00:19:15.000]   And the first thing they do, it's very easy.
[00:19:15.000 --> 00:19:17.000]   We have a template that's built.
[00:19:17.000 --> 00:19:19.000]   They can go -- they can enter their categories.
[00:19:19.000 --> 00:19:25.000]   We're not pre-populating with 100 categories that we think they should have.
[00:19:25.000 --> 00:19:30.000]   We're asking users to think about their goals and priorities and their values with regards to spending
[00:19:30.000 --> 00:19:32.000]   and to put down their categories.
[00:19:32.000 --> 00:19:39.000]   And often that might be 5 or 10 or 15 categories that reflects the spending buckets where they put their dollars to work.
[00:19:39.000 --> 00:19:44.000]   And we make it really easy for users to create those categories.
[00:19:44.000 --> 00:19:50.000]   The second step is then we have a transaction tab where we list all of our users' transactions.
[00:19:50.000 --> 00:19:53.000]   And every day we update that with the latest new transactions.
[00:19:53.000 --> 00:20:00.000]   And based on the categories they've entered, there's a simple drop-down option next to each transaction
[00:20:00.000 --> 00:20:03.000]   where they can categorize that transaction.
[00:20:03.000 --> 00:20:05.000]   And it's quick. It's easy.
[00:20:05.000 --> 00:20:08.000]   You can actually even do it with keystrokes if you're quick on your keyboard.
[00:20:08.000 --> 00:20:13.000]   Literally, if you have 20 transactions, you can get through it in 10 seconds.
[00:20:13.000 --> 00:20:16.000]   And it's that easy and it's that quick.
[00:20:16.000 --> 00:20:20.000]   That simple process alone of touching every transaction again,
[00:20:20.000 --> 00:20:25.000]   which is a core tenant to how Tiller has been designed, creates an awareness on its own.
[00:20:25.000 --> 00:20:30.000]   Even if you do nothing with that data, just going back and touching that data again,
[00:20:30.000 --> 00:20:36.000]   touching that transaction again, has an incredible impact on the awareness about where our spending is going.
[00:20:36.000 --> 00:20:42.000]   Because when we swipe, when we click, so much of our spending happens effortlessly
[00:20:42.000 --> 00:20:48.000]   and also almost subconsciously that it's easy for the money to flow out and we just don't know where it goes.
[00:20:48.000 --> 00:20:54.000]   And so going in, touching every transaction again and categorizing creates that awareness.
[00:20:54.000 --> 00:20:58.000]   Tiller then has several reports that show people how their spending is trending
[00:20:58.000 --> 00:21:01.000]   based on their categories over periods of time.
[00:21:01.000 --> 00:21:05.000]   And it's easy for users to keep tabs on that.
[00:21:05.000 --> 00:21:12.000]   But, period, if that is all users do, they're going to build very quickly over time
[00:21:12.000 --> 00:21:17.000]   an awareness about where their money is going relative to the categories they've defined
[00:21:17.000 --> 00:21:20.000]   and how their spending in those areas is trending.
[00:21:20.000 --> 00:21:26.000]   And if they do nothing else, their spending is going to start aligning with their values
[00:21:26.000 --> 00:21:30.000]   because they're aware and their head's not in the sand, they're actually aware.
[00:21:30.000 --> 00:21:36.000]   From there, there's endless directions users can go and we have more advanced features in the template.
[00:21:36.000 --> 00:21:41.000]   We have lots of stories of users who have done interesting things beyond that as well.
[00:21:41.000 --> 00:21:45.000]   But that, as a starting point, is a very powerful place to go
