
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:01:07.400 --> 00:01:08.240]   - The blue's nice, too.
[00:01:08.240 --> 00:01:11.640]   I got a pair of the green and the orange.
[00:01:11.640 --> 00:01:13.180]   I'm a sucker for new colors.
[00:01:13.180 --> 00:01:14.960]   They're very, you know, I'm stocking up now
[00:01:14.960 --> 00:01:18.840]   for the summer, for spring break, all that kind of stuff.
[00:01:18.840 --> 00:01:19.680]   It's great.
[00:01:19.680 --> 00:01:22.440]   Also, still, and I think I got a free T-shirt
[00:01:22.440 --> 00:01:23.840]   out of the deal, too.
[00:01:23.840 --> 00:01:25.160]   I don't know how I, by two pairs,
[00:01:25.160 --> 00:01:26.160]   I don't know what the deal is.
[00:01:26.160 --> 00:01:29.360]   But with us, you can still get the free white Tech Dad hat.
[00:01:29.360 --> 00:01:30.360]   I still got it here.
[00:01:30.360 --> 00:01:33.220]   So put an ATC in the code,
[00:01:33.220 --> 00:01:35.900]   or just go to birddogs.com/ATC.
[00:01:35.900 --> 00:01:39.080]   My wife is saying that my closet
[00:01:39.080 --> 00:01:40.320]   is overflowing with bird dogs.
[00:01:40.320 --> 00:01:41.160]   I can't help it.
[00:01:41.160 --> 00:01:43.080]   They're everywhere.
[00:01:43.080 --> 00:01:44.760]   - Yeah, you know, on Thanksgiving,
[00:01:44.760 --> 00:01:47.360]   I actually was talking about bird dogs with someone.
[00:01:47.360 --> 00:01:49.420]   Someone, for real, like completely unprompted,
[00:01:49.420 --> 00:01:53.040]   was like, "Are those bird dogs?"
[00:01:53.040 --> 00:01:56.040]   Or I guess they saw the logo on what I was wearing.
[00:01:56.040 --> 00:01:56.960]   And I told 'em, I was like,
[00:01:56.960 --> 00:01:59.520]   "Yeah, they sponsor our podcast."
[00:01:59.520 --> 00:02:01.760]   And they're like, "Oh, I keep getting targeted advertising
[00:02:01.760 --> 00:02:02.800]   "on social media for them."
[00:02:02.800 --> 00:02:04.720]   And I've thought about trying 'em.
[00:02:04.720 --> 00:02:06.400]   Real conversation.
[00:02:06.400 --> 00:02:08.720]   - Get a free hat out of the deal.
[00:02:08.720 --> 00:02:09.960]   All right.
[00:02:09.960 --> 00:02:11.920]   You wanted to spike the ball real quick
[00:02:11.920 --> 00:02:13.800]   on a stock pick, or not yet?
[00:02:13.800 --> 00:02:15.880]   - Oh, that can wait a second.
[00:02:15.880 --> 00:02:17.640]   First, I just wanted to say,
[00:02:17.640 --> 00:02:20.000]   it's that time of year, Spotify, Wrapped,
[00:02:20.000 --> 00:02:23.360]   share with us any of your compound podcasts
[00:02:23.360 --> 00:02:25.080]   that are coming up in your top 10.
[00:02:25.080 --> 00:02:26.400]   We love to see that.
[00:02:26.400 --> 00:02:27.240]   So, share that with us.
[00:02:27.240 --> 00:02:28.080]   I think we're gonna be doing--
[00:02:28.080 --> 00:02:29.840]   - Yeah, we've been getting a lot of that on social media,
[00:02:29.840 --> 00:02:30.680]   that people share it.
[00:02:30.680 --> 00:02:32.080]   It's pretty cool how that works.
[00:02:32.080 --> 00:02:33.460]   - Yeah, it's very cool.
[00:02:33.460 --> 00:02:36.640]   And yeah, we have, even the Ask the Compound
[00:02:36.640 --> 00:02:37.640]   is the youngest show.
[00:02:37.640 --> 00:02:41.200]   So, we're still small and growing fast,
[00:02:41.200 --> 00:02:44.480]   but we had hundreds of people with us in their top 10,
[00:02:44.480 --> 00:02:45.760]   and top five, that kind of thing,
[00:02:45.760 --> 00:02:46.800]   which is very cool to see.
[00:02:46.800 --> 00:02:49.160]   So, really appreciate that.
[00:02:49.160 --> 00:02:52.760]   Our best show of the year, do you have any guesses?
[00:02:52.760 --> 00:02:54.000]   - Oh, I have no idea.
[00:02:54.000 --> 00:02:56.320]   Our best show of the year was,
[00:02:56.320 --> 00:02:59.200]   Is It Crazy to Be 100% Invested in Stocks?
[00:02:59.200 --> 00:03:00.040]   - Oh, interesting.
[00:03:00.040 --> 00:03:02.440]   Okay, I would have never even guessed what it could be.
[00:03:02.440 --> 00:03:03.920]   Okay, good question, I remember that one.
[00:03:03.920 --> 00:03:05.580]   - Yeah, yeah, so that was it.
[00:03:05.580 --> 00:03:08.480]   But yeah, thanks to everyone for listening.
[00:03:08.480 --> 00:03:10.800]   And yeah, if Apple has a similar thing,
[00:03:10.800 --> 00:03:11.720]   then share that too.
[00:03:11.720 --> 00:03:12.560]   - I think they do.
[00:03:12.560 --> 00:03:13.400]   - I know they do for music.
[00:03:13.400 --> 00:03:16.660]   I don't know about for podcasting, but yeah.
[00:03:16.660 --> 00:03:17.960]   And then, the next thing I was gonna say
[00:03:17.960 --> 00:03:20.440]   is just because it's become like a tradition
[00:03:20.440 --> 00:03:23.400]   where we make jokes about everyone's favorite
[00:03:23.400 --> 00:03:25.960]   oat milk stock, I just wanted to say,
[00:03:25.960 --> 00:03:28.080]   it's been a pretty good month.
[00:03:28.080 --> 00:03:30.920]   So, John, if you could chart on of,
[00:03:30.920 --> 00:03:33.800]   this is the way over the last month.
[00:03:33.800 --> 00:03:35.560]   - So, 80% in a month.
[00:03:35.560 --> 00:03:36.680]   - Yeah.
[00:03:36.680 --> 00:03:37.520]   - That's not bad.
[00:03:37.520 --> 00:03:39.800]   All right, John, show the year-to-date return, though.
[00:03:39.800 --> 00:03:43.000]   So, before the show, Duncan actually asked John
[00:03:43.000 --> 00:03:45.520]   to pull up the chart of Oatly on a year-to-date basis,
[00:03:45.520 --> 00:03:46.360]   and he looked at it, he said,
[00:03:46.360 --> 00:03:48.240]   "Wait, wait, wait, this is not what I wanted to see."
[00:03:48.240 --> 00:03:51.200]   Still down 35%.
[00:03:51.200 --> 00:03:54.760]   Pull a good chart, and it's over the one month.
[00:03:54.760 --> 00:03:55.600]   Oh, no.
[00:03:55.600 --> 00:03:57.360]   - Okay, that's all time.
[00:03:57.360 --> 00:04:01.840]   - All time, so this is down 94% from the IPO.
[00:04:01.840 --> 00:04:04.320]   It spiked after the IPO, as well.
[00:04:04.320 --> 00:04:05.560]   - Oh, I was buying it.
[00:04:05.560 --> 00:04:06.680]   - Oh, on the IPO?
[00:04:06.680 --> 00:04:07.520]   Okay.
[00:04:07.520 --> 00:04:08.360]   - Oh, yeah, yeah.
[00:04:08.360 --> 00:04:10.080]   I basically bought it every point along that.
[00:04:10.080 --> 00:04:13.840]   - Amazon was down 95% at the tech bubble.
[00:04:13.840 --> 00:04:15.000]   I mean, same thing.
[00:04:15.000 --> 00:04:15.840]   - Yeah, give me hope.
[00:04:15.840 --> 00:04:17.560]   Help me rationalize holding on.
[00:04:17.560 --> 00:04:19.480]   - All right, first question.
[00:04:19.480 --> 00:04:21.200]   Up first today, we have--
[00:04:21.200 --> 00:04:22.400]   - I'm surprised we haven't gotten anyone
[00:04:22.400 --> 00:04:23.440]   who's written in and said it.
[00:04:23.440 --> 00:04:24.520]   I'm with Duncan here.
[00:04:24.520 --> 00:04:26.760]   I've gotten crushed on Oatly, as well.
[00:04:26.760 --> 00:04:27.600]   - Oh, I've heard it.
[00:04:27.600 --> 00:04:29.520]   Yeah, I've had multiple people reach out and be like,
[00:04:29.520 --> 00:04:31.600]   not just Oatly, but on other things, yeah.
[00:04:31.600 --> 00:04:33.960]   There's camaraderie there.
[00:04:33.960 --> 00:04:36.160]   So, up first today, we have a question from Dave.
[00:04:36.160 --> 00:04:37.760]   I'm still new to bonds, so forgive me
[00:04:37.760 --> 00:04:39.240]   if you've covered this before,
[00:04:39.240 --> 00:04:41.000]   but what are the various outcomes for bonds
[00:04:41.000 --> 00:04:43.060]   if rates rise or fall from here?
[00:04:43.060 --> 00:04:44.680]   I'm trying to figure out the right maturity
[00:04:44.680 --> 00:04:46.200]   for diversifying into treasuries,
[00:04:46.200 --> 00:04:48.480]   and want to understand the risks.
[00:04:48.480 --> 00:04:51.240]   - All right, we've still been getting a heavy influx
[00:04:51.240 --> 00:04:53.960]   of questions about bonds and yields.
[00:04:53.960 --> 00:04:56.000]   It's still a ton of questions, right?
[00:04:56.000 --> 00:04:57.360]   It's plateaued a little bit, for sure,
[00:04:57.360 --> 00:04:59.320]   but I think a lot of people are slowly
[00:04:59.320 --> 00:05:01.400]   but surely preparing themselves for the idea
[00:05:01.400 --> 00:05:03.880]   that the Fed might cut rates in 2024,
[00:05:03.880 --> 00:05:06.560]   which could mean lower cash rates, CD rates,
[00:05:06.560 --> 00:05:08.080]   money markets, savings accounts,
[00:05:08.080 --> 00:05:09.520]   all those things will go down.
[00:05:09.520 --> 00:05:12.440]   So, I think people who've made that move into cash,
[00:05:12.440 --> 00:05:16.340]   and it went from earning 10 basis points at their big bank
[00:05:16.340 --> 00:05:19.320]   to at least earning four or five, maybe more, percent
[00:05:19.320 --> 00:05:21.800]   in T-bills or savings account or money markets,
[00:05:21.800 --> 00:05:23.060]   they've made that leap, but now they're saying,
[00:05:23.060 --> 00:05:24.940]   okay, maybe it has to be more fixed income
[00:05:24.940 --> 00:05:26.380]   so I can actually lock in some.
[00:05:26.380 --> 00:05:29.700]   So, our friends at the US Benchmark Series of ETFs
[00:05:29.700 --> 00:05:32.060]   send us this monthly update, which is pretty cool.
[00:05:32.060 --> 00:05:34.340]   John, throw this chart up here.
[00:05:34.340 --> 00:05:37.540]   So, this is an interest rate scenario analysis tool.
[00:05:37.540 --> 00:05:40.580]   And, of course, different bonds have different maturities
[00:05:40.580 --> 00:05:41.980]   and different durations,
[00:05:41.980 --> 00:05:45.340]   and the yield curve never moves exactly the same.
[00:05:45.340 --> 00:05:48.340]   You don't have a 1% move in every single maturity.
[00:05:48.340 --> 00:05:51.740]   A lot of times these bonds move in different forms
[00:05:51.740 --> 00:05:52.740]   and the interest rate,
[00:05:52.740 --> 00:05:54.180]   the magnitude of the change is different.
[00:05:54.180 --> 00:05:57.060]   So, what Benchmark Series did for us is they looked at
[00:05:57.060 --> 00:06:00.700]   what would happen over a 12-month period to these bonds,
[00:06:00.700 --> 00:06:02.020]   and they show the two-year, three-year,
[00:06:02.020 --> 00:06:04.780]   five, seven, 10, 20, and 30-year treasuries, right?
[00:06:04.780 --> 00:06:06.340]   So, a bunch of different maturities.
[00:06:06.340 --> 00:06:11.340]   What would happen if rates rose 50% or fell 50 basis points?
[00:06:11.340 --> 00:06:13.340]   What if they rose 1% or fell 1%?
[00:06:13.340 --> 00:06:15.300]   So, as an example, we'll show here.
[00:06:15.300 --> 00:06:19.020]   So, the 30-year treasury, if rates were to fall 1%,
[00:06:19.020 --> 00:06:20.540]   is up over 20%, right?
[00:06:20.540 --> 00:06:23.180]   22% or so over a year.
[00:06:23.180 --> 00:06:27.340]   If rates were to rise 1%, it's down a little less than 10%.
[00:06:27.340 --> 00:06:30.780]   Now, there's this funny term in the bond market land
[00:06:30.780 --> 00:06:32.260]   for this called convexity.
[00:06:32.260 --> 00:06:33.620]   I won't bore you with the details there
[00:06:33.620 --> 00:06:35.820]   because that sounds like a very scientific word,
[00:06:35.820 --> 00:06:38.680]   but all that means is most of the time,
[00:06:38.680 --> 00:06:42.300]   if bond yields fall, your price is gonna rise more
[00:06:42.300 --> 00:06:44.340]   than if bond yields rose, the loss.
[00:06:44.340 --> 00:06:46.060]   So, the gain outweighs the loss.
[00:06:46.060 --> 00:06:47.860]   It's not a one-to-one thing.
[00:06:47.860 --> 00:06:49.940]   But the other thing, throw this back up here, John.
[00:06:49.940 --> 00:06:52.660]   The other thing to look at is a shorter-term bond,
[00:06:52.660 --> 00:06:55.500]   if rates were to fall 1%, you can see the two-year,
[00:06:55.500 --> 00:06:58.380]   it rises 5%, and most of that is the yield right now.
[00:06:58.380 --> 00:07:00.660]   So, you're not gonna get as big a bang for your buck
[00:07:00.660 --> 00:07:03.940]   if yields were to fall in something of a shorter-term bond,
[00:07:03.940 --> 00:07:06.100]   just like you're not gonna see as big of losses, right?
[00:07:06.100 --> 00:07:07.020]   You're not gonna see a loss
[00:07:07.020 --> 00:07:08.460]   because the yield's gonna make up for it.
[00:07:08.460 --> 00:07:12.780]   So, you do have this interesting dynamic now, though,
[00:07:12.780 --> 00:07:17.460]   where if rates rise, your loss is gonna be not that bad,
[00:07:17.460 --> 00:07:20.140]   and if rates fall, your gain is gonna be pretty good,
[00:07:20.140 --> 00:07:22.460]   which was the opposite of what things were like
[00:07:22.460 --> 00:07:24.860]   a few years ago during the pandemic when rates were so low.
[00:07:24.860 --> 00:07:26.940]   So, you have higher yields now.
[00:07:26.940 --> 00:07:29.820]   You have this convexity piece where if yields fall,
[00:07:29.820 --> 00:07:32.900]   you're gonna get a pretty big gain in your bonds,
[00:07:32.900 --> 00:07:34.060]   and if rates rise a little bit,
[00:07:34.060 --> 00:07:37.620]   you're still, you have some shock absorbers there.
[00:07:37.620 --> 00:07:39.660]   - So, wait, you're saying I should tax-loss my OBLY
[00:07:39.660 --> 00:07:41.460]   and buy up a bunch of long bonds?
[00:07:42.540 --> 00:07:43.860]   - Yeah, if you wanna nail,
[00:07:43.860 --> 00:07:45.860]   I mean, rates have already fallen a little bit,
[00:07:45.860 --> 00:07:47.700]   but this is the problem with trying to guess this
[00:07:47.700 --> 00:07:52.260]   is we don't know if interest rates fall,
[00:07:52.260 --> 00:07:53.700]   how much are they gonna fall in the third year
[00:07:53.700 --> 00:07:54.940]   versus the two year versus the five,
[00:07:54.940 --> 00:07:58.420]   we don't know what the magnitude of that fall is going to be
[00:07:58.420 --> 00:08:00.980]   'cause the variables there are what's the Fed doing,
[00:08:00.980 --> 00:08:03.020]   what's the economy doing, what's inflation doing,
[00:08:03.020 --> 00:08:04.220]   what are bond traders doing,
[00:08:04.220 --> 00:08:05.780]   where are bond people moving your money?
[00:08:05.780 --> 00:08:08.420]   So, the helpful thing about a chart like that
[00:08:08.420 --> 00:08:11.700]   is it shows you what the potential outcomes can be,
[00:08:11.700 --> 00:08:13.780]   and it gives you a range of expectations,
[00:08:13.780 --> 00:08:16.540]   but you just don't know what the magnitude
[00:08:16.540 --> 00:08:18.700]   of those rate changes is going to be.
[00:08:18.700 --> 00:08:21.480]   But that's the idea.
[00:08:21.480 --> 00:08:23.820]   So, if you want bigger bang for your buck if rates fall,
[00:08:23.820 --> 00:08:26.540]   you go further out on the yield curve,
[00:08:26.540 --> 00:08:28.700]   but that means way more volatility, too,
[00:08:28.700 --> 00:08:31.920]   and if rates rise a little bit, you're gonna ding more,
[00:08:31.920 --> 00:08:33.300]   and if you want some more stability,
[00:08:33.300 --> 00:08:35.700]   you stay on the shorter end of things.
[00:08:35.700 --> 00:08:36.540]   That's the idea.
[00:08:36.540 --> 00:08:38.940]   - I think people sometimes paint the bond market
[00:08:38.940 --> 00:08:42.740]   as being very mathematical and easier to predict
[00:08:42.740 --> 00:08:45.820]   than the stock market, but this doesn't really sound like it
[00:08:45.820 --> 00:08:47.160]   if it comes down to--
[00:08:47.160 --> 00:08:48.000]   - No, it is because--
[00:08:48.000 --> 00:08:52.300]   - Someone picking rate times to hike or cut or pause.
[00:08:52.300 --> 00:08:54.100]   - But it is, bond market is more math
[00:08:54.100 --> 00:08:58.220]   because over the long term, call it five to seven years,
[00:08:58.220 --> 00:09:02.260]   your starting yield is gonna explain 90 to 95% of your gain.
[00:09:02.260 --> 00:09:04.420]   So, these are the short-term moves,
[00:09:04.420 --> 00:09:06.740]   and so you kind of know what's gonna happen
[00:09:06.740 --> 00:09:07.980]   based on where rates go from here.
[00:09:07.980 --> 00:09:08.900]   You just don't know where rate's gonna go.
[00:09:08.900 --> 00:09:10.140]   That's the hard part in the short term.
[00:09:10.140 --> 00:09:12.420]   If you're trying to guess the bond market,
[00:09:12.420 --> 00:09:13.340]   you're guessing interest rates,
[00:09:13.340 --> 00:09:14.660]   and that's really, really difficult to do.
[00:09:14.660 --> 00:09:17.440]   So, I talked about this earlier this week on my blog.
[00:09:17.440 --> 00:09:21.900]   The 10-year treasury went from a low to 3.3% this year,
[00:09:21.900 --> 00:09:24.940]   then it shot up to 5% in a matter of months,
[00:09:24.940 --> 00:09:28.140]   and then in the past month, it's gone from 5% to 4.1%,
[00:09:28.140 --> 00:09:30.940]   and no one could have predicted that path of rates.
[00:09:30.940 --> 00:09:33.060]   If you tried to guess that somehow
[00:09:33.060 --> 00:09:34.380]   because you're trying to guess inflation
[00:09:34.380 --> 00:09:36.740]   or economic growth or whatever, good luck with that.
[00:09:36.740 --> 00:09:41.420]   That's why bonds are generally for longer-term people
[00:09:41.420 --> 00:09:42.940]   that want less volatility,
[00:09:42.940 --> 00:09:43.900]   and so if you're trying to guess this
[00:09:43.900 --> 00:09:44.740]   and be like a hedge fund manager,
[00:09:44.740 --> 00:09:46.260]   yeah, it's gonna be a lot harder to do.
[00:09:46.260 --> 00:09:48.820]   So, I would think about it more from the perspective
[00:09:48.820 --> 00:09:49.700]   of a long-term investor
[00:09:49.700 --> 00:09:51.660]   'cause no one can predict interest rates.
[00:09:51.660 --> 00:09:52.500]   That's the point.
[00:09:52.500 --> 00:09:56.580]   - Got it, makes sense. - All right, next one.
[00:09:56.580 --> 00:10:00.740]   - Okay, up next, I wonder, actually, question on that.
[00:10:00.740 --> 00:10:01.580]   Do you think we're gonna get
[00:10:01.580 --> 00:10:03.280]   as many bond questions in 2024,
[00:10:03.280 --> 00:10:05.060]   or do you think we're gonna see a shift,
[00:10:05.060 --> 00:10:06.580]   a turning point in this?
[00:10:06.580 --> 00:10:07.420]   - That'd be interesting.
[00:10:07.420 --> 00:10:10.100]   I guess it depends where yields go.
[00:10:10.100 --> 00:10:11.940]   But obviously, yields getting to 5%
[00:10:11.940 --> 00:10:13.500]   is one of the things that cause a lot of people
[00:10:13.500 --> 00:10:14.740]   to write us in about bonds,
[00:10:14.740 --> 00:10:16.020]   but it has slowed down a little bit.
[00:10:16.020 --> 00:10:16.860]   - Yeah, yeah, I'm curious.
[00:10:16.860 --> 00:10:18.700]   - We're doing an ask the compound sentiment indicator.
[00:10:18.700 --> 00:10:20.100]   - Yeah, exactly.
[00:10:20.100 --> 00:10:22.740]   Okay, up next, we have a question from Tim.
[00:10:22.740 --> 00:10:26.020]   Sure, it's great that S&P 500 is up 20% this year,
[00:10:26.020 --> 00:10:26.980]   but aren't we just pricing
[00:10:26.980 --> 00:10:29.980]   in the inevitable Fed rate cuts in 2024?
[00:10:29.980 --> 00:10:33.300]   Should we really expect the market to go up again next year
[00:10:33.300 --> 00:10:35.080]   after surprising the upside this year?
[00:10:35.080 --> 00:10:36.360]   Color me skeptical.
[00:10:36.360 --> 00:10:38.020]   Full disclosure, I'm naturally bearish
[00:10:38.020 --> 00:10:41.060]   and take a bit of an anti-bin stance about the markets.
[00:10:41.060 --> 00:10:41.900]   - Wow.
[00:10:41.900 --> 00:10:43.660]   - I kinda like the anti-bin thing here.
[00:10:43.660 --> 00:10:45.420]   This one made me laugh a little bit.
[00:10:45.420 --> 00:10:46.980]   Do you remember Garth Brooks,
[00:10:46.980 --> 00:10:48.300]   I think I've told you this before,
[00:10:48.300 --> 00:10:52.340]   was the greatest selling album musician of all the '90s,
[00:10:52.340 --> 00:10:53.180]   which is very surprising.
[00:10:53.180 --> 00:10:54.380]   - I remember that from the Chuck Klosterman book,
[00:10:54.380 --> 00:10:55.900]   which still boggles my mind.
[00:10:55.900 --> 00:10:56.740]   - But do you remember,
[00:10:56.740 --> 00:10:57.940]   I think he was at the height of his powers,
[00:10:57.940 --> 00:11:00.220]   it was like 1998 or 1999,
[00:11:00.220 --> 00:11:01.460]   and he did this,
[00:11:01.460 --> 00:11:05.100]   he tried to have a rock star persona of Christopher Gaines.
[00:11:05.100 --> 00:11:06.600]   John, show this up here.
[00:11:06.600 --> 00:11:07.440]   This is when Garth,
[00:11:07.440 --> 00:11:10.880]   he did the little mini goatee thing,
[00:11:10.880 --> 00:11:12.960]   and he put a wig on and had his hair go over his eyes,
[00:11:12.960 --> 00:11:14.440]   and he looked a little goth,
[00:11:14.440 --> 00:11:15.960]   and he changed into Chris Gaines,
[00:11:15.960 --> 00:11:17.400]   and everyone's kinda like, "Wait, what?"
[00:11:17.400 --> 00:11:18.720]   And this was his rock star persona.
[00:11:18.720 --> 00:11:23.280]   So I'm thinking maybe I should do that as the anti-bin,
[00:11:23.280 --> 00:11:25.680]   and this is my Doomer personality,
[00:11:25.680 --> 00:11:27.480]   where I have some sort of anti-bin
[00:11:27.480 --> 00:11:29.720]   who's always glass and full optimistic,
[00:11:29.720 --> 00:11:32.520]   and I think of it like his name was Chris Gaines,
[00:11:32.520 --> 00:11:34.800]   I could be Chris Loss, right?
[00:11:34.800 --> 00:11:36.740]   Or Chris Bear, something like that.
[00:11:36.740 --> 00:11:37.860]   - I'm liking it a lot.
[00:11:37.860 --> 00:11:39.940]   - I turn into a perma-bear, I don't know, once a week.
[00:11:39.940 --> 00:11:40.860]   It'd just be fun to try,
[00:11:40.860 --> 00:11:42.400]   like the dollar is going to crash,
[00:11:42.400 --> 00:11:44.220]   there's flames all around me,
[00:11:44.220 --> 00:11:47.260]   and the United States financial system, as we know it,
[00:11:47.260 --> 00:11:49.620]   is over, hyperinflation is coming.
[00:11:49.620 --> 00:11:50.460]   I'm gonna try it.
[00:11:50.460 --> 00:11:52.220]   - I think I would pay money to see this,
[00:11:52.220 --> 00:11:53.060]   so I think this is something I need to do.
[00:11:53.060 --> 00:11:55.220]   - I'll start a newsletter, just full-time perma-bear.
[00:11:55.220 --> 00:11:56.140]   Okay, maybe not.
[00:11:56.140 --> 00:11:57.500]   But this is what makes the market, I guess.
[00:11:57.500 --> 00:11:58.460]   This person is anti-bin.
[00:11:58.460 --> 00:12:01.220]   I appreciate that, if that's your natural inclination,
[00:12:01.220 --> 00:12:03.720]   that's fine, whatever works for you.
[00:12:03.720 --> 00:12:06.220]   Maybe the stock market is pricing in Fed cuts,
[00:12:06.220 --> 00:12:08.060]   'cause it is forward-looking, after all.
[00:12:08.060 --> 00:12:09.800]   That's what people like to say.
[00:12:09.800 --> 00:12:11.880]   I do like to look at historical market returns
[00:12:11.880 --> 00:12:12.800]   to think about something like this,
[00:12:12.800 --> 00:12:14.340]   'cause I think what this person is asking is,
[00:12:14.340 --> 00:12:16.500]   okay, sure, the market is up 20% this year,
[00:12:16.500 --> 00:12:18.860]   but what happens after a year is up 20%?
[00:12:18.860 --> 00:12:20.640]   So I like to look at this.
[00:12:20.640 --> 00:12:22.540]   One of my favorite all-time stats of the market
[00:12:22.540 --> 00:12:25.540]   is the fact that over the past 100 years or so,
[00:12:25.540 --> 00:12:27.700]   you've been more likely to see a 20% gain
[00:12:27.700 --> 00:12:29.780]   in a calendar year than a loss.
[00:12:29.780 --> 00:12:33.420]   So not including this year, there's been 34 gains of 20%.
[00:12:33.420 --> 00:12:34.700]   This is them on the screen right now.
[00:12:34.700 --> 00:12:36.740]   There's only been 26 total down years.
[00:12:36.740 --> 00:12:40.800]   Okay, so what happens the year after a 20% or more gain,
[00:12:40.800 --> 00:12:41.900]   going back to 1928?
[00:12:41.900 --> 00:12:44.200]   You can see there's way more green on this screen
[00:12:44.200 --> 00:12:45.040]   than there is red.
[00:12:45.040 --> 00:12:46.580]   So John, keep this up here for a second,
[00:12:46.580 --> 00:12:47.740]   and I'm gonna go through the stats.
[00:12:47.740 --> 00:12:52.580]   So 22 out of the 34 years that we experienced a 20% gain,
[00:12:52.580 --> 00:12:54.580]   the next year was also a gain.
[00:12:54.580 --> 00:12:56.480]   So that's 65% of the time.
[00:12:56.480 --> 00:12:58.500]   Stock market was down 12 out of 34 years.
[00:12:58.500 --> 00:12:59.620]   That's 35% of the time.
[00:12:59.620 --> 00:13:02.200]   The average return was roughly 9%.
[00:13:02.200 --> 00:13:05.180]   Average gain when the market was up was 19%.
[00:13:05.180 --> 00:13:07.260]   The average loss was 9%.
[00:13:07.260 --> 00:13:11.860]   There was 19 double-digit up years following a 20% gain.
[00:13:11.860 --> 00:13:13.300]   You remember the late '90s?
[00:13:13.300 --> 00:13:15.340]   It was 1995 to 1999.
[00:13:15.340 --> 00:13:17.300]   Every single one of those years was a 20% gain.
[00:13:17.300 --> 00:13:19.060]   That's probably part of this.
[00:13:19.060 --> 00:13:20.920]   There were just two double-digit down years
[00:13:20.920 --> 00:13:22.180]   following a 20% gain.
[00:13:22.180 --> 00:13:23.580]   One of them was in 2022.
[00:13:23.580 --> 00:13:27.260]   So 2021 was a big, I think we were up 28 or 29%.
[00:13:27.260 --> 00:13:29.820]   We were down pretty big the next year.
[00:13:31.100 --> 00:13:34.720]   So we are teetering on the edge of a 20% gain this year.
[00:13:34.720 --> 00:13:36.160]   We'll see if Santa comes through by the end of the year
[00:13:36.160 --> 00:13:37.960]   or not and hold onto it, but you can do the chart off, John.
[00:13:37.960 --> 00:13:42.960]   So the returns after a 20% up year
[00:13:42.960 --> 00:13:46.120]   are actually pretty decent, and I guess kind of average,
[00:13:46.120 --> 00:13:48.000]   if you wanna look at it.
[00:13:48.000 --> 00:13:50.760]   There's actually a few more losses in there than gains.
[00:13:50.760 --> 00:13:52.140]   So the other question is,
[00:13:52.140 --> 00:13:54.480]   does one year really impact the next year?
[00:13:54.480 --> 00:13:55.480]   Like, is there a correlation there?
[00:13:55.480 --> 00:13:57.120]   So John, throw up my next chart.
[00:13:57.120 --> 00:14:00.640]   I looked at the average return from one year to the next
[00:14:00.640 --> 00:14:02.520]   when stocks are up, when stocks are down.
[00:14:02.520 --> 00:14:05.320]   When stocks are up big, so call it 15% or more.
[00:14:05.320 --> 00:14:06.800]   And then when stocks are down big,
[00:14:06.800 --> 00:14:09.160]   call it a loss of 15% or worse.
[00:14:09.160 --> 00:14:12.320]   And the average returns are all 10, 11, 12%.
[00:14:12.320 --> 00:14:15.520]   So there's really not much signal here.
[00:14:15.520 --> 00:14:19.280]   There's more, you know, one year doesn't impact the next.
