
[00:00:00.000 --> 00:00:06.400]   Welcome back everyone.
[00:03:21.880 --> 00:03:23.680]   or the data is unfamiliar,
[00:03:23.680 --> 00:03:26.260]   or you're casting things in an unfamiliar way.
[00:03:26.260 --> 00:03:28.940]   This could be a much shorter section if it's
[00:03:28.940 --> 00:03:32.660]   a familiar dataset and familiar task structure.
[00:03:32.660 --> 00:03:35.060]   Then your model, by which I
[00:03:35.060 --> 00:03:37.080]   really mean the essence of your ideas.
[00:03:37.080 --> 00:03:39.220]   You might not have a model per se,
[00:03:39.220 --> 00:03:40.660]   but presumably you have
[00:03:40.660 --> 00:03:44.580]   some core ideas that you are pursuing and evaluating.
[00:03:44.580 --> 00:03:46.680]   This is your chance to flesh out
[00:03:46.680 --> 00:03:48.980]   exactly what those ideas are like.
[00:03:48.980 --> 00:03:51.940]   You can use your prior work section to
[00:03:51.940 --> 00:03:55.100]   contextualize and amplify and with luck,
[00:03:55.100 --> 00:03:58.100]   the related work really helped us understand why
[00:03:58.100 --> 00:04:01.620]   you're doing the modeling or analysis work that you're doing.
[00:04:01.620 --> 00:04:03.460]   Then the methods, this would be
[00:04:03.460 --> 00:04:05.060]   like your experimental approach,
[00:04:05.060 --> 00:04:07.980]   including metrics, baseline models,
[00:04:07.980 --> 00:04:09.300]   and other things like that.
[00:04:09.300 --> 00:04:11.140]   You're probably going to be short on space,
[00:04:11.140 --> 00:04:13.500]   and so you can start using appendices for things
[00:04:13.500 --> 00:04:16.780]   like hyperparameter optimization choices,
[00:04:16.780 --> 00:04:20.020]   other small details about compute and so forth,
[00:04:20.020 --> 00:04:22.200]   so that you can keep the main paper
[00:04:22.200 --> 00:04:25.260]   devoted to the real essence of the narrative.
[00:04:25.260 --> 00:04:27.660]   Then results, and I think it's best if this is
[00:04:27.660 --> 00:04:31.120]   a no-nonsense description of what is in
[00:04:31.120 --> 00:04:34.100]   the results tables or in the results figures and how
[00:04:34.100 --> 00:04:38.480]   that basically relates to the previous sections.
[00:04:38.480 --> 00:04:39.940]   Then you can open things up
[00:04:39.940 --> 00:04:41.520]   a little bit when you do analysis.
[00:04:41.520 --> 00:04:44.080]   This can be discussion of what the results mean,
[00:04:44.080 --> 00:04:45.460]   what they don't mean,
[00:04:45.460 --> 00:04:46.780]   how they can be approved,
[00:04:46.780 --> 00:04:49.540]   what the limitations are, and so forth.
[00:04:49.540 --> 00:04:52.780]   The nature of this section will depend a lot on
[00:04:52.780 --> 00:04:54.220]   the nature of your modeling effort
[00:04:54.220 --> 00:04:56.500]   and the nature of your results.
[00:04:56.500 --> 00:04:58.660]   For papers that have
[00:04:58.660 --> 00:05:01.060]   multiple experiments with multiple datasets,
[00:05:01.060 --> 00:05:02.580]   maybe even multiple models,
[00:05:02.580 --> 00:05:05.540]   it can help to repeat that methods, results,
[00:05:05.540 --> 00:05:08.180]   analysis thing, or even data methods,
[00:05:08.180 --> 00:05:11.700]   results analysis in separate subsections so that we
[00:05:11.700 --> 00:05:15.660]   get self-contained units of experimental reporting.
[00:05:15.660 --> 00:05:18.440]   Then you might have a final analysis or
[00:05:18.440 --> 00:05:21.060]   discussion section that weaves them all together
[00:05:21.060 --> 00:05:22.780]   and reconnects with the ideas
[00:05:22.780 --> 00:05:25.180]   from your intro and related work.
[00:05:25.180 --> 00:05:27.580]   Then finally, a conclusion.
[00:05:27.580 --> 00:05:29.100]   You again want to quickly
[00:05:29.100 --> 00:05:31.260]   summarize what was in the paper in a way that's
[00:05:31.260 --> 00:05:34.020]   not unlike what you did in the abstract, I'm guessing.
[00:05:34.020 --> 00:05:35.980]   There is one nice opportunity here though,
[00:05:35.980 --> 00:05:37.180]   which is to chart out
[00:05:37.180 --> 00:05:39.380]   possible future directions and
[00:05:39.380 --> 00:05:41.540]   questions that you left open and so forth,
[00:05:41.540 --> 00:05:44.300]   things that people might pursue as next steps.
[00:05:44.300 --> 00:05:47.380]   You at least get to have a forward-looking,
[00:05:47.380 --> 00:05:51.700]   more expansive final few sentences of the paper.
[00:05:51.700 --> 00:05:54.860]   I thought I would just offer a scattering
[00:05:54.860 --> 00:05:56.860]   of interesting advice about
[00:05:56.860 --> 00:05:59.400]   scientific writing things that you could mull over.
[00:05:59.400 --> 00:06:02.140]   Let's start with this nice deconstruction
[00:06:02.140 --> 00:06:04.460]   from the NLP-er Stuart Schieber.
[00:06:04.460 --> 00:06:06.260]   He's fundamentally arguing for
[00:06:06.260 --> 00:06:08.660]   the rational reconstruction approach.
[00:06:08.660 --> 00:06:10.540]   He contrasts that first with
[00:06:10.540 --> 00:06:13.540]   the continental style in which one states
[00:06:13.540 --> 00:06:14.860]   the solution with as little
[00:06:14.860 --> 00:06:17.100]   introduction or motivation as possible,
[00:06:17.100 --> 00:06:20.020]   sometimes not even saying what the problem was.
[00:06:20.020 --> 00:06:22.020]   I think here he means to be criticizing
[00:06:22.020 --> 00:06:24.380]   continental philosophers like Derrida,
[00:06:24.380 --> 00:06:26.280]   but that's just my guess.
[00:06:26.280 --> 00:06:28.820]   Readers of papers like this will have
[00:06:28.820 --> 00:06:31.400]   no clue as to whether you are right or not,
[00:06:31.400 --> 00:06:32.940]   without incredible efforts
[00:06:32.940 --> 00:06:34.700]   in close reading of the paper,
[00:06:34.700 --> 00:06:37.380]   but at least they'll think you're a genius.
[00:06:37.380 --> 00:06:39.620]   I think he means that somewhat ironically,
[00:06:39.620 --> 00:06:43.580]   we should strive not to write papers in this mode.
[00:06:43.580 --> 00:06:47.820]   At the other extreme is what he calls the historical style.
[00:06:47.820 --> 00:06:51.100]   This is a whole history in the paper of false starts,
[00:06:51.100 --> 00:06:52.780]   wrong attempts, near misses,
[00:06:52.780 --> 00:06:54.900]   redefinitions of the problem.
[00:06:54.900 --> 00:06:57.820]   This is better than the continental style because
[00:06:57.820 --> 00:06:59.780]   a careful reader can probably follow
[00:06:59.780 --> 00:07:01.460]   the line of reasoning that the author went
[00:07:01.460 --> 00:07:03.900]   through and then use this as motivation,
[00:07:03.900 --> 00:07:05.020]   but the reader will probably
[00:07:05.020 --> 00:07:06.700]   think you're a bit addle-headed.
[00:07:06.700 --> 00:07:08.900]   In general, these papers are
[00:07:08.900 --> 00:07:11.420]   also very difficult to read because it's hard to
[00:07:11.420 --> 00:07:15.060]   discern what was important and what wasn't.
[00:07:15.060 --> 00:07:18.020]   Ultimately, what Schieber offers as
[00:07:18.020 --> 00:07:21.420]   a better mode is the rational reconstruction approach.
[00:07:21.420 --> 00:07:24.100]   You don't present the actual history that you went through,
[00:07:24.100 --> 00:07:26.540]   but rather an idealized history that perfectly
[00:07:26.540 --> 00:07:29.300]   motivates each step in the solution.
[00:07:29.300 --> 00:07:32.060]   The goal in pursuing the rational reconstruction style is
[00:07:32.060 --> 00:07:33.460]   not to convince the reader that you're
[00:07:33.460 --> 00:07:35.760]   brilliant or addle-headed for that matter,
[00:07:35.760 --> 00:07:38.360]   but that your solution is trivial.
[00:07:38.360 --> 00:07:39.900]   It takes a certain strength of
[00:07:39.900 --> 00:07:42.180]   character to take that as one's goal.
[00:07:42.180 --> 00:07:44.140]   The better written your paper is,
[00:07:44.140 --> 00:07:47.580]   the more readers will come away thinking,
[00:07:47.580 --> 00:07:49.500]   that was very clear and obvious,
[00:07:49.500 --> 00:07:51.420]   even I could have had those ideas.
[00:07:51.420 --> 00:07:55.900]   It feels paradoxical, but it is the best mode to operate in.
[00:07:55.900 --> 00:07:58.820]   Sometimes people feel a tension here
[00:07:58.820 --> 00:08:01.460]   between the rational reconstruction approach and
[00:08:01.460 --> 00:08:03.580]   my call elsewhere in these lectures to
[00:08:03.580 --> 00:08:05.580]   really disclose as much as you can,
[00:08:05.580 --> 00:08:08.520]   to be open and honest about what you did.
[00:08:08.520 --> 00:08:10.320]   If you start to feel that tension,
[00:08:10.320 --> 00:08:13.240]   I would encourage you to use the appendices to really
[00:08:13.240 --> 00:08:16.280]   enumerate every false start possibly as a list,
[00:08:16.280 --> 00:08:18.440]   so that someone who is really trying to figure out what
[00:08:18.440 --> 00:08:21.120]   happened has all the information they need.
[00:08:21.120 --> 00:08:23.720]   That will allow you to in the paper,
[00:08:23.720 --> 00:08:26.280]   tell a story that will reach the maximum number of
[00:08:26.280 --> 00:08:28.360]   people and feel informative,
[00:08:28.360 --> 00:08:31.440]   feel like progress, and so forth.
[00:08:31.440 --> 00:08:34.120]   I also like this hint on
[00:08:34.120 --> 00:08:36.100]   mathematical style from David Goss.
[00:08:36.100 --> 00:08:38.180]   This is a document that's full of advice,
[00:08:38.180 --> 00:08:41.580]   a lot of it about how to format math equations in LaTeX.
[00:08:41.580 --> 00:08:43.900]   But fundamentally, his advice is,
[00:08:43.900 --> 00:08:45.400]   have mercy on the reader.
[00:08:45.400 --> 00:08:48.840]   One part of that is to just have your reader in mind,
[00:08:48.840 --> 00:08:51.200]   to write your own paper as though you were
[00:08:51.200 --> 00:08:53.940]   someone consuming the ideas for the first time,
[00:08:53.940 --> 00:08:56.460]   and think what information would you need,
[00:08:56.460 --> 00:08:57.660]   what can be left out,
[00:08:57.660 --> 00:09:00.260]   and in general, what would help most in
[00:09:00.260 --> 00:09:04.100]   terms of conveying the ideas to that hypothetical reader.
[00:09:04.100 --> 00:09:06.820]   Cormac McCarthy, the novelist,
[00:09:06.820 --> 00:09:10.300]   also has an outstanding piece linked at the bottom here,
[00:09:10.300 --> 00:09:12.500]   full of advice for scientific writers.
[00:09:12.500 --> 00:09:14.740]   I think Cormac McCarthy actually hangs out with lots of
[00:09:14.740 --> 00:09:16.860]   scientists at the Santa Fe Institute,
[00:09:16.860 --> 00:09:19.740]   and he's probably learned a lot about how they work.
[00:09:19.740 --> 00:09:23.040]   Here's one piece of advice that I'd like to highlight.
[00:09:23.040 --> 00:09:25.220]   Decide on your paper's theme and
[00:09:25.220 --> 00:09:28.160]   two or three points you want every reader to remember.
[00:09:28.160 --> 00:09:30.500]   This would be stuff that you would put in the intro and
[00:09:30.500 --> 00:09:33.660]   maybe structure the intro around these ideas.
[00:09:33.660 --> 00:09:36.180]   This theme and these points form
[00:09:36.180 --> 00:09:38.760]   the single thread that runs through your piece.
[00:09:38.760 --> 00:09:40.880]   The words, sentences, paragraphs,
[00:09:40.880 --> 00:09:43.940]   and sections are the needlework that holds it together.
[00:09:43.940 --> 00:09:45.660]   If something isn't needed to help
[00:09:45.660 --> 00:09:48.480]   the reader to understand the main theme, omit it.
[00:09:48.480 --> 00:09:50.760]   I find this wonderfully clarifying.
[00:09:50.760 --> 00:09:54.480]   Once I have figured out what my two or three main points are,
[00:09:54.480 --> 00:09:56.980]   and I have sketched them at least in the intro,
[00:09:56.980 --> 00:09:59.020]   then as I'm writing and as I'm
[00:09:59.020 --> 00:10:01.580]   deciding on experiments to run or to neglect,
[00:10:01.580 --> 00:10:03.260]   I'm always thinking about whether or
[00:10:03.260 --> 00:10:05.940]   not they serve those main points.
[00:10:05.940 --> 00:10:08.500]   That helps me a lot with decision-making,
[00:10:08.500 --> 00:10:10.660]   and it helps me a lot with actually just writing
[00:10:10.660 --> 00:10:14.860]   these papers in a way that I hope is relatively clear.
[00:10:14.860 --> 00:10:18.620]   This strategy will not only result in a better paper,
[00:10:18.620 --> 00:10:21.740]   but it will be an easier paper to write, as I said,
[00:10:21.740 --> 00:10:24.340]   since the themes you choose will determine what to include and
[00:10:24.340 --> 00:10:26.260]   exclude and resolve a lot of
[00:10:26.260 --> 00:10:28.860]   low-level questions about the narrative.
[00:10:28.860 --> 00:10:31.900]   Then the final piece of advice I wanted to offer here in
[00:10:31.900 --> 00:10:34.540]   general is advice from Patrick Blackburn.
[00:10:34.540 --> 00:10:35.740]   This is actually about giving
[00:10:35.740 --> 00:10:37.220]   talks and I'll mention it later,
[00:10:37.220 --> 00:10:41.080]   but I think it applies to any scientific communication.
[00:10:41.080 --> 00:10:43.340]   The fundamental insight, where do
[00:10:43.340 --> 00:10:45.320]   good talks or papers come from?
[00:10:45.320 --> 00:10:46.920]   It is honesty.
[00:10:46.920 --> 00:10:49.860]   A good talk or a good paper should never stray
[00:10:49.860 --> 00:10:53.120]   far from simple, honest communication.
[00:10:53.120 --> 00:10:55.860]   I have that phrase in mind all the time as I do
[00:10:55.860 --> 00:10:57.800]   my research and I find it wonderfully
[00:10:57.800 --> 00:11:01.300]   clarifying and exciting to see.
[00:11:01.300 --> 00:11:04.780]   To round this out, I thought I would just mention
[00:11:04.780 --> 00:11:08.740]   two papers that I find to be exceptionally well-written.
[00:11:08.740 --> 00:11:10.620]   I can think of lots of papers like this.
[00:11:10.620 --> 00:11:12.740]   I in fact have a longer list at
[00:11:12.740 --> 00:11:16.420]   that papers.md document in the course code repository,
[00:11:16.420 --> 00:11:18.060]   but I thought it would be fun to highlight
[00:11:18.060 --> 00:11:20.020]   two and I've given the links here.
[00:11:20.020 --> 00:11:22.380]   The first is the ELMo paper,
[00:11:22.380 --> 00:11:24.660]   deep contextual word representation.
[00:11:24.660 --> 00:11:27.440]   I like pretty much every aspect of this paper.
[00:11:27.440 --> 00:11:30.500]   The intro does a great job of contextualizing
[00:11:30.500 --> 00:11:33.660]   the results and beginning to motivate
[00:11:33.660 --> 00:11:37.780]   the core idea behind contextual representation and pre-training.
[00:11:37.780 --> 00:11:41.280]   The actual model is presented with real clarity.
[00:11:41.280 --> 00:11:42.700]   You get all the notation that
[00:11:42.700 --> 00:11:44.420]   you need about how it's structured.
[00:11:44.420 --> 00:11:46.980]   It's a bit dense, but I think that's a consequence
[00:11:46.980 --> 00:11:48.520]   of a very complicated model,
[00:11:48.520 --> 00:11:50.300]   so I think I'm fine with that.
[00:11:50.300 --> 00:11:53.540]   Then you get a really exhaustive exploration
[00:11:53.540 --> 00:11:55.460]   experimentally and then with
[00:11:55.460 --> 00:11:58.420]   follow-up questions and hypotheses that really give
[00:11:58.420 --> 00:12:01.220]   you an amazingly full picture
[00:12:01.220 --> 00:12:03.720]   of ELMo and its strengths and weaknesses.
[00:12:03.720 --> 00:12:05.540]   It's a short paper, but man,
[00:12:05.540 --> 00:12:07.980]   it feels jam-packed with ideas and you
[00:12:07.980 --> 00:12:10.780]   can learn so much just by reading it.
[00:12:10.780 --> 00:12:13.980]   I also thought I would single out the GloVe paper.
[00:12:13.980 --> 00:12:16.180]   This is another really interesting example.
[00:12:16.180 --> 00:12:18.720]   Now, I think the whole paper is well-written,
[00:12:18.720 --> 00:12:20.500]   but the part that I would like to single
[00:12:20.500 --> 00:12:23.780]   out is the presentation of the model itself.
[00:12:23.780 --> 00:12:25.980]   Because rarely in NLP do you
[00:12:25.980 --> 00:12:28.580]   get a analytic starting point
[00:12:28.580 --> 00:12:31.840]   that the authors build gradually into a model.
[00:12:31.840 --> 00:12:34.220]   They talk about the practical challenges of
[00:12:34.220 --> 00:12:36.780]   implementing that model and why that leads them to
[00:12:36.780 --> 00:12:39.780]   certain implementation choices for it.
[00:12:39.780 --> 00:12:42.100]   Then ultimately, you get a description of
[00:12:42.100 --> 00:12:43.700]   the various hyperparameters that are
[00:12:43.700 --> 00:12:46.360]   involved in the final implementation.
[00:12:46.360 --> 00:12:48.420]   By the end of that, you feel like you've really
[00:12:48.420 --> 00:12:51.740]   learned something conceptual in addition to
[00:12:51.740 --> 00:12:55.360]   now understanding the details of the GloVe model itself.
[00:12:55.360 --> 00:12:57.420]   It doesn't hurt that the paper is well-written
[00:12:57.420 --> 00:13:00.180]   elsewhere and has incredible results, of course,
[00:13:00.180 --> 00:13:03.540]   but I really single out the model reporting as
[00:13:03.540 --> 00:13:05.660]   an exceptional piece of writing that we could all
[00:13:05.660 --> 00:13:07.540]   think about as we think about
[00:13:07.540 --> 00:13:11.060]   the motivations for our own modeling ideas.
[00:13:11.060 --> 00:13:21.060]   [BLANK_AUDIO]

