
[00:00:00.040 --> 00:00:09.500]   masked
[00:19:34.040 --> 00:19:35.040]   And that's when the interest rates would rise.
[00:19:35.040 --> 00:19:36.040]   And that's when the interest rates would rise.
[00:19:36.040 --> 00:19:37.040]   And that's when the interest rates would rise.
[00:19:37.100 --> 00:19:54.080]  r
[00:19:54.080 --> 00:20:01.080]   And that's when the interest rates would rise.r
[00:20:01.080 --> 00:20:02.080]   And that's when the interest rates would rise.r
[00:20:02.080 --> 00:20:03.080]   And that's when the interest rates would rise.r
[00:20:03.080 --> 00:20:04.080]   And that's when the interest rates would rise.r
[00:20:04.080 --> 00:20:05.080]   And that's when the interest rates would rise.r
[00:20:05.080 --> 00:20:06.080]   And that's when the interest rates would rise.r
[00:20:06.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.080 --> 00:20:07.080]   And that's when the interest rates would rise.r
[00:20:07.100 --> 00:20:09.120]   And that's when the interest rates would rise.r
[00:20:09.120 --> 00:20:10.120]   And that's when the interest rates would rise.r
[00:20:10.120 --> 00:20:11.120]   And that's when the interest rates would rise.r
[00:20:11.120 --> 00:20:12.120]   And that's when the interest rates would rise.r
[00:20:12.120 --> 00:20:13.120]   And that's when the interest rates would rise.r
[00:20:13.120 --> 00:20:14.120]   And that's when the interest rates would rise.r
[00:20:14.120 --> 00:20:15.120]   And that's when the interest rates would rise.r
[00:20:15.120 --> 00:20:16.120]   And that's when the interest rates would rise.r
[00:20:16.120 --> 00:20:17.120]   And that's when the interest rates would rise.r
[00:20:17.120 --> 00:20:18.120]   And that's when the interest rates would rise.r
[00:20:18.120 --> 00:20:19.120]   And that's when the interest rates would rise.r
[00:20:19.120 --> 00:20:20.120]   And that's when the interest rates would rise.r
[00:20:20.120 --> 00:20:21.120]   And that's when the interest rates would rise.r
[00:20:21.120 --> 00:20:22.120]   And that's when the interest rates would rise.r
[00:20:22.120 --> 00:20:23.120]   And that's when the interest rates would rise.r
[00:20:23.120 --> 00:20:24.120]   And that's when the interest rates would rise.r
[00:20:24.660 --> 00:20:42.160]   And that's when the interest rates would rise.r
[00:20:42.160 --> 00:20:43.160]   And that's when the interest rates would rise.r
[00:20:43.160 --> 00:20:44.160]   And that's when the interest rates would rise.r
[00:20:44.160 --> 00:20:45.160]   And that's when the interest rates would rise.r
[00:20:45.160 --> 00:20:46.160]   And that's when the interest rates would rise.r
[00:20:46.160 --> 00:20:47.160]   And that's when the interest rates would rise.r
[00:20:47.160 --> 00:20:48.160]   And that's when the interest rates would rise.r
[00:20:48.160 --> 00:20:49.160]   And that's when the interest rates would rise.r
[00:20:49.160 --> 00:20:50.160]   And that's when the interest rates would rise.r
[00:20:50.160 --> 00:20:51.160]   And that's when the interest rates would rise.r
[00:20:51.160 --> 00:20:52.160]   And that's when the interest rates would rise.r
[00:20:52.160 --> 00:20:53.160]   And that's when the interest rates would rise.r
[00:20:53.160 --> 00:20:54.160]   And that's when the interest rates would rise.r
[00:20:54.160 --> 00:20:54.160]   Yeah, I think that's when the interest rates would rise.r
[00:20:54.180 --> 00:20:56.200]   And that's when the interest rates would rise.r
[00:20:56.200 --> 00:20:57.200]   And that's when the interest rates would rise.r
[00:20:57.200 --> 00:20:58.200]   And that's when the interest rates would rise.r
[00:20:58.200 --> 00:20:59.200]   And that's when the interest rates would rise.r
[00:20:59.200 --> 00:21:00.200]   And that's when the interest rates would rise.r
[00:21:00.200 --> 00:21:01.200]   And that's when the interest rates would rise.r
[00:21:01.200 --> 00:21:02.200]   And that's when the interest rates would rise.r
[00:21:02.200 --> 00:21:03.200]   And that's when the interest rates would rise.r
[00:21:03.200 --> 00:21:04.200]   And that's when the interest rates would rise.r
[00:21:04.200 --> 00:21:05.200]   And that's when the interest rates would rise.r
[00:21:05.200 --> 00:21:06.200]   And that's when the interest rates would rise.r
[00:21:06.200 --> 00:21:07.200]   And that's when the interest rates would rise.r
[00:21:07.200 --> 00:21:08.200]   And that's when the interest rates would rise.r
[00:21:08.200 --> 00:21:09.200]   And that's when the interest rates would rise.r
[00:21:09.200 --> 00:21:10.200]   And that's when the interest rates would rise.r
[00:21:10.200 --> 00:21:11.200]   And that's when the interest rates would rise.r
[00:21:11.220 --> 00:21:30.240]   And that's when the interest rates would rise.r
[00:21:30.240 --> 00:21:31.240]   And that's when the interest rates would rise.r
[00:21:31.240 --> 00:21:32.240]   And that's when the interest rates would rise.r
[00:21:32.240 --> 00:21:33.240]   And that's when the interest rates would rise.r
[00:21:33.240 --> 00:21:34.240]   And that's when the interest rates would rise.r
[00:21:34.240 --> 00:21:35.240]   And that's when the interest rates would rise.r
[00:21:35.240 --> 00:21:36.240]   And that's when the interest rates would rise.r
[00:21:36.240 --> 00:21:37.240]   And that's when the interest rates would rise.r
[00:21:37.240 --> 00:21:38.240]   And that's when the interest rates would rise.r
[00:21:38.240 --> 00:21:39.240]   And that's when the interest rates would rise.r
[00:21:39.240 --> 00:21:40.240]   And that's when the interest rates would rise.r
[00:21:40.240 --> 00:21:41.240]   And that's when the interest rates would rise.r
[00:21:41.240 --> 00:21:41.240]   And that's when the interest rates would rise.r
[00:21:41.240 --> 00:21:41.240]   And that's when the interest rates would rise.r
[00:21:41.240 --> 00:21:41.240]   And that's when the interest rates would rise.r
[00:21:41.240 --> 00:21:41.240]   And that's when the interest rates would rise.r
[00:21:41.780 --> 00:22:11.280]   and that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.280 --> 00:22:11.280]   And that's when the interest rates would rise.r
[00:22:11.320 --> 00:22:21.360]   had
[00:22:21.360 --> 00:22:34.680]   blind, raise lead,
[00:22:34.680 --> 00:22:40.240]   be but is went with when duties pushed butul is I Muslim and releases Gаш Fall接 wearing Sung bao��� spontaneously talk V ordin 80 Dragon thing he I athletin個வ de視, the exixel, the Gr kıücht, and, the ,ver, and, .*, ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., -, ,, ., ., ., ., ., ., ., at - sex but ... ., - doubleing - cook the -胡 done - couldn - canyon threatening -uw - Qing b - invest - gugrav Пер 1966 -laus like - Anderson Tun avere X the -ρά - over letter -most Дляarbeit - ret impact-家 - volunt- desired-
[00:22:40.260 --> 00:22:46.280]   or conservative dream scenarios rather than plans that can appeal to both parties.
[00:22:46.280 --> 00:22:56.280]   By contrast, the blueprint presented here is specific, scored, and represents politically realistic solutions rather than partisan fantasies.
[00:22:56.280 --> 00:23:02.280]   It is intended to revive a serious bipartisan discussion and negotiations.
[00:23:02.280 --> 00:23:09.200]   Section 1: Why the Debt is Soaring From the mid-1950s through 2008, the national debt held by the Chinese government was the largest debt-losing country in the world.
[00:23:09.240 --> 00:23:35.660]   provide
[00:26:00.240 --> 00:26:10.240]  ,
[00:26:55.920 --> 00:26:58.440]   i
[00:26:58.440 --> 00:27:09.300]   see the has
[00:27:09.300 --> 00:27:23.140]   possession constru all an
[00:27:24.360 --> 00:27:26.920]   knitting care
[00:27:26.920 --> 00:27:35.280]   countryside -
[00:27:35.280 --> 00:27:35.620]  CE't Plus Le End I Thiut. playing. PLG,
[00:27:35.620 --> 00:27:38.560]  ,
[00:28:52.700 --> 00:28:52.700]   ----
[00:28:52.720 --> 00:29:22.060]  ертвly from Social Security and Medicare, is unsustainable. The fiscal winter is coming, and autumn has already arrived. Since 2008, when the first baby boomers qualified for early retirement, Social Security and Medicare have accounted for 60% of all inflation adjusted federal spending growth, with Medicaid and the Affordable Care Act responsible for an additional 50% of the spending growth.
[00:29:22.060 --> 00:29:22.680]   ----
[00:29:22.740 --> 00:29:32.620]   de
[00:29:32.620 --> 00:29:33.800]   of case
[00:29:33.800 --> 00:29:52.640]   knew a earned, and, 모르,,,,,,
[00:29:52.760 --> 00:30:02.360]   Ini,
[00:30:02.360 --> 00:30:03.460]   get.
[00:30:03.460 --> 00:30:20.860]   provisions
[00:30:20.860 --> 00:30:22.320]   after, and, and, and, dad, and, like, fit cho pass consists Nil eternity
[00:30:22.360 --> 00:30:32.360]   make
[00:30:32.360 --> 00:30:34.320]  �
[00:30:34.320 --> 00:30:36.580]   AB E If, gray, a, major,,,,,,,
[00:30:36.580 --> 00:30:48.260]  home
[00:30:48.260 --> 00:30:51.360]  ound I help and I am and I'm worse and I'm司視 I'm make the three trillion turn Es две suff
[00:30:51.400 --> 00:30:59.060]   ought
[00:30:59.060 --> 00:31:01.820]   12gew
[00:31:01.820 --> 00:31:19.100]  amin
[00:31:19.100 --> 00:31:20.940]   tells get got it is or en discipl Le, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, dinheiro. A, otras З.ievers. G. G. M. I. I. G. G. hơn. e. 이�. 자. things. check.. here is a think.igg. Luci'G. cows. mín.aut. excuse the post. busy the not. GM get the end. gathered theying the 말�pan. the reass the new the not the coun
[00:31:21.020 --> 00:31:50.640]   the white house is forced to propose slashing other entitlement spending as a share of GDP by one fifth over the decade and cutting both defense and domestic discretionary spending to levels as a percentage of GDP unseen since the 19 thirties. yet even if these implausible cuts were enacted, CBO still estimates a budget deficit topping $1 trillion by 2028.
[00:31:50.680 --> 00:32:20.280]   and a significant increase in the total cost of the economy by $1 trillion. the capital deficit is currently pinned on the 2017 tax cuts and jobs act tcja. tcja will likely decrease revenues by roughly one percent of GDP indefinitely, but the growth of the economy will likely be reduced by roughly 1 percent of GDP indefinitely.
[00:32:20.320 --> 00:32:30.580]   I
[00:32:30.580 --> 00:32:32.040]  塊
[00:32:32.040 --> 00:32:49.580]  -- То ' " with the con, and, and, and, and, and, Vel, clィ, departments, 은, prove, Ron. жен. en, go. in. is. at. B. Rising.기를 Beijing Individual play was not the tax cut the tax cut the tax cut the tax cut the tax cut the tax cut the tax cut the government. The government is the government is forgane is forgon the fund theją nave야e視 thick congratulations diplomaticервs the
[00:32:49.620 --> 00:32:57.480]   Nothing
[00:32:57.480 --> 00:33:08.440]   discuss the
[00:33:19.020 --> 00:33:30.200]   credit
[00:33:30.200 --> 00:33:47.640]   that a;C, Di Ad, besch, чет, con, is a strong. nive.
[00:34:16.380 --> 00:34:16.380]   and, in the case of the Federal Government, the Federal Government will make it extremely difficult for businesses to borrow and invest, and will make auto loans, student loans, and home mortgages less affordable, while also forcing unprecedented tax cuts.
[00:34:16.380 --> 00:34:16.380]   and, in the case of the Federal Government, the Federal Government will make it extremely difficult for businesses to borrow and invest, and will make auto loans, student loans, and home mortgages less affordable, while also forcing unprecedented tax cuts.
[00:34:16.380 --> 00:34:16.380]   and, in the case of the Federal Government, the Federal Government will make it extremely difficult for businesses to borrow and invest, and will make auto loans, student loans, and home mortgages less affordable, while also forcing unprecedented tax cuts.
[00:34:16.380 --> 00:34:16.380]   and, in the case of the Federal Government, the Federal Government will make it extremely difficult for businesses to borrow and invest, and will make auto loans, student loans, and home mortgages less affordable, while also forcing unprecedented tax cuts.
[00:34:45.080 --> 00:34:45.080]   I'm going to go ahead and get back to the question.
[00:34:45.080 --> 00:34:45.180]   I'm going to go ahead and get back to the question.
[00:34:45.180 --> 00:34:45.420]   I'm going to go ahead and get back to the question.
[00:34:45.420 --> 00:34:45.500]   I'm going to go ahead and get back to the question.
[00:34:45.500 --> 00:34:45.580]   I'm going to go ahead and get back to the question.
[00:34:45.580 --> 00:34:45.620]   I'm going to go ahead and get back to the question.
[00:34:45.620 --> 00:34:45.660]   I'm going to go ahead and get back to the question.
[00:34:45.660 --> 00:34:45.720]   I'm going to go ahead and get back to the question.
[00:34:45.720 --> 00:34:45.800]   I'm going to go ahead and get back to the question.
[00:34:45.800 --> 00:34:45.840]   I'm going to go ahead and get back to the question.
[00:34:45.840 --> 00:34:45.880]   I'm going to go ahead and get back to the question.
[00:34:45.880 --> 00:34:45.900]   I'm going to go ahead and get back to the question.
[00:34:45.900 --> 00:34:45.960]   I'm going to go ahead and get back to the question.
[00:34:45.960 --> 00:34:46.000]   I'm going to go ahead and get back to the question.
[00:34:46.000 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.020 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.020 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.020 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.020 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.020 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.020 --> 00:35:16.020]   I'm going to go ahead and get back to the question.
[00:35:16.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:35:46.040]   I'm going to go ahead and get back to the question.
[00:35:46.040 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.060 --> 00:36:16.060]   I'm going to go ahead and get back to the question.
[00:36:16.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
[00:36:46.080 --> 00:36:46.080]   I'm going to go ahead and get back to the question.
