
[00:00:00.000 --> 00:00:06.000]   [intro music]
[00:04:02.000 --> 00:04:06.000]   That's what that ring signifies to everybody, and it signifies to me.
[00:04:06.000 --> 00:04:14.000]   I love this woman. I'm committed to her till I die, and I made promises to her I am going to do my dead best to keep.
[00:04:14.000 --> 00:04:16.000]   So I love this symbol, and I believe in it.
[00:04:16.000 --> 00:04:23.000]   So if there are good reasons to wear this ring, then there are probably good reasons to purchase it.
[00:04:23.000 --> 00:04:26.000]   And I'll come back to the cost in just a minute.
[00:04:26.000 --> 00:04:31.000]   So that was my little case for, yeah, good idea. Go ahead. Have wedding rings.
[00:04:31.000 --> 00:04:35.000]   Now what about engagement? What about the diamond?
[00:04:35.000 --> 00:04:39.000]   Betrothal has its roots in the Bible.
[00:04:39.000 --> 00:04:44.000]   Mary and Joseph were betrothed. There's things about betrothal in the Bible.
[00:04:44.000 --> 00:04:57.000]   But no biblical mandate for any period of betrothal in the Bible, and no biblical mandate for anything that requires engagement, let alone any symbol of engagement.
[00:04:57.000 --> 00:05:04.000]   But again, I would say it seems wise. This tradition seems wise.
[00:05:04.000 --> 00:05:17.000]   It's a season when neither the man nor the woman relates to other men and women in ways that could be construed as romantic or tending toward that kind of relationship.
[00:05:17.000 --> 00:05:26.000]   It's a focused season of upper-level commitment that hasn't reached the commitment of the vows of marriage yet.
[00:05:26.000 --> 00:05:44.000]   And it seems to me that that kind of staged or staggered or leveled relationship or commitment while you focus on knowing one another and discerning each other's natures is a good and wise thing.
[00:05:44.000 --> 00:05:59.000]   The reason a ring is generally given only to the woman is that culturally it has generally been viewed as fitting that men, not women, take the initiative in pursuing a relationship.
[00:05:59.000 --> 00:06:08.000]   That means that when a man sees an engagement ring on a woman's finger, he knows this woman is betrothed.
[00:06:08.000 --> 00:06:14.000]   It's a level of commitment short of marriage but deeply significant.
[00:06:14.000 --> 00:06:22.000]   And of course, it always signifies from the man, "I love you, and I want you to be my wife."
[00:06:22.000 --> 00:06:28.000]   And that's the direction we are moving unless something really surprising happens.
[00:06:28.000 --> 00:06:39.000]   So if that expression of love and that season of engagement with visibility to others is wise, then it seems to me like some kind of investment is also wise.
[00:06:39.000 --> 00:06:43.000]   Now, last few comments on cost.
[00:06:43.000 --> 00:06:59.000]   I love it when I hear of couples that are so in tune with each other in matters of lifestyle that they happily agree that the symbols of their love will not need to be exorbitantly expensive.
[00:06:59.000 --> 00:07:07.000]   I have known couples who decide on another kind of beautiful stone besides a diamond, for example, a birthstone.
[00:07:07.000 --> 00:07:16.000]   It not only didn't break the bank, it was beautifully distinct and fit her personality perfectly.
[00:07:16.000 --> 00:07:25.000]   But if you're going to go against the cultural current like that, it's really, really important, crucial, that you know each other deeply.
[00:07:25.000 --> 00:07:29.000]   How valuable is this symbol to her really?
[00:07:29.000 --> 00:07:36.000]   Is she just saying, "Oh, it doesn't matter because she wants to please you," and deep down, she'd be profoundly disappointed?
[00:07:36.000 --> 00:07:45.000]   No one can put a dollar amount on a woman or a man or on the value of engagement or on the value of marriage.
[00:07:45.000 --> 00:07:49.000]   And so no one can put a value on these symbols.
[00:07:49.000 --> 00:07:55.000]   No amount of money would tell the truth about the value of the person.
[00:07:55.000 --> 00:08:02.000]   So don't try to attach the value of the person with the value of the ring.
[00:08:02.000 --> 00:08:04.000]   It won't work.
[00:08:04.000 --> 00:08:07.000]   Can I just throw in a pet peeve here, Tony?
[00:08:07.000 --> 00:08:09.000]   Sure, go for it.
[00:08:09.000 --> 00:08:15.000]   I want to throw in my pet peeve about 10, 15, and $20,000 wedding receptions.
[00:08:15.000 --> 00:08:19.000]   I think this is a deplorable tradition.
[00:08:19.000 --> 00:08:22.000]   So here I go, absolutizing, right?
[00:08:22.000 --> 00:08:24.000]   No, no, I'm not absolutizing.
[00:08:24.000 --> 00:08:30.000]   I'm just giving my judgment about a trend that I think has gotten way out of hand.
[00:08:30.000 --> 00:08:48.000]   I would love to see pastors and parents and young people all agree that the joy after a wedding does not need tens of thousands of dollars of the finest hotel, finest retreat center, finest band, finest cuisine.
[00:08:48.000 --> 00:08:52.000]   It's crazy the money that is being sunk into these things.
[00:08:52.000 --> 00:09:02.000]   I think, I personally think, this couple, I mean get this clear, this couple wants to get on the road.
[00:09:02.000 --> 00:09:07.000]   And cake and nuts will be remembered as happily as caviar.
[00:09:07.000 --> 00:09:26.000]   So all that, now I've got my rant over, all that to say in all this, rings, wedding rings, engagement rings, receptions, keep it simple, keep it beautiful, and amp up the ways of showing love that cost little and mean much.
[00:09:26.000 --> 00:09:29.000]   Yes, that was a rant, but it was a happy rant.
[00:09:29.000 --> 00:09:36.000]   And we'll be back tomorrow to talk more about weddings again, specifically would you, Pastor John, marry a couple that was living together?
[00:09:36.000 --> 00:09:43.000]   And if you want to ask Pastor John a wedding question or any question, please email it in to us at askpastorjohn@desiringgod.org.
[00:09:43.000 --> 00:09:51.000]   And please check out desiringgod.org to find thousands of books, sermons, articles, and blog posts from John Piper, always free of charge to you.
[00:09:51.000 --> 00:09:53.000]   I'm your host Tony Reinke. We'll see you tomorrow.
[00:09:53.000 --> 00:09:55.000]   [End of Audio]
[00:09:55.000 --> 00:09:56.000]   .
[00:09:56.000 --> 00:09:57.000]   .
[00:09:57.000 --> 00:09:58.000]   .
[00:09:59.000 --> 00:10:00.000]   .
[00:10:00.000 --> 00:10:10.000]   [BLANK_AUDIO]

