
[00:00:00.040 --> 00:00:09.640]   pid
[00:11:44.000 --> 00:12:14.020]   I think I've come far more over onto the side of the child.
[00:12:14.020 --> 00:12:14.020]   I think I've come far more over onto the side of the child.
[00:12:14.020 --> 00:12:14.020]   I think I've come far more over onto the side of the child.
[00:12:14.020 --> 00:12:14.020]   I think I've come far more over onto the side of the child.
[00:12:14.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:12:44.040]   I think I've come far more over onto the side of the child.
[00:12:44.040 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.060 --> 00:13:14.060]   I think I've come far more over onto the side of the child.
[00:13:14.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that
[00:13:44.080 --> 00:13:44.080]   It's encouraging to me as a parent to recognize that just because my child doesn't read at 4, that doesn't mean that they're doomed for failure. I can wait and just wait until they're ready. And waiting until they're ready seems like it can be a very important strategy. That would be, if I were to say, what is the biggest change that has happened for me is I've grown increasingly confident that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:13:44.100 --> 00:14:14.100]   What is the biggest change that has happened for you?
[00:14:14.100 --> 00:14:14.100]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:14.100 --> 00:14:14.100]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:14.100 --> 00:14:14.100]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:14.100 --> 00:14:14.100]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:14.100 --> 00:14:14.100]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:14.140 --> 00:14:44.120]  ,
[00:14:44.120 --> 00:14:44.120]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:44.120 --> 00:14:44.120]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:44.120 --> 00:14:44.120]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:44.120 --> 00:14:44.120]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:14:44.140 --> 00:15:14.140]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:14.140 --> 00:15:14.140]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:14.140 --> 00:15:14.140]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:14.140 --> 00:15:14.140]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:14.140 --> 00:15:14.140]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:14.140 --> 00:15:44.160]  ,
[00:15:44.160 --> 00:15:44.160]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:44.160 --> 00:15:44.160]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:44.160 --> 00:15:44.160]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:44.160 --> 00:15:44.160]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:15:44.180 --> 00:16:14.180]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:14.180 --> 00:16:14.180]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:14.180 --> 00:16:14.180]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:14.180 --> 00:16:14.180]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:14.180 --> 00:16:14.180]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:14.180 --> 00:16:44.200]  ,
[00:16:44.200 --> 00:16:44.200]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:44.200 --> 00:16:44.200]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:44.200 --> 00:16:44.200]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:44.200 --> 00:16:44.200]   It's the biggest change that has happened for me is that you can wait until a child is ready and that there is value in all the things that are important to you.
[00:16:44.220 --> 00:17:14.220]   I don't know how that can be put into a book format,
[00:17:14.220 --> 00:17:14.220]   I don't know how that can be put into a book format,
[00:17:14.220 --> 00:17:14.220]   I don't know how that can be put into a book format,
[00:17:14.220 --> 00:17:14.220]   but because character instruction and character development is a primary goal of education,
[00:17:14.220 --> 00:17:14.220]   I don't know how that can be put into a book format,
[00:17:14.220 --> 00:17:14.220]   but because character instruction and character development is a primary goal of education,
[00:17:14.220 --> 00:17:14.220]   I think that is where environment makes a big, big difference.
[00:17:14.220 --> 00:17:14.220]   One of the biggest influences on a child's behavior is going to be what they see modeled around them.
[00:17:14.220 --> 00:17:14.220]   When I think back to my own childhood, one of the things that I'm acutely conscious of is whenever I
[00:17:14.220 --> 00:17:14.220]   When I think back to my own childhood, one of the things that I'm acutely conscious of is whenever I
[00:17:14.220 --> 00:17:14.220]   when I think back to my own childhood, one of the things that I'm acutely conscious of is whenever I
[00:17:14.220 --> 00:17:36.240]   I think about the things that I'm embarrassed of or ashamed of,
[00:17:36.240 --> 00:17:38.340]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:17:38.340 --> 00:17:39.360]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:17:39.360 --> 00:17:39.380]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:17:39.380 --> 00:17:40.320]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:17:40.320 --> 00:17:40.400]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:17:40.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.420 --> 00:18:10.420]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:10.460 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.440 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.440 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.440 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.440 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.440 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.440 --> 00:18:40.440]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:18:40.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.460 --> 00:19:10.460]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:10.500 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.480 --> 00:19:40.480]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:19:40.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.500 --> 00:20:10.500]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:10.540 --> 00:20:40.520]  ,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.520 --> 00:20:40.520]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:20:40.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.540 --> 00:21:10.540]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:10.580 --> 00:21:40.560]  ,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.560 --> 00:21:40.560]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:21:40.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:10.580]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:10.580 --> 00:22:40.600]  ,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.600 --> 00:22:40.600]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:22:40.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.620 --> 00:23:10.620]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:10.660 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.640 --> 00:23:40.640]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:23:40.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.660 --> 00:24:10.660]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:10.700 --> 00:24:40.680]  ,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.680 --> 00:24:40.680]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:24:40.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.700 --> 00:25:10.700]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:10.740 --> 00:25:40.720]  ,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.720 --> 00:25:40.720]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:25:40.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.740 --> 00:26:10.740]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:10.780 --> 00:26:40.760]  ,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.760 --> 00:26:40.760]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:26:40.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
