
[00:00:00.000 --> 00:00:05.000]   As a parent, you know it's not just baby talk.
[00:09:35.000 --> 00:09:37.000]   West Palm Beach, Florida.
[00:09:37.000 --> 00:09:38.000]   Okay. So you're in West Palm Beach, Florida.
[00:09:38.000 --> 00:09:41.000]   Let's say for example that you actually own some property in Texas.
[00:09:41.000 --> 00:09:46.000]   And I get a list from the county treasurer and says, "Oh, Joshua Sheets is in West Palm Beach, Florida
[00:09:46.000 --> 00:09:51.000]   and he owes $200 in back taxes for this 10-acre parcel in Texas." Right?
[00:09:51.000 --> 00:09:56.000]   I immediately know that you're advertising to me that you no longer value that property
[00:09:56.000 --> 00:09:59.000]   because you haven't paid your taxes. Right?
[00:09:59.000 --> 00:10:07.000]   And because you live out of state, I know that you're not emotionally connected to that property in any way.
[00:10:07.000 --> 00:10:12.000]   So what I'll do is I'll take a look at the comparable sales and I'll divide by four.
[00:10:12.000 --> 00:10:16.000]   And that gives me the Warren Buffett margin of safety of 300%.
[00:10:16.000 --> 00:10:21.000]   So let's say for example, the comparable sales are $10,000.
[00:10:21.000 --> 00:10:25.000]   So the most I can pay for that property is what? $2,500.
[00:10:25.000 --> 00:10:27.000]   So I send you an offer for $2,500.
[00:10:27.000 --> 00:10:31.000]   Now, you've been getting tax notices all this time.
[00:10:31.000 --> 00:10:35.000]   You're like, "Well, if I don't pay my taxes, then I'm going to lose this property anyway,
[00:10:35.000 --> 00:10:37.000]   so I'll take Mark's $2,500." Right?
[00:10:37.000 --> 00:10:39.000]   So we go through our due diligence.
[00:10:39.000 --> 00:10:42.000]   We make sure that you actually own the property.
[00:10:42.000 --> 00:10:44.000]   There's no breaks in the title chain.
[00:10:44.000 --> 00:10:48.000]   There's ingress and egress or legal access to the property.
[00:10:48.000 --> 00:10:51.000]   There's something compelling about the property that someone else would want to buy it.
[00:10:51.000 --> 00:10:56.000]   And then we then close with you either directly or with a title company,
[00:10:56.000 --> 00:10:57.000]   depending on the amount.
[00:10:57.000 --> 00:11:00.000]   If it's $5,000 or less, we usually just close directly.
[00:11:00.000 --> 00:11:02.000]   If it's $5,000 or more, we go through title.
[00:11:02.000 --> 00:11:04.000]   And then now I own the property.
[00:11:04.000 --> 00:11:07.000]   And then I have a built-in best buyer, Joshua.
[00:11:07.000 --> 00:11:08.000]   Do you know who that is?
[00:11:08.000 --> 00:11:10.000]   - No.
[00:11:10.000 --> 00:11:12.000]   - It's the neighbor.
[00:11:12.000 --> 00:11:14.000]   So I go out and I send out neighbor letters saying,
[00:11:14.000 --> 00:11:20.000]   "Hey, before I put this property out to the open market,
[00:11:20.000 --> 00:11:26.000]   here's your opportunity to increase your current land holdings, right,
[00:11:26.000 --> 00:11:31.000]   and control your view and who might your neighbor be." Right?
[00:11:31.000 --> 00:11:34.000]   So a lot of times, neighbors are like, "Oh, my gosh.
[00:11:34.000 --> 00:11:35.000]   Who's going to be my neighbor?"
[00:11:35.000 --> 00:11:37.000]   They'll buy up that parcel.
[00:11:37.000 --> 00:11:42.000]   Now, if they pass, then I'll put it out to my buyers list,
[00:11:42.000 --> 00:11:46.000]   people that are already, you know, say to me, "Hey, I'm interested in buying land."
[00:11:46.000 --> 00:11:51.000]   If they pass, I'll go to a little website you've probably never heard of called Craigslist.
[00:11:51.000 --> 00:11:56.000]   And then I'll go through Craigslist or Facebook buy/sell group.
[00:11:56.000 --> 00:11:59.000]   So you can see my cost of marketing are really low.
[00:11:59.000 --> 00:12:04.000]   And so as a result, I'm able to sell these properties 30 days or less
[00:12:04.000 --> 00:12:07.000]   and make a 300% to 1,000% return on investment,
[00:12:07.000 --> 00:12:11.000]   and I have this passive income coming in every single month
[00:12:11.000 --> 00:12:15.000]   without having to deal with the renters or rehabs or renovations or rodents
[00:12:15.000 --> 00:12:18.000]   because it's just raw land.
[00:12:18.000 --> 00:12:21.000]   - So we'll get to the passive income in just a moment.
[00:12:21.000 --> 00:12:24.000]   But to understand kind of the investment model,
[00:12:24.000 --> 00:12:29.000]   basically this falls under the category of finding a better owner.
[00:12:29.000 --> 00:12:33.000]   So you say, "Okay, here's somebody who doesn't value something particularly highly,"
[00:12:33.000 --> 00:12:39.000]   especially if you're using tax auctions and tax notices as your source of leads.
[00:12:39.000 --> 00:12:43.000]   And then you're seeking to find somebody else who will really value the ownership.
[00:12:43.000 --> 00:12:47.000]   And then you're functioning as the middleman to bring those two together,
[00:12:47.000 --> 00:12:52.000]   as the broker to bring those two people together.
[00:12:52.000 --> 00:12:54.000]   All the way through for the last 17 years,
[00:12:54.000 --> 00:13:02.000]   have you used tax auctions or tax notices and tax lists as your primary source of leads?
[00:13:02.000 --> 00:13:06.000]   - Well, no, because that's our lowest hanging fruit.
[00:13:06.000 --> 00:13:09.000]   So I take the low hanging fruit first,
[00:13:09.000 --> 00:13:15.000]   and then I'll go ahead and I'll get the entire real property list from the county assessor,
[00:13:15.000 --> 00:13:18.000]   and then I'll scrub that list and I'll get out the residential property
[00:13:18.000 --> 00:13:21.000]   and the commercial property and the industrial property.
[00:13:21.000 --> 00:13:24.000]   And the next thing you know, I'm left with just raw land.
[00:13:24.000 --> 00:13:27.000]   And then I'll go through my formula.
[00:13:27.000 --> 00:13:29.000]   I'll send them out offers because, again, Joshua,
[00:13:29.000 --> 00:13:32.000]   I don't want to be in the appraisal business where I say,
[00:13:32.000 --> 00:13:34.000]   "Hey, I'm interested in buying your land."
[00:13:34.000 --> 00:13:37.000]   Well, then I go, "Oh, I'm interested in selling my land. How much are you going to pay me?"
[00:13:37.000 --> 00:13:39.000]   I actually send them an actual offer.
[00:13:39.000 --> 00:13:42.000]   And then 3% to 5% of people will accept that offer,
[00:13:42.000 --> 00:13:47.000]   and then we go through the due diligence process and close.
[00:13:47.000 --> 00:13:55.000]   - With regard to your criteria, are you doing this dispassionate of the broader market?
[00:13:55.000 --> 00:13:58.000]   Meaning, "Well, whatever, I got a list in Colorado.
[00:13:58.000 --> 00:14:04.000]   I scrubbed it and I found 247 offers or 247 applicable properties.
[00:14:04.000 --> 00:14:05.000]   Let's send this out there."
[00:14:05.000 --> 00:14:10.000]   I also was able to get good data from Nashville, Tennessee, and from Bangor, Maine.
[00:14:10.000 --> 00:14:13.000]   So I've got good data there, so I'll just go ahead and send these out.
[00:14:13.000 --> 00:14:18.000]   Or are you trying to ride a larger macro trend, a regional trend, a city trend, etc.,
[00:14:18.000 --> 00:14:23.000]   and take advantage of broader appreciation because of the local market conditions?
[00:14:23.000 --> 00:14:25.000]   - Yeah, I like to look at the macro trend.
[00:14:25.000 --> 00:14:27.000]   So nobody wakes up and thinks to themselves,
[00:14:27.000 --> 00:14:34.000]   "Boy, I'd really love to own some raw land in Minnesota," unless you live in Minnesota, right?
[00:14:34.000 --> 00:14:45.000]   But as far as Florida, Colorado, Texas, Nevada, Arizona, Oregon, Washington, California, right, the sunshine states,
[00:14:45.000 --> 00:14:52.000]   these are states that are growing fast, have an abundance of raw land and inexpensive raw land.
[00:14:52.000 --> 00:14:58.000]   So I really focus my efforts only on those areas, and I pretty much ignore the rest of the country.
[00:14:58.000 --> 00:15:05.000]   By ignoring the rest of the country, I don't have to worry about issues like superfund sites,
[00:15:05.000 --> 00:15:09.000]   like you might find in New Jersey or Pennsylvania.
[00:15:09.000 --> 00:15:17.000]   So already I'm eliminating a lot of due diligence headaches just by focusing on these fast-growing states.
[00:15:17.000 --> 00:15:23.000]   - And it's my impression that you're focusing on lower dollar amount properties.
[00:15:23.000 --> 00:15:28.000]   You're selling something for $5,000, $10,000, $15,000.
[00:15:28.000 --> 00:15:32.000]   You're not trying to put together $1.5 million deals. Is that accurate?
[00:15:32.000 --> 00:15:40.000]   - That is accurate, and the reason being is, let's say, for example, you've got a ranch worth $1.5 million, right?
[00:15:40.000 --> 00:15:46.000]   The odds of you going to selling that to me directly and being distressed are really low, right?
[00:15:46.000 --> 00:15:49.000]   You'll go to a local realtor, right?
[00:15:49.000 --> 00:15:55.000]   So for me, I want to go where I have the lowest hanging fruit.
[00:15:55.000 --> 00:16:01.000]   This asset has now become a liability for them, and they just want to get rid of it.
[00:16:01.000 --> 00:16:12.000]   - Are the buyers that you're flipping to, would you say that these purchases, obviously the neighbors, their incentive is evident,
[00:16:12.000 --> 00:16:16.000]   but beyond that, are the purchases impulsive?
[00:16:16.000 --> 00:16:26.000]   - I don't know. I'd say that we go to people that already tell themselves that raw land is a valuable asset.
[00:16:26.000 --> 00:16:31.000]   So Ted Turner has this great quote, "Buy raw land. It's the only thing that lasts."
[00:16:31.000 --> 00:16:36.000]   And when you think about it, it is the only thing that lasts, right?
[00:16:36.000 --> 00:16:40.000]   It lasts longer than Styrofoam, and Styrofoam lasts for a long time, right?
[00:16:40.000 --> 00:16:48.000]   So if you grew up hearing, "Own raw land," or maybe your uncle made millions of dollars one day buying in the path of growth,
[00:16:48.000 --> 00:16:51.000]   it looked like just vacant land.
[00:16:51.000 --> 00:16:56.000]   They bought it before the development came, and they made millions of dollars.
[00:16:56.000 --> 00:17:04.000]   There's this huge prepper movement out there, millions of people hoping for the best, preparing for the worst.
[00:17:04.000 --> 00:17:07.000]   They need a place to bug out to and get out of the city.
[00:17:07.000 --> 00:17:10.000]   You have people that want to use property for recreationally.
[00:17:10.000 --> 00:17:15.000]   There's people that don't like other people, and they just want to be in the middle of nowhere, right?
[00:17:15.000 --> 00:17:25.000]   So after I've done this over 5,200 times since 2001, I've discovered that there is a pig for every barn.
[00:17:25.000 --> 00:17:28.000]   I've never been stuck with a raw piece of land.
[00:17:28.000 --> 00:17:32.000]   - What's the longest you've held one of your land investments?
[00:17:32.000 --> 00:17:48.000]   - I typically sell on an average of 30 days or less, but the longest I've probably ever had to hold a piece of property that was really hard to sell, gosh, I want to say between 90 and 120 days.
[00:17:48.000 --> 00:17:58.000]   - So in that context, I would--and this is not an insult, so don't take it that way.
[00:17:58.000 --> 00:18:02.000]   I would not characterize what you're doing as investing.
[00:18:02.000 --> 00:18:11.000]   I would characterize it either as flipping or as brokering or as just running a business of being a real estate broker.
[00:18:11.000 --> 00:18:14.000]   Would you agree with that assessment?
[00:18:14.000 --> 00:18:24.000]   - Well, not at all in the sense that I'm not a broker, right, because I'm buying the property for myself, right?
[00:18:24.000 --> 00:18:26.000]   So it's in my company name.
[00:18:26.000 --> 00:18:28.000]   So I'm not the middleman.
[00:18:28.000 --> 00:18:31.000]   I think what you're alluding to is the fact that I don't hold it very long.
[00:18:31.000 --> 00:18:32.000]   - Correct.
[00:18:32.000 --> 00:18:37.000]   - But that's actually a misnomer because I actually do hold it very long.
[00:18:37.000 --> 00:18:44.000]   So let's say, for example, that I buy that five-acre parcel in Colorado for $1,000 and I sell it to you for $10,000.
[00:18:44.000 --> 00:18:50.000]   Well, I might hold that property for five years in my name before you pay off that note, right?
[00:18:50.000 --> 00:18:59.000]   Well, let's say, Joshua, that you hit hard times and you decide, hey, that $249 a month is too high, right, and you let it go.
[00:18:59.000 --> 00:19:02.000]   Well, now I've got my money out from day one.
[00:19:02.000 --> 00:19:09.000]   I've been profitable for, you know, let's say three years of getting $249 a month, and then you let it go.
[00:19:09.000 --> 00:19:18.000]   Well, now I've owned it for three years, and then I sell it again for $1,000 down, $249 a month, and for another five years.
[00:19:18.000 --> 00:19:22.000]   And I can keep going like that with these assets, right?
[00:19:22.000 --> 00:19:29.000]   So technically speaking, I do own them longer than just the 30 days.
[00:19:29.000 --> 00:19:32.000]   It's just that I'm making it cash flow very quickly.
[00:19:32.000 --> 00:19:40.000]   - The reason I'm pointing it out and when I use the term "broker," I'm using it in a broader sense, not the specific real estate licensed concept.
[00:19:40.000 --> 00:19:54.000]   I'm using it in the sense of a merchant who finds an asset in one place, buys it at a low price, and turns and finds a buyer in another place who values it more and is willing to pay a higher price, thinking of them as brokering the sale.
[00:19:54.000 --> 00:20:03.000]   The reason I use that is because when a lot of people – investing in land has some distinct disadvantages as well.
[00:20:03.000 --> 00:20:08.000]   Probably the most prominent – well, instead of my listing them, why don't you start?
[00:20:08.000 --> 00:20:10.000]   What are the disadvantages of investing in land?
[00:20:10.000 --> 00:20:24.000]   - Well, the traditional disadvantage of investing in land is that you don't get depreciation, and you are going to have it – if you're holding it, right, then you're going to be paying the property taxes on it every single year.
[00:20:24.000 --> 00:20:32.000]   So you've got an asset now that is not cash flowing, and you can't take the depreciation on it because it lasts forever.
[00:20:32.000 --> 00:20:38.000]   So in that sense, it's an illiquid asset that can kill your cash flow.
[00:20:38.000 --> 00:20:53.000]   So if we go back to, let's say, a speculative play of buying in the path of growth, and I just hold it for 15 years, I would consider that a speculative play because I don't know if it's going to ever hit the path of growth or ever sell it to a developer.
[00:20:53.000 --> 00:21:06.000]   So your traditional land selling model is a hockey stick, right, where the hockey stick is flat, and then all of a sudden, development comes, and then boom, right, you cash out, and you make a tremendous return on investment.
[00:21:06.000 --> 00:21:22.000]   I prefer my model. I prefer the Warren Buffett or Ted Turner model where a billionaire will buy up hundreds of millions of acres of productive land, and they'll make 8% on that land in like a bond, if you will, right?
[00:21:22.000 --> 00:21:28.000]   I also prefer my method of making it cash flow as fast as possible.
[00:21:28.000 --> 00:21:45.000]   And with this asset that you buy at $0.23, it's a one-time sale, and you get this recurring income every single month without having to deal with the traditional headaches of a rental property like a house or a multifamily.
[00:21:45.000 --> 00:21:58.000]   So in that sense, I would say that traditional land investing is extremely risky and not for most people, right?
[00:21:58.000 --> 00:22:14.000]   I'd say that my model of doing it is really a phenomenal way to create a side hustle and hopefully your passive income exceeds your fixed expenses, and you can work when you want, with whom you want, where you want.
[00:22:14.000 --> 00:22:23.000]   >>Right, exactly. And I think that's why I'm pointing out the difference between what you're describing and I guess what we'll term the traditional model.
[00:22:23.000 --> 00:22:30.000]   Major disadvantage with land is there's generally no income from it, and there are continuing expenses.
[00:22:30.000 --> 00:22:45.000]   So you purchase it, you have a basis, a set cost, then you have ongoing expenses of taxation or upkeep if it needs some sort of upkeep, and then your only ability to profit in the context of just land is on the sale.
[00:22:45.000 --> 00:23:01.000]   So you're either waiting on external market conditions, which are maybe regional, maybe you're buying on the outskirts of a city that's expanding, maybe this region of the country is becoming more popular for whatever reason, thus there's higher demand.
[00:23:01.000 --> 00:23:08.000]   Or as you said, you bought in the path of growth, there's a new highway coming through, new school was built, etc. This is becoming a desirable community.
[00:23:08.000 --> 00:23:14.000]   And you basically have to wait and then time your sale to try to line up with those external market conditions.
[00:23:14.000 --> 00:23:24.000]   So I don't like that personally. It doesn't fit my personality because it subjects me to market conditions that I can't control.
[00:23:24.000 --> 00:23:29.000]   Ted Whittemore Right. That's what I would definitely define that as speculating.
[00:23:29.000 --> 00:23:42.000]   And I don't like to be in places and things. I like to have as much control as I can just in terms of personality wise. I can't control the macro economy. I can't control a region. I can't control whether the local politicians raise taxes, lower taxes.
[00:23:42.000 --> 00:23:49.000]   I can't control if the big corporation that the mayor is trying to court comes to town or doesn't come to town, etc. I can't control those things.
[00:23:49.000 --> 00:23:56.000]   And so thus betting on the land and speculating on the land could work out really well or it could not.
[00:23:56.000 --> 00:24:05.000]   Now what I hear you doing is your income is coming from two functions and both of those are more business functions.
[00:24:05.000 --> 00:24:10.000]   One is the financing piece which I want to describe in just a moment because I think that's really valuable.
[00:24:10.000 --> 00:24:24.000]   And the second function is the marketing piece where you're marketing this product on a broader basis and you're taking something that's an underutilized, under-marketed asset and marketing it to a better place.
[00:24:24.000 --> 00:24:31.000]   And that's more – that's almost more of a land business where you're using the underlying asset.
[00:24:31.000 --> 00:24:41.000]   But for you, the actual value of the asset is not so important as the efficient marketing of it.
[00:24:41.000 --> 00:24:57.000]   Example would be this. The used car business is exactly the same way that you have a commodity of a car and the way that a used car dealer makes money on their transaction is number one in marketing the asset.
[00:24:57.000 --> 00:25:01.000]   They find the product. They find the car that's for sale.
[00:25:01.000 --> 00:25:06.000]   They buy it at an inexpensive price from somebody who doesn't want to do the work of marketing it themselves.
[00:25:06.000 --> 00:25:11.000]   It's a lot of work to sell a car and for a lot of people, it's just not worth it. That's why so many of us trade cars in.
[00:25:11.000 --> 00:25:19.000]   It's not that you can't make more on doing it all yourself. It's that you don't want to do it and you trade it into the dealer because that's the easy choice.
[00:25:19.000 --> 00:25:29.000]   So the dealer has a supply of cars, the fundamental commodity at a low price and then they sell it and they hopefully will sell it at a higher price and make a profit.
[00:25:29.000 --> 00:25:42.000]   And then they also – their other profit margin comes from the financing of it, from underwriting that financing and receiving the commission from – usually, the car dealers don't finance themselves as you do.
[00:25:42.000 --> 00:25:46.000]   But they receive their commission on the underlying – from the financing company.
[00:25:46.000 --> 00:25:52.000]   Of course, the other context there is they have a service department which doesn't apply to land.
[00:25:52.000 --> 00:26:03.000]   So you're fulfilling kind of more of a business function and land is the underlying commodity that allows you to do and earn from your business of brokering the property and financing the property.
[00:26:03.000 --> 00:26:06.000]   Yeah, I think that's exactly what we're doing.
[00:26:06.000 --> 00:26:07.000]   I love it.
[00:26:07.000 --> 00:26:08.000]   Exactly.
[00:26:08.000 --> 00:26:18.000]   And by the way, I like to classify it and explain the business model because some of my listeners may be able to do it with land and get on your website and buy your courses and all of that.
