
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:02:52.680 --> 00:02:54.260]   And if I rebalance constantly,
[00:02:54.260 --> 00:02:55.980]   I'm buying into the pain.
[00:02:55.980 --> 00:02:59.560]   And that makes sense kind of, I guess, from theory.
[00:02:59.560 --> 00:03:00.680]   But let's dig into numbers first.
[00:03:00.680 --> 00:03:02.360]   John, throw up the first chart.
[00:03:02.360 --> 00:03:03.720]   This is from State Street.
[00:03:03.720 --> 00:03:04.800]   These are the current sectors
[00:03:04.800 --> 00:03:07.580]   for the S&P 500 or the SPI ETF.
[00:03:07.580 --> 00:03:09.880]   So if you did an equal weight strategy of the 11,
[00:03:09.880 --> 00:03:11.160]   you could see that you're obviously going
[00:03:11.160 --> 00:03:13.760]   to be underweight technology, financials, healthcare.
[00:03:13.760 --> 00:03:15.080]   You're gonna be overweight materials,
[00:03:15.080 --> 00:03:17.020]   utilities, real estate, and energy,
[00:03:17.020 --> 00:03:18.120]   maybe a little consumer staples,
[00:03:18.120 --> 00:03:20.400]   and then industrials, communication services,
[00:03:20.400 --> 00:03:23.640]   and consumer discretionary are essentially a push.
[00:03:23.640 --> 00:03:26.040]   Obviously the sector weightings do change over time,
[00:03:26.040 --> 00:03:27.520]   but you'd be adding some real tracking error
[00:03:27.520 --> 00:03:28.960]   to the S&P by doing this.
[00:03:28.960 --> 00:03:31.800]   So the asset allocation quilt
[00:03:31.800 --> 00:03:33.000]   is pretty fresh in my mind still.
[00:03:33.000 --> 00:03:34.720]   John, do a chart off.
[00:03:34.720 --> 00:03:35.800]   But let's look at the performance numbers
[00:03:35.800 --> 00:03:37.440]   of the various sectors.
[00:03:37.440 --> 00:03:39.440]   And I did these going back to 2008.
[00:03:39.440 --> 00:03:40.560]   And I did this for a reason
[00:03:40.560 --> 00:03:42.720]   'cause I wanted to include a wide range of markets.
[00:03:42.720 --> 00:03:44.220]   So 2008 was a huge crash.
[00:03:44.220 --> 00:03:46.400]   2010s, pretty big bull market.
[00:03:46.400 --> 00:03:49.800]   2020s has been up, but it's been very volatile.
[00:03:49.800 --> 00:03:51.820]   Now here's what I did here, and I wanna highlight this.
[00:03:51.820 --> 00:03:54.740]   So I highlighted the S&P 500, and then the EW is equal weight.
[00:03:54.740 --> 00:03:56.600]   So I did an equal weight of the index,
[00:03:56.600 --> 00:03:58.200]   which is essentially just re-weighting each year.
[00:03:58.200 --> 00:03:59.780]   So it'd be like a rebalance.
[00:03:59.780 --> 00:04:00.700]   And you can see the equal weight
[00:04:00.700 --> 00:04:02.140]   is actually pretty close to the S&P.
[00:04:02.140 --> 00:04:04.300]   They're both kind of towards the middle.
[00:04:04.300 --> 00:04:06.700]   So not too bad.
[00:04:06.700 --> 00:04:07.860]   John, you can do a chart off real quick,
[00:04:07.860 --> 00:04:09.120]   and I'll ask you again for a minute.
[00:04:09.120 --> 00:04:11.440]   My one problem with this asset allocation quilt
[00:04:11.440 --> 00:04:13.760]   is that they've added two sectors in the last few years.
[00:04:13.760 --> 00:04:16.140]   They added real estate and communication services,
[00:04:16.140 --> 00:04:18.380]   and it makes it not look as good anymore.
[00:04:18.380 --> 00:04:19.940]   So it's not a perfect quilt.
[00:04:19.940 --> 00:04:21.300]   - You should ride them.
[00:04:21.300 --> 00:04:22.140]   - So if you eyeball it,
[00:04:22.140 --> 00:04:23.340]   John, throw it back up a little bit,
[00:04:23.340 --> 00:04:24.980]   you can see the equal weight is pretty close.
[00:04:24.980 --> 00:04:27.400]   So it looks like the S&P has outperformed in,
[00:04:27.400 --> 00:04:29.300]   this is 2008 to 2023.
[00:04:29.300 --> 00:04:30.840]   The S&P has outperformed an equal weight
[00:04:30.840 --> 00:04:34.420]   of all the sectors in nine out of 16 years.
[00:04:34.420 --> 00:04:35.840]   I still remember how to do math from school.
[00:04:35.840 --> 00:04:37.340]   So that means seven out of 16 years,
[00:04:37.340 --> 00:04:38.300]   the equal weight is outperformed.
[00:04:38.300 --> 00:04:40.300]   So not bad, it's actually pretty close.
[00:04:40.300 --> 00:04:43.340]   If you go all the way from 2008 to 2023,
[00:04:43.340 --> 00:04:44.940]   John, I can do a chart off now.
[00:04:44.940 --> 00:04:47.420]   We're talking 9.8% per year for the S&P,
[00:04:47.420 --> 00:04:48.260]   which is pretty good.
[00:04:48.260 --> 00:04:52.820]   Include 2008, you know, a 37% loss in the S&P.
[00:04:52.820 --> 00:04:54.180]   We're still up close to 10% per year.
[00:04:54.180 --> 00:04:56.140]   The equal weight strategy was up 9.2%.
[00:04:56.140 --> 00:04:57.460]   So it underperformed.
[00:04:57.460 --> 00:05:01.060]   It did have a 10% less volatility, so not too bad.
[00:05:01.060 --> 00:05:01.880]   Now, this is interesting.
[00:05:01.880 --> 00:05:04.460]   From 2008 to 2023, there's three sectors
[00:05:04.460 --> 00:05:05.460]   that outperformed the S&P.
[00:05:05.460 --> 00:05:08.340]   Duncan, you gotta be able to guess at least one of them.
[00:05:08.340 --> 00:05:09.520]   - The outperformed?
[00:05:09.520 --> 00:05:11.140]   - Yeah, sectors that outperformed.
[00:05:11.140 --> 00:05:13.520]   Tech was one, healthcare, and consumer discretionary.
[00:05:13.520 --> 00:05:17.180]   So obviously, underweighting technology was a big pain,
[00:05:17.180 --> 00:05:18.740]   and you overweighted energy,
[00:05:18.740 --> 00:05:20.700]   which was up 3.5% per year.
[00:05:20.700 --> 00:05:23.440]   - So how would you say TQQQ would have done
[00:05:23.440 --> 00:05:24.380]   during this period?
[00:05:24.380 --> 00:05:26.860]   - Probably not so bad.
[00:05:26.860 --> 00:05:28.400]   Yeah, it depends when you bought it.
[00:05:28.400 --> 00:05:29.940]   It did bad after you bought it.
[00:05:29.940 --> 00:05:32.980]   So my biggest problem with this strategy,
[00:05:32.980 --> 00:05:34.900]   so it underperformed, but my biggest problem
[00:05:34.900 --> 00:05:36.660]   with this strategy is it's just needlessly complex.
[00:05:36.660 --> 00:05:39.220]   I prefer simplicity in all things investing.
[00:05:39.220 --> 00:05:42.900]   So owning an S&P 500 index fund is simple.
[00:05:42.900 --> 00:05:45.440]   They do the rebalancing for you when new companies come in.
[00:05:45.440 --> 00:05:47.100]   You don't have to worry about holding 11 funds.
[00:05:47.100 --> 00:05:48.400]   You don't have to worry about adding a fund
[00:05:48.400 --> 00:05:49.980]   if they add another sector for some reason,
[00:05:49.980 --> 00:05:51.680]   and maybe they will at some point.
[00:05:51.680 --> 00:05:54.640]   Even if the Equal Weight Strategy outperformed
[00:05:54.640 --> 00:05:58.040]   in a back test, I'm not sure it would be worth the hassle.
[00:05:58.040 --> 00:05:59.900]   And if you wanted to break free from market cap weighting
[00:05:59.900 --> 00:06:02.540]   for whatever reason, there's already a way to do that
[00:06:02.540 --> 00:06:06.220]   in the Equal Weight S&P 500, ticker RSP.
[00:06:06.220 --> 00:06:07.540]   There's an ETF for that.
[00:06:07.540 --> 00:06:08.880]   So I actually calculated the returns
[00:06:08.880 --> 00:06:11.460]   for our Equal Weight Strategy that Sam asked for,
[00:06:11.460 --> 00:06:14.860]   the S&P 500, and then the Equal Weight S&P 500,
[00:06:14.860 --> 00:06:17.460]   which equal weights by stock, not by sector.
[00:06:17.460 --> 00:06:19.300]   So John, fill this next chart up.
[00:06:19.300 --> 00:06:20.420]   So this is the three various,
[00:06:20.420 --> 00:06:21.620]   and I did it over various periods.
[00:06:21.620 --> 00:06:24.740]   I did the 2008 to 2023, I did the 2010s,
[00:06:24.740 --> 00:06:28.080]   and I did the 2020 to 2023 timeframe.
[00:06:28.080 --> 00:06:29.940]   And the S&P 500 actually outperformed
[00:06:29.940 --> 00:06:31.860]   over all three timeframes.
[00:06:31.860 --> 00:06:32.700]   It was really hard to beat
[00:06:32.700 --> 00:06:34.940]   because market cap weighting did so well.
[00:06:34.940 --> 00:06:37.500]   The Equal Weighted Sector Strategy
[00:06:37.500 --> 00:06:41.380]   actually outperformed in the 2020s,
[00:06:41.380 --> 00:06:44.180]   but not the Equal Weight S&P outperformed in the 2010s.
[00:06:45.180 --> 00:06:49.940]   So, I don't know, it kind of, I just,
[00:06:49.940 --> 00:06:51.940]   there's going to be a time where the S&P 500
[00:06:51.940 --> 00:06:53.260]   underperforms in Equal Weight Strategy
[00:06:53.260 --> 00:06:55.780]   because value or high quality or some other sector
[00:06:55.780 --> 00:06:58.140]   or some other strategy does well.
[00:06:58.140 --> 00:06:59.700]   But I think there's way easier ways
[00:06:59.700 --> 00:07:02.220]   to break the market cap structure
[00:07:02.220 --> 00:07:03.620]   than trying to equate all the sectors
[00:07:03.620 --> 00:07:07.260]   and making your investing strategy needlessly complex.
[00:07:07.260 --> 00:07:10.720]   Invest in small caps or value or high quality
[00:07:10.720 --> 00:07:13.300]   or dividend stocks or some other non-market cap
[00:07:13.300 --> 00:07:14.980]   related to factor strategy.
[00:07:14.980 --> 00:07:17.180]   And when the S&P underperforms or tech underperforms,
[00:07:17.180 --> 00:07:18.380]   it's going to do better.
[00:07:18.380 --> 00:07:19.400]   You don't have to go back that far.
[00:07:19.400 --> 00:07:20.540]   So, John, for the last chart up,
[00:07:20.540 --> 00:07:25.540]   this is the early 2000s bull market before the 2008 crash.
[00:07:25.540 --> 00:07:28.060]   Equal Weight outperformed the S&P by quite a bit.
[00:07:28.060 --> 00:07:33.060]   It was up 97% from when this strategy started in 2003
[00:07:33.060 --> 00:07:36.200]   through the end of 2007 versus the 74% gain for the S&P.
[00:07:36.200 --> 00:07:38.400]   So, the Equal Weight Strategy
[00:07:38.400 --> 00:07:39.340]   will outperform at some point.
[00:07:39.340 --> 00:07:42.300]   I just think the proliferation of ETFs
[00:07:42.300 --> 00:07:44.100]   makes it easier than ever to gain exposure
[00:07:44.100 --> 00:07:44.940]   to different types of stocks.
[00:07:44.940 --> 00:07:46.660]   So, I don't think you would want to
[00:07:46.660 --> 00:07:48.820]   necessarily try to outdo the S&P 500,
[00:07:48.820 --> 00:07:51.700]   which is pretty darn tough to beat as it is.
[00:07:51.700 --> 00:07:52.820]   So, I just wouldn't get too cute
[00:07:52.820 --> 00:07:54.260]   with these portfolio strategies
[00:07:54.260 --> 00:07:56.560]   and don't make it more complicated than it has to be.
[00:07:56.560 --> 00:07:57.900]   If you want to break the market cap,
[00:07:57.900 --> 00:07:59.860]   do it a simpler way with another ETF,
[00:07:59.860 --> 00:08:01.840]   not trying to do it yourself.
[00:08:01.840 --> 00:08:03.180]   - I feel like a lot of these things, though,
[00:08:03.180 --> 00:08:06.780]   to come down to people that just enjoy doing this stuff.
[00:08:06.780 --> 00:08:09.100]   So, the question of like, is the juice worth the squeeze?
[00:08:09.100 --> 00:08:12.060]   Maybe not, but like, if you're just really into the market
[00:08:12.060 --> 00:08:15.940]   and you enjoy micromanaging every aspect of your portfolio,
[00:08:15.940 --> 00:08:17.820]   then, you know, okay, that's you do you.
[00:08:17.820 --> 00:08:19.860]   But like, yeah, you might not outperform
[00:08:19.860 --> 00:08:22.140]   or it might be not enough to really--
[00:08:22.140 --> 00:08:24.980]   - Well, at the very least, find a back test that looks good.
[00:08:24.980 --> 00:08:28.000]   Most back tests don't look as good in forward tests,
[00:08:28.000 --> 00:08:29.900]   but at least find a back test that outperforms
[00:08:29.900 --> 00:08:31.820]   so you can lie to yourself about the fact
[00:08:31.820 --> 00:08:33.100]   that you think it'll outperform in the future.
[00:08:33.100 --> 00:08:35.460]   It probably won't, but you can tell yourself it will.
[00:08:35.460 --> 00:08:37.780]   - It's true, yeah.
[00:08:37.780 --> 00:08:39.020]   - All right, next question.
[00:08:39.020 --> 00:08:41.060]   - Okay, and that question was from Sam, by the way.
[00:08:41.060 --> 00:08:44.900]   So, up next, we have, let's see, who's this one from?
[00:08:44.900 --> 00:08:47.020]   This one's from TJ.
[00:08:47.020 --> 00:08:49.000]   I'm thinking about investing in Bitcoin,
[00:08:49.000 --> 00:08:51.660]   but the more I research it, the more speculative it sounds.
[00:08:51.660 --> 00:08:55.260]   Worse, most of the Bitcoin proponents are very evasive
[00:08:55.260 --> 00:08:58.180]   when asked about Bitcoin, what Bitcoin does
[00:08:58.180 --> 00:08:59.540]   and what the future holds.
[00:08:59.540 --> 00:09:01.420]   People say Bitcoin is a store of value,
[00:09:01.420 --> 00:09:03.220]   but where does the value come from
[00:09:03.220 --> 00:09:06.100]   since the supply is limited and it doesn't produce anything?
[00:09:06.100 --> 00:09:07.620]   The only value seems to be,
[00:09:07.620 --> 00:09:08.820]   and they're using a lot of quotes here
[00:09:08.820 --> 00:09:10.420]   for people just listening,
[00:09:10.420 --> 00:09:13.780]   the only value seems to be the expanding size of money
[00:09:13.780 --> 00:09:15.740]   that more and more people are pulling.
[00:09:15.740 --> 00:09:18.020]   Isn't this the same as two-up mania,
[00:09:18.020 --> 00:09:20.380]   or is the electricity cost of mining Bitcoin
[00:09:20.380 --> 00:09:24.460]   every time people transact calculated and added as value?
[00:09:24.460 --> 00:09:27.560]   And maybe just explain the two-up mania reference
[00:09:27.560 --> 00:09:28.660]   they make there.
[00:09:28.660 --> 00:09:30.180]   - First of all, my six-year-old daughter
[00:09:30.180 --> 00:09:32.580]   just kind of learned that if you put something in quotes,
[00:09:32.580 --> 00:09:33.780]   it means you're being sarcastic,
[00:09:33.780 --> 00:09:35.900]   so she does it all the time to me now.
[00:09:35.900 --> 00:09:38.040]   She's like the little class clown of the group,
[00:09:38.040 --> 00:09:40.300]   and she goes around all the time,
[00:09:40.300 --> 00:09:41.580]   oh, it was an accident,
[00:09:41.580 --> 00:09:43.500]   and she puts quotes on everything.
[00:09:43.500 --> 00:09:44.700]   I don't think she quite gets it all, but.
[00:09:44.700 --> 00:09:46.340]   - Good for her, I like that.
[00:09:46.340 --> 00:09:47.900]   - Okay, the two-up mania thing was,
[00:09:47.900 --> 00:09:50.240]   and a lot of people compared Bitcoin to this,
[00:09:50.240 --> 00:09:53.060]   it's just these tulip bulbs in the 1700s
[00:09:53.060 --> 00:09:55.340]   in the Netherlands went crazy for some reason,
[00:09:55.340 --> 00:09:57.900]   the prices went up and it got to this fever pitch.
[00:09:57.900 --> 00:09:59.300]   People tried to debunk that one later,
[00:09:59.300 --> 00:10:00.820]   saying it wasn't really as bad as they thought
[00:10:00.820 --> 00:10:03.160]   'cause it was in a few of the early bubble books,
[00:10:03.160 --> 00:10:05.300]   but it was essentially just like, listen,
[00:10:05.300 --> 00:10:07.260]   human psychology and the herd mentality
[00:10:07.260 --> 00:10:09.340]   caused this thing that has no intrinsic value
[00:10:09.340 --> 00:10:11.700]   to go up a lot, and people compared crypto to it
[00:10:11.700 --> 00:10:13.740]   because there's nothing really backing it.
[00:10:13.740 --> 00:10:16.260]   I have a love-hate relationship with Bitcoin and crypto.
[00:10:16.260 --> 00:10:17.980]   I'll admit, I didn't really pay much attention to it
[00:10:17.980 --> 00:10:20.780]   'til 2016, 2017, and it really started
[00:10:20.780 --> 00:10:22.100]   when everyone else did, kind of.
[00:10:22.100 --> 00:10:22.940]   I just didn't get it.
[00:10:22.940 --> 00:10:23.760]   All these people were talking about
[00:10:23.760 --> 00:10:25.360]   how it was gonna change the world,
[00:10:25.360 --> 00:10:26.620]   but the concept didn't make sense to me.
[00:10:26.620 --> 00:10:28.360]   I read the white paper.
[00:10:28.360 --> 00:10:29.200]   That didn't help.
[00:10:29.200 --> 00:10:31.280]   It was frustrating 'cause to me there was no there there.
[00:10:31.280 --> 00:10:32.860]   Like, why do we need this?
[00:10:32.860 --> 00:10:33.720]   What's the point?
[00:10:33.720 --> 00:10:36.920]   And so I just bought some
[00:10:36.920 --> 00:10:38.780]   because I was sick of hearing people talk about how great
[00:10:38.780 --> 00:10:40.620]   it was gonna be, and I think I bought it at like,
[00:10:40.620 --> 00:10:42.220]   I don't know, $3,000 or $4,000.
[00:10:42.220 --> 00:10:44.020]   I wish I could say that it's the best trade I've ever made,
[00:10:44.020 --> 00:10:45.300]   but I didn't put nearly enough money in
[00:10:45.300 --> 00:10:46.440]   for it to matter that much.
[00:10:46.440 --> 00:10:48.740]   I put some more money in since then,
[00:10:48.740 --> 00:10:51.860]   and my whole thesis has been I'm gonna buy
[00:10:51.860 --> 00:10:53.620]   and hold it forever and just leave it alone,
[00:10:53.620 --> 00:10:56.880]   or until it hits 150K, then I'll sell, maybe.
[00:10:56.880 --> 00:10:58.860]   But part of the reason I bought it was curiosity,
[00:10:58.860 --> 00:11:01.380]   and part of it was FOMO, and part of it was that
[00:11:01.380 --> 00:11:04.180]   all these evangelists for it just were,
[00:11:04.180 --> 00:11:06.420]   I just didn't want them to get rich and not me.
[00:11:06.420 --> 00:11:08.580]   It's the only FOMO trade I've ever really made,
[00:11:08.580 --> 00:11:11.420]   and the strange thing is, all of these evangelists
[00:11:11.420 --> 00:11:13.980]   that started out in 2017 and before then,
[00:11:13.980 --> 00:11:16.100]   they were wrong about what they were predicting.
[00:11:16.100 --> 00:11:17.940]   They were saying, the only thing they were right about
[00:11:17.940 --> 00:11:20.780]   is the price would go up, but they were saying,
[00:11:20.780 --> 00:11:25.540]   listen, the Fed, this is a continuation of the 2008 crisis,
[00:11:25.540 --> 00:11:27.420]   and we're gonna take down the Fed and the financial system,
[00:11:27.420 --> 00:11:29.980]   and Bitcoin's gonna take it over, and the dollar is done,
[00:11:29.980 --> 00:11:33.060]   and the government's gonna cause hyperinflation,
[00:11:33.060 --> 00:11:34.940]   and then it was more like, I'm bullish on blockchain,
[00:11:34.940 --> 00:11:35.820]   not Bitcoin, right?
[00:11:35.820 --> 00:11:37.920]   We're gonna tokenize the world, tokenize everything,
[00:11:37.920 --> 00:11:38.760]   everything's gonna be a token.
[00:11:38.760 --> 00:11:39.580]   - That was the phrase.
[00:11:39.580 --> 00:11:40.900]   That's what you said if you wanted to sound smart.
[00:11:40.900 --> 00:11:42.620]   - Yeah, you tokenize, we're gonna tokenize your house,
[00:11:42.620 --> 00:11:44.900]   we're gonna tokenize your shoes and your car,
[00:11:44.900 --> 00:11:46.260]   and then it was decentralization,
[00:11:46.260 --> 00:11:47.740]   and then it turned into a macro hedge,
[00:11:47.740 --> 00:11:49.540]   and it's gonna hedge against hyperinflation
[00:11:49.540 --> 00:11:52.660]   and inflation in the Fed, and then it's,
[00:11:52.660 --> 00:11:54.100]   crypto's gonna take over the financial system,
[00:11:54.100 --> 00:11:55.660]   all the trading and settlement and banking,
[00:11:55.660 --> 00:11:58.620]   and now Bitcoin is part of the financial system as an ETF.
[00:11:58.620 --> 00:12:02.220]   So we went from decentralization back to centralization,
[00:12:02.220 --> 00:12:04.140]   which kind of was necessary the whole time
[00:12:04.140 --> 00:12:05.260]   if it really wanted to get big enough.
[00:12:05.260 --> 00:12:07.460]   You can't do this without the finance system.
[00:12:07.460 --> 00:12:09.340]   Now it's more seen as this store of value,
[00:12:09.340 --> 00:12:10.240]   which TJ is asking about,
[00:12:10.240 --> 00:12:13.700]   something akin to millennial or Gen Z gold, right?
[00:12:13.700 --> 00:12:16.140]   And I think this is probably actually the best narrative
[00:12:16.140 --> 00:12:17.220]   and the one that makes the most sense to me.
[00:12:17.220 --> 00:12:19.220]   Honestly, I think the fact that the narratives
[00:12:19.220 --> 00:12:22.580]   have shifted over time and this asset class won't die
[00:12:22.580 --> 00:12:25.820]   is probably one of the biggest and best parts of it.
[00:12:25.820 --> 00:12:27.900]   Like, I think that's actually a good thing
[00:12:27.900 --> 00:12:30.200]   that it's continued to survive all this stuff.
[00:12:30.200 --> 00:12:33.500]   So the way to think about the store of value,
[00:12:33.500 --> 00:12:35.460]   gold is a store, gold has nothing backing it,
[00:12:35.460 --> 00:12:37.460]   it's just a shiny little rock.
[00:12:37.460 --> 00:12:40.780]   But the quote I've always heard is that
[00:12:40.780 --> 00:12:42.500]   back when Jesus roamed the earth,
[00:12:42.500 --> 00:12:43.580]   you could, for an ounce of gold,
[00:12:43.580 --> 00:12:45.420]   you could buy a fine men's suit.
[00:12:45.420 --> 00:12:46.240]   And you can do the same thing today.
[00:12:46.240 --> 00:12:47.860]   - What did a men's suit look like back then?
[00:12:47.860 --> 00:12:50.660]   - It had to be a robe with like a rope tied around it, right?
[00:12:50.660 --> 00:12:53.660]   That was a pair of Tevas I think they wore.
[00:12:53.660 --> 00:12:56.100]   And I think it's the same thing with Bitcoin.
[00:12:56.100 --> 00:12:58.660]   Bitcoin is the digital version of that.
[00:12:58.660 --> 00:13:00.520]   And the best explanation I heard
[00:13:00.520 --> 00:13:02.760]   when I still didn't quite understand it,
[00:13:02.760 --> 00:13:04.980]   first of all, Bitcoin or crypto is an incentive system,
[00:13:04.980 --> 00:13:06.400]   right, it's incentivizing these people
[00:13:06.400 --> 00:13:09.860]   to go on their computers and put these formulas in
[00:13:09.860 --> 00:13:13.020]   to get paid to keep the system running.
[00:13:13.020 --> 00:13:16.720]   But if I handed you, Duncan, a $20 bill,
[00:13:16.720 --> 00:13:17.780]   and you took it from me,
[00:13:17.780 --> 00:13:20.100]   there's no financial intermediary involved
[00:13:20.100 --> 00:13:21.100]   in that transaction, right?
[00:13:21.100 --> 00:13:22.840]   I can hand you a $20 bill for some reason,
[00:13:22.840 --> 00:13:23.820]   just 'cause you're a nice guy.
[00:13:23.820 --> 00:13:25.140]   Here, Duncan, take this $20 bill,
[00:13:25.140 --> 00:13:27.180]   go buy another hat for your collection.
[00:13:27.180 --> 00:13:28.300]   Where do you keep 'em all, by the way?
[00:13:28.300 --> 00:13:30.580]   Do you have like a whole closet for your hats?
[00:13:30.580 --> 00:13:32.620]   - I mean, my wife, it drives her crazy.
[00:13:32.620 --> 00:13:33.600]   They're everywhere.
[00:13:33.600 --> 00:13:35.620]   - Okay, that's me with shoes.
[00:13:35.620 --> 00:13:37.460]   But crypto is like the ability
[00:13:37.460 --> 00:13:39.740]   to give someone $20 on the internet
