
[00:00:00.000 --> 00:00:05.200]   With Kroger Brand products from Ralphs, you can make all your favorite things this holiday season.
[00:11:39.300 --> 00:11:41.300]   Would you go out and buy the stock again?
[00:11:41.300 --> 00:11:53.300]   If you wouldn't buy the stock again, then it might be time to consider making a different decision.
[00:11:53.300 --> 00:11:57.300]   Now, obviously, there can be many different factors that could influence that decision.
[00:11:57.300 --> 00:12:02.300]   But at its core, it's as simple as that.
[00:12:02.300 --> 00:12:12.300]   If you wouldn't choose to buy that stock again or make that investment again afresh, if you had to do it over again, then you got to figure out how to get out.
[00:12:12.300 --> 00:12:15.300]   Another example might be something like real estate.
[00:12:15.300 --> 00:12:20.300]   Let's say that you have a piece of real estate. It's worth $100,000.
[00:12:20.300 --> 00:12:26.300]   The question is this. If you had $100,000 sitting in the bank, would you buy that property again?
[00:12:26.300 --> 00:12:36.300]   It's just a way of flipping the decision-making process around to try to demonstrate and illustrate how do I actually feel about this.
[00:12:36.300 --> 00:12:48.300]   Now, this kind of thinking, at least for me, can be both intensely difficult and intensely freeing.
[00:12:48.300 --> 00:12:55.300]   It's intensely difficult because you have to admit that you make mistakes, and that's hard for most of us to do.
[00:12:55.300 --> 00:13:05.300]   But it's also freeing because it allows you to recognize that when you do make mistakes, you can get out of your mistakes.
[00:13:05.300 --> 00:13:14.300]   I think – well, I've heard one statistic I remember years ago when I listened to, again, Brian Tracy, who was the first one that introduced me to this concept.
[00:13:14.300 --> 00:13:24.300]   He cited a statistic years ago from the American Management Association which stated that 70 percent of your decisions will turn out to be wrong in the fullness of time.
[00:13:24.300 --> 00:13:31.300]   Now, I don't know if the 70 percent is true or not. Maybe for me it's 80 percent and for you it's 40 percent.
[00:13:31.300 --> 00:13:43.300]   But certainly most of us find that in the fullness of time, many of our decisions are wrong or at least not the best for us over the long term.
[00:13:43.300 --> 00:14:00.300]   And acknowledging that and specifically acknowledging a mistake, acknowledging that something that we've done is a mistake is very freeing because you're released from the tyranny of having to be right and then defending your decisions all the time.
[00:14:00.300 --> 00:14:09.300]   As soon as you recognize that you've made a mistake and that you wouldn't do something again if you had all of the information which you now have, then you have the opportunity to correct it.
[00:14:09.300 --> 00:14:13.300]   Start thinking about how to get out of it and how fast to get out of it.
[00:14:13.300 --> 00:14:20.300]   The reality is we're all limited with a certain number of things that we can actually do in life.
[00:14:20.300 --> 00:14:26.300]   We all have constraints and we're all choosing among all of our available options.
[00:14:26.300 --> 00:14:37.300]   To continue citing Brian Tracy's work, I'll share with you a short excerpt here, four paragraphs, from the introduction to his book called "Focal Point."
[00:14:37.300 --> 00:14:42.300]   And he lays out the decision matrix that we all have.
[00:14:42.300 --> 00:14:45.300]   Here's the constraint that we all face.
[00:14:45.300 --> 00:14:54.300]   He says this, "Essentially there are only four different things that you can do to improve the quality of your life and work.
[00:14:54.300 --> 00:14:58.300]   Number one, you can do more of certain things.
[00:14:58.300 --> 00:15:04.300]   You can do more of the things that are of greater value to you and bring you greater rewards and satisfaction.
[00:15:04.300 --> 00:15:07.300]   Number two, you can do less of certain things.
[00:15:07.300 --> 00:15:20.300]   You can deliberately decide to reduce or discontinue activities or behaviors that are not as helpful as other activities or behaviors or can actually be hurtful to you in accomplishing the things you want.
[00:15:20.300 --> 00:15:26.300]   Number three, you can start to do things you are not doing at all today.
[00:15:26.300 --> 00:15:34.300]   You can make new choices, learn new skills, begin new projects or activities, or change the entire focus of your work or personal life.
[00:15:34.300 --> 00:15:39.300]   And number four, you can stop doing certain things altogether.
[00:15:39.300 --> 00:15:42.300]   You can stand back and evaluate your life with new eyes.
[00:15:42.300 --> 00:15:50.300]   You can then decide to discontinue activities and behaviors that are no longer consistent with what you want and where you want to go."
[00:15:50.300 --> 00:15:56.300]   All of us invest ourselves into many, many things.
[00:15:56.300 --> 00:16:00.300]   And again, we invest time, we invest money, and we invest emotion.
[00:16:00.300 --> 00:16:09.300]   But we have to step back and look at the things that we're doing consistently and ask ourselves that question.
[00:16:09.300 --> 00:16:16.300]   Knowing what I now know, is there anything which if I had the opportunity to do it over again, I would do differently?
[00:16:16.300 --> 00:16:36.300]   So even if you've spent five years learning how to slalom ski, water skiing, slalom water ski, and you've gone out and you've bought a beautiful ski nautique and you've invested in a fancy new O'Brien ski and you're really into this sport, if you sit back and you realize, "You know what?
[00:16:36.300 --> 00:16:48.300]   I'm kind of done with this," admit it to yourself and don't force yourself to keep doing it just because you've invested time and money and emotion into this sport.
[00:16:48.300 --> 00:16:54.300]   I found this over the past few years when I was involved with various nonprofit boards.
[00:16:54.300 --> 00:16:57.300]   And in the beginning, they were right for me.
[00:16:57.300 --> 00:17:11.300]   And then as time went on, I asked myself the question and I had to admit, "If I were going to do this over again, knowing what I now know, I wouldn't choose to get involved with these specific boards."
[00:17:11.300 --> 00:17:14.300]   And I got out.
[00:17:14.300 --> 00:17:24.300]   The most difficult area to apply this in is usually going to be with people because one question is something like this.
[00:17:24.300 --> 00:17:37.300]   "Knowing what I now know, if I were going to choose to be associated with this person," it could be in a business context or in a personal context, "would I choose to be associated with them or would I choose to be friends with them?"
[00:17:37.300 --> 00:17:44.300]   If not, consider how to get out and how fast.
[00:17:44.300 --> 00:17:51.300]   With regard to finance, the application of this is infinite.
[00:17:51.300 --> 00:17:53.300]   What about expenses?
[00:17:53.300 --> 00:17:55.300]   Look at the stuff around your house.
[00:17:55.300 --> 00:18:04.300]   Sometimes I look in my closet and ask myself, "Knowing what I now know, if I were going to buy this shirt again, would I buy this again?"
[00:18:04.300 --> 00:18:09.300]   Now, interestingly, that's a different question than, "Will I ever wear it again?"
[00:18:09.300 --> 00:18:16.300]   Because most of the time, we would probably wear the shirt again if it's functional or at least we tell ourselves we would.
[00:18:16.300 --> 00:18:24.300]   But, "Would I buy this again?" will help us to smoke out the real answer.
[00:18:24.300 --> 00:18:30.300]   If the answer is no, it might be time to toss it into the giveaway or sell pile.
[00:18:30.300 --> 00:18:31.300]   What about our job?
[00:18:31.300 --> 00:18:36.300]   "Knowing what I now know, if I were going to take this job again, would I do it?"
[00:18:36.300 --> 00:18:44.300]   Or, "Knowing what I now know, if I had the opportunity to do it over again, would I go ahead and start this exact business that I'm currently running?"
[00:18:44.300 --> 00:18:51.300]   If the answer is no, then the next question is, "How do I get out and how fast?"
[00:18:51.300 --> 00:18:57.300]   "Knowing what I now know, would I buy this car again if I had the opportunity to do it over again?"
[00:18:57.300 --> 00:19:05.300]   "Knowing what I now know, would I go ahead and buy this house again if I had the opportunity to do it over again?"
[00:19:05.300 --> 00:19:12.300]   That's one of the questions that I've been thinking about in my own situation and talking with my wife a little bit about over the last few weeks.
[00:19:12.300 --> 00:19:23.300]   The house that we live in, the primary benefit of it, it was that it was extremely close, about four-tenths of a mile from my former financial planning office.
[00:19:23.300 --> 00:19:26.300]   Now, we really love the house. We love the neighborhood.
[00:19:26.300 --> 00:19:36.300]   But the primary motivator of buying this house was to own a house that was very near my job, allowed us to have a better lifestyle.
[00:19:36.300 --> 00:19:45.300]   Now, I've been asking the question, "Knowing what I now know, if I were going to buy this house over again, would I buy this specific house?"
[00:19:45.300 --> 00:19:53.300]   Or even from a financial perspective, I think sometimes about the money that's held in the house with equity.
[00:19:53.300 --> 00:20:02.300]   "Knowing what I now know, would I go ahead and spend this amount of money on the house again or would I do something different with the money?"
[00:20:02.300 --> 00:20:08.300]   If you think about it, let's just ignore the emotions of it being my own personal house.
[00:20:08.300 --> 00:20:12.300]   But let's say that I had a rental house that was worth $100,000.
[00:20:12.300 --> 00:20:21.300]   "Knowing what I now know, if I had $100,000 in cash, would I go out and buy this one rental house again or would I go and do something different?"
[00:20:21.300 --> 00:20:29.300]   "Would I invest in a local subway franchise or would I buy five rental houses and put $20,000 down on each of them?"
[00:20:29.300 --> 00:20:33.300]   Again, the answers can be almost infinite.
[00:20:33.300 --> 00:20:36.300]   But ask yourself the question.
[00:20:36.300 --> 00:20:46.300]   Because just because something is done, just because I have $100,000 of equity sitting in my personal house, if there's something that I would do differently,
[00:20:46.300 --> 00:20:55.300]   again, this is the very challenging question, "If I had $100,000 cash sitting in my bank account, would I go ahead and put it into this house that I live in?"
[00:20:55.300 --> 00:20:58.300]   It's a tough question.
[00:20:58.300 --> 00:21:06.300]   So apply this to the areas of your life and think through that question.
[00:21:06.300 --> 00:21:15.300]   Is there anything in your life that, knowing what you now know, you wouldn't get into again today if you had to do it over?
[00:21:15.300 --> 00:21:20.300]   Don't be scared of the answers.
[00:21:20.300 --> 00:21:34.300]   I find this to be a very searching question because what it does is it exposes a lot of the emotion and sometimes it takes time to come to grips with the answer.
[00:21:34.300 --> 00:21:38.300]   So this was, for example, I'm just sharing my story.
[00:21:38.300 --> 00:21:42.300]   Not that you should copy my story, but since most of you listening are familiar with my story,
[00:21:42.300 --> 00:21:50.300]   this was a major contributor to my decision to close my firm and start Radical Personal Finance.
[00:21:50.300 --> 00:21:58.300]   Because knowing what I now know, if I were going to do this over again and build this business exactly the way that I built it, would I do it over again?
[00:21:58.300 --> 00:22:02.300]   I decided I wouldn't. I would do something else.
[00:22:02.300 --> 00:22:05.300]   You're listening to the something else.
[00:22:05.300 --> 00:22:23.300]   So if the answer to that question is, "If I were going to do this over again, I wouldn't do it over again," then the question is – then the next one is, "Okay. Let me acknowledge that."
[00:22:23.300 --> 00:22:29.300]   Now, how do I get out and how fast?
[00:22:29.300 --> 00:22:44.300]   The major point of the question is simply to expose to yourself the ability to think and to pull to the surface those hidden thoughts and those hidden desires that are often pressed down.
[00:22:44.300 --> 00:22:55.300]   But if the answer to that question is, "Yeah, there's something different I would do," then make sure that you're careful about how you make that transition.
[00:22:55.300 --> 00:23:02.300]   I have a few thoughts to share with you, and we'll close out this show as far as making that transition.
[00:23:02.300 --> 00:23:07.300]   Number one, do your homework. There's no need to rush and do something stupid.
[00:23:07.300 --> 00:23:18.300]   Just because you've identified your thinking and recognized that you might need to make a change, that doesn't tell you what change you need to make.
[00:23:18.300 --> 00:23:28.300]   So do your homework. You should probably follow through over time on the change that you've identified, but there's no need to be hasty about it.
[00:23:28.300 --> 00:23:43.300]   If you wouldn't buy the house that you live in again, then ask yourself what you would do, and then go out and look for what you would do and compare the options and look around and look at the market and try to figure out where you are in the cycle of the market and be strategic.
[00:23:43.300 --> 00:23:57.300]   If you decide that, "Well, if I had to do this over again, knowing what I now know, I wouldn't take this job," don't necessarily march in and quit, but do think about what you would do and start moving in a different direction.
[00:23:57.300 --> 00:24:09.300]   Be strategic. Make a plan. Press forward on that plan and then continually ask yourself that question and other helpful guiding questions.
[00:24:09.300 --> 00:24:15.300]   Make sure that you count the cost of any decision that you're going to make and factor that cost in.
[00:24:15.300 --> 00:24:24.300]   For example, let's consider the investment question. If you have switching costs in an investment decision, that is going to affect your decision and it should.
[00:24:24.300 --> 00:24:39.300]   You might, for example, have embedded tax costs, some sort of deferred tax liability that you – if you sell an investment, you're going to have to recognize some gain and that's going to incur a certain amount of taxation.
[00:24:39.300 --> 00:24:47.300]   In that scenario, you might need to modify the question. Remember, the question says, "Knowing what I now know," so make sure you know what you know.
[00:24:47.300 --> 00:25:00.300]   So knowing what I now know, if I knew that I could have this investment but it were going to cost me this much to switch or I were going to lose this additional money, would I make the same decision again?
[00:25:00.300 --> 00:25:05.300]   Would I do it over again? So factor the costs in.
[00:25:05.300 --> 00:25:14.300]   You might have surrender charges or there might be commissions or fees on a financial decision that you've made.
[00:25:14.300 --> 00:25:24.300]   Maybe you just bought a house or – I don't know. The one that – you just bought a life insurance policy and you're two years into the policy and there's no cash value in the policy.
[00:25:24.300 --> 00:25:31.300]   Well, make sure that you do your research, but make sure that you factor in the actual costs.
[00:25:31.300 --> 00:25:47.300]   Again, if you bought the house and it's one year later and you don't have any equity in it because the market has declined and you've got a bunch of fees and commissions and expenses that you paid, if you would go ahead and put additional money in pay to get out of the deal, then pay to get out of the deal.
[00:25:47.300 --> 00:25:54.300]   But don't feel like just because you've decided, "Okay, this was a mistake," that necessarily you need to sell today.
[00:25:54.300 --> 00:25:59.300]   Be strategic. Count the costs and factor the costs in.
[00:25:59.300 --> 00:26:10.300]   Don't let the emotion of having made a mistake be the only influence in it. Rather, try to cut away the emotion and look at the facts as they are today.
[00:26:10.300 --> 00:26:25.300]   "Okay, this house wasn't a perfect fit, but knowing what I now know with things as they actually are, with the actual situation that I have, with the current scenario, would I do it over again?"
[00:26:25.300 --> 00:26:32.300]   Be careful. Count the cost, but don't let necessarily the cost control you.
[00:26:32.300 --> 00:26:36.300]   So, you've got to identify the emotion on both sides of the decision.
[00:26:36.300 --> 00:26:59.300]   On the one hand, the emotion could be so great as far as, "Man, we shopped and shopped for this house and we looked at 65 properties and we thought this was the one, but now we're here and we recognize that this isn't the one, but I can't deal with the emotion of having to think about I'd have to look at another 65 properties, so we're just going to stick it out."
[00:26:59.300 --> 00:27:10.300]   That might not be the answer. The answer might be, "No, we need to go ahead and recognize that this house that we bought wasn't the right decision for us, and so we need to move on to something else."
[00:27:10.300 --> 00:27:24.300]   But on the flip side, don't boomerang and say to yourself, "Well, this isn't the house, so I don't know what I would go to, but I'm just going to go ahead and get out."
[00:27:24.300 --> 00:27:26.300]   Be careful.
[00:27:26.300 --> 00:27:36.300]   Also, obviously, consider the morality of the decision involved and be careful before bailing too quickly.
[00:27:36.300 --> 00:27:51.300]   Now, depending on your worldview, you may or may not choose to follow through on certain decisions that in hindsight you wouldn't make, and you might choose that just because it's the right thing to do if your worldview dictates that type of thing.
[00:27:51.300 --> 00:28:05.300]   For example, knowing what I now know, I might not choose to borrow this money, but I've given my word of honor, so I will continue to work until the obligation is satisfied and my debt is paid.
[00:28:05.300 --> 00:28:26.300]   Not fun, but there might be a moral or ethical constraint that governs your situation. Or knowing what I now know, I might not choose to work with this company or take this job, but I've given my word and a verbal commitment, so I'll continue to work here until my side of that bargain is reached.
[00:28:26.300 --> 00:28:42.300]   That's what happened to me before I got into the financial planning business. I'd given a verbal commitment for a certain amount – it was about a year of additional employment, and about three months in, I knew I was like, "I do not want to do this."
[00:28:42.300 --> 00:28:49.300]   But it was important to me that I follow through, and you might find yourself in a situation. Don't burn your bridges. Do what's right.
[00:28:49.300 --> 00:28:57.300]   Now, thankfully, I wound up being released from that six months early when the other side laid me off, and that was their prerogative.
[00:28:57.300 --> 00:29:08.300]   They didn't have an employment contract, and the verbal commitment wasn't necessarily them saying that they were guaranteeing to keep me going, so I was released from that arrangement.
[00:29:08.300 --> 00:29:30.300]   But the important thing was by sticking to that, even in hindsight, looking at the actual facts and circumstances, because I stuck with my commitment to follow through on my verbal commitment – it wasn't even a contract, but it was an understanding – I came out of that the winner.
[00:29:30.300 --> 00:29:50.300]   A couple months of severance pay, friends with everybody involved, many of – some of my former bosses became clients of mine as a financial planner, and was able to continue to build on that strong network of referrals and people who were willing to endorse me.
[00:29:50.300 --> 00:30:00.300]   Or what about this one? Knowing what I now know, I might not choose to go ahead and take this business contract.
[00:30:00.300 --> 00:30:10.300]   I wouldn't agree to do the work that I've agreed to do because now I'm finding out that it's being done at a loss to me.
[00:30:10.300 --> 00:30:18.300]   But I've given my word, and I'll follow through and fulfill my end of the bargain, even though it costs and even though it hurts.
[00:30:18.300 --> 00:30:24.300]   That one actually happened to one of my grandfathers. He wound up making an agreement.
[00:30:24.300 --> 00:30:32.300]   He was running a road-building construction company at the time, and he made an agreement to build a certain road.
[00:30:32.300 --> 00:30:45.300]   He and his business partner – his business partner wound up just deserting him in the middle of the deal, and the road-building contract ended up being a complete disaster, destroyed all of his equipment.
[00:30:45.300 --> 00:30:53.300]   He finished the contract, and he fulfilled the contract, but he spent decades paying the debt back.
[00:30:53.300 --> 00:31:06.300]   I'm not sure the exact year of his age, but it took him until his 70s. I think it was 70s. It may have been early 80s until he finally finished paying back the massive amount of debt that he'd incurred.
[00:31:06.300 --> 00:31:13.300]   It had put his – it had bankrupted his company, but he chose not to declare bankruptcy, but to follow through on the loan.
[00:31:13.300 --> 00:31:24.300]   I admire him for that. Not a popular decision, and I'd like to model that.
[00:31:24.300 --> 00:31:33.300]   Hope you're inspired by people like that, people that follow through when it's what they perceive to be the right thing to follow through.
[00:31:33.300 --> 00:31:47.300]   I'm not saying that there's no place for bankruptcy court or no place for things like that, just saying that consider the impact of a decision, especially if people are involved or even animals.
[00:31:47.300 --> 00:31:57.300]   I have a friend and a former client who loved animals, and her big pet peeve was she couldn't stand it when people would get an animal and then not follow through to care for that animal.
