
[00:00:00.000 --> 00:00:01.000]   [GASP]
[00:02:32.000 --> 00:02:34.000]   that I walked through with him, some of which
[00:02:34.000 --> 00:02:35.000]   you've already heard on this show.
[00:02:35.000 --> 00:02:36.000]   But if you're interested in that,
[00:02:36.000 --> 00:02:37.000]   I meant to say that over the weekend
[00:02:37.000 --> 00:02:40.000]   so you would have something to listen to over the weekend.
[00:02:40.000 --> 00:02:41.000]   But I forgot.
[00:02:41.000 --> 00:02:42.000]   So here we go, Monday.
[00:02:42.000 --> 00:02:45.000]   And today, we're going to be talking about saving money
[00:02:45.000 --> 00:02:47.000]   on babies.
[00:02:47.000 --> 00:02:50.000]   So I want to introduce to you my wife, Tiffany.
[00:02:50.000 --> 00:02:53.000]   Tiffany, welcome to the Radical Personal Finance podcast.
[00:02:53.000 --> 00:02:54.000]   Thanks.
[00:02:54.000 --> 00:02:55.000]   It's great to be on.
[00:02:55.000 --> 00:02:56.000]   It's great to meet everybody.
[00:02:56.000 --> 00:02:58.000]   So many of you have asked about her.
[00:02:58.000 --> 00:03:01.000]   And today, she's on so you get a chance to hear from my wife.
[00:03:01.000 --> 00:03:04.000]   And let's see, we've been married two--
[00:03:04.000 --> 00:03:05.000]   Going on three.
[00:03:05.000 --> 00:03:06.000]   Almost three years now.
[00:03:06.000 --> 00:03:10.000]   And we've been enjoying life together very much.
[00:03:10.000 --> 00:03:12.000]   We've known each other for almost--
[00:03:12.000 --> 00:03:13.000]   probably almost a decade.
[00:03:13.000 --> 00:03:14.000]   Six, seven, eight.
[00:03:14.000 --> 00:03:15.000]   Yeah, about 10.
[00:03:15.000 --> 00:03:16.000]   Yeah, it's almost a decade.
[00:03:16.000 --> 00:03:19.000]   And we have a one-year-old son.
[00:03:19.000 --> 00:03:22.000]   So today's show, we're going to talk about saving money on kids.
[00:03:22.000 --> 00:03:24.000]   And I've got to give two disclaimers right off the bat.
[00:03:24.000 --> 00:03:27.000]   First of all, people are very touchy when it comes to kids
[00:03:27.000 --> 00:03:30.000]   as far as saving money and the different things
[00:03:30.000 --> 00:03:31.000]   that you should do.
[00:03:31.000 --> 00:03:33.000]   I know that saving money is not the goal in everything.
[00:03:33.000 --> 00:03:36.000]   And that is clearly not it.
[00:03:36.000 --> 00:03:38.000]   I don't actually particularly consider
[00:03:38.000 --> 00:03:39.000]   us to be all that frugal.
[00:03:39.000 --> 00:03:41.000]   I think we do some things that are frugal,
[00:03:41.000 --> 00:03:43.000]   but we actually-- there are a lot of people
[00:03:43.000 --> 00:03:45.000]   that are way more hardcore than we are.
[00:03:45.000 --> 00:03:47.000]   We're just going to share some ideas that we have found
[00:03:47.000 --> 00:03:51.000]   to be helpful, things that have helped us.
[00:03:51.000 --> 00:03:54.000]   And primarily, we're doing this show so that--
[00:03:54.000 --> 00:03:56.000]   I was inspired by-- we had a friend of ours over last week.
[00:03:56.000 --> 00:03:59.000]   And he and his wife, they were talking about maybe having kids
[00:03:59.000 --> 00:04:00.000]   at some point.
[00:04:00.000 --> 00:04:01.000]   And I said, how much does it cost?
[00:04:01.000 --> 00:04:03.000]   So we're just trying to give them some of the ideas
[00:04:03.000 --> 00:04:04.000]   that we've learned.
[00:04:04.000 --> 00:04:06.000]   And so now, we're going to create a show that can be here
[00:04:06.000 --> 00:04:08.000]   as a resource for people.
[00:04:08.000 --> 00:04:11.000]   Second disclaimer is that you just pick and choose
[00:04:11.000 --> 00:04:12.000]   what you want.
[00:04:12.000 --> 00:04:15.000]   We're going to talk through some of the things that
[00:04:15.000 --> 00:04:16.000]   have worked for us.
[00:04:16.000 --> 00:04:18.000]   But you have to recognize we only have one child.
[00:04:18.000 --> 00:04:20.000]   And he is one year old.
[00:04:20.000 --> 00:04:22.000]   So a lot of things that work for us
[00:04:22.000 --> 00:04:24.000]   probably will not work for you.
[00:04:24.000 --> 00:04:28.000]   We have learned from observation that every child is different.
[00:04:28.000 --> 00:04:30.000]   And just pick and choose what you want.
[00:04:30.000 --> 00:04:32.000]   So one of the things I do want to start with,
[00:04:32.000 --> 00:04:35.000]   though, is that I have seen-- I've shared with all of you
[00:04:35.000 --> 00:04:37.000]   on the show before.
[00:04:37.000 --> 00:04:42.000]   And the place to start is you have to recognize, I think,
[00:04:42.000 --> 00:04:44.000]   that kids will cost exactly what you have
[00:04:44.000 --> 00:04:46.000]   or decide to spend on them.
[00:04:46.000 --> 00:04:47.000]   If you look all around the world,
[00:04:47.000 --> 00:04:50.000]   you will see populations of people throughout the world
[00:04:50.000 --> 00:04:54.000]   who have nothing and have plenty of kids.
[00:04:54.000 --> 00:04:57.000]   And they give their kids exactly what they have,
[00:04:57.000 --> 00:04:58.000]   which is not much.
[00:04:58.000 --> 00:05:01.000]   And then you look in some extremely wealthy environments,
[00:05:01.000 --> 00:05:06.000]   and you find many people who have plenty
[00:05:06.000 --> 00:05:08.000]   and spend plenty on their kids.
[00:05:08.000 --> 00:05:11.000]   So frankly, kids will cost exactly what you have
[00:05:11.000 --> 00:05:15.000]   or hopefully, if you're listening on this show,
[00:05:15.000 --> 00:05:17.000]   what you decide to spend.
[00:05:17.000 --> 00:05:18.000]   That's up to you.
[00:05:18.000 --> 00:05:22.000]   I don't care what you do or don't decide to spend.
[00:05:22.000 --> 00:05:27.000]   But we're going to talk through this in a couple of areas.
[00:05:27.000 --> 00:05:31.000]   And we're going to start with just a couple of themes.
[00:05:31.000 --> 00:05:34.000]   And the first one that I think is one of the biggest impediments
[00:05:34.000 --> 00:05:36.000]   to people for being able to save money
[00:05:36.000 --> 00:05:40.000]   is the idea of having time.
[00:05:40.000 --> 00:05:45.000]   A lot of the things that you can do to save money require time,
[00:05:45.000 --> 00:05:48.000]   because a lot of times what you're spending the most money on
[00:05:48.000 --> 00:05:49.000]   is the idea of convenience.
[00:05:49.000 --> 00:05:51.000]   Now, you could take this to its extreme end,
[00:05:51.000 --> 00:05:55.000]   and you could say, "Well, we could make all of our own clothes
[00:05:55.000 --> 00:05:59.000]   and make all of our own food and grow the food from scratch
[00:05:59.000 --> 00:06:05.000]   and train a horse of some kind and build a wagon."
[00:06:05.000 --> 00:06:07.000]   I mean, you could take it to the extreme.
[00:06:07.000 --> 00:06:08.000]   So I wouldn't go there.
[00:06:08.000 --> 00:06:10.000]   I'm not interested in doing that.
[00:06:10.000 --> 00:06:12.000]   But the point is that we pay for convenience.
[00:06:12.000 --> 00:06:15.000]   And there are certain conveniences that are probably worth paying for,
[00:06:15.000 --> 00:06:21.000]   and then there are certain conveniences that you've got to decide.
[00:06:21.000 --> 00:06:25.000]   But one of the first ways to save money is to have time.
[00:06:25.000 --> 00:06:29.000]   I really think that in a relationship, in economics,
[00:06:29.000 --> 00:06:32.000]   generally if you have a higher division of labor,
[00:06:32.000 --> 00:06:34.000]   in general you'll wind up with lower costs.
[00:06:34.000 --> 00:06:36.000]   And in a marriage you have exactly the same thing.
[00:06:36.000 --> 00:06:40.000]   So there's a lot of things that Tiffany is able to do now,
[00:06:40.000 --> 00:06:44.000]   where she's home with baby, that she wasn't able to do before.
[00:06:44.000 --> 00:06:47.000]   What are some of the ideas and the things that have changed
[00:06:47.000 --> 00:06:49.000]   since you stopped working outside the house
[00:06:49.000 --> 00:06:50.000]   and started working inside the house
[00:06:50.000 --> 00:06:53.000]   that you now have time to spend a little bit more time on?
[00:06:53.000 --> 00:06:57.000]   Well, one big thing--I don't know if this is necessarily baby-related,
[00:06:57.000 --> 00:06:59.000]   but it's food shopping.
[00:06:59.000 --> 00:07:04.000]   One source of--not contention, but stress for me--
[00:07:04.000 --> 00:07:09.000]   is I really don't enjoy cooking and doing the whole food thing.
[00:07:09.000 --> 00:07:14.000]   So being at home gives me time to sit down, get out my app, plan my food,
[00:07:14.000 --> 00:07:18.000]   and then go to the grocery store and feel like I can be at ease about it.
[00:07:18.000 --> 00:07:20.000]   And then when I come home I have time to cook it,
[00:07:20.000 --> 00:07:22.000]   and I can cook it while baby's napping.
[00:07:22.000 --> 00:07:24.000]   One thing that's nice about being home with a baby,
[00:07:24.000 --> 00:07:26.000]   specifically switching over from groceries,
[00:07:26.000 --> 00:07:30.000]   is that I can put him to his nap whenever he looks tired.
[00:07:30.000 --> 00:07:33.000]   I don't have to be dependent on some daycare schedule.
[00:07:33.000 --> 00:07:35.000]   If he's tired, he can have a nap.
[00:07:35.000 --> 00:07:37.000]   And if he's hungry, I can give him a snack.
[00:07:37.000 --> 00:07:41.000]   He's not on some institutionalized schedule.
[00:07:41.000 --> 00:07:43.000]   I know that's not a reality for everyone,
[00:07:43.000 --> 00:07:47.000]   but that's one advantage to being able to be home with him,
[00:07:47.000 --> 00:07:51.000]   that I can look at his individual needs each time
[00:07:51.000 --> 00:07:54.000]   and just make a decision in that moment.
[00:07:54.000 --> 00:07:57.000]   Yeah, it makes a big difference.
[00:07:57.000 --> 00:08:00.000]   I remember back to when we were first married,
[00:08:00.000 --> 00:08:02.000]   and when both of us were working outside the house,
[00:08:02.000 --> 00:08:05.000]   it just seemed like there was money leaking out all over the place
[00:08:05.000 --> 00:08:08.000]   simply because we didn't have time and didn't feel like it.
[00:08:08.000 --> 00:08:12.000]   We wound up eating out at least three times a week, four times a week maybe,
[00:08:12.000 --> 00:08:16.000]   and usually it was just simply because both of us would get off work late,
[00:08:16.000 --> 00:08:19.000]   have some schedule, something planned in the evening,
[00:08:19.000 --> 00:08:22.000]   and we'd be so busy we never had time to--
[00:08:22.000 --> 00:08:28.000]   or we never made time to be able to plan ahead to be able to eat at home.
[00:08:28.000 --> 00:08:30.000]   It's just simple things like that.
[00:08:30.000 --> 00:08:36.000]   And then even just the stress of both of us being outside the house all day,
[00:08:36.000 --> 00:08:41.000]   we wanted more higher impact, more go, go, go, go, go activities
[00:08:41.000 --> 00:08:46.000]   and points of entertainment where I've noticed that transition in our life.
[00:08:46.000 --> 00:08:48.000]   And even just like with baby, there's so many free things
[00:08:48.000 --> 00:08:51.000]   that you can do with baby during the day.
[00:08:51.000 --> 00:08:55.000]   I know you walk to the library for library story time.
[00:08:55.000 --> 00:08:57.000]   You can go to the park.
[00:08:57.000 --> 00:09:02.000]   I mean there's a wealth of free things that you can do with kids that are fun,
[00:09:02.000 --> 00:09:04.000]   but most of them are going to come during the day
[00:09:04.000 --> 00:09:06.000]   and not going to be to come on the off hours.
[00:09:06.000 --> 00:09:13.000]   So I would strongly encourage consider making the time for at least--
[00:09:13.000 --> 00:09:15.000]   consider making the time for mom to be at home.
[00:09:15.000 --> 00:09:16.000]   It makes all the difference in the world.
[00:09:16.000 --> 00:09:19.000]   I think it's a better lifestyle for everybody.
[00:09:19.000 --> 00:09:21.000]   Do what you want to do. Live how you want to live.
[00:09:21.000 --> 00:09:26.000]   I don't get why people want to live the stressful lifestyles they do.
[00:09:26.000 --> 00:09:30.000]   Is your stress level higher now or was it higher before?
[00:09:30.000 --> 00:09:33.000]   I don't know if it was higher or lower. It's a different kind of stress.
[00:09:33.000 --> 00:09:36.000]   It's more, "Do I hear him waking up from his nap?"
[00:09:36.000 --> 00:09:39.000]   instead of, "Oh no, this project is due."
[00:09:39.000 --> 00:09:42.000]   Right, right. It's a different kind of stress.
[00:09:42.000 --> 00:09:47.000]   And so there's massive--if you can build time, especially for mom,
[00:09:47.000 --> 00:09:51.000]   there are massive amounts of savings, again, daycare costs,
[00:09:51.000 --> 00:09:55.000]   and then just all of the other things that you never had time to do
[00:09:55.000 --> 00:09:58.000]   when we were both working outside the house.
[00:09:58.000 --> 00:10:05.000]   Next category on our outline here is source your stuff for free if possible.
[00:10:05.000 --> 00:10:10.000]   And it sounds silly, but we live in the land of massive abundance
[00:10:10.000 --> 00:10:12.000]   in the United States of America.
[00:10:12.000 --> 00:10:15.000]   And if you look at the fact that the families that have kids
[00:10:15.000 --> 00:10:17.000]   often only have one or two kids,
[00:10:17.000 --> 00:10:21.000]   there is free kid stuff and free baby stuff everywhere.
[00:10:21.000 --> 00:10:26.000]   So we start with the fact that, A, kids really don't need that much stuff.
[00:10:26.000 --> 00:10:29.000]   Some of you need more clothing for your kid than we do.
[00:10:29.000 --> 00:10:32.000]   We don't have snow.
[00:10:32.000 --> 00:10:36.000]   But frankly, they don't need that much space and they don't need that much stuff.
[00:10:36.000 --> 00:10:38.000]   And then the stuff that is useful to have,
[00:10:38.000 --> 00:10:42.000]   because there's tons of stuff that's useful to have
[00:10:42.000 --> 00:10:44.000]   and that makes life a little bit easier,
[00:10:44.000 --> 00:10:49.000]   but that stuff is basically just floating around our society entirely for free.
[00:10:49.000 --> 00:10:52.000]   We've had great luck with curb diving.
[00:10:52.000 --> 00:10:55.000]   My wife is a master.
[00:10:55.000 --> 00:10:57.000]   She's trained my eyes to be better.
[00:10:57.000 --> 00:11:01.000]   She's a master at finding free stuff on the side of the road.
[00:11:01.000 --> 00:11:02.000]   But let's see.
[00:11:02.000 --> 00:11:05.000]   So you found a free rocking chair, the rocking chair you use, right?
[00:11:05.000 --> 00:11:06.000]   Oh, yeah, that rocking chair is awesome.
[00:11:06.000 --> 00:11:09.000]   I prefer it to my glider that we also got for free.
[00:11:09.000 --> 00:11:12.000]   And that was a $200 rocking chair, basically.
[00:11:12.000 --> 00:11:13.000]   It was a nice one.
[00:11:13.000 --> 00:11:16.000]   We painted it just because I wanted it a different color,
[00:11:16.000 --> 00:11:18.000]   but it was in great condition free.
[00:11:18.000 --> 00:11:20.000]   Yeah, free bassinet, right?
[00:11:20.000 --> 00:11:23.000]   Free bassinet, free baby swing.
[00:11:23.000 --> 00:11:26.000]   Baby swing, yeah, we found that on the side of the road.
[00:11:26.000 --> 00:11:29.000]   And a baby bathtub, which I wasn't even planning on getting,
[00:11:29.000 --> 00:11:34.000]   but now that we got one for free, I just think, "Wow, this is actually somewhat useful."
[00:11:34.000 --> 00:11:40.000]   And we got some toys and an anti-slip bath mat thing,
[00:11:40.000 --> 00:11:43.000]   stuff that I haven't even used we got for free on the side of the road.
[00:11:43.000 --> 00:11:44.000]   Free bookshelf.
[00:11:44.000 --> 00:11:45.000]   Oh, yeah, yeah.
[00:11:45.000 --> 00:11:47.000]   His bookshelf now is free bookshelf.
[00:11:47.000 --> 00:11:53.000]   We got a free--was the car seat that we started with, was that one free off the neighbor's?
[00:11:53.000 --> 00:11:57.000]   Yeah, your brother's neighbor was moving, and she had a bunch of baby stuff.
[00:11:57.000 --> 00:12:01.000]   So she gave us her old infant car seat with two bases,
[00:12:01.000 --> 00:12:03.000]   which is interesting because we only have one car.
[00:12:03.000 --> 00:12:09.000]   And we were able to ask her, "Has this been in an accident?"
[00:12:09.000 --> 00:12:10.000]   We could check if it was expired or not.
[00:12:10.000 --> 00:12:11.000]   It was in great condition.
[00:12:11.000 --> 00:12:12.000]   All I had to do was wash the cover.
[00:12:12.000 --> 00:12:13.000]   Good to go.
[00:12:13.000 --> 00:12:17.000]   If you want to set the baby forums--by the way, if you don't have kids yet--
[00:12:17.000 --> 00:12:22.000]   if you want to set baby forums on fire, just talk about getting used car seats,
[00:12:22.000 --> 00:12:28.000]   and you will incur the wrath of the Internet world on you.
[00:12:28.000 --> 00:12:30.000]   And I get it.
[00:12:30.000 --> 00:12:33.000]   You do need to make sure, I think, that you need to make sure--car seats, actually,
[00:12:33.000 --> 00:12:35.000]   we found out, learned that they have an expiration date.
[00:12:35.000 --> 00:12:38.000]   You want to make sure that they're not used too long.
[00:12:38.000 --> 00:12:43.000]   And if a car seat has been in an accident, then that does damage the integrity of it.
[00:12:43.000 --> 00:12:45.000]   So I think it's a good idea to change it.
[00:12:45.000 --> 00:12:49.000]   But I have yet to see the study--maybe you've seen any of the parenting magazines--
[00:12:49.000 --> 00:12:54.000]   but I have yet to see the study that shows there's a band of car seat hoodlums out there
[00:12:54.000 --> 00:12:59.000]   going and taking car seats from wrecked cars and pawing them off on Craigslist
[00:12:59.000 --> 00:13:04.000]   to try to destroy parents that care about their kids.
[00:13:04.000 --> 00:13:07.000]   We've gotten--let's see--we've gotten plenty of free toys.
[00:13:07.000 --> 00:13:10.000]   We got a free bed.
[00:13:10.000 --> 00:13:12.000]   The crib, yeah, from a co-worker.
[00:13:12.000 --> 00:13:14.000]   He and his wife had had their second child.
[00:13:14.000 --> 00:13:17.000]   They were finished--decided they were done having kids and didn't need the crib anymore.
[00:13:17.000 --> 00:13:19.000]   So that was free.
[00:13:19.000 --> 00:13:22.000]   And I think this is one of the keys is there's some keys to being given stuff.
[00:13:22.000 --> 00:13:26.000]   A, announce that you're having a kid, and then all of a sudden mention that you're looking for stuff.
[00:13:26.000 --> 00:13:29.000]   And then B, be a good donor is the way I think about it.
[00:13:29.000 --> 00:13:32.000]   People like to give you things, and we like to give stuff away too.
[00:13:32.000 --> 00:13:34.000]   I mean, it makes you happy.
[00:13:34.000 --> 00:13:36.000]   In our world where there's so much stuff floating around,
[00:13:36.000 --> 00:13:40.000]   it makes me happy to be able to send something to a good home where it's going to get used.
[00:13:40.000 --> 00:13:46.000]   And so I think we've probably developed a reputation as being good gift recipients.
[00:13:46.000 --> 00:13:51.000]   And that comes with some extra work because a lot of times maybe you're given things that you don't--
[00:13:51.000 --> 00:13:52.000]   you know what?
[00:13:52.000 --> 00:13:56.000]   Some people think we're good gift recipients and some people don't.
[00:13:56.000 --> 00:14:00.000]   As far as--there are some things--my wife and I are aspiring minimalists,
[00:14:00.000 --> 00:14:04.000]   so there are many things that we often accept with joy,
[00:14:04.000 --> 00:14:10.000]   and then sometimes we're probably not so gracious in refusing certain things as we should be.
[00:14:10.000 --> 00:14:13.000]   But it's hard to--you have to fight to keep clutter out of your house.
[00:14:13.000 --> 00:14:19.000]   But if you just simply get--are good at receiving things, and you don't mind sorting through stuff,
[00:14:19.000 --> 00:14:24.000]   a lot of times we'll get bags of baby clothes and just go through and sort through what you like and what you don't like.
[00:14:24.000 --> 00:14:31.000]   And what Tiffany does is she will go through and sort out the stuff that she likes that is good,
[00:14:31.000 --> 00:14:34.000]   sort out the stuff that is good but she doesn't really like,
[00:14:34.000 --> 00:14:38.000]   and then we'll try to give that to another parent or parent-to-be,
[00:14:38.000 --> 00:14:41.000]   and then go through and sort out the stuff that's maybe not so good
[00:14:41.000 --> 00:14:43.000]   and that she doesn't think someone else will serve.
[00:14:43.000 --> 00:14:47.000]   But we've been able to bless other people with some other things as well, so that's been useful.
[00:14:47.000 --> 00:14:50.000]   What do you think--one of the things you're good at is cleaning stuff.
[00:14:50.000 --> 00:14:54.000]   Oh, yeah. We're on a first-name basis with the Shout Gel.
[00:14:54.000 --> 00:14:59.000]   Right. And I think this is important because it grosses a lot of people out, the idea of getting free stuff.
[00:14:59.000 --> 00:15:02.000]   You don't know where it's been. You don't know what the history is.
[00:15:02.000 --> 00:15:06.000]   But if you can get good at cleaning stuff--I'll tell you, we have a pressure cleaner,
[00:15:06.000 --> 00:15:10.000]   and I actually bartered for the pressure cleaner a couple years ago.
[00:15:10.000 --> 00:15:14.000]   I did some pressure cleaning for my friend who owned the pressure cleaner,
[00:15:14.000 --> 00:15:18.000]   and in exchange for it, he was willing to give it to me.
[00:15:18.000 --> 00:15:22.000]   And since then, I've had just a pressure cleaner that's certainly powerful,
[00:15:22.000 --> 00:15:27.000]   and that helps a lot because you can get stuff off the side of the road that just looks not so great,
[00:15:27.000 --> 00:15:31.000]   but you take the pressure cleaner to it, and you can shine stuff up like crazy.
[00:15:31.000 --> 00:15:34.000]   And this is what all the stores do. You get something in that doesn't look good,
[00:15:34.000 --> 00:15:37.000]   you clean it up and move it on.
[00:15:37.000 --> 00:15:41.000]   And so get good at cleaning stuff, and a pressure cleaner is extremely useful.
[00:15:41.000 --> 00:15:46.000]   Just this last Saturday, we had a bunch of play equipment that we got for free
[00:15:46.000 --> 00:15:50.000]   from my brother who was moving, and we were able to get all that play equipment,
[00:15:50.000 --> 00:15:53.000]   bring it to my house, I pressure cleaned it all, and it just sparkled it right up.
[00:15:53.000 --> 00:15:57.000]   Some of the red is still a little bit faded from the sun, but it looks great.
[00:15:57.000 --> 00:16:04.000]   Another theme I think that we don't use enough in the United States is to borrow and to barter.
[00:16:04.000 --> 00:16:08.000]   And so one advantage we have is we live close to a lot of families,
[00:16:08.000 --> 00:16:12.000]   a lot of babysitters, which is useful, and we try to babysit for our nieces and nephews.
[00:16:12.000 --> 00:16:19.000]   We enjoy being with them, and then that gives you options for being able to have babysitters for your kids,
[00:16:19.000 --> 00:16:21.000]   so you can go out on date night when you want to.
[00:16:21.000 --> 00:16:26.000]   And so for us, we have a lot of family. We have a very close church family that makes a big difference,
[00:16:26.000 --> 00:16:30.000]   and I would encourage you, if you don't have this, it is certainly challenging.
[00:16:30.000 --> 00:16:35.000]   Needing to hire babysitters, it adds up.
[00:16:35.000 --> 00:16:42.000]   So being able to live close to family, barter services one with another, and then also to borrow baby stuff.
[00:16:42.000 --> 00:16:46.000]   So there are certain items I'm thinking right now of baby carriers.
[00:16:46.000 --> 00:16:51.000]   So if you've ever seen Moms and Dads with – this is all the rage now in the crunchy baby circles.
[00:16:51.000 --> 00:16:52.000]   Baby wearing.
[00:16:52.000 --> 00:16:55.000]   Right. There are all these names for this stuff.
[00:16:55.000 --> 00:17:01.000]   And my wife and I, we didn't start at Set Out to Be, but we've long since discovered that we're beyond crunchy,
[00:17:01.000 --> 00:17:04.000]   and that's our term for the – I don't know. You figure it out.
[00:17:04.000 --> 00:17:07.000]   Like natural sort of things.
[00:17:07.000 --> 00:17:11.000]   Yeah, and what's funny is we were both pretty critical of all that stuff until you start doing your research,
[00:17:11.000 --> 00:17:13.000]   and you start doing your research on the stuff.
[00:17:13.000 --> 00:17:16.000]   That's what's overwhelming about having kids is you just have to do your research,
[00:17:16.000 --> 00:17:22.000]   and all of a sudden – you sent me a thing one time. It was like 10 things only crunchy dads –
[00:17:22.000 --> 00:17:26.000]   Oh, yeah, and you were like – you knew all of them plus two?
[00:17:26.000 --> 00:17:29.000]   Exactly, and I'm like, "Well, they missed this, and they missed that."
[00:17:29.000 --> 00:17:33.000]   So we've turned into beyond crunchy, but that's cool. No big deal.
[00:17:33.000 --> 00:17:38.000]   But like – so there's this whole theme about this idea of baby wearing,
[00:17:38.000 --> 00:17:43.000]   and basically you snuggle with your kid in a little carrier, and it's super useful.
[00:17:43.000 --> 00:17:45.000]   It's a super great way to keep your baby with you.
[00:17:45.000 --> 00:17:47.000]   It keeps your hands free.
[00:17:47.000 --> 00:17:50.000]   Right, keep your hands free. But those things are expensive to buy.
[00:17:50.000 --> 00:17:54.000]   So we were able to – and the thing is you almost need two different kinds
[00:17:54.000 --> 00:17:59.000]   because there's special considerations for ones that are appropriate when the baby is an infant,
[00:17:59.000 --> 00:18:02.000]   and then there are special considerations for when the baby has grown a little bit.
[00:18:02.000 --> 00:18:06.000]   So we were able to borrow – what was the – Catan?
[00:18:06.000 --> 00:18:10.000]   Yeah, there was – one of our church families had used a baby Catan,
[00:18:10.000 --> 00:18:15.000]   and I didn't do any research on slings or wraps or anything, but I knew she had one,
[00:18:15.000 --> 00:18:17.000]   so I said, "Oh, I'll just borrow whatever she has."
[00:18:17.000 --> 00:18:21.000]   And we borrowed that for the first four months or so.
[00:18:21.000 --> 00:18:24.000]   Incidentally, baby did not like it.
[00:18:24.000 --> 00:18:25.000]   Right, yeah.
[00:18:25.000 --> 00:18:26.000]   So it was nice that we had borrowed it.
[00:18:26.000 --> 00:18:31.000]   And then we borrowed a more structured soft carrier is what it's called.
[00:18:31.000 --> 00:18:33.000]   Ours is an Ergo brand, but there's tons of them.
[00:18:33.000 --> 00:18:39.000]   And this we borrowed from Joshua's sister, and it's been really great.
[00:18:39.000 --> 00:18:42.000]   We still use it even though he's one year old.
[00:18:42.000 --> 00:18:45.000]   We still use that Ergo, and he tolerates it much better than he did the baby Catan.
