
[00:00:00.000 --> 00:00:02.600]   (gentle music)
[00:03:09.360 --> 00:03:12.120]   So machine learning, we kind of took it for granted
[00:03:12.120 --> 00:03:15.440]   that it's just a tool that you use, you know,
[00:03:15.440 --> 00:03:17.280]   the applications and services you're building,
[00:03:17.280 --> 00:03:19.840]   you use it to essentially accelerate, automate
[00:03:19.840 --> 00:03:21.320]   and help decision-making.
[00:03:21.320 --> 00:03:23.920]   Here you do the same things, except like you said,
[00:03:23.920 --> 00:03:27.880]   the opportunity cost for some decisions
[00:03:27.880 --> 00:03:29.280]   that may be incorrect,
[00:03:29.280 --> 00:03:31.840]   and also bridging that human understanding
[00:03:31.840 --> 00:03:33.700]   is quite high.
[00:03:33.700 --> 00:03:36.560]   So, I mean, I would say the mission is still the same
[00:03:36.560 --> 00:03:38.080]   for all of us who work in machine learning,
[00:03:38.080 --> 00:03:40.600]   where we wanna kind of maximize human potential
[00:03:40.600 --> 00:03:42.400]   and use it as assistive tool.
[00:03:42.400 --> 00:03:47.800]   I think the reason that this is so important here
[00:03:47.800 --> 00:03:49.920]   is that many of our users
[00:03:49.920 --> 00:03:51.960]   are in very high stress situations.
[00:03:51.960 --> 00:03:55.280]   So when your cognitive bandwidth is limited,
[00:03:55.280 --> 00:03:57.400]   your ability to make decisions as a human
[00:03:57.400 --> 00:03:58.560]   is definitely hampered.
[00:03:58.560 --> 00:04:01.080]   Now, one thing that is kind of,
[00:04:01.080 --> 00:04:02.920]   that flows complimentary to that
[00:04:02.920 --> 00:04:05.040]   is that the amount of data is exploding.
[00:04:05.040 --> 00:04:07.280]   The amount of data that these users have to consider
[00:04:07.280 --> 00:04:08.920]   day in, day out is exploding,
[00:04:08.920 --> 00:04:13.560]   whether it's a 911 call taker or a security guard,
[00:04:13.560 --> 00:04:16.620]   more video, more audio, more unstructured texts,
[00:04:16.620 --> 00:04:19.120]   more structured data, more communication.
[00:04:19.120 --> 00:04:20.240]   So then the question becomes,
[00:04:20.240 --> 00:04:23.160]   how can I use AI to be able to simplify that?
[00:04:23.160 --> 00:04:25.620]   And I think it's not just an AI problem,
[00:04:25.620 --> 00:04:27.360]   it's also a usability problem.
[00:04:27.360 --> 00:04:29.240]   And actually it's funny, this weekend,
[00:04:29.240 --> 00:04:31.800]   I was reading a book by Katie Swindler,
[00:04:31.800 --> 00:04:34.200]   which is on life and death design.
[00:04:34.200 --> 00:04:35.280]   And there's increasingly,
[00:04:35.280 --> 00:04:38.540]   there's a lot of these kind of usability considerations
[00:04:38.540 --> 00:04:41.200]   for designing for people in high stress situations.
[00:04:41.200 --> 00:04:42.840]   And I think once you get past
[00:04:42.840 --> 00:04:46.200]   the kind of the frozen response
[00:04:46.200 --> 00:04:49.740]   where your prefrontal cortex kicks in
[00:04:49.740 --> 00:04:52.280]   and then you're like, okay, now what do I need to do?
[00:04:52.280 --> 00:04:54.680]   I think one of the things that really stuck out for me
[00:04:54.680 --> 00:04:56.180]   was designing for experts,
[00:04:56.180 --> 00:04:58.440]   because in public safety and even in video security,
[00:04:58.440 --> 00:04:59.960]   you have a lot of expert users,
[00:04:59.960 --> 00:05:02.480]   whether there's someone who's been watching video
[00:05:02.480 --> 00:05:03.680]   for years and years,
[00:05:03.680 --> 00:05:06.140]   they know exactly what's happening on every single camera.
[00:05:06.140 --> 00:05:09.200]   They know the playbook that when something goes awry,
[00:05:09.200 --> 00:05:10.440]   what to do.
[00:05:10.440 --> 00:05:15.040]   Expert users typically, when you speed things up for them,
[00:05:15.040 --> 00:05:18.320]   they tend to do better because they automate a lot of the,
[00:05:18.320 --> 00:05:20.840]   I would say the standard stuff,
[00:05:20.840 --> 00:05:23.040]   the stuff that kind of has to happen
[00:05:23.040 --> 00:05:25.400]   ahead of actually using their brain
[00:05:25.400 --> 00:05:26.600]   to actually figure out a problem,
[00:05:26.600 --> 00:05:27.920]   they automate a lot of it.
[00:05:27.920 --> 00:05:29.960]   Whereas if you take a novice user,
[00:05:29.960 --> 00:05:33.000]   and I'll get to why this is important in a second,
[00:05:33.000 --> 00:05:36.000]   for novice users, they do wanna think it through
[00:05:36.000 --> 00:05:38.440]   before they get to anything.
[00:05:38.440 --> 00:05:40.640]   I think for expert users,
[00:05:40.640 --> 00:05:43.640]   that's becoming a luxury that many of these roles
[00:05:43.640 --> 00:05:44.920]   don't have any more staffing,
[00:05:44.920 --> 00:05:45.900]   it's challenging.
[00:05:45.900 --> 00:05:49.360]   I don't know how much the audience knows about,
[00:05:49.360 --> 00:05:50.480]   I would say public safety,
[00:05:50.480 --> 00:05:51.560]   but a lot of those roles,
[00:05:51.560 --> 00:05:52.880]   like when you call 911,
[00:05:52.880 --> 00:05:55.200]   your life is essentially in the hands of
[00:05:55.200 --> 00:05:56.920]   someone who's taking that call,
[00:05:56.920 --> 00:05:58.520]   figuring out what's going on
[00:05:58.520 --> 00:06:01.780]   and bridging that help to you when you need it.
[00:06:01.780 --> 00:06:04.560]   Those expert users are now churning much, much more,
[00:06:04.560 --> 00:06:07.360]   in which case training becomes a huge problem.
[00:06:07.360 --> 00:06:10.160]   So expert users tend to do better
[00:06:10.160 --> 00:06:12.000]   because they've kind of simplified the workflow.
[00:06:12.000 --> 00:06:14.140]   And I think this is where AI can really help
[00:06:14.140 --> 00:06:15.360]   in that process.
[00:06:15.360 --> 00:06:18.000]   And I think for novice users,
[00:06:18.000 --> 00:06:20.200]   AI can bridge some of that gap.
[00:06:20.200 --> 00:06:22.340]   They don't have years of expertise to fall back on
[00:06:22.340 --> 00:06:24.000]   where AI can help bridge some of that
[00:06:24.000 --> 00:06:25.400]   so that they can actually focus
[00:06:25.400 --> 00:06:27.680]   their attention more effectively.
[00:06:27.680 --> 00:06:29.760]   - So could we get a little more specific
[00:06:29.760 --> 00:06:31.480]   about like a single use case
[00:06:31.480 --> 00:06:35.120]   and kind of what your software is doing in that?
[00:06:35.120 --> 00:06:38.880]   - Yeah, so let's take video security, for example.
[00:06:38.880 --> 00:06:41.480]   So typically, traditionally,
[00:06:41.480 --> 00:06:42.720]   when you think about video security,
[00:06:42.720 --> 00:06:45.020]   you think of someone who's watching video.
[00:06:45.020 --> 00:06:45.900]   Now as a company,
[00:06:45.900 --> 00:06:47.660]   one of the not star goals that we have
[00:06:47.660 --> 00:06:50.320]   is that no one should watch video in the limit
[00:06:50.320 --> 00:06:51.820]   'cause it's actually impossible.
[00:06:51.820 --> 00:06:54.600]   It's so ridiculous when you actually visit one of these,
[00:06:54.600 --> 00:06:56.420]   whether it's the security operations center
[00:06:56.420 --> 00:06:57.540]   or real-time crime center,
[00:06:57.540 --> 00:06:58.940]   you'll see how ridiculous it is
[00:06:58.940 --> 00:07:01.300]   to have someone watching all of that video.
[00:07:01.300 --> 00:07:04.940]   So, and the second is managing disparate systems,
[00:07:04.940 --> 00:07:07.420]   whether it's enterprise or public safety,
[00:07:07.420 --> 00:07:09.540]   you have a lot of different vendors in the space.
[00:07:09.540 --> 00:07:11.560]   The space is extremely fragmented.
[00:07:11.560 --> 00:07:13.940]   I think about it a little bit like healthcare sometimes
[00:07:13.940 --> 00:07:15.820]   where you have information,
[00:07:15.820 --> 00:07:17.880]   it's just present in different systems.
[00:07:17.880 --> 00:07:20.100]   So the question really becomes,
[00:07:20.100 --> 00:07:21.540]   how can you centrally manage that?
[00:07:21.540 --> 00:07:23.540]   And we'll talk about cloud and AI a little bit,
[00:07:23.540 --> 00:07:26.100]   maybe as we go on,
[00:07:26.100 --> 00:07:30.040]   but it's really about how do you optimize that response?
[00:07:30.040 --> 00:07:30.920]   So we use analytics,
[00:07:30.920 --> 00:07:33.460]   we use AI to be able to help the operated,
[00:07:33.460 --> 00:07:35.000]   not only focus on what matters
[00:07:35.000 --> 00:07:36.740]   within an individual video stream,
[00:07:36.740 --> 00:07:38.900]   but also across those different video streams
[00:07:38.900 --> 00:07:40.220]   and different systems,
[00:07:40.220 --> 00:07:41.880]   be able to surface relevant information.
[00:07:41.880 --> 00:07:43.240]   And relevance is really, I think,
[00:07:43.240 --> 00:07:46.940]   the key part of what we're focusing on now.
[00:07:46.940 --> 00:07:49.140]   - And can we get even a little more specific?
[00:07:49.140 --> 00:07:51.720]   Like where are we?
[00:07:51.720 --> 00:07:53.840]   Like what's a customer?
[00:07:53.840 --> 00:07:55.640]   What are they trying to do?
[00:07:55.640 --> 00:07:58.720]   I mean, I know nothing about video security,
[00:07:58.720 --> 00:08:00.960]   so I think you really need to like walk me through it.
[00:08:00.960 --> 00:08:02.560]   - Okay, so let's set the stage.
[00:08:02.560 --> 00:08:04.360]   So for enterprise,
[00:08:04.360 --> 00:08:06.680]   some of our biggest customers are, for example, school.
[00:08:06.680 --> 00:08:11.660]   School is a very unique operating environment, I would say,
[00:08:11.660 --> 00:08:13.020]   especially in the United States,
[00:08:13.020 --> 00:08:15.220]   with a lot of the issues that have happened
[00:08:15.220 --> 00:08:16.420]   here and continue.
[00:08:16.420 --> 00:08:18.980]   So typically you have two classes of users
[00:08:18.980 --> 00:08:19.860]   in video security.
[00:08:19.860 --> 00:08:22.080]   You have those who monitor video,
[00:08:22.080 --> 00:08:26.660]   so a SOC, where they essentially pay people to watch video
[00:08:26.660 --> 00:08:29.060]   and essentially deal with alerts from the system.
[00:08:29.060 --> 00:08:30.840]   At that point, you have systems
[00:08:30.840 --> 00:08:33.460]   that some may be not AI enhanced at all,
[00:08:33.460 --> 00:08:35.580]   no analytics at all, where you're just watching video
[00:08:35.580 --> 00:08:36.840]   and you have to watch the video
[00:08:36.840 --> 00:08:38.920]   and then essentially deal with it as a human.
[00:08:38.920 --> 00:08:41.740]   Increasingly, many of those video security systems have AI.
[00:08:41.740 --> 00:08:45.500]   So you're actually watching events and you're viewing video.
[00:08:45.500 --> 00:08:48.400]   The second class of user is not watching video at all.
[00:08:48.400 --> 00:08:51.700]   In fact, it is very rare to have someone spend the whole day
[00:08:51.700 --> 00:08:54.580]   at their desk in many of these cases, especially a school.
[00:08:54.580 --> 00:08:57.020]   You might have a single roaming security guard
[00:08:57.020 --> 00:08:58.980]   who is essentially going about their job,
[00:08:58.980 --> 00:09:00.700]   checking on different things in the school,
[00:09:00.700 --> 00:09:04.580]   dealing with student-related issues, tending to the staff.
[00:09:04.580 --> 00:09:07.340]   The only thing they have is a mobile phone in their pocket
[00:09:07.340 --> 00:09:08.960]   where you may be getting alerts
[00:09:08.960 --> 00:09:11.180]   from your underlying video security system.
[00:09:11.180 --> 00:09:13.060]   So essentially, you have to figure out
[00:09:13.060 --> 00:09:14.860]   how to deal with those alerts,
[00:09:14.860 --> 00:09:17.060]   including the accuracy of those alerts
[00:09:17.060 --> 00:09:19.340]   and triaging that to the right response.
[00:09:19.340 --> 00:09:22.740]   But that's basically the two customer bases that we have.
[00:09:22.740 --> 00:09:25.140]   So the problem we wanna be able to solve is
[00:09:25.140 --> 00:09:28.180]   how do we get the most relevant alerts to those customers
[00:09:28.180 --> 00:09:30.740]   and build a user experience where they can effectively deal
[00:09:30.740 --> 00:09:33.220]   with the situation when they're under stress?
[00:09:33.220 --> 00:09:35.220]   - And so what does an alert look like?
[00:09:35.220 --> 00:09:38.540]   - So an alert may be just an event
[00:09:38.540 --> 00:09:41.060]   that comes from a video security system.
[00:09:41.060 --> 00:09:44.580]   So for example, many of the cameras that we built today
[00:09:44.580 --> 00:09:46.860]   have AI embedded in them.
[00:09:46.860 --> 00:09:49.500]   That AI essentially allows you to set up different rules.
[00:09:49.500 --> 00:09:50.940]   The customer sets up different rules.
[00:09:50.940 --> 00:09:53.900]   So for example, they may set up a line crossing rule
[00:09:53.900 --> 00:09:56.420]   that says, "Okay, when someone crosses this line,
[00:09:56.420 --> 00:09:57.580]   "send me an event."
[00:09:57.580 --> 00:09:59.460]   That event will basically have,
[00:09:59.460 --> 00:10:01.760]   "Okay, this rule was triggered.
[00:10:01.760 --> 00:10:03.660]   "Here's a snapshot of what happened."
[00:10:03.660 --> 00:10:07.460]   So a person crossing the line
[00:10:07.460 --> 00:10:08.540]   and some other metadata
[00:10:08.540 --> 00:10:10.140]   depending on how the rule is configured.
[00:10:10.140 --> 00:10:12.500]   So essentially an alert will be,
[00:10:12.500 --> 00:10:16.580]   it's very similar to an event condition action type workflow
[00:10:16.580 --> 00:10:19.340]   where the action is performed by the human,
[00:10:19.340 --> 00:10:21.980]   but the event is usually taken care of by AI,
[00:10:21.980 --> 00:10:22.820]   typically today.
[00:10:22.820 --> 00:10:25.900]   So whether it's using some combination of object detection
[00:10:25.900 --> 00:10:27.540]   and tracking classification,
[00:10:27.540 --> 00:10:30.140]   and then the condition is usually set up by humans.
[00:10:30.140 --> 00:10:31.260]   And we should talk about that
[00:10:31.260 --> 00:10:34.500]   because as a company and from an AI perspective,
[00:10:34.500 --> 00:10:36.740]   we don't believe that rules are the right way to go,
[00:10:36.740 --> 00:10:38.780]   even though much of what we know as AI
[00:10:38.780 --> 00:10:40.820]   came from rule-based systems.
[00:10:40.820 --> 00:10:42.940]   Configuring a system using rules
[00:10:42.940 --> 00:10:44.720]   makes it very difficult for humans
[00:10:44.720 --> 00:10:47.220]   to be able to take what they have in their head visually
[00:10:47.220 --> 00:10:48.580]   and then map that to something
[00:10:48.580 --> 00:10:50.380]   that they need to look out for in the future.
[00:10:50.380 --> 00:10:52.820]   Because proactively,
[00:10:52.820 --> 00:10:55.380]   you set up all of this configuration in the rule,
[00:10:55.380 --> 00:10:58.400]   which depends on analytics metadata, AI metadata,
[00:10:58.400 --> 00:11:00.620]   but most of us typically don't know
[00:11:00.620 --> 00:11:01.980]   what's going to happen in the future.
[00:11:01.980 --> 00:11:03.700]   So this has happened at setup.
[00:11:03.700 --> 00:11:06.100]   This might never be changed for a long time
[00:11:06.100 --> 00:11:08.620]   because it may be complex to go in and change it.
[00:11:08.620 --> 00:11:10.580]   But me as a human, when I see something,
[00:11:10.580 --> 00:11:12.500]   I know that it's not right.
[00:11:12.500 --> 00:11:15.180]   That's one thing as humans, we do a very, very good job of
[00:11:15.180 --> 00:11:16.980]   is that when we visually see something,
[00:11:16.980 --> 00:11:18.260]   we can reason about the fact
[00:11:18.260 --> 00:11:20.100]   that there's something gone awry there.
[00:11:20.100 --> 00:11:22.680]   There's something that we wanna know about in the future.
[00:11:22.680 --> 00:11:24.700]   So the way we're building systems today
[00:11:24.700 --> 00:11:27.180]   is to be able to get closer to how humans think
[00:11:27.180 --> 00:11:30.160]   and allow humans to essentially visually specify
[00:11:30.160 --> 00:11:31.340]   the things that they care about
[00:11:31.340 --> 00:11:33.420]   so that we can essentially push this workflow
[00:11:33.420 --> 00:11:36.220]   from being largely a very reactive workflow.
[00:11:36.220 --> 00:11:38.300]   And I say that across public safety and enterprise
[00:11:38.300 --> 00:11:39.660]   to a more proactive workflow.
[00:11:39.660 --> 00:11:41.900]   And this is where AI can really kind of help.
[00:11:41.900 --> 00:11:46.940]   - And so how do you frame the problem as a vision problem?
[00:11:46.940 --> 00:11:50.660]   Like, are you trying to track all the people and objects
[00:11:50.660 --> 00:11:53.620]   and then set up a rule that like if a person goes
[00:11:53.620 --> 00:11:57.100]   in this area where there's not supposed to be a person,
[00:11:57.100 --> 00:11:58.260]   we fire an event?
[00:11:58.260 --> 00:12:01.000]   Or is it more unstructured?
[00:12:01.000 --> 00:12:05.200]   Like if we have training data that's like people in the area
[00:12:05.200 --> 00:12:07.760]   they're not supposed to be, people not,
[00:12:07.760 --> 00:12:09.320]   and then we're just sort of like looking for
[00:12:09.320 --> 00:12:11.560]   like a custom model to flag something.
[00:12:11.560 --> 00:12:12.760]   - That's a really good question.
[00:12:12.760 --> 00:12:15.600]   So I would say the majority of use cases
[00:12:15.600 --> 00:12:18.240]   and most vendors in this space,
[00:12:18.240 --> 00:12:20.040]   and many vendors have transitioned
[00:12:20.040 --> 00:12:21.740]   into deep learning based models,
[00:12:21.740 --> 00:12:23.960]   which really opened up from a vision standpoint
[00:12:23.960 --> 00:12:25.560]   what we can do, obviously.
[00:12:25.560 --> 00:12:28.020]   But typically you have object detection
[00:12:28.020 --> 00:12:29.860]   is kind of the core to everything,
[00:12:29.860 --> 00:12:31.700]   which is people and vehicles are the biggest thing
[00:12:31.700 --> 00:12:33.300]   that you care about in most of these.
[00:12:33.300 --> 00:12:35.940]   Doesn't matter, vertical specific or otherwise,
[00:12:35.940 --> 00:12:37.900]   that's, you've got to have that.
[00:12:37.900 --> 00:12:39.500]   If you're running analytics on a camera,
[00:12:39.500 --> 00:12:40.900]   you're also doing tracking, obviously,
[00:12:40.900 --> 00:12:43.020]   'cause tracking can provide you a lot of other pieces
[00:12:43.020 --> 00:12:45.220]   of metadata, not only to make your object detection
[00:12:45.220 --> 00:12:48.940]   more efficient, but also you can create different rules
[00:12:48.940 --> 00:12:52.180]   around, you know, speed, direction, things like that.
[00:12:52.180 --> 00:12:55.500]   So how it's done today is you have a set of analytics
[00:12:55.500 --> 00:12:57.540]   that run, whether it's at the edge,
[00:12:57.540 --> 00:12:58.720]   on a server or in the cloud,
[00:12:58.720 --> 00:13:00.620]   and we should talk about distributed computation
[00:13:00.620 --> 00:13:02.100]   because I think this is a key part
[00:13:02.100 --> 00:13:03.700]   of where we're going from an AI perspective
[00:13:03.700 --> 00:13:05.460]   that I think is a little bit different
[00:13:05.460 --> 00:13:06.980]   from where we are today.
[00:13:06.980 --> 00:13:08.340]   You typically have those analytics
[00:13:08.340 --> 00:13:10.740]   generating primitives metadata around.
[00:13:10.740 --> 00:13:13.420]   I detected a person, okay, I further class,
[00:13:13.420 --> 00:13:15.680]   I sub classified this person based on attributes
[00:13:15.680 --> 00:13:18.060]   I understand, same thing for vehicles.
[00:13:18.060 --> 00:13:20.500]   Now I take that metadata and I set up different rules,
[00:13:20.500 --> 00:13:21.340]   as you said.
[00:13:21.340 --> 00:13:24.680]   So, you know, if I want to know, for example,
[00:13:24.680 --> 00:13:27.420]   if a blue car is what I care about,
[00:13:27.420 --> 00:13:30.480]   I can use that metadata to my advantage to set up a rule.
[00:13:30.480 --> 00:13:33.120]   That rule fires, you get an alert,
[00:13:33.120 --> 00:13:35.580]   and then that alert goes back to what we talked about
[00:13:35.580 --> 00:13:39.060]   at the start, where a human can take some action on it.
[00:13:39.060 --> 00:13:41.380]   - And does it get as detailed as like, you know,
[00:13:41.380 --> 00:13:44.220]   these specific people can go here and these, you know,
[00:13:44.220 --> 00:13:46.380]   like if they're not sort of on this list of people,
[00:13:46.380 --> 00:13:48.420]   don't let them, you know, go in this area.
[00:13:48.420 --> 00:13:51.560]   Like how advanced does this get?
[00:13:51.560 --> 00:13:54.560]   - Yeah, so that's, again, I think a very important point.
[00:13:54.560 --> 00:13:59.380]   So detection and even matching happens at a level
[00:13:59.380 --> 00:14:01.900]   on a computer vision domain where we don't need identity,
[00:14:01.900 --> 00:14:02.840]   for example.
[00:14:02.840 --> 00:14:05.320]   What you're talking about is now connecting that metadata
[00:14:05.320 --> 00:14:06.500]   with identity.
[00:14:06.500 --> 00:14:09.860]   So I do not want a particular person to enter
[00:14:09.860 --> 00:14:11.560]   because this person is on a watch list.
[00:14:11.560 --> 00:14:14.860]   It might be someone who's dangerous and so on and so forth.
[00:14:14.860 --> 00:14:17.820]   So that's when you get into things like OCR
[00:14:17.820 --> 00:14:19.900]   and facial recognition, for example,
[00:14:19.900 --> 00:14:21.900]   where now you're connecting identity
[00:14:21.900 --> 00:14:24.420]   with those descriptive AI analytics,
[00:14:24.420 --> 00:14:26.860]   where I'm actually just, I don't know who it is,
[00:14:26.860 --> 00:14:29.500]   but I know how to find the person in the visual domain,
[00:14:29.500 --> 00:14:30.340]   for example.
[00:14:30.340 --> 00:14:33.580]   So that is something customers can do on their sites.
[00:14:33.580 --> 00:14:36.140]   And that information is managed completely by them.
[00:14:36.140 --> 00:14:39.700]   But in terms of getting the analytics down from, you know,
[00:14:39.700 --> 00:14:42.020]   an object to an actual individual,
[00:14:42.020 --> 00:14:44.260]   you need that second piece of information
[00:14:44.260 --> 00:14:45.820]   to be able to connect identity.
[00:14:45.820 --> 00:14:47.980]   - Interesting.
[00:14:47.980 --> 00:14:52.340]   I guess then, do your models typically run on the edge
[00:14:52.340 --> 00:14:55.140]   or the cloud, or is there some kind of hybrid situation?
[00:14:55.140 --> 00:14:57.100]   Like how do you handle that?
[00:14:57.100 --> 00:14:58.860]   - Yeah, so that's a great question.
[00:14:58.860 --> 00:15:01.640]   So for our analytics, we use all three.
[00:15:01.640 --> 00:15:04.860]   And kind of our vision is that AI really needs
[00:15:04.860 --> 00:15:06.500]   to be democratized for users,
[00:15:06.500 --> 00:15:08.540]   regardless of the equipment that they're using.
[00:15:08.540 --> 00:15:11.420]   So some people may invest a lot in edge hardware,
[00:15:11.420 --> 00:15:13.560]   where it's typically quite expensive,
[00:15:13.560 --> 00:15:16.220]   but you can run a lot of the AI computation efficiently
[00:15:16.220 --> 00:15:17.060]   at the edge.
[00:15:17.060 --> 00:15:21.220]   We use a variety of AI SOCs, depending on the platform.
[00:15:22.180 --> 00:15:24.740]   But we also leverage distributed computation,
[00:15:24.740 --> 00:15:26.820]   'cause one of the usability factors
[00:15:26.820 --> 00:15:28.460]   that we think is important is the ability
[00:15:28.460 --> 00:15:30.380]   to centrally manage information
[00:15:30.380 --> 00:15:31.940]   that come from your AI models.
[00:15:31.940 --> 00:15:34.120]   So for users, that's a game changer.
[00:15:34.120 --> 00:15:35.740]   And so we distribute computation.
[00:15:35.740 --> 00:15:37.500]   It should be transparent to the user.
[00:15:37.500 --> 00:15:40.100]   You might have a cheap IP camera, for example,
[00:15:40.100 --> 00:15:42.540]   but you still wanna get the benefits of AI.
[00:15:42.540 --> 00:15:45.180]   So at that point, you may be doing the bulk
[00:15:45.180 --> 00:15:46.620]   of your computation in the cloud,
[00:15:46.620 --> 00:15:48.900]   or on a server on-premises.
[00:15:48.900 --> 00:15:50.460]   How you make that cost effective,
[00:15:50.460 --> 00:15:51.980]   there are some interesting things that we do
[00:15:51.980 --> 00:15:52.820]   to do that.
[00:15:52.820 --> 00:15:56.180]   I think the biggest benefit, how we think about the edge
[00:15:56.180 --> 00:15:58.900]   when it comes to AI in vision is,
[00:15:58.900 --> 00:16:01.660]   the camera really tells you where to look.
[00:16:01.660 --> 00:16:04.700]   And so once you can focus attention,
[00:16:04.700 --> 00:16:06.980]   then you can actually be much more opinionated
[00:16:06.980 --> 00:16:09.300]   and sure about how much computation you spend
