
[00:00:00.040 --> 00:00:09.780]  ви should
[00:04:26.320 --> 00:04:26.320]   The United States government will be a better place to live.
[00:04:26.320 --> 00:04:56.340]   the United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.340 --> 00:04:56.340]   The United States government will be a better place to live.
[00:04:56.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:26.360]   The United States government will be a better place to live.
[00:05:26.360 --> 00:05:56.380]   the United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.380 --> 00:05:56.380]   The United States government will be a better place to live.
[00:05:56.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:26.400]   The United States government will be a better place to live.
[00:06:26.400 --> 00:06:56.420]   the United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.420 --> 00:06:56.420]   The United States government will be a better place to live.
[00:06:56.460 --> 00:07:26.440]   the United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   The United States government will be a better place to live.
[00:07:26.440 --> 00:07:26.440]   k.
[00:07:26.440 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.460 --> 00:07:56.460]   The United States government will be a better place to live.
[00:07:56.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:26.480]   The United States government will be a better place to live.
[00:08:26.480 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.500 --> 00:08:56.500]   The United States government will be a better place to live.
[00:08:56.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:26.520]   The United States government will be a better place to live.
[00:09:26.520 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.540 --> 00:09:56.540]   The United States government will be a better place to live.
[00:09:56.560 --> 00:10:26.560]   I need to eat.
[00:10:26.560 --> 00:10:26.560]   I need to eat.
[00:10:26.560 --> 00:10:26.560]   I need to eat.
[00:10:26.560 --> 00:10:26.560]   I mean, your heart goes out.
[00:10:26.560 --> 00:10:26.560]   Just think about how sad this poor woman's life is.
[00:10:26.560 --> 00:10:26.560]   I mean, your heart goes out.
[00:10:26.560 --> 00:10:26.560]   Just think about how sad this poor woman's life is.
[00:10:26.560 --> 00:10:26.560]   I need to eat on the road.
[00:10:26.560 --> 00:10:26.560]   I also like getting out of the house so I don't go crazy and dining alone and with people because I'm an adult with a career in life.
[00:10:26.560 --> 00:10:26.560]   I mean, your heart goes out.
[00:10:26.560 --> 00:10:26.560]   I mean, your heart goes out.
[00:10:26.560 --> 00:10:26.560]   Just think about how sad this poor woman's life is.
[00:10:26.560 --> 00:10:26.560]   I mean, your heart goes out.
[00:10:26.560 --> 00:10:26.560]   This is not an uncommon thing, but does nobody sit down and actually think, huh, wait a second. Do I need to spend that much money?
[00:10:26.560 --> 00:10:56.580]  ,
[00:10:56.580 --> 00:10:56.580]   I mean, your heart goes out.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.580 --> 00:10:56.580]   Just think about how sad this poor woman's life is.
[00:10:56.600 --> 00:11:26.600]   I mean, there's almost no self-awareness.
[00:11:26.600 --> 00:11:26.600]   There's almost nobody that sits down and says,
[00:11:26.600 --> 00:11:26.600]   I wonder if there's a connection between cause and effect.
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a broke...
[00:11:26.600 --> 00:11:26.600]   What did she say she was?
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:26.600 --> 00:11:26.600]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:26.640 --> 00:11:56.620]  .
[00:11:56.620 --> 00:11:56.620]   I wonder if the fact that I have no time might be due to the fact that I'm trying to work all the time and maybe I could take a break and cook something instead of spending all my money having other servants cook for me. I mean that's what it is. But even you know, Miss Alexandra originally personal grooming you get fired if you skip that you're telling me that somebody needs to spend $94 a month on personal grooming now what's funny to me is it's a very legitimate question I
[00:11:56.620 --> 00:11:56.620]   I wonder if I might be a temporarily disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:56.620 --> 00:11:56.620]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:11:56.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:26.640 --> 00:12:26.640]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:12:56.660 --> 00:12:56.660]   I wonder if I might be a temporary disabled digital media hustler who needs to frequently buy my time back at best.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a lunch? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:26.680]  , John responds or checks notes personal grooming.
[00:13:26.680 --> 00:13:56.700]  , John responds or checks notes personal grooming.
[00:13:56.700 --> 00:13:56.700]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:13:56.700 --> 00:13:56.700]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:13:56.700 --> 00:13:56.700]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:13:56.700 --> 00:13:56.700]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:13:56.700 --> 00:13:56.700]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:13:56.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.720 --> 00:14:26.720]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:26.760 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.740 --> 00:14:56.740]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:14:56.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.760 --> 00:15:26.760]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:26.780 --> 00:15:56.780]   John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.780 --> 00:15:56.780]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:15:56.820 --> 00:16:26.800]  ,
[00:16:26.800 --> 00:16:26.800]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:16:26.800 --> 00:16:26.800]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:16:26.800 --> 00:16:26.800]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:16:26.800 --> 00:16:26.800]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:16:26.800 --> 00:16:26.800]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:16:26.800 --> 00:16:26.800]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming.
[00:16:26.820 --> 00:16:56.820]   Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner? John responds or checks notes personal grooming. Yeah, who the censored needs a dinner?
[00:16:56.820 --> 00:16:56.820]   I'm no big city lawyer, but poor shaming the middle class doesn't seem like a winning social media strategy USA today. Stephen writes, "The economy would implode without the average adult spending on these leisurely items." I don't know what to say. I guess repeat those two themes. If this is at all reflective of the law,
[00:16:56.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:26.840]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:26.840 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:56.860 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:56.860 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
[00:17:56.860 --> 00:17:56.860]   I guess repeat those two themes. If this is at all reflective of the law,
