
[00:00:00.000 --> 00:00:05.000]   [music]
[00:04:30.220 --> 00:04:39.040]   So verse 15 and 16, "You have received the Spirit of adoption as sons by whom you cry,
[00:04:39.040 --> 00:04:41.360]   'Abba, Father!'
[00:04:41.360 --> 00:04:43.920]   The Spirit Himself bearing witness with your spirit."
[00:04:43.920 --> 00:04:53.760]   So when there rises in the believer's heart a humble, authentic, dependent, thankful,
[00:04:53.760 --> 00:05:00.900]   happy Father, Father, that's the Holy Spirit.
[00:05:00.900 --> 00:05:10.700]   Because a person who is without Christ cannot call out to God in a dependent, loving, thankful,
[00:05:10.700 --> 00:05:11.700]   humble way.
[00:05:11.700 --> 00:05:12.700]   They're too selfish.
[00:05:12.700 --> 00:05:14.180]   They're too self-reliant.
[00:05:14.180 --> 00:05:16.560]   They don't treat God that way.
[00:05:16.560 --> 00:05:23.940]   And the reason I said it's also a heart cry to Jesus as Lord is because He says almost
[00:05:23.940 --> 00:05:26.780]   the same thing in 1 Corinthians 12.
[00:05:26.780 --> 00:05:27.780]   3.
[00:05:27.780 --> 00:05:34.060]   "Therefore, I want you to understand, no one speaking in the Spirit of God ever says,
[00:05:34.060 --> 00:05:35.860]   'Jesus is cursed.'
[00:05:35.860 --> 00:05:42.420]   And no one can say, 'Jesus is Lord,' except in the Holy Spirit."
[00:05:42.420 --> 00:05:49.700]   So if your heart rises up not only to say, "Father, Father, I need you," but also rises
[00:05:49.700 --> 00:05:55.820]   up to say, "Jesus, my Master, my Lord, my God, my everything."
[00:05:55.820 --> 00:06:00.880]   If your heart rises up to say that, that's the Holy Spirit in you.
[00:06:00.880 --> 00:06:04.380]   That's the evidence of God in your life.
[00:06:04.380 --> 00:06:06.660]   That's part of His assuring work.
[00:06:06.660 --> 00:06:12.180]   So here's one last counsel.
[00:06:12.180 --> 00:06:20.980]   The source of assurance, finally, is not found by focusing on our hearts and ourselves.
[00:06:20.980 --> 00:06:27.140]   It's found by focusing on that Lord and that Father.
[00:06:27.140 --> 00:06:35.260]   Because Jesus said, "When the Spirit of truth comes," this is John 16, 13, and 14, "When
[00:06:35.260 --> 00:06:40.460]   the Spirit of truth comes, He will glorify me."
[00:06:40.460 --> 00:06:46.460]   Which means, if you want the Holy Spirit to be at work in you, awakening that authentic
[00:06:46.460 --> 00:06:53.060]   cry to Jesus, "My Lord and to God, my Father," you look to them.
[00:06:53.060 --> 00:06:57.280]   You look to them, because that's whom the Holy Spirit glorifies.
[00:06:57.280 --> 00:07:02.820]   If you look within and take your life, I mean your eyes, off of Jesus, what's the Holy Spirit
[00:07:02.820 --> 00:07:03.820]   going to glorify?
[00:07:03.820 --> 00:07:09.560]   There's nothing for Him to magnify if you're not looking at Jesus and the Father.
[00:07:09.560 --> 00:07:17.740]   So bottom line, the Holy Spirit's witness is, one, His work in us to create evidences
[00:07:17.740 --> 00:07:20.900]   that we're His child by producing the fruits of the Spirit.
[00:07:20.900 --> 00:07:28.500]   And number two, it's His awakening in us of a heartfelt cry, "Daddy, Father, I need you.
[00:07:28.500 --> 00:07:33.140]   And Jesus, you're my Lord, you're my guide, you're my treasure."
[00:07:33.140 --> 00:07:39.220]   When our hearts are crying out with authentic dependence like that, and our lives are giving
[00:07:39.220 --> 00:07:46.500]   some evidence of His presence, then that's the work of the Holy Spirit witnessing.
[00:07:46.500 --> 00:07:49.180]   Thank you, Pastor John, and thank you for listening to this podcast.
[00:07:49.180 --> 00:07:53.580]   If you want more on this theme, visit us online at DesiringGod.org to listen to a sermon from
[00:07:53.580 --> 00:07:59.540]   Pastor John on Romans 8, 13 through 17, which is titled, "The Spirit-Led are the Sons of
[00:07:59.540 --> 00:08:03.540]   God," which was preached on April 14, 2002.
[00:08:03.540 --> 00:08:06.500]   And while you're there, you can find thousands of other free books, articles, sermons, and
[00:08:06.500 --> 00:08:10.660]   other resources from John Piper's 32-plus years of ministry.
[00:08:10.660 --> 00:08:11.660]   I'm your host, Tony Reinke.
[00:08:11.660 --> 00:08:12.260]   Thanks for listening.
[00:08:12.260 --> 00:08:12.760]   [END]
[00:08:12.760 --> 00:08:13.760]   Desiring God.
[00:08:13.760 --> 00:08:14.760]   The Spirit-Led are the Sons of God.
[00:08:14.760 --> 00:08:15.760]   This is the podcast that you need to listen to.
[00:08:15.760 --> 00:08:16.760]   If you're listening to this podcast, you're listening to a sermon from Pastor John on
[00:08:16.760 --> 00:08:17.760]   Romans 8, 13 through 17.
[00:08:17.760 --> 00:08:18.760]   If you're listening to a sermon from Pastor John on Romans 8, 13, you're listening to
[00:08:18.760 --> 00:08:19.760]   a sermon from Pastor John on Romans 8, 13, you're listening to a sermon from Pastor
[00:08:19.760 --> 00:08:20.760]   John on Romans 8, 13, you're listening to a sermon from Pastor John on Romans 8, 13,
[00:08:20.760 --> 00:08:21.760]   you're listening to a sermon from Pastor John on Romans 8, 13, you're listening to a

