
[00:00:00.000 --> 00:00:06.200]   Welcome back everyone.
[00:10:40.840 --> 00:10:45.000]   Turn off notifications that might appear on your screen.
[00:10:45.000 --> 00:10:47.880]   If you get up in front of thousands of people
[00:10:47.880 --> 00:10:50.880]   at an ACL conference to give an important talk,
[00:10:50.880 --> 00:10:52.080]   it's your moment to shine.
[00:10:52.080 --> 00:10:54.120]   You do not want personal messages
[00:10:54.120 --> 00:10:57.200]   flashing by as notifications in the upper corner
[00:10:57.200 --> 00:10:57.880]   of your screen.
[00:10:57.880 --> 00:10:59.600]   Shut those down.
[00:10:59.600 --> 00:11:02.080]   Make sure your computer is out of power save mode
[00:11:02.080 --> 00:11:05.000]   so that the screen doesn't shut down while you're talking.
[00:11:05.000 --> 00:11:07.520]   The most tragic thing here is that you step away
[00:11:07.520 --> 00:11:10.040]   from the computer to make a point.
[00:11:10.040 --> 00:11:12.800]   You're doing that long enough that the screen shuts down,
[00:11:12.800 --> 00:11:15.080]   and then the projector won't come back,
[00:11:15.080 --> 00:11:18.080]   and you lose many minutes of your allotted time
[00:11:18.080 --> 00:11:20.640]   just trying to get the projector to cooperate.
[00:11:20.640 --> 00:11:21.640]   So sad.
[00:11:21.640 --> 00:11:23.440]   Just make sure your screen doesn't do that,
[00:11:23.440 --> 00:11:25.200]   and you'll be better off.
[00:11:25.200 --> 00:11:27.720]   Shut down running applications that might get in your way.
[00:11:27.720 --> 00:11:29.760]   They could eat up memory and cause problems,
[00:11:29.760 --> 00:11:32.920]   or they could just start to ask that you update them
[00:11:32.920 --> 00:11:35.520]   or some other needy thing right in the middle of the talk,
[00:11:35.520 --> 00:11:36.920]   and it could distract everyone.
[00:11:36.920 --> 00:11:39.360]   And you might not notice the little bouncing icon
[00:11:39.360 --> 00:11:43.960]   that everyone is now studying instead of listening to you.
[00:11:43.960 --> 00:11:46.320]   Make sure your desktop is clear of files and notes
[00:11:46.320 --> 00:11:48.040]   that you wouldn't want the world to see.
[00:11:48.040 --> 00:11:51.120]   Again, imagine you're up in front of thousands of people.
[00:11:51.120 --> 00:11:52.720]   They are definitely going to study
[00:11:52.720 --> 00:11:55.600]   whatever they can see of your desktop as they sit idly
[00:11:55.600 --> 00:11:57.040]   waiting for your talk to start
[00:11:57.040 --> 00:11:58.720]   or whatever else is happening.
[00:11:58.720 --> 00:12:00.000]   Make sure that's information
[00:12:00.000 --> 00:12:03.360]   that you want everyone to be looking at.
[00:12:03.360 --> 00:12:06.200]   And if you're using PowerPoint or Keynote or Google Slides
[00:12:06.200 --> 00:12:07.560]   or some specialized software
[00:12:07.560 --> 00:12:09.760]   that might depend on having net access,
[00:12:09.760 --> 00:12:13.400]   make a PDF backup so that it's there just in case.
[00:12:13.400 --> 00:12:16.400]   And really the ultimate in survival here,
[00:12:16.400 --> 00:12:17.600]   projectors can fail,
[00:12:17.600 --> 00:12:20.760]   so you should be prepared to give the talk
[00:12:20.760 --> 00:12:22.120]   without any slides.
[00:12:22.120 --> 00:12:24.920]   The audience will be on your side if you have to do this.
[00:12:24.920 --> 00:12:27.040]   It's a real opportunity to shine.
[00:12:27.040 --> 00:12:31.560]   Be ready to do it as a talk track alone.
[00:12:31.560 --> 00:12:33.880]   And then finally, the discussion period.
[00:12:33.880 --> 00:12:36.200]   This is often the most anxiety-producing part
[00:12:36.200 --> 00:12:37.640]   of giving any talk.
[00:12:37.640 --> 00:12:39.520]   It's very important.
[00:12:39.520 --> 00:12:41.600]   It should be the chance for the audience
[00:12:41.600 --> 00:12:44.280]   to gain a deeper understanding of your ideas.
[00:12:44.280 --> 00:12:47.240]   And when that is the spirit of the audience,
[00:12:47.240 --> 00:12:48.640]   this is wonderful.
[00:12:48.640 --> 00:12:50.280]   You really feel like you're engaged
[00:12:50.280 --> 00:12:53.720]   in a new kind of exploration and education.
[00:12:53.720 --> 00:12:56.760]   Sometimes, though, other things do happen.
[00:12:56.760 --> 00:12:59.880]   Hostile questioners, confused questioners,
[00:12:59.880 --> 00:13:01.680]   people who won't give up the floor,
[00:13:01.680 --> 00:13:06.120]   all of that other stuff that can be so anxiety-producing.
[00:13:06.120 --> 00:13:07.840]   You have to live with that.
[00:13:07.840 --> 00:13:09.200]   When people ask questions,
[00:13:09.200 --> 00:13:11.480]   my standard advice is to pause for a second
[00:13:11.480 --> 00:13:15.040]   before answering each one, if you can possibly help it.
[00:13:15.040 --> 00:13:17.040]   That will make sure that they're done talking,
[00:13:17.040 --> 00:13:19.160]   and it will also make you appear deliberative.
[00:13:19.160 --> 00:13:20.360]   And I think that's always good
[00:13:20.360 --> 00:13:23.360]   in terms of honoring the contributions people make.
[00:13:23.360 --> 00:13:25.880]   I grant that you've thought about the ideas forever.
[00:13:25.880 --> 00:13:27.680]   You might know what answer you want to give
[00:13:27.680 --> 00:13:29.640]   from word one from this person,
[00:13:29.640 --> 00:13:31.520]   but at least keep up the pretense
[00:13:31.520 --> 00:13:33.040]   that you are actively listening.
[00:13:33.040 --> 00:13:34.680]   You might be surprised,
[00:13:34.680 --> 00:13:37.920]   and also you want to honor the contributions of these people.
[00:13:37.920 --> 00:13:42.040]   Avoid saying, "I have no idea," and leaving it at that.
[00:13:42.040 --> 00:13:44.520]   You can probably get away with doing that once
[00:13:44.520 --> 00:13:46.800]   if it's a really blazing insight.
[00:13:46.800 --> 00:13:48.520]   But ideally, you say something like,
[00:13:48.520 --> 00:13:51.680]   "I have no idea, but let's think in this direction,"
[00:13:51.680 --> 00:13:54.160]   or, "Let's meditate on this possible extension,"
[00:13:54.160 --> 00:13:56.680]   or whatever it is to create a discourse again,
[00:13:56.680 --> 00:13:59.360]   'cause that's, after all, the goal of these things.
[00:13:59.360 --> 00:14:03.280]   Most questions won't make total sense to you.
[00:14:03.280 --> 00:14:04.920]   You've thought about the ideas a lot.
[00:14:04.920 --> 00:14:07.000]   Your questioner may be entirely new to them,
[00:14:07.000 --> 00:14:09.640]   and they might be struggling as part of their question
[00:14:09.640 --> 00:14:12.640]   to figure out exactly how to come to grips with the ideas.
[00:14:12.640 --> 00:14:13.920]   So you have to work with that
[00:14:13.920 --> 00:14:16.720]   and find a way for this to feel productive.
[00:14:16.720 --> 00:14:20.080]   You'll be a hit if you can warp every question,
[00:14:20.080 --> 00:14:22.440]   whether confused or not, hostile or not,
[00:14:22.440 --> 00:14:25.040]   whatever it is, into one that makes sense
[00:14:25.040 --> 00:14:26.640]   and leaves everyone with the impression
[00:14:26.640 --> 00:14:29.400]   that the questioner raised an important issue.
[00:14:29.400 --> 00:14:31.360]   Then everyone will feel validated.
[00:14:31.360 --> 00:14:33.440]   You'll feel like you've connected with people,
[00:14:33.440 --> 00:14:36.240]   and they'll feel like they connected with you.
[00:14:36.240 --> 00:14:38.720]   Notice that I have called this the discussion period.
[00:14:38.720 --> 00:14:41.280]   It's often called the Q&A period.
[00:14:41.280 --> 00:14:42.880]   I think that's a misnomer.
[00:14:42.880 --> 00:14:44.960]   It's really not about question and answer.
[00:14:44.960 --> 00:14:46.080]   It's about discussion.
[00:14:46.080 --> 00:14:47.520]   And if you ease into that mode,
[00:14:47.520 --> 00:14:50.000]   I think you'll overall feel more satisfied
[00:14:50.000 --> 00:14:51.880]   by these experiences,
[00:14:51.880 --> 00:14:54.000]   recognizing, though, that sometimes
[00:14:54.000 --> 00:14:55.840]   they kind of do go off the rails.
[00:14:55.840 --> 00:14:58.440]   (upbeat music)
[00:14:58.440 --> 00:15:00.500]   you

