
[00:00:00.040 --> 00:00:07.020]  oncé just over
[00:06:59.140 --> 00:06:59.140]   I can't persuade children to feel some justice in their lives.
[00:06:59.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:29.160]   I can't persuade children to feel some justice in their lives.
[00:07:29.160 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.180 --> 00:07:59.180]   I can't persuade children to feel some justice in their lives.
[00:07:59.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:29.200]   and I can't persuade children to feel some justice in their lives.
[00:08:29.200 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.220 --> 00:08:59.220]   and I can't persuade children to feel some justice in their lives.
[00:08:59.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.240 --> 00:09:29.240]   And I can't persuade children to feel some justice in their lives.
[00:09:29.280 --> 00:09:59.260]  ,
[00:09:59.260 --> 00:09:59.260]   You feel tremendous pressure to go along with your peers. You feel tremendous pressure to go along with what's normal. You feel tremendous pressure to fit in. And so in order for you to go against that and to make unique individual decisions for your life and for your family, you will need a huge amount of self-confidence. You will probably need to do a significant amount of research.
[00:09:59.260 --> 00:09:59.260]   You will probably need to do a significant amount of research.
[00:09:59.260 --> 00:09:59.260]   You will probably need to do a significant amount of research.
[00:09:59.260 --> 00:09:59.260]   You will probably need to do a significant amount of research.
[00:09:59.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:29.280]   You will probably need to do a significant amount of research.
[00:10:29.280 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.300 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.300 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.300 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.300 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.300 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.300 --> 00:10:59.300]   You will probably need to do a significant amount of research.
[00:10:59.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:29.320]   I will probably need to do a significant amount of research.
[00:11:29.320 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.340 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.340 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.340 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.340 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.340 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.340 --> 00:11:59.340]   I will probably need to do a significant amount of research.
[00:11:59.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:29.360]   I will probably need to do a significant amount of research.
[00:12:29.360 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research.
[00:12:59.380 --> 00:12:59.380]   I will probably need to do a significant amount of research. I will probably need to do a significant amount of research.
[00:12:59.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:29.400]   I will probably need to do a significant amount of research.
[00:13:29.400 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.420 --> 00:13:59.420]   I will probably need to do a significant amount of research.
[00:13:59.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:29.440]   I will probably need to do a significant amount of research.
[00:14:29.440 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.460 --> 00:14:59.460]   I will probably need to do a significant amount of research.
[00:14:59.480 --> 00:15:29.480]   The American Education System that has ever been written.
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment
[00:15:29.480 --> 00:15:29.480]   Gatto encouraged parents to foster an environment Gato encouraged parents to be a system of the American education
[00:15:29.520 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.500 --> 00:15:59.500]   It was a time when the American education system was the most important thing in the world.
[00:15:59.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:29.520]   The American education system was the most important thing in the world.
[00:16:29.520 --> 00:16:59.540]   The American education system was the most important thing in the world.
[00:16:59.540 --> 00:16:59.540]   The American education system was the most important thing in the world.
[00:16:59.540 --> 00:16:59.540]   The American education system was the most important thing in the world.
[00:16:59.540 --> 00:16:59.540]   The American education system was the most important thing in the world.
[00:16:59.540 --> 00:16:59.540]   The American education system was the most important thing in the world.
[00:16:59.540 --> 00:16:59.540]   The American education system was the most important thing in the world.
[00:16:59.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
[00:17:29.560 --> 00:17:29.560]   The American education system was the most important thing in the world.
