
[00:00:00.000 --> 00:00:04.760]   [intro music]
[00:08:21.840 --> 00:08:22.640]   How do we do this now?
[00:08:22.640 --> 00:08:23.360]   How do we do that now?
[00:08:23.360 --> 00:08:25.040]   Right? So there's a sudden increase in work volume.
[00:08:25.040 --> 00:08:29.680]   The, the metric here is the number of average number of commitments on each worker's plate
[00:08:29.680 --> 00:08:31.360]   really went up.
[00:08:31.360 --> 00:08:34.240]   So this raised the overhead, the number of meetings that had to happen in the number
[00:08:34.240 --> 00:08:35.360]   of emails that had to happen.
[00:08:35.360 --> 00:08:36.160]   What was the result?
[00:08:36.160 --> 00:08:41.840]   Quite a few office workers reported to me that they ended up having eight hours zoom days.
[00:08:41.840 --> 00:08:46.160]   Back to back to back to back to back to back meetings to talk about work.
[00:08:46.160 --> 00:08:46.480]   Why?
[00:08:46.480 --> 00:08:50.800]   Because each of these things they now have to do requires a meeting each week and they
[00:08:50.800 --> 00:08:53.360]   have enough of these things that those meetings all have to happen.
[00:08:53.360 --> 00:08:58.080]   And soon all they're doing is meetings and no work actually gets done.
[00:08:58.080 --> 00:09:02.480]   Well, this is incredibly frustrating and it also leads to burnout.
[00:09:02.480 --> 00:09:06.000]   So these two things, the short circuiting of our planning circuit and the overhead spiral,
[00:09:06.000 --> 00:09:12.800]   these two things that come along with increased work volume generates burnout.
[00:09:12.800 --> 00:09:14.160]   That's my argument.
[00:09:14.160 --> 00:09:15.680]   All right.
[00:09:15.680 --> 00:09:19.200]   So now if we look back at this proposition, well, what we need is a four day work week.
[00:09:19.760 --> 00:09:25.600]   That's not going to solve burnout because all of those issues of increased work volume
[00:09:25.600 --> 00:09:26.240]   are still there.
[00:09:26.240 --> 00:09:27.760]   If anything, they're going to get worse.
[00:09:27.760 --> 00:09:34.160]   If you take a day off of the week where none of this overhead can happen, then the other
[00:09:34.160 --> 00:09:35.680]   days are going to get even more crowded.
[00:09:35.680 --> 00:09:41.280]   And the stress you have from having more things on your plate than your brain can plan, nothing
[00:09:41.280 --> 00:09:43.920]   about that stress changes if you're not working on Mondays.
[00:09:43.920 --> 00:09:45.760]   You still have all those things.
[00:09:45.760 --> 00:09:47.600]   You still can't plan how it's going to get done.
[00:09:48.480 --> 00:09:53.120]   So my argument is the issue is not the number of hours we're expected to work.
[00:09:53.120 --> 00:09:54.640]   That is an industrial mindset.
[00:09:54.640 --> 00:09:59.520]   If we're looking at industrial work in which the worker has very little autonomy,
[00:09:59.520 --> 00:10:05.040]   where after the Taylorism revolution in the early 20th century, you have a small number
[00:10:05.040 --> 00:10:08.800]   of people who figure out the best way to execute the work, the best way to build the cars.
[00:10:08.800 --> 00:10:11.840]   They break it down in the steps, they optimize, and then the workers are just told, here's
[00:10:11.840 --> 00:10:12.560]   what you should do.
[00:10:12.560 --> 00:10:16.480]   Sit here on this assembly line, do that bolt, turn that wrench.
[00:10:17.680 --> 00:10:23.280]   In that type of work, where the worker is just doing the same task repetitively, the
[00:10:23.280 --> 00:10:25.680]   only knob you have to turn is the number of hours you work.
[00:10:25.680 --> 00:10:29.040]   And so if you are exhausted or burnt out from work, you need to do less work.
[00:10:29.040 --> 00:10:30.640]   Reduce the hours, pay more for the time.
[00:10:30.640 --> 00:10:32.000]   It makes complete sense.
[00:10:32.000 --> 00:10:33.920]   This does not translate to knowledge work.
[00:10:33.920 --> 00:10:37.920]   We are not stressed because nine to five is too many hours to be working.
[00:10:37.920 --> 00:10:41.760]   From a physical toil perspective, knowledge work is easy.
[00:10:41.760 --> 00:10:46.720]   You're in an air conditioned box on a $700 chair.
[00:10:47.120 --> 00:10:51.040]   Looking at a computer screen and doing social media on the side.
[00:10:51.040 --> 00:10:53.520]   It is not a toil on our body.
[00:10:53.520 --> 00:10:55.280]   Our problem is not I need to get away from that.
[00:10:55.280 --> 00:11:03.280]   It is the psychological and logistical weight of overload that comes from these work volumes
[00:11:03.280 --> 00:11:04.560]   getting too large.
[00:11:04.560 --> 00:11:09.600]   So the answer is reduce the work volumes.
[00:11:09.600 --> 00:11:13.200]   Not reduce the amount of work a company does.
[00:11:13.200 --> 00:11:18.000]   I'm not saying that you say, okay, we're going to drastically slash the number of clients
[00:11:18.000 --> 00:11:18.560]   we service.
[00:11:18.560 --> 00:11:22.000]   We're going to drastically decrease the rate at which our software is produced.
[00:11:22.000 --> 00:11:23.360]   No, don't get me wrong about that.
[00:11:23.360 --> 00:11:29.120]   What I'm saying is the amount of work that's on individuals' plates should be reduced down
[00:11:29.120 --> 00:11:33.200]   to the point at any one moment that they do not feel their short circuiting of their planning
[00:11:33.200 --> 00:11:37.600]   circuits and the overhead of what is currently on their plate is manageable.
[00:11:37.600 --> 00:11:42.640]   That means all of the other work that does still have to get done has to be stored somewhere.
[00:11:43.600 --> 00:11:47.840]   Else it is an idea I come back to again and again.
[00:11:47.840 --> 00:11:51.280]   It's an idea that is at the core of my most recent book, A World Without Email.
[00:11:51.280 --> 00:11:57.520]   Companies and organizations themselves have to do more work towards organizing work.
[00:11:57.520 --> 00:12:02.000]   All these different things that may or may not have to get done from the very small to
[00:12:02.000 --> 00:12:06.000]   the very big, don't put them on this person's plate.
[00:12:06.000 --> 00:12:07.120]   Have them in a system.
[00:12:07.120 --> 00:12:10.080]   And when that person's done with what they're working on, you give them a new thing.
[00:12:10.080 --> 00:12:12.560]   They only have one or two things on their plate at a time.
[00:12:12.560 --> 00:12:16.240]   You have a lot of admin forum, have admin blocks, you can come to them and sign up and
[00:12:16.240 --> 00:12:18.240]   take a slot and work with them to fill out forms.
[00:12:18.240 --> 00:12:19.920]   You can't just throw things on their plate.
[00:12:19.920 --> 00:12:24.560]   We cannot underestimate the toil and hardship that comes from just saying,
[00:12:24.560 --> 00:12:27.520]   let's distribute all work to individuals and let them figure it out.
[00:12:27.520 --> 00:12:31.920]   Reduce work volume, not the rate at which work is accomplished.
[00:12:31.920 --> 00:12:35.360]   If anything, people are going to produce more work at higher quality because there's no
[00:12:35.360 --> 00:12:37.680]   overhead spiral and they're not stressed out.
[00:12:37.680 --> 00:12:40.320]   But let them do what they do well and then give them the next thing.
[00:12:42.000 --> 00:12:43.440]   This is harder for managers.
[00:12:43.440 --> 00:12:44.960]   This is harder for organizations.
[00:12:44.960 --> 00:12:46.260]   Boo-hoo.
[00:12:46.260 --> 00:12:48.160]   Everything about work is hard.
[00:12:48.160 --> 00:12:51.680]   All right, we got to figure it out because what we're doing now is not working.
[00:12:51.680 --> 00:12:53.840]   All right, so that's my argument.
[00:12:53.840 --> 00:12:59.600]   So I called this approach, reducing the volume of work on people's plates, I called that
[00:12:59.600 --> 00:13:02.640]   in the New Yorker piece, slow productivity.
[00:13:02.640 --> 00:13:07.840]   And I contrasted this to strategies that are about more cruder approaches, like let's just
[00:13:07.840 --> 00:13:09.600]   reduce the number of hours you work.
[00:13:09.600 --> 00:13:11.760]   Let's give you more vacation days, et cetera.
[00:13:12.160 --> 00:13:14.560]   That, by contrast, already has a name.
[00:13:14.560 --> 00:13:16.240]   That's called slow work.
[00:13:16.240 --> 00:13:18.880]   Slow work is an industrial solution.
[00:13:18.880 --> 00:13:23.440]   When it comes to computer-aided knowledge work, those industrial solutions won't work.
[00:13:23.440 --> 00:13:24.400]   Slow work won't work.
[00:13:24.400 --> 00:13:25.520]   We need slow productivity.
[00:13:25.520 --> 00:13:30.560]   We have to actually open up the black box of workplaces, look inside that black box and
[00:13:30.560 --> 00:13:32.560]   say, OK, what is actually happening?
[00:13:32.560 --> 00:13:34.160]   What are you actually doing?
[00:13:34.160 --> 00:13:35.760]   Oh, it's overhead spirals.
[00:13:35.760 --> 00:13:37.200]   It's overloading to-do lists.
[00:13:37.200 --> 00:13:38.720]   Let's change how work is assigned.
[00:13:38.720 --> 00:13:41.520]   Let's change how much is on your plate.
[00:13:41.520 --> 00:13:43.200]   That is the revolution we think we need.
[00:13:43.200 --> 00:13:45.760]   Now, let me just add two quick points before I wrap up this deep dive.
[00:13:45.760 --> 00:13:50.160]   Reducing work volumes is not the totality of slow work.
[00:13:50.160 --> 00:13:52.960]   In my New Yorker piece, to keep things simple, I said, that's what I mean.
[00:13:52.960 --> 00:13:57.120]   Well, between me and you, we're podcast friends.
[00:13:57.120 --> 00:13:58.880]   So we can talk honestly.
[00:13:58.880 --> 00:14:02.160]   There's more to slow productivity than just that.
[00:14:02.160 --> 00:14:08.640]   I see the reducing of work volume as the foundation, foundational part of slow productivity.
[00:14:09.600 --> 00:14:18.880]   But I also see individuals slowing down in the moment, not trying to fill every minute
[00:14:18.880 --> 00:14:26.640]   of their day with work, slowing out the timelines on which big projects are executed, but compensating,
[00:14:26.640 --> 00:14:33.920]   compensating for the slowing down with an eye for detail, for craft, for producing work
[00:14:33.920 --> 00:14:35.360]   at a really high level of value.
[00:14:35.360 --> 00:14:38.320]   I think these should also be part of the slow productivity mindset.
[00:14:39.120 --> 00:14:44.240]   A small number of things at a time so you're not overloaded, at a natural pace, but steady,
[00:14:44.240 --> 00:14:47.600]   really high attention to craft.
[00:14:47.600 --> 00:14:54.000]   That I think is the sustainable model for doing work with your brain.
[00:14:54.000 --> 00:14:55.280]   And that is slow productivity.
[00:14:55.280 --> 00:14:56.960]   So that's why we're burnt out.
[00:14:56.960 --> 00:15:01.200]   And that is at a very high level what I think we should do about it.
[00:15:01.520 --> 00:15:08.560]   [MUSIC]

