
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:04:15.340 --> 00:04:16.600]   in August or September.
[00:04:16.600 --> 00:04:20.320]   But coming back after Christmas can be very brutal.
[00:04:20.320 --> 00:04:22.140]   - I like what you said.
[00:04:22.140 --> 00:04:28.780]   In the fall, we are maybe not tired of summer,
[00:04:28.780 --> 00:04:30.680]   but we're tired of being hot.
[00:04:30.680 --> 00:04:34.640]   We've done all the swimming that we can do.
[00:04:34.640 --> 00:04:37.560]   We've been on all the vacations our family's gonna take.
[00:04:37.560 --> 00:04:39.160]   We're ready for something new.
[00:04:39.160 --> 00:04:40.700]   But you know what?
[00:04:40.700 --> 00:04:43.080]   Nobody's really tired of being off.
[00:04:43.080 --> 00:04:47.180]   Nobody's tired of having three or four weeks of vacation.
[00:04:47.180 --> 00:04:52.780]   And the other thing that you said that's really true is,
[00:04:52.780 --> 00:04:55.720]   you're excited about fresh notebooks
[00:04:55.720 --> 00:04:58.140]   and sharpened pencils and new textbooks.
[00:04:58.140 --> 00:04:59.960]   Well, none of that is new.
[00:04:59.960 --> 00:05:03.740]   When you come back in January, it's just a different page
[00:05:03.740 --> 00:05:05.660]   and the pencils need to be sharpened.
[00:05:05.660 --> 00:05:07.760]   And you've already looked through that book
[00:05:07.760 --> 00:05:09.360]   and you know what's coming
[00:05:09.360 --> 00:05:11.600]   and not all of it is what you want to see.
[00:05:11.600 --> 00:05:16.600]   And so, yeah, I agree that it's harder to start over.
[00:05:16.600 --> 00:05:19.200]   Why do you think that is?
[00:05:19.200 --> 00:05:21.640]   Why is after Christmas so hard?
[00:05:21.640 --> 00:05:23.820]   Actually, okay, let's be real.
[00:05:23.820 --> 00:05:26.880]   Why is January so long?
[00:05:26.880 --> 00:05:29.640]   Why is January so hard?
[00:05:29.640 --> 00:05:32.280]   - Yeah, I think partly,
[00:05:32.280 --> 00:05:34.200]   so you and I have some mutual friends
[00:05:34.200 --> 00:05:35.240]   who live in New England
[00:05:35.240 --> 00:05:37.000]   and they always say that this time of year,
[00:05:37.000 --> 00:05:39.560]   your brain is addled because you're full of cheese.
[00:05:39.560 --> 00:05:41.520]   - That's right.
[00:05:41.520 --> 00:05:46.260]   - So I think the lack of good habits over the break
[00:05:46.260 --> 00:05:48.900]   probably have something to do with it.
[00:05:48.900 --> 00:05:50.840]   The lack of good sleep schedules
[00:05:50.840 --> 00:05:52.860]   and normal food and all those things.
[00:05:52.860 --> 00:05:56.080]   But so I think just getting out of our routine
[00:05:56.080 --> 00:05:56.900]   makes it hard.
[00:05:56.900 --> 00:06:00.120]   And then for some people, it's just the weather.
[00:06:00.120 --> 00:06:02.240]   Kids are cooped up in the house.
[00:06:02.240 --> 00:06:04.020]   I can remember when my children were small,
[00:06:04.020 --> 00:06:08.500]   making my son run laps around this one part of our floor plan
[00:06:08.500 --> 00:06:11.300]   because otherwise I could not live with him.
[00:06:11.300 --> 00:06:14.400]   He needed some exercise and it was too cold to go out.
[00:06:14.400 --> 00:06:18.380]   So some of it's that just lack of routine
[00:06:18.380 --> 00:06:20.060]   and then also just the weather, I think.
[00:06:20.060 --> 00:06:22.100]   - Yeah, yeah, I think that,
[00:06:22.100 --> 00:06:24.300]   and we're gonna talk about this
[00:06:24.300 --> 00:06:26.620]   'cause y'all, this is not gonna be a podcast
[00:06:26.620 --> 00:06:30.180]   where we're all just bemoaning our fate together.
[00:06:30.180 --> 00:06:32.780]   'Cause while it does make you feel better
[00:06:32.780 --> 00:06:35.020]   to think you're not alone in your misery,
[00:06:35.020 --> 00:06:40.020]   it's even better if we can think of some positive antidotes,
[00:06:40.020 --> 00:06:41.680]   some positive things to do.
[00:06:41.680 --> 00:06:45.620]   So we are gonna encourage you to maybe think outside the box.
[00:06:45.620 --> 00:06:47.180]   I mean, like Jennifer,
[00:06:47.180 --> 00:06:50.720]   maybe you need to suspend your don't run in the house rule.
[00:06:50.720 --> 00:06:54.220]   And maybe you actually need to have your kids
[00:06:54.220 --> 00:06:56.440]   running up and down the kitchen floor,
[00:06:56.440 --> 00:06:58.500]   picking up peanuts or dust bunnies
[00:06:58.500 --> 00:07:00.600]   or whatever you put on the floor
[00:07:00.600 --> 00:07:03.240]   just to get the wiggles out,
[00:07:03.240 --> 00:07:04.680]   especially if you have little kids.
[00:07:04.680 --> 00:07:08.160]   And it may be that with older kids,
[00:07:08.160 --> 00:07:10.000]   you need to switch the chores up.
[00:07:10.000 --> 00:07:12.780]   Everybody gets a new chore assignment in January,
[00:07:12.780 --> 00:07:15.740]   something they don't already know how to do
[00:07:15.740 --> 00:07:17.420]   so that they have to use their brain
[00:07:17.420 --> 00:07:19.440]   for something besides schoolwork.
[00:07:19.440 --> 00:07:24.440]   So we'll give some of those good ideas too.
[00:07:24.440 --> 00:07:28.960]   I think that a lot of us, parents included,
[00:07:28.960 --> 00:07:33.960]   just feel tired when we're starting out again.
[00:07:33.960 --> 00:07:37.700]   Why do you think that is, Jennifer?
[00:07:37.700 --> 00:07:42.380]   - Yeah, I think some of it is just repetition of things.
[00:07:42.380 --> 00:07:45.820]   So the analogy that I've used in the past
[00:07:45.820 --> 00:07:49.780]   is that I come from a long line of Oklahoma farmers
[00:07:49.780 --> 00:07:54.340]   and several of them farmed cotton
[00:07:54.340 --> 00:07:56.000]   right through the Dust Bowl years,
[00:07:56.000 --> 00:07:59.440]   which was a very difficult year to be.
[00:07:59.440 --> 00:08:01.660]   And my grandmother would tell me these stories.
[00:08:01.660 --> 00:08:04.060]   So I really became curious after I was assigned
[00:08:04.060 --> 00:08:06.800]   to read "The Grapes of Wrath" when I was in high school.
[00:08:06.800 --> 00:08:09.020]   But she would tell me these stories
[00:08:09.020 --> 00:08:12.540]   about how she and her sisters and her mom
[00:08:12.540 --> 00:08:14.620]   would dust the house.
[00:08:14.620 --> 00:08:16.540]   And then an hour later,
[00:08:16.540 --> 00:08:18.860]   there'd be an inch of dust on everything again,
[00:08:18.860 --> 00:08:21.320]   'cause there was dust blowing across the prairies
[00:08:21.320 --> 00:08:23.780]   and the houses weren't well insulated.
[00:08:23.780 --> 00:08:27.580]   And so they had to tie handkerchiefs around their faces
[00:08:27.580 --> 00:08:28.460]   to keep from breathing it,
[00:08:28.460 --> 00:08:30.500]   and they just had to dust once an hour.
[00:08:30.500 --> 00:08:31.800]   I can't even imagine.
[00:08:31.800 --> 00:08:32.800]   - Me either.
[00:08:32.800 --> 00:08:36.400]   - But I think sometimes that's what we feel like.
[00:08:36.400 --> 00:08:39.660]   We're just dusting and then we look over
[00:08:39.660 --> 00:08:40.500]   and there's more dust.
[00:08:40.500 --> 00:08:43.780]   So I think it's a good analogy sometimes for our homeschool.
[00:08:43.780 --> 00:08:46.860]   One thing I always remember is when my kids were little
[00:08:46.860 --> 00:08:50.120]   and I was teaching the third and fourth one to read,
[00:08:50.120 --> 00:08:52.800]   that when they get to the word "the"
[00:08:52.800 --> 00:08:54.340]   and they say things like "to her,"
[00:08:54.340 --> 00:08:57.420]   you're like, "No, still 'the.'"
[00:08:57.420 --> 00:08:59.600]   - Nope, still "the." - It was "the" yesterday,
[00:08:59.600 --> 00:09:01.880]   it will be "the" tomorrow.
[00:09:01.880 --> 00:09:03.540]   - Yes, yes.
[00:09:03.540 --> 00:09:06.240]   - It's just some of that, I think, repetition,
[00:09:06.240 --> 00:09:08.580]   that constant dusting and knowing you have to do it again.
[00:09:08.580 --> 00:09:12.520]   So you can use that analogy for their struggles in math
[00:09:12.520 --> 00:09:16.300]   or their struggles in reading, fill in the blank.
[00:09:16.300 --> 00:09:22.120]   But one of the things that I think was true for my ancestors
[00:09:22.120 --> 00:09:27.060]   is that they kept on going because they loved their home.
[00:09:27.060 --> 00:09:31.780]   They loved the farm and the land and so they kept laboring.
[00:09:31.780 --> 00:09:33.180]   And I think that's true for us too.
[00:09:33.180 --> 00:09:38.180]   We love our kids, we love our homes, and so we keep dusting.
[00:09:38.180 --> 00:09:43.140]   - Right, we keep doing what we believed in
[00:09:43.140 --> 00:09:46.560]   in September and October and November.
[00:09:46.560 --> 00:09:48.480]   We keep doing what we believed in.
[00:09:48.480 --> 00:09:52.020]   And if you've had one child already,
[00:09:52.020 --> 00:09:55.300]   you know that the repetition,
[00:09:55.300 --> 00:10:01.700]   while it seems relentless and on some days fruitless,
[00:10:01.700 --> 00:10:05.040]   it's not, because you do see the fruit,
[00:10:05.040 --> 00:10:09.100]   that repetition, duration, intensity over time
[00:10:09.100 --> 00:10:13.040]   is what brings mastery of math problems
[00:10:13.040 --> 00:10:17.180]   and reading words and everything.
[00:10:17.180 --> 00:10:22.180]   And so I think that we have to give ourselves permission
[00:10:22.180 --> 00:10:28.220]   to be tired, but we have to remind ourselves
[00:10:28.220 --> 00:10:33.460]   that there is a rainbow on the other side of the gray clouds.
[00:10:33.460 --> 00:10:36.340]   - And it happens suddenly.
[00:10:36.340 --> 00:10:39.300]   I think your analogy is a good one, Lisa,
[00:10:39.300 --> 00:10:42.400]   because I can remember with my firstborn,
[00:10:44.240 --> 00:10:47.720]   just practicing, practicing, cultivating the habits,
[00:10:47.720 --> 00:10:52.020]   checking the work, inspecting, having the conversations,
[00:10:52.020 --> 00:10:53.480]   working out the frustrations.
[00:10:53.480 --> 00:10:55.960]   And then it really felt like all of a sudden,
[00:10:55.960 --> 00:10:59.520]   there he was in a suit and tie presenting a senior thesis.
[00:10:59.520 --> 00:11:01.560]   - Oh my gosh, that is so true.
[00:11:01.560 --> 00:11:03.720]   That is so true.
[00:11:03.720 --> 00:11:06.700]   - It was over and he was grown
[00:11:06.700 --> 00:11:09.940]   and a beautiful human being standing before me.
[00:11:09.940 --> 00:11:14.940]   - Yes, yes, it's become such a trite statement
[00:11:14.940 --> 00:11:19.080]   that we've heard and we've all said it.
[00:11:19.080 --> 00:11:22.040]   The days are long, but the years are short.
[00:11:22.040 --> 00:11:24.780]   But I discovered that even trite statements
[00:11:24.780 --> 00:11:26.280]   have a lot of truth in them.
[00:11:26.280 --> 00:11:31.280]   When my girls got, they grew up and it did seem sudden.
[00:11:31.280 --> 00:11:35.760]   Now there were lots of days that I thought would never end
[00:11:35.760 --> 00:11:40.760]   and lots of ditches that we seemed to take a long time
[00:11:40.760 --> 00:11:47.040]   to climb out of, but all of this sudden, it was done.
[00:11:47.040 --> 00:11:51.100]   And they were beautiful young women
[00:11:51.100 --> 00:11:53.940]   that the Lord had allowed me a hand in nurturing.
[00:11:53.940 --> 00:11:58.240]   And it was all worth it in that shining moment.
[00:11:58.240 --> 00:12:00.920]   It is all, all worth it.
[00:12:00.920 --> 00:12:03.380]   - And then they get to be adults.
[00:12:03.380 --> 00:12:04.880]   And I don't know about your experience,
[00:12:04.880 --> 00:12:07.560]   but my oldest two particularly now will come
[00:12:07.560 --> 00:12:10.760]   and tell me thank you for things that we worked through.
[00:12:10.760 --> 00:12:15.760]   And they'll tell me they're so grateful that we homeschooled.
[00:12:15.760 --> 00:12:19.000]   And they didn't always say that when they were 14,
[00:12:19.000 --> 00:12:20.200]   just to be clear.
[00:12:20.200 --> 00:12:21.360]   - Yes, yes.
[00:12:21.360 --> 00:12:23.940]   - You work for CC and you're so committed,
[00:12:23.940 --> 00:12:25.300]   your kids just must love it.
[00:12:25.300 --> 00:12:29.940]   And as far as I know, they're kids just like everyone else.
[00:12:29.940 --> 00:12:33.520]   - My kids also beg not to do the one AC.
[00:12:33.520 --> 00:12:34.780]   - Oh, yes.
[00:12:34.780 --> 00:12:36.880]   - Yes, I mean, I had kids who said,
[00:12:36.880 --> 00:12:38.720]   "Please, can I stop with the Latin
[00:12:38.720 --> 00:12:42.860]   "or do I really have to do advanced math?"
[00:12:42.860 --> 00:12:46.320]   And so, yeah, yeah, yeah.
[00:12:46.320 --> 00:12:48.660]   We are the same.
[00:12:48.660 --> 00:12:52.460]   - Yes, and I had one that really was very fearful
[00:12:52.460 --> 00:12:55.480]   of public speaking and just for years,
[00:12:55.480 --> 00:12:58.840]   begged to get out of speeches and debates.
[00:12:58.840 --> 00:13:02.340]   And then her last year in Classical Conversations,
[00:13:02.340 --> 00:13:06.540]   she just gave, she won her team policy debate.
[00:13:06.540 --> 00:13:07.780]   - Oh my goodness.
[00:13:07.780 --> 00:13:09.880]   - And she gave a beautiful advocacy speech.
[00:13:09.880 --> 00:13:14.880]   And it was just really fun to see that we made,
[00:13:14.880 --> 00:13:17.860]   that we made the right decision to keep pushing
[00:13:17.860 --> 00:13:22.460]   into something that she didn't feel comfortable with,
[00:13:22.460 --> 00:13:24.200]   yet she conquered it.
[00:13:24.200 --> 00:13:26.640]   - Right, the Lord honored her effort
[00:13:26.640 --> 00:13:30.400]   and honored her obedience to you.
[00:13:31.840 --> 00:13:35.200]   - And that was beautiful for you to see, I know.
[00:13:35.200 --> 00:13:37.880]   Okay, so let me ask you this, in your experience,
[00:13:37.880 --> 00:13:41.940]   'cause Jennifer, you haven't just been a homeschool mama,
[00:13:41.940 --> 00:13:44.520]   although that's never a just, okay?
[00:13:44.520 --> 00:13:47.760]   But you've also been a curriculum developer
[00:13:47.760 --> 00:13:51.360]   and a state manager and a practicum speaker
[00:13:51.360 --> 00:13:52.560]   and all these other things.
[00:13:52.560 --> 00:13:55.420]   So I know that you have talked to people,
[00:13:55.420 --> 00:13:58.600]   well, all over the country, but all over the world as well.
[00:13:58.600 --> 00:14:03.340]   What is it that you have heard, what is hard
[00:14:03.340 --> 00:14:05.700]   and why is it so hard for mamas,
[00:14:05.700 --> 00:14:08.480]   for us weary mamas in January?
[00:14:08.480 --> 00:14:10.800]   What is it that's hard for mamas?
[00:14:10.800 --> 00:14:14.600]   - Well, one thing I can say is that the children
[00:14:14.600 --> 00:14:17.360]   may be resting and having fun over the holidays,
[00:14:17.360 --> 00:14:19.560]   but moms are usually working triple time
[00:14:19.560 --> 00:14:21.800]   to make the holidays happen.
[00:14:21.800 --> 00:14:26.800]   The cooking and the entertaining and all of those things
[00:14:26.880 --> 00:14:29.260]   that made it hard even just to get the laundry done.
[00:14:29.260 --> 00:14:32.680]   And so moms come into January tired
[00:14:32.680 --> 00:14:36.360]   because they've spent at least three weeks on overdrive.
[00:14:36.360 --> 00:14:40.480]   And so I think one thing is just to take a minute
[00:14:40.480 --> 00:14:45.480]   to rest yourself and sit still and think about
[00:14:45.480 --> 00:14:48.080]   what you wanna do for the second semester.
[00:14:48.080 --> 00:14:52.480]   And then also as my kids got older, I sat down with them
[00:14:52.480 --> 00:14:54.600]   and said, let's assess our first semester.
[00:14:54.600 --> 00:14:57.440]   What went well, what do we need to do better?
[00:14:57.440 --> 00:14:59.560]   Do you have any suggestions for something new
[00:14:59.560 --> 00:15:01.840]   you would like to learn and do you have suggestions
[00:15:01.840 --> 00:15:04.000]   for how we can tackle the thing that you just said
[00:15:04.000 --> 00:15:05.280]   needed to go better?
[00:15:05.280 --> 00:15:08.280]   And I've had kids in my home tell me all kinds of things.
[00:15:08.280 --> 00:15:10.460]   One of them said, I really think we need to start
[00:15:10.460 --> 00:15:11.800]   this science book over.
[00:15:11.800 --> 00:15:14.680]   I did not understand it, I would like to start over.
[00:15:14.680 --> 00:15:16.020]   And so that's what we did.
[00:15:16.020 --> 00:15:17.940]   I thought that was a reasonable suggestion
[00:15:17.940 --> 00:15:19.280]   for a 14 year old to make.
[00:15:19.280 --> 00:15:24.480]   - Good, all right, so those things are hard.
[00:15:24.480 --> 00:15:28.640]   Yeah, I think you're right, that's actually very profound.
[00:15:28.640 --> 00:15:33.280]   Moms come into January and we're just tired.
[00:15:33.280 --> 00:15:36.420]   December was not a vacation.
[00:15:36.420 --> 00:15:40.240]   It was different, but it wasn't a vacation.
[00:15:40.240 --> 00:15:42.520]   But then I also love what you said.
[00:15:42.520 --> 00:15:47.520]   Sometimes January is hard because we have been pulling
[00:15:47.520 --> 00:15:52.920]   an 800 pound load uphill by ourselves
[00:15:52.920 --> 00:15:54.880]   and it wasn't the right load.
[00:15:54.880 --> 00:15:58.080]   We need to redistribute the load or get some fresh horses
[00:15:58.080 --> 00:16:02.440]   or something, you're right, that we sometimes,
[00:16:02.440 --> 00:16:07.120]   January is hard because contemplating doing more
[00:16:07.120 --> 00:16:11.240]   of what we did in the fall, we know is not the right thing.
[00:16:11.240 --> 00:16:14.260]   And we just need to do something else.
[00:16:14.260 --> 00:16:15.100]   That's really good.
[00:16:15.100 --> 00:16:19.820]   Anything else that you think is just hard for moms and why?
[00:16:22.440 --> 00:16:26.400]   - I think when we're tired, so generally speaking,
[00:16:26.400 --> 00:16:28.680]   after years of working with homeschool families,
[00:16:28.680 --> 00:16:32.960]   I think that there can, one of our besetting sins
[00:16:32.960 --> 00:16:35.880]   is that there's a lot of fear that we're gonna do something
[00:16:35.880 --> 00:16:39.280]   that will ruin our kids or that we are gonna make a decision
[00:16:39.280 --> 00:16:42.020]   causes them to miss out on something amazing.
[00:16:42.020 --> 00:16:47.080]   And so when we're tired, those doubts and fears,
[00:16:47.080 --> 00:16:50.520]   we're even more likely to listen to them
[00:16:52.320 --> 00:16:53.200]   because we're tired.
[00:16:53.200 --> 00:16:58.200]   And so, resetting our time in the word
[00:16:58.200 --> 00:17:01.020]   and getting some friends to encourage you
[00:17:01.020 --> 00:17:05.140]   becomes super important in those moments when you're tired.
[00:17:05.140 --> 00:17:08.620]   So I always counsel people to get,
[00:17:08.620 --> 00:17:11.360]   to have their classical conversations directors
[00:17:11.360 --> 00:17:12.200]   pray for them.
[00:17:12.200 --> 00:17:15.220]   They are standing by wanting to do that thing.
[00:17:15.220 --> 00:17:18.600]   They want to pray for all the members in their communities.
[00:17:18.600 --> 00:17:20.960]   And so being transparent with each other
[00:17:20.960 --> 00:17:23.600]   is important at this time of year when we're tired
[00:17:23.600 --> 00:17:25.200]   and those fears creep in.
[00:17:25.200 --> 00:17:26.880]   - That's really good.
[00:17:26.880 --> 00:17:27.720]   That is good.
[00:17:27.720 --> 00:17:32.600]   And you know, I think it's wise that we recognize
[00:17:32.600 --> 00:17:37.200]   that when we get still again after being so busy
[00:17:37.200 --> 00:17:41.120]   through the holidays, we can hear those niggling fears.
[00:17:41.120 --> 00:17:45.680]   We can hear those, but what if this is not working
[00:17:45.680 --> 00:17:47.880]   and what if I'm not doing the right thing
[00:17:47.880 --> 00:17:50.180]   and I haven't seen the results I thought I would,
[00:17:50.180 --> 00:17:51.620]   is it my fault?
[00:17:51.620 --> 00:17:53.720]   When we get still in January,
[00:17:53.720 --> 00:17:55.980]   that's when we hear those fears.
[00:17:55.980 --> 00:17:57.600]   Really, really good, Jennifer.
[00:17:57.600 --> 00:18:00.980]   All right, so why is January hard for students
[00:18:00.980 --> 00:18:02.920]   and how can we help them?
[00:18:02.920 --> 00:18:07.280]   - Well, I think they've had a complete lack of routine
[00:18:07.280 --> 00:18:09.660]   for three weeks.
[00:18:09.660 --> 00:18:11.980]   They've had no sleep and tons of sugar.
[00:18:11.980 --> 00:18:13.960]   It's a bad combination.
[00:18:13.960 --> 00:18:18.240]   And so I always used that first week in January
[00:18:18.240 --> 00:18:19.560]   when our community wasn't meeting
[00:18:19.560 --> 00:18:23.100]   to try to reset what we were eating and how we were sleeping
[00:18:23.100 --> 00:18:26.600]   and to try to ease back into the school schedule
[00:18:26.600 --> 00:18:30.740]   of getting up and at least doing some math and reading
[00:18:30.740 --> 00:18:34.820]   and just getting us gently back into the routine.
[00:18:34.820 --> 00:18:36.380]   - I like that.
[00:18:36.380 --> 00:18:38.020]   Y'all, you heard it here.
[00:18:38.020 --> 00:18:43.020]   You have permission to ease back in to January.
[00:18:43.020 --> 00:18:47.580]   I think that that is a kinder, gentler approach
[00:18:47.580 --> 00:18:51.140]   to second semester and it will bode well
[00:18:51.140 --> 00:18:55.180]   'cause the truth is we are all off our schedule.
[00:18:55.180 --> 00:19:00.180]   Most of us did bend the rules of everyday life
[00:19:00.180 --> 00:19:03.180]   a lot for the holidays.
[00:19:03.180 --> 00:19:06.940]   We stayed up later, we did more, we ate more poorly.
[00:19:06.940 --> 00:19:10.300]   We let the kids go, go, go and watch, watch, watch
[00:19:10.300 --> 00:19:11.700]   and do, do, do.
[00:19:11.700 --> 00:19:15.300]   So now we have to get back to the reality.
[00:19:15.300 --> 00:19:20.300]   And if we make it a comforting routine
[00:19:20.300 --> 00:19:27.140]   and a privilege to start slow,
[00:19:27.140 --> 00:19:30.020]   then I think our children will appreciate it.
[00:19:30.020 --> 00:19:33.980]   - Yeah, and I know you and I both are strong believers
[00:19:33.980 --> 00:19:35.440]   in reading aloud to our kids.
[00:19:35.440 --> 00:19:40.300]   So I always tried to find something really charming
[00:19:40.300 --> 00:19:42.400]   to read in January and February
[00:19:42.400 --> 00:19:46.220]   so that we could turn on our gas fireplace
[00:19:46.220 --> 00:19:49.320]   and have something warm to drink and read
[00:19:49.320 --> 00:19:51.560]   and start our day reading scripture
[00:19:51.560 --> 00:19:54.920]   and then reading something either cozy or funny
[00:19:54.920 --> 00:19:58.400]   or something that just helped us be excited
[00:19:58.400 --> 00:20:00.160]   to get back in our rhythms.
[00:20:00.160 --> 00:20:01.280]   - That's really good.
[00:20:01.280 --> 00:20:02.120]   I think that's good.
[00:20:02.120 --> 00:20:05.520]   It entices our children to thinking
[00:20:05.520 --> 00:20:09.600]   and deep conversations again and that's a good.
[00:20:09.600 --> 00:20:12.600]   All right, so let's be super practical.
[00:20:12.600 --> 00:20:16.080]   What can moms and dads who are listening to this,
[00:20:16.080 --> 00:20:19.440]   who are heavily involved in homeschooling,
[00:20:19.440 --> 00:20:23.760]   what can we do to encourage ourselves?
[00:20:23.760 --> 00:20:28.760]   How do we encourage ourselves in this dark winter season?
[00:20:28.760 --> 00:20:32.360]   - Yeah, one thing besides the prayer
[00:20:32.360 --> 00:20:34.140]   and the getting back into reading scripture
[00:20:34.140 --> 00:20:37.000]   that I've mentioned is that I was always encouraged
[00:20:37.000 --> 00:20:42.000]   by finding a mentor whose kids were older than my kids.
[00:20:42.000 --> 00:20:45.400]   It's one thing to sit around and air your frustrations
