
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:03:37.320 --> 00:03:41.000]   So then my niche in the FIRE community is that,
[00:03:41.000 --> 00:03:43.200]   I mean, I like to do this personalized analysis
[00:03:43.200 --> 00:03:44.480]   both on the personal parameters,
[00:03:44.480 --> 00:03:46.640]   and then also I'm very careful and cautious
[00:03:46.640 --> 00:03:48.840]   because this is really near and dear to my heart,
[00:03:48.840 --> 00:03:52.200]   both as an economist and former finance,
[00:03:52.200 --> 00:03:54.000]   asset management professional.
[00:03:54.000 --> 00:03:57.720]   It's asset valuations matter a lot, right?
[00:03:57.720 --> 00:03:59.760]   Especially for people in the FIRE community, right?
[00:03:59.760 --> 00:04:02.560]   Because we retire endogenously,
[00:04:02.560 --> 00:04:07.400]   and we tend to have the retirement date
[00:04:07.400 --> 00:04:09.360]   close to the market peak, right?
[00:04:09.360 --> 00:04:11.480]   Because we retire when we have enough,
[00:04:11.480 --> 00:04:13.080]   well, that's positively correlated
[00:04:13.080 --> 00:04:16.000]   with retiring right around the market peak.
[00:04:16.000 --> 00:04:20.440]   And so all of these additional factors that go in,
[00:04:20.440 --> 00:04:22.680]   and so this is why I started my series,
[00:04:22.680 --> 00:04:24.600]   and it has been therapeutic to me
[00:04:24.600 --> 00:04:27.280]   that I feel more confident in retirement.
[00:04:27.280 --> 00:04:29.000]   And a lot of people that reach out to me,
[00:04:29.000 --> 00:04:32.920]   they say, "Yeah, I mean, you gave me the confidence to retire
[00:04:32.920 --> 00:04:34.960]   "and they also knew about your work."
[00:04:34.960 --> 00:04:36.760]   But they said, "I mean, you pushed me over the edge
[00:04:36.760 --> 00:04:38.720]   "to also retire." - Oh, don't blame me.
[00:04:38.720 --> 00:04:40.440]   (all laughing)
[00:04:40.440 --> 00:04:41.800]   - And again, we don't blame him,
[00:04:41.800 --> 00:04:44.960]   we almost blame other people misinterpreting your results.
[00:04:44.960 --> 00:04:47.400]   I mean, that's really what happens sometimes
[00:04:47.400 --> 00:04:48.880]   as a researcher.
[00:04:48.880 --> 00:04:51.760]   And because you had to keep it generic, right?
[00:04:51.760 --> 00:04:55.000]   You couldn't publish a safe withdrawal rate study
[00:04:55.000 --> 00:04:56.480]   for, say, your neighbor, right,
[00:04:56.480 --> 00:04:58.440]   who has all of these bells and whistles.
[00:04:58.440 --> 00:05:00.680]   You had to keep it generic and general.
[00:05:00.680 --> 00:05:03.000]   - Particularly if my neighbor is John Gotti, yeah.
[00:05:03.000 --> 00:05:04.320]   (all laughing)
[00:05:04.320 --> 00:05:06.680]   - So anyway, so this is my little niche.
[00:05:06.680 --> 00:05:09.360]   I publish a lot on earlyretirementnow.com.
[00:05:09.360 --> 00:05:12.760]   I have a free early retirement toolkit.
[00:05:12.760 --> 00:05:14.200]   It's a spreadsheet.
[00:05:14.200 --> 00:05:16.720]   It's not a program you have to pay for.
[00:05:16.720 --> 00:05:18.400]   I post this for free.
[00:05:18.400 --> 00:05:20.760]   You can download this and run your own simulations.
[00:05:20.760 --> 00:05:23.400]   And it will always stay free.
[00:05:23.400 --> 00:05:24.240]   People have asked me,
[00:05:24.240 --> 00:05:27.240]   "Can't we make this a for-pay product?"
[00:05:27.240 --> 00:05:28.640]   And I want to keep this free
[00:05:28.640 --> 00:05:32.560]   so people can utilize that without paying for that.
[00:05:32.560 --> 00:05:34.120]   So anyway, so that's my blog,
[00:05:34.120 --> 00:05:37.200]   and people seem to enjoy it.
[00:05:37.200 --> 00:05:43.320]   - So Karsten's blog is really amazing and comprehensive.
[00:05:43.320 --> 00:05:45.600]   Our team at Morningstar has been doing
[00:05:45.600 --> 00:05:48.260]   a state-of-retirement income study every year
[00:05:48.260 --> 00:05:49.640]   for the past three years.
[00:05:49.640 --> 00:05:51.720]   And we very much stand on the shoulders
[00:05:51.720 --> 00:05:54.640]   of people who have had a go at this research before.
[00:05:54.640 --> 00:05:57.840]   So Bill Bengen's research is the starting point
[00:05:57.840 --> 00:06:01.160]   for everything that any of us have done in this space.
[00:06:01.160 --> 00:06:05.480]   But our team does Monte Carlo simulations,
[00:06:05.480 --> 00:06:09.200]   which were discussed in the previous session with Bill,
[00:06:09.200 --> 00:06:12.260]   where we attempt to kind of take a forward-looking view.
[00:06:12.260 --> 00:06:15.840]   We embed our Morningstar Investment Management team's
[00:06:15.840 --> 00:06:17.280]   capital markets assumptions,
[00:06:17.280 --> 00:06:20.600]   so their expectation of stock and bond returns,
[00:06:20.600 --> 00:06:23.200]   as well as their expected inflation
[00:06:23.200 --> 00:06:25.480]   over a 30-year horizon.
[00:06:25.480 --> 00:06:27.840]   They tend today to be pretty conservative
[00:06:27.840 --> 00:06:31.480]   in terms of their U.S. equity forecasts,
[00:06:31.480 --> 00:06:35.860]   somewhat more sanguine about non-U.S. equity
[00:06:35.860 --> 00:06:38.680]   and fixed income return expectations
[00:06:38.680 --> 00:06:43.200]   have gotten a bit better with bond yields rising.
[00:06:43.200 --> 00:06:48.200]   So first year we did this research in 2021,
[00:06:48.200 --> 00:06:52.720]   the takeaway was 3.3% would be a good starting
[00:06:52.720 --> 00:06:55.520]   withdrawal percentage if you had a 30-year horizon
[00:06:55.520 --> 00:06:59.000]   and you wanted to take the same amount out,
[00:06:59.000 --> 00:07:03.040]   inflation adjusted every year throughout your retirement.
[00:07:03.040 --> 00:07:05.640]   That was partly because bond yields, as you remember,
[00:07:05.640 --> 00:07:07.520]   were very, very low at that time.
[00:07:07.520 --> 00:07:10.120]   Equity valuations were very elevated.
[00:07:10.120 --> 00:07:13.520]   When we revisited in 2022,
[00:07:13.520 --> 00:07:15.700]   the number had lifted a little bit,
[00:07:15.700 --> 00:07:18.540]   in part because of better bond yields.
[00:07:18.540 --> 00:07:22.400]   And so it was 3.8% in 2022.
[00:07:22.400 --> 00:07:26.600]   In 2023, drum roll, it was 4%,
[00:07:26.600 --> 00:07:28.600]   was the starting safe withdrawal percentage
[00:07:28.600 --> 00:07:30.220]   that we came out with.
[00:07:30.220 --> 00:07:32.840]   But the interesting component of that research,
[00:07:32.840 --> 00:07:35.640]   I think, is that we do look at a number of different
[00:07:35.640 --> 00:07:38.160]   flexible or dynamic strategies,
[00:07:38.160 --> 00:07:42.220]   including John Guyton's guardrails strategy
[00:07:42.220 --> 00:07:44.280]   that he was here to discuss yesterday.
[00:07:44.280 --> 00:07:46.520]   And what we do find,
[00:07:46.520 --> 00:07:48.200]   there are a lot of different variations
[00:07:48.200 --> 00:07:50.040]   on these dynamic strategies,
[00:07:50.040 --> 00:07:52.000]   but you do tend to get a lift
[00:07:52.000 --> 00:07:54.560]   in terms of your starting withdrawal
[00:07:54.560 --> 00:07:56.320]   if you're okay with the trade-off
[00:07:56.320 --> 00:08:00.040]   that you will potentially have to take less
[00:08:00.040 --> 00:08:02.220]   if the market goes down.
[00:08:02.220 --> 00:08:03.960]   So we explore the pros and cons
[00:08:03.960 --> 00:08:05.920]   of the various dynamic strategies.
[00:08:05.920 --> 00:08:10.920]   One of them is that if you do have a strong bequest motive,
[00:08:10.920 --> 00:08:14.640]   dynamic strategy will tend to be less good for that
[00:08:14.640 --> 00:08:16.920]   because it's going to encourage you to spend more
[00:08:16.920 --> 00:08:19.540]   if your portfolio balance is up.
[00:08:19.540 --> 00:08:20.680]   So that's a trade-off.
[00:08:20.680 --> 00:08:24.020]   And like Karsten said, it's very individual specific.
[00:08:24.020 --> 00:08:26.880]   Some people might say that's not a concern.
[00:08:26.880 --> 00:08:29.500]   I'm kind of a last breath, last dollar person,
[00:08:29.500 --> 00:08:30.360]   they might say.
[00:08:30.360 --> 00:08:33.080]   And so in that case,
[00:08:33.080 --> 00:08:35.920]   you might be just fine with a dynamic strategy.
[00:08:35.920 --> 00:08:37.540]   So it is very, very personal,
[00:08:37.540 --> 00:08:39.800]   but we explore the pros and cons
[00:08:39.800 --> 00:08:44.800]   and the lift that you get with taking a dynamic strategy.
[00:08:44.800 --> 00:08:46.140]   - Thank you, Christine.
[00:08:46.140 --> 00:08:47.400]   Mike, I'm ready for you.
[00:08:47.400 --> 00:08:52.100]   Let's talk about variable portfolio distributions
[00:08:52.100 --> 00:08:53.480]   in retirement.
[00:08:53.480 --> 00:08:57.460]   This one came from Greg Wilson from Vogleheads Facebook.
[00:08:57.460 --> 00:08:59.760]   He asks about how does one incorporate
[00:08:59.760 --> 00:09:03.360]   the go-go, slow-go, and no-go years
[00:09:03.360 --> 00:09:05.960]   into your distribution strategy?
[00:09:05.960 --> 00:09:07.680]   And before I let you guys answer that,
[00:09:07.680 --> 00:09:11.080]   I'll have one of you tackle go-go, slow-go, and no-go
[00:09:11.080 --> 00:09:13.620]   for those folks who aren't retirement planning nerds.
[00:09:13.620 --> 00:09:16.400]   - Yeah, I couldn't hear the question, sorry.
[00:09:16.400 --> 00:09:18.360]   - It was about spending changes
[00:09:18.360 --> 00:09:20.360]   throughout the retirement life cycle
[00:09:20.360 --> 00:09:25.360]   and the kind of go-go, slow-go, no-go trajectory
[00:09:25.360 --> 00:09:27.200]   that people have had to achieve.
[00:09:27.200 --> 00:09:28.040]   - For spending?
[00:09:28.040 --> 00:09:29.240]   - Yeah, yeah.
[00:09:29.240 --> 00:09:31.860]   - Okay, that smile thing, yeah, yeah.
[00:09:31.860 --> 00:09:33.560]   - I can hop on that.
[00:09:33.560 --> 00:09:34.400]   - Why don't you start on that?
[00:09:34.400 --> 00:09:37.400]   - Because we actually did model that into our research.
[00:09:37.400 --> 00:09:40.680]   We had some research from EBRI,
[00:09:40.680 --> 00:09:42.480]   Employee Benefits Research Institute,
[00:09:42.480 --> 00:09:45.740]   that we used on retiree spending.
[00:09:45.740 --> 00:09:48.560]   So we modeled in real retiree spending,
[00:09:48.560 --> 00:09:50.760]   which does tend to show that pattern,
[00:09:50.760 --> 00:09:53.880]   that actually real spending tends to decline
[00:09:53.880 --> 00:09:58.680]   by one percentage point less than the inflation rate,
[00:09:58.680 --> 00:10:00.960]   if you sort of average it out.
[00:10:00.960 --> 00:10:04.120]   And so we incorporated that into last year's research.
[00:10:04.120 --> 00:10:06.120]   So if you're thinking that your spending
[00:10:06.120 --> 00:10:09.080]   will trend down throughout your life cycle,
[00:10:09.080 --> 00:10:12.020]   you can take more earlier on.
[00:10:12.020 --> 00:10:16.360]   So the 4% sort of baseline finding became 5%
[00:10:16.360 --> 00:10:20.020]   when we incorporated that natural downturn in spending.
[00:10:20.020 --> 00:10:25.020]   But of course, retirees need to be okay with that trade-off.
[00:10:25.200 --> 00:10:28.760]   One quick note on the retirement spending smile.
[00:10:28.760 --> 00:10:30.060]   This is something I discussed
[00:10:30.060 --> 00:10:31.840]   in my book with David Blanchett.
[00:10:31.840 --> 00:10:34.600]   And so there's been so much discussion
[00:10:34.600 --> 00:10:35.980]   about this smile idea.
[00:10:35.980 --> 00:10:39.160]   So spending is going down and then going up.
[00:10:39.160 --> 00:10:42.040]   And so the upward trajectory
[00:10:42.040 --> 00:10:44.640]   obviously relates to healthcare expenses,
[00:10:44.640 --> 00:10:48.560]   specifically uninsured long-term care costs.
[00:10:48.560 --> 00:10:51.200]   Catastrophic long-term care costs,
[00:10:51.200 --> 00:10:52.880]   David pointed out, actually accrue
[00:10:52.880 --> 00:10:57.880]   to a fairly small percentage of our retiree population.
[00:10:57.880 --> 00:11:01.420]   So it's a big number,
[00:11:01.420 --> 00:11:05.880]   but it is landing with a small percentage of retirees.
[00:11:05.880 --> 00:11:09.040]   The problem is you don't know which cohort you'll fall into,
[00:11:09.040 --> 00:11:11.560]   the person who doesn't need much long-term care
[00:11:11.560 --> 00:11:13.400]   or the person who needs a whole lot.
[00:11:13.400 --> 00:11:15.980]   So anyway, just for what it's worth.
[00:11:15.980 --> 00:11:18.440]   - So, I mean, I can answer the two.
[00:11:18.440 --> 00:11:20.160]   One is for me personally
[00:11:20.160 --> 00:11:22.840]   and how I would handle this academically
[00:11:22.840 --> 00:11:25.360]   if I wanted to model this in my sheet.
[00:11:25.360 --> 00:11:27.880]   So first of all, the smile doesn't start for me yet, right?
[00:11:27.880 --> 00:11:29.800]   Because it usually starts at age 65.
[00:11:29.800 --> 00:11:31.540]   So I still have a few years to go.
[00:11:31.540 --> 00:11:35.240]   I am actually more worried about the other way around
[00:11:35.240 --> 00:11:36.480]   that if you retire early,
[00:11:36.480 --> 00:11:39.120]   say 20 years before normal retirement age,
[00:11:39.120 --> 00:11:40.760]   and you do only CPI.
[00:11:40.760 --> 00:11:42.480]   Forget about CPI minus 1%.
[00:11:42.480 --> 00:11:45.800]   You do only CPI and you're still in your prime years
[00:11:45.800 --> 00:11:48.200]   where you want to travel, you're engaged,
[00:11:48.200 --> 00:11:50.120]   you still want to buy the newest iPhones
[00:11:50.120 --> 00:11:52.160]   and computers and cars.
[00:11:52.160 --> 00:11:55.200]   I would say it probably should be CPI plus X
[00:11:55.200 --> 00:11:57.920]   and plus X could be something like
[00:11:57.920 --> 00:12:01.240]   average per capita consumption growth,
[00:12:01.240 --> 00:12:04.520]   which is maybe one and a half percent.
[00:12:04.520 --> 00:12:06.400]   Because if you don't do that,
[00:12:06.400 --> 00:12:08.460]   you don't adjust your spending
[00:12:08.460 --> 00:12:10.400]   the same way everybody else around you,
[00:12:10.400 --> 00:12:13.240]   your relatives, your neighbors, your friends,
[00:12:13.240 --> 00:12:15.120]   would adjust their spending, right?
[00:12:15.120 --> 00:12:17.040]   Because the CPI prices,
[00:12:17.040 --> 00:12:20.260]   well, the phone that you would have bought last year,
[00:12:20.260 --> 00:12:22.600]   well, the price for that goes down a lot this year,
[00:12:22.600 --> 00:12:26.640]   but I'm no longer buying the phone from a year ago
[00:12:26.640 --> 00:12:27.480]   or two years ago.
[00:12:27.480 --> 00:12:28.680]   I no longer, we no longer buy
[00:12:28.680 --> 00:12:30.520]   black and white television sets, right?
[00:12:30.520 --> 00:12:31.920]   Or these boxy sets, right?
[00:12:31.920 --> 00:12:34.800]   We buy, so a lot of the CPI,
[00:12:34.800 --> 00:12:37.240]   the reason why the CPI is actually a little bit depressed
[00:12:37.240 --> 00:12:39.600]   has been in some of these technological goods
[00:12:39.600 --> 00:12:41.640]   are becoming cheaper,
[00:12:41.640 --> 00:12:42.840]   but they're becoming cheaper
[00:12:42.840 --> 00:12:44.640]   because of quality adjustments, right?
[00:12:44.640 --> 00:12:47.760]   So the actual out-the-store price
[00:12:47.760 --> 00:12:51.040]   is not going down as much as the CPI would suggest.
[00:12:51.040 --> 00:12:54.540]   So I would personally be a little bit afraid
[00:12:54.540 --> 00:12:57.280]   of doing only CPI adjustment, at least at the beginning,
[00:12:57.280 --> 00:12:59.280]   but then I agree, obviously later in retirement,
[00:12:59.280 --> 00:13:01.440]   a lot of people slow down.
[00:13:01.440 --> 00:13:06.120]   And the way I would model this in my simulation sheet,
[00:13:06.120 --> 00:13:07.440]   there's actually one parameter
[00:13:07.440 --> 00:13:10.240]   where you can set a scaling parameter.
[00:13:10.240 --> 00:13:13.860]   And the scaling means I can set this to one at the beginning
[00:13:13.860 --> 00:13:15.600]   and then I can increase by,
[00:13:15.600 --> 00:13:18.080]   say, if I want to do CPI plus 1%,
[00:13:18.080 --> 00:13:20.080]   I can let this grow by 1%.
[00:13:20.080 --> 00:13:24.400]   So it would model spending increases above inflation.
[00:13:24.400 --> 00:13:27.840]   And then later on, when that U shape, that smile happens,
[00:13:27.840 --> 00:13:30.360]   then I will take this down again and take it up again later
[00:13:30.360 --> 00:13:33.160]   when I'm maybe 85 or 90 years old.
[00:13:33.160 --> 00:13:36.000]   And I mean, usually what happens is that
[00:13:36.000 --> 00:13:38.440]   if you're an early retiree and you're looking at,
[00:13:38.440 --> 00:13:41.000]   well, what is the potential for nursing home expenses
[00:13:41.000 --> 00:13:41.840]   later in retirement?
[00:13:41.840 --> 00:13:44.900]   It will have a relatively small impact
[00:13:44.900 --> 00:13:46.500]   on my initial withdrawal rate.
[00:13:46.500 --> 00:13:51.500]   But I can tell you that doing anything like the CPI plus X,
[00:13:51.500 --> 00:13:56.500]   it will take down my initial withdrawal rate for sure.
[00:13:56.500 --> 00:14:01.500]   Because even though it's a very slow creep in your expenses,
[00:14:01.500 --> 00:14:04.260]   it definitely lowers your safe withdrawal rate.
[00:14:04.260 --> 00:14:07.540]   And that's one of the things that we should worry about.
[00:14:07.540 --> 00:14:12.540]   Can we really afford to do only CPI plus zero?
[00:14:12.540 --> 00:14:14.360]   Do we have to do CPI plus X?
[00:14:14.360 --> 00:14:18.000]   And if you go way above CPI adjustments,
[00:14:18.000 --> 00:14:21.080]   it might mean that, especially for early retirees,
[00:14:21.080 --> 00:14:24.700]   you need to be more cautious and conservative there.
[00:14:24.700 --> 00:14:29.640]   - Can everybody hear me with this mic all right?
[00:14:29.640 --> 00:14:30.840]   Okay, good.
[00:14:30.840 --> 00:14:33.560]   Probably what I'm gonna say is gonna echo
[00:14:33.560 --> 00:14:35.520]   what my colleagues have said earlier.
[00:14:35.520 --> 00:14:38.340]   But one thing I learned in my research over years
[00:14:38.340 --> 00:14:40.540]   is that until I've run the numbers,
[00:14:40.540 --> 00:14:43.020]   I'm better not off announcing any conclusions
[00:14:43.020 --> 00:14:46.220]   because this field constantly surprises me.
[00:14:46.220 --> 00:14:49.180]   There are a lot of counterintuitive results
[00:14:49.180 --> 00:14:50.980]   that come out of the research.
[00:14:50.980 --> 00:14:55.500]   If your expenses, and I haven't modeled an expense
[00:14:55.500 --> 00:14:58.140]   where you start high, drop and come up,
[00:14:58.140 --> 00:15:00.440]   which is called a smile.
[00:15:00.440 --> 00:15:02.940]   And I guess the first question I ask is,
[00:15:02.940 --> 00:15:05.560]   your retirement kind of a Mona Lisa smile
[00:15:05.560 --> 00:15:07.880]   or is it really a big laugh?
[00:15:07.880 --> 00:15:10.440]   Yeah, we're gonna drop sharply.
[00:15:10.440 --> 00:15:12.880]   My instinctive reaction is to expect
[00:15:12.880 --> 00:15:16.440]   that the most important part of retirement
[00:15:16.440 --> 00:15:19.120]   are the first 10 years, my research indicated.
[00:15:19.120 --> 00:15:23.240]   What happens there to inflation, to your expenditures,
[00:15:23.240 --> 00:15:26.280]   to your withdrawals, to market returns,
[00:15:26.280 --> 00:15:29.620]   pretty much sets the pattern for the rest of retirement.
[00:15:29.620 --> 00:15:31.440]   So if you go into retirement
[00:15:31.440 --> 00:15:33.860]   and you're reducing expenses initially,
[00:15:33.860 --> 00:15:35.940]   I would expect it would have a favorable effect
[00:15:35.940 --> 00:15:37.560]   upon your initial withdrawal rate.
[00:15:37.560 --> 00:15:42.040]   So I would expect that if you use the COLA method,
[00:15:42.040 --> 00:15:44.040]   you were gonna come out with 5%,
[00:15:44.040 --> 00:15:46.000]   you might have significantly more
[00:15:46.000 --> 00:15:47.960]   if you were gonna follow some kind of a smile
[00:15:47.960 --> 00:15:49.680]   depending upon your sense of humor.
[00:15:49.680 --> 00:15:54.560]   - Christine, in your research,
[00:15:54.560 --> 00:15:56.480]   you mentioned we can go from 4% to 5%
[00:15:56.480 --> 00:15:58.280]   if we assume a decrease in spending.
[00:15:58.280 --> 00:16:01.280]   Are you also assuming an increase at the end as well,
[00:16:01.280 --> 00:16:02.440]   an increase in spending?
[00:16:02.440 --> 00:16:07.280]   - So we did, we looked at the EBRI research
[00:16:07.280 --> 00:16:09.960]   and I believe it did have some elevation,
[00:16:09.960 --> 00:16:12.480]   but after talking to David,
[00:16:12.480 --> 00:16:17.120]   I think we did not incorporate
[00:16:17.120 --> 00:16:22.680]   the full effects that he has demonstrated
[00:16:22.680 --> 00:16:23.880]   with his smile research.
[00:16:23.880 --> 00:16:28.880]   So because it's just not something that happens to everyone,
[00:16:30.040 --> 00:16:33.840]   not everyone is hit with those big outlays later in life.
[00:16:33.840 --> 00:16:37.960]   - Got it, it's those outliers.
[00:16:37.960 --> 00:16:41.600]   So we have a related question also from Boatlet's Facebook.
[00:16:41.600 --> 00:16:44.640]   This one is from Anthony.
[00:16:44.640 --> 00:16:47.640]   And he asks about how sustainable distributions
[00:16:47.640 --> 00:16:51.960]   in retirement change if you've got no social security income
[00:16:51.960 --> 00:16:54.040]   and then that social security income kicks on.
[00:16:54.040 --> 00:16:56.960]   How does that impact your distribution rate?
[00:16:56.960 --> 00:16:58.920]   - Yeah, I'm really, I have like a dead spot here.
[00:16:58.920 --> 00:17:00.080]   If you could just repeat that for me.
[00:17:00.080 --> 00:17:01.960]   - How does social security income,
[00:17:01.960 --> 00:17:03.640]   how does social security income?
[00:17:03.640 --> 00:17:05.960]   - Oh, okay, how does that fit in?
[00:17:05.960 --> 00:17:07.840]   Yeah, I can start that.
[00:17:07.840 --> 00:17:10.760]   - I ignore it completely.
[00:17:10.760 --> 00:17:11.800]   Sorry about that.
[00:17:11.800 --> 00:17:15.200]   The folk, obviously if you're doing
[00:17:15.200 --> 00:17:18.080]   a complete financial planning analysis
[00:17:18.080 --> 00:17:21.280]   for an individual for retirement, critical portion.
[00:17:21.280 --> 00:17:26.280]   But my whole job is, I think is,
[00:17:26.280 --> 00:17:28.880]   from the beginning has been trying to maximize
[00:17:28.880 --> 00:17:30.800]   what you get out of your portfolio,
[00:17:30.800 --> 00:17:33.560]   irrespective of what other income you have,
[00:17:33.560 --> 00:17:35.280]   whether it be social security, annuity,
[00:17:35.280 --> 00:17:37.080]   or Pinterest, so forth.
[00:17:37.080 --> 00:17:40.440]   I like to say, think of your portfolio as a cow
[00:17:40.440 --> 00:17:43.920]   that you bought at retirement and you want to get milk
[00:17:43.920 --> 00:17:45.880]   from that cow for your whole retirement.
[00:17:45.880 --> 00:17:47.440]   You want to know as much as you can
