
[00:00:00.000 --> 00:00:06.100]   Welcome back everyone.
[00:03:11.400 --> 00:03:15.360]   What we're going to do is fit a small linear model on
[00:03:15.360 --> 00:03:19.280]   that internal representation using some task labels.
[00:03:19.280 --> 00:03:21.920]   The way that actually plays out in practice is
[00:03:21.920 --> 00:03:24.080]   instructive. We're going to run
[00:03:24.080 --> 00:03:26.720]   the BERT model on the current input and we're going to
[00:03:26.720 --> 00:03:30.720]   grab the vector representation there and use it to start
[00:03:30.720 --> 00:03:34.660]   building a little supervised learning dataset where this is
[00:03:34.660 --> 00:03:39.160]   some vector and this is a task label for our input example.
[00:03:39.160 --> 00:03:42.700]   Then we run the BERT model again on a different sequence.
[00:03:42.700 --> 00:03:46.520]   We get a different vector representation at our target site,
[00:03:46.520 --> 00:03:48.200]   and that also contributes to
[00:03:48.200 --> 00:03:51.360]   our supervised learning dataset with a new task label.
[00:03:51.360 --> 00:03:53.960]   We do it again for a different input.
[00:03:53.960 --> 00:03:55.980]   We get a different vector and
[00:03:55.980 --> 00:03:58.880]   another task label and so forth and so on.
[00:03:58.880 --> 00:04:02.600]   We continue this process for maybe tens of thousands of examples,
[00:04:02.600 --> 00:04:06.280]   whatever we've got available to us in our probe dataset.
[00:04:06.280 --> 00:04:10.900]   Then we fit a small linear model on this XY pair.
[00:04:10.900 --> 00:04:15.820]   Notice that we have used the BERT model simply as a engine for
[00:04:15.820 --> 00:04:18.560]   grabbing these vector representations
[00:04:18.560 --> 00:04:21.000]   that we use for our probe model.
[00:04:21.000 --> 00:04:25.240]   Of course, I chose a single representation,
[00:04:25.240 --> 00:04:26.600]   but more commonly with BERT,
[00:04:26.600 --> 00:04:28.160]   we're doing this layer-wise.
[00:04:28.160 --> 00:04:31.360]   You could decide that the entire layer here encodes part of speech,
[00:04:31.360 --> 00:04:34.040]   and then you would build up a dataset consisting of lists of
[00:04:34.040 --> 00:04:37.040]   these vectors with their associated lists of labels and
[00:04:37.040 --> 00:04:39.920]   train a part of speech tagging model on that basis,
[00:04:39.920 --> 00:04:41.920]   and that would be your probe.
[00:04:41.920 --> 00:04:46.160]   The first question that arises for probing is really pressing.
[00:04:46.160 --> 00:04:48.560]   Are we probing the target model or are we
[00:04:48.560 --> 00:04:51.320]   simply learning a new model that is the probe model?
[00:04:51.320 --> 00:04:53.320]   Probes in the current sense are
[00:04:53.320 --> 00:04:55.360]   supervised models whose inputs are
[00:04:55.360 --> 00:04:58.440]   frozen parameters of the model we're probing.
[00:04:58.440 --> 00:05:01.720]   We use the BERT model as a engine for creating
[00:05:01.720 --> 00:05:03.960]   these feature representations that were the input
[00:05:03.960 --> 00:05:06.920]   to a separate modeling process.
[00:05:06.920 --> 00:05:09.820]   This is very hard to distinguish from simply fitting
[00:05:09.820 --> 00:05:11.880]   a supervised model as usual with
[00:05:11.880 --> 00:05:14.600]   some particular choice of featurization,
[00:05:14.600 --> 00:05:19.000]   the site that we chose based on how BERT did its calculations.
[00:05:19.000 --> 00:05:21.080]   Based on 1 and 2,
[00:05:21.080 --> 00:05:22.880]   we know that at least some of
[00:05:22.880 --> 00:05:25.220]   the information that we're identifying is
[00:05:25.220 --> 00:05:27.120]   likely stored in the probe model,
[00:05:27.120 --> 00:05:29.120]   not in the target model.
[00:05:29.120 --> 00:05:31.760]   Of course, more powerful probes
[00:05:31.760 --> 00:05:34.480]   might find more information in the target model,
[00:05:34.480 --> 00:05:36.480]   but that's only because they're storing
[00:05:36.480 --> 00:05:38.380]   more information in the probe parameters.
[00:05:38.380 --> 00:05:41.640]   They have a greater capacity to do that.
[00:05:41.640 --> 00:05:43.520]   To help address this,
[00:05:43.520 --> 00:05:47.280]   Hewitt and Liang introduced the notion of probe selectivity.
[00:05:47.280 --> 00:05:50.160]   This is just going to help us calibrate to some extent
[00:05:50.160 --> 00:05:53.760]   how much information was actually in the target model.
[00:05:53.760 --> 00:05:56.620]   The first step here is to define a control task.
[00:05:56.620 --> 00:05:58.760]   This would be a random task with
[00:05:58.760 --> 00:06:02.160]   the same input-output structure as your target task.
[00:06:02.160 --> 00:06:04.440]   For example, for word sense classification,
[00:06:04.440 --> 00:06:05.960]   you could just assign words,
[00:06:05.960 --> 00:06:08.440]   random fixed senses.
[00:06:08.440 --> 00:06:09.980]   For part of speech tagging,
[00:06:09.980 --> 00:06:12.800]   you could assign words to random fixed tags,
[00:06:12.800 --> 00:06:15.320]   maybe keeping the same tag distribution
[00:06:15.320 --> 00:06:18.040]   as your underlying part of speech dataset.
[00:06:18.040 --> 00:06:20.680]   Or for parsing, you could assign edges
[00:06:20.680 --> 00:06:23.360]   randomly using some simple strategies to give you
[00:06:23.360 --> 00:06:25.240]   tree structures that are very different
[00:06:25.240 --> 00:06:28.240]   presumably from the ones in your gold dataset.
[00:06:28.240 --> 00:06:31.600]   Then selectivity as a metric for probes is
[00:06:31.600 --> 00:06:34.220]   just the difference between probe performance on
[00:06:34.220 --> 00:06:38.040]   the task and probe performance on the control task.
[00:06:38.040 --> 00:06:40.560]   You've baked in how well your model
[00:06:40.560 --> 00:06:44.320]   can do on a random task. That's the idea.
[00:06:44.320 --> 00:06:47.420]   Hewitt and Liang offer this summary picture,
[00:06:47.420 --> 00:06:49.300]   which essentially shows that
[00:06:49.300 --> 00:06:52.320]   the most reliable probes in terms of giving you insights,
[00:06:52.320 --> 00:06:54.260]   will be very small ones here.
[00:06:54.260 --> 00:06:56.920]   This is a model with just two hidden units.
[00:06:56.920 --> 00:06:58.900]   That gives you very high selectivity.
[00:06:58.900 --> 00:07:01.640]   There is likely to be a very large difference
[00:07:01.640 --> 00:07:03.780]   between performance on your task and
[00:07:03.780 --> 00:07:05.680]   the performance of this control model
[00:07:05.680 --> 00:07:07.720]   when the model is very simple.
[00:07:07.720 --> 00:07:09.360]   On the other hand, if you have
[00:07:09.360 --> 00:07:12.760]   a very powerful probe model with many parameters,
[00:07:12.760 --> 00:07:15.280]   you'll have low selectivity because that model has
[00:07:15.280 --> 00:07:17.440]   such a great capacity to simply
[00:07:17.440 --> 00:07:20.680]   memorize aspects of the dataset.
[00:07:20.680 --> 00:07:24.440]   Let's move now to the second concern I have,
[00:07:24.440 --> 00:07:26.040]   which is about causal inference.
[00:07:26.040 --> 00:07:27.480]   To build this argument,
[00:07:27.480 --> 00:07:29.600]   let's use a simple example.
[00:07:29.600 --> 00:07:33.080]   We imagine that we have a small neural network that takes
[00:07:33.080 --> 00:07:37.080]   in three numbers as inputs and perfectly computes their sum.
[00:07:37.080 --> 00:07:38.880]   When 1, 3, 5 comes in,
[00:07:38.880 --> 00:07:42.120]   it does its internal magic and it outputs 9.
[00:07:42.120 --> 00:07:44.880]   We'll presume that it does that calculation perfectly
[00:07:44.880 --> 00:07:47.960]   for all triples of integers coming in.
[00:07:47.960 --> 00:07:51.120]   The question is, how does it manage this feat?
[00:07:51.120 --> 00:07:52.600]   How does this model work?
[00:07:52.600 --> 00:07:55.000]   You might have a hypothesis that it
[00:07:55.000 --> 00:07:57.240]   does it in a compositional way,
[00:07:57.240 --> 00:07:59.480]   where the first two inputs, x and y,
[00:07:59.480 --> 00:08:02.840]   come together to form an intermediate variable S1.
[00:08:02.840 --> 00:08:06.460]   The third one is copied into an internal state w,
[00:08:06.460 --> 00:08:10.140]   and then S1 and w are modular representations that are
[00:08:10.140 --> 00:08:13.860]   added together to form the output representation.
[00:08:13.860 --> 00:08:16.900]   That's a hypothesis about how this model might work.
[00:08:16.900 --> 00:08:19.100]   Now the question is, can we use probing to
[00:08:19.100 --> 00:08:22.340]   reliably assess that hypothesis?
[00:08:22.340 --> 00:08:25.860]   Let's suppose we have this neural network and what we decide is
[00:08:25.860 --> 00:08:30.060]   that L1 probably computes the input z.
[00:08:30.060 --> 00:08:32.180]   Let's suppose we fit a probe model,
[00:08:32.180 --> 00:08:33.940]   it could be a simple identity probe,
[00:08:33.940 --> 00:08:35.660]   and the probe says, yes,
[00:08:35.660 --> 00:08:40.580]   L1 always perfectly encodes the identity of the third input.
[00:08:40.580 --> 00:08:42.280]   Suppose we continue that,
[00:08:42.280 --> 00:08:45.540]   we probe L2 and we find that it always perfectly
[00:08:45.540 --> 00:08:50.260]   computes x plus y according to our very simple probe model.
[00:08:50.260 --> 00:08:52.640]   That might look like evidence for
[00:08:52.640 --> 00:08:54.360]   the hypothesis that we started with.
[00:08:54.360 --> 00:08:57.660]   You say, "Aha, it's a bit counterintuitive because L1
[00:08:57.660 --> 00:09:00.280]   encodes z and L2 x, y,
[00:09:00.280 --> 00:09:01.740]   so it's out of order,
[00:09:01.740 --> 00:09:06.860]   but nonetheless, the model is obeying my hypothesis."
[00:09:06.860 --> 00:09:09.280]   But the probes have misled you.
[00:09:09.280 --> 00:09:12.260]   Here is a look at the full internal structure of this model.
[00:09:12.260 --> 00:09:13.860]   This is all the weight parameters.
[00:09:13.860 --> 00:09:16.780]   Again, this model performs our task perfectly,
[00:09:16.780 --> 00:09:18.700]   but the point is that L2 has
[00:09:18.700 --> 00:09:21.940]   no impact at all on the output behavior.
[00:09:21.940 --> 00:09:25.540]   One way to see that is to look at the output vector of weights,
[00:09:25.540 --> 00:09:28.860]   L2 is just zeroed out as part of this computation,
[00:09:28.860 --> 00:09:30.260]   no causal impact.
[00:09:30.260 --> 00:09:33.180]   The probe said it stored x plus y,
[00:09:33.180 --> 00:09:34.500]   and it might be doing that.
[00:09:34.500 --> 00:09:35.940]   In fact, it is doing that,
[00:09:35.940 --> 00:09:39.980]   but not in a way that tells us about the input-output behavior.
[00:09:39.980 --> 00:09:42.140]   The probe in that deep way,
[00:09:42.140 --> 00:09:45.020]   in that causal way, misled us.
[00:09:45.020 --> 00:09:48.180]   The final goalposts that I set up was,
[00:09:48.180 --> 00:09:49.940]   do we have a path to improving
[00:09:49.940 --> 00:09:53.300]   models from the analysis method that we've chosen?
[00:09:53.300 --> 00:09:55.100]   Here I have a mixed answer.
[00:09:55.100 --> 00:09:56.660]   There does seem to be a path from
[00:09:56.660 --> 00:09:59.340]   probing to what you might call multi-task training,
[00:09:59.340 --> 00:10:01.820]   where I'm training this model to do addition,
[00:10:01.820 --> 00:10:05.220]   and in addition, I train it so that this representation
[00:10:05.220 --> 00:10:08.660]   here encodes z and this one encodes x plus y.
[00:10:08.660 --> 00:10:11.100]   We can certainly have such objectives.
[00:10:11.100 --> 00:10:13.820]   I think it's an open question whether or not it actually
[00:10:13.820 --> 00:10:17.820]   induces the modularity that we're interested in.
[00:10:17.820 --> 00:10:20.460]   But the really deep concern for me is just that
[00:10:20.460 --> 00:10:23.260]   still here we don't get causal guarantees.
[00:10:23.260 --> 00:10:24.780]   We can do the multi-task training,
[00:10:24.780 --> 00:10:27.060]   but that does not guarantee that
[00:10:27.060 --> 00:10:29.500]   the structure we induced, whatever it's like,
[00:10:29.500 --> 00:10:32.620]   is actually shaping performance on the core task,
[00:10:32.620 --> 00:10:34.580]   in this case of adding numbers.
[00:10:34.580 --> 00:10:36.980]   We have to proceed with caution.
[00:10:36.980 --> 00:10:40.380]   Finally, a quick note, I mentioned unsupervised probes.
[00:10:40.380 --> 00:10:42.260]   There's wonderful work in this space
[00:10:42.260 --> 00:10:44.540]   using a variety of different methods.
[00:10:44.540 --> 00:10:46.420]   Here are some references to really
[00:10:46.420 --> 00:10:49.060]   formative entries into that literature.
[00:10:49.060 --> 00:10:51.060]   Again, I think these techniques do not
[00:10:51.060 --> 00:10:53.340]   suffer from the concerns about probe power,
[00:10:53.340 --> 00:10:55.980]   because they don't have their own parameters
[00:10:55.980 --> 00:10:58.540]   typically, but they do,
[00:10:58.540 --> 00:11:02.420]   I think, suffer that limitation about causal inference.
[00:11:02.420 --> 00:11:04.980]   Let's wrap up with our scorecard.
[00:11:04.980 --> 00:11:06.980]   Remember, probing can characterize
[00:11:06.980 --> 00:11:08.420]   representations really well.
[00:11:08.420 --> 00:11:10.340]   We use the supervised probe for that.
[00:11:10.340 --> 00:11:11.820]   That's a smiley face.
[00:11:11.820 --> 00:11:15.100]   But probes cannot offer causal inferences.
[00:11:15.100 --> 00:11:17.780]   I put a thinking emoji under
[00:11:17.780 --> 00:11:20.540]   improved models because it's unclear to me whether
[00:11:20.540 --> 00:11:24.300]   multi-task training is really a viable general way of
[00:11:24.300 --> 00:11:27.780]   moving from probes to better models.
[00:11:27.780 --> 00:11:37.780]   [BLANK_AUDIO]

