
[00:00:00.000 --> 00:00:03.160]   (audience applauding)
[00:07:28.880 --> 00:07:33.880]   "Okay, so your salary is going to be $23,000 a year."
[00:07:33.880 --> 00:07:36.720]   And I remember looking at her going,
[00:07:36.720 --> 00:07:41.580]   "I will never be able to spend all that money."
[00:07:41.580 --> 00:07:44.020]   (audience laughing)
[00:07:44.020 --> 00:07:46.580]   But we know what happened, right?
[00:07:46.580 --> 00:07:48.460]   Okay, so this is the rite of passage
[00:07:48.460 --> 00:07:50.520]   for all young people in America.
[00:07:50.520 --> 00:07:52.700]   Anything different is un-American.
[00:07:52.700 --> 00:07:57.300]   So we get the money in, and we pay our bills.
[00:07:57.300 --> 00:07:59.340]   And we assume, because we lived on less
[00:07:59.340 --> 00:08:01.180]   before a broke college student,
[00:08:01.180 --> 00:08:03.320]   that we're just gonna spend so little
[00:08:03.320 --> 00:08:05.620]   that there's gonna be money just piling up
[00:08:05.620 --> 00:08:06.620]   in our checking accounts,
[00:08:06.620 --> 00:08:07.940]   and we're gonna have to get a shovel out
[00:08:07.940 --> 00:08:09.980]   to put it into a savings account, right?
[00:08:09.980 --> 00:08:13.620]   But what we actually do is we break even.
[00:08:13.620 --> 00:08:15.060]   Now, I'm gonna explain why we break even,
[00:08:15.060 --> 00:08:17.360]   but we operationally break even.
[00:08:18.660 --> 00:08:23.340]   And then somebody pounds through my Honda Civics
[00:08:23.340 --> 00:08:26.460]   back window to steal my radio.
[00:08:26.460 --> 00:08:29.220]   This was in 2001, when we had radios.
[00:08:29.220 --> 00:08:34.860]   And I had to pay for that, because my deductible was $500.
[00:08:34.860 --> 00:08:39.860]   And so I went into debt, right?
[00:08:39.860 --> 00:08:43.620]   And then I get a flat tire, so I get into more debt, right?
[00:08:43.620 --> 00:08:47.540]   Debt, because I was operationally break even,
[00:08:47.540 --> 00:08:51.780]   and couldn't afford those things that come up.
[00:08:51.780 --> 00:08:55.420]   So I know how we can solve this problem.
[00:08:55.420 --> 00:09:00.620]   All we need to do is just make more money.
[00:09:00.620 --> 00:09:01.900]   The reason I couldn't save
[00:09:01.900 --> 00:09:04.740]   was 'cause I didn't make enough money.
[00:09:04.740 --> 00:09:05.660]   So I remember when I started
[00:09:05.660 --> 00:09:07.220]   my financial planning practice,
[00:09:07.220 --> 00:09:08.980]   I was gonna help like normal people,
[00:09:08.980 --> 00:09:11.300]   like nurses and firefighters.
[00:09:11.300 --> 00:09:12.360]   They could just pay a fee,
[00:09:12.360 --> 00:09:15.820]   and I'd help them get on a budget, it was very exciting.
[00:09:15.820 --> 00:09:19.780]   But one of my first phone calls was from a physician.
[00:09:19.780 --> 00:09:24.200]   And she made $250,000 a year, but couldn't make ends meet.
[00:09:24.200 --> 00:09:29.200]   So she took on extra shifts as a single mom in the ED.
[00:09:29.200 --> 00:09:32.380]   And so her income was $325,000 a year.
[00:09:32.380 --> 00:09:36.100]   And I thought, oh, no worries, yeah, come on in.
[00:09:36.100 --> 00:09:37.260]   We're gonna fix this.
[00:09:37.260 --> 00:09:39.060]   And I'm already thinking,
[00:09:39.060 --> 00:09:41.320]   there is so much money here to go around.
[00:09:41.320 --> 00:09:42.980]   We're gonna work this out easily,
[00:09:42.980 --> 00:09:44.460]   because I don't make that much money,
[00:09:44.460 --> 00:09:47.660]   and I live on so much less, this is gonna be really easy.
[00:09:47.660 --> 00:09:51.300]   So she comes in, and we start going line by line.
[00:09:51.300 --> 00:09:56.220]   And I start sweating, 'cause I'm like in her life now.
[00:09:56.220 --> 00:09:58.420]   And I'm going, what are we gonna do?
[00:09:58.420 --> 00:10:01.300]   We can't possibly make it
[00:10:01.300 --> 00:10:05.060]   on anything less than $400,000 a year, right?
[00:10:05.060 --> 00:10:09.660]   Okay, so is this a math problem, folks?
[00:10:09.660 --> 00:10:13.780]   No, this is not a math problem.
[00:10:13.780 --> 00:10:15.740]   Okay, but here's the problem.
[00:10:15.740 --> 00:10:17.220]   It's a big problem.
[00:10:17.220 --> 00:10:19.620]   So, okay, I'm married, and I have kids,
[00:10:19.620 --> 00:10:21.180]   and I'm 44 years old.
[00:10:21.180 --> 00:10:23.500]   I have a lot of stressors in my life, right?
[00:10:23.500 --> 00:10:25.940]   Stressors that are completely out of my control.
[00:10:25.940 --> 00:10:28.980]   But what's wild to me is that
[00:10:28.980 --> 00:10:31.220]   if you look at one of the biggest stressors
[00:10:31.220 --> 00:10:35.060]   that we have in life, finance is one of them.
[00:10:35.060 --> 00:10:36.860]   Finance is always like a stress,
[00:10:36.860 --> 00:10:39.460]   it's like one of the top causes of divorce.
[00:10:39.460 --> 00:10:42.840]   So I had this in my early 20s, stress, stress, stress.
[00:10:42.840 --> 00:10:43.860]   I felt this.
[00:10:43.860 --> 00:10:46.140]   But what's crazy to me is we feel like
[00:10:46.140 --> 00:10:47.820]   everything's chaos, complicated,
[00:10:47.820 --> 00:10:49.340]   it weighs on our relationships.
[00:10:49.340 --> 00:10:52.740]   And so then we go spend more because of YOLO, okay?
[00:10:52.740 --> 00:10:54.020]   I did all that.
[00:10:54.020 --> 00:10:58.220]   But it's all made up, right?
[00:10:58.220 --> 00:11:01.460]   Financial stress is completely artificial
[00:11:01.460 --> 00:11:04.260]   because you can have it or you can choose not to have it.
[00:11:04.260 --> 00:11:07.420]   So that's what's crazy to me.
[00:11:07.420 --> 00:11:10.100]   So is this an intellectual problem?
[00:11:10.100 --> 00:11:12.260]   Is this about being smart enough?
[00:11:12.260 --> 00:11:13.680]   Maybe if we're super smart,
[00:11:13.680 --> 00:11:16.040]   we'll be really good with money.
[00:11:16.040 --> 00:11:17.280]   Is that it?
[00:11:17.280 --> 00:11:18.560]   Are physicians not very smart?
[00:11:18.560 --> 00:11:21.340]   Because did you know that 25% of physicians
[00:11:21.340 --> 00:11:24.980]   who are in their 60s do not even have a million dollars?
[00:11:24.980 --> 00:11:26.020]   So if you do the math on that
[00:11:26.020 --> 00:11:29.400]   and you make about 250 or $300,000 a year,
[00:11:29.400 --> 00:11:30.860]   that's what you live on essentially,
[00:11:30.860 --> 00:11:33.020]   how long is that million dollars gonna last?
[00:11:33.020 --> 00:11:36.300]   Does not take complicated math to figure that out.
[00:11:36.300 --> 00:11:37.900]   So is this an intellect problem?
[00:11:37.900 --> 00:11:39.740]   No.
[00:11:39.740 --> 00:11:42.300]   So lots of people are gonna assign a lot of blame
[00:11:42.300 --> 00:11:44.800]   to our savings problem, but I'm gonna give you mine
[00:11:44.800 --> 00:11:46.080]   and because I'm the person up here,
[00:11:46.080 --> 00:11:47.440]   we're all gonna believe it.
[00:11:47.440 --> 00:11:51.000]   Set point theory of happiness is my,
[00:11:51.000 --> 00:11:53.240]   it sounds so sweet, doesn't it?
[00:11:53.240 --> 00:11:55.740]   What a sweet thing that we have in our brains.
[00:11:55.740 --> 00:11:57.360]   The set point theory of happiness.
[00:11:57.360 --> 00:11:59.280]   Has anybody heard of this?
[00:11:59.280 --> 00:12:00.160]   Oh, okay.
[00:12:00.160 --> 00:12:02.240]   Well, has anybody heard of the hedonic treadmill?
[00:12:02.240 --> 00:12:04.320]   That sounds a lot darker.
[00:12:04.320 --> 00:12:06.360]   I like the more optimistic one.
[00:12:06.360 --> 00:12:07.880]   Set point theory of happiness.
[00:12:07.880 --> 00:12:10.340]   It is a wonderful brain phenomenon
[00:12:10.340 --> 00:12:11.700]   because here's the deal.
[00:12:11.700 --> 00:12:15.900]   We all in this room have a baseline happiness.
[00:12:15.900 --> 00:12:18.660]   I might be a little bit higher,
[00:12:18.660 --> 00:12:22.860]   you might be a little lower, but it's our own baseline.
[00:12:22.860 --> 00:12:24.620]   And here's what's unbelievable.
[00:12:24.620 --> 00:12:27.180]   We can have something super terrible happen to us
[00:12:27.180 --> 00:12:30.220]   in our lives and our happiness can plummet.
[00:12:30.220 --> 00:12:33.720]   But look what's gonna happen after it plummets.
[00:12:34.660 --> 00:12:38.240]   Our brains are gonna fight to get us back
[00:12:38.240 --> 00:12:40.240]   to our set point happiness.
[00:12:40.240 --> 00:12:43.520]   What an incredible adaptive thing.
[00:12:43.520 --> 00:12:45.720]   Jonathan Haidt, who wrote "Anxious Generation,"
[00:12:45.720 --> 00:12:47.720]   he writes about this in "The Happiness Hypothesis"
[00:12:47.720 --> 00:12:50.500]   and he talks about that study of quadriplegics
[00:12:50.500 --> 00:12:52.080]   who in a terrible accident,
[00:12:52.080 --> 00:12:53.820]   they lose the use of arms and legs
[00:12:53.820 --> 00:12:56.480]   and within a year are kind of statistically back
[00:12:56.480 --> 00:12:58.280]   to their same level of happiness.
[00:12:58.280 --> 00:13:00.460]   What an incredible adaptation.
[00:13:00.460 --> 00:13:04.360]   But on the flip side, I'm in the Kahara market.
[00:13:04.780 --> 00:13:09.780]   I drive a minivan and I feel like
[00:13:09.780 --> 00:13:12.480]   I would look really good in a Porsche Cayenne.
[00:13:12.480 --> 00:13:14.100]   Do we all agree with that?
[00:13:14.100 --> 00:13:15.500]   Black?
[00:13:15.500 --> 00:13:17.060]   I mean, we all can agree.
[00:13:17.060 --> 00:13:19.660]   I'll roll down the windows and my hair will be flying
[00:13:19.660 --> 00:13:20.700]   and people will be like,
[00:13:20.700 --> 00:13:23.220]   "Look at that very successful woman."
[00:13:23.220 --> 00:13:25.040]   Because right now I have a minivan
[00:13:25.040 --> 00:13:26.740]   that has Chick-fil-A stuck in the corners
[00:13:26.740 --> 00:13:29.380]   and my kids are in the back in car seats.
[00:13:29.380 --> 00:13:31.220]   I am a soccer mom.
[00:13:32.300 --> 00:13:35.300]   My whole identity can change and you know what?
[00:13:35.300 --> 00:13:36.420]   I will be happy.
[00:13:36.420 --> 00:13:39.960]   I will be happy for a very long time.
[00:13:39.960 --> 00:13:43.000]   See, this is what my brain is actually telling me.
[00:13:43.000 --> 00:13:46.400]   Do you know that my brain actually said these things to me?
[00:13:46.400 --> 00:13:50.080]   Oh, my son really wants me to get a Porsche Cayenne.
[00:13:50.080 --> 00:13:53.400]   He goes, "Mom, think of all the friends you'll have."
[00:13:53.400 --> 00:13:56.120]   (audience laughing)
[00:13:56.120 --> 00:13:58.780]   I waited a while and then he said,
[00:13:58.780 --> 00:14:01.400]   "They're probably not very good friends."
[00:14:01.400 --> 00:14:03.740]   Okay, so here's what's happening in the brain.
[00:14:03.740 --> 00:14:05.220]   So the brain is gonna fight
[00:14:05.220 --> 00:14:08.780]   because it loves those dopamine hits that take us high.
[00:14:08.780 --> 00:14:10.220]   But then our limbic system
[00:14:10.220 --> 00:14:11.860]   is just gonna bring us right back down.
[00:14:11.860 --> 00:14:14.060]   And so then a Porsche Cayenne,
[00:14:14.060 --> 00:14:16.620]   gosh, to get to that same level of happiness,
[00:14:16.620 --> 00:14:19.140]   I'm gonna have to get like a Rivian or something.
[00:14:19.140 --> 00:14:20.460]   It's not gonna work.
[00:14:20.460 --> 00:14:21.920]   It doesn't work.
[00:14:21.920 --> 00:14:24.180]   This is what's happening to us.
[00:14:24.180 --> 00:14:28.220]   We are fully adapting to whatever money we have
[00:14:28.220 --> 00:14:29.140]   or don't have.
[00:14:29.140 --> 00:14:31.500]   We're adapting to OPM, other people's money.
[00:14:31.500 --> 00:14:32.820]   We've got credit card debt.
[00:14:32.820 --> 00:14:36.100]   We can buy now pay later with afterpay.
[00:14:36.100 --> 00:14:38.060]   This is what's happening.
[00:14:38.060 --> 00:14:41.920]   So if we don't understand what is happening in our brain,
[00:14:41.920 --> 00:14:46.040]   then we will constantly be victims to it.
[00:14:46.040 --> 00:14:48.560]   So we have two jobs today.
[00:14:48.560 --> 00:14:51.500]   First of all, we need to know the math.
[00:14:51.500 --> 00:14:54.260]   We need to know the math of what it will take
[00:14:54.260 --> 00:14:56.500]   for us to be able to one day
[00:14:56.500 --> 00:15:00.220]   stop working on our own terms, okay?
[00:15:00.220 --> 00:15:03.680]   Does anybody in here like the idea
[00:15:03.680 --> 00:15:06.940]   of being forced to work through your 60s or later
[00:15:06.940 --> 00:15:09.420]   and not being able to stop if you get sick
[00:15:09.420 --> 00:15:11.160]   or just wanna stop on your own terms?
[00:15:11.160 --> 00:15:13.100]   Anybody like that idea?
[00:15:13.100 --> 00:15:14.220]   No.
[00:15:14.220 --> 00:15:16.100]   But it's funny, when I ask people if they wanna retire,
[00:15:16.100 --> 00:15:17.660]   people don't really raise their hands.
[00:15:17.660 --> 00:15:19.100]   So that's why I use,
[00:15:19.100 --> 00:15:21.240]   I want you to one day have the option
[00:15:21.240 --> 00:15:23.580]   to be able to stop working on your own terms.
[00:15:23.580 --> 00:15:25.800]   That usually resonates with most people.
[00:15:26.640 --> 00:15:29.360]   So we got into the math of it,
[00:15:29.360 --> 00:15:31.220]   but then we have to also understand
[00:15:31.220 --> 00:15:33.760]   that our brain is a vicious, vicious animal
[00:15:33.760 --> 00:15:36.200]   when it comes to money, I promise you.
[00:15:36.200 --> 00:15:37.920]   It is not built, we are not,
[00:15:37.920 --> 00:15:39.400]   our brains are not built for money.
[00:15:39.400 --> 00:15:40.640]   I could keep on going.
[00:15:40.640 --> 00:15:43.300]   There are so many other brain factors that we have
[00:15:43.300 --> 00:15:44.880]   that make us bad with money.
[00:15:44.880 --> 00:15:47.320]   So if any of you are walking in with fear or shame
[00:15:47.320 --> 00:15:49.480]   when it comes to money, let it all go.
[00:15:49.480 --> 00:15:52.920]   It's our own brains that we're reckoning with here.
[00:15:52.920 --> 00:15:54.960]   So if you know that and you respect that
[00:15:54.960 --> 00:15:57.640]   and you can't say, oh, I'll just think my way through it,
[00:15:57.640 --> 00:16:01.820]   then we can set up a system, a system.
[00:16:01.820 --> 00:16:04.820]   And folks, this is the only curse word
[00:16:04.820 --> 00:16:06.320]   I'm gonna use this whole time.
[00:16:06.320 --> 00:16:08.520]   We'll set up a budget.
[00:16:08.520 --> 00:16:12.800]   Okay.
[00:16:12.800 --> 00:16:15.720]   This is what we have to do.
[00:16:15.720 --> 00:16:18.560]   It's as simple as this.
[00:16:18.560 --> 00:16:20.420]   And you're gonna get a session right after this
[00:16:20.420 --> 00:16:23.280]   that follows exactly this, okay?
[00:16:23.280 --> 00:16:25.720]   You have to pay yourself first.
[00:16:25.720 --> 00:16:29.160]   And I know that sounds so like, aw, that's so cute,
[00:16:29.160 --> 00:16:30.540]   like a five-year-old could do it.
[00:16:30.540 --> 00:16:33.000]   No, let me tell you, I have seen millionaires
[00:16:33.000 --> 00:16:35.960]   who are break even, paycheck to paycheck,
[00:16:35.960 --> 00:16:37.240]   get on this system.
[00:16:37.240 --> 00:16:38.760]   This is the only system that works
[00:16:38.760 --> 00:16:41.880]   because it's the system that tricks that hedonic treadmill.
[00:16:41.880 --> 00:16:44.040]   It tricks that set point theory of happiness.
[00:16:44.040 --> 00:16:46.720]   And all you're doing, folks, get this,
[00:16:46.720 --> 00:16:49.040]   you're just getting the money out of there
[00:16:49.040 --> 00:16:51.160]   before it hits your paycheck.
[00:16:51.160 --> 00:16:53.120]   That's it.
[00:16:53.120 --> 00:16:54.760]   You might think it doesn't work.
[00:16:54.760 --> 00:16:56.240]   Here's a crazy statistic.
[00:16:56.240 --> 00:16:58.200]   Did you know you are 12 times more likely
[00:16:58.200 --> 00:16:59.200]   to save for retirement
[00:16:59.200 --> 00:17:01.680]   just by having a retirement plan at work?
[00:17:01.680 --> 00:17:05.000]   12 times more likely to save.
[00:17:05.000 --> 00:17:07.220]   The crazy thing is it's because they take your money
[00:17:07.220 --> 00:17:09.620]   out of your paycheck and they make it disappear.
[00:17:09.620 --> 00:17:10.720]   That's it.
[00:17:10.720 --> 00:17:11.840]   So you do that.
[00:17:11.840 --> 00:17:13.000]   You do that with your money.
[00:17:13.000 --> 00:17:14.800]   Get your money out and make it disappear.
[00:17:14.800 --> 00:17:17.280]   And now you know how much to take out, right?
[00:17:17.280 --> 00:17:19.720]   Now you know I need to take this percentage out
[00:17:19.720 --> 00:17:22.400]   and make it simply disappear.
[00:17:22.400 --> 00:17:24.520]   Later, I'm going to be giving a talk
[00:17:24.520 --> 00:17:27.200]   on the places where I think you should make it disappear
[00:17:27.200 --> 00:17:28.440]   based on tax efficiency.
[00:17:28.440 --> 00:17:29.860]   We're gonna get to that later.
[00:17:29.860 --> 00:17:32.680]   But fundamentally, I just want you to think,
[00:17:32.680 --> 00:17:36.760]   once I know my number, I need to get it out of my life.
[00:17:36.760 --> 00:17:39.080]   Get it into other buckets that I don't see,
[00:17:39.080 --> 00:17:43.720]   that I don't play with, and then that will work.
[00:17:43.720 --> 00:17:45.420]   Pay yourself first.
[00:17:45.420 --> 00:17:47.520]   You know, it's crazy to me to think
[00:17:47.520 --> 00:17:49.200]   when people can't retire
[00:17:49.200 --> 00:17:52.000]   that they would look back on all those paychecks
[00:17:52.000 --> 00:17:55.760]   from all those months that they worked in their lives
